AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
-0.0316105794037	-0.0797453657185	-0.0761785601587	-0.265037560681	-0.0240366639947	-0.0351479603254	-0.0446686410048	-0.0605773414005
-0.0549177989636	-0.140147776987	-0.1121916088	-0.152478929936	-0.0278926103698	-0.0345080446219	-0.0492374828888	-0.0786288753038
-0.0162781451312	-0.141899599406	0.18018269464	-0.00224286251555	-0.0290499201701	-0.035423687372	-0.0587963893087	-0.0742492365959
-0.122118994317	-0.0510041793914	-0.0303078588371	-0.187300352958	-0.032137838295	-0.0359311641928	-0.0777172818926	-0.0778870397685
-0.127983383775	-0.0681034947513	-0.153649232232	-0.0191284761809	-0.0379833879512	-0.0381348919201	-0.0782245984546	-0.0982852854888
-0.0651336991339	0.0332203751786	-0.0516262675889	-0.0828767197506	-0.0322897879879	-0.0348725105187	-0.071276771174	-0.0600830198181
-0.13610005468	-0.0472571495089	-0.166241831235	-0.118550205724	-0.0374003890838	-0.0363933415518	-0.0752580567122	-0.0808775162362
-0.0642415320722	0.0310697008666	-0.10228160591	0.00611080497154	-0.0353949954662	-0.0331527188086	-0.069744533435	-0.0781689584181
-0.174671811189	-0.152934766953	0.00443490835161	-0.0712032711527	-0.0313535402288	-0.0337150528743	-0.0731845923271	-0.0711320505905
-0.0943202510757	-0.0675438383013	-0.0780624277392	0.102226393416	-0.034539139471	-0.0372926464665	-0.0887811613055	-0.0932936252927
-0.0963716421509	-0.116521326266	-0.0883455149899	-0.0628521288263	-0.0305319551363	-0.0327356835729	-0.0701198033191	-0.0467773834711
-0.0211965232914	-0.0487077849618	0.0232112448356	0.176515172736	-0.0288845104606	-0.036095874376	-0.0698883795589	-0.0702429775227
-0.0749858137968	-0.177628288345	-0.202992332336	-0.230135908687	-0.0331898359631	-0.0339926067915	-0.0834875173375	-0.0454289218808
-0.0715946366622	-0.0322554216813	-0.0696388926781	0.00707165341887	-0.0328067489015	-0.0341809283479	-0.0773352002904	-0.0681799791185
-0.0676013809885	-0.100767215056	-0.0285672325325	-0.142184446572	-0.0343217800046	-0.0297325595103	-0.0546422706661	-0.0533254962283
-0.0931549620245	0.00416258205652	-0.0722451909527	0.0176895133135	-0.041231578285	-0.0280592668757	-0.0922092406314	-0.0332145211243
-0.124570571836	-0.0499858361821	-0.0592013626972	-0.0831241042319	-0.0419966721114	-0.0304695914059	-0.0876863618679	-0.033716939417
-0.040257608107	-0.0609992631878	0.00153977366036	-0.0880835877634	-0.037489686184	-0.0288059594048	-0.0655505779912	-0.0597967000916
-0.0842766147504	-0.121088077724	-0.0354066439032	-0.228985261161	-0.0247124017585	-0.0536688638196	-0.0577184766106	-0.092105108734
-0.0660777171881	-0.0812916492602	-0.0632604778299	-0.159718084887	-0.0231851635164	-0.0410665734614	-0.0457205884649	-0.0872275352228
-0.116580905321	-0.0547343056345	-0.150414357567	-0.118950282849	-0.0360659164898	-0.0375365613795	-0.0750182042739	-0.0611967793829
0.0381167385573	-0.0788696132091	-0.0616152791709	-0.1637413095	-0.019946195999	-0.045022086534	-0.0355288087802	-0.0747247275962
-0.105280914825	-0.0995799054566	-0.0885965396999	-0.196156525149	-0.0392925769489	-0.0224594630253	-0.0816171204142	-0.0533029961659
-0.0932347746261	0.00816838568703	0.0289188041647	-0.0290178533878	-0.0502500340787	-0.0176555172665	-0.096733616796	-0.02713258429
0.0391457963497	0.0319573296468	-0.0308392724783	0.194657177728	-0.00144865819812	-0.0141176236875	-0.00528543422194	-0.0285071096698
-0.139866591701	0.00953141178466	-0.0929448126705	0.022614872309	-0.0561303086309	-0.055424991932	-0.128329843255	-0.113891717162
0.0266568111225	0.0973294948303	-0.069082861787	0.024481658843	-0.0123406812108	0.00198567577032	-0.0129331511489	0.0105888465659
-0.0219130334619	-0.0967352018928	-0.123731160905	-0.0504806977123	-0.0191434448893	-0.051119046769	-0.0305451949546	-0.0911646720105
-0.0727607734092	-0.0798891722801	-0.0639596049435	-0.121292221892	-0.0227755763055	-0.0404910865958	-0.0560097997083	-0.0698343421489
-0.0279727284881	-0.0604268876545	-0.0456914308893	-0.137408340385	-0.0427818323871	-0.0209969047871	-0.072312151369	-0.0577486348554
-0.0853398625374	-0.0265766110541	-0.0743101639318	0.0370284432609	-0.0341890545485	-0.0371608299111	-0.0613279338625	-0.0588814807063
-0.0460545865692	-0.0220424466036	0.251252661911	-0.122987426965	-0.0404065450856	-0.0277410640302	-0.0836091530079	-0.0494067653077
-0.0776904988968	-0.0947921279388	-0.10065752255	-0.139450837279	-0.0481203498513	-0.0298978115879	-0.101705501622	-0.0481554842846
-0.118494469503	-0.0185498682473	-0.0563662110978	-0.0510795166029	-0.0231463046776	-0.0399948470252	-0.0424983123984	-0.0785157240585
-0.0592985580113	-0.083214548428	-0.085008852452	-0.0519991100216	-0.0317674771654	-0.0395102288241	-0.0695218266385	-0.076028416371
-0.0300571886398	-0.0493640992113	0.12503005296	0.113752198715	-0.0269076178236	-0.0410045625367	-0.0365855701342	-0.0912769633029
-0.129991544471	-0.19626223585	-0.0592105569262	-0.115397768519	-0.0289531183832	-0.0366474063766	-0.0612480882381	-0.0821808380176
-0.0647763769801	-0.118103657073	-0.0516968134506	-0.0351533784574	-0.0305295315611	-0.0357310387898	-0.0680221842851	-0.0599574879218
-0.0830826434037	-0.153524492743	0.0195004918466	-0.127287568844	-0.0300807818504	-0.0350268436582	-0.0599028297114	-0.080389710055
-0.0385523623555	-0.171546579642	-0.0347548808274	-0.0278949037398	-0.0342960833596	-0.0305423772022	-0.0903261730809	-0.0561074803905
-0.0962965506249	-0.0856314279267	0.0344016211843	-0.0897599059773	-0.0342662840009	-0.0302060404312	-0.0653310837718	-0.0804589369082
-0.0631022469218	-0.0824912688648	-0.0865871783707	-0.055767214215	-0.0376954598725	-0.0364176252897	-0.100318357529	-0.0592051627654
-0.116475662401	-0.00440790855392	-0.1293365268	-0.0778451219808	-0.0341212238541	-0.0325139620238	-0.0716577364444	-0.0600037831919
-0.0739609720555	-0.0239064423631	-0.0267508715792	-0.124092802864	-0.0377451077815	-0.0365768933441	-0.0723554385358	-0.065276447483
-0.0381197442603	0.0272703933114	0.133565306769	-0.0665819194979	-0.0358027661604	-0.0375329630765	-0.0721664475572	-0.0646084955768
0.0134650364079	-0.0857121396839	-0.0523521762118	-0.0960086786201	-0.0352603657646	-0.0364044906153	-0.0606705653253	-0.0556618395614
-0.148794687189	0.0185810878992	-0.0517888813995	-0.0541367067555	-0.0327758094999	-0.0406719817165	-0.0828542619873	-0.0801986882043
