FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.65254674678047	0.954155190768	0.165983693383	0.0131558916663	0.985418718428	0.986580111807	0.98620230053
ATF1	0.564178110347905	0.850124406626	0.455120853454	0.267371509538	0.937651828974	0.947664479296	0.944353902424
ATF3	0.674689541187317	0.970028990712	0.674799813744	0.629131975356	0.991855857179	0.993553237196	0.993477062448
BACH1	0.585806095456664	0.696819003677	0.506878541554	0.12592811154	0.824596933921	0.844614656815	0.837758336563
BHLHE40	0.522136479323282	0.685494788321	0.244893951867	0.190189279535	0.797597063208	0.805799432002	0.801420898851
CCNT2	0.503906390639064	0.94439838567	0.130717042951	0.269249662205	0.986503191667	0.990067090408	0.989463370009
CEBPB	0.765003090341348	0.471177540966	0.195308720409	0.208028837782	0.590867238643	0.625219580233	0.612815217363
CTCF	0.419042418503905	0.630058717028	0.542784638198	0.469390373967	0.825220057434	0.836909933663	0.830635129602
CTCFL	0.389234923492349	0.612620353299	0.507707338932	0.411951393452	0.811549375731	0.826792973502	0.81854003726
E2F4	0.524292002078574	0.758253641852	0.196560449296	0.0862835323004	0.916811759999	0.939780065854	0.932929305387
E2F6	0.62298003589502	0.790200905202	0.260202625592	0.163641164392	0.91686496764	0.932324400456	0.9276466914
EFOS	0.693537353735374	0.795782584555	0.278857778585	0.106655965747	0.917935261892	0.937390906759	0.931385845957
EGATA	0.540457667142148	0.880531196011	0.390521750253	0.078476015958	0.953787995782	0.958301016445	0.956892466453
EGR1	0.462274227422742	0.563160983956	0.248652211987	0.182182620098	0.746697507037	0.777727955308	0.765612058842
EJUNB	0.77957395739574	0.802950712151	0.291385283562	0.139574949711	0.923843844359	0.942688879044	0.936886521536
EJUND	0.653801380138014	0.814310354338	0.292831401134	0.135784120878	0.92633879218	0.943639652342	0.938343978595
ELF1	0.721716171617162	0.762588453055	0.110223226786	0.217162271472	0.867982851601	0.878741014216	0.874301838596
ELK1	0.686638723791641	0.858577903747	0.0927858180599	0.0726010449629	0.973743231795	0.980069762733	0.97901465952
