AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
-0.0539667029848	-0.0682671059926	-0.0960097743328	-0.193177305673	-0.0263258432027	-0.0397513975951	-0.0548990918643	-0.0788312536085
-0.0565779421965	-0.0818350072722	-0.0722163461446	-0.0422771444341	-0.0296984171202	-0.0385359374292	-0.0551040807763	-0.0868877147871
-0.0171973844744	-0.10678206122	0.162240034718	0.0611186408372	-0.0312415901613	-0.0401511676672	-0.0697519883861	-0.0778703585742
-0.0818762266439	-0.0452992006569	-0.0263726342048	-0.124794012392	-0.0350093221995	-0.0407871642184	-0.0793077211995	-0.0872406982443
-0.0816679258504	-0.0796106698499	-0.116797826184	-0.0355186908426	-0.040683459038	-0.0412180401775	-0.0859953215514	-0.0979473494703
-0.0250631358359	0.0118346256865	-0.0539890451343	-0.0603350001261	-0.0358480397438	-0.0397016901255	-0.078115847181	-0.0654372160902
-0.0911273679261	-0.105738736392	-0.10283372053	-0.191108698917	-0.0402469857654	-0.0390276717618	-0.0796992194913	-0.0813153518812
-0.0573868920154	-0.00619746310708	-0.082972580489	-0.0268473895063	-0.0383932253444	-0.0366119460869	-0.0796490655783	-0.0802611198203
-0.154650792397	-0.152306482844	0.0438548440154	-0.108539006597	-0.0333517446068	-0.0363916010419	-0.0716524102127	-0.0712293150054
-0.104915850805	-0.0959752106792	-0.0579125376772	-0.000504309156401	-0.0367201838394	-0.0400527528665	-0.0837917790974	-0.096561798614
-0.110606065016	-0.119045849201	-0.0800265141148	-0.15462018588	-0.033411509377	-0.035873080666	-0.0645104839448	-0.0532912438553
-0.0321042193953	-0.0427464374917	0.0129125348268	0.0373119592092	-0.0319032532978	-0.0375518625061	-0.0679502390649	-0.0794743507677
-0.0691588824901	-0.175616294234	-0.161111947986	-0.271618648535	-0.0366773054005	-0.0364635281426	-0.0861604867059	-0.0522943173035
-0.0377279548103	-0.0343969305811	-0.0287512702143	-0.0851481094627	-0.0348855352526	-0.0366102476035	-0.0848828290619	-0.0715000836832
