AR_10nmR_F	AR_10nmR_R	AR_1nmR_F	AR_1nmR_R	AR_R1881_F	AR_R1881_R	AR_ethl_F	AR_ethl_R
-0.0716918207872	-0.0963807107686	-0.0448001686375	-0.143646229962	-0.0369614912961	-0.0350589551216	-0.0664211389384	-0.0567097950136
-0.072489690536	-0.00282216740233	-0.0970236913929	0.0172898597692	-0.0424911335168	-0.0372027157071	-0.0963096490206	-0.0562609601499
-0.137897298373	-0.0411961426446	-0.0888289951983	-0.0806289506694	-0.0452882766022	-0.0363795045414	-0.0934254306552	-0.0468374294431
-0.0655375943066	-0.0778811686149	-0.0167445286412	-0.132794343161	-0.047726597727	-0.0436214672258	-0.0908983154264	-0.0936665688936
-0.121587160341	-0.0651870764589	-0.0589631874232	-0.154439864797	-0.0410105538815	-0.0391561496166	-0.0922637891808	-0.0682117728936
-0.120141355009	-0.0484603353239	-0.0949442824746	-0.116592001257	-0.0460036112451	-0.0310840850924	-0.0953928506955	-0.0717458417607
-0.139864315291	-0.0382163829923	-0.150760363776	-0.110706808081	-0.0504326780492	-0.0262083459522	-0.109162179396	-0.0388769387176
0.0289173906778	-0.0428501354057	-0.064463239981	-0.141508904601	-0.0276994059956	-0.0315012490373	-0.0533409934787	-0.0519481052804
-0.104977566024	-0.0678876524091	-0.103247433347	-0.140108519058	-0.0422498734816	-0.0125027758721	-0.0929284384106	-0.0314237072462
-0.0454132852282	-0.0156159929366	0.0596923203479	-0.0468358806043	-0.0344765060982	-0.0219527612456	-0.0671537887064	-0.0348867786649
-0.0056652620429	0.026199527279	-0.0684742234841	0.224474649903	-0.0197327182584	-0.0150928419438	-0.0526271128631	-0.027039100007
-0.0845162425812	0.073767246237	-0.0677142689207	0.0975655126557	-0.0339251052532	-0.0311137348606	-0.0910283671492	-0.0669672932861
-0.00462838517791	0.0468527004887	-0.0629381953283	-0.00164172434612	-0.0140473539111	-0.0165602143645	-0.027256272938	-0.0281622389681
-0.0258789117269	-0.0606873786771	-0.0933748104504	-0.0343991921427	-0.0240435358417	-0.0348237906247	-0.0479024499986	-0.0618364092097
-0.0499716426618	-0.127177302189	-0.0368925942204	-0.131613737423	-0.0145121007439	-0.0429307763861	-0.0366073657369	-0.0826972466453
-0.00279998093787	-0.0984793669936	0.00476859818077	-0.100644141633	-0.0283579565096	-0.0299516139481	-0.0517724094631	-0.0732718168828
-0.0432159533763	-0.116548061943	-0.0577169412842	0.0636938076757	-0.021779171387	-0.0518861775605	-0.0333518737058	-0.0910143126362
-0.038964744485	-0.143471655745	0.249489078833	-0.114364502571	-0.0301382709804	-0.0523619626688	-0.0617050513573	-0.0989159691572
-0.092877552418	-0.183516942421	-0.0789246214858	-0.122355935541	-0.0344311466214	-0.0482887872166	-0.0744292418879	-0.0897020829563
-0.198644447039	-0.0885420209476	-0.0664527882925	-0.0636080917777	-0.037787402043	-0.0514769578126	-0.080344238715	-0.101662749915
-0.103024683575	-0.155717630475	-0.0676194025918	-0.0681898996018	-0.0369486046612	-0.0455323951437	-0.0816461506738	-0.0921012430698
-0.114718930929	-0.0306004039757	0.11912965669	0.118807218091	-0.0355046431506	-0.0420096577573	-0.0611350286617	-0.0815479559339
-0.172860190529	-0.176889669001	-0.0643428962791	-0.0968413258499	-0.034828727823	-0.0391307428015	-0.0741058650881	-0.0817014886828
-0.0917045253272	-0.0933963626664	-0.0512830859165	-0.0175554838761	-0.0334169824878	-0.037738076282	-0.0705884871258	-0.0551689067424
-0.126013146537	-0.126688088391	0.00426012638575	-0.105902375555	-0.0336926885357	-0.038382931837	-0.064928857604	-0.0744760915945
-0.0372172119443	-0.134365462034	-0.0160603962076	-0.0442911821461	-0.0366884541068	-0.0337432876337	-0.0861508832142	-0.0559024408282
-0.109715035387	-0.0862230771131	0.0177046212465	-0.0875467815184	-0.0359063199266	-0.0338834027024	-0.0614780617911	-0.081865661835
-0.0618140496966	-0.0886848920195	-0.0440707617681	-0.120982294369	-0.0405746705571	-0.0388787441785	-0.0967810720925	-0.0618092267466
-0.0977283736726	-0.00690341507525	-0.114036890038	-0.10618988656	-0.0366299755891	-0.0353930813895	-0.0667643760038	-0.0591480185388
-0.076045036543	-0.0455396701767	-0.0462739754458	-0.0959169478696	-0.040204876847	-0.0391377453578	-0.073489059128	-0.0687969315064
-0.0702345161324	0.0259991118516	0.0686455813957	-0.0292572321234	-0.0392092432748	-0.0411445783948	-0.0725764984966	-0.0725793371507
0.00761460729082	-0.0605140420163	-0.0875348413858	-0.0526758172211	-0.0387206266696	-0.0392863497517	-0.066467452492	-0.0602507316031
-0.148025718108	0.00803831258259	-0.0518547652249	-0.0338015144993	-0.0362128268778	-0.0444000370951	-0.0866801199679	-0.0871047389731
-0.0268236654086	-0.0336751262021	0.0139385765461	-0.021342679353	-0.0365779512014	-0.0342312073624	-0.0658549045682	-0.0632151055627
-0.0958406751273	-0.0670190236172	-0.0670604103791	-0.0512489809429	-0.0361075224406	-0.0332474297184	-0.0870885913274	-0.0527107262127
-0.164959101113	-0.101469988474	0.0668616769016	-0.0171605347724	-0.0384582901864	-0.0302040121135	-0.0662561464707	-0.0689209914638
