CTCF_F	CTCF_R	FOS_F	FOS_R	GATA2_F	GATA2_R	JUN_F	JUN_R	MAX_F	MAX_R	MYC_F	MYC_R
0.0189261587947	-0.0274737474886	-0.0147478688033	-0.0145133225277	-0.0100938285427	-0.00942716283865	-0.0175481746681	-0.0161039552276	-0.0175757767029	-0.0270929415778	-0.0421982689385	-0.0421383205538
-0.0160282080157	-0.0316857061907	-0.0144201182379	-0.0144625148722	-0.00949310596685	-0.00789716043045	-0.0176145214655	-0.013395873217	-0.0178443509509	-0.0226604977721	-0.0362882033649	-0.0319265362649
-0.0166221522132	-0.0313582078818	-0.0148893708084	-0.0176403652525	-0.0104544125821	-0.0115362325152	-0.0257150043432	-0.0137932742565	-0.0177145500134	-0.0280193309197	-0.0315810224454	-0.0460219468483
-0.00900331543225	-0.0381543535618	-0.0184110063366	-0.0162281959956	-0.00847927111536	-0.00613689834632	-0.00791977359127	-0.0127435201251	-0.01060919479	-0.0224452890807	-0.0344215688879	-0.0524652681626
-0.0231051327512	-0.0339390270115	-0.0276298374504	-0.015614630845	-0.00450480552721	-0.014570553144	-0.00234051534546	-0.0171571809229	-0.0217253135847	-0.0251813968386	-0.048371737154	-0.0357488605156
-0.0284529037219	-0.0249180285329	-0.0112817886851	-0.0159027315434	-0.0101649715621	-0.0100319890965	-0.0275444265853	-0.0155123426271	-0.0410452961434	-0.0236090685933	-0.0653437950531	-0.0286433876069
-0.0388975118153	-0.0103793589675	-0.00400198149289	-0.0148012071928	-0.00871618858884	-0.0101776229391	-0.0132892053685	-0.0137194847334	-0.0382111926331	-0.0224520642427	-0.0764058947597	-0.0254660412494
-0.0421471747134	0.00337787403922	-0.00372712966657	-0.0150341282677	-0.00172182589983	-0.0129231152691	0.00339079991925	-0.0114936822356	-0.0412956172907	-0.0230192886621	-0.0646914747961	-0.0239353159503
-0.0223777309666	0.00440289192808	-0.00188278813964	-0.0122737591666	-0.0115442469334	-0.00927196378039	-0.00260979742873	-0.00759927686513	-0.0263478046983	-0.0243370187769	-0.0478779282402	-0.0310700088052
-0.0161949846504	-0.00786860784003	0.00564199092734	-0.00815189250123	-0.0143460885221	-0.00888959359752	-0.00671518880395	-0.0115443679418	-0.0111576246889	-0.0130652765724	-0.0166131519226	-0.024110952131
