59	9	asc
0.2531	0.5156	0.618	0.6203	0.7937	0.7089	0.7565	0.5214	0.6245
0.6715	0.8989	0.9856	0.9819	0.9928	0.9495	0.9567	0.9061	0.935
0.1318	0.4737	0.5874	0.587	0.7765	0.6034	0.6559	0.407	0.5164
0.1263	0.2138	0.6535	0.6556	0.5186	0.509	0.5569	0.4136	0.5236
0.1888	0.8301	0.7694	0.7674	0.9555	0.8581	0.9168	0.6397	0.7347
0.0098	0.0619	0.3364	0.3358	0.1993	0.1728	0.1908	0.3297	0.3957
0.1967	0.2738	0.8596	0.8592	0.792	0.689	0.7171	0.3103	0.4544
0.4301	0.4254	0.9373	0.9368	0.9582	0.8805	0.9131	0.5104	0.6506
0.4614	0.6112	0.9719	0.9699	0.4825	0.9126	0.9281	0.8935	0.9239
0.2692	0.3666	0.9056	0.9076	0.9152	0.8168	0.8491	0.728	0.7881
0.1151	0.4198	0.8403	0.8411	0.8858	0.6933	0.7439	0.4209	0.5388
0.1163	0.6282	0.5803	0.5787	0.8662	0.6786	0.7657	0.4467	0.5828
0.2428	0.2732	0.8523	0.8522	0.7294	0.7359	0.7625	0.6535	0.7259
0.1088	0.448	0.8315	0.8318	0.8624	0.7023	0.7553	0.4219	0.5406
0.1045	0.4102	0.8176	0.8189	0.8592	0.6745	0.7286	0.3999	0.522
0.1874	0.4009	0.768	0.7662	0.7468	0.6884	0.7332	0.5386	0.6394
0.5188	0.8128	0.983	0.9837	0.995	0.9617	0.9749	0.9146	0.9447
0.4563	0.7167	0.9262	0.9227	0.9969	0.9303	0.9537	0.8266	0.8815
0.1834	0.6438	0.8962	0.8967	0.9798	0.8429	0.8962	0.541	0.6569
0.1358	0.4519	0.8751	0.8749	0.9353	0.755	0.8072	0.4718	0.5966
0.3939	0.5763	0.8979	0.897	0.9225	0.8781	0.902	0.7927	0.8413
0.3073	0.8558	0.8614	0.8641	0.9843	0.8729	0.9339	0.6095	0.7255
0.1752	0.7178	0.6751	0.6764	0.9325	0.7689	0.8441	0.4988	0.6313
0.0259	0.1387	0.9425	0.9415	0.6698	0.3398	0.3718	0.4412	0.5212
0.2664	0.5999	0.7142	0.7125	0.8479	0.7884	0.8306	0.5495	0.6597
0.0865	0.3398	0.7808	0.7815	0.8231	0.6293	0.6819	0.4036	0.5223
0.0176	0.1134	0.5274	0.5267	0.2659	0.2045	0.2245	0.227	0.292
0.0254	0.1432	0.504	0.5045	0.3114	0.2427	0.2673	0.2368	0.3078
0.1151	0.2823	0.8011	0.804	0.7793	0.6728	0.7272	0.4048	0.5387
0.0453	0.3696	0.6444	0.6411	0.8452	0.5186	0.5818	0.4625	0.5717
0.2473	0.5147	0.9759	0.9764	0.977	0.8428	0.881	0.6042	0.7049
0.1633	0.6383	0.9196	0.9192	0.912	0.7427	0.8055	0.4638	0.5874
0.3391	0.5092	0.9118	0.9118	0.8268	0.7453	0.764	0.6291	0.6955
0.1638	0.2281	0.8374	0.8376	0.5557	0.4675	0.4868	0.3952	0.4558
0.0809	0.4062	0.5169	0.5151	0.7866	0.6449	0.7011	0.4092	0.5464
0.6986	0.8127	0.9927	0.9925	0.8266	0.9269	0.9474	0.9042	0.9332
0.0585	0.2013	0.7382	0.7374	0.4097	0.385	0.4162	0.3768	0.4708
0.2846	0.4887	0.9529	0.9527	0.9687	0.8568	0.8929	0.3143	0.5027
0.1219	0.1215	0.8331	0.8325	0.3595	0.4114	0.4325	0.2826	0.3793
0.2408	0.4489	0.8208	0.8189	0.6879	0.6705	0.6994	0.5723	0.6455
0.3761	0.6138	0.8287	0.8287	0.8644	0.8421	0.8644	0.6708	0.7366
0.3167	0.4498	0.953	0.9527	0.9791	0.8786	0.9151	0.3435	0.5268
0.5539	0.822	0.9828	0.9813	0.9848	0.8909	0.9059	0.9004	0.9282
0.5984	0.8363	0.9782	0.9771	0.9914	0.9149	0.923	0.902	0.9292
0.081	0.3508	0.8269	0.8212	0.6867	0.5178	0.5636	0.4689	0.5655
0.1831	0.7153	0.7458	0.7458	0.8746	0.7119	0.7763	0.5932	0.661
0.0816	0.3033	0.8177	0.8165	0.7698	0.5212	0.574	0.512	0.5893
0.0718	0.6171	0.8395	0.8374	0.8088	0.6049	0.6811	0.5093	0.6065
0.0698	0.5023	0.5982	0.5961	0.7749	0.6575	0.7206	0.4381	0.5577
0.2896	0.5979	0.7563	0.7583	0.9479	0.8542	0.8833	0.7375	0.8
0.3295	0.5415	0.9026	0.8883	0.9312	0.8052	0.8309	0.7908	0.8539
0.3397	0.5687	0.9275	0.9275	0.8626	0.8053	0.8359	0.7977	0.8511
0.1066	0.1945	0.7453	0.7461	0.5732	0.5136	0.5592	0.3574	0.4738
0.3451	0.522	0.9417	0.9411	0.9135	0.8088	0.8566	0.5587	0.6569
0.2192	0.4702	0.9091	0.9094	0.8489	0.8185	0.8457	0.7569	0.8092
0.2905	0.4675	0.8289	0.8282	0.6358	0.589	0.6126	0.6375	0.6906
0.1656	0.2859	0.7226	0.7215	0.9757	0.7679	0.807	0.6878	0.7584
0.3058	0.479	0.7248	0.7236	0.8154	0.7888	0.8169	0.5454	0.6566
0.0996	0.1437	0.998	0.9981	0.3954	0.4458	0.4731	0.4936	0.5634
