59	9	asc
0.6254	0.7558	0.7794	0.7803	0.8819	0.8359	0.8582	0.6957	0.7298
0.8343	0.9468	0.9195	0.9167	0.9894	0.964	0.9667	0.8508	0.8498
0.5646	0.7312	0.7301	0.7298	0.8535	0.7786	0.8031	0.6313	0.6695
0.5627	0.6059	0.7965	0.7969	0.7529	0.7403	0.7632	0.6316	0.6681
0.5939	0.9098	0.8512	0.85	0.9603	0.9118	0.9396	0.7593	0.7928
0.5049	0.5307	0.6508	0.6502	0.5958	0.5828	0.5915	0.589	0.6112
0.5956	0.6333	0.8526	0.8518	0.875	0.8103	0.8223	0.5652	0.6133
0.7085	0.7021	0.8699	0.8692	0.936	0.8882	0.9017	0.663	0.7061
0.7165	0.7935	0.8346	0.833	0.7129	0.8684	0.8723	0.7975	0.7864
0.6317	0.6796	0.8605	0.8605	0.9348	0.8758	0.8899	0.7681	0.7767
0.557	0.7064	0.8483	0.8485	0.912	0.8266	0.8501	0.6461	0.6901
0.5577	0.8101	0.7611	0.7599	0.9158	0.8254	0.8674	0.6668	0.7226
0.6146	0.6309	0.7699	0.7693	0.8247	0.8098	0.8202	0.7089	0.7199
0.5535	0.7199	0.8324	0.8321	0.9023	0.8294	0.8538	0.644	0.6877
0.5516	0.7024	0.824	0.8244	0.899	0.8173	0.8425	0.6341	0.6798
0.5933	0.6981	0.8387	0.8374	0.8624	0.8267	0.8476	0.7013	0.7346
0.7514	0.8931	0.9037	0.9031	0.9581	0.9303	0.9339	0.8489	0.8403
0.7267	0.8542	0.9054	0.9031	0.9738	0.9414	0.9513	0.8396	0.8479
0.5907	0.8167	0.872	0.8721	0.9542	0.8979	0.9224	0.7048	0.7472
0.5673	0.7221	0.8419	0.8415	0.9319	0.8554	0.8794	0.6696	0.7158
0.6934	0.7808	0.8892	0.888	0.9316	0.8977	0.9066	0.8	0.7999
0.6532	0.9233	0.8875	0.8886	0.9742	0.9217	0.9504	0.7477	0.7933
0.5873	0.8552	0.8088	0.8091	0.9493	0.8708	0.9069	0.693	0.747
0.5129	0.5686	0.8372	0.8367	0.803	0.6651	0.6807	0.6426	0.6698
0.6328	0.7983	0.8133	0.8123	0.916	0.8817	0.9017	0.7091	0.75
0.5429	0.6681	0.8087	0.8088	0.8849	0.7974	0.8222	0.6376	0.682
0.5086	0.5554	0.7408	0.7404	0.6192	0.5923	0.6015	0.5544	0.5745
0.5125	0.5703	0.728	0.728	0.6442	0.6117	0.6232	0.56	0.5833
0.5574	0.6404	0.8155	0.8165	0.8844	0.8252	0.8515	0.6425	0.6952
0.5226	0.6843	0.8078	0.8062	0.893	0.7558	0.7871	0.6628	0.7078
0.6231	0.7559	0.8748	0.8746	0.9803	0.9046	0.9223	0.7372	0.77
0.5809	0.815	0.9169	0.9166	0.9345	0.8532	0.883	0.664	0.7107
0.6677	0.751	0.8758	0.8757	0.8913	0.8513	0.8591	0.7497	0.7678
0.5807	0.6115	0.8567	0.8565	0.7625	0.7171	0.7255	0.639	0.656
0.54	0.7015	0.7186	0.7175	0.876	0.8069	0.8338	0.6355	0.688
0.8213	0.8869	0.8056	0.805	0.8723	0.8461	0.8515	0.7837	0.7715
0.5288	0.5988	0.8106	0.81	0.6926	0.6769	0.6913	0.6202	0.6511
0.6362	0.7376	0.8831	0.8825	0.9474	0.8813	0.8969	0.564	0.6326
0.5593	0.5579	0.8392	0.8386	0.6591	0.677	0.6858	0.5536	0.5786
0.6186	0.7212	0.839	0.8376	0.8257	0.8093	0.822	0.7047	0.7206
0.6869	0.8046	0.85	0.8499	0.9202	0.9016	0.9115	0.7537	0.7684
0.6543	0.7196	0.8868	0.8862	0.9572	0.8964	0.9123	0.5798	0.6464
0.7689	0.9029	0.8589	0.8573	0.9546	0.894	0.8989	0.838	0.83
0.7885	0.9078	0.8553	0.8539	0.9538	0.8977	0.8991	0.8296	0.8201
0.5403	0.6738	0.867	0.8641	0.8256	0.7487	0.7708	0.6726	0.7079
0.5911	0.8547	0.7917	0.7916	0.9222	0.8436	0.8746	0.7359	0.7565
0.5407	0.6504	0.8815	0.8808	0.8676	0.753	0.7787	0.6894	0.7156
0.5355	0.8063	0.8591	0.8578	0.8907	0.7895	0.8264	0.6919	0.7264
0.5346	0.7488	0.769	0.7678	0.8749	0.8155	0.8459	0.6604	0.7068
0.6447	0.7981	0.8686	0.8696	0.9656	0.9203	0.9344	0.8119	0.8331
0.6633	0.7681	0.8938	0.8862	0.9501	0.8779	0.8889	0.8121	0.8238
0.6673	0.7808	0.8867	0.8864	0.9023	0.8689	0.8821	0.8088	0.8138
0.553	0.5965	0.8318	0.8319	0.7796	0.7448	0.7667	0.5968	0.6388
0.6719	0.7594	0.922	0.9213	0.9478	0.8889	0.9115	0.6955	0.7272
0.6094	0.7342	0.9276	0.9276	0.9189	0.9009	0.9139	0.7989	0.8118
0.6364	0.7245	0.801	0.8003	0.7578	0.7444	0.754	0.7253	0.7339
0.582	0.6414	0.7706	0.7697	0.9073	0.8602	0.8782	0.7585	0.7755
0.652	0.7376	0.7987	0.7979	0.8965	0.8757	0.8885	0.6913	0.7288
0.5477	0.5691	0.5544	0.5546	0.6855	0.6981	0.7103	0.6626	0.6783
