FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Centipede_90_H1hesc_protection_mean	Centipede_90_H1hesc_protection_median	Centipede_90_H1hesc_protection_std	Centipede_90_GM12878_protection_mean	Centipede_90_GM12878_protection_median	Centipede_90_GM12878_protection_std	Centipede_90_protection_ks_stat	Centipede_90_protection_ks_pvalue	Centipede_90_H1hesc_tc_mean	Centipede_90_H1hesc_tc_median	Centipede_90_H1hesc_tc_std	Centipede_90_GM12878_tc_mean	Centipede_90_GM12878_tc_median	Centipede_90_GM12878_tc_std	Centipede_90_tc_ks_stat	Centipede_90_tc_ks_pvalue	Centipede_90_H1hesc_fos_mean	Centipede_90_H1hesc_fos_median	Centipede_90_H1hesc_fos_std	Centipede_90_GM12878_fos_mean	Centipede_90_GM12878_fos_median	Centipede_90_GM12878_fos_std	Centipede_90_fos_ks_stat	Centipede_90_fos_ks_pvalue	Centipede_90_H1hesc_flr_mean	Centipede_90_H1hesc_flr_median	Centipede_90_H1hesc_flr_std	Centipede_90_GM12878_flr_mean	Centipede_90_GM12878_flr_median	Centipede_90_GM12878_flr_std	Centipede_90_flr_ks_stat	Centipede_90_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.0433693116204	0.0325057835661	0.0397658672005	0.0386801427211	0.0284754948162	0.0386592384511	-0.0769587865157	-5.14803122497	0.425447349378	0.434689339355	0.0561525387922	0.331639884098	0.354981494783	0.0356733738677	-0.422374429224	-3.88735428784	0.435483936926	0.432503779509	0.0682704363069	0.394641079668	0.395278520758	0.0534620208954	-0.267349599553	-13.2183484648	0.240915450724	0.236840578523	0.0558190242745	0.221923925896	0.219371688736	0.0147168149542	-0.296201141853	-1.36657821677
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.101304602192	0.0790543585922	0.0875353342827	0.086825934662	0.0655874299888	0.0814788052094	-0.100230959592	-12.4280320147	0.383005716642	0.394274728961	0.0360704985555	0.321782398506	0.320078223974	0.0150617755168	-0.348708487085	-9.88634238288	0.614629269356	0.614758600366	0.0548989974943	0.571898114805	0.566413512661	0.0470608401451	-0.32804643495	-46.8031522114	0.589183850678	0.587050411866	0.0520298866508	0.54594525288	0.54370294694	0.0182317368254	-0.574362266735	-14.5775543216
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.0841130290566	0.0640533145393	0.0737054806218	0.0728408313237	0.0547098545696	0.0678304391772	-0.0898605962933	-13.2989945585	0.379771182901	0.388178502341	0.0352198961115	0.32152294835	0.321146041183	0.0139885812443	-0.353230810738	-13.060396908	0.505390201711	0.50334369371	0.061303942979	0.474079210557	0.473980831386	0.042418661818	-0.267640883037	-24.1562211323	0.207282190628	0.206213818221	0.0490722942094	0.191957110751	0.192386309664	0.00693624374109	-0.590846338535	-15.3682124675
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.0595843661641	0.046444304785	0.0493452191471	0.0502700823795	0.0380548995817	0.0456221211053	-0.106335121718	-68.4175645668	0.380282568196	0.389458065587	0.0338296720375	0.324739099992	0.33032489411	0.029564350887	-0.32	-31.0787176637	0.498807646498	0.498150630494	0.0513977439582	0.475614484451	0.474848854134	0.0421257266646	-0.184053445734	-53.0805602115	0.295470803323	0.295944148299	0.0226733854028	0.283255688552	0.279395050265	0.0160278923117	-0.69785041225	-48.8604615588
AR	-2.9986960778	6.4303512778	3.4316552	0.119632494262	0.0937676644373	0.0997281527582	0.100347767268	0.0772342512678	0.0868246225519	-0.0639561044365	-8.14417302515	0.340635296051	0.350542515711	0.0361268448115	0.303271252195	0.303272109061	0.0164098489455	-0.199032849146	-6.09344807719	0.53157212667	0.533556146123	0.0693214045143	0.516368889277	0.51445072913	0.0504473571733	-0.0786992151431	-3.2565717503	0.400381123425	0.39666659575	0.0598734982271	0.374028117555	0.377557849574	0.0357596535501	-0.213456594819	-2.65885005951
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.0813926742608	0.0614739180531	0.0695107862735	0.0743105589174	0.0544216454577	0.0687239472736	-0.0232211754001	-11.5523983561	0.46640878222	0.47493618121	0.0342602684767	0.384640743746	0.391604765598	0.022741514767	-0.380568151532	-45.1583216367	0.399989910395	0.397308627316	0.0472835131716	0.385039224529	0.382899542728	0.0403237384352	-0.0972713982779	-22.4503391371	0.343979251763	0.346667421868	0.0597437925325	0.336043507428	0.333057855898	0.0262203195128	-0.442457206923	-122.034901929
SRY	-2.7415056944	4.77859	2.0370843056	0.108364588674	0.0879068214198	0.082542590795	0.0925449690169	0.0726587749101	0.0783066444862	-0.0592257334296	-7.51551453577	0.45724769469	0.46759829937	0.040077568855	0.37980140207	0.385746327064	0.0173999973079	-0.369761480841	-11.6302139177	0.471044630799	0.466652288438	0.0614430971629	0.449035517195	0.44967477018	0.0456235584601	-0.116049519178	-5.61947167514	0.456223249583	0.464162123167	0.0740511931272	0.450183804005	0.446837487231	0.0229213116322	-0.117000577923	-1.45195232903
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.054285116038	0.0409546823266	0.0510080491629	0.0442105553571	0.0324648776251	0.0439902053136	-0.0575615156854	-85.5036808264	0.360747355819	0.370998498224	0.0351671101504	0.325616333409	0.32935752166	0.0183660555962	-0.14530815098	-17.4779328206	0.443229090864	0.440174034918	0.0574015118901	0.429963723789	0.42718984754	0.0488182323194	-0.0424124476407	-19.7161665049	0.284097730376	0.284093105345	0.0203500384705	0.27045701329	0.271870134717	0.013372032782	-0.617204205801	-40.6035705975
BCL6	-2.5050076889	5.507985	3.0029773111	0.101134122844	0.0767860079329	0.0889806287858	0.0823574862482	0.0607888356452	0.0781319845232	-0.067238769152	-32.9721818631	0.421833624969	0.42919265182	0.0294641765141	0.356331308902	0.360344244564	0.0153593709919	-0.344909744994	-16.858507476	0.558051535985	0.558056567753	0.0446802090049	0.540856693041	0.539904692947	0.0306966857912	-0.177001793833	-19.4388022218	0.463123272334	0.464881779707	0.047471618183	0.448138177463	0.446622811644	0.0188616736451	-0.318384817465	-6.81422836848
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.0425021080365	0.0326697017588	0.0379517957531	0.0367032546722	0.02741373821	0.0353964591819	-0.0265974866887	-21.0255327179	0.304318370376	0.307970938372	0.0224581819358	0.324671448574	0.334007152482	0.0331919210386	0.0354484279425	-6.60164424597	0.466928880759	0.470599737842	0.0588345765143	0.477334102868	0.47320787127	0.0652376005067	0.0178819444444	-1.65002862758	0.311633030011	0.312098940936	0.0204939117466	0.301055430495	0.301007777296	0.00729917957589	-0.603542110064	-30.2618546918
