FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Cuellar_95_H1hesc_protection_mean	Cuellar_95_H1hesc_protection_median	Cuellar_95_H1hesc_protection_std	Cuellar_95_GM12878_protection_mean	Cuellar_95_GM12878_protection_median	Cuellar_95_GM12878_protection_std	Cuellar_95_protection_ks_stat	Cuellar_95_protection_ks_pvalue	Cuellar_95_H1hesc_tc_mean	Cuellar_95_H1hesc_tc_median	Cuellar_95_H1hesc_tc_std	Cuellar_95_GM12878_tc_mean	Cuellar_95_GM12878_tc_median	Cuellar_95_GM12878_tc_std	Cuellar_95_tc_ks_stat	Cuellar_95_tc_ks_pvalue	Cuellar_95_H1hesc_fos_mean	Cuellar_95_H1hesc_fos_median	Cuellar_95_H1hesc_fos_std	Cuellar_95_GM12878_fos_mean	Cuellar_95_GM12878_fos_median	Cuellar_95_GM12878_fos_std	Cuellar_95_fos_ks_stat	Cuellar_95_fos_ks_pvalue	Cuellar_95_H1hesc_flr_mean	Cuellar_95_H1hesc_flr_median	Cuellar_95_H1hesc_flr_std	Cuellar_95_GM12878_flr_mean	Cuellar_95_GM12878_flr_median	Cuellar_95_GM12878_flr_std	Cuellar_95_flr_ks_stat	Cuellar_95_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.254364067932	0.260922968942	0.0711376835601	0.19796792286	0.204018248816	0.0589520234267	-0.23694630937	-300.0	0.552200625352	0.557355350179	0.0327915161113	0.392373860872	0.394843061578	0.0260844807452	-0.146415770609	-300.0	0.294253493264	0.269248239837	0.0936681891	0.300601947112	0.277623211447	0.103102604422	0.0540242711675	-1.26885516268	0.309445756535	0.307794591904	0.0352097522113	0.278898227278	0.278407275976	0.0282490537306	-0.569666051822	-274.610124948
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.161865739901	0.16575748626	0.0527210557048	0.127803652309	0.1309337034	0.0459316555857	-0.0390218819495	-300.0	0.492931485695	0.497442375581	0.0389460059602	0.349702081333	0.359224573944	0.0368416308884	-0.0952269170579	-300.0	0.454502394013	0.442004560937	0.0616330795117	0.458312157267	0.450921302651	0.0804732223782	0.0604202814729	-3.4984498898	0.321214710231	0.318804447355	0.0476212676679	0.293235403847	0.291714416039	0.0349946474022	-0.444772858587	-296.216270355
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.217887209731	0.230106529813	0.0735129630192	0.164581443255	0.173976943483	0.0615144601215	-0.200734543197	-300.0	0.57106437601	0.575336002962	0.033831852602	0.413396291025	0.416636698719	0.0234090144033	-0.147130724205	-300.0	0.409524501656	0.391868147548	0.0545852369114	0.413449422855	0.403546442667	0.0882085698958	0.0473156429399	-3.76151264014	0.334563791929	0.332948605889	0.0398523794547	0.310804456561	0.309790129682	0.0332603605315	-0.456414075015	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.235607552806	0.215784100415	0.0663807330942	0.18706787998	0.171685580951	0.056314982167	-0.0651901932217	-300.0	0.556439140773	0.560219016749	0.0291161214329	0.405828170776	0.411422181457	0.0274190428465	-0.141495481975	-300.0	0.311967727055	0.304194245791	0.0476102331086	0.317376086261	0.31013732467	0.0527349106714	0.0828988233187	-8.66899275687	0.343589778361	0.34360044347	0.0343465840559	0.324561230882	0.323661534756	0.0265347352749	-0.434805325793	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.204377927176	0.191678121136	0.0584723909293	0.150990852498	0.141864331136	0.0409130868669	-0.364503381195	-300.0	0.539754895107	0.545324197743	0.0352278725597	0.404809353193	0.41045844198	0.0240849165722	-0.101855076427	-300.0	0.375172180256	0.369999545973	0.0440048280395	0.401391192353	0.370405148458	0.114654176192	0.0813990461049	-1.15667000808	0.311971648543	0.311532737758	0.0409605824391	0.299656164082	0.298536725103	0.0371598062784	-0.229727462344	-60.5858538175
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.173215460121	0.155569624933	0.0759365006517	0.216531336048	0.194593799837	0.0951360119969	0.132737621596	-300.0	0.613823283899	0.616766730452	0.0220576025014	0.466893519605	0.470935781682	0.0170070060367	-0.105011202955	-300.0	0.276622251514	0.26845831492	0.0479478657684	0.283480847601	0.272104084278	0.0672299218572	0.142260545547	-1.21821355624	0.386517779763	0.388184453174	0.0444421299658	0.371614794103	0.373034024707	0.0385965488303	-0.213120567376	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.0973882148808	0.0768197963881	0.0691688923138	0.14831830308	0.122491371443	0.0830526099226	0.0170252052522	-300.0	0.497472355479	0.501217963266	0.0290621989302	0.387464690351	0.393042656935	0.0212962317369	-0.0882664316116	-300.0	0.228021402423	0.222366544041	0.0436765848145	0.252158782943	0.231706743305	0.0972123971671	0.0849517410548	-1.28200153985	0.306441152003	0.304591050709	0.0465989380617	0.292486066538	0.292119018316	0.036386750614	-0.203160082078	-51.6315149445
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.222485958159	0.234853729559	0.0643228897287	0.166030991249	0.175351708615	0.0565367187896	-0.0740896796234	-300.0	0.593267585787	0.596637482945	0.0298066859037	0.44181934287	0.448599939557	0.0271323614723	-0.0947993013971	-300.0	0.324897495739	0.315382092227	0.0477897803184	0.334494281365	0.321617168074	0.0642420892701	0.084160876957	-10.2663099678	0.307890690442	0.307437237938	0.0468510384406	0.295259856032	0.294178667743	0.0303947153732	-0.278482691931	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.254849093162	0.273318930492	0.0741851520214	0.194193966572	0.212503613654	0.0634713019762	-0.0851458136433	-300.0	0.532031704289	0.536144956592	0.0325238636275	0.40101006605	0.404654623728	0.0241458433759	-0.0810325067278	-300.0	0.333470395794	0.325562291252	0.0526843835354	0.347933956221	0.331066861134	0.089803429799	0.0734518744297	-3.60341155711	0.333765786194	0.333663631985	0.035959533337	0.322370024634	0.321931466256	0.0320389076933	-0.241381999551	-170.753276712
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.260948491686	0.281249927775	0.0773230449699	0.195417411896	0.213218638773	0.0628444533399	-0.0752410435174	-300.0	0.530165006096	0.53384797381	0.0311576282964	0.398480527282	0.403453499392	0.026989540868	-0.0647375577818	-300.0	0.294225528499	0.281559299669	0.0599545466316	0.309920816881	0.292376257026	0.084621249569	0.0593182769577	-4.40534786489	0.32349621844	0.322557319978	0.0357798884529	0.311597644232	0.311095781852	0.0318008470969	-0.235442904045	-177.197511549
