FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Protection_H1hesc_protection_mean	Protection_H1hesc_protection_median	Protection_H1hesc_protection_std	Protection_GM12878_protection_mean	Protection_GM12878_protection_median	Protection_GM12878_protection_std	Protection_protection_ks_stat	Protection_protection_ks_pvalue	Protection_H1hesc_tc_mean	Protection_H1hesc_tc_median	Protection_H1hesc_tc_std	Protection_GM12878_tc_mean	Protection_GM12878_tc_median	Protection_GM12878_tc_std	Protection_tc_ks_stat	Protection_tc_ks_pvalue	Protection_H1hesc_fos_mean	Protection_H1hesc_fos_median	Protection_H1hesc_fos_std	Protection_GM12878_fos_mean	Protection_GM12878_fos_median	Protection_GM12878_fos_std	Protection_fos_ks_stat	Protection_fos_ks_pvalue	Protection_H1hesc_flr_mean	Protection_H1hesc_flr_median	Protection_H1hesc_flr_std	Protection_GM12878_flr_mean	Protection_GM12878_flr_median	Protection_GM12878_flr_std	Protection_flr_ks_stat	Protection_flr_ks_pvalue
FEV	0.4266916111	6.4151153333	6.8418069444	0.0118814552791	0.00970564902019	0.00836247195446	0.0105227344652	0.00927756686774	0.0080102168468	-0.0079859182436	300.0	0.472149885519	0.476875520299	0.0393564191937	0.36163166382	0.3699137126	0.0350415427772	-0.0938643964317	300.0	0.454526978244	0.44942543088	0.0590303313984	0.454130233888	0.442328284721	0.0417785842664	-0.0452713857399	13.5680581158	0.341369450183	0.341221535012	0.0389077891185	0.341031875821	0.34097676217	0.0277817819744	-0.046058182365	6.67058482199
TBP	0.4329950722	7.1221270833	7.5551221556	0.0107854898434	0.00920307790476	0.00862239704152	0.0157962295795	0.0136091086548	0.0102284533667	0.42047170711	300.0	0.498554732342	0.505898072434	0.0396419891311	0.394962955597	0.398948040474	0.0293471875212	-0.0678224433201	300.0	0.367599984497	0.363075786971	0.069179998934	0.362964008693	0.349936848995	0.0496816205439	-0.00294917097037	5.46438841977	0.294160864286	0.294015312412	0.0250758560124	0.29391428349	0.293851691748	0.0197011196402	-0.0604760436904	1.7187066606
GATA2	0.4460161667	4.9865788333	5.432595	0.00813753781833	0.00667319094786	0.00950944792671	0.00807606907087	0.00595032890075	0.00538791017229	-0.0157289130321	300.0	0.48893698544	0.49120382162	0.0338311417851	0.385614671512	0.387414146668	0.0199001929333	-0.0092250345707	300.0	0.416515228172	0.415194307917	0.0517961868908	0.410365156621	0.405551121943	0.0395876891991	-0.00546753475118	5.62641686786	0.311495608769	0.311186998584	0.017783186782	0.310739343144	0.310576150521	0.0145329897215	-0.044850692836	6.3175279111
FOXO3	0.4784891278	5.4082502222	5.88673935	0.00712819254551	0.00525156449934	0.00544895289453	0.0101363840278	0.00836780105812	0.0081853875739	0.229180048825	300.0	0.513376244484	0.518172361362	0.0329950324923	0.413195542523	0.41709193219	0.0230551589168	-0.0111813361509	300.0	0.494848501714	0.488239302317	0.0411360592491	0.500782537023	0.498777370327	0.0543639441134	0.0179922030932	15.2640666871	0.307360059663	0.306815009252	0.0223556629743	0.305401212511	0.305539196766	0.0162273456473	-0.0175475764031	15.8155659288
MAFF	0.5215329556	5.2145415	5.7360744556	0.0111348222377	0.0104395528772	0.00727803108847	0.0142888825974	0.0138472006755	0.0084089666939	0.175896821141	300.0	0.52468908614	0.529367311104	0.03119968647	0.410573442143	0.413609346153	0.0241842864732	-0.00669042798688	300.0	0.362152121361	0.360531307652	0.0520770745369	0.355957114244	0.351422096604	0.042122548146	-0.0114314494872	11.3713262864	0.267527530968	0.267887570129	0.0195310315137	0.26704233666	0.266971873926	0.0162868387961	-0.0449610678846	5.94902322148
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0323888246269	0.0294754337879	0.012199073628	0.0402836364633	0.0370185634127	0.0165224405826	0.0743010831705	300.0	0.432378433591	0.437021435901	0.0347227914614	0.340058515618	0.344628458807	0.0292701027498	-0.116930001922	300.0	0.434484997913	0.432362234606	0.0524527550296	0.433382901678	0.426658867834	0.0380157411543	-0.0281175374051	12.554680765	0.250044574268	0.250037977534	0.0216609656498	0.249216919738	0.249040696469	0.0201147412291	-0.0132292979067	15.3528975468
CDX2	0.5515238333	5.6034792778	6.1550031111	0.00784241816295	0.00583258828853	0.00813521156787	0.0104060643845	0.00775291313828	0.00888608407052	0.178234008672	300.0	0.509352868463	0.514626566667	0.0317756347851	0.407133344815	0.411323957603	0.0229332067945	-0.011436285104	300.0	0.433596537032	0.430113641649	0.0758394745753	0.432413055435	0.422843579765	0.0577949006395	-0.0371599288075	2.94506871727	0.306471535501	0.305675940056	0.0184591128576	0.30727620517	0.307347149848	0.0267547308521	0.00257108960036	15.7328761454
MAX	0.6273268722	6.1784626111	6.8057894833	0.0105928436848	0.00965500039647	0.00896400859362	0.00802828238612	0.00653529182162	0.00752793339978	-0.0126699866695	300.0	0.486951057697	0.491475760256	0.034578315272	0.390686846241	0.392433800211	0.0210922196675	-0.0108103061237	300.0	0.27579934879	0.271048990408	0.0428835644332	0.285811089797	0.283548799864	0.0465783915198	0.00963164449105	11.2430111838	0.311579145083	0.311443401382	0.0223102764238	0.315492587842	0.313810365498	0.0357005694435	0.0299611386121	35.5902470912
RREB1	0.6412792222	7.0157968333	7.6570760556	0.112819071831	0.105247950324	0.0488135465654	0.0974202218535	0.0909439050767	0.043145544996	-0.0186812662085	206.696543384	0.437963071496	0.443968019968	0.0245073932948	0.567536066595	0.570677524582	0.0353899775991	0.00899268972217	300.0	0.421357308234	0.417042536621	0.0744313940483	0.420080429332	0.408293042178	0.0443935937017	-0.0338065916488	5.0324164192	0.308671559807	0.308872355607	0.0158079478033	0.310666224861	0.310860891791	0.0191191355761	0.0229020979021	20.9032829787
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.0509742400056	0.0389857600513	0.0337300704632	0.0682199735927	0.0565660420958	0.0433014326805	0.123621609102	300.0	0.528498054574	0.529905953007	0.0359512465574	0.407473704316	0.415400982804	0.0325547710856	-0.0361787764126	300.0	0.389424563934	0.37529354061	0.0764535620833	0.380224283581	0.373971405165	0.0534918490477	-0.0703887516747	3.53756862173	0.337016358209	0.335895239858	0.0355001743167	0.336158459628	0.335105285374	0.0269724030837	-0.0507355417127	4.34981735705
STAT3	0.6779155667	10.0107785	10.6886940667	0.0593079267583	0.0500986101871	0.0251247566494	0.0803439290645	0.0726818909627	0.0355964221543	0.348198923969	300.0	0.48747277633	0.491126231031	0.0378716505063	0.383098727219	0.385918737269	0.0249038667564	-0.0225300202577	300.0	0.342904990904	0.340083980646	0.0633722346017	0.340587249594	0.330351134102	0.0500793705694	-0.0335106784394	4.21632758467	0.281263719124	0.281109595133	0.0208520244805	0.283805954586	0.283259868074	0.0250238803674	0.0128038265347	21.5183523738
RFX5	0.6927126611	7.3384705	8.0311831611	0.0339275359132	0.0287082202724	0.0169629285447	0.0388572739561	0.0339850874975	0.0172984501342	0.0444111666048	300.0	0.566966291235	0.57154097997	0.03291306559	0.438318613569	0.445857609212	0.027391218796	-0.00393508913763	300.0	0.440569684062	0.425675149277	0.0690979477078	0.429603196989	0.42555185873	0.0439484008753	-0.0422286661559	17.9117083477	0.30715350354	0.306460922817	0.038371814904	0.305272051789	0.304955196103	0.0266818981197	-0.0339202057906	9.76483832208
ELK1	0.6936597444	7.0989505	7.7926102444	0.033015585964	0.0268952582916	0.0209320191656	0.0328139744687	0.0239382416278	0.0190951977247	-0.0781539311622	180.231461858	0.465333087165	0.471066809232	0.041633515147	0.359001215739	0.365860377402	0.0357422441499	-0.0921166742063	300.0	0.441690644003	0.436564555794	0.0449141166678	0.462279765703	0.447819788512	0.0711359254903	0.00880514288054	28.6647818246	0.318236731552	0.317637623958	0.0335927641687	0.321017978444	0.320301580931	0.047472131135	0.00311305328593	18.5977874894
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.0236013116679	0.0216083145642	0.0127517610025	0.0231106578867	0.020223396773	0.0112042653182	-0.156814241104	47.1684853738	0.541905188766	0.546807528121	0.0393811003076	0.420300934807	0.430013594406	0.0302287046019	-0.0142253147982	300.0	0.491601202152	0.487866042342	0.0440465941498	0.523321401564	0.505305508337	0.0784143421569	0.0731585448843	43.3144621808	0.316892246492	0.315251782458	0.0519063875356	0.314297589426	0.313738885044	0.0342691810306	-0.0406163263283	4.64849706086
GATA4	0.7095617	5.2971232222	6.0066849222	0.00837671614738	0.00557294182855	0.00658031624472	0.00838947154488	0.00643676022733	0.011600116581	0.017475845363	300.0	0.486452543893	0.489139254201	0.033453216574	0.384033833854	0.385799187529	0.020460831967	-0.0066099900276	300.0	0.323785458668	0.31797323343	0.0452265394518	0.330903458691	0.329840847411	0.0587016027551	0.00633310261921	7.12870429081	0.305247722486	0.305144800182	0.0146258305169	0.307751402834	0.307382182532	0.0169752760052	0.038699112444	43.7071769655
JUN	0.8366651556	5.9365860556	6.7732512111	0.0187190679104	0.0142611352418	0.0147085797175	0.0275856279115	0.0245013504327	0.016666671973	0.0750018321099	300.0	0.467915460456	0.475023041464	0.0414909054191	0.36629451647	0.373837735447	0.0380128153031	-0.134811085987	300.0	0.399733564718	0.37636281941	0.0798170359037	0.381898521404	0.373656343074	0.0487744230703	-0.0277420564145	10.9622758777	0.321674706268	0.319294006145	0.0311260244751	0.323494979776	0.321819042554	0.0432831781664	0.0222319968925	29.3762599732
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.0214880734153	0.0206353504772	0.0128973769258	0.0258712812513	0.0236810794046	0.0175482986025	0.020623212757	300.0	0.405794900836	0.411132546866	0.0333525121756	0.345172132481	0.351219249995	0.0253049899635	-0.142146272057	300.0	0.534677355716	0.531117438807	0.0464350982234	0.532021380872	0.526853889891	0.0386984868939	-0.0588768589885	2.25867665945	0.308765329979	0.309016607887	0.0150227172655	0.311317639598	0.311205129766	0.0270374970732	0.0274221403624	31.0740538265
ESR2	0.9447617111	2.7405983333	3.6853600444	0.0124468740956	0.0112539474118	0.00796078021576	0.0111061443051	0.00953279915003	0.00679632510952	-0.0269887828351	300.0	0.468618124016	0.474272774173	0.0247458285877	0.604939429223	0.606080517548	0.0287349081947	0.028425521861	300.0	0.376016547478	0.365832045988	0.065042273964	0.368677708306	0.364945705077	0.0417722056175	-0.0567109762294	9.55212050536	0.305992848109	0.304928422057	0.0272504294044	0.308165881903	0.307286834066	0.0302510414467	0.0248054297817	38.6186075591
SP2	1.0204727111	5.1814583333	6.2019310444	0.00462297568992	0.00373493792781	0.00513123359956	0.00382838395076	0.00314138250745	0.00471555875877	-0.0478667377488	300.0	0.430013995458	0.432793108319	0.0210051752197	0.546168452208	0.550704511561	0.0306472729076	0.0230772619418	300.0	0.42467823146	0.42284221302	0.0398566434105	0.422972564407	0.420339531252	0.0343701027795	-0.104039543191	2.82931233527	0.319450990939	0.318863976047	0.0312256863908	0.322223356425	0.322030783437	0.0352743548781	0.0319946249812	58.6537155427
SOX9	1.0532260889	6.5152251667	7.5684512556	0.015702683883	0.0122411896189	0.0133875949056	0.0169871642472	0.0125678840792	0.0155805098972	0.0942429693832	300.0	0.428671523069	0.431863754298	0.0264395387693	0.5422057339	0.547284740208	0.0339844672605	0.00961047243963	300.0	0.390209168885	0.383242318671	0.0412811816048	0.395026668739	0.391561544179	0.0607650320794	0.00841035120148	6.40472332741	0.306200660284	0.305664621191	0.0248469800521	0.304959104815	0.304882577531	0.0232610275669	-0.0496366088591	3.49493204824
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0220147958549	0.0197001016986	0.012938037251	0.0215117586742	0.0185530495119	0.0117260481865	-0.145274309572	269.979015073	0.45421657301	0.462251568342	0.0275173342877	0.580522671459	0.584509142816	0.0320846487714	0.015953725997	300.0	0.431663826189	0.413795412689	0.068997909921	0.413402783685	0.40825415581	0.0422239982455	-0.00745796407695	64.2800390885	0.308473142562	0.307979107288	0.0352236068352	0.313498169121	0.311594433222	0.0454719354679	0.0332840009329	61.5643604986
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0223344619799	0.0169617301733	0.0120138701493	0.0274610304816	0.0213905931049	0.01386824422	0.300796886652	300.0	0.510286626019	0.517327932292	0.041322762377	0.399544406649	0.407334806728	0.0327961677036	-0.0658599661317	300.0	0.351332545934	0.341339827946	0.0687192724495	0.344275986485	0.338998149139	0.0438038412248	-0.0615773055084	4.15123278425	0.343651602703	0.343619416587	0.0281135939536	0.348668902569	0.347924794167	0.0443894569055	0.117393087565	82.4377548874
GATA3	1.1874563444	4.4545267778	5.6419831222	0.00907338768791	0.00678032427249	0.00677335670752	0.00921714981296	0.00748943118237	0.0135013745829	0.0933918900989	300.0	0.388731218303	0.390936399363	0.0207423197239	0.484473760579	0.487563294074	0.0339173990855	0.00295122308449	300.0	0.351319497276	0.348969116049	0.0624295081144	0.344198957143	0.33679898142	0.0473765295612	-0.00825557809331	4.78859190533	0.321816968564	0.321972764903	0.0134920111081	0.326888468845	0.326692502785	0.0139609746435	0.188754423815	169.205166277
KLF5	1.2952409722	4.5370098889	5.8322508611	0.00768035672529	0.00681414010322	0.00451518335362	0.0076532874823	0.00675417640016	0.00403304445694	-0.114940521628	300.0	0.445252408069	0.454762747764	0.0314454770757	0.574170611023	0.579954242095	0.0364081787861	0.007465512556	300.0	0.430350312311	0.424119910743	0.0394031110288	0.460521981167	0.442566348051	0.066778206958	0.0813469752288	300.0	0.318653577587	0.315345435272	0.045341886303	0.324384216436	0.31973785261	0.0615074389966	0.0175489534583	94.2020596419
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0183160526079	0.0165570376273	0.00854371504396	0.0174280966035	0.0155842612904	0.00731451434784	-0.0543924157182	300.0	0.530598111517	0.535308220722	0.0360981156233	0.420415382669	0.429702548991	0.0306025959922	-0.0174038751636	300.0	0.407987461789	0.403384295623	0.0363667975576	0.430153779327	0.410837705434	0.0666044533275	0.0234966157237	109.183652911	0.285906357797	0.28520303028	0.0370752777045	0.291008147921	0.289361937013	0.0534015466965	0.0485665464537	72.1484731658
T	1.4805750889	5.3688017222	6.8493768111	0.0107983320585	0.00895176877289	0.0106759714394	0.0131152189418	0.0109547376467	0.0128582185259	0.0459746020557	248.970251061	0.380628879502	0.386477015418	0.0374733366296	0.308092629777	0.314009013346	0.0304202018964	-0.140729935678	300.0	0.572339426304	0.56532514696	0.042588616605	0.561044248002	0.559772958731	0.0281830649923	-0.00292585849176	8.83017022155	0.275073896445	0.274525252613	0.017683717959	0.279211920071	0.278618839873	0.0275043667885	0.103862373011	55.1656747074
RELA	1.5992390944	7.24568025	8.8449193444	0.0589705489042	0.0526879535728	0.0168150796674	0.0642906700999	0.0577939807481	0.0183469114878	0.144084504104	300.0	0.484295497133	0.489984770472	0.0247115420023	0.622107277601	0.623747386436	0.0279373912208	0.0541580023952	300.0	0.372952504821	0.36550482523	0.0591374861343	0.369276852086	0.363987918897	0.0439427403325	-0.0845324759363	4.09888805624	0.299666778412	0.299301472784	0.018440786151	0.304848221822	0.304688808013	0.025239721702	0.143485757972	129.66972599
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.011912669721	0.0108682580514	0.00609164823074	0.0144779617566	0.0131120630511	0.0073480096232	0.133171392888	300.0	0.483507698519	0.488005315611	0.0319996707064	0.380957402346	0.385834451481	0.0267164990166	-0.0274742735473	300.0	0.42983132574	0.421712846346	0.0600125424569	0.425694519513	0.421404013151	0.0469713766493	-0.0901646218818	4.49595843055	0.299629767516	0.299532640545	0.0218459304703	0.306198852781	0.305459221408	0.0314772714203	0.148349952856	138.933409824
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.00605518799543	0.00498440537254	0.00886096660029	0.00840483767577	0.00677105868418	0.0108678971567	0.0883682278547	300.0	0.407326828587	0.411469151675	0.0227443658916	0.504140450348	0.508925828879	0.0343573546754	0.0150872787087	300.0	0.254525507159	0.249655110987	0.0557959555159	0.254105521599	0.247068026508	0.0419285772751	-0.0751023058639	1.09466850839	0.31202742897	0.311463704073	0.0164127760968	0.318397463798	0.317233521806	0.0272777863731	0.223990625063	156.209538258
ELK4	1.6884735111	6.6488153889	8.3372889	0.0392749570394	0.0345099841889	0.0148606893109	0.0374134330875	0.0338120697339	0.0143009331574	-0.0793317430503	285.673363902	0.459989092147	0.464440186509	0.0393369748209	0.360232769345	0.368880951338	0.0369277075674	-0.0628461441064	300.0	0.467073633903	0.451891440363	0.0668001114751	0.450895522446	0.4460259225	0.0435890025679	-0.0400434734019	26.1514109671	0.312654965266	0.312085880181	0.0276765588564	0.318401330542	0.317808458534	0.042607969792	0.0935990843342	123.223921092
MYB	2.0312446444	6.4129717222	8.4442163667	0.128566552193	0.119572406444	0.0338953855125	0.141030860917	0.126587631413	0.0361469494373	0.113297742788	300.0	0.41077014415	0.415682479992	0.0267960691603	0.520791520467	0.52473999535	0.0328290826943	0.0135656602868	300.0	0.393078388053	0.386130479293	0.0555203863691	0.388104319902	0.386124839915	0.040266758531	-0.0725421151615	3.92380585189	0.299276269444	0.299806741573	0.0178250720866	0.307738550042	0.307498190929	0.0258964663171	0.266102274939	218.394451137
MYC	2.1820286333	7.7905577222	9.9725863556	0.0180808578184	0.0137635488961	0.0121537711338	0.0269268835786	0.0218250527855	0.0168777000599	0.282257591578	300.0	0.375352834713	0.3790240679	0.0390550445968	0.305797245085	0.312607642157	0.0359846951089	-0.161113070107	300.0	0.421749392683	0.409045748091	0.0706326850362	0.411841952682	0.406053548166	0.0486619437075	-0.0701042069923	3.92630286788	0.29785424281	0.296993305105	0.0239958133844	0.305438926061	0.305355609304	0.0244195527518	0.28452558616	296.546219415
STAT4	2.5085851167	2.786079	5.2946641167	0.0086477095953	0.00716410660575	0.00859475582652	0.0112446176622	0.00916464314239	0.0108534742552	0.0620451153641	300.0	0.465035562579	0.468862863786	0.0215497616998	0.585486516834	0.589865171056	0.034192867242	0.0822519936897	300.0	0.362286319413	0.359239938696	0.0579518272069	0.361442731861	0.356000691968	0.0423676909675	-0.0860967901153	1.83649434549	0.303721125399	0.303455424942	0.0290238112489	0.315221541452	0.31385661047	0.0403191325616	0.315702801362	300.0
STAT1	2.6158571444	8.6787737222	11.2946308667	0.00991975969863	0.00853809920366	0.00801017078562	0.0120483018369	0.0107708923199	0.00885530921407	0.072826295659	300.0	0.458797080346	0.465248837566	0.0234686855413	0.579990031358	0.584101196654	0.0372578358328	0.0768789719531	300.0	0.413701761261	0.398057406528	0.0766844478659	0.397374625415	0.394177020577	0.0447893330461	-0.0137004511763	14.1884441608	0.323573294823	0.323802815324	0.0251951906911	0.333729018604	0.333500744512	0.0387950393252	0.313946592554	300.0
ETS1	2.6438298111	6.8488314444	9.4926612556	0.00477839509479	0.00379513066218	0.00528294302347	0.00477042211274	0.00373942660427	0.00514921390307	-0.082194374503	300.0	0.393044949837	0.399595541838	0.0313540559005	0.494019956273	0.496036015581	0.032919914708	0.000980721013192	300.0	0.426686530042	0.4176397731	0.0562240311889	0.41697847863	0.4140417772	0.0406024703918	-0.0698872211698	22.9829665974	0.310805160701	0.310677490713	0.0256865486801	0.321214104638	0.32072701827	0.0339705849993	0.252971953063	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0416255895162	0.0366411401232	0.0139723982423	0.0457594055279	0.03915965346	0.0148052929956	0.320200821543	300.0	0.471066606933	0.476187538742	0.0379231974838	0.388913832679	0.392803585852	0.0238080477429	-0.013830630335	300.0	0.405093161526	0.403716642691	0.0371117397849	0.421610213376	0.410460025951	0.0561583980037	0.00560125342734	7.20412387278	0.278259564828	0.278485212131	0.0162131431529	0.290246024148	0.289275086486	0.0368921781344	0.422971552572	300.0
SPI1	2.9806269778	4.6750755556	7.6557025333	0.00696386178026	0.00612872224934	0.00461541167705	0.00695494233125	0.00596919294314	0.00412043733671	-0.0333783645007	300.0	0.471160931393	0.480104636385	0.0289074630432	0.595201812099	0.600798858554	0.0348832668171	0.0702197896961	300.0	0.422946911226	0.417910545118	0.0369409721703	0.459698389207	0.442214971815	0.0647383019449	0.129914777938	300.0	0.327388828181	0.325667405452	0.0432536791273	0.341479963419	0.338210646571	0.061454542364	0.190082185437	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.00728929391977	0.00566228180423	0.0107123193367	0.00558350238653	0.00466582664397	0.00826912252047	-0.0145477383037	129.192089331	0.443708206974	0.447400898545	0.03484472751	0.367760490645	0.368775987123	0.021513618642	-0.000820384209083	300.0	0.361873374346	0.358018093616	0.0614475044981	0.361441757264	0.356661029497	0.0465914262123	-0.051804620959	1.30887230358	0.282304082103	0.281799861803	0.0207388200108	0.292045139696	0.291891694101	0.0270983459105	0.429397490513	300.0
IRF1	3.1644379333	5.100647	8.2650849333	0.00430255114388	0.00351070979092	0.00442044055543	0.00522232345939	0.00437778929558	0.00489990903681	0.0719324129071	300.0	0.476316713136	0.480045892541	0.0181615197453	0.588458853701	0.592115289146	0.0284936029178	0.110113691339	300.0	0.429899222184	0.425523790022	0.0414157143186	0.41906287468	0.41682724064	0.0366203248368	-0.00715184122036	39.5110464239	0.248294837682	0.233988333486	0.144244940506	0.258610438032	0.252670187934	0.167161549077	0.0127925279045	5.28754659919
EGR2	3.4025694222	4.5985511111	8.0011205333	0.00690207222803	0.006095285115	0.00526418039006	0.00689330876355	0.00593393215396	0.00441423190122	-0.0897696718723	206.832528715	0.478520239524	0.48676191803	0.0277755932371	0.597551403824	0.603288058244	0.0325104978669	0.0854969161092	300.0	0.530032496709	0.525601109209	0.0311611333633	0.566667048755	0.552685643554	0.0518196325784	0.22574431488	300.0	0.321881075696	0.321927984705	0.0442417367591	0.338557469015	0.336201690682	0.0568471234474	0.271600973006	300.0
REL	3.5512753333	4.7665549444	8.3178302778	0.0238075662077	0.0213562124962	0.00817274368842	0.0264559846212	0.0238059621265	0.00934429175605	0.219737716388	300.0	0.45851543861	0.465391467502	0.0260542617293	0.570826036205	0.574233838878	0.0317991672238	0.0850948947589	300.0	0.390589664098	0.386307150372	0.0434945900916	0.410962177272	0.398964914014	0.0667278807169	0.00830618828222	24.258780862	0.325345751435	0.324474249767	0.0195365086523	0.339448636725	0.339037341749	0.0321809027501	0.447988769338	300.0
ELF1	3.5549874333	6.3416162222	9.8966036556	0.00528180460342	0.00425460735296	0.00553677175786	0.00501008440522	0.00409316149901	0.00529958519292	-0.0109433083894	300.0	0.392857407346	0.400708530605	0.0327967562856	0.489587813187	0.492398464735	0.0360018207054	0.0100992237652	300.0	0.481498024681	0.46993557	0.0600469140011	0.461687694027	0.45805930909	0.0421543919684	-0.000864175571796	61.0624322685	0.320300541096	0.320097271487	0.0273855186674	0.334200778032	0.334046846568	0.0365283124671	0.337402394204	300.0
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0237169145281	0.0211622560735	0.00747155253619	0.0265034612718	0.0238744328243	0.00860337497934	0.248942380489	300.0	0.492423177389	0.498177801748	0.0232029976935	0.612546923755	0.615323722076	0.0284496992864	0.125147113523	300.0	0.419727897449	0.411343304293	0.0625165089355	0.40475952902	0.402186032327	0.0448444488944	-0.0232474505302	20.5114814688	0.300912132105	0.300560677779	0.018443766983	0.315600191641	0.315280404851	0.0298306787499	0.452318727477	300.0
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.0871354849364	0.075146168001	0.0456023798284	0.110795876992	0.094482256665	0.0517992244615	0.14501199475	296.900605394	0.414970934503	0.419837672154	0.0465894350514	0.337894119086	0.349906604706	0.037087718753	-0.0999248095587	300.0	0.512776257324	0.506125706981	0.0417738213434	0.554724390099	0.535537966934	0.072618552936	0.148689755268	66.2976913543	0.262976019068	0.261903383988	0.0276002218643	0.279302622568	0.276285660482	0.048828343522	0.384224611214	300.0
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.0125119751905	0.0115656554801	0.0083464026492	0.0152634136346	0.0142522693197	0.00981809876869	0.192433531425	300.0	0.4308893887	0.434641672007	0.0238066474349	0.527107179432	0.530457047947	0.0324469180235	0.0862212276215	300.0	0.443535605823	0.44279199182	0.0338219581446	0.465038843038	0.457536220521	0.0542476933908	0.0853164474813	36.0822423105	0.256875252435	0.256366763908	0.0269455676057	0.269330289436	0.269061214901	0.0276779055366	0.439516127094	300.0
TP63	4.3175586167	2.9397125556	7.2572711722	0.00928356510839	0.00777678170465	0.00706788556097	0.0128025224677	0.0107774640317	0.010036776623	0.381085539816	300.0	0.420679188826	0.429085692951	0.03398747752	0.520476071082	0.522634187618	0.0371531596179	0.0369551136081	300.0	0.335654178451	0.32966870681	0.0447944722009	0.366906138889	0.347941510765	0.0745890017779	0.057551913166	46.7161276271	0.324929463555	0.322489321145	0.027221657635	0.342442886854	0.340860741418	0.0511869832855	0.47563684885	300.0
EBF1	4.8253935556	3.7254591667	8.5508527222	0.0407796810917	0.0374480171655	0.0116936837174	0.0461626462636	0.0433302200743	0.013177796838	0.170633736274	300.0	0.46991928005	0.476281169985	0.0248583383668	0.574548966632	0.57627266335	0.0288917435273	0.100909629673	300.0	0.375642347064	0.372098384447	0.0415968482886	0.400218520426	0.388009390506	0.0672459903502	0.053778311241	89.4178199335	0.272341027007	0.272477457802	0.0285079342335	0.289830415997	0.289946033918	0.0341988440089	0.462791682002	300.0
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.0204082359356	0.0184053107599	0.00945629933214	0.025647633009	0.0236383589852	0.0122203291481	0.196149454431	300.0	0.433540161486	0.438723069987	0.0254863936139	0.526275627861	0.530966018084	0.031000998047	0.0537433124245	300.0	0.379757272253	0.376609370823	0.0384652487737	0.401609909264	0.393363245256	0.0546348004642	0.0848833242358	63.6392705611	0.287108781789	0.28720805533	0.0180418379742	0.306782595756	0.30603894819	0.0299450516772	0.593839865151	300.0
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.00764889110923	0.00578907133319	0.00779784441161	0.0107049892717	0.00853715958301	0.01097578331	0.321928586264	300.0	0.440940887418	0.448388038651	0.0302204147371	0.540302729226	0.542008414432	0.0350628667566	0.0631113434775	300.0	0.314860315288	0.309110463628	0.0454803757332	0.3468405669	0.326731596425	0.0795675836766	0.0472362386994	31.6292082175	0.286646588178	0.285929913911	0.0264643989141	0.306453430096	0.304487701096	0.0551781785274	0.519753347918	300.0
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0170405774621	0.0160757617845	0.0091234449084	0.0201859371477	0.0202177392118	0.00970374440914	0.195962095789	300.0	0.448104375849	0.454091459711	0.0410749057365	0.379535753799	0.387519362199	0.0332412871528	-0.0895678224392	300.0	0.45023607495	0.446374236008	0.0369870832386	0.489152393116	0.475128728282	0.0610356662546	0.213561673905	195.630444812	0.277891528903	0.277298433392	0.0311859925752	0.296847735371	0.296157727594	0.0418965076386	0.43629857747	300.0
FLII	5.4612429111	3.0720662778	8.5333091889	0.00840876092537	0.00715163028822	0.00526047005896	0.011412749399	0.00929778265466	0.00875573985234	0.159711978741	300.0	0.426984525162	0.43060801823	0.034217109958	0.357187075811	0.361636040938	0.0253209492902	-0.0249108230098	300.0	0.338396438039	0.336481785763	0.0384704764851	0.359908415025	0.355643203435	0.0541427996733	0.0886684766591	41.2041938141	0.267494111427	0.267428687378	0.0171884945378	0.287271134233	0.287255859869	0.0192317106914	0.616298330455	300.0
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.00699125896606	0.0058043046443	0.00747736098713	0.0101897703032	0.00900484122002	0.00980903070608	0.149442353042	300.0	0.465651935739	0.469766938077	0.0352935592043	0.410426565948	0.412609133512	0.019801339961	-0.0958313665465	300.0	0.30450288274	0.300349533955	0.0477615177957	0.323055827821	0.316835885486	0.0573900882065	0.0528139409018	23.0820559155	0.274281999557	0.274293086103	0.0219670616489	0.303670839733	0.302763060548	0.0332482501944	0.692842936613	300.0
