FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Cuellar_80_H1hesc_protection_mean	Cuellar_80_H1hesc_protection_median	Cuellar_80_H1hesc_protection_std	Cuellar_80_GM12878_protection_mean	Cuellar_80_GM12878_protection_median	Cuellar_80_GM12878_protection_std	Cuellar_80_protection_ks_stat	Cuellar_80_protection_ks_pvalue	Cuellar_80_H1hesc_tc_mean	Cuellar_80_H1hesc_tc_median	Cuellar_80_H1hesc_tc_std	Cuellar_80_GM12878_tc_mean	Cuellar_80_GM12878_tc_median	Cuellar_80_GM12878_tc_std	Cuellar_80_tc_ks_stat	Cuellar_80_tc_ks_pvalue	Cuellar_80_H1hesc_fos_mean	Cuellar_80_H1hesc_fos_median	Cuellar_80_H1hesc_fos_std	Cuellar_80_GM12878_fos_mean	Cuellar_80_GM12878_fos_median	Cuellar_80_GM12878_fos_std	Cuellar_80_fos_ks_stat	Cuellar_80_fos_ks_pvalue	Cuellar_80_H1hesc_flr_mean	Cuellar_80_H1hesc_flr_median	Cuellar_80_H1hesc_flr_std	Cuellar_80_GM12878_flr_mean	Cuellar_80_GM12878_flr_median	Cuellar_80_GM12878_flr_std	Cuellar_80_flr_ks_stat	Cuellar_80_flr_ks_pvalue
GABPA	-0.7648685556	8.661842	7.8969734444	0.11002661962	0.0919304996591	0.0565636854172	0.0782968431919	0.0659844907663	0.0364343490185	-0.0425470276616	-300.0	0.35524284294	0.363477078351	0.0371433680887	0.469316844431	0.476067180038	0.0416166640209	0.0821223549685	-300.0	0.388233877268	0.379437996427	0.0372139980524	0.39186932563	0.379446044961	0.0541538724035	0.0103748993975	-39.8612861331	0.30660285695	0.306565074515	0.0393137061993	0.30229346015	0.301628854162	0.029455840781	-0.0146331035422	-128.259230338
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0558001604761	0.0484019429771	0.0241150882406	0.0711175677898	0.0632869427039	0.0305333702768	0.0289194984068	-300.0	0.617100681995	0.62349173046	0.0324280996463	0.467527343439	0.475679221802	0.0281717325326	-0.0193332610574	-300.0	0.407815124787	0.399939332063	0.0465021591882	0.406234713294	0.397841417811	0.0312309424065	-0.00246648965156	-246.230688555	0.342191789908	0.341693423803	0.0353219693719	0.337372774765	0.336840710759	0.0281993586539	-0.0253074332428	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.0646975628473	0.0513531353394	0.0497337719566	0.0831938616299	0.0702308704898	0.0606676023426	0.114733538242	-211.037286656	0.48422000283	0.487770271857	0.0300402161276	0.385873232793	0.391015818046	0.0207804130623	-0.00124851750767	-300.0	0.303274954138	0.29888969716	0.0355806166888	0.300583855723	0.298739011007	0.0276616613107	-0.0169891880043	-10.1660827433	0.328341555501	0.327718627157	0.0237506335731	0.321148547884	0.322209276973	0.0197712855807	-0.293791915289	-300.0
REST	-0.6212560778	8.5147308333	7.8934747556	0.0782421668318	0.0655842010636	0.0335320504141	0.0598078665897	0.0540928668953	0.0218254275485	-0.134490971846	-300.0	0.36595973461	0.372436666563	0.0308121166473	0.464136976199	0.467249729983	0.0340878816722	0.0927040558365	-300.0	0.503478294748	0.49842030252	0.043461680773	0.498936020937	0.493563306661	0.0308400029367	-0.0399307846176	-117.307558933	0.331723692678	0.331957592125	0.0285958375664	0.327677807728	0.327570694006	0.0220128313444	-0.0459395045031	-200.545559898
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0554263963489	0.0455833197069	0.0292647319935	0.0704467284471	0.0612761732884	0.03333439516	0.00171691147178	-300.0	0.391971351689	0.397477334069	0.0290039873836	0.510666547561	0.514372089912	0.0321219244519	0.0240526624281	-300.0	0.413666933553	0.409709794023	0.0311292894189	0.412509299071	0.408381586862	0.0244497922701	-0.00296498732878	-103.503373386	0.309101501023	0.308825013021	0.0273034605517	0.305332737169	0.305186021757	0.0206277464377	-0.0849744173237	-300.0
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.0293048226617	0.0255370499927	0.0200503150623	0.0348066833467	0.0287789691088	0.0297470443916	0.0720758302528	-177.090652561	0.364745176781	0.368983147602	0.0212968915823	0.454419704183	0.458688607509	0.029729786205	0.0213380956971	-300.0	0.640666773883	0.637875308593	0.0365695241593	0.64469361327	0.642261116331	0.0441992976462	0.00772586566842	-5.27657203365	0.292338106308	0.292108503735	0.0172818659517	0.286962018373	0.287786555782	0.0161646887975	-0.204085143213	-113.701860935
TP53	-0.5304638611	9.9692148611	9.438751	0.0595121765988	0.0460860197591	0.0334304925012	0.0444860969788	0.0363872786853	0.0200810657658	-0.0836031202851	-300.0	0.381183452598	0.386735100768	0.0267269690959	0.49239051862	0.498409518244	0.0349362078763	0.0296300671826	-300.0	0.293597031705	0.288137081784	0.0387795478208	0.295186341011	0.288222375123	0.0529441853983	0.0394509679831	-8.10734622265	0.283300762669	0.282270488446	0.0360896674525	0.280062887986	0.279175490195	0.0231194388287	-0.0264871922634	-44.5610570916
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0526586853578	0.0456623895499	0.0234377278227	0.0699125996944	0.0612653916225	0.0340424936212	0.0870641653109	-300.0	0.598031215354	0.604804150685	0.0366984609172	0.451170140544	0.460408800387	0.031856390009	-0.000504337144464	-300.0	0.35755465347	0.350191662735	0.0322069017983	0.363729829493	0.350516330879	0.0490087010043	0.0299347907496	-85.922708122	0.328787963233	0.326948635173	0.0310677966359	0.331670372159	0.33067802912	0.0417210762439	0.0278353440489	-298.861640374
HLTF	-0.5141725	8.3729281667	7.8587556667	0.0698452695211	0.0573673720148	0.032909352129	0.0532869847509	0.04501185688	0.0199894639209	-0.0698432921185	-300.0	0.599642913516	0.602761195844	0.0302755417327	0.456916688331	0.463445169384	0.0250383140796	-0.0125345778583	-300.0	0.396400116347	0.391769702903	0.0342526617151	0.394486516911	0.389700615608	0.0256871089674	-0.0197254335739	-58.4930723265	0.310599259382	0.310203727809	0.0303210186961	0.3072123669	0.306611369876	0.0213968902857	-0.0371295895126	-181.665643619
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.0412229978836	0.0299847406767	0.0333873520721	0.057068236918	0.0435245843583	0.0397140015362	0.0233762343739	-299.98825258	0.395444807698	0.398195278919	0.0242739034096	0.508250498671	0.513442802957	0.0347082210962	0.0112597845675	-300.0	0.695626707268	0.691682481456	0.0323292224121	0.689260651866	0.686633847315	0.0250750313317	-0.0634781481001	-33.8789123897	0.303877328718	0.303412062974	0.0245786084829	0.301323064996	0.300538829518	0.018236362317	-0.0713381541708	-68.0124361945
MAFB	-0.3975071222	5.0393535	4.6418463778	0.084490785641	0.0695635023907	0.0461667200775	0.0620017107495	0.0495621589377	0.0324286385543	-0.0446299009295	-300.0	0.424388574628	0.430666298835	0.0266473358882	0.552162330039	0.557948306946	0.0351634159111	0.00650285311719	-300.0	0.524816817851	0.520499582492	0.0315988922818	0.526253620346	0.520791246169	0.0432736544704	0.0170758361887	-20.9276618276	0.324459844123	0.324967169875	0.033279564214	0.320830298051	0.321376425486	0.0265614449623	-0.0268738643603	-84.8758111527
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0689641836509	0.0592041026131	0.0328879878445	0.0920284169745	0.0782686259467	0.0466536417127	0.0554111560072	-300.0	0.442072956019	0.45109656716	0.0295718928983	0.570794863823	0.576120960825	0.0365104511992	0.0132165739717	-300.0	0.48170218635	0.474317737511	0.0359561072025	0.483090914471	0.474921626086	0.0524351447869	0.0208911601305	-39.3446599036	0.341190160804	0.340151903189	0.025060799302	0.342138129519	0.342231038099	0.0379859715055	0.0738590542737	-33.793236179
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0406098513974	0.0338650661926	0.02133048845	0.0539432160212	0.0427085475345	0.032276084818	0.0515430990203	-300.0	0.405939402246	0.410375222549	0.025964656987	0.526410377528	0.532731230745	0.0359363086131	0.0188204273997	-300.0	0.451646260605	0.447399956377	0.0331707157611	0.452760881233	0.44841781081	0.040963457094	0.0186108623289	-19.2617932631	0.350371153747	0.34902728884	0.0334646365311	0.343165945579	0.344037959362	0.0234507202806	-0.124609529904	-174.742532279
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0475220728799	0.0408543453618	0.0218887284913	0.0589729208165	0.0499158965315	0.0300242191712	0.102298155075	-300.0	0.629380229249	0.632899461734	0.0294829824439	0.482847658165	0.489407449343	0.0251216953913	-0.00930726923354	-300.0	0.435035948427	0.429882460796	0.0423004876604	0.432641695475	0.426237124843	0.0303937631507	-0.0117063097842	-82.826094963	0.295332765586	0.294614521271	0.0239953322566	0.297330369857	0.297033087791	0.0282135473163	0.0252991767963	-120.621113611
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0681937848423	0.0526726059769	0.0377507221072	0.0493624677278	0.0391213244077	0.0258683769228	-0.0311500794263	-300.0	0.429690109094	0.434784373239	0.0256019344257	0.558931972528	0.562547002093	0.0294779386719	0.00145916703152	-300.0	0.481872257744	0.478562670844	0.0336004042055	0.479030990314	0.475381413595	0.0267616861723	-0.000278976761263	-66.2754716238	0.319129943479	0.318708095911	0.0244779972828	0.316468669746	0.315992987846	0.0187259706588	-0.0291291722044	-253.033497111
MECOM	-0.3505778778	2.913285	2.5627071222	0.043715438163	0.0315109340596	0.0301693539334	0.0513651373397	0.0379582162357	0.0318611487016	0.00807205348125	-300.0	0.362564034038	0.367236925265	0.0220431096207	0.447777944322	0.45153965143	0.031631913564	0.0378452267605	-300.0	0.652707969963	0.651416930641	0.0305816872061	0.649083540264	0.6465580074	0.0231637979186	-0.0361356906901	-18.5395177236	0.299826510137	0.298509464854	0.0251800200502	0.297410263417	0.296291091292	0.0243891245976	-0.0695033948032	-93.3269046012
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0582436654697	0.0451719794263	0.0345962092323	0.0465748001804	0.0363465120008	0.0305437600552	-0.0816823181193	-300.0	0.401954602086	0.406749695443	0.0215820997123	0.50314391309	0.507313322622	0.0300401399589	0.00872964386947	-300.0	0.390029148948	0.386445968297	0.0328441312658	0.391110732328	0.38708374957	0.0435600357379	0.0282110107848	-13.2872119307	0.314114053637	0.313709879912	0.0206819907817	0.311037186372	0.310962727266	0.0189870769673	-0.111118474072	-300.0
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.0916138753104	0.0711415447835	0.0599843322946	0.126624625608	0.0964495971352	0.0886721146736	0.0589657816154	-66.8790914102	0.311871744429	0.32250995971	0.0368770316883	0.392072162562	0.399224986519	0.0460351653595	0.236536484222	-300.0	0.407934564704	0.399231542876	0.0421090495032	0.412491805307	0.402431479713	0.0578971791915	0.0425179260894	-1.8222969856	0.304718973561	0.304985889889	0.0269549890407	0.30620563885	0.307312244733	0.0446001693594	0.0465689547213	-4.31201709512
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0693525459735	0.0539152319221	0.0385306987174	0.0496094152484	0.0390758496731	0.0259190056322	-0.0645171788264	-300.0	0.430115352766	0.435348277312	0.0259663254658	0.558216878211	0.561584361507	0.0299097593726	0.00357912692058	-300.0	0.479228711089	0.475462243369	0.0266836876447	0.481680161535	0.477961550234	0.0342841317046	0.00246436269526	-75.2346741817	0.306709059406	0.306544680572	0.0255077671062	0.304081677363	0.30389374679	0.018876084858	-0.025999588524	-267.867864458
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.0765526593328	0.0690701978411	0.0298008387804	0.0937637789741	0.0811797077462	0.040961985562	0.0404571025402	-300.0	0.428572505384	0.432270706775	0.021740370352	0.548784656925	0.553298775241	0.0303048520229	0.00339819925617	-300.0	0.405795400462	0.401550037651	0.0308002959021	0.405934566359	0.401815504433	0.0390778054793	0.0263370648453	-14.0932481564	0.271270992233	0.270333568769	0.0277293015391	0.265350020497	0.266470404661	0.0235500048862	-0.0810005527232	-100.420234995
CTCF	-0.2180552611	8.924475	8.7064197389	0.0474189028508	0.0400813157795	0.0293796778423	0.0651340606252	0.0567245783525	0.0343998136926	0.0586758145551	-300.0	0.590410045003	0.595702929473	0.0300020475005	0.455888998147	0.460740233118	0.0247221313844	-0.000773049068455	-300.0	0.446120814192	0.441395994916	0.0269450982099	0.447873664806	0.443458777227	0.0366705839462	0.00154660798557	-162.245041931	0.329479490514	0.328627720095	0.0303879754916	0.325922144402	0.32607381551	0.0232542287916	-0.0272300397747	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0575792265919	0.0504231343194	0.0257196367345	0.0675692284268	0.0554303807413	0.0369298097118	0.136268402107	-234.398322672	0.434860288862	0.440452235124	0.0249799591356	0.562526669023	0.568759019397	0.034468809067	0.0121271468115	-300.0	0.391015807509	0.387429979608	0.0290347998433	0.392568862311	0.388611913834	0.0379520978878	0.0520603800472	-7.65042358839	0.308656264486	0.308207658021	0.0330863181893	0.306585466817	0.30615852002	0.0246137949439	-0.00848611115587	-53.5680442459
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0332795404796	0.0275646737882	0.0193864057742	0.0484111177075	0.0369550342345	0.0312196358292	0.0091443298245	-300.0	0.617725518653	0.621315748738	0.0271323646818	0.472142898356	0.47504674683	0.0201596969438	-0.00479715169208	-300.0	0.315925371531	0.310668335661	0.0375821413874	0.322023106467	0.317408777447	0.0478083319819	0.00599444544819	-25.1813108384	0.261754383141	0.261829602419	0.0219723722082	0.262298028628	0.262827124602	0.0233228216393	0.0536592375711	-38.270455297
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.0501400127186	0.0437208406349	0.0250627553833	0.0672683590416	0.057398335575	0.0336034468239	0.00908255431225	-300.0	0.420727993613	0.425770731615	0.024986354641	0.552765007893	0.557619616137	0.0333290358488	0.0117486792283	-300.0	0.590189762496	0.585910438741	0.0333563610211	0.594086077773	0.588915003037	0.0431868098042	0.0278306425293	-14.4057299822	0.290366415388	0.290538021046	0.0312968170768	0.28834528077	0.288323435789	0.0213131435399	-0.0463094912161	-132.174104765
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.108234898177	0.0891753664996	0.0515950222033	0.130085583734	0.104754287304	0.0666090059556	0.0511377408624	-222.744383999	0.407778855155	0.412012334021	0.0211341743317	0.512878241025	0.517303239906	0.0301720778317	0.0181556797345	-300.0	0.602945930625	0.598107180837	0.0396930866015	0.603230419877	0.599294215044	0.0482290282432	0.0320481612728	-3.70471284645	0.295506460298	0.296167657224	0.0318157451765	0.294926934374	0.294424114712	0.0209562542187	-0.0161151992469	-26.2131492612
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.11940467318	0.102963326506	0.0450076322151	0.0966992461408	0.0838007748565	0.032801149315	-0.0624498876526	-300.0	0.433559941543	0.437940972823	0.0227781000385	0.564794384309	0.56984619775	0.0305911848865	0.00782556068361	-300.0	0.325565738545	0.32167076997	0.0277207529331	0.327564510008	0.323266634809	0.0354793008187	0.0439634595133	-20.149931837	0.279551902751	0.279426979951	0.0259858658138	0.280996998851	0.281395524857	0.02933143708	0.0295452188789	-58.7500912534
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.0748968434272	0.0584511103202	0.0541788768493	0.0925704422042	0.0655261160076	0.0740021595707	0.114946717664	-77.5692465723	0.596777804249	0.601572087056	0.0322218793632	0.454348476982	0.459056985981	0.0202152823999	-0.000179126540479	-300.0	0.411772076075	0.408389514202	0.0312283624918	0.411941785656	0.409210406307	0.0410156973458	0.0387469210082	-2.44299775435	0.334562564348	0.334141124024	0.0222728760177	0.337961482521	0.335789528288	0.0290340906684	0.0360442266666	-7.83556522235
USF1	-0.1057473167	7.4895785833	7.3838312667	0.0438655654979	0.0352393670057	0.0224304029732	0.0597573514267	0.0471213804224	0.03507484117	0.0360258623114	-300.0	0.337502298202	0.346730914704	0.0382357606339	0.434539526707	0.440093482405	0.0425572438993	0.176147632008	-300.0	0.577760833185	0.573775124068	0.0209646797798	0.579484133456	0.574647762914	0.0300118704623	0.0371851575447	-13.1799416795	0.335536360736	0.3342691183	0.0298317166526	0.337553724086	0.336089094068	0.0466413998601	0.0274359724651	-42.02401421
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0536914968253	0.0455100415127	0.0299805292053	0.0692787787223	0.060414894798	0.0348158153025	0.092734815585	-300.0	0.448198731534	0.455392552072	0.0278703179507	0.579100462316	0.585780181824	0.0329203983513	0.015217305605	-300.0	0.645800211225	0.641665450456	0.0332458024878	0.643684499038	0.638998666274	0.0252354939899	-0.00151710738341	-106.32748302	0.318404875745	0.318023154234	0.0262304696796	0.320961454365	0.320174381624	0.0340153408348	0.0478862939519	-113.319374492
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.0902022215205	0.0776056140101	0.0571285744218	0.0659394177943	0.0600745257693	0.0431862222576	-0.122121034512	-300.0	0.317417379197	0.322908472371	0.0251946478037	0.375765134372	0.38059940676	0.0338652718027	0.202176961048	-300.0	0.417189981814	0.413690056539	0.0302228852492	0.417728593713	0.415316676078	0.0388820001128	0.0344901256792	-4.73386539365	0.285020752117	0.285653836366	0.0210343545357	0.283760544388	0.284087803013	0.0196750693558	-0.0106167258162	-72.3250520402
ZNF143	-0.0648688222	6.154257	6.0893881778	0.0535434427939	0.0471905750275	0.022892704594	0.0640851442801	0.0536782732455	0.0356767426533	0.118838144991	-235.894443467	0.46714088164	0.471103041794	0.0216987537929	0.608638238071	0.613370918692	0.028981958809	0.00132779261148	-300.0	0.443617794717	0.440692278173	0.030562682548	0.444134084649	0.44113425595	0.0356937177086	0.0448293611357	-7.98747245065	0.314476803965	0.314345922738	0.0209537662497	0.315206868119	0.316180848511	0.02613018589	0.0521899775684	-16.1864013531
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.0483697005783	0.0403603194942	0.029960951985	0.0682944778301	0.0527133811321	0.0419536024752	0.0189936137867	-300.0	0.411036894638	0.41455615079	0.0216781130932	0.532027540184	0.535439482177	0.0310792399545	0.0119413858822	-300.0	0.462594903529	0.45917150279	0.0281895913654	0.468440739403	0.464287365942	0.0379939000631	0.0127444517575	-16.0661865128	0.288104435544	0.286630244664	0.0200096667818	0.284475897702	0.284863108462	0.0197763718884	-0.0275093732864	-93.8578111224
