FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Wellington_H1hesc_protection_mean	Wellington_H1hesc_protection_median	Wellington_H1hesc_protection_std	Wellington_GM12878_protection_mean	Wellington_GM12878_protection_median	Wellington_GM12878_protection_std	Wellington_protection_ks_stat	Wellington_protection_ks_pvalue	Wellington_H1hesc_tc_mean	Wellington_H1hesc_tc_median	Wellington_H1hesc_tc_std	Wellington_GM12878_tc_mean	Wellington_GM12878_tc_median	Wellington_GM12878_tc_std	Wellington_tc_ks_stat	Wellington_tc_ks_pvalue	Wellington_H1hesc_fos_mean	Wellington_H1hesc_fos_median	Wellington_H1hesc_fos_std	Wellington_GM12878_fos_mean	Wellington_GM12878_fos_median	Wellington_GM12878_fos_std	Wellington_fos_ks_stat	Wellington_fos_ks_pvalue	Wellington_H1hesc_flr_mean	Wellington_H1hesc_flr_median	Wellington_H1hesc_flr_std	Wellington_GM12878_flr_mean	Wellington_GM12878_flr_median	Wellington_GM12878_flr_std	Wellington_flr_ks_stat	Wellington_flr_ks_pvalue
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.0158158391169	0.00945443569743	0.0184120963937	0.0871849012576	0.013538008029	0.190313804152	0.00149080249558	-3.39291832978	0.609744318183	0.621533317372	0.0912674371325	0.467288710914	0.491207010233	0.0415079234028	-0.224344649201	-78.5429218162	0.507144430549	0.506540043692	0.0197063920781	0.507232094513	0.508973152789	0.0249397962196	0.0541408852927	-140.234802262	0.323098330609	0.322738257698	0.0371764193383	0.321031213336	0.320734094477	0.0238408729119	-0.0265838407712	-43.6152752634
NRF1	-0.0572260667	6.468081	6.4108549333	0.105490143936	0.0136944836891	0.20272753517	0.015521941378	0.0100661634068	0.0167417910648	-0.0324169478141	-3.64445838692	0.37028077312	0.398675167942	0.0585638663118	0.465504727707	0.486581571719	0.0936506050203	0.0145206891654	-29.0143178799	0.549400213834	0.550326219332	0.0294414164569	0.548067433938	0.547712996354	0.0137148816154	-0.115268534283	-300.0	0.340536610866	0.34056441575	0.0277163576521	0.342293748889	0.341684140863	0.0332963976793	0.00570971703774	-12.2172802823
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0163744883196	0.00821846506911	0.018842819826	0.0859922230165	0.0101197797804	0.177921197655	0.0127749150259	-4.50722317741	0.558180101557	0.569507536374	0.0726314860043	0.432419913123	0.452556300678	0.0494150114381	-0.144009359018	-120.45273476	0.525781280318	0.5223602859	0.0268962117345	0.526047101226	0.524782139259	0.0295918907495	0.0816336166195	-130.508765428	0.315957833324	0.315970071112	0.0377895470135	0.315020878987	0.314067447906	0.0220583163011	-0.0070191523229	-63.3817582902
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.102620857384	0.00938233326797	0.240199155904	0.0162503066804	0.00902766992604	0.0193871338584	-0.00242618231114	-1.42305674892	0.541423836927	0.536901265303	0.0778423285167	0.396395768267	0.394162853501	0.0471593577455	-0.0417381929725	-97.8658112475	0.432031097798	0.42214109433	0.0421583427902	0.427451054834	0.420995148518	0.0262070285063	-0.0118181818182	-238.033830527	0.340439135594	0.338961990071	0.0465364321172	0.345367327277	0.339197951291	0.0884022342964	7.30889495753e-05	-27.7934359875
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.579803868738	0.630376039985	0.382530415597	0.040506357412	0.0254925447863	0.0438996841603	-0.421291582084	-1.96580400328	0.309384777662	0.320214782463	0.0516553512116	0.342864868213	0.355744857393	0.0552142141792	0.419083125176	-1.63208908821	0.570198946794	0.570161289786	0.022710810278	0.57154489882	0.572701394465	0.0242900066655	0.0947185325743	-33.0157567713	0.263727914569	0.263655552313	0.0342239426058	0.260895458588	0.260075833187	0.0291492904677	-0.0370729914958	-10.3594478922
HLF	-0.0325434111	3.2289502222	3.1964068111	0.0994732165233	0.00884548605449	0.239455731403	0.0153061954755	0.00398333043045	0.0168085528941	-0.0239246356838	-2.01659163849	0.332904757811	0.365091906709	0.0621321731543	0.446159128792	0.465314916148	0.0992874966696	0.0821129554171	-9.47349578014	0.393267747393	0.394305612187	0.0331452133242	0.393173355368	0.392567040596	0.0167084042125	-0.0569544364508	-222.566317133	0.275681290713	0.275687019121	0.0337537356454	0.277319973977	0.276443944928	0.0465321354923	0.031459433625	-1.83106288543
PPARG	-0.0284577778	2.7755172778	2.7470595	0.134737463324	0.0266005048787	0.232645791451	0.0145582849001	0.00983899054023	0.0167156625283	-0.0614879829705	-3.56007313157	0.588804222156	0.605898814774	0.0786599867694	0.456149946055	0.481913538375	0.0617860136065	-0.18813010373	-50.4283040738	0.390585022613	0.391213131568	0.0203062978721	0.391498844656	0.392923537133	0.02559044447	0.0604054054054	-115.684966759	0.258839270045	0.258541526788	0.0247629889571	0.258858295536	0.258967933012	0.0335822555469	0.0171560078551	-13.8737908592
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0138917531596	0.00866118067793	0.0157515665338	0.098020772727	0.0111424499869	0.203313066496	0.00373385764968	-3.33737472257	0.483968599217	0.493491909748	0.128062705585	0.352457040969	0.403267067811	0.0392340404628	-0.045282367529	-27.7349574891	0.479014900574	0.480795615841	0.0252808597555	0.474146549671	0.47833378956	0.0140798928257	-0.127769075856	-300.0	0.34008946058	0.338587249626	0.0356970788248	0.338463046945	0.337314368302	0.0260062116124	-0.0163400979463	-15.5130585871
HSF1	0.0113552056	6.99869	7.0100452056	0.0158826799287	0.00925942811618	0.0194202512093	0.133166728078	0.0142199807752	0.228749099872	0.0634623498904	3.73181121343	0.426552682528	0.449990953772	0.0525251796259	0.542530833716	0.558046876502	0.0747323169785	0.13167582021	53.3239730888	0.505559890309	0.503938260155	0.0196977170072	0.506386607909	0.505863303284	0.0315307594779	0.000931256349475	161.930592561	0.322184586585	0.322421982534	0.0331533620826	0.321806071548	0.32157086931	0.0246933992747	-0.0254759978399	11.7304894672
TFAP2A	0.02361145	3.46334025	3.4869517	0.0705971428276	0.0099198154723	0.164860080073	0.0156083313554	0.00798294496692	0.0169575408919	-0.0239964603888	4.07556878595	0.454702756987	0.475395786139	0.0496711360369	0.597425739538	0.608963254255	0.0863849654639	0.188282463971	133.950663446	0.451920069758	0.449478988509	0.0271313231289	0.451233330101	0.447844307182	0.0242245105465	-0.109846777828	94.6573455884	0.301829155793	0.301422053272	0.0366425317416	0.300978547623	0.300295546318	0.0250977074827	-0.0106179759915	55.8292898498
YY1	0.0336983778	9.2155432222	9.2492416	0.0862105454682	0.00888138366073	0.186441772308	0.0142838583423	0.00642480846825	0.0164175546633	-0.0614728837225	2.82292213427	0.443834838134	0.464436832576	0.0534080913262	0.58577291872	0.590561573053	0.0805984857354	0.208810858979	75.1110614884	0.637148794343	0.629770259066	0.0377865907319	0.633189200451	0.628896188242	0.0248690367993	-0.0436073059361	81.1534544624	0.347643136135	0.347567928031	0.0289129010449	0.3485764271	0.348200306537	0.0418050730977	0.00723681533962	24.3445676733
ESR1	0.0364005167	3.9774695556	4.0138700722	0.0915754098364	0.00970553780133	0.193114985362	0.0157001994348	0.00793592441341	0.016962699185	-0.0610890096986	2.61696746453	0.348906102325	0.407766005097	0.0475688705884	0.491704957024	0.509516478256	0.139923170969	0.098478467575	41.8713380288	0.425699752304	0.429010665417	0.0133724954053	0.430347673333	0.431426868794	0.0247236963716	0.122011434511	300.0	0.303626092995	0.302803170881	0.0392679035081	0.303240515685	0.302256928109	0.0311292810565	-0.00668239726318	8.8066499288
FOXP2	0.0823085278	2.351259	2.4335675278	0.0694090365329	0.0100191186947	0.179350961682	0.0155216230332	0.006209868968	0.0165063502177	-0.122755058166	1.27578647782	0.381732448012	0.404875113075	0.089509402536	0.319518234752	0.342868504982	0.0499814387161	-0.144952645894	20.4415808717	0.505868717836	0.510103790059	0.0134215340239	0.51028739756	0.511959324044	0.0241324699778	0.10680225567	300.0	0.326147014935	0.325617189363	0.027350880511	0.3277436772	0.326856926939	0.0319311444915	0.00476528244421	15.1134455108
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.07860798574	0.0116291951235	0.183185019438	0.0156863009891	0.0107196145035	0.0166928552137	-0.0481717847599	2.85284254611	0.403815180918	0.442868930095	0.0402894262334	0.532959784037	0.547361139609	0.107737902728	0.132717426502	37.7418038493	0.370519248924	0.372854172249	0.0119363001002	0.373451400635	0.37476249972	0.0206687783406	0.0871444769914	300.0	0.311862591963	0.313712049994	0.0266579434566	0.316842116271	0.315345132925	0.0359532459772	0.014959075658	15.384440142
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0963551701549	0.00967744408922	0.230154454793	0.015280032871	0.00784217883894	0.0162100779903	-0.046357151864	1.1425266905	0.3556955421	0.396519427385	0.0362293655207	0.487084562434	0.500431318638	0.112465791218	0.113423067916	20.1763615794	0.317210066697	0.318596113259	0.0111702476119	0.318778445867	0.319460347111	0.0206289529287	0.105284610477	300.0	0.302608761646	0.302457755456	0.0261617620111	0.301309363824	0.301804872421	0.0228642704517	-0.00130819215293	8.04485430252
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0180108955686	0.0109949642385	0.0212100002305	0.121559112178	0.0183425406504	0.242297245817	0.0559631169784	2.33605438871	0.365961989838	0.37656637836	0.0888265435888	0.319436612704	0.341932282372	0.0459846821401	-0.268278423559	6.27170724209	0.503776588573	0.503305775308	0.0283498230658	0.503149642183	0.502079364433	0.0185731862031	-0.0136026858069	105.073773068	0.311151312352	0.310223381628	0.0291314302883	0.310061706158	0.30980089952	0.0284370590911	-0.0253424046795	4.86485581114
SOX10	0.1169655111	5.24596	5.3629255111	0.0777001698416	0.00870124710545	0.189827657854	0.0152081394719	0.00846091260091	0.0183290090242	-0.0946387636072	1.54816126348	0.39094575459	0.413450611802	0.0471048687244	0.506755286539	0.516695555231	0.0974834741865	0.0891688153619	69.7732978684	0.455894097268	0.452650272367	0.0325894136544	0.455622023659	0.451585862372	0.0252345451365	-0.0871514828627	64.8518234003	0.331623077614	0.331497484881	0.0341973795138	0.330880652057	0.330652750169	0.023777420157	-0.0101264777504	31.2918603242
MYOG	0.1172990389	5.0492238889	5.1665229278	0.213037672901	0.0404033348768	0.306946607984	0.0561029166504	0.0328510492489	0.0615218629076	-0.0120766958773	1.08108525838	0.383367806686	0.383453877269	0.0412906477008	0.536447200836	0.532498473705	0.0820822337468	0.0841747512471	114.576449066	0.3976127689	0.387194983527	0.0435296456741	0.39226804709	0.386607240321	0.0269257593928	-0.00463020509633	210.862119194	0.351956783737	0.348136209851	0.0443355562128	0.354217459471	0.350553511648	0.0900404835432	0.023056017597	42.0966996833
SRF	0.1628057278	8.3513662778	8.5141720056	0.013981818809	0.0029068245833	0.0159649421824	0.117291401138	0.00882584147637	0.233332409071	0.00671479152072	2.4166367622	0.470351184096	0.496462480959	0.0594068350487	0.606823077751	0.625950763513	0.0737864482106	0.221221493862	39.4767131438	0.412076968772	0.412013835945	0.0158131250899	0.412180425685	0.412723620297	0.0276427414197	0.0164926022628	177.699145537	0.314931990297	0.313218270926	0.0363517848076	0.312635967063	0.311254118794	0.0354179793117	-0.0132987327042	9.77572716138
LHX3	0.1647734778	5.8396682778	6.0044417556	0.0148511148893	0.00567272679884	0.0176053087907	0.102527105271	0.00910058989292	0.214006824933	0.0447173574264	3.12780461274	0.322382687215	0.335664400045	0.0963662302032	0.268449562526	0.299964678548	0.0449150651609	-0.295799532477	4.5566452795	0.513441098926	0.517756485879	0.0146467996347	0.519170356896	0.520991770464	0.028950939963	0.0967649467649	300.0	0.291212800509	0.290741169566	0.0330767006879	0.294101443133	0.293054743139	0.0505103955216	0.000284804139631	5.53967913399
E2F4	0.1745461	8.0240553333	8.1986014333	0.0166098140586	0.00319764363631	0.0177659201311	0.0827339506319	0.0115312988231	0.231817001534	0.046885835314	2.16128964542	0.40760765976	0.428356805478	0.0528898762301	0.541758594859	0.547927568802	0.0881015580035	0.0948212126779	94.9778233842	0.592241069256	0.588585281148	0.0300137989267	0.588410563828	0.583536608577	0.0282793485383	-0.117627885574	99.2225916042	0.339375074094	0.338409579997	0.0416806372181	0.338732783085	0.338308711499	0.0237255729269	-0.00497634850466	55.3139891248
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.0167002198371	0.00863967532554	0.0181275149836	0.0910972575391	0.0108041752906	0.187773762284	0.00170951353978	4.08334629999	0.38337872448	0.407936139358	0.0526711104853	0.485411891271	0.498397712347	0.081994651223	0.0479166164242	36.6052411875	0.388840162095	0.38968542774	0.0274674827085	0.388263092469	0.389098839245	0.0201738478745	-0.0825560232056	107.136018347	0.284460091956	0.284049505213	0.0324662991364	0.283769001791	0.283361280097	0.0250929629276	-0.0207003427821	11.4514606854
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.0146327327731	0.00714647869738	0.0154776970115	0.102986859474	0.0102778890781	0.216828064399	0.0423704137158	2.50230072354	0.38489821447	0.408170959738	0.0830092656987	0.329640451939	0.351731641621	0.0600374516214	-0.148941593201	7.45329888474	0.546866819643	0.551267833822	0.0142265089216	0.552566783627	0.554603037068	0.0305453302011	0.0981827181445	300.0	0.343424817611	0.344003042698	0.025429209828	0.347852234215	0.346109133635	0.0445157058257	0.0233236833031	9.20030747991
RFX2	0.2164441333	5.4421975556	5.6586416889	0.0145806842072	0.00954949686936	0.015808997953	0.112232537988	0.0247096710424	0.216403231676	0.0638320046673	3.41863732033	0.443564500107	0.464902845967	0.0694991872804	0.572124610514	0.5849931729	0.0807384364594	0.147429632098	74.6152077742	0.430994181014	0.418708106555	0.0467939820754	0.426564961524	0.417307102239	0.0322459527266	-0.0883390445475	112.702396013	0.308705082367	0.307956043582	0.0316222280609	0.30957230145	0.308934307166	0.0501285933425	0.00747990007582	35.9085433686
PAX2	0.2255426222	5.2315701111	5.4571127333	0.038078967903	0.0153242592105	0.0414588315122	0.17612653964	0.0242949294626	0.320050399495	0.00137451499917	0.564637830736	0.438541074861	0.437614109405	0.110052191684	0.324231286928	0.34810973982	0.0549831434517	-0.129488580239	7.51085108212	0.580996232882	0.57371300558	0.0357092312313	0.576212379118	0.572814178543	0.0224979124769	-0.103485424588	36.6805090964	0.298494543542	0.296588008183	0.0543700278396	0.29735290762	0.295797989447	0.0376016632361	-0.0272830651404	4.2647727887
FOSL1	0.2495109	5.9053088889	6.1548197889	0.0170098491271	0.0115575246647	0.0166791189682	0.102762777163	0.0156854843126	0.229255694701	0.0303370509069	1.84473082341	0.42033934583	0.424103293051	0.0481947921303	0.356559489573	0.365748479871	0.0470119157374	-0.072527399221	21.129004323	0.446442784544	0.442872156883	0.0361375601648	0.440824552818	0.442640210608	0.0206642989086	-0.0117885717528	300.0	0.296174835842	0.296371218412	0.0251555677269	0.295947274092	0.295800677044	0.018970281869	-0.0422328710358	8.44404341578
PAX6	0.2689653	3.2277611111	3.4967264111	0.0138504187296	0.00757327838695	0.0172514933452	0.205312194569	0.0588510101006	0.296445699612	0.18008619875	2.79138730205	0.350148298863	0.372887487383	0.0602636795577	0.433858200714	0.455555265192	0.0727275086699	0.0293169679808	11.4537927806	0.484457881688	0.478598769757	0.0465922546168	0.477418224678	0.47759053704	0.022444581392	-0.0204671019588	91.3117581107	0.296075821934	0.295839424041	0.0294262033233	0.294410602726	0.294723133847	0.0261049854577	-0.0172197900367	3.89882712804
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.0153978779095	0.00403209777122	0.0170155067283	0.140670258641	0.009893311546	0.2638176504	0.011673794876	1.84391396705	0.353145158668	0.430714633345	0.0421294061474	0.554358657913	0.560916599314	0.170166195163	0.131130942143	19.3320365002	0.4517098533	0.455080767177	0.0314538722781	0.451262923079	0.454977541861	0.020902963769	-0.0354356306892	77.0060660969	0.327668563114	0.327500794499	0.0394333258903	0.327219316042	0.32664958079	0.0224048435261	-0.0166662578523	5.16331752773
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0591267106232	0.0313297743319	0.0585077123989	0.306093401219	0.151482710483	0.387794856438	0.162143013617	0.799130764038	0.30200548062	0.309583530919	0.13446532147	0.253746077308	0.292478027832	0.0414356633471	-0.375799570115	0.426699970467	0.541735441958	0.544044875763	0.0480075847662	0.538126894171	0.544001771467	0.0277122297955	-0.000563970351273	84.0689622348	0.23495345507	0.23447147163	0.0166494343669	0.23676062622	0.237231065228	0.0251749396203	0.0141625451311	3.31577634746
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.0820219617518	0.0112150042359	0.178261873922	0.0167745190284	0.0070719360991	0.0181394843314	-0.0130488537382	3.46107825084	0.350699616419	0.384741299374	0.0578480113486	0.449916394559	0.47091348201	0.0976546717637	0.00360328952339	23.8426301456	0.526996790571	0.528464756791	0.0230723502464	0.526292623102	0.528458320132	0.0173630797426	-0.0877327035288	82.344683361	0.252358803092	0.251873159195	0.0319366559743	0.251698893479	0.25161974818	0.0232043679406	-0.0430483082878	4.75144881543
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0150758393677	0.00971344403718	0.0170101564736	0.0884907204115	0.0132471099458	0.176696942406	0.00367047200897	4.22564753605	0.430023165583	0.445959402407	0.0536155742936	0.539841482262	0.553137459949	0.0679435990478	0.12095154089	135.092410587	0.448824428457	0.445502695763	0.0215121024283	0.445796267711	0.444359217879	0.0135046721573	-0.0131833835557	300.0	0.322694135818	0.322613436926	0.0293514389731	0.322690846325	0.322324498379	0.0230975607422	-0.0454281005941	19.8577882277
SOX17	0.3243661	6.3657267222	6.6900928222	0.100215376988	0.0102439698997	0.216421262289	0.0156599515377	0.0095058790329	0.0175904327379	-0.0350255860003	1.78527746957	0.456646646377	0.471756297227	0.0968893333414	0.356994164699	0.380918545255	0.0542574280564	-0.0181519997722	41.161316159	0.386098222872	0.383648100954	0.0243959530818	0.393935510897	0.386352538441	0.0437483929922	0.00879066710483	177.499170662	0.307080638928	0.306978628543	0.0279222884213	0.306581671386	0.306084740881	0.0226095173847	-0.0404454602419	10.8001390929
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.0170191364198	0.0108229164371	0.0203497197782	0.0967889635914	0.0230519559259	0.19645982968	0.0558116888669	4.05150922304	0.406307376815	0.43891247804	0.0555003482341	0.525838983492	0.544384716189	0.0967175033766	0.123013516436	50.3681232785	0.448857951213	0.448471131084	0.0315531414572	0.447366684286	0.44823839993	0.0258011683511	-0.0547372316802	112.021897837	0.326864212799	0.326375665709	0.0329906372009	0.326487133571	0.325748235529	0.0248890824816	-0.0294594068605	11.9135186865
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.0356639178446	0.0100531914624	0.105517744771	0.0151482328034	0.00626665300119	0.015522277941	-0.0828977639352	8.36412924229	0.469872100743	0.488397050479	0.0483210070392	0.606637573555	0.61807432841	0.0755771521185	0.200169837372	300.0	0.494699942187	0.49035669679	0.0260755058004	0.493931151383	0.490089533808	0.0236534184382	-0.09049136704	300.0	0.337089211854	0.336437832826	0.0387883308631	0.336737129145	0.336333447824	0.0270504559388	-0.031882690251	189.085196783
KLF1	0.3295018	5.8667564444	6.1962582444	0.0776972531809	0.0096830932906	0.173902015985	0.0148616164755	0.00624219537189	0.0178600105471	-0.0540255737012	3.22044044686	0.3470630407	0.385366791474	0.044122863799	0.467757468397	0.479228585519	0.114985625364	0.0901708870364	42.4404419893	0.446754654217	0.444912030802	0.034790690046	0.444959761286	0.444653711056	0.0239774920197	-0.0112395632627	154.564256487	0.312663327346	0.312332570893	0.0343011609074	0.312324341352	0.311843144005	0.0246951758668	-0.0248276737198	11.2118031012
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0158732486097	0.00961288354819	0.0181211052898	0.154610673904	0.0114359358652	0.264922452466	0.101566010653	2.50750119943	0.418251087272	0.456448966017	0.0804538039815	0.549447780706	0.57421198499	0.111178119741	0.143780888035	29.7260784979	0.269233597817	0.270954219132	0.0295413501181	0.268276065614	0.270749816742	0.0203724594546	-0.0186121919585	89.8373873089	0.318476757617	0.318339194489	0.0181480969281	0.319432124647	0.318979815482	0.031163135917	0.00203425455988	10.2288343118
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.0897924013196	0.00944796976487	0.218028008389	0.0140500026805	0.00439995997764	0.0151227216599	-0.0121656881556	1.90039232726	0.361586572031	0.411968305432	0.0637131260846	0.470436812718	0.492755528037	0.127012891643	0.0249771689873	14.9063087067	0.551106701803	0.554471323188	0.015749139531	0.552730296403	0.554939762264	0.0332315867353	0.0913696715584	290.712548736	0.23956158151	0.136127070214	0.173681306175	0.259207809743	0.20199253498	0.220417680078	0.281313131313	3.74358155576
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0170673594788	0.0108816965955	0.0196697325392	0.129325890153	0.0509918396793	0.217471062396	0.131324973605	5.45189488757	0.407470312574	0.432446367136	0.0487158095662	0.523364916012	0.531816368778	0.0893299239481	0.10813332251	41.9244108415	0.435986703939	0.434781792262	0.0297845400943	0.433454144976	0.434340187703	0.0197385541131	-0.0176884074672	101.932779698	0.289400511193	0.288984456536	0.0357969784848	0.288426223945	0.288365039258	0.0237236982038	-0.01907275128	13.4818068576
PAX4	0.36501635	4.8246142222	5.1896305722	0.0136971921109	0.00305823559943	0.0153768818042	0.0495330340647	0.00864252966464	0.149361228716	0.0295676175312	7.09970057864	0.434789493302	0.462547064954	0.0462170426961	0.564504378449	0.579364653681	0.0935930201687	0.170119810062	81.0464097097	0.525485804274	0.525368553669	0.0164296418571	0.526524346616	0.525931640917	0.0253189250026	0.00198699421965	299.99999959	0.213383783101	0.171271915266	0.16276373488	0.269923430203	0.295294302428	0.196459839213	0.279760041732	2.714119076
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.0932123240986	0.0104671415749	0.206971997621	0.0159801855214	0.00714805548529	0.0175177455545	-0.00378088516388	2.4632244772	0.361884471404	0.369708536872	0.0906991499779	0.30488953877	0.330577568114	0.0448869573369	-0.238675043574	7.06037512085	0.543499630185	0.548801168607	0.0155636165932	0.547508249385	0.54946505665	0.0288713746136	0.0256117986415	300.0	0.332778863936	0.331913092568	0.0321010251728	0.332374373162	0.33168517885	0.0302463924659	-0.0269898356753	3.23824108475
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0609645075942	0.00938774742163	0.147933217314	0.0150210395937	0.00806995940382	0.0170039184983	-0.064571356213	3.10241272072	0.435913107504	0.466394094208	0.0518398775414	0.574143834447	0.591380248666	0.0880042566166	0.178421475328	84.6866706952	0.413721092618	0.41158819198	0.0331444112145	0.410316116909	0.411079754278	0.0231389632075	-0.00867535670248	143.941823737	0.306183079231	0.304800962439	0.0358605496122	0.305189707209	0.304797110388	0.0248473425656	-0.0276731200742	16.5152515145
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.0904465730636	0.0090352495582	0.198379079556	0.0142934306457	0.00483384674688	0.0162663602955	-0.00763858958458	3.21618848381	0.359036855684	0.407564747705	0.042222806178	0.483398476034	0.497293259491	0.12700891838	0.0457886333173	33.1829098084	0.480653101352	0.484361327011	0.0140922351429	0.482774300667	0.484754088236	0.0254971271546	0.0299004166243	300.0	0.327164342635	0.327379066341	0.0365343420024	0.32559530851	0.327000576063	0.0245923760767	-0.0201735220544	8.49290987656
EN1	0.3989146722	5.5023358333	5.9012505056	0.0767087016432	0.00929175121231	0.208624207264	0.0157719157131	0.00675209636083	0.0191902131796	-0.0795155856372	0.906409983573	0.347318269552	0.365356456586	0.1160392454	0.275584021658	0.323382492151	0.0480180068928	-0.251185513883	6.46656304719	0.457280462381	0.457377204546	0.0363060333605	0.454998825026	0.456673684893	0.0219053543935	-0.00638841567291	106.176805834	0.30859373325	0.306640539871	0.0424430700269	0.306776670383	0.306176818711	0.0258626268348	-0.0146193946091	6.46007773245
FEV	0.4266916111	6.4151153333	6.8418069444	0.0839790410579	0.00998512141641	0.207564807224	0.0142850039676	0.00794783505744	0.0149293070526	-0.0933327743522	1.15173789149	0.416156208744	0.424759327264	0.0941399985	0.330369352411	0.35754937346	0.0547479611447	-0.183672876327	27.4774740995	0.534401554424	0.529207675633	0.0211615057165	0.54420645494	0.534790419108	0.0376590619329	0.0531483284648	300.0	0.341198015831	0.341102721082	0.0377504065236	0.34082485959	0.340848598589	0.0279735795018	-0.0455671628548	8.06399474649
TBP	0.4329950722	7.1221270833	7.5551221556	0.0155114507221	0.00924369578989	0.0182783603227	0.163070000888	0.0131011088375	0.302170954186	0.0963250345057	1.53991565336	0.488591768609	0.495686611139	0.154021988299	0.328917908309	0.391796470811	0.0653052929216	-0.0365859999109	14.3238219526	0.390931516082	0.391439416191	0.0192517887454	0.392103065342	0.392226994262	0.0336415170014	0.0196043591566	133.655692158	0.294192044905	0.293131295733	0.0426342443131	0.293665879796	0.292452401125	0.030087883067	-0.0392492278451	2.12781801244
GATA2	0.4460161667	4.9865788333	5.432595	0.0846997907042	0.00938173978086	0.216598321125	0.0154654968562	0.00461631597612	0.0186236014189	-0.0522853827597	1.32384908122	0.3640591595	0.404337482388	0.035671552694	0.487793666081	0.498262226226	0.106875095763	0.165030690997	25.3887314894	0.339947100966	0.340595604181	0.0105398026124	0.340015521271	0.341342257852	0.0196653731464	0.10572157704	300.0	0.312158396779	0.311093769109	0.0302159012347	0.311131581743	0.310936388993	0.0241427511518	-0.00845869859458	6.7168771634
FOXO3	0.4784891278	5.4082502222	5.88673935	0.01447061847	0.00450976401539	0.0143384793914	0.0639321160871	0.00989676714509	0.18764882859	0.0374331382109	3.08438399047	0.405905777325	0.438918142118	0.0451763293746	0.526827293481	0.544035466587	0.103844591071	0.180564701516	45.4056564663	0.49747765261	0.498743618776	0.015099945609	0.497683737242	0.500061162101	0.0260397122456	0.0540211791643	300.0	0.305043385357	0.305112972682	0.0220901835788	0.308316262508	0.307375315185	0.0339633764964	0.0266862237633	19.951554774
MAFF	0.5215329556	5.2145415	5.7360744556	0.0146414998738	0.00894290604992	0.0160289568942	0.110134253112	0.0113332209787	0.216329258971	0.0584551435473	3.58293652911	0.409141031557	0.428793281009	0.0658591425178	0.490562120552	0.510031952048	0.0804140745913	0.0967179796622	34.5558133758	0.357258857298	0.357415469099	0.0153693052225	0.36166137361	0.358572742357	0.0285489162173	0.118978726873	300.0	0.276491513237	0.276609859173	0.0278496022728	0.27547050157	0.275534755076	0.0215739539318	-0.0361171900337	6.36700769177
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.0155498161095	0.00315815025723	0.0154389923074	0.0762676206172	0.0105345579047	0.214093487907	0.0881275039378	3.31582354258	0.331721069195	0.341894173485	0.0592721326155	0.290875422933	0.298364982415	0.0487331487563	-0.340805098024	8.49991011539	0.440777590876	0.44201091053	0.0225925647081	0.44776715683	0.443501456961	0.0381301789028	0.128038131276	300.0	0.285006444072	0.284700582848	0.0268842594814	0.284018034736	0.283888319842	0.0240229373313	-0.0139116448765	15.1700901189
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0783863240851	0.00897534074745	0.195753216343	0.0148934769146	0.00379334280572	0.0176201901866	-0.020996688368	2.38540756024	0.371385980411	0.408118626564	0.0485794992863	0.47633619268	0.501212443372	0.109042318343	0.0343185073851	17.6707885627	0.517585772136	0.520639834075	0.0174073919077	0.51843309545	0.522541984106	0.0335689581063	0.0716402370655	281.415619886	0.305626941669	0.304847605729	0.0344116349701	0.308234490827	0.3075776734	0.037273452991	0.0237702098383	9.79756220412
MAX	0.6273268722	6.1784626111	6.8057894833	0.014865071548	0.00352570796794	0.015847300834	0.0539632211584	0.00987366685932	0.152928264224	0.0731859193172	8.72185536969	0.360911497404	0.403960771899	0.0407373124454	0.471192742781	0.47494155256	0.117564624876	0.0435922536633	32.8585683708	0.602452151218	0.604388670515	0.0157462772183	0.604360415773	0.607017554937	0.0288814328928	0.105715871254	300.0	0.310745816257	0.311130265508	0.0332915294575	0.316942103871	0.314619156412	0.0469419261385	0.0331848777562	21.0203698476
