FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	FLR_90_H1hesc_protection_mean	FLR_90_H1hesc_protection_median	FLR_90_H1hesc_protection_std	FLR_90_GM12878_protection_mean	FLR_90_GM12878_protection_median	FLR_90_GM12878_protection_std	FLR_90_protection_ks_stat	FLR_90_protection_ks_pvalue	FLR_90_H1hesc_tc_mean	FLR_90_H1hesc_tc_median	FLR_90_H1hesc_tc_std	FLR_90_GM12878_tc_mean	FLR_90_GM12878_tc_median	FLR_90_GM12878_tc_std	FLR_90_tc_ks_stat	FLR_90_tc_ks_pvalue	FLR_90_H1hesc_fos_mean	FLR_90_H1hesc_fos_median	FLR_90_H1hesc_fos_std	FLR_90_GM12878_fos_mean	FLR_90_GM12878_fos_median	FLR_90_GM12878_fos_std	FLR_90_fos_ks_stat	FLR_90_fos_ks_pvalue	FLR_90_H1hesc_flr_mean	FLR_90_H1hesc_flr_median	FLR_90_H1hesc_flr_std	FLR_90_GM12878_flr_mean	FLR_90_GM12878_flr_median	FLR_90_GM12878_flr_std	FLR_90_flr_ks_stat	FLR_90_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.0751589698052	0.0577046927998	0.0663748046169	0.0441149390269	0.0315014383239	0.0424805157442	-0.113374823723	-49.742827677	0.551758952505	0.555624905547	0.0260080276628	0.403215392304	0.4088924573	0.0229737729845	-0.147372336068	-300.0	0.554483875679	0.555819172812	0.0243953683801	0.504402653969	0.505290157102	0.0190973417323	-0.624424136971	-300.0	0.322151342241	0.321679383357	0.0180247761582	0.289513505938	0.291325061735	0.015886145102	-0.742863597617	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.0567752036767	0.044576795435	0.0489161713916	0.0341992773669	0.0246394545356	0.0315959554108	-0.105834053843	-54.9398169336	0.429588728819	0.438581730077	0.037337056278	0.335990760742	0.346467105874	0.033513660362	-0.069575037543	-300.0	0.475976065418	0.472517119244	0.0274248882254	0.438430149251	0.433977919322	0.0232046684102	-0.529014776943	-300.0	0.339921141629	0.338580464408	0.0229801757914	0.307453545361	0.306834383311	0.020433340616	-0.718315962283	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.0814358981177	0.0643279095425	0.068498285539	0.0485247041398	0.0350189030019	0.0456877621601	-0.101122037716	-72.20273792	0.591643729707	0.595309870765	0.0250156971896	0.437413166425	0.442447817265	0.0198566722228	-0.14888300513	-300.0	0.406564931946	0.407463456797	0.0243953894013	0.378871825216	0.380613661416	0.0171449666597	-0.44545024976	-300.0	0.337823176777	0.336867748147	0.0216647530383	0.316877043212	0.31493696188	0.0169799282636	-0.641910229721	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.0441644820736	0.0350651097949	0.0362904263637	0.0262628290569	0.0194906178472	0.0236093355594	-0.120223063636	-300.0	0.550075610438	0.555186551563	0.0259978196166	0.422774200475	0.429010358075	0.0237721087096	-0.143984809417	-300.0	0.522331809178	0.521007071399	0.0187024115395	0.490851551879	0.490513771477	0.0165547672346	-0.546676938785	-300.0	0.319201096976	0.320979036034	0.0168050860792	0.305932021601	0.303970270205	0.0163807888601	-0.530368239787	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.066873890565	0.0529407162917	0.0563363623946	0.0377829450849	0.0272158132319	0.0368864261398	-0.112613202056	-53.1089808634	0.56979585376	0.574622097858	0.0264508706287	0.431267784677	0.43704827942	0.0197101686523	-0.109760037255	-300.0	0.526237455277	0.527842570389	0.0271246792578	0.502209441549	0.504039302544	0.0174271791023	-0.407191939002	-300.0	0.282624114598	0.28346039858	0.0247745259581	0.275631950892	0.272222475251	0.0224372118658	-0.351999014173	-300.0
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.0616571351283	0.0500235087066	0.0465901652181	0.0372793046703	0.0296723258433	0.0286665377196	-0.0888959832748	-133.773644352	0.618237660181	0.622440018038	0.0215573863257	0.465826594635	0.470021875028	0.0170615545921	-0.104911517066	-300.0	0.492694996471	0.494417716344	0.0184164600158	0.470650337139	0.472113882838	0.0126833271317	-0.492671649966	-300.0	0.395112317158	0.396369473811	0.0194825920457	0.381312412922	0.380937932321	0.0183917864086	-0.455566117673	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.0599928418431	0.0470890458314	0.049034839689	0.0342313202048	0.0249149297681	0.0318651316681	-0.0980742984962	-44.3553451306	0.457156489435	0.462606195677	0.0260790635315	0.36044534664	0.365498702904	0.0203386624514	-0.0827766272342	-300.0	0.548603649018	0.550661822218	0.023393298241	0.52322102832	0.52627158244	0.0150922786554	-0.479986385743	-300.0	0.325430193998	0.325453393092	0.0214006103665	0.311768355747	0.311975438239	0.015557931125	-0.461894128794	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.0395447328395	0.0297090461553	0.0358360382115	0.0227157932888	0.0160374180721	0.0224361502616	-0.060150025977	-300.0	0.627409903781	0.63346642134	0.0237962934316	0.483028496776	0.48859525021	0.0225489860683	-0.0995883188816	-300.0	0.592179859143	0.591588943686	0.0167253076095	0.568565976299	0.567641243566	0.0158459631903	-0.480216559568	-300.0	0.311120921735	0.312166973839	0.0216499140052	0.301154992801	0.300094078718	0.0202443723904	-0.392038676483	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.061258844359	0.0471053089104	0.0524798318268	0.0370527891389	0.0270975891679	0.0337658320287	-0.0426257769061	-101.172263773	0.575018998017	0.578215670389	0.0238630630993	0.444662376668	0.449400622634	0.0203532353999	-0.0915240568837	-300.0	0.562190485325	0.562015405023	0.0230436477937	0.541128090402	0.54075249354	0.0175472294069	-0.361189243925	-300.0	0.340622080713	0.340597351565	0.0215100246542	0.327862409924	0.327590603967	0.0171530049006	-0.482104666613	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.0620025999501	0.0480522097878	0.0536174849398	0.0342004457774	0.0248244034414	0.0333193725467	-0.0761810532396	-189.652458574	0.584473189224	0.588971173073	0.023605304973	0.455439526928	0.460483235076	0.0214619106401	-0.0803893772966	-300.0	0.536115262575	0.53829198061	0.02243512716	0.518488324744	0.519937284718	0.0195984401251	-0.277278206595	-300.0	0.338281288576	0.338598455853	0.0183307968602	0.328488811509	0.327198418955	0.0155123660417	-0.440408689882	-300.0
