FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Centipede_95_H1hesc_protection_mean	Centipede_95_H1hesc_protection_median	Centipede_95_H1hesc_protection_std	Centipede_95_GM12878_protection_mean	Centipede_95_GM12878_protection_median	Centipede_95_GM12878_protection_std	Centipede_95_protection_ks_stat	Centipede_95_protection_ks_pvalue	Centipede_95_H1hesc_tc_mean	Centipede_95_H1hesc_tc_median	Centipede_95_H1hesc_tc_std	Centipede_95_GM12878_tc_mean	Centipede_95_GM12878_tc_median	Centipede_95_GM12878_tc_std	Centipede_95_tc_ks_stat	Centipede_95_tc_ks_pvalue	Centipede_95_H1hesc_fos_mean	Centipede_95_H1hesc_fos_median	Centipede_95_H1hesc_fos_std	Centipede_95_GM12878_fos_mean	Centipede_95_GM12878_fos_median	Centipede_95_GM12878_fos_std	Centipede_95_fos_ks_stat	Centipede_95_fos_ks_pvalue	Centipede_95_H1hesc_flr_mean	Centipede_95_H1hesc_flr_median	Centipede_95_H1hesc_flr_std	Centipede_95_GM12878_flr_mean	Centipede_95_GM12878_flr_median	Centipede_95_GM12878_flr_std	Centipede_95_flr_ks_stat	Centipede_95_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.112386685021	0.0996225049126	0.04798060181	0.105995729269	0.0887940841866	0.0465869690075	-0.0816904838257	-86.5865746239	0.561547615526	0.566085787232	0.0254024670076	0.408580794046	0.4139842826	0.0216617382214	-0.148158065723	-300.0	0.440467805891	0.442222938837	0.024877023528	0.400562693642	0.402074599591	0.016383479156	-0.65661085201	-300.0	0.241014480941	0.236784798536	0.0555644164867	0.220908231321	0.219371688736	0.0139581977067	-0.317230443975	-1.89348107304
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.172611929718	0.155649746443	0.0466267228559	0.174792403939	0.161357836076	0.0539367707585	0.0266944125862	-43.4374308416	0.431905074485	0.440249829219	0.0365626189222	0.337444714333	0.347431972337	0.0330715822726	-0.0767083988847	-300.0	0.480127299537	0.475400010557	0.0453082835825	0.448157131526	0.443081350404	0.032890802144	-0.371360546818	-300.0	0.588779151943	0.586582973734	0.0513949722449	0.546421836234	0.544040896018	0.0181690730066	-0.572061502197	-14.9216353944
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.148328162361	0.126645886767	0.052301319992	0.132074462252	0.115217158685	0.046775612296	-0.129724040328	-209.901892371	0.594071171653	0.599838443047	0.0245719892315	0.438226983009	0.443018165969	0.0186830121855	-0.14910236271	-300.0	0.585090098995	0.586218336689	0.0282466064052	0.545579317726	0.546944966253	0.0174860010542	-0.599774408132	-300.0	0.207103917905	0.206210835314	0.0484895718452	0.19185430509	0.192386309664	0.00681233221113	-0.590049751244	-16.186849365
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.132063699964	0.116234106199	0.045714986234	0.113431083981	0.100868864149	0.0349371795125	-0.08227889159	-300.0	0.551713522732	0.556383666408	0.0257485936851	0.423413151428	0.429469245833	0.0235644436495	-0.144470776934	-300.0	0.469670207538	0.468528926862	0.026544413874	0.442803545681	0.441730079995	0.0190598312722	-0.438939839647	-300.0	0.295468368252	0.295933086209	0.0225122109992	0.282782310624	0.279244513869	0.0158823467769	-0.701542349432	-51.0808924769
AR	-2.9986960778	6.4303512778	3.4316552	0.114879252112	0.0950079961019	0.0441184909107	0.0964839632366	0.0829310660386	0.038307426309	-0.171703461296	-168.573968685	0.631135509258	0.636993456534	0.0239422466732	0.470999101825	0.476118628519	0.0173251002802	-0.11188819833	-300.0	0.472542441902	0.474592186728	0.031179792016	0.452138523778	0.453058902286	0.0205829924068	-0.367233212709	-300.0	0.400789071323	0.39728076053	0.0596291052944	0.373665605659	0.374070679055	0.0344948942667	-0.24160086145	-3.37888588938
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.113895049538	0.0963362292229	0.0500954555834	0.0974569693526	0.0822468690084	0.0442562782242	-0.0514436583629	-300.0	0.619603618715	0.624774243405	0.0213767484911	0.466245418532	0.470291500051	0.016427204089	-0.105022522085	-300.0	0.483066108724	0.484706358979	0.0143373588413	0.462038355878	0.463424027337	0.0107690201414	-0.601738276346	-300.0	0.344038431124	0.346674878201	0.0581502529138	0.335648189765	0.332995698373	0.026134092551	-0.451144966625	-132.41813382
SRY	-2.7415056944	4.77859	2.0370843056	0.0755105072441	0.0654912083647	0.0386954094558	0.0880274153255	0.0749127094302	0.0466264337409	0.0783701494309	-40.7564407199	0.459042698568	0.466123905794	0.0259201661758	0.360918473426	0.365807428839	0.0195332569478	-0.0857897019962	-300.0	0.482421502127	0.485114491642	0.0244217330218	0.460663821748	0.463464576764	0.016897222338	-0.454834519576	-300.0	0.456197382626	0.463977138887	0.0732784956587	0.450183804005	0.446837487231	0.0229213116322	-0.115498398342	-1.43503997325
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.135381015454	0.119305310058	0.0438329180382	0.114867705044	0.104820760954	0.0353042312564	-0.122313780277	-300.0	0.62810165788	0.633990220623	0.0235118043623	0.483647378319	0.489031352664	0.0224966390631	-0.0996469292333	-300.0	0.641978266423	0.641660287443	0.0257820137659	0.617531378143	0.616317434309	0.0194925814326	-0.424350842834	-300.0	0.284077305781	0.28408865651	0.0202416059384	0.27045701329	0.271870134717	0.013372032782	-0.617222643909	-40.6247531911
BCL6	-2.5050076889	5.507985	3.0029773111	0.207924331813	0.189998392803	0.0533573485105	0.19126387652	0.178164777782	0.0443017710312	-0.0258150259861	-209.25106587	0.577094131113	0.580344839695	0.0235725281617	0.445389845932	0.449965218508	0.0198084742018	-0.0918586281116	-300.0	0.535610559622	0.5348819719	0.0209528120562	0.515044486213	0.514645608411	0.013492229575	-0.478396081152	-300.0	0.463185650695	0.4649534165	0.0473211001494	0.44260107148	0.446348760207	0.0358986326809	-0.32725661872	-7.62041045899
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.140512327256	0.11977692291	0.0536986087272	0.115208137059	0.101591988589	0.0427449274507	-0.158894852523	-300.0	0.585879969031	0.589968755675	0.023317696665	0.456071325621	0.460946551905	0.0212635770352	-0.0807323276216	-300.0	0.580971192338	0.583860875529	0.0372360942656	0.560728713141	0.562741329813	0.0257221157966	-0.254172065271	-300.0	0.311591122216	0.312098940936	0.0204107055023	0.301018505886	0.300845010488	0.007249786373	-0.602432945644	-30.6172833733
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.10260323962	0.0876002266951	0.0572458698765	0.11648160127	0.0963646863797	0.0687861384861	0.00629121399273	-151.707598376	0.603145478955	0.606404765627	0.0242367398013	0.464659596538	0.469704230675	0.0197597590142	-0.0758092947885	-300.0	0.461249365375	0.462208495269	0.0243205601269	0.446025751226	0.446690192699	0.0144765126704	-0.349335642084	-300.0	0.248690844651	0.248238915014	0.0283339973238	0.241834891559	0.241268093929	0.00589819066243	-0.333090053442	-12.2541017809
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.10811017165	0.0921190543962	0.0551798272116	0.0836326751655	0.0689454900266	0.0551420699704	-0.0811518527741	-61.3380247026	0.50194531384	0.510613515688	0.0278888852278	0.391160252397	0.396822964605	0.0206175898772	-0.0624921777335	-300.0	0.333036620878	0.334127314458	0.0353806495825	0.325518489311	0.323908734873	0.0221921489311	-0.184038958412	-145.299833114	0.58187794098	0.584117041868	0.0711548706007	0.565516725419	0.562674409113	0.0187242663398	-0.226328091798	-2.66590951596
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.106361406499	0.0876958501259	0.0558569174553	0.084018882301	0.0659254714817	0.0452074855758	-0.12159039658	-197.012564625	0.59702024698	0.601997289575	0.0235472004022	0.458110788203	0.462405636905	0.0166100784672	-0.0724347796552	-300.0	0.42729529481	0.428771765651	0.021273088842	0.41411808146	0.414919924349	0.0134731932951	-0.361179544606	-300.0	0.570075098968	0.567328998582	0.047105297186	0.550960083867	0.548635937074	0.0271484780823	-0.389318479685	-6.71770766027
E2F3	-0.9704539	7.6233014444	6.6528475444	0.10528829928	0.0963421529633	0.037551789286	0.120781868112	0.110552070886	0.0386964911196	0.0867063289382	-300.0	0.57307972811	0.580912891812	0.0302579717519	0.4574349709	0.465797932804	0.0286587237574	-0.0221291420469	-300.0	0.56220351849	0.560054393627	0.0319168799612	0.552967211667	0.550610510748	0.0238082753819	-0.0927251563511	-300.0	0.594061505706	0.593140456866	0.0440331764199	0.582141983838	0.583570136134	0.0145700435284	-0.217235505747	-10.6594672435
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.0757809371102	0.0640424929341	0.0375711863318	0.0863780215296	0.0703045878077	0.0419637916723	0.0599204290137	-151.261748369	0.548074789163	0.552578551384	0.0242847082758	0.433995073018	0.438804254079	0.021167944012	-0.0255942224036	-300.0	0.392482901307	0.393864406771	0.0224295556812	0.384282424943	0.385850918661	0.0151970084611	-0.208909084009	-300.0	0.726883476263	0.728922661992	0.0605487499736	0.719902605961	0.723155644718	0.0209652917906	-0.0721992558909	-1.39017540969
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.112449052553	0.102161818431	0.0401138834574	0.135837352403	0.120674050173	0.0500088362621	0.00866043957105	-284.54985709	0.513718372948	0.520115337218	0.0237193311061	0.407317168296	0.411508913154	0.018101690225	-0.0247963811908	-300.0	0.476603922793	0.478267641866	0.014892809312	0.46784253638	0.469131168996	0.00967176743388	-0.339319917182	-300.0	0.312826947922	0.314887693318	0.0207584411587	0.312012268941	0.313072595485	0.010946279327	-0.016779499753	-2.56609856113
GABPA	-0.7648685556	8.661842	7.8969734444	0.0764980314671	0.0668994881836	0.0301355218423	0.0904699704378	0.0782303392411	0.0359226450837	0.0152931497167	-300.0	0.385525677825	0.399598381545	0.0350994382948	0.485404608064	0.49579493882	0.0427729547897	0.0772986558827	-300.0	0.504058873265	0.499404355182	0.0330830183272	0.511463150835	0.504159562923	0.0524914664187	0.0344618816403	-79.5470756595	0.566308980771	0.571181890769	0.0641671597937	0.563474860815	0.559897825246	0.0207624348204	-0.164676616915	-0.792765418329
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0992508360313	0.091260671011	0.0329730944459	0.115698332885	0.107154988148	0.0358014625809	0.0527930544342	-300.0	0.615871063655	0.623962590184	0.0297419088282	0.487847840989	0.496623820775	0.0276944667056	-0.0199489695976	-300.0	0.553675033542	0.548073251368	0.0252645916266	0.55484929576	0.551798735724	0.0359113977944	0.0103253505255	-300.0	0.251899443128	0.251631871981	0.0176027672777	0.247839185869	0.247651876892	0.00954925130109	-0.152553663953	-9.05777875965
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.059169296703	0.0480201380788	0.0382885645761	0.0746164545122	0.0596152986264	0.0471903675943	0.107260375271	-53.4252417827	0.344816174388	0.349896533655	0.0197099249672	0.421124191276	0.427841574074	0.0270385987061	0.0180737519601	-300.0	0.482141073526	0.484309023414	0.0269312135139	0.473304655202	0.475888707725	0.0174440751919	-0.180875552917	-300.0	0.103856008447	0.105177035502	0.0169013206495	0.103380403924	0.104086208941	0.00500037208902	-0.0736842105263	-1.03756486056
REST	-0.6212560778	8.5147308333	7.8934747556	0.16924028893	0.16427996882	0.043447259944	0.140466535249	0.14103642282	0.0330797816717	-0.182151337572	-300.0	0.381282862369	0.388108837679	0.0276385535694	0.456714851788	0.463517817422	0.0298972106754	0.0645660571975	-300.0	0.533321033322	0.533644704027	0.0349680685972	0.52783815919	0.526989829225	0.0250938969128	-0.0468728200617	-280.580205105	0.630798377041	0.629468520561	0.0415042202755	0.620206272471	0.622030239994	0.0186366195233	-0.117341230668	-3.34235856857
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0745480749548	0.0654059514687	0.0348049578706	0.0885288164084	0.0781314957636	0.0377250918772	0.0945833080161	-300.0	0.587994704483	0.592284589132	0.0256310451305	0.460586274331	0.466813875078	0.0213204902894	-0.0170187114771	-300.0	0.553849128094	0.553073051667	0.0312542501806	0.5508590875	0.548679276965	0.0204892489509	-0.0559961417303	-300.0	0.187075346279	0.186686720302	0.0164035570524	0.184822717833	0.185167869888	0.00898820109444	-0.00235876414325	-1.4125810122
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.117216829566	0.0919013753089	0.0704620228322	0.0883230865057	0.0627842693072	0.0509726341793	-0.0555228394175	-106.348114263	0.470571013421	0.478549036004	0.025119202568	0.376834774299	0.381593262402	0.0171367215268	-0.00655120132723	-300.0	0.367299307159	0.369777555981	0.0365970785363	0.361188859997	0.364695967007	0.0234334655073	-0.0495444573211	-74.7716115568	0.562057227627	0.560972120895	0.0393232165307	0.556001821723	0.557215517761	0.0104356893567	-0.138888888889	-0.999654820138
TP53	-0.5304638611	9.9692148611	9.438751	0.188158851257	0.178434537935	0.0539589609341	0.165744449678	0.153832519798	0.0520722906144	-0.123480715784	-248.990917462	0.404492048002	0.411252409533	0.0244086876781	0.500328524223	0.504853063394	0.0289337514686	0.0110271138728	-300.0	0.548101664751	0.548744293227	0.0435596869372	0.543163223384	0.542581007977	0.0271826186384	-0.0277949593556	-69.8808824611	0.339198251951	0.331072366147	0.0649614046419	0.331978661714	0.32676652117	0.0526543645702	-0.00270618556701	-0.334649761399
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0905742754989	0.0815375976526	0.0311459209784	0.106893649982	0.0974658106702	0.0352324894522	0.0667432498256	-300.0	0.606268698882	0.615681244697	0.0327220213604	0.480710260949	0.491088364651	0.0298425312132	-0.0070924695969	-300.0	0.470582308087	0.464887673963	0.0311407289856	0.47647723819	0.467233354452	0.0474459791929	0.0601076411165	-183.213401212	0.217891369029	0.217233907089	0.023037931512	0.213605168123	0.214374737339	0.0103139090362	-0.119114712442	-7.0115252862
HLTF	-0.5141725	8.3729281667	7.8587556667	0.103662399725	0.0964942754588	0.0297921185505	0.0924043351166	0.0853880228052	0.0284641726443	-0.0632293745458	-300.0	0.606618995983	0.612038722413	0.0259870302272	0.480634711409	0.486999459001	0.022363880409	-0.0146151156791	-300.0	0.554359308314	0.551410912562	0.0454861594495	0.549582569206	0.546097563301	0.030012444824	-0.0172395127709	-160.53447275	0.689968344422	0.690848420454	0.0496890374146	0.683192811079	0.682643214561	0.0266663273305	-0.0594196253111	-1.60992035126
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.261691129521	0.222999330602	0.0782519883918	0.236036647717	0.206116029897	0.0689836575911	-0.0632252918974	-172.399941973	0.527544735896	0.532700559595	0.0249036169032	0.421450251542	0.426015615311	0.0205959574082	-0.00749608092302	-300.0	0.503151674449	0.5036584312	0.0370874079421	0.494772023168	0.496897030445	0.0238569059335	-0.107302098236	-156.121141426	0.53168643321	0.532897766849	0.0591708575569	0.528731471241	0.528395259757	0.0137501160556	-0.0355907001892	-0.479086267272
MAFB	-0.3975071222	5.0393535	4.6418463778	0.158977610934	0.138705504272	0.0588896920085	0.128233267034	0.112500518802	0.0475030256477	-0.088654570286	-300.0	0.576733591983	0.581713796329	0.0269701150632	0.460399237462	0.46672670942	0.023531397705	-0.00566454031039	-300.0	0.497186878784	0.497066459867	0.0254954145314	0.501473753102	0.498775954603	0.038869927009	0.0204928761735	-60.5176772498	0.633210267554	0.634135167172	0.0398175548576	0.627167144647	0.629771170764	0.0229575677491	-0.0219009637753	-1.34599958211
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.086398024722	0.0783735410797	0.0315143895743	0.103343501515	0.0935383062422	0.0360207057105	0.0463629443585	-300.0	0.465197078888	0.475567345048	0.0299744262707	0.576932073798	0.583763077584	0.0343637444207	0.00668066921023	-300.0	0.494629198601	0.490916098357	0.0282748399917	0.497367910238	0.495084152258	0.0397350334351	0.0382820762195	-96.9994014534	0.429952317757	0.428927525701	0.0364933643152	0.422484360574	0.424979154621	0.0124344467891	-0.126910299003	-1.0746070988
GFI1B	-0.3699532556	5.525732	5.1557787444	0.129417537425	0.111171896671	0.0588456745755	0.0928128479297	0.074350567522	0.0437018391829	-0.163265423921	-300.0	0.560203661218	0.56543012924	0.026382024946	0.441975615672	0.447683269517	0.0200031763013	-0.0066047470926	-300.0	0.55537643448	0.556386048864	0.0324504908344	0.551812580622	0.551357749536	0.0209580725838	-0.0346702580046	-140.674654482	0.458015451343	0.455185829584	0.0581257632504	0.44370825114	0.448369098332	0.0393602941193	-0.10897752193	-2.90584833091
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0773578244105	0.0682756031314	0.0305802104828	0.0912355901657	0.0794815648938	0.0347149125136	0.0730881542093	-300.0	0.637628893265	0.643470853102	0.0244597379839	0.503821106707	0.509623869381	0.0221866260309	-0.0108972165531	-300.0	0.607826995159	0.608044428605	0.0313752324538	0.604846201276	0.602652342952	0.0231374559581	-0.0123584856028	-278.673028122	0.147417000366	0.145566868933	0.0216285668323	0.142773724482	0.143199916958	0.00633152445777	-0.100492072171	-2.87960519305
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.137938218056	0.121394588909	0.0452402376204	0.113312367725	0.102265004677	0.0352156373677	-0.0562176344219	-300.0	0.595281242573	0.599171096404	0.0238922676068	0.472198191499	0.477662138539	0.0208825825501	-0.00963231999609	-300.0	0.432954355712	0.431898274693	0.0371252389076	0.429241040228	0.428095902043	0.0259435638669	-0.00224260746157	-221.320693817	0.15798724922	0.157253063114	0.0166091901112	0.155496029344	0.155336436009	0.00569839455999	-0.070823798627	-2.84071843024
MECOM	-0.3505778778	2.913285	2.5627071222	0.17304916699	0.144281917356	0.0720910998885	0.139407235905	0.116225652913	0.0627246787043	-0.081007078667	-227.756747056	0.345471917294	0.350122829017	0.0204302176234	0.417365820839	0.424786860459	0.0279470170242	0.0419304168635	-300.0	0.450433713746	0.453575806671	0.0329943082787	0.446083054247	0.448163789882	0.0226749612742	-0.0467165767876	-124.907640271	0.67575729902	0.677188262313	0.0537908549657	0.67201076397	0.674038862289	0.0170087282188	-0.0486823855756	-0.64890174186
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0980192641647	0.0882056071569	0.0440425895786	0.110419039728	0.0939144297367	0.052804998427	0.158328226368	-97.927577475	0.388676258378	0.393990339043	0.0197736321843	0.485139624211	0.491666742454	0.0268297960649	0.00491386682465	-300.0	0.635336537863	0.637439870392	0.024980020144	0.628737052468	0.630996346041	0.0173696048812	-0.127768039867	-300.0	0.261872336761	0.261667797369	0.0334072964449	0.255267667216	0.260687285874	0.0203156653571	-0.0495894909688	-1.05689395773
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.151254100528	0.114760537433	0.086913416491	0.122525598872	0.0933601792894	0.0650206115134	-0.0101386943714	-40.1964117114	0.336075308226	0.349232037498	0.0352369328774	0.402284473953	0.410622774613	0.0456161842598	0.293406498254	-300.0	0.405016872715	0.401137721012	0.0389332826836	0.409056388786	0.40520790607	0.0557246901003	0.066284786546	-4.07225424756	0.69041990841	0.718294516255	0.162848455358	0.615312521312	0.664023239269	0.0568094148992	-0.287158469945	-0.290913211418
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.172722035981	0.151151200713	0.057098367898	0.141897068234	0.127818355743	0.0435236991188	-0.0703830792152	-300.0	0.5947594847	0.598851721449	0.0239222749447	0.472785905949	0.478196123881	0.0210981402768	-0.00842041015104	-300.0	0.438019867164	0.437757400236	0.0323242269179	0.434193415047	0.434050374328	0.0228811571708	-0.0100948763028	-274.541798323	0.292881103647	0.292583198319	0.0130960790872	0.290437946608	0.28913407787	0.00754461581214	-0.194037920308	-8.32850892987
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.124951662551	0.112422939326	0.0606585459304	0.0892374905932	0.0773242911633	0.045769322201	-0.0905048246473	-300.0	0.563754753231	0.569006496419	0.024475015303	0.445835584034	0.450571313367	0.017929785612	-0.00465053646749	-300.0	0.421603157557	0.421060476491	0.0158709156258	0.42251197316	0.423972979471	0.0238281363034	0.00652275871395	-76.7951076806	0.462667469783	0.460705323792	0.0805028909924	0.442314382343	0.456877259682	0.0422620997456	-0.0889766741911	-1.16775233519
