FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Centipede_85_H1hesc_protection_mean	Centipede_85_H1hesc_protection_median	Centipede_85_H1hesc_protection_std	Centipede_85_GM12878_protection_mean	Centipede_85_GM12878_protection_median	Centipede_85_GM12878_protection_std	Centipede_85_protection_ks_stat	Centipede_85_protection_ks_pvalue	Centipede_85_H1hesc_tc_mean	Centipede_85_H1hesc_tc_median	Centipede_85_H1hesc_tc_std	Centipede_85_GM12878_tc_mean	Centipede_85_GM12878_tc_median	Centipede_85_GM12878_tc_std	Centipede_85_tc_ks_stat	Centipede_85_tc_ks_pvalue	Centipede_85_H1hesc_fos_mean	Centipede_85_H1hesc_fos_median	Centipede_85_H1hesc_fos_std	Centipede_85_GM12878_fos_mean	Centipede_85_GM12878_fos_median	Centipede_85_GM12878_fos_std	Centipede_85_fos_ks_stat	Centipede_85_fos_ks_pvalue	Centipede_85_H1hesc_flr_mean	Centipede_85_H1hesc_flr_median	Centipede_85_H1hesc_flr_std	Centipede_85_GM12878_flr_mean	Centipede_85_GM12878_flr_median	Centipede_85_GM12878_flr_std	Centipede_85_flr_ks_stat	Centipede_85_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.110623218333	0.0980711552384	0.0522121352235	0.105566061782	0.0879977246872	0.0492185862285	-0.0290028648735	-26.7743133482	0.530819661239	0.538559013307	0.0354701169021	0.384796824357	0.391413132799	0.0291528118858	-0.181799077396	-300.0	0.440130293339	0.442695904547	0.0290191580348	0.400347406993	0.401590884661	0.0199145745269	-0.593005779931	-300.0	0.33139667004	0.332190636418	0.0377443978196	0.292403864557	0.299969002208	0.0286716090468	-0.539009296235	-242.231876901
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.173789390904	0.155550448358	0.0484719736219	0.17503108032	0.16173686455	0.0571474166773	0.0249500436442	-24.6018866301	0.482145411582	0.490803875966	0.0431893947215	0.351536750057	0.359892814013	0.036826805738	-0.119678618222	-300.0	0.482816898299	0.477120774004	0.0496227439034	0.450553715706	0.446236996151	0.0388836167034	-0.304575313471	-300.0	0.348616566882	0.348368864621	0.0456004653442	0.309564089296	0.309620125144	0.0362789902942	-0.439211281784	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.147499927851	0.126790349756	0.0541191038666	0.131092072884	0.114727421321	0.0471643549875	-0.0971537001898	-81.4661827876	0.561216261452	0.568119749692	0.0368896590085	0.41521598569	0.422875474552	0.026745771059	-0.183845000819	-300.0	0.585128796813	0.586218336689	0.032323618595	0.545448610985	0.546300440015	0.0212547350647	-0.540547657712	-300.0	0.347363160099	0.346648656522	0.0414732293199	0.32854731124	0.324886414424	0.0326650324241	-0.461896971946	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.162246061163	0.142337898963	0.0575475825799	0.139037713402	0.124088905547	0.0422498402236	-0.0565892722143	-184.380850597	0.538964504926	0.546286013966	0.0337830933041	0.403257649124	0.409653998031	0.0285416360032	-0.172199435451	-300.0	0.469404006438	0.468528926862	0.0293712687143	0.443075650483	0.442353112547	0.0225224742365	-0.367570848057	-300.0	0.320443992527	0.325361674788	0.0335087463246	0.31781811932	0.314338299227	0.0327031173343	-0.148167640801	-268.72461755
AR	-2.9986960778	6.4303512778	3.4316552	0.115913152152	0.0966762480251	0.0453229044794	0.0962498019994	0.0837344874483	0.03418409249	-0.155078823401	-76.33423978	0.527911769847	0.535396130326	0.0411942783522	0.399470067649	0.408623086403	0.0269253506474	-0.128772688821	-300.0	0.472246561352	0.474592186728	0.0374345516204	0.452851779792	0.452900931957	0.0250131191636	-0.301826889033	-215.223241366	0.291285467387	0.293631978609	0.0478679881532	0.288863646193	0.283827205392	0.0425963682544	-0.19702232519	-59.0036974502
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.114559821514	0.0973436669141	0.0505447686744	0.0955462369307	0.0815238677625	0.0424782397991	-0.0662865607636	-283.453792027	0.606440025859	0.612553353963	0.0275292496337	0.458393767281	0.464299436725	0.021594667892	-0.143194565598	-300.0	0.482380667396	0.484073031855	0.0153767694795	0.461727696555	0.463120673185	0.0123779799586	-0.573758664059	-300.0	0.398277540125	0.40257628279	0.0311045715223	0.388433321823	0.388650549824	0.0307227832413	-0.235249509125	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.0747724822183	0.0636762206694	0.040520124293	0.0892307698919	0.0757915743604	0.0490489592253	0.0485452989193	-26.8168169995	0.501312909352	0.508120411243	0.0340124977099	0.38670947529	0.393741473662	0.0250617831857	-0.113890800889	-300.0	0.48191327036	0.484778190435	0.0265700962603	0.460074774727	0.462819532119	0.0188144535847	-0.434268048745	-300.0	0.332454092774	0.334356102885	0.0411804802612	0.318200203774	0.320907199932	0.0308998360121	-0.313676125414	-147.679191459
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.174911650506	0.15437069789	0.06005655574	0.146314251317	0.133911543683	0.0455522828591	-0.0808370116628	-300.0	0.589081454327	0.595524463696	0.0352812900397	0.444732754264	0.452507768197	0.0278611743087	-0.131664573799	-300.0	0.641952273187	0.641660287443	0.0287193144989	0.617701845024	0.616768684445	0.0222305046517	-0.358914528318	-300.0	0.315107862711	0.320150840862	0.0465396478145	0.311008437253	0.30972397316	0.0377723195107	-0.104113123575	-247.434142056
BCL6	-2.5050076889	5.507985	3.0029773111	0.208827201198	0.190530465696	0.0560083707256	0.189891506053	0.17756151104	0.0428059470029	-0.0157732816116	-89.7044538638	0.522129057147	0.528890667341	0.0350739255861	0.403021706446	0.41051994602	0.0249137927533	-0.112202562898	-300.0	0.535797372195	0.5348819719	0.0239157034889	0.515244655867	0.514645608411	0.0164969274422	-0.4149055063	-300.0	0.348257183351	0.349984031041	0.0418757196552	0.337263619545	0.337084307644	0.0370171566831	-0.282579758353	-226.441523696
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.139744697973	0.11970260424	0.0546948849394	0.113010713946	0.0997448615235	0.0447489036934	-0.124071325168	-192.484834568	0.509821371153	0.517597509689	0.0352137881561	0.396061019597	0.403902577602	0.0283620193425	-0.0800987592401	-300.0	0.579882608683	0.58401686294	0.0418996329859	0.560330882352	0.561837569648	0.0308354863299	-0.196858818405	-300.0	0.344755560646	0.347369793521	0.035981744491	0.339664718183	0.337150142791	0.032823507608	-0.190886257708	-148.434881819
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.101904954485	0.0885378438004	0.0562767467177	0.116672136007	0.0953273915855	0.0709042046698	0.0695053938729	-40.603700123	0.538921458302	0.5460881199	0.0413858163081	0.412503981251	0.421856265905	0.0258688583519	-0.0966287889031	-300.0	0.461096069874	0.462208495269	0.0274979566393	0.445596050985	0.446058232983	0.0182988960939	-0.288028794743	-300.0	0.326772844569	0.327935293636	0.040578931479	0.326124166641	0.31993449488	0.0320563285453	-0.186969718036	-112.721707688
