FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	FLR_95_H1hesc_protection_mean	FLR_95_H1hesc_protection_median	FLR_95_H1hesc_protection_std	FLR_95_GM12878_protection_mean	FLR_95_GM12878_protection_median	FLR_95_GM12878_protection_std	FLR_95_protection_ks_stat	FLR_95_protection_ks_pvalue	FLR_95_H1hesc_tc_mean	FLR_95_H1hesc_tc_median	FLR_95_H1hesc_tc_std	FLR_95_GM12878_tc_mean	FLR_95_GM12878_tc_median	FLR_95_GM12878_tc_std	FLR_95_tc_ks_stat	FLR_95_tc_ks_pvalue	FLR_95_H1hesc_fos_mean	FLR_95_H1hesc_fos_median	FLR_95_H1hesc_fos_std	FLR_95_GM12878_fos_mean	FLR_95_GM12878_fos_median	FLR_95_GM12878_fos_std	FLR_95_fos_ks_stat	FLR_95_fos_ks_pvalue	FLR_95_H1hesc_flr_mean	FLR_95_H1hesc_flr_median	FLR_95_H1hesc_flr_std	FLR_95_GM12878_flr_mean	FLR_95_GM12878_flr_median	FLR_95_GM12878_flr_std	FLR_95_flr_ks_stat	FLR_95_flr_ks_pvalue
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.0939905046671	0.0138743515405	0.180294719945	0.0199398982686	0.0114085878428	0.0201517507507	-0.101061511385	-5.31627549904	0.527582110751	0.534676492446	0.0475160953678	0.391646830477	0.400586338157	0.0318931889365	-0.0915077073797	-300.0	0.405034288367	0.405202127938	0.0232176913469	0.393084852395	0.392366815898	0.0175006325455	-0.296467123314	-300.0	0.313439270269	0.313527954153	0.0137433940914	0.304046305848	0.303609344991	0.0126377493907	-0.503893142368	-300.0
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.133691456307	0.0108756638097	0.25958754919	0.0171265779151	0.00911631613494	0.0192956988501	-0.134427088244	-1.93984446162	0.492834248886	0.502499080944	0.0410761928582	0.37116346382	0.380304460889	0.0339034065723	-0.0593676098903	-300.0	0.325743592974	0.324411173211	0.036752361548	0.317858342139	0.314657349691	0.0245130280966	-0.16014383454	-50.1281462938	0.287929458787	0.287416390029	0.0170100863177	0.278500113137	0.278453717324	0.0135138187022	-0.492490344037	-300.0
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.124557577389	0.0133723260388	0.235506046479	0.0190374731665	0.00912904943802	0.0198146688778	-0.0888146849002	-2.51062321486	0.570205315015	0.577393075079	0.0419008208148	0.42361276497	0.432538213003	0.0276213729008	-0.113166448359	-300.0	0.430384416915	0.430975015818	0.0217604303422	0.417930454446	0.417951661942	0.0169599626211	-0.312612530086	-300.0	0.319460182223	0.319253633531	0.0149820987926	0.309646886201	0.309479874253	0.0124916029764	-0.52209195666	-300.0
E2F3	-0.9704539	7.6233014444	6.6528475444	0.0193177637297	0.0060343416041	0.020861406178	0.081546979832	0.0127571176107	0.186350358891	0.0298547653824	-2.71087094188	0.520188489076	0.520873470028	0.0460436147311	0.384797849434	0.390438952273	0.037733895505	-0.0295319406075	-300.0	0.466439200652	0.464902930576	0.0276776856467	0.458520096115	0.456125761347	0.0231481278229	-0.12223117432	-300.0	0.363554714381	0.363116310184	0.0207241757382	0.356919518737	0.356772109039	0.0186582765051	-0.30409334416	-300.0
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.0967291385515	0.013893882973	0.212258954828	0.0206295478837	0.00554051019842	0.0220334183113	-0.0420969500818	-3.23334418118	0.5299154008	0.53560762421	0.0370725159642	0.404931554374	0.409886699324	0.0306031830845	-0.0480914607612	-300.0	0.393497884086	0.393585064438	0.0213544745606	0.385833054644	0.3869725487	0.0186703549113	-0.151761317098	-229.795296015	0.341637182816	0.341432424446	0.0156722694615	0.336146159491	0.33601090186	0.0110350160673	-0.295391307494	-300.0
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.0384735419268	0.0144313276765	0.129035037607	0.0204763854432	0.00452053433323	0.0195225630211	-0.123694401306	-12.2811142056	0.579433578497	0.586911200099	0.0455354003026	0.433331980961	0.441282661074	0.0316626835561	-0.0665467075673	-300.0	0.455878195763	0.456329128055	0.0186764096163	0.447794226408	0.448980894749	0.0152445486549	-0.229904360912	-300.0	0.342276900354	0.343524902726	0.0143338043633	0.337965463618	0.337993147297	0.0123556166827	-0.285890813268	-300.0
GABPA	-0.7648685556	8.661842	7.8969734444	0.20956627355	0.0135363681108	0.359589957146	0.0214917562848	0.0039675029785	0.0245092373753	-0.124665371818	-1.08024704633	0.308769454216	0.310383871178	0.0357432447426	0.420221087499	0.421769128857	0.0389900613614	0.0441916068701	-300.0	0.461637995712	0.458697673273	0.0296258780731	0.466363959865	0.459347690518	0.0419998958492	0.0223789820861	-31.7653190461	0.306627146645	0.306379634469	0.0271249745126	0.302212308118	0.302042556569	0.0252985562627	-0.139482756296	-300.0
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0192525631041	0.00586327280599	0.021129042988	0.0596779514989	0.0121628380005	0.147577794634	0.0430738544458	-4.66018463019	0.562381397835	0.562850367542	0.0449773601799	0.413110517801	0.416424237761	0.0388678511095	-0.0319678891583	-300.0	0.463117276821	0.460483275523	0.0336059943228	0.460077268079	0.454751742221	0.0264997783819	-0.0451240330415	-300.0	0.341806045957	0.341476808488	0.0233517691189	0.336935094367	0.33680039462	0.0229988232547	-0.183252671982	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.103410187182	0.0146644502529	0.214081910026	0.0202991859586	0.00981598853877	0.0205271581737	-0.0405467028158	-2.64235995902	0.492636164533	0.499351294126	0.0398136402865	0.378099866213	0.384721468579	0.0279062838079	-0.0302390395514	-300.0	0.532381033383	0.533498203929	0.0300858753289	0.522508064735	0.524795108912	0.023651503822	-0.165694752766	-129.180238171	0.328072683444	0.327718627157	0.0156738300157	0.322641415394	0.323014671488	0.0128384636893	-0.317132170192	-300.0
REST	-0.6212560778	8.5147308333	7.8934747556	0.0788863472604	0.0128439750573	0.178555128082	0.0190128695741	0.00700783979633	0.0193801101767	-0.021037451347	-4.08585060791	0.333942193645	0.340046829081	0.0379039192554	0.430683783086	0.434521909195	0.0434298394391	0.119859198173	-300.0	0.649331864655	0.649111496197	0.0277933594214	0.643011058499	0.641603261983	0.0241981995183	-0.0890913515897	-210.974673843	0.331714971502	0.331880572208	0.0177621103195	0.327877173018	0.32781787857	0.0168430815178	-0.159638705394	-300.0
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0192932725658	0.0106899218113	0.0202364178002	0.0771858527924	0.0130184853067	0.168149721682	0.0709947914527	-2.74188957197	0.534281718188	0.535559821499	0.0377503221685	0.397149791348	0.399593087883	0.0333073235911	-0.0355119673157	-300.0	0.505609682936	0.505098649095	0.026339017588	0.502679745344	0.500783828685	0.01992432275	-0.053639891613	-300.0	0.308868483256	0.308825013021	0.016377725868	0.305139714193	0.305137007095	0.0152276011185	-0.146092330006	-300.0
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.161418126537	0.0621901608565	0.270698800491	0.0190591050808	0.0134386419337	0.01680440141	-0.264606755741	-4.1143270353	0.540398984384	0.545565524627	0.0316875270524	0.415304684743	0.420995225071	0.0244037479937	-0.0575914844328	-300.0	0.467387200008	0.467135655387	0.0413102722966	0.460170358882	0.461668692439	0.0299509797682	-0.0772995038817	-36.2372109418	0.291916054256	0.292108503735	0.0111109673081	0.2886453426	0.288689911409	0.00850555719678	-0.22889490453	-300.0
TP53	-0.5304638611	9.9692148611	9.438751	0.138879804905	0.027646466529	0.241081139646	0.0202706470252	0.0133570222231	0.0223083609275	-0.11135896893	-3.11959447734	0.361558508724	0.366559805024	0.0335879867702	0.47025365479	0.477693309184	0.0393307546331	0.0258443199408	-300.0	0.549833407291	0.550408168555	0.0343083854743	0.544919770469	0.544071012464	0.0275466152887	-0.055521934444	-47.8132701356	0.296061650003	0.295984062327	0.0182055445883	0.292732169474	0.292615886273	0.0153535481883	-0.131899997329	-300.0
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0556882834821	0.0136948684807	0.141613236628	0.020205093027	0.0052190639198	0.0213807353932	-0.0091900570686	-6.73098846875	0.553409333772	0.552796460762	0.0451824296419	0.406214901595	0.409295045433	0.0394693236095	-0.0194464578367	-300.0	0.451098641168	0.446544715495	0.039390676416	0.451047630695	0.442452215446	0.0296697856419	-0.00108785832625	-169.848219437	0.331271526373	0.330642655433	0.0269534348822	0.327615053703	0.327231443647	0.0243763974118	-0.10162832009	-300.0
HLTF	-0.5141725	8.3729281667	7.8587556667	0.02016733719	0.00803486971951	0.0221618305681	0.0901414381376	0.0126585677312	0.210164004812	0.0569659379945	-1.45425567065	0.570650558837	0.575328877902	0.0413787528685	0.431755491809	0.436072915284	0.0369315765558	-0.0375037840637	-300.0	0.480673804181	0.479314255116	0.0351893624294	0.475982798943	0.473253887795	0.0279002801466	-0.0419798698441	-98.7994092832	0.310387921053	0.310159421324	0.0176606752163	0.306679511717	0.30665126351	0.0172128151186	-0.128293082001	-300.0
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.1364569171	0.032798144205	0.239872963239	0.0204475533696	0.0137374233027	0.0219328802296	-0.0928091842152	-3.0587883466	0.388909035553	0.398405170731	0.0316470754549	0.502148970348	0.510975932246	0.0464704450872	0.00296838589033	-300.0	0.626847656462	0.626144224919	0.0242312454038	0.619859006965	0.619799818748	0.0215571641984	-0.102951988552	-73.9749274855	0.303668587819	0.303412062974	0.0129657932452	0.300551297913	0.300278008285	0.010838949258	-0.167112037693	-300.0
MAFB	-0.3975071222	5.0393535	4.6418463778	0.0205204023486	0.00543385696437	0.0216302024691	0.0677426771727	0.014032491943	0.171078565101	0.00120846819567	-4.1623946049	0.540843038857	0.547697494222	0.0459288529283	0.407937535629	0.415437741943	0.0373494022921	-0.0259468548144	-300.0	0.48382641488	0.483697719098	0.0259617945563	0.486779210614	0.48405100365	0.0321097313147	0.0415720430403	-9.73799902466	0.31494281208	0.315281059821	0.0182302218655	0.311932292434	0.312211085482	0.0170041391298	-0.0996553463891	-300.0
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.110332529913	0.0150563585315	0.261306962729	0.0216404676903	0.00524029794146	0.0221450878543	-0.060184585153	-1.63310037184	0.530053944635	0.531576867204	0.0435834032812	0.394388073539	0.400215602274	0.0338696264442	-0.0267050971348	-300.0	0.500535537447	0.498688569524	0.0385516529219	0.497365435745	0.493795709444	0.028878116176	-0.00245070341712	-62.5382816955	0.344436007835	0.344393673302	0.0239048238985	0.341703545168	0.341278851906	0.0205043670809	-0.094732610903	-300.0
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0620261480048	0.0132375156601	0.174119640354	0.0200106344367	0.00229750416902	0.0211687619479	-0.158317407576	-9.68791090096	0.528274123637	0.536755066156	0.0468894235766	0.395482428467	0.404321078191	0.0346580902152	-0.0150796221483	-300.0	0.456657753309	0.45535105297	0.0249094907737	0.456999665326	0.456781808482	0.0354693125946	0.0289845470171	-18.0888583254	0.348675874363	0.348572091775	0.015475891372	0.344579568242	0.345038793226	0.0117387374917	-0.209691642074	-300.0
INSM1	-0.3575675111	6.7003285	6.3427609889	0.111358470296	0.0240699175316	0.19911265926	0.0205128397376	0.0137382003358	0.0216467420919	-0.0460994890172	-4.54216303405	0.596235054424	0.599322333312	0.0443825223268	0.445407703681	0.450402724254	0.0357539225177	-0.0402898423578	-300.0	0.491073549859	0.49024234875	0.0326714455329	0.488357286088	0.485775742276	0.0272663327697	-0.0105370809898	-93.2913405175	0.296954859633	0.29671832149	0.0172521856512	0.294760355518	0.294567112419	0.0160619315524	-0.0409305113417	-300.0
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0915494855836	0.0188937251188	0.175388108075	0.0209268430332	0.0141839671151	0.0213836487993	-0.0401627616234	-5.22179014818	0.560315105213	0.563057226576	0.0363174860202	0.42413110207	0.42780250595	0.0330933534196	-0.0382842629525	-300.0	0.490067042015	0.490479971804	0.0260132733073	0.486471365424	0.485553238759	0.0222390843286	-0.0396678891091	-146.353764059	0.318966070654	0.318761471966	0.0140269260239	0.316171226654	0.316011094688	0.0139893041502	-0.102109843005	-300.0
MECOM	-0.3505778778	2.913285	2.5627071222	0.0713330594513	0.0139046189064	0.216602935446	0.0201676853483	0.00466340278893	0.0207591693008	-0.0558821776639	-2.51228972917	0.334216923983	0.341448240588	0.029436701539	0.428607720257	0.436491693278	0.0422349458676	0.0462612463939	-300.0	0.457537361548	0.457286264968	0.0289524562123	0.459886506924	0.461333189975	0.033880867597	0.0066734068491	-17.3385789691	0.298962979766	0.298509464854	0.0147982187605	0.295792617601	0.295874130897	0.0145234016491	-0.170078444693	-300.0
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0206040372128	0.00697146017776	0.0213642372517	0.0933524325093	0.0141175732719	0.207234837634	0.0254478208809	-2.01083366347	0.491556861368	0.498736665465	0.0414672745742	0.37423597297	0.380827075643	0.031983590463	-0.00365724244561	-300.0	0.571191321786	0.572233696556	0.0294141878408	0.565700867431	0.567251073373	0.0252092777672	-0.0573485766657	-116.834614177	0.313788695161	0.313709879912	0.0151351586751	0.310716716055	0.310827595388	0.0145939275481	-0.138413202237	-300.0
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.522850178604	0.517446701965	0.424485672911	0.0180762679228	0.0106568165831	0.0214209239419	-0.349589780834	-1.06547707981	0.315656381164	0.330512359972	0.039968341118	0.387537540799	0.396602654288	0.0548929638521	0.32161740972	-300.0	0.446685652942	0.443235582672	0.0417454269709	0.447537557634	0.44504171472	0.0577098598408	0.0509402843839	-0.816342313201	0.307784148448	0.306747002125	0.022976745541	0.308744940949	0.308725157194	0.0343445328049	0.0156489284275	-12.5245401829
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0757637644048	0.0135513622045	0.166522816948	0.0206285804239	0.00571366081564	0.0216715171642	-0.00453695938929	-4.83037641081	0.560279594699	0.563096602965	0.0381482049059	0.424199673056	0.428068415544	0.0337140710387	-0.0355347343836	-300.0	0.487842742594	0.488370775502	0.0258340986783	0.484656613393	0.483871057831	0.0223005214003	-0.0283445163868	-139.384896569	0.306655010623	0.306544680572	0.014501557005	0.304012784449	0.303948792822	0.0136409708936	-0.0853652838061	-300.0
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.109557909689	0.0129750241947	0.22174892258	0.0193801895549	0.00757646495306	0.0205640952764	-0.0370733403439	-3.04361002409	0.530522182704	0.536836678331	0.0385184924414	0.400429983838	0.404077117056	0.0294767438357	-0.0326092492354	-300.0	0.391310514844	0.390814668982	0.0203223551035	0.391713915079	0.391468685662	0.02472948971	0.0325783369233	-14.5772730409	0.270330760802	0.270333568769	0.0149937994236	0.267945030697	0.268211426633	0.0136549247513	-0.0731724676707	-300.0
CTCF	-0.2180552611	8.924475	8.7064197389	0.0182139680121	0.00587244916985	0.0196274455615	0.0561826696866	0.0119620477994	0.141590614646	0.0632175535138	-5.10044469187	0.55291887351	0.553657311028	0.0488734087364	0.412433362948	0.41637962947	0.0380505461349	-0.00298547853025	-300.0	0.512285378886	0.511886856705	0.0223801618223	0.508887890425	0.507913641686	0.0193963356867	-0.0318673292306	-300.0	0.328557522071	0.328358042424	0.0191127482877	0.325895843095	0.325981067069	0.0163401335322	-0.0704599879873	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.021422923929	0.00605474164971	0.0216549930681	0.0842905123894	0.0148753415498	0.186249301075	0.00862338990115	-3.68363879465	0.59704689197	0.603739002774	0.03868935274	0.452079907084	0.457471388069	0.0304052220462	-0.0394268824823	-300.0	0.487567993007	0.486314918851	0.0231914070083	0.487795247677	0.487609224269	0.0284997834608	0.0355577844361	-11.2904399321	0.308316262196	0.308193613957	0.019141647329	0.306321532189	0.306148275067	0.0166852766247	-0.0496479823368	-193.989923972
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0681203444705	0.0135300609876	0.163878941622	0.0206104792194	0.00328450498328	0.0215096867536	-0.0525180127985	-5.88518032405	0.598345332745	0.603489152964	0.0278270313549	0.444699996447	0.446060731432	0.0271133700739	-0.0498456919651	-300.0	0.403944252132	0.402713691226	0.0331338172604	0.399700379716	0.40053027687	0.0269551506984	-0.00334782383668	-45.1383091354	0.262918862904	0.263456231875	0.0142396443601	0.261860487541	0.261781424398	0.0124243267216	-0.0378800322433	-300.0
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.0188620189635	0.00791360093029	0.0208749407952	0.0931956281908	0.01302170704	0.207476126214	0.0886840444774	-1.50198419788	0.54491626757	0.54931291129	0.0404493002649	0.404624654312	0.408155045226	0.034358651495	-0.0296047984641	-300.0	0.484274637105	0.483585702531	0.0181284670262	0.485170498027	0.483598524611	0.0256582122394	0.0221062643091	-24.7612955887	0.29036379844	0.290538021046	0.0194309643861	0.288508682739	0.288628534636	0.0150409264296	-0.0131467107649	-218.982745264
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.112433342264	0.015234117732	0.236865716687	0.0181480888157	0.0121049552631	0.01766488975	-0.0074588383163	-1.90884626717	0.283614096119	0.292814308393	0.0319469856965	0.349315580561	0.357545356901	0.0438229858853	0.208688600664	-300.0	0.419208407316	0.418871142208	0.0209575951956	0.419310794089	0.421189665667	0.0254015956697	0.0313741422896	-6.60971028962	0.295900514721	0.295222942183	0.0119009778738	0.296071443964	0.296167657224	0.0163674386924	0.00363730146533	-52.1740128837
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.0189210297078	0.00893468706858	0.0203638442243	0.0771188412562	0.0121151166166	0.173261308434	0.0766471170658	-2.87844087989	0.522926748196	0.529066032363	0.0394826321638	0.392829007426	0.396331528761	0.0328061752946	-0.010779570145	-300.0	0.475921980557	0.475698147061	0.0223756689768	0.477180903986	0.476002025399	0.02680829078	0.0425888868637	-17.8219459863	0.300039560387	0.300064277256	0.0152136647023	0.301477656267	0.301837651001	0.017326076461	0.00340599656403	-283.898042495
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.169172593458	0.0324203356691	0.280608716617	0.0467997307787	0.0225855221106	0.0503813568176	-0.0135808837353	-0.970907382317	0.591637486799	0.59734707346	0.0325179935759	0.456611764044	0.463892002945	0.0239801723314	-0.0490188636326	-300.0	0.398103401839	0.397646461355	0.0264926014393	0.394804600826	0.39473755823	0.0160425533254	-0.0738084514568	-23.8858245758	0.336542532724	0.335789528288	0.0132441865997	0.334425622001	0.334129171169	0.0125566722267	-0.0643219537878	-124.773232307
USF1	-0.1057473167	7.4895785833	7.3838312667	0.074308068859	0.0131643944356	0.1724496386	0.0198020780935	0.0101394825043	0.0210490860824	-0.0284402598167	-3.83018457815	0.300791885238	0.304582079278	0.0395688179931	0.389711915137	0.393447881218	0.0472172428563	0.239984741218	-300.0	0.417664687948	0.415693092179	0.0306082012794	0.419765784479	0.415785566219	0.0385024240437	0.0428403636749	-9.56139353426	0.336618346001	0.336027507257	0.0299884428571	0.334985338727	0.3342691183	0.0184182043423	-0.00825571525299	-167.555727633
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0197119420399	0.00702530241796	0.0207559331996	0.079852056616	0.013259234983	0.175861285088	0.0529137506428	-3.4721644112	0.398613081407	0.4041214039	0.0386653627433	0.53316944492	0.533516564375	0.0480222558096	0.00602079487786	-300.0	0.554014249858	0.551825650133	0.0255643690075	0.557134792659	0.555534553964	0.0301334288402	0.00411962676287	-114.657785932	0.334906260376	0.334599162759	0.019572633157	0.332922039646	0.332886379193	0.0163196211616	-0.0366453693796	-300.0
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.138711583984	0.0778707574981	0.242009111791	0.0204715607552	0.0148538345901	0.0205123694935	-0.232952430133	-5.22707072155	0.351798023556	0.357973952015	0.0331580074601	0.452609128393	0.460856542233	0.039949512091	0.0466066978798	-300.0	0.620263972083	0.621660890219	0.0303128892255	0.615663600281	0.61857355212	0.0251783336338	-0.0188529733145	-33.6070001755	0.285272563751	0.285653836366	0.0159096287542	0.283549059674	0.283898151224	0.0130161864362	-0.0668423375693	-239.094891311
ZNF143	-0.0648688222	6.154257	6.0893881778	0.106942335649	0.0216769346378	0.20881508456	0.0217982887158	0.0145011675932	0.0226281001527	-0.00474117401066	-2.29712680234	0.585832906969	0.592620221875	0.0378808429488	0.448585604783	0.454676939208	0.0297664380873	-0.0368297439531	-300.0	0.478664819958	0.478143676965	0.0225050337031	0.479323460859	0.480069761406	0.0251399577499	0.0239103296998	-14.830219406	0.338272719647	0.338214381954	0.0177457650808	0.336358796647	0.336392078009	0.0159791520762	-0.0133514147823	-103.569510115
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.124522373725	0.0619316401404	0.225291177134	0.020761246899	0.0151083261421	0.0197245790577	-0.173353226988	-4.49062123109	0.495784275159	0.502029850078	0.0340079029264	0.367780124766	0.369600344979	0.03079832529	-0.017255048889	-300.0	0.538529337698	0.536956663611	0.0360574874009	0.531657748648	0.534101579891	0.0271207535708	-0.0459077092521	-68.7790430377	0.287033150641	0.286496927393	0.0124198056145	0.284917907048	0.285108873096	0.0104641891744	-0.0793012491516	-300.0
