FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PIQ_80_H1hesc_protection_mean	PIQ_80_H1hesc_protection_median	PIQ_80_H1hesc_protection_std	PIQ_80_GM12878_protection_mean	PIQ_80_GM12878_protection_median	PIQ_80_GM12878_protection_std	PIQ_80_protection_ks_stat	PIQ_80_protection_ks_pvalue	PIQ_80_H1hesc_tc_mean	PIQ_80_H1hesc_tc_median	PIQ_80_H1hesc_tc_std	PIQ_80_GM12878_tc_mean	PIQ_80_GM12878_tc_median	PIQ_80_GM12878_tc_std	PIQ_80_tc_ks_stat	PIQ_80_tc_ks_pvalue	PIQ_80_H1hesc_fos_mean	PIQ_80_H1hesc_fos_median	PIQ_80_H1hesc_fos_std	PIQ_80_GM12878_fos_mean	PIQ_80_GM12878_fos_median	PIQ_80_GM12878_fos_std	PIQ_80_fos_ks_stat	PIQ_80_fos_ks_pvalue	PIQ_80_H1hesc_flr_mean	PIQ_80_H1hesc_flr_median	PIQ_80_H1hesc_flr_std	PIQ_80_GM12878_flr_mean	PIQ_80_GM12878_flr_median	PIQ_80_GM12878_flr_std	PIQ_80_flr_ks_stat	PIQ_80_flr_ks_pvalue
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.117938446764	0.0373432448809	0.218532931401	0.00769424733301	0.00467881914623	0.00943067153972	-0.195236261009	-11.9825171541	0.544827022106	0.551548879479	0.0359284214028	0.42352040488	0.432348454059	0.0235420669428	-0.0939556074585	-300.0	0.25831353623	0.254184116722	0.0198372118994	0.259842832315	0.255709117482	0.0352128429269	0.0276481091254	-23.5229236304	0.313530949571	0.313527954153	0.0257127502842	0.305062645498	0.30385827914	0.0164293744418	-0.34639466639	-300.0
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.228206901205	0.103068352713	0.30518159772	0.00895536349429	0.00659738017955	0.00678222249686	-0.386656166355	-6.1602966408	0.334081868444	0.343555129987	0.0314369416457	0.411436558487	0.421375111314	0.0372901940271	0.0441286772491	-300.0	0.230648589074	0.225590513074	0.0311316525279	0.236087932867	0.228101933679	0.0398036515292	0.0486200950323	-4.73974690639	0.288185698363	0.287416390029	0.0204850651007	0.279777592812	0.279039879359	0.018791292735	-0.349690671814	-300.0
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.171193253268	0.0245716196835	0.279564229595	0.00768128835707	0.00381100125249	0.0106828905177	-0.097962229295	-4.54127963261	0.577720904074	0.58342872718	0.0313818400177	0.445731121351	0.452451526326	0.0215128674312	-0.0986694136505	-300.0	0.207596394388	0.20423243039	0.0235504879759	0.209830799793	0.204689866489	0.0353275343416	0.0531961044244	-9.13345380732	0.320521644436	0.319253633531	0.0232674810945	0.311053290025	0.310105976605	0.0161988870955	-0.415794584057	-300.0
E2F3	-0.9704539	7.6233014444	6.6528475444	0.120838721234	0.0234172881643	0.233827698668	0.00709133810347	0.00423640095719	0.00864095097533	-0.00794563175328	-5.97445333008	0.558758365053	0.565104283235	0.0378908217891	0.440833087365	0.450892288486	0.0300011286736	-0.0365406890619	-300.0	0.425279888779	0.420392003206	0.0277973103464	0.428273933386	0.420625340227	0.0403993324047	0.0357538643728	-101.078295033	0.308997582543	0.30850161092	0.0324102337502	0.303369419592	0.302886927124	0.0226662503454	-0.123495127699	-300.0
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.183450746329	0.0426904759754	0.286666952637	0.00803659562776	0.00458121417097	0.0105562266786	-0.141974635749	-5.9319554163	0.543984776848	0.550958885791	0.0283917074792	0.432982957842	0.439702524904	0.0240174518608	-0.0452418515989	-300.0	0.302568694895	0.299173898036	0.0261941265547	0.306890940556	0.301999005951	0.0383303291643	0.0567188683579	-16.6406051842	0.341841129882	0.341432424446	0.0160119020228	0.335907099021	0.33591339008	0.0151438431121	-0.285357432903	-300.0
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.00821438535789	0.00513941905311	0.00925092826693	0.0718931906913	0.00921534996534	0.177206196093	0.131714873282	-4.17956804237	0.517798737803	0.523576864636	0.0303379780108	0.413194038142	0.419448008237	0.0221318017029	-0.0426330338225	-300.0	0.443535826186	0.440224579014	0.0225528056343	0.444497654464	0.440751450049	0.0288888846588	0.0401851907695	-15.1683587951	0.366634836784	0.367695332175	0.0150288485909	0.361274634686	0.361757535414	0.0107039501893	-0.332354718789	-300.0
GABPA	-0.7648685556	8.661842	7.8969734444	0.473001532666	0.423047739136	0.431988272599	0.00781092070785	0.00361231072573	0.0129586318398	-0.275414596979	-1.96372507006	0.360548343167	0.368263163095	0.0363267462184	0.461515169929	0.469091918067	0.0452192914719	0.114360793138	-300.0	0.294678970537	0.289423862866	0.0288617570422	0.305661774588	0.296050352896	0.0440344880617	0.0130199430199	-71.0932544168	0.306570305542	0.306565074515	0.0352992792227	0.302189750626	0.301757032987	0.0242123228699	-0.0807034854707	-300.0
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.00762678595825	0.00435781033514	0.00962277161564	0.0754394519821	0.0119181611873	0.172215626415	0.0927921938216	-7.97495269005	0.595363176557	0.602039551922	0.037299360081	0.465091079255	0.474972836895	0.029727894197	-0.0404536781682	-300.0	0.331251565148	0.325700582857	0.0280175955271	0.34236804226	0.331209089363	0.0436937367204	0.0138466649871	-292.902015105	0.341929496402	0.341678678632	0.0308420497384	0.337235731947	0.336879747917	0.0230207699465	-0.0948268364494	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.00821436041612	0.00444908149825	0.0111423963143	0.12121523345	0.0157809813654	0.260143872451	0.0893124084689	-2.36816521552	0.499696453075	0.505530743892	0.0317818339409	0.39983849191	0.407068618183	0.0223442608937	-0.0234056632451	-300.0	0.428816670726	0.425963929246	0.0265765784035	0.435346329741	0.429233563463	0.0392994260015	0.0416646720919	-9.41744021284	0.327945651653	0.327718627157	0.0168924450313	0.32171011286	0.322432450443	0.0164650896271	-0.321735192129	-300.0
REST	-0.6212560778	8.5147308333	7.8934747556	0.114458990001	0.0541061299498	0.215912376282	0.00661637076437	0.00348950918883	0.00904266252996	-0.1251749704	-9.61967779013	0.379229668118	0.388530762439	0.0293395008799	0.461105355552	0.469633781659	0.0356181711335	0.0757020441665	-300.0	0.47387031964	0.469808964147	0.0244484377353	0.478041403843	0.470423883103	0.0377604619579	0.0571965449232	-35.0613789621	0.331749697178	0.331957592125	0.0245645247144	0.327748945647	0.327706221513	0.0177890108151	-0.100989428947	-300.0
ERG	-0.5708799333	3.9203937778	3.3495138444	0.109212893909	0.0425047872501	0.201655501087	0.00810010888392	0.00498995813775	0.0102247242142	-0.0690931826839	-11.3140523452	0.399554811474	0.408111693285	0.027070911748	0.500660358589	0.508674742893	0.0340313604865	0.0115828589634	-300.0	0.353549964909	0.350513866137	0.0220340298588	0.35789024462	0.353554186942	0.0299699790278	0.0514299782782	-70.2133018719	0.308991457572	0.308825013021	0.0229932934839	0.305264859437	0.305186021757	0.0160884772758	-0.126392902275	-300.0
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.144392519985	0.0299962635754	0.288636286744	0.00791027032914	0.00448056549758	0.00851081062179	-0.123655889915	-4.16109032498	0.363567804532	0.370594143669	0.0248057935119	0.446450904343	0.452781194363	0.0311439237233	0.0342032690033	-300.0	0.341658321308	0.338374332691	0.0248411989095	0.346793295999	0.34237652886	0.0329248458188	0.0359456336405	-8.34114018479	0.291960167865	0.292108503735	0.0135203182832	0.287324510875	0.28793801661	0.0111810760696	-0.223143546185	-299.978402021
TP53	-0.5304638611	9.9692148611	9.438751	0.165979845609	0.0669182680167	0.246538246661	0.0077530969614	0.00458427071332	0.0111944232239	-0.268983303882	-9.40867121233	0.391804936369	0.40049196702	0.0276326262193	0.486225952868	0.494476279318	0.034064705426	0.0208815359623	-300.0	0.269336460779	0.265185520044	0.0320117872556	0.278547138255	0.269514189317	0.0445823054053	0.0299795999467	-17.0879910027	0.282787854165	0.282270488446	0.029129191654	0.279758454213	0.279147814636	0.0162031806001	-0.0801949131265	-150.782108373
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.00752482749021	0.00420295308312	0.0106246811399	0.0727215320518	0.00838053569666	0.170537935805	0.133594253692	-5.55618495808	0.590893336402	0.598492840601	0.0414409004834	0.460400917167	0.471138292525	0.0326308409809	-0.021411606627	-300.0	0.438154435137	0.425540645659	0.0457982872646	0.422791349001	0.415831440951	0.0295223323706	-0.0314383917697	-300.0	0.331486773526	0.330909380426	0.0370666768905	0.328433937043	0.327213885153	0.0254653001302	-0.0401502545205	-300.0
HLTF	-0.5141725	8.3729281667	7.8587556667	0.148249012259	0.0392089087554	0.266331107346	0.00848550568511	0.00497676676045	0.0109492601586	-0.223127622596	-8.57188885192	0.595439099214	0.602622672909	0.0327094618749	0.467067951287	0.475411109304	0.0255120979578	-0.0386950373731	-300.0	0.278112481424	0.271695566315	0.0337388675786	0.289592669858	0.277986106696	0.0509528547735	0.0194000213849	-45.5396819491	0.310456601307	0.310203727809	0.0254907680228	0.307066694361	0.306610402497	0.0174052601692	-0.082386949389	-300.0
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.218127260805	0.122447164593	0.291776334533	0.00707489401602	0.00488274684499	0.00884188977128	-0.204826535044	-6.68305675897	0.40472357821	0.412107821303	0.0268728708873	0.499623531858	0.507376538654	0.0330557354791	0.00337091242267	-300.0	0.433902501306	0.429920977427	0.0310696011476	0.441702056574	0.435042098749	0.0472545722122	0.0388459293185	-12.5042045719	0.303651767238	0.303412062974	0.0192996821029	0.300886625005	0.300258285995	0.0138069980111	-0.0992116236172	-160.950865821
MAFB	-0.3975071222	5.0393535	4.6418463778	0.00926088092055	0.00598087247817	0.00977723857021	0.0982508604912	0.00910998647543	0.217212853172	0.141431352673	-3.13757955038	0.54778164679	0.555617075065	0.0367290726345	0.435530445088	0.445085460399	0.0265211456937	-0.0191182830818	-300.0	0.347799341546	0.340251670607	0.0375550980897	0.336763116937	0.333495623811	0.0232197951079	-0.0200276874619	-54.8002581946	0.324649227006	0.324975638765	0.0273725098576	0.321195292398	0.321791941763	0.0186547212182	-0.077634342296	-255.875154129
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.234567126113	0.0809801970185	0.351118462288	0.00772637354761	0.00453672112632	0.0107332239555	-0.116679444609	-2.1444316796	0.565979115103	0.570770415605	0.0411132827018	0.443932834386	0.452810471745	0.0302149706994	-0.0103695832993	-300.0	0.25991202202	0.255419534327	0.0291819741037	0.272158688866	0.262359293832	0.0460829758451	0.00935738482435	-83.2371651101	0.340831516668	0.339825098456	0.0207524029374	0.342321081459	0.342392558078	0.0327539788935	0.0224928998193	-140.54033341
GFI1B	-0.3699532556	5.525732	5.1557787444	0.00706238996324	0.00408909495758	0.0098082377376	0.118631903777	0.0239519067039	0.240423479682	0.00995477674302	-4.88797874592	0.522371231059	0.53005816889	0.0358113203149	0.415385990855	0.424529024661	0.0259912496397	-0.004388676077	-300.0	0.417559669659	0.414809322918	0.0190286079904	0.42167303629	0.417772931989	0.0287950474185	0.0433015513898	-23.6000484863	0.349811352405	0.349014404712	0.0269142266854	0.343640338054	0.344596896534	0.0164901548744	-0.173543535928	-300.0
INSM1	-0.3575675111	6.7003285	6.3427609889	0.140148906376	0.043224037075	0.229460162429	0.00797471135141	0.00472691156586	0.0102390665802	-0.115406411597	-10.2188159837	0.625367410325	0.632521827193	0.0321971403982	0.489959660392	0.498761106078	0.0250970350082	-0.0381453742026	-300.0	0.304990751955	0.30033108004	0.0271169825659	0.314387847249	0.303678831462	0.0456657320869	0.0299813846902	-55.5604313618	0.297162912639	0.296942963294	0.023662745179	0.295082957935	0.294530890269	0.0193284208238	-0.0112355935652	-299.999848249
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.104284271876	0.0313932732258	0.196372789415	0.00783437686712	0.00443617320539	0.010404792063	-0.0521415472678	-10.2443802002	0.553583723308	0.560976082425	0.031391049847	0.440783792017	0.448650221116	0.024778296608	-0.0233872291126	-300.0	0.34645463433	0.343366630567	0.0217736240982	0.350617403897	0.346141115668	0.0285528642816	0.0543784495349	-36.625956909	0.318950430554	0.318708095911	0.0205773594771	0.316351686049	0.31600847843	0.0144895807336	-0.0597564468497	-300.0
MECOM	-0.3505778778	2.913285	2.5627071222	0.00763810926381	0.00450679572595	0.00915909876996	0.135102083582	0.011318645428	0.291814785379	0.0229568718168	-2.06937253222	0.361927253509	0.36916053142	0.0238003216275	0.439419139165	0.445500173884	0.0316840640616	0.0444874142166	-300.0	0.316542671853	0.314426922824	0.0191077070103	0.322917715075	0.318610091024	0.034111549155	0.00721936509421	-18.008705321	0.299307018895	0.298509464854	0.0190648921709	0.296992130401	0.296418569829	0.0183582361421	-0.0712283045113	-183.530151637
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.138311969714	0.0490750897378	0.239658764379	0.00769580998689	0.00454359279216	0.0101381880448	-0.135963490946	-7.26159810593	0.39934004058	0.406382934353	0.0233176721203	0.495646591317	0.502049824556	0.0304222819161	0.00100101070623	-300.0	0.347736851162	0.342577059411	0.0359149920218	0.360374399683	0.353125516233	0.0524408980108	0.0034176872114	-41.5167734058	0.313851783566	0.313709879912	0.0174666527591	0.311021171144	0.310969391782	0.0139726922087	-0.120281598509	-300.0
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.409771318642	0.295680751462	0.4380263745	0.00756431407022	0.00348439727384	0.0121634742944	-0.0129231141675	-0.653246544974	0.30353841868	0.313432418897	0.0368969127464	0.373104534452	0.380414334149	0.0506115688068	0.347048497526	-172.430964035	0.307210132646	0.296774648222	0.0651115117592	0.289376155787	0.283845432517	0.0382976708539	-0.00729599281625	-9.70929138074	0.306972093893	0.30799477228	0.0372391746838	0.30440819853	0.304734189509	0.0226253624749	-0.0122181999919	-17.4258067711
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.00767124674224	0.00422057908309	0.0105191943433	0.0943738252759	0.0203889828582	0.191663080428	0.0286169025215	-7.94243764142	0.55328041218	0.560679178404	0.0319649470325	0.441011793422	0.44896479964	0.0249503855808	-0.0218514252233	-300.0	0.346221901676	0.34307943028	0.0217136547314	0.350989494491	0.346199970532	0.029211277964	0.0464729038912	-51.8813023677	0.306622270735	0.306544680572	0.0214171773695	0.304064496453	0.303948792822	0.0147815036934	-0.0515509984294	-300.0
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.170561756012	0.0499801109393	0.271006670973	0.00851981455156	0.00482930033486	0.0109064560695	-0.0945232462748	-6.31097147915	0.544072871268	0.550123825691	0.0306598387605	0.432288292222	0.439225056492	0.0222496360734	-0.0226822557242	-300.0	0.286222566515	0.283690170094	0.0199711979468	0.292213334903	0.288276251343	0.0291051212101	0.00525859092603	-35.1572204896	0.270919246235	0.270335010401	0.0202818862284	0.265914719812	0.266774908368	0.0160672556261	-0.132537501845	-300.0
CTCF	-0.2180552611	8.924475	8.7064197389	0.0946803915935	0.0385340702482	0.180348131112	0.00790636620235	0.00503238131055	0.00928680568806	-0.0462962206676	-14.5080557238	0.589879085707	0.596925023131	0.0298494276708	0.468514371394	0.476460048733	0.0238471322114	-0.030256039441	-300.0	0.357700696238	0.354141933955	0.0217027770608	0.362801866312	0.357255225642	0.0317236208296	0.0518088609519	-95.4899909809	0.329013208183	0.32845888886	0.0248457780017	0.325911130032	0.32607381551	0.0177758008883	-0.0524437795453	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.14149460428	0.0442253607551	0.244296873502	0.00792993730666	0.00480724382347	0.010097441609	-0.175316379242	-10.2952071377	0.55772838753	0.565630023456	0.0349690638685	0.443009386937	0.45242932518	0.0256292746734	-0.0118092485522	-300.0	0.404060363253	0.400017981014	0.0260911153756	0.413755505417	0.406788457472	0.0423713181287	0.00971984979658	-30.125733232	0.308388094536	0.308193613957	0.0270191209123	0.306337256604	0.306084914675	0.0172399596664	-0.0430575198238	-150.491579569
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.008508965952	0.00515268562825	0.0105808728265	0.0895807112242	0.0148997892135	0.193492372434	0.0343963303478	-5.0597019326	0.612329833453	0.617844579982	0.0267691840351	0.475863745869	0.482088193457	0.0216471949776	-0.0328492458696	-300.0	0.327079067578	0.323613678623	0.0297186455103	0.319218942306	0.316040122352	0.024167697662	-0.0205232451076	-63.9197100946	0.262101089659	0.261809613601	0.0159799971156	0.262289936586	0.262927813703	0.0182736769635	0.0532058023003	-74.0323243341
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.00681532730236	0.00342873004176	0.00952195744501	0.136604197492	0.025238667102	0.258267436347	0.0197820249159	-4.01971200035	0.554718061425	0.56139174187	0.0339407450019	0.4360908168	0.444547971554	0.0240593375034	-0.0144262313534	-300.0	0.247232260654	0.241938375721	0.0387251320929	0.235892403647	0.233348704705	0.0231533994221	-0.0407793379516	-79.8291809274	0.290343455967	0.290538021046	0.0264114283943	0.288451010878	0.288570503016	0.0159199757517	-0.0341433994932	-204.42177849
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.00852539088529	0.00485939618518	0.0108092797277	0.111649133495	0.00539672272182	0.256743349751	0.144836185442	-1.70928654768	0.410402834709	0.416947363537	0.0232933319225	0.505602859264	0.511856442369	0.0297855629877	0.00594150431652	-300.0	0.426720977218	0.420753337353	0.0390227083846	0.417100534684	0.413612462232	0.0247603760784	-0.0157768777614	-17.8638340686	0.295832025646	0.296167657224	0.0232951309506	0.294579188229	0.294372215213	0.0144521100233	-0.0373659857042	-74.1954042138
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.116657703554	0.0316713452488	0.212358571253	0.00618229050311	0.00338957991097	0.00747317547101	-0.00108742814218	-8.43319808682	0.545629750506	0.552459144208	0.031681679486	0.432801194139	0.440482653555	0.0238476088027	-0.0120143357388	-300.0	0.455557697542	0.452460567481	0.0205312490852	0.460832627659	0.456945345831	0.0272362197247	0.0190948393681	-59.9064400805	0.279529244877	0.279616530186	0.0176996414886	0.281094567082	0.281395524857	0.0243310594834	0.0150505275024	-147.26061229
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.0346493921083	0.0178443609302	0.0479264319525	0.243704953757	0.078469621422	0.325349098356	0.0556909483723	-1.32458287054	0.59219642305	0.598190711106	0.0334272333822	0.465036533028	0.472648315703	0.0208543558078	-0.0291591190589	-300.0	0.265589188345	0.261570356967	0.0310693647376	0.275677358291	0.270636398592	0.0499232852041	0.00785590277778	-8.01829418405	0.334481229864	0.334138611924	0.0180169531697	0.336805047114	0.335789528288	0.0196338831414	0.00797334432138	-25.491954066
USF1	-0.1057473167	7.4895785833	7.3838312667	0.00808055413852	0.00443558594273	0.0108064450165	0.0848169609098	0.0232233185103	0.199878328755	0.0493845402674	-4.38371810116	0.351743544087	0.364538674463	0.0359256176044	0.427773568296	0.439984831193	0.0439472119938	0.193730152322	-300.0	0.31631276775	0.304937275355	0.0544105318396	0.2993977113	0.293159020766	0.0342085680314	-0.0224778479091	-60.8213019097	0.33676702435	0.336089094068	0.0390075542712	0.335236684052	0.3342691183	0.0223245758234	-0.0139283286036	-122.598701377
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.125788711957	0.0340813684501	0.223021178666	0.00740860982983	0.00436109501061	0.00915265098439	-0.0351800555422	-8.66552626288	0.575047570936	0.582226114056	0.0357037737701	0.45815662924	0.467804292947	0.0281204704559	-0.0111285851652	-300.0	0.362965595706	0.359471976726	0.023238132742	0.369311783095	0.363372618976	0.0338849370145	0.0439368333028	-72.7205156485	0.318292264532	0.318030263111	0.020361737945	0.320457949903	0.319903428603	0.0289959539908	0.0142191029121	-300.0
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.145852052719	0.0360841594959	0.262372378421	0.00755660173036	0.00443862174689	0.0089535970014	-0.207744618357	-7.11900062152	0.312278811758	0.320533629263	0.0283257241307	0.365788303561	0.373693812027	0.0341246282986	0.201633973748	-300.0	0.37454777493	0.367337441925	0.0551625359019	0.359157909525	0.355213535524	0.0369099742365	-0.0204693959107	-24.4909705587	0.285137747608	0.285653836366	0.0173857538602	0.283775193146	0.284067052659	0.0147887386139	-0.0272456304107	-155.67421989
ZNF143	-0.0648688222	6.154257	6.0893881778	0.00973418545937	0.0060176208989	0.0122446422397	0.10636142371	0.0294170494986	0.21120791802	0.0223435385705	-4.53664575849	0.602273156055	0.608083018661	0.029089507225	0.474831901817	0.481795730087	0.0220004399643	-0.0284572280199	-300.0	0.254405138048	0.249839841433	0.0360657096265	0.246232464084	0.243588471328	0.0212426059939	-0.00631963655796	-32.5114482214	0.314475056567	0.314591978169	0.0169208014281	0.315721111986	0.316114775196	0.0211943263835	0.0316664378188	-47.5232600447
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.110202548623	0.0185034170849	0.233527513596	0.00760003656938	0.00420142037184	0.0102587936518	-0.08240906729	-5.43681044786	0.515429023036	0.520997857688	0.0317487220123	0.407251479975	0.414418626841	0.0232379192242	-0.00384293855693	-300.0	0.34026266433	0.337490009554	0.0240971592584	0.331716133114	0.329651693156	0.0177246836894	-0.0511261724855	-68.6031979966	0.287430370661	0.286505538001	0.0157672463104	0.284679383518	0.285019974074	0.0143126179392	-0.0380580078769	-210.455102146
