FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PIQ_80_H1hesc_protection_mean	PIQ_80_H1hesc_protection_median	PIQ_80_H1hesc_protection_std	PIQ_80_GM12878_protection_mean	PIQ_80_GM12878_protection_median	PIQ_80_GM12878_protection_std	PIQ_80_protection_ks_stat	PIQ_80_protection_ks_pvalue	PIQ_80_H1hesc_tc_mean	PIQ_80_H1hesc_tc_median	PIQ_80_H1hesc_tc_std	PIQ_80_GM12878_tc_mean	PIQ_80_GM12878_tc_median	PIQ_80_GM12878_tc_std	PIQ_80_tc_ks_stat	PIQ_80_tc_ks_pvalue	PIQ_80_H1hesc_fos_mean	PIQ_80_H1hesc_fos_median	PIQ_80_H1hesc_fos_std	PIQ_80_GM12878_fos_mean	PIQ_80_GM12878_fos_median	PIQ_80_GM12878_fos_std	PIQ_80_fos_ks_stat	PIQ_80_fos_ks_pvalue	PIQ_80_H1hesc_flr_mean	PIQ_80_H1hesc_flr_median	PIQ_80_H1hesc_flr_std	PIQ_80_GM12878_flr_mean	PIQ_80_GM12878_flr_median	PIQ_80_GM12878_flr_std	PIQ_80_flr_ks_stat	PIQ_80_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.394218323833	0.397572621527	0.342351679097	0.0313771719337	0.0203999354943	0.0364657312746	-0.413470319635	-2.56853673632	0.536794474876	0.543385417427	0.0313375415605	0.393698340041	0.400451353176	0.0262364608066	-0.173672688753	-300.0	0.305341624069	0.302321262767	0.0334234336827	0.285471162523	0.281220984215	0.0211469556025	-0.369981329354	-274.044012945	0.318394124935	0.316914422967	0.0206715150815	0.287215960756	0.287379899819	0.0150759325292	-0.725981528888	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.121543417532	0.0435496333377	0.235959135841	0.00934332484299	0.00427746103946	0.0151263847966	-0.138929889299	-3.07991624862	0.492186743422	0.503026199913	0.0412617295511	0.366091545976	0.376796978026	0.0347454805801	-0.123065068493	-300.0	0.389616520037	0.385279321757	0.0329581329514	0.368692048506	0.362831951137	0.0246623262712	-0.3571424528	-294.961363738	0.335587516959	0.334057880136	0.0300915084303	0.307756514009	0.30667751547	0.0211199970693	-0.615056312326	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.160286726867	0.0406676747628	0.269858904896	0.00928025195109	0.00607129412532	0.0120218031744	-0.19876568191	-5.22602351076	0.56660934087	0.572694985495	0.0324165174936	0.42303600829	0.430068566655	0.0239880745676	-0.175915245253	-300.0	0.311410593875	0.308684884538	0.0326931058701	0.300741514502	0.295877304967	0.0206604760505	-0.201112534438	-220.432557	0.332666731128	0.331521894412	0.0215552130198	0.310262435912	0.30969164671	0.0183375992839	-0.614882804453	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.0799869532137	0.0138039173702	0.173134067338	0.00769893910696	0.00443048971159	0.0101886203322	-0.0559555555556	-7.38989755778	0.545973672471	0.553749299297	0.0315580702439	0.415004433934	0.423228148494	0.0263732961248	-0.168255890291	-300.0	0.245674817259	0.243432848982	0.0215781515453	0.237681187019	0.233616221464	0.015623667505	-0.209540467629	-300.0	0.343744755353	0.343879618459	0.0203072230026	0.323739314791	0.323728481613	0.0156725203709	-0.583759187821	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.208712069423	0.056602247494	0.324903889233	0.00771658269287	0.00418591526458	0.0104427614954	-0.214973981968	-3.97765469884	0.533665998405	0.540347047642	0.0365071766459	0.408398602824	0.416871028123	0.0247502489211	-0.126600958825	-300.0	0.181708220541	0.178541816718	0.0206775731494	0.183406245519	0.178602285552	0.0384099953857	0.0467627942197	-9.8339016299	0.314045964501	0.312681265244	0.0238074998435	0.297400636197	0.297625925658	0.0189381047346	-0.55996820751	-300.0
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.00752460060344	0.00441146556891	0.0091503000032	0.060045006502	0.00843134814553	0.155684447099	0.0729143843981	-5.18596189974	0.610300955935	0.615611198799	0.0251159742229	0.463738462478	0.469139656978	0.0197899507162	-0.134033233716	-300.0	0.334842064522	0.331586164091	0.0322381478412	0.329786642735	0.325325102832	0.0232244203964	-0.0616032875356	-121.763152702	0.395248584267	0.396202312282	0.0165989907776	0.378057707377	0.378713580362	0.0129460051325	-0.612988621122	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.00796483538095	0.00417985391335	0.010530048308	0.165922280324	0.00617046967829	0.309112613137	0.0671762354219	-1.24445892877	0.506437607692	0.512569502795	0.0304459466053	0.394327557642	0.401431286454	0.0228127759852	-0.113850801379	-300.0	0.483923817907	0.480253961034	0.0462301630471	0.477072316129	0.470639134956	0.0303077089548	-0.0697640037854	-43.9113210383	0.321289794487	0.32077052742	0.0162674866163	0.307554156574	0.307627962892	0.0146171400763	-0.591809461159	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.100420844774	0.0356988557587	0.192527795743	0.00792940201081	0.00470507636781	0.0101310408626	-0.0943200294618	-8.67010561383	0.596048160697	0.603357725804	0.0321310635384	0.456331021195	0.464943842114	0.0260893954579	-0.124726399701	-300.0	0.283618203215	0.281158276155	0.0233769967105	0.277336681069	0.272676546653	0.0157082278743	-0.183688881907	-300.0	0.308504515002	0.308407934232	0.026929634614	0.29575434683	0.295672652557	0.0202325463178	-0.397409068192	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.0111208016379	0.00625269590819	0.0145432246937	0.103580478082	0.0156483267062	0.222128865963	0.0552017910162	-2.30123662486	0.528005749108	0.534141322344	0.0312726323034	0.412467477816	0.419721040008	0.0231289250408	-0.109511037295	-300.0	0.389687946514	0.385951724592	0.0398626651078	0.386636290268	0.380536929043	0.0263848248861	-0.0434806294251	-82.076314385	0.336626276912	0.335885560041	0.0215103300036	0.323358870147	0.323177892479	0.020130400539	-0.457118893479	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.126231906645	0.0521322344587	0.222751038805	0.00747157011312	0.00417649184676	0.0103906198548	-0.205274067952	-9.16505079865	0.516524416952	0.524242306577	0.0316521839917	0.406981025333	0.414933252272	0.0258257288384	-0.0855277063786	-300.0	0.360630265814	0.357941421379	0.0298945526529	0.356254705984	0.351798687866	0.020274610949	-0.0781017651412	-126.202871458	0.334251148548	0.334108660345	0.0217489660435	0.322858145766	0.32262656996	0.0166259315454	-0.399087966611	-300.0
