FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Neph_H1hesc_protection_mean	Neph_H1hesc_protection_median	Neph_H1hesc_protection_std	Neph_GM12878_protection_mean	Neph_GM12878_protection_median	Neph_GM12878_protection_std	Neph_protection_ks_stat	Neph_protection_ks_pvalue	Neph_H1hesc_tc_mean	Neph_H1hesc_tc_median	Neph_H1hesc_tc_std	Neph_GM12878_tc_mean	Neph_GM12878_tc_median	Neph_GM12878_tc_std	Neph_tc_ks_stat	Neph_tc_ks_pvalue	Neph_H1hesc_fos_mean	Neph_H1hesc_fos_median	Neph_H1hesc_fos_std	Neph_GM12878_fos_mean	Neph_GM12878_fos_median	Neph_GM12878_fos_std	Neph_fos_ks_stat	Neph_fos_ks_pvalue	Neph_H1hesc_flr_mean	Neph_H1hesc_flr_median	Neph_H1hesc_flr_std	Neph_GM12878_flr_mean	Neph_GM12878_flr_median	Neph_GM12878_flr_std	Neph_flr_ks_stat	Neph_flr_ks_pvalue
STAT3	0.6779155667	10.0107785	10.6886940667	0.0645582940258	0.0621598982937	0.030594580036	0.0956403461357	0.0855017548735	0.0435906980348	0.230076466127	300.0	0.32834548074	0.332649963198	0.0163143709029	0.357938724287	0.366529322149	0.0369646565388	0.147351658313	14.083807163	0.374605897634	0.375349350904	0.0129209194273	0.376549490685	0.377378799748	0.0250452113791	0.117651831369	300.0	0.555075595591	0.554315029457	0.0127685909685	0.560614124845	0.560463511356	0.0763401217559	0.159677419355	0.860528699149
RFX5	0.6927126611	7.3384705	8.0311831611	0.0584035747611	0.0501443208929	0.0243317340131	0.0731844677142	0.0620942994726	0.0289993511075	0.0820472060875	300.0	0.329874942017	0.337774294865	0.0302700168085	0.308391760014	0.315435350921	0.0273206288208	-0.0940340260716	10.1010216394	0.535782101908	0.535528803139	0.0290097316081	0.532199246492	0.532540030514	0.0226996096619	-0.0444762919607	300.0	0.383284337595	0.379849520452	0.0541603053597	0.378730239261	0.37869608598	0.0192683988986	-0.00662431941924	0.306205731365
ELK1	0.6936597444	7.0989505	7.7926102444	0.119290196871	0.1002493065	0.0575150713447	0.150821338868	0.127018716898	0.0693643668709	0.00948198604825	299.99983718	0.33223742704	0.340569179168	0.0352370147356	0.305944109936	0.310364256621	0.0347925576603	-0.110672791725	1.90273016703	0.572753213408	0.568176004707	0.0343733133023	0.584405078399	0.576705441954	0.0396841292586	0.0287682449179	291.018655691	0.475479239813	0.474350182625	0.071887398944	0.513491637022	0.48055795867	0.150690494426	0.0349816849817	0.138869170564
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.179941684667	0.164529227542	0.0532159965205	0.200251489196	0.183092198501	0.0540486213802	0.0431086079505	264.372656826	0.293785925037	0.310874787984	0.0347749700268	0.332509897374	0.340644431233	0.0476613194234	0.0754531246961	2.51064591144	0.627012944311	0.619857969732	0.0432417000644	0.620460915336	0.617328173924	0.0306552900217	-0.122419487803	32.9474400705	0.686124235042	0.699075781961	0.0228702338824	0.698310412145	0.700875430937	0.0981750400024	0.0796296296296	0.187137500416
GATA4	0.7095617	5.2971232222	6.0066849222	0.0575448654348	0.0474110618873	0.0377885862214	0.0786988058309	0.0641016885964	0.0446242377986	0.0293883407469	284.486608383	0.335654998825	0.342860160466	0.0322203936703	0.320898048129	0.320717372815	0.018177411218	-0.155752952285	3.53259815864	0.373914610935	0.374942631735	0.0113514799139	0.376099836314	0.377134662952	0.022864058797	0.117692091801	300.0	0.491808456738	0.49058179319	0.013169801089	0.493082743462	0.492218154541	0.0754613619452	0.13137254902	0.543039234772
JUN	0.8366651556	5.9365860556	6.7732512111	0.0999178467141	0.0864465083828	0.045168691644	0.136120773216	0.115218760384	0.059239543856	0.135517151325	300.0	0.408414270007	0.411839391665	0.0226366451248	0.479299162099	0.486061604464	0.0314962028755	0.307811724944	20.4071343997	0.408725394251	0.408717115198	0.021187862363	0.418467319367	0.411828840951	0.0402138135326	0.113249356973	300.0	0.548486544133	0.548964456214	0.00936260827009	0.555296757739	0.555530803176	0.0480271828322	0.17265477156	2.05076508856
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.113239290816	0.102635749495	0.0404890629905	0.13394079594	0.12207620649	0.0490215372798	0.110609093864	300.0	0.31041566749	0.32473537683	0.0344179912737	0.344379261355	0.351108464093	0.0467704562185	0.0128366115341	10.6159312014	0.467618067003	0.470153223808	0.016126760563	0.469263719043	0.47227720204	0.0279464196113	0.104283324834	300.0	0.57610005779	0.575442362679	0.0275192042636	0.583306022162	0.581416482897	0.0762722038725	0.0690635451505	1.19178959126
ESR2	0.9447617111	2.7405983333	3.6853600444	0.150259183795	0.136240724097	0.0385060290671	0.177919997219	0.158360594342	0.0481777389456	0.121106946431	300.0	0.331631448658	0.339820655808	0.0313839768733	0.310766121866	0.317396057961	0.021587251611	-0.0311957367997	12.0444992567	0.491131652366	0.494198392606	0.0214095891263	0.497622531214	0.499954720001	0.0259279594355	0.0387675430807	300.0	0.514939298741	0.50934759188	0.0155621095183	0.51643961429	0.51323998294	0.0474483578548	0.0503367003367	1.28082767191
SP2	1.0204727111	5.1814583333	6.2019310444	0.0541231968354	0.0425966525451	0.03217019892	0.0686118717222	0.0559443193633	0.0326663246586	0.0704651315011	300.0	0.407590411335	0.41170222466	0.022263451521	0.479249528841	0.486224492917	0.0287525814695	0.301998855351	52.2835613413	0.498020617791	0.499684441665	0.0169712442873	0.50598023301	0.504768400926	0.028443731809	0.147899861055	300.0	0.585288333939	0.586262829526	0.0155736416774	0.591863921144	0.591003750876	0.0522281242552	0.111340451578	3.37274033948
SOX9	1.0532260889	6.5152251667	7.5684512556	0.142021605321	0.111457519845	0.069332681214	0.129736319652	0.103216364874	0.0650272845518	-0.0192092586788	126.650462078	0.312357639813	0.318985856928	0.0235902687712	0.344641718058	0.350386664172	0.0274195836185	0.135384466099	8.46005356258	0.477206971759	0.478382034659	0.0190574377967	0.480347815167	0.483467891047	0.0234464567845	0.0925687943118	300.0	0.483932747394	0.486782805134	0.064613548073	0.499340295315	0.494695872279	0.0920074068318	0.0619205298013	0.220837728472
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0986942850702	0.0875591641015	0.0320648102705	0.114702002142	0.101098397275	0.0352214255125	0.0619868015371	300.0	0.360077919299	0.367963798199	0.0303295332828	0.330699001326	0.3374110072	0.0282979702694	-0.00327647875717	28.5144681637	0.477577190771	0.477393283402	0.0224630188544	0.472653946291	0.472025874853	0.0201184940251	-0.00175059237503	300.0	0.247716711625	0.246970860757	0.00802589596613	0.249781529189	0.250075632128	0.0256447042465	0.137907995619	5.55932537442
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0978404016747	0.0702940848263	0.0596045251731	0.136856987216	0.115979686787	0.0706423766123	0.158980176791	300.0	0.318112740526	0.325142365544	0.0235134906562	0.345467767427	0.35357258962	0.0318705685112	0.116899857045	10.6007389717	0.449244473986	0.449631887993	0.0126257870692	0.455440987661	0.455239999412	0.0214473306062	0.195945455978	300.0	0.562119695224	0.56805767077	0.0294453520742	0.58001323309	0.575258820938	0.0756789032424	0.102032520325	0.534383352378
GATA3	1.1874563444	4.4545267778	5.6419831222	0.0548001793363	0.0462160281431	0.0367408654318	0.0743868248792	0.0627164594282	0.0444221905285	0.0142241376876	209.587507303	0.341801029964	0.350200890053	0.0579228758454	0.308916713982	0.326643605816	0.0333413501674	-0.067970387085	4.75799874588	0.377323748176	0.378511730751	0.0119816471118	0.380959232303	0.383245606401	0.0249600940242	0.159539240884	300.0	0.222719213848	0.220748416471	0.00333051291937	0.224912389484	0.225982346435	0.0247550638154	0.292528735632	0.826120556843
KLF5	1.2952409722	4.5370098889	5.8322508611	0.126829919103	0.118027102241	0.0365911475591	0.108296001904	0.0990861849896	0.0330657302915	-0.00237627075022	300.0	0.352568636162	0.36118169611	0.0318791995805	0.331302994933	0.339142860943	0.0263510387531	-0.0291307869379	26.9350810014	0.535579152149	0.532557486844	0.0214913559501	0.542784955781	0.539466653061	0.0243492009826	0.0485665028492	300.0	0.261079979831	0.260000810437	0.0059656844784	0.263198033287	0.263917771692	0.0246206451169	0.209820089955	9.87631952434
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0887564369578	0.080671980082	0.0238854908278	0.0997324796116	0.0914167835482	0.0254660653993	0.157027566266	300.0	0.334628623948	0.340379198119	0.0224887365281	0.360786299337	0.368763698839	0.0303266821542	0.0191439882933	30.1415444187	0.477229716159	0.477383996821	0.0201716478116	0.484861924027	0.484774969533	0.0231905308822	0.0688564022445	300.0	0.174884615755	0.175285364879	0.00462276634681	0.177555684406	0.177698279259	0.0172759150444	0.0947444551591	4.04997887355
T	1.4805750889	5.3688017222	6.8493768111	0.0892858201183	0.0675825602401	0.0475930986012	0.120978754059	0.0918761105604	0.0622673940516	0.204917107221	300.0	0.274667230401	0.28305543218	0.033955481122	0.26811390685	0.271615853251	0.0163345037457	-0.241145100833	1.77276606504	0.58237747725	0.584663688231	0.021935833014	0.592737883805	0.594377035751	0.0325268667295	0.15457534098	300.0	0.503343115677	0.501610628996	0.0277532747355	0.514534968175	0.515199370133	0.0883731034394	0.109598450159	0.672001085107
RELA	1.5992390944	7.24568025	8.8449193444	0.114971517382	0.0953718346755	0.0489028494661	0.142069567404	0.117844317675	0.059853628395	0.098548650909	300.0	0.313284522796	0.320439026863	0.031052894924	0.302461829851	0.301575272821	0.0189058569356	-0.137442327063	4.82081450103	0.643029089922	0.644709625318	0.0157712919139	0.65785914938	0.656812140793	0.020400683182	0.272220864554	300.0	0.422623244158	0.425535082241	0.017822539623	0.432369322077	0.434598268873	0.0397702983585	0.148700084167	2.36599238104
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.121888454019	0.113244359168	0.0395190938048	0.152216139463	0.137337623753	0.0508187038358	0.106868067184	300.0	0.334147120842	0.340942438597	0.0237401387981	0.36266428707	0.371612245262	0.0331553052353	0.0578762757822	17.3009862217	0.601957482885	0.604044824812	0.0175088089744	0.615307213117	0.615200624395	0.0275012567527	0.205671077326	300.0	0.134708296743	0.134708600881	0.00763024842102	0.138517563867	0.137801604712	0.0163895876	0.115266262755	2.54491154614
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.124981848538	0.111269501664	0.0385792752503	0.156227577623	0.135694098985	0.0535177884614	0.213589506868	300.0	0.277514373165	0.280307522036	0.0276027240233	0.275658263271	0.276407350461	0.0170885176609	-0.438759352867	0.15435724909	0.558480427595	0.559480572388	0.0129316761035	0.567999050461	0.569860744977	0.0198649933393	0.333585551193	300.0	0.547142762309	0.553793198865	0.0376048952747	0.555327911032	0.556617951432	0.069991432512	0.0803370786517	0.470935173172
ELK4	1.6884735111	6.6488153889	8.3372889	0.0619031364358	0.0547937604708	0.0259357596817	0.0774717862522	0.0675423782003	0.0307820953542	0.0512209507715	300.0	0.305751724336	0.314275206706	0.0320462687473	0.299106139646	0.299104429669	0.0169653971099	-0.155340857447	1.92212668803	0.563411859018	0.560218759114	0.0197545143999	0.579169925536	0.574552020087	0.0268469173234	0.237554189286	300.0	0.408375038187	0.405924708847	0.0178575917572	0.412982122849	0.419771066254	0.0520444482039	0.219445251234	1.08045106738
MYB	2.0312446444	6.4129717222	8.4442163667	0.124176227254	0.109950094391	0.0427964224409	0.150172152355	0.133221064133	0.0565320619999	0.0818763851015	300.0	0.341392952691	0.349569436524	0.0325056390125	0.324917872033	0.326890859562	0.0155223920409	-0.0106427608321	8.16116383118	0.662436902425	0.663567651366	0.0139649010829	0.677992119174	0.679741937675	0.0189042628395	0.349236266795	300.0	0.110877820259	0.109828496511	0.00716573653595	0.112075885756	0.114168518808	0.0215916096606	0.201173020528	2.00488339651
MYC	2.1820286333	7.7905577222	9.9725863556	0.111214615488	0.0948107729868	0.0467040503776	0.135669132498	0.110816402518	0.0612191011602	0.063010979978	299.999818046	0.311112361723	0.318443839878	0.0301410995084	0.302415209525	0.307093291548	0.0225713118955	-0.218563268591	3.20035699858	0.481234695478	0.48055473687	0.0177392545052	0.493474305199	0.493294398971	0.03032656823	0.196828525847	300.0	0.38906198356	0.389441242263	0.0185102418789	0.392841794044	0.394652255429	0.0504413609144	0.0573564390078	0.703108029737
STAT4	2.5085851167	2.786079	5.2946641167	0.14422251934	0.13427130644	0.0371362816811	0.167659551085	0.154459320791	0.0398713166426	0.262174772009	300.0	0.311075025897	0.318217861462	0.048128194911	0.289081289933	0.300696965795	0.0325826008715	-0.149018639699	3.87112739878	0.549612538726	0.550866350164	0.0188065322679	0.567637699989	0.568026333641	0.0295640171505	0.338710257893	300.0	0.381540433578	0.380232456715	0.0143030386707	0.387983957273	0.387749558413	0.0366767907754	0.185561497326	2.39003200209
STAT1	2.6158571444	8.6787737222	11.2946308667	0.119373136594	0.107567831142	0.0460179955058	0.136506600765	0.115429873798	0.0525117653225	0.0810627408188	300.0	0.320103998423	0.32514764431	0.022406831887	0.340929585839	0.34894705172	0.0322077512918	0.00236983365428	8.90423652745	0.433738121938	0.43433890007	0.0220649968037	0.450692335471	0.448533072247	0.0324371507887	0.254271468402	300.0	0.448413419551	0.445655720767	0.0379377637237	0.45576538876	0.454966147489	0.0576001568133	0.0582471179427	0.938585920446
ETS1	2.6438298111	6.8488314444	9.4926612556	0.0806142023588	0.0701226147347	0.035336104128	0.0979400018226	0.0852351888081	0.036816447146	0.0721252528084	300.0	0.35649110451	0.362972117518	0.026498813737	0.399318832971	0.406384427201	0.0291263522163	0.193087030825	30.2666396524	0.43873225629	0.438319938864	0.0185315116333	0.455515074143	0.452952130419	0.0252573499982	0.278380474857	300.0	0.420614623972	0.41936224443	0.0192011393468	0.433879373235	0.431467792211	0.0522967030699	0.188022804637	5.14670021504
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.113446544164	0.0884303137443	0.0575010505195	0.12376058821	0.0962901314441	0.0634981952927	0.149501483684	300.0	0.321760845635	0.327186183407	0.0262059591838	0.342125389079	0.349436166549	0.0335637997996	0.0125115622146	7.06246409947	0.725798613418	0.727075769351	0.0101748960602	0.752688883321	0.754325114701	0.0148192839833	0.632557830277	300.0	0.697616413346	0.714036211363	0.0818313020635	0.745648738392	0.743961471884	0.103775817529	0.136514945652	1.29953345256
SPI1	2.9806269778	4.6750755556	7.6557025333	0.104228777777	0.0969892324242	0.0334064732864	0.126295874474	0.119696576214	0.0379355127431	0.0478653026926	300.0	0.358267615178	0.367755888426	0.0297956905152	0.390266739604	0.398342955144	0.0323330421074	0.146487806718	50.7757239769	0.497235939336	0.494386059931	0.0225840473519	0.515326933901	0.512027114957	0.0258495319917	0.274728756744	300.0	0.51072899154	0.511932128778	0.0123375374127	0.531469970745	0.531568712572	0.0347964872914	0.524480375471	52.5853943111
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.0874265241701	0.0734676050137	0.0408598363343	0.122429793458	0.102342272886	0.060046880769	0.274260377109	300.0	0.303132462535	0.309022285692	0.0286062973015	0.293037610862	0.297385302568	0.0211340027657	-0.189846928777	1.9800872001	0.551385756465	0.552858769002	0.0149361208951	0.570314886052	0.573549493381	0.0304325499935	0.430176545766	300.0	0.358343173651	0.3571865655	0.02068546588	0.370072708013	0.367429332288	0.0502084129637	0.213945578231	1.12079017318
IRF1	3.1644379333	5.100647	8.2650849333	0.116457773225	0.107247339077	0.0325561082916	0.131405551819	0.120627325061	0.0344362559382	0.0857573513684	300.0	0.418242847265	0.429038770197	0.028343881517	0.486283841986	0.492575560571	0.054456537891	0.370271152228	94.5097925917	0.500684891836	0.501951454061	0.0152179615767	0.522403371918	0.522298303926	0.0267749540788	0.433302695439	300.0	0.482036648844	0.4576437383	0.29998933421	0.559996418107	0.641891357987	0.350761359716	0.129164067374	0.668021217345
EGR2	3.4025694222	4.5985511111	8.0011205333	0.0749969751767	0.0651317395056	0.033844054869	0.0955862195205	0.0840109434558	0.0364740887936	0.164568350066	300.0	0.348594209142	0.356544108213	0.0416938849597	0.327132027714	0.339484973384	0.0301321715777	-0.00845106213582	18.4024891177	0.480763451745	0.477858387375	0.0216513079267	0.501890065431	0.498867149618	0.0246742250002	0.362096330427	300.0	0.435657257642	0.4353569693	0.0134529648777	0.45275571853	0.45316684419	0.0402452889277	0.50820277629	35.0093152122
REL	3.5512753333	4.7665549444	8.3178302778	0.171563567235	0.154070315278	0.0443683597963	0.20242484776	0.179402387093	0.0565879904172	0.210567880765	300.0	0.307904549766	0.314248954591	0.0295446021905	0.303946766224	0.306859546296	0.0237150978234	-0.320201316536	0.294426743699	0.662488357047	0.664018815555	0.016922739243	0.696132101358	0.694861014533	0.0231131977063	0.543749012119	300.0	0.321048706503	0.322871205976	0.0390433547481	0.324148780128	0.332254957578	0.100554543187	0.0639737991266	0.55074617853
ELF1	3.5549874333	6.3416162222	9.8966036556	0.0878792402871	0.0788324802507	0.0334661361826	0.107124584837	0.095077323354	0.0335362420898	0.149941485528	300.0	0.339229853705	0.343812397171	0.0213749904885	0.359555922201	0.367190688969	0.0292102894098	0.0637873737321	11.609838248	0.481581227369	0.480480932897	0.0179346480535	0.507462322744	0.504022301276	0.0264243880416	0.434884646853	300.0	0.124304006141	0.123073316697	0.00505662377409	0.128296938819	0.127360003119	0.0185202373939	0.330137844612	6.52964631947
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0932621104733	0.0793486711706	0.0365750574524	0.115532873247	0.0966566379915	0.0453873709284	0.203902413525	300.0	0.319359597614	0.326579493221	0.0302701818089	0.307715602463	0.31158395824	0.0276925929133	-0.222398597915	1.665083181	0.633204933894	0.635028526102	0.0154223384068	0.666865404503	0.666395764747	0.0205352823171	0.5758190546	300.0	0.125822279896	0.125161856974	0.0074467489612	0.129433834712	0.130830508861	0.015499148402	0.277775160936	4.77944418394
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.0696686888272	0.0645290551568	0.0271857396794	0.0839211228451	0.0734866029734	0.0287296143773	0.137352742609	284.889039165	0.285876148759	0.291018850374	0.0312710187949	0.276388885812	0.283303226503	0.0280308792878	-0.210440754731	0.780827810113	0.509688001944	0.506398293603	0.0297137283823	0.538248978943	0.53204631388	0.04628042901	0.310621508788	300.0	0.119258347456	0.11872961797	0.00510196758616	0.126099605155	0.125811124531	0.0110273331291	0.437412587413	3.04074433691
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.148410303373	0.130372087409	0.052636479106	0.192644296485	0.164373403519	0.0722965248069	0.329567489848	300.0	0.372992189973	0.372568040762	0.0128202244693	0.394032692419	0.401371406882	0.0335875567209	0.158656987296	9.24338510062	0.507275908086	0.509861185999	0.0177995278946	0.53493190678	0.537156202793	0.0268897575447	0.436597004654	300.0	0.18279737969	0.179222850674	0.00463358564841	0.18789293375	0.189669117839	0.0501922595839	0.412528770907	4.99333006109
TP63	4.3175586167	2.9397125556	7.2572711722	0.103568913448	0.0889127378704	0.0392427500455	0.132121774611	0.110560616162	0.0529676455354	0.225779115181	300.0	0.367500704452	0.369568502595	0.0191262741528	0.39357663037	0.40010505223	0.0286486971752	0.123730890419	14.3764383498	0.415175960425	0.414804266538	0.0177300147393	0.440575936446	0.438550766011	0.0314681885438	0.418426677617	300.0	0.146574498423	0.146833707767	0.00915480632911	0.156760283715	0.15688538886	0.0170901133903	0.635981103054	19.0478136185
EBF1	4.8253935556	3.7254591667	8.5508527222	0.146899357363	0.137421141412	0.032860253192	0.176653444525	0.163634952553	0.0433350861234	0.260481910468	300.0	0.351547747577	0.360170165883	0.0302969997061	0.34846223283	0.349431918807	0.0158815437791	-0.0946037671814	9.66422766232	0.558686090318	0.556903704856	0.0195764073772	0.593689893293	0.592932360718	0.0256135869277	0.486452927981	300.0	0.50003403947	0.500392881105	0.0158201206533	0.532129309068	0.533837371042	0.0415643926967	0.562421589346	24.4116205861
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.106351559685	0.0954322592208	0.0330671546531	0.134007498435	0.120749890213	0.0440261296139	0.243416790425	300.0	0.338964748583	0.347455279876	0.0415925952749	0.328556860199	0.337200132527	0.0319748737528	-0.205074292122	1.90482613356	0.497128874214	0.498242271515	0.0126688277713	0.530883204326	0.530795841007	0.0203673819451	0.611066653191	300.0	0.608216960572	0.611050174418	0.0668730689965	0.630123605099	0.654591630311	0.157403231568	0.502173913043	6.52922662944
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.124369424935	0.106917528352	0.0456351832182	0.160418404415	0.133739571759	0.0642026902698	0.250789805616	300.0	0.374588934933	0.377809648445	0.0166892482797	0.390948131384	0.399504279169	0.0304380445431	0.09228362878	10.3400000554	0.41295168959	0.4130466193	0.017176376738	0.441118322544	0.440308413249	0.0288900924611	0.460140316351	300.0	0.15358867226	0.153829298527	0.00414861954792	0.164132807874	0.164044943293	0.0158645014277	0.614393939394	11.9524244896
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0760384804629	0.0721150177369	0.0244919259364	0.100341684382	0.0927233869278	0.032513553646	0.333239019859	300.0	0.376619822258	0.38821526005	0.0291534066317	0.404206170064	0.41189409749	0.0648352487549	0.037911592425	20.047819346	0.513615716043	0.51366996099	0.0188694419987	0.551843737737	0.550790378499	0.0234759970323	0.577252778516	300.0	0.505513916739	0.504720185762	0.0118559015029	0.537750697546	0.539888938623	0.0464826345015	0.62174183339	22.8972065447
FLII	5.4612429111	3.0720662778	8.5333091889	0.0937679332751	0.0826347086608	0.0418467700708	0.120600997785	0.10242437392	0.052396061389	0.166440094911	300.0	0.329961093673	0.336702341453	0.0446918183873	0.311663197894	0.32607371462	0.0302722374491	-0.162230109435	1.9465044243	0.522228780143	0.52357543263	0.0127362552376	0.564593978002	0.562369919129	0.0297535703203	0.600512843834	300.0	0.546437352077	0.548362075738	0.0741084102764	0.55185556583	0.600583083759	0.175265740073	0.475047947833	6.97756893954
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.110604171595	0.0974889217134	0.0442075081626	0.157237898554	0.134691590689	0.0602742106948	0.402661261113	300.0	0.424292687138	0.44114432692	0.0264947794534	0.471722018294	0.4784591603	0.0856370987347	0.221801820227	38.7457999047	0.450166072934	0.451196172249	0.010095765021	0.494682380462	0.495921052631	0.0173854378049	0.711160646381	300.0	0.224670756736	0.224829770317	0.00611982422759	0.248310468725	0.248052516508	0.0195371200433	0.73734557596	33.8247643223
