FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Cuellar_90_H1hesc_protection_mean	Cuellar_90_H1hesc_protection_median	Cuellar_90_H1hesc_protection_std	Cuellar_90_GM12878_protection_mean	Cuellar_90_GM12878_protection_median	Cuellar_90_GM12878_protection_std	Cuellar_90_protection_ks_stat	Cuellar_90_protection_ks_pvalue	Cuellar_90_H1hesc_tc_mean	Cuellar_90_H1hesc_tc_median	Cuellar_90_H1hesc_tc_std	Cuellar_90_GM12878_tc_mean	Cuellar_90_GM12878_tc_median	Cuellar_90_GM12878_tc_std	Cuellar_90_tc_ks_stat	Cuellar_90_tc_ks_pvalue	Cuellar_90_H1hesc_fos_mean	Cuellar_90_H1hesc_fos_median	Cuellar_90_H1hesc_fos_std	Cuellar_90_GM12878_fos_mean	Cuellar_90_GM12878_fos_median	Cuellar_90_GM12878_fos_std	Cuellar_90_fos_ks_stat	Cuellar_90_fos_ks_pvalue	Cuellar_90_H1hesc_flr_mean	Cuellar_90_H1hesc_flr_median	Cuellar_90_H1hesc_flr_std	Cuellar_90_GM12878_flr_mean	Cuellar_90_GM12878_flr_median	Cuellar_90_GM12878_flr_std	Cuellar_90_flr_ks_stat	Cuellar_90_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.243772415516	0.228055159296	0.149141474004	0.231092663864	0.221588207323	0.132727764217	-0.0890525326896	-0.21979033028	0.554557724634	0.559392124883	0.0319268835329	0.396360264994	0.398637728799	0.0241668158449	-0.147191504301	-300.0	0.631263643909	0.631252343457	0.0556752174821	0.567370683623	0.568803899513	0.000397144000302	-0.361495844313	-300.0	0.272017015233	0.26774603504	0.132735465508	0.254381123354	0.238113274873	0.0579601867625	-0.535251141553	-11.8625303329
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.259075252954	0.23199461888	0.148999219054	0.240718127416	0.218740664598	0.133420817203	-0.105544731893	-1.63727834786	0.498168400493	0.503967446484	0.0394937078949	0.354584261318	0.363654084802	0.0355327271639	-0.104969937316	-300.0	0.532212081863	0.532169959542	0.0847070988349	0.520633763385	0.515045087793	0.00332060839262	-0.0223679053818	-300.0	0.271182076543	0.274171975242	0.0472830452742	0.24265729889	0.250156369532	0.0448938146951	-0.513524141364	-21.8222232992
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.25714933123	0.239344278453	0.149604511378	0.248836132859	0.236414128522	0.139869404774	-0.0831873783709	-0.362653507669	0.57317475931	0.577361995458	0.0327812108684	0.417607848503	0.42041003019	0.0218770718783	-0.147726859429	-300.0	0.586280033382	0.586264398966	0.0778543353347	0.540668469666	0.541547713724	0.00116535979365	-0.209019289208	-300.0	0.277282717745	0.262639191153	0.12681097621	0.255833746631	0.245613274349	0.0978633373609	-0.412608695652	-13.797975582
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.207112137192	0.193513488562	0.112285617057	0.201744027965	0.192540152183	0.103395072366	-0.0761796307305	-1.515845476	0.559876843244	0.564689782641	0.0296159156098	0.410089785747	0.415225070908	0.025926657259	-0.143115833583	-300.0	0.528294515778	0.528249282291	0.0774377750495	0.49245917978	0.493737450676	0.00147522333714	-0.156502860486	-300.0	0.307226899008	0.308956499087	0.0518160854076	0.294996123277	0.291970867537	0.0373214989746	-0.370552067747	-36.4939643257
AR	-2.9986960778	6.4303512778	3.4316552	0.276016814304	0.264584325249	0.14251084358	0.266129135715	0.256146245508	0.138725342289	-0.106756181441	-2.61263068246	0.542537198353	0.547421841384	0.033207076389	0.409966286893	0.41588434649	0.0224030439216	-0.10458026538	-300.0	0.727747427751	0.72770879223	0.069014498175	0.682205071621	0.683841204902	0.00186672789194	-0.242698615329	-300.0	0.266526937245	0.256034858401	0.133749255727	0.251637508143	0.241666706682	0.0553933622582	-0.224114445654	-3.81349428683
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.340211179308	0.334912338301	0.163423673706	0.317288925033	0.297145701038	0.155812190051	-0.104836982668	-8.97632707721	0.614653492206	0.61731602321	0.0216148603965	0.467501351661	0.471405185737	0.0166862737634	-0.105045846873	-300.0	0.529291223257	0.529280668551	0.0531766402951	0.495396234394	0.497263384314	0.000530284822862	-0.260324566814	-300.0	0.320018517938	0.325604111398	0.114730997256	0.312197833584	0.311495011534	0.0581048326797	-0.187760534535	-17.3972190283
SRY	-2.7415056944	4.77859	2.0370843056	0.296480072166	0.287164617927	0.165526500746	0.274640337309	0.259016869965	0.162169416361	-0.112727129111	-3.18819300483	0.498684182933	0.502022348619	0.0280794405381	0.389094263041	0.394567175854	0.0205723458167	-0.0901685002557	-300.0	0.586975621343	0.586964304394	0.0675031108514	0.541913928293	0.547132614638	0.00053754445292	-0.263291387942	-300.0	0.303320181307	0.291593775454	0.112851276621	0.278217524909	0.279612292268	0.0199219251302	-0.315791217896	-4.85016957925
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.255293882255	0.234047501807	0.12497796511	0.250311783782	0.23248750918	0.117867353883	-0.0246265814884	-1.25007465824	0.59618222432	0.600215648217	0.0299000490264	0.445540192319	0.451911757779	0.0262729042989	-0.0958507306697	-300.0	0.611559707037	0.611528097882	0.0878527417744	0.590971058544	0.588067131822	0.00147759048204	-0.0956831292974	-300.0	0.277580871657	0.273061839649	0.0733407750835	0.262858640962	0.259788121216	0.0631446188908	-0.253936784627	-28.0016191576
BCL6	-2.5050076889	5.507985	3.0029773111	0.289973369603	0.274234851815	0.154336227944	0.289251101797	0.265396557583	0.146150411621	-0.0200181013277	-0.266893617626	0.53486891475	0.539377538642	0.0319992522677	0.405152423507	0.408208093765	0.0226090791	-0.0839236579657	-300.0	0.606389466802	0.606388096657	0.0660547559764	0.587334386032	0.585475091932	0.000898247788128	-0.109019485536	-300.0	0.267004192552	0.254135316827	0.115629630862	0.261279193765	0.246854040757	0.0935747441165	-0.167759275489	-5.82339620282
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.240973060911	0.224525943469	0.142655481892	0.239842398117	0.218596987433	0.133196730931	-0.00569922389258	-0.16527714376	0.533067345043	0.5378681822	0.0311071601137	0.403000858388	0.407335445586	0.0252138649902	-0.0684981444542	-300.0	0.613104663845	0.613093951395	0.0730594844952	0.583744062379	0.585448261618	0.00129737279649	-0.148859914845	-300.0	0.339349545801	0.335265577772	0.077617739478	0.317556463508	0.321768588458	0.0387029518302	-0.340254351089	-17.8215724323
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.231714991827	0.219795598119	0.13085280315	0.230544234665	0.21802515712	0.120884672319	-0.00878306730147	-0.388182110807	0.550221207594	0.555551747065	0.0369138980108	0.411918062737	0.417017697749	0.0225204734385	-0.0684786712239	-300.0	0.545607437542	0.54556956842	0.0740057101953	0.522339476666	0.522295908648	0.00167200666769	-0.131440411665	-300.0	0.276864857934	0.276622453927	0.0471741706748	0.267366633853	0.266673323875	0.0429626659342	-0.241111111111	-7.52075487596
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.345511777919	0.328982662271	0.18132994583	0.322854203616	0.297544426217	0.18016750089	-0.0801477624785	-1.51225000623	0.47318768021	0.479555101359	0.0340212192752	0.371979052044	0.37815292739	0.0269412832999	-0.0262446045838	-300.0	0.48263963847	0.482644721073	0.0633144828392	0.470126969204	0.467425672927	0.000711652151555	-0.111261822984	-300.0	0.248428867608	0.243496747056	0.113608172483	0.241509177847	0.232725197846	0.0610751903186	-0.249369369369	-2.40031256442
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.226391651374	0.217534166699	0.126206173525	0.225528702427	0.210959961392	0.125485136596	-0.00518073083703	-0.0778188905572	0.58514752821	0.589292331633	0.0295609349486	0.446983713396	0.451641197782	0.0201746944113	-0.0705165373039	-300.0	0.61188865456	0.611887823136	0.0495657592739	0.584135206355	0.585090570649	0.000285559322294	-0.228180861502	-300.0	0.337010517085	0.32066257771	0.122590214953	0.320531973328	0.307816082066	0.0983929043029	-0.399562715765	-8.52376197709
E2F3	-0.9704539	7.6233014444	6.6528475444	0.204566861216	0.187498477621	0.105128892691	0.206728750135	0.192035366115	0.11016782757	0.0359519246973	-2.58681935727	0.563786948491	0.570465686909	0.0344150062169	0.434733326383	0.44282066234	0.0296273795044	-0.0122152025065	-300.0	0.594829384742	0.594422134167	0.00361077880057	0.598198995798	0.596119276875	0.0777826932116	0.110038293843	-300.0	0.314066420564	0.310972810654	0.0855917395568	0.311972953601	0.305210374238	0.0528833019519	-0.0382624137785	-5.1346438357
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.261978677037	0.245321520748	0.145909803731	0.270499810521	0.256696484345	0.15250555713	0.00436419455692	-2.52776642218	0.55317027321	0.557771881185	0.0298443548234	0.430724841125	0.432918561802	0.0249150338546	-0.0223523942032	-300.0	0.583419987688	0.583411306947	0.0607012185595	0.560573979618	0.563127200949	0.000564869720877	-0.135326867245	-300.0	0.213175737607	0.201402256996	0.0855152522458	0.19579436222	0.195522637283	0.0254893869892	-0.183169014085	-5.06468695719
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.324446122519	0.318001566814	0.168599436568	0.299805381337	0.29179864259	0.16420290973	-0.0201589081769	-2.89505856669	0.513818263888	0.516586357695	0.0261897863627	0.410143548689	0.414867468161	0.0182703170364	-0.02352435425	-300.0	0.538885744879	0.538879597312	0.0670212192353	0.511489895357	0.514808282978	0.000446448761165	-0.165662219053	-300.0	0.319738892236	0.306960276644	0.117895746409	0.300482892413	0.305575167248	0.0389820515012	-0.00428785607196	-0.658543276472
GABPA	-0.7648685556	8.661842	7.8969734444	0.216177047638	0.193001952535	0.120053818783	0.225124744614	0.202251398954	0.128125029223	0.0348985160267	-2.258731912	0.357777767509	0.366160066804	0.0368683271376	0.471329683258	0.478550978394	0.0422299929806	0.0917718401423	-300.0	0.576149509685	0.573689603707	0.0982104949739	0.520748119652	0.520551945265	0.00299403236378	-0.139255515974	-300.0	0.274348211482	0.270211708127	0.051000261039	0.276444006425	0.272334541637	0.0847748535299	0.0429892141757	-0.514408155728
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.295319647391	0.280299363606	0.0931849983818	0.302542456757	0.291215186302	0.0977249338107	0.0240782196945	-21.48715532	0.617841752878	0.624594368573	0.0325393416003	0.468258473104	0.476300196919	0.0279200116168	-0.0200423060626	-300.0	0.619922509798	0.61053693475	0.0933018126126	0.594948829891	0.594869344482	0.00197875676871	-0.0155841433469	-300.0	0.324054547071	0.318363901946	0.0833597931649	0.319293601635	0.312987793792	0.0743502758701	-0.0188473648005	-10.4701318315
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.298664517819	0.287894655932	0.168366985207	0.269882253008	0.259350595229	0.157413275183	-0.0269824867734	-2.36283993406	0.485031740961	0.488341425193	0.029373652422	0.387398294534	0.392643762145	0.0203445129102	-0.00324232503399	-300.0	0.578838503711	0.578830789438	0.0638072659755	0.553947142566	0.558491378384	0.000525094947522	-0.134414879343	-300.0	0.280338233194	0.266863510812	0.132761427817	0.269582698631	0.257494673249	0.109678884163	-0.285163853029	-3.04994496335
REST	-0.6212560778	8.5147308333	7.8934747556	0.220180316875	0.20217058044	0.119228099566	0.228550383935	0.219482353692	0.125432272197	0.0188848831367	-5.64012672972	0.368395146123	0.374517524254	0.0302398031885	0.465677664293	0.469289032843	0.0342051230113	0.0840897223029	-300.0	0.616109232236	0.616036070834	0.0886853094694	0.604730111417	0.602992093632	0.00172613495824	-0.0320279222274	-300.0	0.266724305825	0.263889294867	0.0398258113563	0.258910140349	0.25921122549	0.0398178537826	-0.0308932586566	-2.24191804458
ERG	-0.5708799333	3.9203937778	3.3495138444	0.239226035394	0.217982078792	0.121521441182	0.24063846641	0.22111840477	0.128434371611	0.0582261711158	-1.08277335428	0.393794175765	0.399134241076	0.0282912313603	0.511505950927	0.515776297357	0.0322652825717	0.0205998000402	-300.0	0.604488282102	0.604476008422	0.000869285896086	0.615317296535	0.609718563271	0.0753984580702	0.0175468394758	-300.0	0.300223031753	0.295948168797	0.0628312518137	0.294994499478	0.291101507686	0.0588098506378	-0.0849728412703	-8.36340989972
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.261140880676	0.244425942452	0.148462069448	0.242572037188	0.218661664199	0.143408288545	-0.00885715778521	-1.11899443973	0.366667057437	0.371066232097	0.0207406864122	0.455523112632	0.459592127189	0.02922580424	0.0173975315045	-300.0	0.556683487015	0.556743735106	0.0553131423504	0.541463954638	0.544216381942	0.00199676214655	-0.0492877024486	-300.0	0.126708430936	0.128815453034	0.0283650694917	0.130757227583	0.130529336791	0.0359341155685	0.023781512605	-0.00628700346877
TP53	-0.5304638611	9.9692148611	9.438751	0.2530337697	0.225892645334	0.143263007341	0.25786128439	0.23643855354	0.154501428896	0.0300939922184	-0.884934724976	0.383243736861	0.388234951596	0.0258940408531	0.493842453786	0.499907624152	0.0348687923103	0.0243344256163	-300.0	0.579314239433	0.579334512506	0.0691637456837	0.571076413192	0.572021417918	0.00102554483491	-0.00341185902377	-300.0	0.278627073916	0.272424745881	0.0861768144549	0.272585333353	0.264776248033	0.0496855968773	-0.111829573935	-1.86605862193
