FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Cuellar_99_H1hesc_protection_mean	Cuellar_99_H1hesc_protection_median	Cuellar_99_H1hesc_protection_std	Cuellar_99_GM12878_protection_mean	Cuellar_99_GM12878_protection_median	Cuellar_99_GM12878_protection_std	Cuellar_99_protection_ks_stat	Cuellar_99_protection_ks_pvalue	Cuellar_99_H1hesc_tc_mean	Cuellar_99_H1hesc_tc_median	Cuellar_99_H1hesc_tc_std	Cuellar_99_GM12878_tc_mean	Cuellar_99_GM12878_tc_median	Cuellar_99_GM12878_tc_std	Cuellar_99_tc_ks_stat	Cuellar_99_tc_ks_pvalue	Cuellar_99_H1hesc_fos_mean	Cuellar_99_H1hesc_fos_median	Cuellar_99_H1hesc_fos_std	Cuellar_99_GM12878_fos_mean	Cuellar_99_GM12878_fos_median	Cuellar_99_GM12878_fos_std	Cuellar_99_fos_ks_stat	Cuellar_99_fos_ks_pvalue	Cuellar_99_H1hesc_flr_mean	Cuellar_99_H1hesc_flr_median	Cuellar_99_H1hesc_flr_std	Cuellar_99_GM12878_flr_mean	Cuellar_99_GM12878_flr_median	Cuellar_99_GM12878_flr_std	Cuellar_99_flr_ks_stat	Cuellar_99_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.0547004321952	0.0468177935074	0.0201486124643	0.0636782402357	0.0530266048328	0.0300746981768	0.0588973001897	-100.568023155	0.549863027686	0.559317634313	0.0308456898893	0.406602465823	0.41257705955	0.0307658864299	-0.294641661085	-300.0	0.264524927782	0.251375927255	0.0687725180886	0.224515434315	0.22517348648	0.0227602183254	-0.411111111111	-3.78808842083	0.317799250535	0.316931908904	0.0282582778205	0.287284785455	0.287250268922	0.0203057756009	-0.654695368613	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.0882669311774	0.0649787668072	0.0560531393632	0.0679741300974	0.0524427680374	0.0396701138932	-0.0372310823515	-218.923079386	0.396730028629	0.404471612701	0.0463093659	0.306456235959	0.314310033751	0.0429830788173	-0.0383777436934	-300.0	0.540879606508	0.537873111653	0.0476325627231	0.503237586332	0.496053017655	0.0276504632873	-0.456750572082	-8.39530661776	0.336938259486	0.335063945003	0.0370391593432	0.308374988229	0.306951077546	0.0300235039053	-0.531056457253	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.0908281551191	0.0721567644775	0.0485495877089	0.0733988804863	0.0590142636166	0.0404941107633	-0.100695661527	-300.0	0.511388952184	0.520383436844	0.0333510956041	0.389124425507	0.395648606059	0.0290499319208	-0.277351032745	-300.0	0.450334592572	0.437037011122	0.0681719872014	0.422441127911	0.416924391871	0.04382792131	-0.130619776403	-3.12542466953	0.334227321815	0.333045867871	0.0354848545129	0.310724270376	0.309704422828	0.0342417939534	-0.423687149376	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.0633403739183	0.0502390592335	0.0332468529937	0.0793347029739	0.0616629627554	0.0447013905213	0.0111185281183	-300.0	0.531821799022	0.538702976347	0.0288492600786	0.405070689468	0.409357229562	0.0287816828953	-0.284900494736	-300.0	0.488621573084	0.480681011083	0.0584745070225	0.464541182548	0.460523315336	0.0421808311086	-0.224086574521	-10.240545217	0.343071914617	0.343311520547	0.0375446770262	0.324320457047	0.323559034588	0.0321941899114	-0.34667464211	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.0459064505679	0.0345178227401	0.0276768589906	0.0401379950387	0.0315291606748	0.0213650841661	-0.0690492432848	-300.0	0.399946061785	0.411227681817	0.0394633549477	0.3239985907	0.332052846237	0.0354467582483	-0.0609461531884	-300.0	0.400564112915	0.390503955475	0.0659441482036	0.407213953247	0.393501952199	0.0841557437363	0.0152122079161	-0.500727219319	0.312752590143	0.312662274164	0.0342146738759	0.299461201484	0.298343388951	0.0250685504408	-0.365778580995	-299.999988639
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.0394199121854	0.0318235452548	0.0211096447853	0.037473460397	0.0292321669577	0.0210158623281	-0.0475971460096	-300.0	0.489731590393	0.500142425344	0.0341684897313	0.38604091437	0.392787316273	0.0327034802827	-0.194408415389	-300.0	0.482527022397	0.478148887578	0.026115017517	0.457914173837	0.457739138674	0.0214235242324	-0.431428057098	-42.430405	0.390497144777	0.391296613818	0.047989243218	0.373582595763	0.372888212506	0.0340669107523	-0.253991120242	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.0835502534728	0.069300768908	0.0515729102652	0.0723754074129	0.0587212017708	0.0483304482315	-0.00370853140162	-300.0	0.479771746625	0.490707495629	0.0337454860162	0.382179653334	0.38875360303	0.0315962795285	-0.180793010225	-300.0	0.394204912084	0.384287582487	0.0445437765021	0.373949572873	0.368131653242	0.024044659702	-0.251247165533	-4.61580274171	0.322041990917	0.321606971148	0.0270065067251	0.308651631492	0.308409881221	0.0260019585253	-0.354013785292	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.0923931517528	0.0840046555534	0.0228711453789	0.105580145435	0.0943994872805	0.0341970252351	0.0448442635642	-300.0	0.541140939224	0.546590291915	0.0312650117325	0.416852612973	0.421601738478	0.0298959164609	-0.230665021823	-300.0	0.604190623404	0.597593880315	0.0534663224786	0.575758408369	0.572737382865	0.0318372848636	-0.224482028738	-8.65062816335	0.309715645501	0.308551226683	0.0517899860435	0.296373313598	0.294790462361	0.0429165992931	-0.205291703776	-299.863515293
BCL6	-2.5050076889	5.507985	3.0029773111	0.0778730867153	0.0653108145826	0.0318109214484	0.0652660711037	0.0575116467567	0.0220007356888	-0.0884175613141	-300.0	0.477871017301	0.486067035406	0.0348828553693	0.376135607471	0.382730752169	0.0300315974112	-0.181699797977	-300.0	0.343162775108	0.329321963986	0.06092723305	0.345740544243	0.331726051567	0.0783380856327	0.0728005580963	-0.239630817884	0.335619925514	0.335046805757	0.0381162844155	0.323852887066	0.323484405289	0.0366162576416	-0.191717058674	-137.469365804
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.0688506151186	0.058229745052	0.0324716139895	0.0547993508066	0.0462533462569	0.021946076471	-0.0627888700348	-300.0	0.467549926303	0.475166114799	0.0324624987002	0.372147982788	0.37797581988	0.0311697840277	-0.156526969736	-300.0	0.43591940071	0.432684897217	0.0438925427586	0.42321720098	0.413803160781	0.0270351690713	-0.103929734232	-3.41847130206	0.335050828911	0.334557146867	0.0338273749053	0.323412997914	0.322469629345	0.0329198464372	-0.215451435375	-186.815274729
