FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PWM_H1hesc_protection_mean	PWM_H1hesc_protection_median	PWM_H1hesc_protection_std	PWM_GM12878_protection_mean	PWM_GM12878_protection_median	PWM_GM12878_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_H1hesc_tc_mean	PWM_H1hesc_tc_median	PWM_H1hesc_tc_std	PWM_GM12878_tc_mean	PWM_GM12878_tc_median	PWM_GM12878_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_H1hesc_fos_mean	PWM_H1hesc_fos_median	PWM_H1hesc_fos_std	PWM_GM12878_fos_mean	PWM_GM12878_fos_median	PWM_GM12878_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_H1hesc_flr_mean	PWM_H1hesc_flr_median	PWM_H1hesc_flr_std	PWM_GM12878_flr_mean	PWM_GM12878_flr_median	PWM_GM12878_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
E2F3	-0.9704539	7.6233014444	6.6528475444	0.15920671746	0.148766477038	0.0504742426712	0.18155153377	0.168246051271	0.0545245173344	0.112793275713	-62.4028854699	0.55042851122	0.555468393621	0.033818407173	0.420965974353	0.429815577611	0.0298833869658	-0.0101535140273	-300.0	0.120689928176	0.1132075856	0.0623888087251	0.137616118133	0.118922410707	0.0745158703503	0.305804792815	-60.4813722013	0.346004660162	0.341378309462	0.0795128991131	0.321531031046	0.331263430899	0.0606499477087	-0.0926796338828	-101.859520914
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.0746775348969	0.0631753085008	0.0409443742373	0.0847977953486	0.0677450869348	0.0498491420998	0.175851335551	-4.07405208083	0.545522840477	0.545967006116	0.0328700812721	0.421810215266	0.422835698975	0.0302001391257	-0.012863193175	-300.0	0.0409060979677	0.032500934358	0.0337901427713	0.0595083888779	0.0466843435438	0.0442162393133	0.0727473011677	-300.0	0.311623012435	0.318271554725	0.051071739889	0.316013522083	0.321534263963	0.0657677396329	0.0278928677123	-3.00082181046
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.115887354359	0.104213596532	0.0445181551573	0.144914663329	0.127403246647	0.0628084741497	0.0423263948782	-20.3014136218	0.50807774201	0.512710120073	0.029752272052	0.405043223279	0.41018717395	0.0213222145012	-0.0146291928322	-300.0	0.0331797884357	0.0240630298077	0.0305168840181	0.050219038215	0.0399524816229	0.0349410359414	0.0147302531924	-300.0	0.370052735557	0.372140277928	0.0716572118048	0.334575514174	0.339503585534	0.0602600112305	-0.180831984058	-38.2778005277
GABPA	-0.7648685556	8.661842	7.8969734444	0.132734397026	0.118043035751	0.0520292818625	0.161528046096	0.141684699654	0.0602921203568	0.0191179826138	-82.2974888341	0.344606677031	0.352161431794	0.0373017933649	0.455288974115	0.459552247986	0.0387434870952	0.0549005427999	-300.0	0.154096040725	0.138761619397	0.0783634723472	0.096098642282	0.0855414880612	0.0530519777497	-0.00989049945075	-300.0	0.302843751337	0.28209814321	0.0688313142904	0.308748029285	0.295514785272	0.0781696992954	0.0212095501645	-15.2297297177
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0963781251387	0.0899060596216	0.0293372819859	0.113381112127	0.106388004857	0.0329322301133	0.0744550422637	-208.365953119	0.606502878577	0.611452939877	0.0317952435878	0.459736147631	0.468092802202	0.0282860490557	-0.0146229304392	-300.0	0.118650440467	0.109325177285	0.073201009636	0.161934964106	0.156759063266	0.0943013398768	0.181850584142	-300.0	0.375290705517	0.370965087739	0.0675246519934	0.352644303116	0.360812846014	0.062246066543	-0.106052910784	-289.071589373
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.0623491033074	0.0470471088847	0.0558456665208	0.080301890385	0.0624010235139	0.0592879524667	0.116020634372	-3.79497753205	0.375654258608	0.380006826581	0.0259885117434	0.477196865176	0.482132882783	0.0342550938249	0.0272264922211	-300.0	0.0594965958838	0.0468716387566	0.0459321865592	0.0328607564593	0.0224354589767	0.0336725516505	-0.174095312134	-300.0	0.343242203264	0.345525696411	0.0941666336458	0.335721447395	0.334828993657	0.0864495629532	-0.148242695227	-8.01872277189
REST	-0.6212560778	8.5147308333	7.8934747556	0.210189286007	0.204023275113	0.0529848833967	0.17420083678	0.171357899781	0.0424089223101	-0.0805297133706	-76.5257920659	0.353642495803	0.361298500641	0.0332908223735	0.452962783493	0.454319011202	0.0334806827178	0.0531910600967	-300.0	0.0753878969398	0.0674705076112	0.0517599801262	0.102537602231	0.0828866119034	0.069888633352	0.155816644207	-183.202879672	0.327088926082	0.327184801234	0.0685670355817	0.310230066795	0.326369416331	0.0617819010977	-0.0337371115437	-15.1697668246
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0711193038699	0.0648181732382	0.0327739586304	0.0842060302753	0.0762105223751	0.0330114937573	0.131943496511	-40.2057807651	0.380051891253	0.386338177355	0.0309559302935	0.501095280257	0.500485633114	0.0334691951567	0.0307290426642	-300.0	0.0644003240045	0.0563656316951	0.0425380612287	0.0968585444882	0.0850299778608	0.0571093955042	0.0972636901727	-300.0	0.334055748592	0.337477202433	0.0709397496906	0.314601078086	0.325771383682	0.0577287624274	-0.102500481297	-68.3583075017
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.175688938598	0.132924617874	0.109979341709	0.12852208704	0.0873631891878	0.0757103312753	-0.0587369647296	-7.10053534372	0.352900991146	0.355875677839	0.0273148605369	0.444572014036	0.449510422826	0.0335359169968	0.079850384785	-300.0	0.0511451660222	0.0412546180971	0.0393174872616	0.0218762893853	0.0141769170904	0.0260921212498	-0.212873140397	-300.0	0.297777722405	0.295097155591	0.0754723127296	0.275551137479	0.293163249968	0.0609072767998	-0.00399025852379	-0.876517045222
TP53	-0.5304638611	9.9692148611	9.438751	0.248391998653	0.234354569766	0.0807203286986	0.212948343793	0.20023008312	0.0705826383112	-0.00322572812458	-14.4819704362	0.367325988444	0.374021389594	0.0326479629011	0.478400189438	0.481429911132	0.0345679616972	0.0590531114369	-300.0	0.0807732205017	0.0675505059256	0.0510122365006	0.0519385064487	0.0425488211546	0.0346086467577	-0.0786194001134	-300.0	0.300513765532	0.308938108769	0.0640242389651	0.301674797704	0.311298034218	0.0998442294509	0.0655127379419	-0.734628979272
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.088724833349	0.0811739264235	0.0273452999957	0.105793847448	0.0988670367015	0.0323980315152	0.0662124568638	-211.923595312	0.441410123318	0.450080700141	0.0316637818286	0.585235077192	0.589975679776	0.0354076418357	0.000955509759057	-300.0	0.13048096696	0.131987575407	0.0737633501849	0.176360233823	0.174956024331	0.0935970250595	0.142881658039	-300.0	0.37164645384	0.366743676902	0.0750763768964	0.340351704832	0.34047036664	0.0661627984797	-0.155575994593	-300.0
HLTF	-0.5141725	8.3729281667	7.8587556667	0.142636880501	0.134044532986	0.0419776647151	0.16322384672	0.15096434607	0.0536107692387	0.0935085654835	-23.475339417	0.591381534957	0.593559274478	0.0299697447886	0.44644914781	0.453971363113	0.0274613796508	-0.00877609668474	-300.0	0.0773326888103	0.068180536858	0.0523258212938	0.0964312463608	0.078270752737	0.0628026293499	0.234674853152	-70.4232226276	0.284490059354	0.298169923457	0.066749186521	0.291420004153	0.30984222252	0.0864601806276	0.0474889812836	-5.14172775607
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.232598080225	0.205085713917	0.065981555466	0.26715601673	0.228448209807	0.089808030544	0.0221071159508	-10.8155113983	0.381372910695	0.386264903767	0.0300044380622	0.501760267891	0.50687294088	0.0371903381696	0.0384611177881	-300.0	0.0725937216852	0.0559521210532	0.0545415729316	0.0474057235955	0.0342973789223	0.0408919176806	-0.08251123538	-300.0	0.342460093291	0.340482159616	0.0531404809351	0.326487060724	0.340035669934	0.0486223834799	-0.0661912532135	-4.98952932426
MAFB	-0.3975071222	5.0393535	4.6418463778	0.188804322018	0.171182257806	0.0713911608332	0.151818841275	0.131632873346	0.0645265054194	-0.00628435597113	-25.5489961707	0.412127976554	0.420085781555	0.0320548051989	0.539079880635	0.542128731032	0.0359862549528	0.0305197430295	-300.0	0.106706862662	0.0882864392676	0.0676286874842	0.0618379732959	0.0506211330913	0.0434031000882	-0.0974306166275	-300.0	0.339085288682	0.347718763098	0.0736894233914	0.34611677348	0.348092080725	0.0874714593619	0.0493116778458	-2.26214221029
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0850972432367	0.0786758498206	0.0284587026721	0.100480325567	0.0926648161893	0.0324062275163	0.0969550851668	-55.7274787779	0.430002490324	0.439057285651	0.0289690335797	0.559953331464	0.564828933611	0.0358563963454	0.00740447567577	-300.0	0.117648474401	0.107748352453	0.0552701997489	0.137588203705	0.116918585007	0.0737227450787	0.307054315678	-36.2610929543	0.34725170469	0.344079612277	0.0808766805517	0.310501669662	0.304387733554	0.0587769350364	-0.189618756251	-114.148564711
GFI1B	-0.3699532556	5.525732	5.1557787444	0.132319660807	0.119618780977	0.05797895522	0.0913210224467	0.0735256721723	0.0435640339514	-0.0846582050243	-45.1847186287	0.39270605848	0.398848366281	0.031803475969	0.513487568137	0.5187032028	0.0376466197618	0.0596492115438	-300.0	0.07430423255	0.0606944608675	0.0483392878607	0.0430201600419	0.0338760979953	0.0319795878141	-0.0973076865833	-300.0	0.330950429334	0.332511903112	0.0988395004423	0.310857485111	0.332405591821	0.0647837688469	-0.0736338100102	-12.3001598047
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0770506345995	0.0702829617646	0.0281182051962	0.0918185538323	0.0836747463116	0.0350059307578	0.13927009302	-26.194916863	0.620305779132	0.623001991111	0.0296706184164	0.473441615659	0.480943545873	0.0267110682293	-0.00692146142853	-300.0	0.0850719645213	0.0666208131167	0.0638775896672	0.111622889114	0.0831067562083	0.0810138214729	0.175027180835	-199.843285334	0.33276488755	0.331952230527	0.0696821946115	0.315485814503	0.326693613978	0.0679312455632	-0.0555694395735	-28.1815636064
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.168880376813	0.151283311664	0.0594258978938	0.137091788818	0.124207487687	0.0450219809781	-0.0111798973398	-59.778221663	0.419141974696	0.425184518662	0.0286783185681	0.549008187495	0.549621272391	0.0295144775791	0.0129023921728	-300.0	0.078617725169	0.075310000954	0.045831892055	0.101735954473	0.0920346325812	0.0501417531941	0.113766603102	-300.0	0.354703248735	0.352772206319	0.0614831856718	0.329448116053	0.346955610536	0.0585340901432	-0.112867888413	-40.3866945012
MECOM	-0.3505778778	2.913285	2.5627071222	0.173508569347	0.147002597292	0.080432608988	0.14476559385	0.119588663339	0.0737423255913	-0.0147737709776	-12.6351309743	0.352515576373	0.356141078496	0.0268677168323	0.441468871275	0.445985900173	0.0363705993115	0.0833547873084	-300.0	0.0596928748091	0.0499187385742	0.0378787110708	0.0333836941849	0.0248857505915	0.0294983590988	-0.155856415454	-300.0	0.3417371393	0.336218208939	0.0829579937078	0.344310675336	0.33747020967	0.0910436746167	0.0550496331463	-0.686162532955
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.093889479184	0.0825577905027	0.0473206298657	0.107966294392	0.0933655435313	0.0585520136949	0.162923341129	-8.31926774617	0.395908427119	0.400232011989	0.0262731257918	0.495445719021	0.500651808986	0.0330213258442	0.0321495310462	-300.0	0.0687126618195	0.0558615318096	0.0464592791508	0.0393747071949	0.0298532533911	0.0324046150165	-0.0809650065584	-300.0	0.336725867265	0.347068697743	0.077453728186	0.3132001129	0.29144055525	0.0750069777611	-0.117257472649	-19.8061749357
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.118731539863	0.0963195208216	0.0562180914727	0.15458101221	0.121326265077	0.085846828597	0.0380276829837	-6.2430450706	0.296025882871	0.306935691602	0.0373548679104	0.377096435421	0.383058075849	0.0450519808537	0.216009460202	-259.786495673	0.0364261612746	0.0226724214711	0.0435013186611	0.0532148183259	0.0284063879138	0.0703356688861	0.316334857442	-9.03090184678	0.331771195342	0.344356065396	0.0618629284597	0.345162905562	0.346711577697	0.0804451209103	0.00684179928784	-1.19559366421
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.183057671609	0.164090953739	0.0634930361874	0.146956207533	0.134057196239	0.0467664974021	-0.0201229743745	-72.5665600769	0.419600361442	0.425784820904	0.0293532772996	0.548377784022	0.549067633749	0.0295533780721	0.0151412795156	-300.0	0.0779596832031	0.0746925109623	0.046565886436	0.102317202293	0.09235011941	0.051702593013	0.107756888462	-300.0	0.34254663873	0.341165817646	0.0631599037231	0.316155212194	0.334024920957	0.055061576933	-0.115695635331	-45.2094081261
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.112044653341	0.0973558842189	0.0739982161519	0.0796921292337	0.0658669770983	0.052760990183	-0.0137852427679	-20.8092005668	0.405835114841	0.410071521617	0.0285238568519	0.528609586556	0.532588578896	0.0344660802111	0.0263367068247	-300.0	0.0832243241454	0.0739795769403	0.042282365381	0.0453964497831	0.0379918766952	0.0297277397267	-0.218254512729	-300.0	0.292222373889	0.292853939591	0.0838971591101	0.264892145236	0.280408453046	0.0709547407858	-0.179851761777	-17.5554746432
CTCF	-0.2180552611	8.924475	8.7064197389	0.0831484235925	0.0761354897356	0.0346597617483	0.100845470085	0.093431415234	0.038629098509	0.0984563656161	-88.2806096005	0.445216445583	0.450792328045	0.0274973667805	0.579875281892	0.582850241027	0.0306600538882	0.00475821881688	-300.0	0.0937227076146	0.0750422509964	0.0685071080853	0.119653817202	0.105803450327	0.0774720149835	0.225948104112	-228.264799357	0.362810980703	0.359544471221	0.067822692563	0.333741756989	0.335137192606	0.0606432515699	-0.186994238252	-297.501274121
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.158814632524	0.141732323473	0.0509343660403	0.181757992494	0.164205655104	0.0613260906228	0.0876646244814	-12.8701787432	0.422389265559	0.42899091253	0.0296715716628	0.549426353042	0.553614980238	0.0352000864049	0.034657928302	-300.0	0.0787941501023	0.0592915325831	0.0589047380667	0.0508044917185	0.0382938934906	0.0424008408194	-0.0491721619095	-300.0	0.353781685961	0.345883847178	0.0890564685395	0.329442370315	0.342676162599	0.0650729743904	-0.010220384087	-4.86923882361
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.133459063415	0.112686598092	0.061494528711	0.161981491758	0.140453007458	0.0705205667846	0.0150509576218	-23.7908995251	0.610265563728	0.612392672381	0.0252830332394	0.458836126555	0.462849511907	0.0246574620128	-0.00322098898026	-300.0	0.109303439194	0.0983992429228	0.0470931589045	0.0532493102756	0.0435244450326	0.0351009523221	-0.317004375021	-300.0	0.264654799111	0.253019661642	0.0702841025823	0.275145298314	0.285347333346	0.0779867979994	0.065818501787	-1.63379361591
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.112505509398	0.102080885178	0.0413707931201	0.142517396439	0.129253558687	0.0550419233532	0.0408679310404	-25.7359111557	0.408599687494	0.414580731607	0.0311752714554	0.545399378619	0.546955133712	0.0339982477724	0.0270377939057	-300.0	0.0901240150902	0.0753296317254	0.0522897784279	0.0505348118546	0.0386322475323	0.0368728437212	-0.072417337531	-300.0	0.319660972473	0.323226568292	0.0904101725764	0.296670307031	0.316658188647	0.0693517769855	-0.0608484649203	-11.9004325852
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.233291125656	0.211725696872	0.0816663885799	0.263539804479	0.241223828689	0.0840922754696	0.0457216364651	-7.08612471505	0.394552761229	0.397846413378	0.0266855808841	0.503626327471	0.508523936569	0.0344107264496	0.0497088329671	-300.0	0.0657269294862	0.052634223656	0.0432408430692	0.0339786655554	0.0236561228971	0.0312098922439	-0.192401906621	-300.0	0.346724654196	0.335667353161	0.083108014297	0.316013481718	0.330116025819	0.0596640520872	-0.0830341632889	-4.14001884013
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.171165600441	0.152531321931	0.0571279520663	0.133859274503	0.123806084053	0.0429035737432	-0.0569185941164	-56.011738181	0.422785019293	0.427307004079	0.0286072617064	0.553652731146	0.556511857265	0.0308812620099	0.0234788924736	-300.0	0.0931432052212	0.0827479894435	0.056297953706	0.057135421739	0.0474646199693	0.0426164607256	-0.068875021756	-300.0	0.33287672433	0.326929951105	0.0790740045658	0.31185339542	0.324859776601	0.0725390856987	-0.0686358044792	-16.4692185784
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.0902599145714	0.0698786435392	0.0391505060519	0.124610488789	0.0848819727615	0.0996254595307	0.0660320349104	-3.68061208049	0.44232012936	0.448129945035	0.0250967662306	0.58659667247	0.590431479649	0.0340261536599	0.00525825089164	-300.0	0.0523746585795	0.0368401288649	0.05347207479	0.0298456860053	0.0193259083253	0.0358787865081	-0.0697395280779	-292.133448817	0.374055385557	0.3715356229	0.0359693649461	0.377703315321	0.373245117051	0.0762579041336	0.0460599740714	-0.341401831006
USF1	-0.1057473167	7.4895785833	7.3838312667	0.123990728053	0.111816631143	0.0525163015156	0.146987222658	0.126481826327	0.0638775124558	0.132043616122	-14.4942593695	0.321919914862	0.33234509598	0.041343331248	0.416592108284	0.417974338493	0.0424380879226	0.164319760959	-300.0	0.0901220528045	0.0691653729238	0.0601780879066	0.135419932973	0.102838818742	0.0901774850253	0.0314467261952	-300.0	0.366245437614	0.369523691422	0.0640027707963	0.367338320798	0.3710265895	0.102089552226	0.0623424664524	-2.75153437159
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.101059056779	0.0947330993818	0.0331701147684	0.115561826303	0.107927986738	0.0358024392174	0.145732730651	-55.2885847121	0.436650657872	0.44457562062	0.0292037176052	0.566859513661	0.571835042936	0.0327582504327	0.0243316137458	-300.0	0.11783109826	0.110021974493	0.0641932343764	0.134944654523	0.117619220691	0.0731576181467	0.288074183457	-77.8851205077	0.353502777355	0.347606188215	0.0752665180976	0.323300109587	0.330385917334	0.0603902900744	-0.154072680957	-141.32594777
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.17949571471	0.168128329019	0.0674210931992	0.197860055198	0.186943116341	0.086744382618	0.130907647811	-6.80933764527	0.309579292323	0.314622292261	0.030097412321	0.367169571992	0.373890076596	0.0377958864426	0.312849911171	-300.0	0.0651330618731	0.0551047252146	0.0382783534811	0.036439897054	0.0274906703631	0.0312816181927	-0.105822666076	-300.0	0.280564863338	0.260525605851	0.0734768918618	0.29062519008	0.308517053476	0.0830792602438	0.0114219448166	-2.61203411345
ZNF143	-0.0648688222	6.154257	6.0893881778	0.169634719566	0.149905862651	0.0567233493142	0.17555096236	0.156463417203	0.0573716176493	0.171112392712	-4.38452925468	0.456228864898	0.461499039499	0.027037364487	0.598421500484	0.601377863195	0.0298107195814	0.00583441243143	-300.0	0.0697972506438	0.0560647192169	0.0456809754042	0.0435835858155	0.0336211590935	0.0317546889677	-0.0995333108328	-300.0	0.371921764	0.373920926426	0.0763168045177	0.354919082524	0.369370502739	0.0705474492051	-0.02741503649	-4.35148203618
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.10158555903	0.0878951849669	0.0468476849175	0.126898563117	0.110994032912	0.0544410707031	0.0216169735725	-16.5846989081	0.396099350504	0.400586261295	0.0267322445387	0.523344689115	0.525903580391	0.0300572882088	0.0282270412226	-300.0	0.0938396916558	0.0846741212816	0.040964549622	0.0419933687667	0.0349799470792	0.0265238869103	-0.341159253948	-300.0	0.306110186035	0.321352058333	0.0716261135632	0.297343852786	0.312328270238	0.0574629899721	-0.0248125661638	-5.21157122928
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.142966201025	0.133755919208	0.0304319774425	0.161703150373	0.149537974777	0.0357773192871	0.0143131626684	-34.1470611747	0.465488788872	0.470884534392	0.0261499949464	0.615399318323	0.613799841806	0.0276114961287	0.00134312273306	-300.0	0.0805142506387	0.0672885534169	0.0519251263833	0.0550821773668	0.0453335599431	0.0385038992316	-0.0346838754311	-300.0	0.317606814557	0.328523124537	0.0663686594479	0.334394508069	0.329626006583	0.0815878871004	0.0145533547768	-5.38608778832
