FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PWM_H1hesc_protection_mean	PWM_H1hesc_protection_median	PWM_H1hesc_protection_std	PWM_GM12878_protection_mean	PWM_GM12878_protection_median	PWM_GM12878_protection_std	PWM_protection_ks_stat	PWM_protection_ks_pvalue	PWM_H1hesc_tc_mean	PWM_H1hesc_tc_median	PWM_H1hesc_tc_std	PWM_GM12878_tc_mean	PWM_GM12878_tc_median	PWM_GM12878_tc_std	PWM_tc_ks_stat	PWM_tc_ks_pvalue	PWM_H1hesc_fos_mean	PWM_H1hesc_fos_median	PWM_H1hesc_fos_std	PWM_GM12878_fos_mean	PWM_GM12878_fos_median	PWM_GM12878_fos_std	PWM_fos_ks_stat	PWM_fos_ks_pvalue	PWM_H1hesc_flr_mean	PWM_H1hesc_flr_median	PWM_H1hesc_flr_std	PWM_GM12878_flr_mean	PWM_GM12878_flr_median	PWM_GM12878_flr_std	PWM_flr_ks_stat	PWM_flr_ks_pvalue
NRF1	-0.0572260667	6.468081	6.4108549333	0.158657890367	0.130184504692	0.0813392383606	0.111318400428	0.0951313709055	0.0509425534038	-0.0749643356137	-27.2182370369	0.383563511355	0.385594895576	0.0294052990234	0.492480132331	0.49936439262	0.0355953757436	0.0643479775937	-300.0	0.0655573342109	0.0543900224285	0.0438377632391	0.0339532671507	0.0249179184056	0.0325240418459	-0.146159795033	-300.0	0.342356060917	0.345584574234	0.0491882233853	0.34825941916	0.346361694748	0.104454715675	0.0306296914095	-1.94270679708
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.13094285238	0.117872969725	0.0556100500261	0.155973102491	0.142395283643	0.0587733563795	0.143067113616	-33.1728986858	0.447689500896	0.455192188214	0.0284579886959	0.583423960272	0.585815325289	0.030025014826	0.0145443707825	-300.0	0.0814900094502	0.067076383838	0.0589155067636	0.106025657113	0.0810104184575	0.0755164282818	0.201931558375	-177.774455256	0.355102246577	0.349812294389	0.0764691967491	0.325834354918	0.335181678146	0.0564212590772	-0.120279066422	-60.4451780546
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.107200777282	0.103151863217	0.0410081866847	0.126353190713	0.120709753432	0.0473165982787	0.136059529175	-35.3454004968	0.411252500211	0.419324088284	0.03749780613	0.555400344636	0.55863232866	0.0485576754133	0.0561156030714	-300.0	0.0731854774237	0.0603135442035	0.0525447623578	0.12231847244	0.0984009262761	0.0840587935871	0.05723615849	-300.0	0.368972822034	0.369454200086	0.134593319944	0.354269894509	0.364259315049	0.0879198183757	-0.0780521490732	-39.5044150355
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.120979313229	0.0879101957758	0.0869809664393	0.159237219053	0.10803446542	0.11040301205	0.149915194431	-2.29310547107	0.265336354235	0.275790829285	0.0384673022612	0.317996148673	0.324333275233	0.0443341604398	0.388532765939	-236.228610199	0.0403846057458	0.0310815863671	0.0324146093587	0.046738400022	0.0337855012191	0.0412255831036	0.317848235167	-9.29250550791	0.269758835018	0.283425200008	0.0695349289322	0.281061156602	0.288482214726	0.0853242849989	0.0176031606673	-1.13997076179
HLF	-0.0325434111	3.2289502222	3.1964068111	0.236882863138	0.220055426128	0.0976621434467	0.193594265681	0.16051128998	0.0816275222324	-0.0188693801628	-10.1713908169	0.361150537406	0.368104287753	0.0370832984106	0.465464968421	0.471832420254	0.0431038517444	0.144763500238	-300.0	0.0548706335535	0.0317634051331	0.0668518389122	0.0235434490152	0.0113208013492	0.0370795988166	-0.0590774529287	-300.0	0.296995136534	0.288247049086	0.0770250658837	0.248330826127	0.267832335697	0.0752168406081	-0.230636604775	-12.1012207582
PPARG	-0.0284577778	2.7755172778	2.7470595	0.237670061303	0.230808969467	0.0618097364494	0.201965009413	0.196124235808	0.0541975342173	-0.0300477218317	-25.7894486997	0.460429569376	0.466006113457	0.0256840395293	0.609832650296	0.608985625944	0.028114101335	0.00367216982539	-300.0	0.0775607587362	0.0652905738666	0.0459130712821	0.0512964818301	0.0420096428645	0.0354115486619	-0.0732883681229	-300.0	0.282421583066	0.296178085399	0.0699574101836	0.298377207822	0.298018186975	0.0768059861661	0.0190485789155	-3.06192697771
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0923240750867	0.0845004093757	0.0421352447907	0.116032338705	0.101035420199	0.0655187979399	0.0503265286877	-18.2662082689	0.395469007315	0.400727641262	0.0251220859177	0.492905682074	0.498636699832	0.0347006404597	0.0424512837444	-300.0	0.0670176425421	0.0570144590662	0.0401057584799	0.0389647392639	0.029828648443	0.0319839742996	-0.102861984319	-300.0	0.350065401719	0.363636257884	0.062898242542	0.351412728522	0.365730501075	0.0746004765506	0.0758054646553	-0.968946467393
HSF1	0.0113552056	6.99869	7.0100452056	0.132962892137	0.117462048997	0.0569807266371	0.107104596433	0.094491168479	0.0465350964091	-0.0351629937304	22.8323994085	0.534890594705	0.537884592355	0.0316768616933	0.412025189678	0.417751270921	0.0283395791411	-0.0436798708469	300.0	0.0662479711496	0.0555481710785	0.041363523377	0.100241384656	0.0828506049863	0.0594640758741	0.0213960201629	300.0	0.354821254439	0.359671157553	0.0615376759739	0.34877695068	0.358724865746	0.06005803633	-0.080192248062	0.913516902752
TFAP2A	0.02361145	3.46334025	3.4869517	0.18173983124	0.162811627959	0.0606078596239	0.148133753588	0.136061364292	0.0503155243534	-0.0135373778534	88.1063743245	0.608127118042	0.61087218653	0.0289922865212	0.46631809325	0.473445203408	0.0262880014409	-0.0084236558208	300.0	0.117393535977	0.100522480536	0.0726448829103	0.0912760661922	0.0842452085793	0.0622571996819	-0.171094240116	243.267664685	0.318659041945	0.330370711565	0.0702948881379	0.334742614563	0.337105215494	0.0758649187577	0.0152503710218	24.4117280367
YY1	0.0336983778	9.2155432222	9.2492416	0.174110599166	0.155976669333	0.0505646289531	0.202723774078	0.177850669495	0.0642834892113	0.000563630531332	36.7253050395	0.593061380913	0.597150912715	0.0337192241624	0.451533567616	0.457007363023	0.0297229817357	-0.0148653430906	300.0	0.0571965102233	0.0449953643568	0.0424426383091	0.0913488671523	0.071915443748	0.0613250707727	0.0240730089011	300.0	0.395328658471	0.388747060166	0.0630070621313	0.382295253106	0.385569410242	0.0620220524488	-0.0322735250439	3.87161674841
ESR1	0.0364005167	3.9774695556	4.0138700722	0.103930485501	0.0910971230043	0.0762032514556	0.0781509093124	0.0618749352864	0.0504249716814	-0.0859460508852	11.3920602665	0.497740810749	0.499533398104	0.0335651557124	0.385926700238	0.39022619539	0.0164594937021	-0.0077544774791	300.0	0.0233235760751	0.0151932336799	0.0253471602294	0.0402433019479	0.0300330969536	0.0305836979128	0.157634319109	300.0	0.359665894153	0.368867174926	0.0777137340591	0.382648559949	0.371246415945	0.0842837462307	0.137971827047	13.8596696202
FOXP2	0.0823085278	2.351259	2.4335675278	0.132436055455	0.117695717165	0.05773516923	0.115062852153	0.103350385899	0.0451826953131	-0.131078954871	13.0061453543	0.394648251651	0.400906214925	0.0333579388729	0.334034065283	0.340680425899	0.0273182082249	-0.196935410264	300.0	0.030531941396	0.0225437977812	0.0261739387577	0.0530213503739	0.0432948617051	0.0354271359247	0.0925463319345	300.0	0.345641113828	0.359156678849	0.0656135854256	0.337281240495	0.355129827257	0.0617687878539	-0.0299439957103	3.79966764744
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.136827899072	0.117590317688	0.0712446739602	0.107095812485	0.0934761569273	0.043591189887	-0.00816874185295	22.5761410992	0.552823699844	0.558066669284	0.0306625960141	0.438223012813	0.443306069635	0.0217203543417	-0.0113537800695	300.0	0.0326370984542	0.0240580545183	0.0278876517464	0.0532463375907	0.0441668469492	0.0324241632096	0.0721312109534	300.0	0.311634981317	0.31838334129	0.0606129788191	0.344078351868	0.348336266794	0.0724392530131	0.141520618937	20.740917026
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0823849386275	0.0686951813461	0.0554883799405	0.112621241893	0.0939629984376	0.0628316806558	0.0365692803308	14.5863531111	0.484721906594	0.487365179646	0.0359055108366	0.377677991598	0.378672659706	0.0227317688159	-0.0341879866303	300.0	0.0250210517257	0.0194754653834	0.0193957493974	0.0459211118741	0.0393500448395	0.0263278290958	0.184606033017	300.0	0.321669136579	0.327491789022	0.0410640928272	0.332259820446	0.331717674831	0.0736185167506	0.0298510313216	2.9271175946
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.11032924473	0.0849534721665	0.0544310408497	0.0910248830616	0.0751041741193	0.038631709091	-0.066187312679	7.53279612194	0.432400767633	0.437301422322	0.0363242775857	0.337449721544	0.344002897144	0.0323365826102	-0.107826610684	300.0	0.0357716867189	0.0282313267428	0.0282539011536	0.0590403122251	0.0477422024443	0.043959053069	0.128763406055	300.0	0.37287398285	0.370512390004	0.0702317654577	0.367103465188	0.368205373963	0.0499574717043	-0.0530631489091	0.62784712599
SOX10	0.1169655111	5.24596	5.3629255111	0.161924205988	0.149290997191	0.0502633736998	0.145008117541	0.132673885531	0.0450251323213	-0.0687846620548	35.6036061433	0.510862197901	0.513171056231	0.0321410318521	0.401496063579	0.409347835385	0.0307134330135	-0.0445113843738	300.0	0.115280895465	0.0961748651732	0.0701276643054	0.0918892902851	0.0859963069381	0.055727640779	-0.210002133013	98.7366721133	0.354492773346	0.365434058572	0.0725818829053	0.34664831519	0.362933202075	0.0642064027124	-0.0266151995425	7.45981418471
MYOG	0.1172990389	5.0492238889	5.1665229278	0.209078315679	0.202370544529	0.0466774900055	0.190349632885	0.185336430913	0.0407723444035	-0.13956435836	33.1742770571	0.55263820094	0.555297723546	0.0493007968512	0.408462141101	0.413888871579	0.0368091465743	-0.0524164399221	300.0	0.119893893603	0.0966000458798	0.082473380469	0.0719255752324	0.0590526934873	0.0512433266442	-0.0638912742303	300.0	0.366694791966	0.372561442522	0.0819810382471	0.37923189912	0.377781549121	0.136406199437	0.0874687275975	43.5354835744
SRF	0.1628057278	8.3513662778	8.5141720056	0.131242548397	0.124402493532	0.0560621096296	0.106208173956	0.0990174428774	0.0443234482896	-0.0175220926147	18.1787975505	0.460915923679	0.464273469411	0.0227971612896	0.608334735587	0.613431834187	0.0317750613453	0.00133498105105	300.0	0.0393785720038	0.0315192296768	0.0308991511458	0.0693650791053	0.057948086345	0.0437507437041	0.120480344998	300.0	0.342275312738	0.348220761031	0.090525719366	0.32830239341	0.344281005124	0.0785162138119	-0.0106480870632	3.45833780271
LHX3	0.1647734778	5.8396682778	6.0044417556	0.101939206757	0.0825148979995	0.0767347144574	0.0797310217587	0.0650796720805	0.0473797028144	-0.0392398855292	7.20723075567	0.457046173433	0.458004711952	0.0179795841883	0.583427660562	0.586359587973	0.0271235471759	0.00055470845462	300.0	0.0347772373011	0.0231871629043	0.034257100025	0.0642767883071	0.0498268692367	0.0464468277859	0.174866596091	300.0	0.301215387919	0.320463354615	0.0770947899493	0.346010336802	0.333018249115	0.0868729086707	0.156937673442	10.1535616892
E2F4	0.1745461	8.0240553333	8.1986014333	0.178105776446	0.165156262316	0.0533074684822	0.151630521125	0.141834346148	0.0484028949722	-0.100896626279	69.6766259069	0.557418910244	0.562204998822	0.0349544865127	0.43242876246	0.441266592511	0.0287972744145	-0.0186084429184	300.0	0.135439133445	0.114761512393	0.0698210921324	0.116787694187	0.107698386571	0.052973984449	-0.301327001919	51.3617993893	0.342029489586	0.352297043161	0.0542489681913	0.37295678797	0.369786781964	0.0715815878844	0.123038050227	90.3540388589
ESRRA	0.1783612333	7.2754227222	7.4537839556	0.212160008821	0.199351129542	0.0561934947716	0.179937266256	0.168635099234	0.0438289443378	-0.0504218231763	17.1647906649	0.517044927709	0.514960021106	0.0310458354243	0.396913892455	0.402969157157	0.0310425257488	-0.035844894531	300.0	0.0788495561789	0.0667291326946	0.0472813201409	0.0558679481019	0.0469230023602	0.0345057966134	-0.014528449729	300.0	0.309165163641	0.318865755127	0.0686935657711	0.327394280501	0.323817813481	0.068695142317	0.0331591769923	6.46773783242
HNF1A	0.2036627778	4.7222006111	4.9258633889	0.163216500667	0.151251446842	0.0543591227439	0.184372095524	0.16660556926	0.0678879784089	0.0331929097231	11.9376954142	0.431869759018	0.436318011775	0.0358707189372	0.346559383358	0.347738602765	0.022943209238	-0.0761030334111	300.0	0.0359388212669	0.0234908369792	0.0389699590565	0.0726275546552	0.0578500913864	0.0502928208615	0.191282115255	300.0	0.352974821274	0.377387340671	0.0676030194763	0.390914443578	0.381890603487	0.093208681472	0.171975806452	9.44497112318
RFX2	0.2164441333	5.4421975556	5.6586416889	0.165521390939	0.152831380203	0.0594479112797	0.135269494647	0.127227296562	0.048434748171	-0.0721765392087	33.2806384399	0.587900054934	0.591671244648	0.0357929179271	0.447495486154	0.456472187158	0.0312223518662	-0.0136784888279	300.0	0.110569072533	0.08593737681	0.0814898779128	0.0734079146709	0.0617655671443	0.0530045903842	-0.136387419643	262.985849665	0.322703173575	0.338320684396	0.0951236235436	0.321679606851	0.337527914194	0.0757254068689	-0.0935049627792	1.64063219711
PAX2	0.2255426222	5.2315701111	5.4571127333	0.136918647502	0.119142148921	0.0711540544966	0.109577197805	0.0979425182314	0.0543675309251	-0.158526018864	4.55170925509	0.473931673768	0.476816864802	0.0405936808325	0.36695186237	0.376281668712	0.0355263261088	-0.0718189798312	300.0	0.0835888250982	0.0587646024805	0.0763160695058	0.0504693883794	0.0341588486015	0.0472240272625	-0.136424920669	143.85578026	0.316508450025	0.330921019891	0.088666393925	0.351101207433	0.33912782074	0.11057408769	0.0622279830583	6.30314557775
FOSL1	0.2495109	5.9053088889	6.1548197889	0.125573597874	0.109833424865	0.052430872563	0.102517124052	0.0875369431337	0.0485340559409	-0.0309169128228	17.4399853115	0.436066562486	0.438748162532	0.0305286059974	0.335757676824	0.34086201046	0.0300968709658	-0.0705434106402	300.0	0.0458564779406	0.0382730044798	0.0289802902003	0.0972390007642	0.087344257951	0.0410906644993	0.337908656253	300.0	0.301395617334	0.317399680191	0.0717521161161	0.301131957079	0.280164259437	0.0491446235169	-0.0337392149114	3.5808862434
PAX6	0.2689653	3.2277611111	3.4967264111	0.165697661134	0.140930950527	0.0772218542766	0.219005753206	0.183807600199	0.0899614069556	0.108052300445	13.0364540269	0.475083411113	0.479867269726	0.0323180532591	0.367247577221	0.371669770308	0.0295764970463	-0.0633833270058	300.0	0.0432809638073	0.0311512225889	0.0392979881711	0.0895520576933	0.07016617037	0.0639685725047	0.155053805926	300.0	0.30899282389	0.307606477339	0.0639649337729	0.296895945196	0.307059118607	0.0494050194907	-0.0235627288987	0.759823237084
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.116506591293	0.101795121153	0.0444473298295	0.147387620505	0.128328088638	0.0789956179945	0.0934452259191	17.5531554812	0.562786630439	0.566118747389	0.0376831144712	0.435312943244	0.441211575145	0.0259619817164	-0.0132180947565	300.0	0.044859555683	0.0331900927862	0.0438956064497	0.0733087484866	0.0563331905985	0.0522215131201	0.026493391779	292.386276563	0.258388452407	0.268423484288	0.0594681534716	0.283227712091	0.273136448207	0.101708193787	0.0125768267699	2.15627712554
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.0964950551336	0.0478404315696	0.0883784590031	0.136831949789	0.0718347782287	0.110960504005	0.0136890662488	2.52006550431	0.433458666579	0.437538592044	0.0332614100487	0.345659867593	0.349157117101	0.0297166341857	-0.102103705248	275.591467884	0.0553371399207	0.0405435385587	0.0620357938938	0.0265246780672	0.013118066516	0.0427339027703	-0.055971031356	162.563289794	0.18903936594	0.200724712758	0.0370723691632	0.200010988523	0.201826463623	0.0404277486996	0.0309523809524	0.438089910655
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.247394843637	0.221224241119	0.088462061646	0.211291392647	0.184355779705	0.0663734566516	-0.0364724367728	15.0979933404	0.55049793263	0.553970598121	0.0336397005795	0.426340453899	0.431891944116	0.0284666301069	-0.0293831288522	300.0	0.0451917183511	0.0355354382695	0.035544786059	0.0672776874301	0.0552766751455	0.0444031303954	0.0804761904762	300.0	0.327295908355	0.341120613394	0.0583720019527	0.34717062198	0.344552347551	0.0604180057192	0.0236590699816	4.67199470795
THAP1	0.3018008222	5.8000158333	6.1018166556	0.082465998081	0.0749490750943	0.0361862300966	0.0683936735414	0.0616474667758	0.0324022398992	-0.142129664816	33.2385146921	0.571061882259	0.570020725319	0.0296085987017	0.434381258129	0.440194696497	0.0284430641935	-0.00656105834193	300.0	0.0882113958847	0.0773110819101	0.0483404090735	0.0599705002452	0.0522546763376	0.0386286039311	-0.0830621254061	300.0	0.325917841901	0.323715569061	0.0614885787413	0.352910046975	0.354939142804	0.0693315363017	0.169366921269	90.5367081449
SOX17	0.3243661	6.3657267222	6.6900928222	0.143404814881	0.130242140945	0.0638578411821	0.120817525313	0.107195165244	0.0629208305194	-0.157346553338	13.3062415607	0.490682960258	0.491612197566	0.0338388710131	0.378554773286	0.38435133772	0.0332175234271	-0.0610809831885	300.0	0.0778778601631	0.0608589208941	0.0553835246843	0.129243478673	0.105295894272	0.0832082633619	0.0100763159961	300.0	0.312191673514	0.324384902293	0.0556092392996	0.333625290587	0.337491359091	0.060163822482	0.124232486501	31.4468118473
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.134192502457	0.122999628678	0.061263238429	0.108655549039	0.0941507296204	0.0556240797819	-0.0313211483263	26.4974132918	0.541066965237	0.543549799093	0.0304677409165	0.419234352197	0.425603873217	0.0288752261068	-0.0274790016198	300.0	0.0870048869865	0.0711108247695	0.055425018074	0.0664354975627	0.0520504189137	0.0522600801801	-0.0374102948645	300.0	0.341617425514	0.353445581963	0.0689631660066	0.366706567606	0.361785284769	0.0715731421152	0.0837859753588	15.1058742211
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.102624402235	0.0980761845828	0.0298540736611	0.124135567486	0.118589929814	0.035382179796	0.0213338453889	300.0	0.470749032546	0.476352720345	0.0261795169709	0.611630978463	0.615042344039	0.0298536811176	0.00487447969307	300.0	0.105072993789	0.0846160741113	0.0743003358627	0.078639847227	0.0603759854508	0.0611833474624	-0.210023761036	300.0	0.341386678151	0.346445194781	0.0580314243278	0.374643115908	0.369766334604	0.0705843156203	0.169267653131	300.0
KLF1	0.3295018	5.8667564444	6.1962582444	0.132673774946	0.128804774437	0.0458124621779	0.173064192693	0.165638886632	0.0609786466766	0.116011873275	45.4048717688	0.487855371676	0.488682059712	0.0375402753894	0.376523820165	0.382682967709	0.0316381421481	-0.069276601782	300.0	0.0576889048507	0.0473588549989	0.0395674580257	0.0883163977183	0.0738669853042	0.0539540033577	0.0357316899546	300.0	0.328796263455	0.346095505819	0.0661136087487	0.35238697099	0.348579688038	0.0841960829128	0.0354734111543	7.21122139132
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.1075872039	0.0775991846809	0.0650109182273	0.0837433186019	0.0618121165712	0.0449525816198	-0.0924328430705	7.11563811809	0.589860482319	0.593474783122	0.0330606964995	0.450316765146	0.455543029264	0.0280457884029	-0.000192326250833	300.0	0.0389756637114	0.0277880718581	0.0344026928592	0.0592628642011	0.0426203925284	0.0482842445415	0.0395757910454	300.0	0.340509327092	0.354085961373	0.0528782694879	0.364494609322	0.359010018403	0.070781223624	0.0387931034483	3.95622594358
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.121512585447	0.107646835562	0.071380621955	0.166111965424	0.143334924642	0.104840754035	0.0902939695341	10.7094951755	0.494547824061	0.501033891727	0.0358670503447	0.395486623173	0.395983174266	0.0273144550635	-0.0385878737951	300.0	0.0416461109478	0.0295036661063	0.040749538468	0.0808785365278	0.0668023883645	0.0495634303874	0.212810328676	300.0	0.414498368383	0.0965258759396	0.449681011275	0.524778323365	0.524778323365	0.524778323365	0.35	0.108112642776
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.153837302288	0.133147276945	0.0526445760314	0.132756674493	0.1196404595	0.0396039355557	-0.0456191501906	16.3321063251	0.512477951824	0.516004130235	0.0322216174915	0.396205011569	0.402744457073	0.028851811504	-0.0359549900504	300.0	0.0447297041193	0.0363409079556	0.0319119939348	0.0660311745991	0.0545667850017	0.0429603304056	0.070113623022	300.0	0.318501171228	0.324974571781	0.065846701465	0.334545853614	0.330095455224	0.0758050934042	0.00223612765497	4.16138398097
PAX4	0.36501635	4.8246142222	5.1896305722	0.143457330508	0.12496971373	0.0659722018081	0.118803574771	0.101935732107	0.0602168153377	-0.121018831984	18.1268052616	0.451944116759	0.453908451545	0.0233094426366	0.574051882033	0.578718928974	0.03041844729	0.00351202251355	300.0	0.0671334950813	0.0566906410189	0.0467687473182	0.0441289489472	0.0350035488924	0.0393407805581	-0.0615233948017	300.0	0.389957630854	0.119310501711	0.259631232555	0.682263598855	0.498676593708	0.469650746585	0.516666666667	0.495224309605
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.131326429244	0.108658844805	0.0714378651356	0.104098465509	0.0873298265864	0.0505369112224	-0.0764461048063	7.04270677933	0.385059193684	0.390518106538	0.0360522311732	0.323009337605	0.32837547661	0.0262349221455	-0.222412593281	300.0	0.0339541695842	0.0251088174087	0.0298936678287	0.0613958247158	0.0502749760201	0.0387436361844	0.144674953231	300.0	0.354726627753	0.364782196153	0.081177887095	0.353342845681	0.364716245201	0.0567617582883	-0.0812390924956	0.225886329867
RXRA	0.3769536278	6.7146771111	7.0916307389	0.220353716344	0.201235261221	0.0572341879869	0.196103617276	0.180065624013	0.0480707768204	-0.0220079357119	34.0998602048	0.454104192381	0.460398458026	0.0268556402519	0.593104923476	0.596479646132	0.0301221920551	0.00144785592596	300.0	0.0584091429967	0.0467847336105	0.0434582588796	0.083985696793	0.0695001598676	0.0556018339661	0.0160537511831	300.0	0.304055323774	0.31351056147	0.0736030741374	0.327585715218	0.319390957685	0.0841480632028	0.00772263057031	8.29529968236
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.114493837458	0.0989222026689	0.061932242826	0.0893808575408	0.0806162281353	0.040759762953	-0.000274586405524	26.3909745211	0.492632071034	0.498107367597	0.034746933955	0.396663256759	0.402048837904	0.0245290404653	-0.0276007619033	300.0	0.0381608663193	0.0292824833834	0.0310107617364	0.0653110967904	0.0554164580072	0.039627637875	0.0851980056463	300.0	0.331900679088	0.310675688828	0.0962610998273	0.320608096898	0.308027392811	0.0595146423092	-0.0664319463264	1.54346358747
EN1	0.3989146722	5.5023358333	5.9012505056	0.181519383285	0.162663986963	0.0529081963219	0.214132720605	0.189244204172	0.0666403676781	0.0216068733157	13.0236591967	0.390649675047	0.395219367344	0.0391540168146	0.311194567633	0.317993041032	0.0348834979872	-0.16486959913	300.0	0.0470334511827	0.0320842497136	0.0450357113852	0.0802740567678	0.0590964165015	0.0644923744909	0.0810495350272	300.0	0.353032154151	0.345865859548	0.102634567826	0.339380687783	0.344969761811	0.0737345159034	-0.064169854087	0.452315634819
FEV	0.4266916111	6.4151153333	6.8418069444	0.111702556827	0.102300158425	0.0400121594679	0.141732068179	0.129344495098	0.0482337425456	0.0495781563174	71.9903969688	0.465375733027	0.466901543568	0.0392128161464	0.354588598248	0.363340077231	0.0380768511791	-0.088094948265	300.0	0.117780884413	0.104848913398	0.0673161177172	0.0689652084895	0.0593673257624	0.0457107269205	-0.0554715785167	300.0	0.341595411213	0.325154547396	0.0664882829063	0.355611491004	0.370389716263	0.0840541461557	0.0511433348458	19.419189292
TBP	0.4329950722	7.1221270833	7.5551221556	0.140728778337	0.131247245317	0.0480282349616	0.176638355682	0.16180855064	0.0666141725499	0.025318789001	10.8075093328	0.489626459564	0.496770717722	0.0409724698913	0.387075721105	0.392327345418	0.0329106836775	-0.117725956803	300.0	0.0302587678451	0.0204493104716	0.0308946984869	0.0557936303251	0.0438705886671	0.0410514282796	0.11872465449	300.0	0.327309089958	0.323179959687	0.0905476251792	0.316972649938	0.323012611604	0.0580189521575	-0.04143224149	0.727350021737
GATA2	0.4460161667	4.9865788333	5.432595	0.0715953847957	0.05944124499	0.0525318817798	0.107268995244	0.0865008020903	0.0719649361535	0.122267420401	19.3562395983	0.485150988914	0.487336229193	0.0359358329034	0.377626074072	0.379245206315	0.0215830298909	-0.0190043688549	300.0	0.0257585558732	0.0199324460083	0.0199728226404	0.0475063262761	0.0407108714991	0.0266649503261	0.199506705919	300.0	0.340299956684	0.344950385972	0.0494056742581	0.355196472467	0.349817694949	0.0739396645129	0.0119923914005	2.14580457271
FOXO3	0.4784891278	5.4082502222	5.88673935	0.115819480201	0.0975518639695	0.0683564820675	0.104699469873	0.0917741026737	0.0530280454695	-0.214810506523	2.63855152333	0.507864505511	0.513175360706	0.0350065764535	0.409275572835	0.412315812218	0.0262063407928	-0.0288806015219	300.0	0.0405499041349	0.0295918828057	0.0344597233386	0.0714733732194	0.0574381861325	0.0502171128706	0.120040165766	300.0	0.325356036916	0.339090760376	0.0692996584776	0.321128892418	0.336823869783	0.0635364718989	-0.0736674483458	0.931225141459
MAFF	0.5215329556	5.2145415	5.7360744556	0.0811030411971	0.0686302209576	0.0531227314981	0.111498778885	0.0983686425085	0.0707782974896	0.0498658369009	24.6047874843	0.518940412028	0.522429278057	0.0320148199986	0.402778939766	0.406022459678	0.0280307764082	-0.0235241157869	300.0	0.0453318820247	0.038088141685	0.0288541304914	0.083579496999	0.0743653935372	0.0422365407929	0.205839139145	300.0	0.268802435961	0.288892392447	0.0567265160231	0.301711886508	0.30508246479	0.0611665803757	0.153718233672	15.3874885305
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.185494942751	0.17359175073	0.0572147866538	0.232958402222	0.212835615508	0.0791310098558	0.0796819599244	33.9961860238	0.425175807743	0.427957439474	0.0335552217668	0.331335282325	0.336465243316	0.0328178138816	-0.0967633182948	300.0	0.0498597737772	0.0419536240744	0.0333231110412	0.0958476347995	0.0848002735574	0.0467426103574	0.269931849441	300.0	0.291229810779	0.292746911449	0.0671708128069	0.309104667992	0.318138502145	0.070484151965	0.0992374092859	12.4234448169
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0987126949857	0.0753164168848	0.0710918649957	0.123075039607	0.0973422903926	0.0737713747788	0.00124272241059	10.6527698092	0.504260747478	0.510269426186	0.0337803750832	0.400839731802	0.404930961887	0.0261434915972	-0.0291743842283	300.0	0.0372149468643	0.0257249785796	0.0354354497621	0.0736441065499	0.0578844524748	0.0488282784259	0.202675150517	300.0	0.331496223536	0.339811934914	0.0745080272392	0.348516208892	0.345979424339	0.10558891504	0.115041188585	6.71029820426
MAX	0.6273268722	6.1784626111	6.8057894833	0.104642341226	0.0942017002447	0.0437370497009	0.137337250265	0.118522689831	0.0671789506466	0.0844811757418	30.2053233986	0.482172010388	0.487638252763	0.0363975381047	0.384957357902	0.386303760696	0.0250526409099	-0.0361826365195	300.0	0.0339622838569	0.0250535448496	0.030340974837	0.0583978366897	0.0498443835854	0.0367468929225	0.103172958402	300.0	0.334380317769	0.345450116681	0.0763686684431	0.363431185688	0.351014193482	0.0987977378144	0.0621452268678	8.10863694118
RREB1	0.6412792222	7.0157968333	7.6570760556	0.147645556859	0.139033264888	0.0391630037629	0.174356756089	0.164373213554	0.0505480575112	0.0909410751647	20.9321028945	0.431694989986	0.438565005966	0.0267159784651	0.562178585271	0.563293177134	0.0362968619867	0.00197139270211	300.0	0.0477126466393	0.0377924512384	0.0339982742907	0.0751590700143	0.0611346237439	0.0504605122522	0.0197726346589	300.0	0.265146021306	0.290198508726	0.057568120709	0.275668395771	0.294067714207	0.0806084473118	0.000362124463519	2.40606493792
