FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PIQ_85_H1hesc_protection_mean	PIQ_85_H1hesc_protection_median	PIQ_85_H1hesc_protection_std	PIQ_85_GM12878_protection_mean	PIQ_85_GM12878_protection_median	PIQ_85_GM12878_protection_std	PIQ_85_protection_ks_stat	PIQ_85_protection_ks_pvalue	PIQ_85_H1hesc_tc_mean	PIQ_85_H1hesc_tc_median	PIQ_85_H1hesc_tc_std	PIQ_85_GM12878_tc_mean	PIQ_85_GM12878_tc_median	PIQ_85_GM12878_tc_std	PIQ_85_tc_ks_stat	PIQ_85_tc_ks_pvalue	PIQ_85_H1hesc_fos_mean	PIQ_85_H1hesc_fos_median	PIQ_85_H1hesc_fos_std	PIQ_85_GM12878_fos_mean	PIQ_85_GM12878_fos_median	PIQ_85_GM12878_fos_std	PIQ_85_fos_ks_stat	PIQ_85_fos_ks_pvalue	PIQ_85_H1hesc_flr_mean	PIQ_85_H1hesc_flr_median	PIQ_85_H1hesc_flr_std	PIQ_85_GM12878_flr_mean	PIQ_85_GM12878_flr_median	PIQ_85_GM12878_flr_std	PIQ_85_flr_ks_stat	PIQ_85_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.393140013788	0.397066746483	0.0636293113918	0.384404279687	0.388506435199	0.0558069997309	-0.0637384541711	-220.1450702	0.424996128299	0.433176764326	0.0416588158564	0.333129224651	0.347959158078	0.0365654791861	-0.435275080906	-7.81169983183	0.599298245614	0.601002506266	0.0834869257485	0.598849864387	0.547368421053	0.0803549635908	-0.249315068493	-0.693303347755	0.326017984731	0.326195372516	0.0267273701339	0.290755442385	0.295040180687	0.0212131180954	-0.634303837068	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.271420212817	0.26642345179	0.0620235489726	0.242838974765	0.213704261633	0.0398303336368	-0.158388620617	-300.0	0.417315798495	0.426151819609	0.0318093558447	0.342787078901	0.340103089189	0.0166907618382	-0.422897196262	-14.7891207508	0.361582428603	0.359413937078	0.0374369091254	0.33655576888	0.33786628653	0.0363559228209	-0.265867158672	-2.7684816313	0.343732500145	0.342878750127	0.0341923554464	0.308376857737	0.306719020776	0.0277855291705	-0.574064006185	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.355115638334	0.362403901012	0.0608675673439	0.357806412586	0.365187111744	0.0703395631945	0.00376388154206	-161.46692025	0.378598051039	0.387181665076	0.0340002479251	0.321421344086	0.320993994815	0.0134354259243	-0.37377860235	-21.2461799263	0.558017558703	0.553899484376	0.0733761701448	0.545957273778	0.541784398164	0.0545759040124	-0.075731822474	-1.09438173134	0.341593058981	0.341162636247	0.0297872692821	0.321808076046	0.319085346141	0.0237157827035	-0.516936020356	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.329554038683	0.320069975977	0.0732127339026	0.325718280274	0.300993522614	0.0500017867989	-0.0109305422764	-300.0	0.364168147908	0.372826813607	0.0327875130553	0.314659435733	0.319819566762	0.0269562782394	-0.292397660819	-35.0161697566	0.405421822826	0.401834803722	0.0528231665277	0.384118511319	0.385443658677	0.048595099706	-0.0851851851852	-3.49452828282	0.319803746132	0.323226723337	0.0245876973618	0.311273603391	0.308320059391	0.0235366579648	-0.228147679339	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.365621363505	0.363580633886	0.0537943369838	0.363745888416	0.348483563468	0.045222278191	-0.0118251157736	-216.441384356	0.374449892297	0.384215612252	0.0353080270627	0.319899133881	0.32755057161	0.0327904196111	-0.279187895811	-13.187475175	0.844667875771	0.844984389764	0.0368621612067	0.823618196733	0.818918183212	0.0302510219858	-0.302349740292	-2.67320693936	0.285288257682	0.288094716517	0.0343866773705	0.281951827094	0.276883912637	0.0310870583338	-0.292697707589	-195.884834334
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.361836156868	0.342837100592	0.0839583780473	0.369008862264	0.353082944977	0.100830298759	0.124823006671	-294.69668176	0.498096056256	0.505914645502	0.0319610246999	0.399598029956	0.40565135576	0.0273362336797	-0.411847217294	-87.0344932163	0.558935719831	0.558543970486	0.0178968731208	0.537413437473	0.53506829721	0.0128912688228	-0.472465183206	-23.7370722921	0.396404115571	0.398902900619	0.024709245714	0.384476082833	0.384416760913	0.0235005744847	-0.337282351421	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.219449714779	0.193555874281	0.0674328087004	0.225446371164	0.211426093938	0.0746064079853	0.0775750184369	-208.335239025	0.459085831058	0.467966666135	0.0387064351583	0.376914671232	0.385301460407	0.0193853723611	-0.381212930053	-19.1314993281	0.413612254501	0.409250671606	0.0374482061758	0.423834638303	0.413890894256	0.0529802797779	0.0112024221453	-0.218132463757	0.328304219973	0.329307139259	0.0293359065846	0.314508087191	0.315764484809	0.0220459696358	-0.383894393138	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.427029697499	0.440148015312	0.0810829651246	0.42161485922	0.424812411963	0.04492990829	-0.0662586701284	-300.0	0.369880039008	0.379160843308	0.0338323651205	0.322320363653	0.331191710183	0.033206234324	-0.215788405215	-28.2998572548	0.490384498857	0.48936568298	0.0353960953649	0.484139277186	0.479173423785	0.0234958765207	-0.059960054662	-2.19434139335	0.312761370344	0.315692829458	0.0333563738601	0.305579022558	0.304160475434	0.0277840593087	-0.218062677502	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.35953278074	0.361466822626	0.0757547057944	0.337890031523	0.356971215003	0.0614701895379	-0.0354264764593	-300.0	0.41629867291	0.424069965502	0.0301064685459	0.353581440354	0.358349435171	0.0164152955952	-0.336441324402	-23.2551096037	0.717645710154	0.719695062551	0.0327064645761	0.707650211551	0.69962290966	0.028108171329	-0.216188655194	-3.36050766849	0.343802148756	0.344684338419	0.0299071921874	0.331742857901	0.331644479658	0.0256328954576	-0.390975295417	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.396855370663	0.404671283772	0.0721928752768	0.382474245145	0.398329385073	0.0528432586941	-0.0554344033737	-300.0	0.326764130145	0.334306083016	0.0308508300443	0.296600788107	0.301307127947	0.0273471540625	-0.0303584874043	-13.4607007588	0.442259521779	0.432117502569	0.0532849333264	0.45005399085	0.440752129029	0.059660314567	0.0403119868637	-0.330502838272	0.340929921836	0.342452147309	0.025582913741	0.333299981327	0.331331790812	0.0232555613187	-0.316021267707	-300.0
