FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINTBC_H1hesc_protection_mean	HINTBC_H1hesc_protection_median	HINTBC_H1hesc_protection_std	HINTBC_GM12878_protection_mean	HINTBC_GM12878_protection_median	HINTBC_GM12878_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_H1hesc_tc_mean	HINTBC_H1hesc_tc_median	HINTBC_H1hesc_tc_std	HINTBC_GM12878_tc_mean	HINTBC_GM12878_tc_median	HINTBC_GM12878_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_H1hesc_fos_mean	HINTBC_H1hesc_fos_median	HINTBC_H1hesc_fos_std	HINTBC_GM12878_fos_mean	HINTBC_GM12878_fos_median	HINTBC_GM12878_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_H1hesc_flr_mean	HINTBC_H1hesc_flr_median	HINTBC_H1hesc_flr_std	HINTBC_GM12878_flr_mean	HINTBC_GM12878_flr_median	HINTBC_GM12878_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
RREB1	0.6412792222	7.0157968333	7.6570760556	0.0566479864866	0.0417986355179	0.0555249945201	0.0655147706813	0.0525757853766	0.0577883835234	0.0484810154321	16.5812017063	0.571483275143	0.572305563133	0.0253137229825	0.568208060449	0.569515913984	0.0205259957259	-0.0135718956541	210.406284144	0.571483275143	0.572305563133	0.0253137229825	0.568208060449	0.569515913984	0.0205259957259	-0.0135718956541	210.406284144	0.214440112229	0.214995071293	0.0130758354573	0.21602979161	0.216429601778	0.0136772165	0.0222904905569	41.4849611214
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.0723747719238	0.0560849404071	0.0647086370785	0.0868543674499	0.0695829717918	0.0719263067141	0.0356972972833	15.5795173352	0.480040280779	0.478360003122	0.019833695716	0.483748103028	0.480712486747	0.0267044451676	6.86445337287e-05	300.0	0.480040280779	0.478360003122	0.019833695716	0.483748103028	0.480712486747	0.0267044451676	6.86445337287e-05	300.0	0.313885542831	0.313475726976	0.0151507147741	0.315146447849	0.314945612929	0.0201236532764	0.000552341850898	80.8835726336
STAT3	0.6779155667	10.0107785	10.6886940667	0.0444871172374	0.032339654507	0.0406657993105	0.0473546888238	0.0381883376192	0.0442715024513	0.0137999967059	8.12189117066	0.46841680037	0.468890334129	0.0113510759282	0.47134608272	0.471425542846	0.0194694246922	0.149058291381	300.0	0.46841680037	0.468890334129	0.0113510759282	0.47134608272	0.471425542846	0.0194694246922	0.149058291381	300.0	0.281091258978	0.281346914292	0.0144574226306	0.283383810062	0.282980936927	0.0155218158929	0.143387883849	169.013618207
RFX5	0.6927126611	7.3384705	8.0311831611	0.0594674655262	0.0448703540736	0.0562150301613	0.0671022768915	0.0533766058252	0.0583589336365	0.0142906691786	26.0729429352	0.424379194013	0.423425061542	0.0193569645324	0.421646904906	0.421061937047	0.0157264156543	-0.0172127165372	300.0	0.424379194013	0.423425061542	0.0193569645324	0.421646904906	0.421061937047	0.0157264156543	-0.0172127165372	300.0	0.306271283114	0.306381299256	0.0206290237233	0.305237886207	0.304844484342	0.0198077468434	-0.00720511987748	54.7799637737
ELK1	0.6936597444	7.0989505	7.7926102444	0.0323332460764	0.0241461514482	0.0310150313431	0.0412474234093	0.0342580174969	0.0341869286955	0.0860526824144	55.8197380111	0.541991862101	0.538494963015	0.021166020068	0.550684960664	0.544332392108	0.0317840752398	0.0099443948209	300.0	0.541991862101	0.538494963015	0.021166020068	0.550684960664	0.544332392108	0.0317840752398	0.0099443948209	300.0	0.306150175556	0.305612283953	0.0257717271099	0.308016374495	0.307435435555	0.031923573576	0.00436239093159	46.4214418483
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.0711961175607	0.0530801071137	0.0685766028034	0.0825411412516	0.0653037416232	0.0723148085892	0.03101701888	17.9497309136	0.624872427697	0.618403646228	0.0393675874705	0.619688029242	0.616448072657	0.0283461727329	-0.119778899264	41.9635162227	0.624872427697	0.618403646228	0.0393675874705	0.619688029242	0.616448072657	0.0283461727329	-0.119778899264	41.9635162227	0.313652731351	0.313298551843	0.0246014541439	0.316701370276	0.315127978906	0.0417508291746	0.00146909827761	34.6220215285
GATA4	0.7095617	5.2971232222	6.0066849222	0.0961430677155	0.0730624142173	0.083727342527	0.107234460117	0.0857759763517	0.0849544728377	0.0275768681931	9.787661844	0.374112609718	0.374942631735	0.0116772903478	0.37606834099	0.377134662952	0.0203423149991	0.136835123007	300.0	0.374112609718	0.374942631735	0.0116772903478	0.37606834099	0.377134662952	0.0203423149991	0.136835123007	300.0	0.293397701097	0.293301418121	0.00793040018456	0.29517980044	0.295109925701	0.00898749311212	0.1569005844	296.351964878
JUN	0.8366651556	5.9365860556	6.7732512111	0.0689879202597	0.0527305626491	0.0643314490597	0.0865229271605	0.0701605062421	0.0696457578985	0.0872799035687	38.0858756764	0.408004761618	0.407651668699	0.020310228945	0.41535526642	0.410755282785	0.034215592174	0.0859159578532	300.0	0.408004761618	0.407651668699	0.020310228945	0.41535526642	0.410755282785	0.034215592174	0.0859159578532	300.0	0.319279626306	0.319088718551	0.0155130261082	0.321463002849	0.321463281165	0.0169383103017	0.127006932889	164.277630853
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.104212079468	0.0777909776135	0.0913043256747	0.118056761788	0.0931174836263	0.0971041743463	0.0377331104149	9.7722755497	0.564812968446	0.56666064263	0.0139776818754	0.567246891793	0.569749356531	0.023800129432	0.113481554724	300.0	0.564812968446	0.56666064263	0.0139776818754	0.567246891793	0.569749356531	0.023800129432	0.113481554724	300.0	0.289008116617	0.289620199223	0.0118789230443	0.291171503052	0.291537529105	0.0142856969948	0.100086119658	177.418521799
ESR2	0.9447617111	2.7405983333	3.6853600444	0.056053037974	0.0420071017258	0.0537980214905	0.0671692874659	0.0536470490709	0.0566030790446	0.0667285522714	42.7381548687	0.497050160758	0.49944835434	0.0187613768723	0.502848385845	0.504002667694	0.0214858857123	0.0499536122873	300.0	0.497050160758	0.49944835434	0.0187613768723	0.502848385845	0.504002667694	0.0214858857123	0.0499536122873	300.0	0.304948880561	0.304635657271	0.0144756057161	0.307415696855	0.307236380235	0.0157688664324	0.0970754628759	221.414513181
SP2	1.0204727111	5.1814583333	6.2019310444	0.093598710417	0.0692535162951	0.0805436789423	0.105291973885	0.0858149078665	0.0846642978414	0.0699347470382	69.9458058174	0.49140719732	0.492538106767	0.0128535940432	0.498032816606	0.497549356789	0.023084785251	0.154011917964	300.0	0.49140719732	0.492538106767	0.0128535940432	0.498032816606	0.497549356789	0.023084785251	0.154011917964	300.0	0.319979021958	0.320183918673	0.0135873404609	0.323053720343	0.323441578634	0.0184835703498	0.158050167281	300.0
SOX9	1.0532260889	6.5152251667	7.5684512556	0.10248675388	0.0756444747695	0.0921441301973	0.110656223741	0.0872898927195	0.0940599245704	0.020365348718	4.76517899579	0.55509087632	0.555476821407	0.0145840782336	0.559306115349	0.561382300994	0.02242321948	0.136206481095	300.0	0.55509087632	0.555476821407	0.0145840782336	0.559306115349	0.561382300994	0.02242321948	0.136206481095	300.0	0.31729579058	0.31584132327	0.0123798513277	0.317342125595	0.318171044145	0.0215509172416	0.0375870219953	55.9839196457
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0555976518045	0.042213516787	0.0534428786398	0.067701024471	0.0544301848362	0.0582742441777	0.0761627793146	115.005759584	0.436772969758	0.435569434821	0.016616500799	0.441739114548	0.440522297011	0.0181451739366	0.0365748823531	300.0	0.436772969758	0.435569434821	0.016616500799	0.441739114548	0.440522297011	0.0181451739366	0.0365748823531	300.0	0.30862756008	0.308218962374	0.0176408342273	0.311649261052	0.311594674692	0.0212736043381	0.161050829684	300.0
GFI1	1.1850335889	4.7750645556	5.9600981444	0.086246485681	0.0656671735804	0.0795007080545	0.103079327999	0.0832664861993	0.0801268601892	0.089894288379	32.1289194699	0.392614121951	0.392872596688	0.0112497661382	0.397938445838	0.397772768038	0.0185616224914	0.17492680768	300.0	0.392614121951	0.392872596688	0.0112497661382	0.397938445838	0.397772768038	0.0185616224914	0.17492680768	300.0	0.31584206369	0.316058628192	0.0204925455461	0.320037535341	0.319834541048	0.0269062109218	0.209270811616	293.611836295
GATA3	1.1874563444	4.4545267778	5.6419831222	0.110321172647	0.0824305709537	0.0958750033161	0.123705212966	0.0984166157011	0.0989325898989	0.0509283916407	9.13006233488	0.408690452735	0.409898549881	0.0138660672755	0.413282558546	0.415024966334	0.0257000276771	0.188926220087	300.0	0.408690452735	0.409898549881	0.0138660672755	0.413282558546	0.415024966334	0.0257000276771	0.188926220087	300.0	0.322280159013	0.322300118245	0.00681263126485	0.326498214934	0.326424196922	0.008258321553	0.370034875448	300.0
KLF5	1.2952409722	4.5370098889	5.8322508611	0.057352635259	0.045338596419	0.0502439253969	0.0711693641769	0.0589974279882	0.0539652770354	0.101902772091	299.996970781	0.513388508618	0.510256084547	0.0177720426395	0.521176993307	0.517053025476	0.0210976631278	0.128546663221	300.0	0.513388508618	0.510256084547	0.0177720426395	0.521176993307	0.517053025476	0.0210976631278	0.128546663221	300.0	0.287615453284	0.286931951737	0.0278888117723	0.292160276206	0.291085542067	0.0302127346232	0.16547818698	300.0
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0732362003311	0.0561227514066	0.0667113832517	0.0895342289743	0.0730140274545	0.0709649140753	0.089527303975	138.745546787	0.441841281435	0.441545517057	0.0171304708218	0.44899004623	0.447737403412	0.018930595228	0.104144447262	300.0	0.441841281435	0.441545517057	0.0171304708218	0.44899004623	0.447737403412	0.018930595228	0.104144447262	300.0	0.284773241099	0.285097636613	0.0247655323689	0.289175097432	0.289095621187	0.0250110311792	0.178903933002	300.0
T	1.4805750889	5.3688017222	6.8493768111	0.0625199881968	0.0473440628427	0.0594668983119	0.0725699888988	0.0582398728834	0.0605883760326	0.070161968827	13.3512654073	0.462607196688	0.463202535883	0.0184764386555	0.470680401335	0.470897980792	0.0260840546722	0.109740237003	300.0	0.462607196688	0.463202535883	0.0184764386555	0.470680401335	0.470897980792	0.0260840546722	0.109740237003	300.0	0.259613932809	0.259922076842	0.0138223534533	0.2642154682	0.264215312097	0.0189232736633	0.225250374988	160.432495578
RELA	1.5992390944	7.24568025	8.8449193444	0.0707475791179	0.053853822513	0.0638240020758	0.0797064178265	0.0646188363871	0.0674694451961	0.0551230588823	21.6281242576	0.645911552546	0.646372502888	0.0130572988861	0.659798067328	0.658188830578	0.017560792201	0.322329386835	300.0	0.645911552546	0.646372502888	0.0130572988861	0.659798067328	0.658188830578	0.017560792201	0.322329386835	300.0	0.309214957762	0.309207716908	0.012738050791	0.314679831067	0.314704117705	0.013166955337	0.295738029315	300.0
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.0887478592655	0.0678353020676	0.0817078026512	0.109681089941	0.0879115275093	0.0878563942899	0.10937548979	66.3119114405	0.553512634084	0.554702157358	0.0157878658696	0.565842260498	0.564946672073	0.0231714206423	0.218110709884	300.0	0.553512634084	0.554702157358	0.0157878658696	0.565842260498	0.564946672073	0.0231714206423	0.218110709884	300.0	0.293040540535	0.292969930798	0.0158433985927	0.29864600013	0.298380644867	0.0193129877747	0.321045842033	300.0
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.104375566736	0.077268613451	0.0888115649363	0.112710953587	0.0929629936558	0.0955791158707	0.067737988094	7.8215396355	0.486964192927	0.488084170987	0.010863040179	0.494693829636	0.496876114855	0.0180122866648	0.281547183624	300.0	0.486964192927	0.488084170987	0.010863040179	0.494693829636	0.496876114855	0.0180122866648	0.281547183624	300.0	0.28400240971	0.283528850257	0.0108300378942	0.289417868298	0.289040883838	0.0191744450131	0.292195855813	300.0
ELK4	1.6884735111	6.6488153889	8.3372889	0.033467170343	0.0249736130552	0.0322850912873	0.0426342043261	0.0348176309236	0.035158443605	0.1298239286	119.932333838	0.565671595723	0.562813164772	0.0163687031206	0.58077315685	0.576149447225	0.026041908583	0.263370930041	300.0	0.565671595723	0.562813164772	0.0163687031206	0.58077315685	0.576149447225	0.026041908583	0.263370930041	300.0	0.287868815913	0.287399198681	0.0213145005332	0.292843478887	0.292916753496	0.0264549478341	0.235370812221	300.0
MYB	2.0312446444	6.4129717222	8.4442163667	0.0783069334016	0.0603974870756	0.0702265807475	0.0931174502829	0.0752409016057	0.076184141694	0.0964450857678	25.4976167239	0.663473695917	0.663567651366	0.012317900497	0.678790637727	0.679741937675	0.0179525560242	0.370928662453	300.0	0.663473695917	0.663567651366	0.012317900497	0.678790637727	0.679741937675	0.0179525560242	0.370928662453	300.0	0.286129787045	0.286550072475	0.0129296026711	0.293635711013	0.293498955134	0.0172911960951	0.415838123001	300.0
MYC	2.1820286333	7.7905577222	9.9725863556	0.0724677778914	0.0554992637758	0.0651876151167	0.0915247789857	0.0744529516574	0.0752162837335	0.131796330117	33.3776246375	0.466402817153	0.465734874133	0.0184749985857	0.479414511549	0.478081656862	0.0246070301685	0.214366256698	300.0	0.466402817153	0.465734874133	0.0184749985857	0.479414511549	0.478081656862	0.0246070301685	0.214366256698	300.0	0.276586049087	0.276703277274	0.0126839125761	0.284036703855	0.284030502207	0.0140411818046	0.432878514214	300.0
STAT4	2.5085851167	2.786079	5.2946641167	0.0946092982037	0.069952491758	0.0891204078854	0.110313960726	0.0893057594576	0.0895976360891	0.134683746825	29.4443872317	0.625706048227	0.62620470415	0.013271427123	0.645348790862	0.645711545281	0.0233064631797	0.405151257509	300.0	0.625706048227	0.62620470415	0.013271427123	0.645348790862	0.645711545281	0.0233064631797	0.405151257509	300.0	0.27999020883	0.279661364274	0.0166919310576	0.288777039668	0.288469839587	0.0169046846607	0.440048764473	300.0
STAT1	2.6158571444	8.6787737222	11.2946308667	0.0469118251891	0.0355083010015	0.0430159294727	0.055175540267	0.0449442000661	0.0442320291589	0.127478004283	31.148630727	0.494240379808	0.49344192797	0.0162788875147	0.51099545003	0.509567583959	0.025397027098	0.312204648856	300.0	0.494240379808	0.49344192797	0.0162788875147	0.51099545003	0.509567583959	0.025397027098	0.312204648856	300.0	0.295548837234	0.295794031213	0.0104684421308	0.304749818107	0.305079696618	0.0130351487163	0.539986253822	300.0
ETS1	2.6438298111	6.8488314444	9.4926612556	0.0843415851434	0.0640847093238	0.0775711289239	0.102390140304	0.0831520180033	0.0832184454948	0.141350762638	155.441876052	0.441723397027	0.440957771997	0.0155102438594	0.457958706888	0.45554423402	0.0235334399235	0.310629874263	300.0	0.441723397027	0.440957771997	0.0155102438594	0.457958706888	0.45554423402	0.0235334399235	0.310629874263	300.0	0.30882525998	0.308543493728	0.0166087481344	0.318915274573	0.31874981787	0.0192854685213	0.475206337968	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0534016822028	0.0398547646744	0.0490007734397	0.0600929883546	0.0479337381174	0.0497455067037	0.129802200214	11.6355506345	0.72520232892	0.726334863337	0.0103753335831	0.751681405976	0.753556441012	0.0148686285368	0.608599239556	300.0	0.72520232892	0.726334863337	0.0103753335831	0.751681405976	0.753556441012	0.0148686285368	0.608599239556	300.0	0.268679743764	0.268962141105	0.0129637962829	0.279796323507	0.279042304105	0.0249728216881	0.527284280631	300.0
SPI1	2.9806269778	4.6750755556	7.6557025333	0.0543450171513	0.0425623383794	0.0485954125377	0.0690028609303	0.0572829031485	0.054257439401	0.175983594919	300.0	0.475415505741	0.472411392852	0.0187032790955	0.493799421847	0.489553563506	0.0225695907942	0.363733253411	300.0	0.475415505741	0.472411392852	0.0187032790955	0.493799421847	0.489553563506	0.0225695907942	0.363733253411	300.0	0.305727406749	0.304702056515	0.0282240540474	0.317018764602	0.316263531833	0.0284085706896	0.439926015026	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.102115659787	0.0724951859396	0.0890731158714	0.10610507267	0.0854620081519	0.108535341744	0.107431436422	4.65734324919	0.398478839183	0.399680732842	0.0137522097289	0.411922944336	0.414132475009	0.0272441797697	0.325480274938	300.0	0.398478839183	0.399680732842	0.0137522097289	0.411922944336	0.414132475009	0.0272441797697	0.325480274938	300.0	0.252724881099	0.252761711255	0.00991188614978	0.262258028118	0.262532563603	0.0104922344422	0.494369401062	300.0
IRF1	3.1644379333	5.100647	8.2650849333	0.0822175897195	0.0616509430794	0.0749748448206	0.095025272749	0.0774487071238	0.0759430245551	0.156431203964	108.544798273	0.471765465055	0.472611891266	0.0120361607913	0.491825258512	0.491769447476	0.0221105647312	0.448820822672	300.0	0.471765465055	0.472611891266	0.0120361607913	0.491825258512	0.491769447476	0.0221105647312	0.448820822672	300.0	0.605648201488	0.634058983647	0.326356515476	0.716035329672	0.817122306745	0.333675463287	0.0550633673824	102.786171677
EGR2	3.4025694222	4.5985511111	8.0011205333	0.0544728388515	0.0419804439178	0.0505342853843	0.0675976794588	0.0553888823307	0.055632739681	0.172869125938	205.129366842	0.459167946682	0.456088073599	0.0186191483954	0.480319384352	0.476139716833	0.022478706756	0.416187217684	300.0	0.459167946682	0.456088073599	0.0186191483954	0.480319384352	0.476139716833	0.022478706756	0.416187217684	300.0	0.311281934328	0.310666014649	0.028384678173	0.324897811925	0.324276313472	0.0301914369594	0.505856199466	300.0
REL	3.5512753333	4.7665549444	8.3178302778	0.0970505718972	0.0728824382149	0.09035281012	0.109881310285	0.0880020529797	0.0940768867828	0.137747259367	24.8908051468	0.59134401395	0.591748181866	0.012087731726	0.620654994262	0.619034587936	0.0172921726299	0.601901989361	300.0	0.59134401395	0.591748181866	0.012087731726	0.620654994262	0.619034587936	0.0172921726299	0.601901989361	300.0	0.306618359557	0.306360513995	0.0132165768671	0.320247070658	0.320385027632	0.0139816619397	0.57720064128	300.0
ELF1	3.5549874333	6.3416162222	9.8966036556	0.0347452955943	0.0264888640567	0.0326177724712	0.0441511377974	0.0359142477084	0.0358473622642	0.203549662623	166.239062797	0.484218168217	0.483151198589	0.0149067109472	0.509092015841	0.505580269501	0.0244049068971	0.465538495366	300.0	0.484218168217	0.483151198589	0.0149067109472	0.509092015841	0.505580269501	0.0244049068971	0.465538495366	300.0	0.305441231001	0.305215469215	0.0184363621042	0.318879102263	0.319178789946	0.0231169300722	0.529940535735	300.0
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0662266032856	0.0501486841447	0.0620504267635	0.0793781380984	0.063370400399	0.0689695203775	0.163122240427	47.1975728728	0.636052214833	0.63676879149	0.0128330750707	0.66895323701	0.667792541977	0.0175122308794	0.620496690358	300.0	0.636052214833	0.63676879149	0.0128330750707	0.66895323701	0.667792541977	0.0175122308794	0.620496690358	300.0	0.309827848478	0.310140970117	0.0125025023226	0.325025619831	0.32514635762	0.0131503049102	0.617153957351	300.0
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.0895353449501	0.0690812397998	0.0812539147913	0.105929211579	0.0857104537456	0.0884342163888	0.160591219098	19.6845771725	0.375166532532	0.372826983486	0.0180403067941	0.394837927701	0.39170989473	0.0258260238258	0.359735304722	300.0	0.375166532532	0.372826983486	0.0180403067941	0.394837927701	0.39170989473	0.0258260238258	0.359735304722	300.0	0.250527056054	0.249636273314	0.0233047037279	0.265034686454	0.262544193337	0.0385803245273	0.492929190423	300.0
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.0982499402567	0.0747912274597	0.091131962848	0.118183678137	0.0953628079406	0.0993957938309	0.186044499577	31.5014445522	0.445633299682	0.447314952142	0.0130976678447	0.469940457081	0.471402744142	0.0198825761439	0.489996451343	300.0	0.445633299682	0.447314952142	0.0130976678447	0.469940457081	0.471402744142	0.0198825761439	0.489996451343	300.0	0.256211302708	0.2560553857	0.0107940917923	0.269565310078	0.26961611893	0.0109109211282	0.603237276905	300.0
TP63	4.3175586167	2.9397125556	7.2572711722	0.0508864831523	0.0393163291547	0.0492189115349	0.0670128438368	0.0532645581134	0.0572342118118	0.211789174985	58.3124481786	0.460502001277	0.459818909457	0.0152191522004	0.48840726073	0.486142383857	0.0231125795986	0.524134251581	300.0	0.460502001277	0.459818909457	0.0152191522004	0.48840726073	0.486142383857	0.0231125795986	0.524134251581	300.0	0.307938029288	0.307165206755	0.0182588250859	0.325361768442	0.324833745822	0.0284806358355	0.646248142132	300.0
EBF1	4.8253935556	3.7254591667	8.5508527222	0.0527449556172	0.0397375014973	0.0515558190362	0.0689781906164	0.054453804916	0.0607634071736	0.204082924022	111.039721082	0.523819011493	0.521918972287	0.0164344878228	0.5578769979	0.555684305282	0.0198599250834	0.557407779748	300.0	0.523819011493	0.521918972287	0.0164344878228	0.5578769979	0.555684305282	0.0198599250834	0.557407779748	300.0	0.269766846195	0.26995664382	0.0114211087479	0.287471396656	0.287485982408	0.0157631316213	0.705094333005	300.0
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.0764094294663	0.0580630448342	0.0704861503701	0.0949051889277	0.075816252562	0.0798210466668	0.191379731638	53.7929517097	0.497790845206	0.498242271515	0.0122458080909	0.531345723108	0.530795841007	0.0181295205628	0.626657099158	300.0	0.497790845206	0.498242271515	0.0122458080909	0.531345723108	0.530795841007	0.0181295205628	0.626657099158	300.0	0.261645279296	0.261413570968	0.00927985028612	0.278933632799	0.278618891937	0.0163341396094	0.696777743436	300.0
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.0938662802474	0.0697937168358	0.0894139740006	0.119268238453	0.0944427324505	0.0989282150581	0.21203901068	44.683299448	0.458096669832	0.457870521986	0.0150192587848	0.48952863939	0.488090771328	0.0223835843004	0.560995593345	300.0	0.458096669832	0.457870521986	0.0150192587848	0.48952863939	0.488090771328	0.0223835843004	0.560995593345	300.0	0.273659745889	0.273539258138	0.0202057250455	0.291692584747	0.291443547796	0.0324846987644	0.64102747453	300.0
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0759452964093	0.0576683667635	0.0699063517253	0.0967878914581	0.0775306851725	0.0801975951452	0.210459524358	78.854804724	0.528917143712	0.528334964818	0.0180914834542	0.567851533266	0.566515150478	0.0230599905147	0.596734067007	300.0	0.528917143712	0.528334964818	0.0180914834542	0.567851533266	0.566515150478	0.0230599905147	0.596734067007	300.0	0.277348789305	0.277048589516	0.0164955952627	0.296559861451	0.297052795378	0.0171935991705	0.660021658434	300.0
FLII	5.4612429111	3.0720662778	8.5333091889	0.0441329359869	0.0339328880011	0.0392060789377	0.0576349702495	0.0460855457899	0.0455082184832	0.230892793189	59.8748836554	0.535763256128	0.536637430385	0.0130822760168	0.579046429005	0.57639974972	0.02701390338	0.619643934848	300.0	0.535763256128	0.536637430385	0.0130822760168	0.579046429005	0.57639974972	0.02701390338	0.619643934848	300.0	0.236867204563	0.237190512775	0.0105440558939	0.25460754993	0.254751071445	0.0107406951971	0.713343064876	300.0
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.0501552026371	0.0375694576803	0.0447998922386	0.0574927548981	0.0463662087469	0.0458460697078	0.174237420922	25.0688460591	0.484318416574	0.485394415133	0.0108330368984	0.531652639894	0.533084545104	0.0190155614777	0.706143886989	300.0	0.484318416574	0.485394415133	0.0108330368984	0.531652639894	0.533084545104	0.0190155614777	0.706143886989	300.0	0.258755132655	0.259354761021	0.0119972835438	0.285641490015	0.285300821383	0.012967424303	0.748872292187	300.0
