FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PIQ_90_H1hesc_protection_mean	PIQ_90_H1hesc_protection_median	PIQ_90_H1hesc_protection_std	PIQ_90_GM12878_protection_mean	PIQ_90_GM12878_protection_median	PIQ_90_GM12878_protection_std	PIQ_90_protection_ks_stat	PIQ_90_protection_ks_pvalue	PIQ_90_H1hesc_tc_mean	PIQ_90_H1hesc_tc_median	PIQ_90_H1hesc_tc_std	PIQ_90_GM12878_tc_mean	PIQ_90_GM12878_tc_median	PIQ_90_GM12878_tc_std	PIQ_90_tc_ks_stat	PIQ_90_tc_ks_pvalue	PIQ_90_H1hesc_fos_mean	PIQ_90_H1hesc_fos_median	PIQ_90_H1hesc_fos_std	PIQ_90_GM12878_fos_mean	PIQ_90_GM12878_fos_median	PIQ_90_GM12878_fos_std	PIQ_90_fos_ks_stat	PIQ_90_fos_ks_pvalue	PIQ_90_H1hesc_flr_mean	PIQ_90_H1hesc_flr_median	PIQ_90_H1hesc_flr_std	PIQ_90_GM12878_flr_mean	PIQ_90_GM12878_flr_median	PIQ_90_GM12878_flr_std	PIQ_90_flr_ks_stat	PIQ_90_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.321771786908	0.286392575807	0.176141428807	0.300609400381	0.2732491637	0.152395685289	-0.0590280243604	-9.1700271118	0.549115957489	0.553160318202	0.0266097372054	0.402202333532	0.408191044593	0.0239191885563	-0.146922164968	-300.0	0.587588114868	0.588113207547	0.0422061399642	0.545797078174	0.547684391081	0.0304291777006	-0.461116619443	-300.0	0.317097375816	0.31626082112	0.0154738369745	0.287400551626	0.287385896205	0.0142587750554	-0.755888062645	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.288120668537	0.268483498458	0.155465753517	0.253876555825	0.235064852592	0.132562345816	-0.075757022947	-13.1702587693	0.426739102201	0.436319161973	0.038184193895	0.334152030427	0.345116535386	0.0339635052201	-0.060449742195	-300.0	0.482180181977	0.480371221302	0.0429668357131	0.452180650693	0.448535958302	0.0363523075183	-0.277507029175	-300.0	0.335031359715	0.334191477374	0.0177975165159	0.306848202774	0.306398199255	0.0164391109704	-0.745874350476	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.314090453765	0.283724674402	0.179186652718	0.279764502215	0.264936377836	0.151551719608	-0.0977738203743	-28.4183034216	0.588820372201	0.592022567213	0.0254615437383	0.436416877356	0.441658585186	0.0210881074312	-0.148700314091	-300.0	0.508236745073	0.507955704026	0.0472865129768	0.482764006194	0.484000844803	0.0357610383686	-0.192743786215	-264.162122818	0.33217946714	0.331425911249	0.0146600953911	0.309817681088	0.309608436257	0.0128588445927	-0.704794162931	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.29395595431	0.264499265345	0.168125614711	0.25443162153	0.235907999277	0.137450086364	-0.10348815522	-88.7781693252	0.548733333313	0.554204906214	0.026230017199	0.422188023056	0.428583010943	0.0239532762356	-0.143515468533	-300.0	0.478664368128	0.477301498385	0.0445071970025	0.457897968847	0.456793721486	0.0386289379977	-0.115023719598	-300.0	0.329349167141	0.32948667284	0.0131661963188	0.310277273765	0.310265215441	0.0121373019125	-0.702713784554	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.307574863501	0.291158213491	0.158661269925	0.267924855455	0.265794690863	0.13286799791	-0.094600667963	-22.7093242081	0.56798536188	0.572340312501	0.0265461369398	0.431518700285	0.437426523021	0.0207099544841	-0.109032285867	-300.0	0.644255481413	0.644935578219	0.0394084761452	0.625372313308	0.626458657931	0.0280040618011	-0.240274805443	-300.0	0.312026863168	0.312421510029	0.0150968472107	0.29881948472	0.298558236592	0.01315523203	-0.570987536707	-300.0
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.33999422385	0.342276999682	0.145715729106	0.295663413507	0.296462117513	0.122639299606	-0.120684373743	-103.675867323	0.622779350711	0.626224866075	0.0214710976956	0.469465606333	0.473737146471	0.0175252493941	-0.104843568352	-300.0	0.573842073204	0.573578573041	0.0308733137862	0.553138284178	0.553467561438	0.0242460908789	-0.311931382685	-300.0	0.394907740698	0.396202312282	0.016811198691	0.37816221312	0.378835358946	0.0145593486736	-0.586285627186	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.330437660429	0.332260284636	0.171663173646	0.289585719707	0.297009111999	0.141667377587	-0.108803509481	-27.6880921681	0.455003301622	0.459066904534	0.0262301692098	0.359962283959	0.365134565236	0.0210018781911	-0.0795119541577	-300.0	0.610974337725	0.611732911332	0.0351952020435	0.588725960549	0.591597535638	0.0250890151151	-0.313398554941	-300.0	0.321344456967	0.32077052742	0.0160422958349	0.308012200673	0.307725936097	0.0122732742614	-0.596877578472	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.32013989196	0.283511819479	0.145610869051	0.280357766496	0.252521275295	0.117875898632	-0.034246028366	-93.9468877781	0.626907767251	0.633063947397	0.0240968871561	0.48243564447	0.488150478173	0.0225719381562	-0.0995706585913	-300.0	0.489403575996	0.483019308689	0.0511876171367	0.479705346689	0.472925041192	0.0420587698616	-0.0224379187749	-176.34361776	0.308421634128	0.308315006457	0.0161118419736	0.295824069454	0.295799578243	0.0157370040301	-0.578235363264	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.331463450127	0.301768984666	0.165037103904	0.295151013377	0.277802826244	0.132250159669	-0.0504843608194	-44.0799651168	0.572886710894	0.576475713066	0.0242334300733	0.443891038415	0.44882165548	0.0208406861294	-0.091133230928	-300.0	0.513536742855	0.512232242933	0.0484640705259	0.502188802443	0.501344155851	0.0354593220041	-0.0349166002127	-96.7472507152	0.33574846109	0.335885560041	0.0154269236515	0.323243321549	0.323179855664	0.0134262260841	-0.568513159491	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.283199807621	0.244333584807	0.171763072491	0.225279574083	0.200337244811	0.138287613111	-0.0433256169964	-49.7476073694	0.58341650772	0.588216763555	0.0238669769221	0.454882296795	0.460106469187	0.0216205317768	-0.0801640045988	-300.0	0.510403975814	0.510708270888	0.035004335226	0.519032372438	0.519785960018	0.0440972934869	0.00166337434011	-67.0794476855	0.334240131178	0.334108660345	0.0152653308466	0.322670921135	0.322570734525	0.0130035393904	-0.54409963949	-300.0
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.33708482645	0.322491699154	0.160696838079	0.299922628145	0.294908924756	0.13220454652	-0.0457969723753	-39.3935700995	0.60058654706	0.604488222535	0.0247472571986	0.463609897342	0.468958849495	0.0202894612909	-0.0754105007524	-300.0	0.433204400149	0.433193662891	0.0393371475794	0.426614580291	0.426056851962	0.0275151101046	-0.0266953045132	-71.1552104941	0.313524059263	0.313527954153	0.0142367600409	0.304073580701	0.30360372366	0.013561228917	-0.502130062361	-300.0
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.301851773309	0.298316776747	0.165694513661	0.257440159799	0.260937057244	0.134562070577	-0.0801558448737	-13.1414920395	0.496064252632	0.502866432952	0.0287075836111	0.389060019322	0.395519574285	0.0248061499085	-0.0532089063762	-300.0	0.423281272337	0.422376455542	0.0270571760761	0.426450667138	0.422518289351	0.0470426475085	0.0112849678674	-35.8479396793	0.288110695486	0.287416390029	0.0158719827963	0.278461207817	0.278479419188	0.0126680443811	-0.476913082131	-300.0
