FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	FS_H1hesc_protection_mean	FS_H1hesc_protection_median	FS_H1hesc_protection_std	FS_GM12878_protection_mean	FS_GM12878_protection_median	FS_GM12878_protection_std	FS_protection_ks_stat	FS_protection_ks_pvalue	FS_H1hesc_tc_mean	FS_H1hesc_tc_median	FS_H1hesc_tc_std	FS_GM12878_tc_mean	FS_GM12878_tc_median	FS_GM12878_tc_std	FS_tc_ks_stat	FS_tc_ks_pvalue	FS_H1hesc_fos_mean	FS_H1hesc_fos_median	FS_H1hesc_fos_std	FS_GM12878_fos_mean	FS_GM12878_fos_median	FS_GM12878_fos_std	FS_fos_ks_stat	FS_fos_ks_pvalue	FS_H1hesc_flr_mean	FS_H1hesc_flr_median	FS_H1hesc_flr_std	FS_GM12878_flr_mean	FS_GM12878_flr_median	FS_GM12878_flr_std	FS_flr_ks_stat	FS_flr_ks_pvalue
RFX5	0.6927126611	7.3384705	8.0311831611	0.374956309559	0.372489937996	0.0724745864021	0.313080493314	0.312525213676	0.0573399003658	-0.117700615613	300.0	0.460623149738	0.470760640593	0.0285019969002	0.571049234158	0.578516613497	0.0335638842472	0.0164029944221	300.0	0.442058609198	0.42717954267	0.0720731097984	0.435650369908	0.424569869469	0.0620372027999	-0.0534076433121	0.712923375893	0.312489213493	0.311103095859	0.0854881426236	0.307838327882	0.3064875988	0.058199700325	-0.00461549334906	2.93770259543
ELK1	0.6936597444	7.0989505	7.7926102444	0.234219523067	0.229363447488	0.0392096004139	0.300479034319	0.289220965383	0.0532776510153	0.0637826471067	300.0	0.355734981296	0.367630647135	0.0598576897531	0.294981610103	0.309661470505	0.0468323515166	-0.482975356931	300.0	0.340697967445	0.316809308819	0.0689476143769	0.342863715773	0.323498543867	0.0975985750631	0.0106846128282	1.83784076453	0.322252381924	0.320019165588	0.0758462807152	0.319829928459	0.316551319378	0.066775128631	-0.0120219842431	2.69719113438
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.32441922281	0.333714247588	0.0470958542938	0.406294052738	0.407933161534	0.0703369581008	0.0863578039242	300.0	0.325575168093	0.333000933128	0.0646402903351	0.282552683101	0.305325657939	0.0460843817221	-0.658482521686	121.097983231	0.312580187206	0.291824013277	0.0804961223636	0.34410944376	0.294771951787	0.138270798795	0.0284326784327	1.53191943601	0.315928449802	0.314363878127	0.0545124250216	0.320191918454	0.317769790616	0.0861767239076	0.0114918364829	5.24483281284
GATA4	0.7095617	5.2971232222	6.0066849222	0.302980875066	0.28399142663	0.0718608250117	0.251984326329	0.232401851156	0.0577346147581	-0.228969125493	300.0	0.418054056546	0.421331780414	0.0154518608853	0.509222211776	0.516337552944	0.0240393616969	0.0384900942318	300.0	0.30662644513	0.292171412421	0.0918815352137	0.298413305742	0.291179533528	0.0496487110252	-0.0446293649173	0.0876646753687	0.310137941382	0.307881616694	0.0644380950208	0.313208586547	0.310873429013	0.0915545207496	0.0105530417295	0.51663794622
JUN	0.8366651556	5.9365860556	6.7732512111	0.335553181169	0.353775357681	0.0729141466487	0.268401018214	0.287103886926	0.0558509261286	-0.0482480369163	300.0	0.406141037338	0.415585660228	0.0267862679933	0.501935666318	0.511697137113	0.0363634141919	0.00433724136013	300.0	0.302420327471	0.27025882894	0.11749139877	0.293106652756	0.258154344566	0.0753564681534	-0.0297521973949	0.590395249118	0.332400081626	0.327031061321	0.100940998551	0.331044018884	0.32344282355	0.0714298561725	-0.00707003462128	2.13873525359
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.324983727538	0.319838885587	0.0648970416842	0.27532660648	0.274279993635	0.0521941755065	-0.246491784973	300.0	0.396935398266	0.401430029923	0.0195877465525	0.48494934987	0.492780152114	0.0263987050049	0.0286913525526	300.0	0.334077596663	0.307743672736	0.102534146314	0.319581954554	0.302798002695	0.0738188204945	-0.0579074252652	0.051790365528	0.305218326252	0.307058939625	0.0480153964993	0.317930315071	0.313081390522	0.109422882826	0.00363716601139	0.568586529117
ESR2	0.9447617111	2.7405983333	3.6853600444	0.476477136666	0.479787538873	0.0660250751787	0.41857860591	0.421432653568	0.0531415689598	-0.134399194696	300.0	0.431477359171	0.436902771238	0.0225088274298	0.523977691918	0.527802273999	0.0263190854263	0.0316953376491	300.0	0.322642965312	0.297856358654	0.114736558218	0.302259392961	0.288291000401	0.0845514689353	-0.0378151260504	0.690258103006	0.28630722587	0.283998838077	0.0841181079195	0.28492597047	0.28113689004	0.0827347153348	-0.0199132999283	1.1050898393
SP2	1.0204727111	5.1814583333	6.2019310444	0.493079762636	0.485706209622	0.0809757867129	0.444474557116	0.444498274878	0.0645493790091	-0.184630034979	300.0	0.452397472196	0.459709814218	0.0170468990502	0.579614099092	0.58775426148	0.0283342707855	0.0533608233927	300.0	0.368379227092	0.359721923934	0.0522634725755	0.360108793445	0.354441937276	0.0447053257283	-0.0219823253873	1.8796596443	0.325479579742	0.324055481545	0.0743881533706	0.324069184889	0.322784929502	0.0718022653619	-0.0454385315313	0.80749270432
SOX9	1.0532260889	6.5152251667	7.5684512556	0.227715149105	0.217060086146	0.0569905751305	0.184760640857	0.172848193292	0.0458298503676	-0.00701530867886	300.0	0.441780654238	0.445901589815	0.0199520140828	0.543761145178	0.549202327832	0.0241424294652	0.0477692119896	300.0	0.306570664876	0.273474183895	0.133319093723	0.285082803782	0.271849237141	0.0693520572623	-0.0353146853147	0.069574316971	0.310480365767	0.312499738959	0.0882522132476	0.333690647792	0.322740997719	0.104476558749	0.111347491307	2.94656759333
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.30375217006	0.30547488102	0.0714327760826	0.249763334446	0.248934377793	0.0585077651326	-0.133905961382	300.0	0.511549465317	0.522496313703	0.0376095713855	0.427572617113	0.439002370083	0.0338821518725	-0.0480888773476	300.0	0.323211427749	0.300559915858	0.0861410274399	0.32227886049	0.299357864018	0.0664315997369	-0.0653341176872	1.24019457334	0.33821855493	0.334552933412	0.080423902498	0.332374651027	0.330590544333	0.0624639365511	-0.0175288632887	6.07729997774
GFI1	1.1850335889	4.7750645556	5.9600981444	0.214301405719	0.200900810508	0.0548279153568	0.269045279941	0.248569736611	0.0714257078562	0.011277860547	300.0	0.379105181195	0.388911471635	0.0413783966933	0.324024057666	0.333985353309	0.0308498259852	-0.140936433662	300.0	0.245601470416	0.21340219179	0.10878507125	0.225930848796	0.207891619551	0.0677062039811	-0.0277777777778	0.552392489	0.358528154179	0.348032298871	0.124978354991	0.347940267365	0.346431525652	0.0783877021918	-0.0181587301587	0.680209192664
GATA3	1.1874563444	4.4545267778	5.6419831222	0.298796561185	0.283457963039	0.0716728131739	0.246977157683	0.231632734784	0.0571812556196	-0.20871172949	300.0	0.419213635832	0.422443149266	0.0153860996363	0.507584189074	0.514679571731	0.0240133351376	0.0549737685606	300.0	0.305405570992	0.294058803274	0.083035966164	0.299971759348	0.292211084138	0.0326754637731	-0.00912698412698	0.19735532781	0.322035933783	0.319105432345	0.0577719617357	0.3284473206	0.328475926244	0.0598381499146	0.0876753712238	2.04753662818
KLF5	1.2952409722	4.5370098889	5.8322508611	0.407184790331	0.382447297858	0.0793461367244	0.353102537066	0.335165740486	0.0647470907406	-0.156319900478	300.0	0.493609376974	0.506305846246	0.0454553537552	0.413570154271	0.430271253864	0.0409073916758	-0.158150428249	300.0	0.416086777729	0.387216898913	0.0922658533136	0.405026189418	0.385623823137	0.0692052636054	-0.081408078226	1.96214043112	0.320504953318	0.316676988829	0.0630886857388	0.328770024562	0.323112271945	0.0851149606204	0.0110186009812	43.2423274323
ZFX	1.2958401833	6.8428931111	8.1387332944	0.442091287285	0.45078531474	0.0569382352867	0.386049741926	0.390959386177	0.0456003765998	-0.078433471155	300.0	0.397535528908	0.411596836935	0.0477173033596	0.348757849915	0.365025611525	0.0429621128497	-0.319769548583	300.0	0.339260542487	0.312495657762	0.0854135949138	0.335738887553	0.311704849647	0.0712852706405	-0.11890153671	0.0174121361743	0.320643559815	0.318894016493	0.0630229693168	0.328029878381	0.324381324678	0.0856376925592	0.0110154680641	13.3978496042
T	1.4805750889	5.3688017222	6.8493768111	0.24043817473	0.231852237051	0.049589784405	0.296119037603	0.286074259318	0.0630263282471	0.1437457131	300.0	0.33601157214	0.341573598676	0.0341319091551	0.296507455609	0.304494647525	0.02538586989	-0.278024725449	300.0	0.198677386016	0.187385269164	0.054013352003	0.208283734386	0.198432246671	0.0608685232361	0.0256965944272	0.706625097277	0.27816167517	0.277627045105	0.0548949843302	0.289977340351	0.283819488172	0.073359204362	0.0235531135531	1.00432851108
RELA	1.5992390944	7.24568025	8.8449193444	0.168125439954	0.157946495387	0.0398962037248	0.221390389597	0.212039582285	0.0498758382745	0.159295181099	300.0	0.424061860991	0.431264216961	0.0234676956107	0.524605056831	0.531385169783	0.0301634794312	0.0482111213852	300.0	0.330328921042	0.31524065789	0.0665795635952	0.34690226299	0.32926187844	0.0912440735866	0.00587761674718	1.47425634287	0.310458110366	0.311711683167	0.0453750421766	0.314494535177	0.3190721263	0.0584146769454	0.02554237086	3.72473914144
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.292419298615	0.269889691944	0.0811225072627	0.228499814812	0.208719669468	0.063817990541	-0.159151772572	300.0	0.445509142094	0.451997907081	0.0177831031158	0.556615547024	0.563776222316	0.0290270849997	0.0728192419207	300.0	0.365913267784	0.35076191698	0.0610522052397	0.368263229054	0.362383686619	0.0717869380007	0.00858149801224	1.94096391902	0.31211556069	0.313314321963	0.0599027515657	0.323570906471	0.321908445363	0.070599724927	0.0235717429424	3.30276344273
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.148173197664	0.134700370111	0.042797560188	0.203247722846	0.192887385397	0.0542551970486	0.0602287351875	300.0	0.315881192884	0.325159809663	0.0297372261952	0.283940097864	0.288686410784	0.0219752968688	-0.322830801747	300.0	0.16225627564	0.151091258214	0.0764460611719	0.178342408189	0.166836578033	0.0811123194615	0.0487917146145	0.721398303312	0.324796389289	0.323586659068	0.050508825401	0.337739715275	0.330426478979	0.112155714252	0.0166328819912	0.679668453833
ELK4	1.6884735111	6.6488153889	8.3372889	0.369410479304	0.358445875771	0.0553127660946	0.307161418794	0.295702697332	0.0427651081741	-0.0375528900999	300.0	0.411974909194	0.425372500477	0.0497086180208	0.337958129575	0.354555786214	0.0398823742009	-0.187939592949	300.0	0.500671052976	0.480053673947	0.0873399314088	0.487187098188	0.474003381185	0.0619613780079	-0.0733901515152	0.58409958455	0.313134717752	0.311724908008	0.0534894876448	0.321986526144	0.319100424344	0.0792629927386	0.0180876795163	8.46925604586
MYB	2.0312446444	6.4129717222	8.4442163667	0.224957987526	0.200213298496	0.0557351030417	0.283384847589	0.256905580357	0.0719001720973	0.00273299846899	300.0	0.444844217952	0.45114163521	0.0208136882463	0.543188968742	0.549411892564	0.0281949440658	0.0769843152485	300.0	0.438170748766	0.430225238827	0.0486626388895	0.467661091532	0.444524639844	0.0771012348181	0.0891646966115	2.84249084774	0.31122838177	0.308525242007	0.0793581718501	0.299646064264	0.304620874711	0.0525374810249	-0.000233721345663	0.929630578305
MYC	2.1820286333	7.7905577222	9.9725863556	0.177377456146	0.175296398196	0.0373118798988	0.222764855921	0.221766673543	0.0469170585421	0.043703901803	300.0	0.397291229042	0.402763455609	0.0340479332065	0.348265487597	0.356491803748	0.0288156459604	-0.127472568785	300.0	0.436644068768	0.426982961135	0.0570179833422	0.445029393997	0.437637063353	0.0698195579387	0.0530444237341	2.02700776865	0.303137283491	0.304091344723	0.0693196032628	0.301574907639	0.298222367915	0.0665684332548	-0.020407239819	0.652602668922
STAT4	2.5085851167	2.786079	5.2946641167	0.267915933075	0.286559771582	0.063065911521	0.337606475366	0.357684643085	0.0804186558775	0.0365420111894	300.0	0.358167616055	0.366224744302	0.0347271143203	0.315267801783	0.322596069173	0.0239836006258	-0.20839182624	300.0	0.326990699253	0.325051501634	0.0550434039558	0.366920781096	0.343394990926	0.0932239719432	0.105587773348	3.28490146	0.304546780378	0.299810769392	0.0936431307117	0.321800995596	0.316215498681	0.0961777826665	0.0990282768096	6.84123952991
STAT1	2.6158571444	8.6787737222	11.2946308667	0.242985312759	0.225365971482	0.0668044968605	0.182460950566	0.164340917535	0.0522681843153	-0.0940991747451	300.0	0.339954502593	0.346805574585	0.0349595984347	0.306529479318	0.314271470233	0.0260186129673	-0.324581762459	300.0	0.419332122318	0.40564369068	0.054378532166	0.455959546957	0.423767263402	0.110660322206	0.0628807592224	2.93843281889	0.327421497776	0.326970497562	0.0571263389614	0.342610621845	0.339214570376	0.0918913100162	0.0580805746451	6.10646822977
ETS1	2.6438298111	6.8488314444	9.4926612556	0.346980326465	0.332456799235	0.0799645589152	0.286882486074	0.271528520192	0.061892741326	-0.16543625588	300.0	0.448779224009	0.458206239226	0.0410822219364	0.37393868305	0.386560345584	0.0319848118717	-0.0370337318015	300.0	0.468484157975	0.458335325302	0.0496505846228	0.483392360681	0.472688835229	0.0648739713781	0.0578524199649	9.51464352531	0.321055641104	0.321301812862	0.0537963311276	0.332587028952	0.330973118774	0.0739248100158	0.0248342378708	10.9338668094
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.213411897077	0.162032813544	0.0845859331542	0.264159759177	0.204650148659	0.106956943794	0.0132575850355	300.0	0.38962595194	0.395506645937	0.0202501319734	0.456531003319	0.462257427602	0.0323967583029	0.0658123780397	300.0	0.25821364347	0.252971272407	0.0368021094607	0.287212543276	0.259439084042	0.097232755858	0.0287243150685	0.691112457403	0.311995200472	0.309137692918	0.0645877694551	0.328377249853	0.318765388566	0.116945935539	0.0562878579752	2.75099737248
SPI1	2.9806269778	4.6750755556	7.6557025333	0.411715272973	0.384523314714	0.0904006811995	0.34430792232	0.323902027547	0.0719750995159	-0.102460242814	300.0	0.543029859728	0.553531402379	0.0414540516776	0.458128364348	0.473302614218	0.0364870050224	-0.0251997924291	300.0	0.417234767962	0.389015282481	0.0903411430538	0.395479159509	0.378232059314	0.0657210851272	-0.0438348779689	6.31099619318	0.328931247105	0.326787652973	0.0588348106666	0.345477211092	0.340573091475	0.086818410006	0.0580034847344	118.535171547
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.19310089203	0.191061197193	0.0461131027519	0.252322199392	0.254011955961	0.0602264996156	0.139068761721	300.0	0.384456602928	0.389090437757	0.0170514969335	0.455814083908	0.463783881309	0.0272885883571	0.0931756534225	300.0	0.166079951325	0.157373380521	0.0542526947823	0.187185808904	0.172293598203	0.0794388064555	0.0867965367965	0.858478863648	0.280609116067	0.283580891999	0.0514646131985	0.293384543825	0.288203555586	0.118897567874	0.0289954051796	0.559667877248
IRF1	3.1644379333	5.100647	8.2650849333	0.491681167958	0.485814357374	0.0839517765629	0.431244902692	0.429194601884	0.065001018893	-0.050592167013	300.0	0.459741968493	0.466507385475	0.0166681685071	0.570019313989	0.577840267987	0.0280991219192	0.129941286875	300.0	0.433767686896	0.422917439126	0.0441054775675	0.450487578148	0.44075580463	0.0554815874109	0.162075187374	19.6162628066	0.377456345047	0.340527531051	0.258883728292	0.570940451121	0.652258806302	0.343738895976	0.300163934426	4.61544987749
EGR2	3.4025694222	4.5985511111	8.0011205333	0.391902573448	0.39062899365	0.0706885397747	0.329974276409	0.326793413411	0.0556764970648	-0.0487318499814	300.0	0.488975403426	0.501869297415	0.0442815572294	0.421574776269	0.437384934393	0.0400386642041	-0.138800250241	300.0	0.383241729468	0.362068922182	0.0663624322879	0.404741701859	0.37606530429	0.0920022130007	0.0177752107116	7.75883195423	0.322556179861	0.322472582126	0.0612817105464	0.341095523402	0.338536969736	0.0776338465855	0.0983832384417	95.2209224009
REL	3.5512753333	4.7665549444	8.3178302778	0.164103986077	0.15579815964	0.038458805503	0.222229723606	0.21400126505	0.0499713344123	0.264992859647	300.0	0.428566533769	0.436166797616	0.0236351663024	0.516922189777	0.523904652058	0.0315092100476	0.100895234048	300.0	0.327945820347	0.31584158925	0.0665366181855	0.355013178101	0.333659987329	0.0893969191916	0.0649546885072	3.04189476726	0.338332182482	0.339832070087	0.0487110620884	0.352217459939	0.349513112455	0.0801757112927	0.0552134713628	5.51004538874
ELF1	3.5549874333	6.3416162222	9.8966036556	0.373307543083	0.358331168741	0.076890883095	0.303765933872	0.288625380412	0.0586050751331	-0.022708162045	300.0	0.442530022562	0.453818147994	0.0452352850892	0.370514928388	0.385209565634	0.0348412484847	-0.0630906757062	300.0	0.475447361255	0.461943138153	0.0566873732729	0.493995027189	0.481575518971	0.0691780480659	0.0659842806383	7.92399134319	0.321410632948	0.320891212718	0.0568512238395	0.336547084111	0.334438450548	0.0784710824401	0.0574506677696	16.0915645594
NFKB1	3.7315569444	5.5893885	9.3209454444	0.169211899742	0.156877047932	0.0441782881954	0.228958144479	0.216915155081	0.0568838492769	0.228763073207	300.0	0.430891515728	0.438295500363	0.0230875645462	0.516786098361	0.523321084803	0.0306631344901	0.108708857466	300.0	0.400523787639	0.390800899292	0.0545128807497	0.427683751124	0.406943083934	0.0839280484415	0.134186608855	7.41839535455	0.326626327868	0.326626946137	0.0483383261651	0.342463662271	0.342145002819	0.0746583129715	0.0724847212097	8.30259455413
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.30835833112	0.29544306226	0.0561744107682	0.391912454566	0.374570615997	0.0753632282989	0.0202568345674	300.0	0.50139551393	0.511899008876	0.04278514994	0.428848898115	0.443280343098	0.0344541580009	-0.0202583977786	300.0	0.396793148463	0.360706356291	0.137933658247	0.382317682332	0.355268678437	0.0939370343993	-0.0312189054726	0.41252813543	0.278045508919	0.275508123511	0.0585516567446	0.301945956224	0.290559922927	0.106673347907	0.077652572147	7.08624063843
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.286353642356	0.300875235164	0.0533428273801	0.367262038673	0.380315110175	0.0707379010123	0.213866344327	300.0	0.326000488151	0.331649201873	0.0313058164122	0.300613092132	0.306316333129	0.0233714177277	-0.361169055431	300.0	0.294964453655	0.280348888959	0.0732394266338	0.311747361617	0.297157779271	0.0819304105859	0.0510123378678	1.95760273788	0.294913605106	0.289813952742	0.0890818102786	0.310614506691	0.303819509255	0.0912030141521	0.0881821669602	4.39459307082
TP63	4.3175586167	2.9397125556	7.2572711722	0.271032652922	0.272993725795	0.0334304713368	0.327027456943	0.326391871862	0.0444090717212	0.195113342223	300.0	0.43544984414	0.44643186052	0.0296367366533	0.511149005499	0.518839839332	0.0381079303442	0.0619915287474	300.0	0.379768437198	0.364970615469	0.0626949426264	0.417309232673	0.385578226677	0.091669192636	0.114669252393	4.93599124873	0.332858052784	0.328049376281	0.0617096498969	0.351436945587	0.340788207031	0.119949315695	0.0611724554175	8.5790226606
EBF1	4.8253935556	3.7254591667	8.5508527222	0.348487797192	0.328698082275	0.0720552215717	0.274861580375	0.25850909589	0.0546498535969	-0.00549450549451	300.0	0.500854968583	0.506333542689	0.0217094142136	0.588706671956	0.593293460146	0.025395903676	0.146708074534	300.0	0.373621397954	0.360083531328	0.0551833770394	0.390315610808	0.378151091832	0.0667336737785	0.0683096889576	6.7814225519	0.294033102374	0.292278141777	0.0649469408432	0.317269901074	0.313540112727	0.0821117079799	0.1068682825	21.5475935889
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.331209869268	0.35008565972	0.0755389653287	0.251753352227	0.271420937424	0.0567318938723	-0.00916004147943	300.0	0.340262945371	0.350333388011	0.0373251786532	0.311769128119	0.320324520844	0.0245626571497	-0.374624956792	300.0	0.30467023568	0.288878848392	0.0568318142166	0.315528859206	0.305102918467	0.0615554163986	0.0862970923984	4.31080845275	0.286720980662	0.289612778703	0.0523431866481	0.30953132689	0.309317676153	0.0900651519713	0.121690955094	10.2130104473
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.194363057738	0.19072718182	0.0411218936403	0.261791528372	0.255093649617	0.0544565995629	0.231345297531	300.0	0.42513774841	0.433744811968	0.0425147605155	0.376662223694	0.389098486152	0.032666726214	-0.104052084739	300.0	0.307313606684	0.28997105091	0.0649260343362	0.332883743708	0.305710228159	0.0996995143358	0.0544907778669	2.29642185116	0.290110410134	0.289924020056	0.0628610826276	0.316627216383	0.301746155004	0.134333519607	0.0745364332769	7.92987311683
PAX5	5.3379033444	4.4629486667	9.8008520111	0.319207362251	0.317908321002	0.0762840546599	0.416432942002	0.417996696023	0.10236807595	0.00777202072539	300.0	0.422842626786	0.430924960781	0.0381927465571	0.378006248287	0.38847109389	0.0311449033283	-0.151744944008	300.0	0.375491309849	0.356761308778	0.0727059689422	0.398524196654	0.375273852195	0.0883042602402	0.105801687764	5.81336019766	0.296319632133	0.29609196911	0.0530057105886	0.32145340529	0.317931866048	0.0853420293076	0.119735704104	18.9838486691
FLII	5.4612429111	3.0720662778	8.5333091889	0.191955417071	0.163966667292	0.0532606739732	0.268503647163	0.236771446902	0.0723530622312	0.0930082486954	300.0	0.336028486045	0.346133045624	0.0372888627309	0.30599162031	0.313982818809	0.02144415181	-0.340857976545	300.0	0.154871839073	0.148371665829	0.0435662488864	0.174141996268	0.169209555275	0.0583830648233	0.155631659056	4.07255279903	0.273442240796	0.265368534307	0.0455427559427	0.287412051627	0.287016193395	0.0688583562795	0.157641509434	8.35566458329
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.317500011623	0.330024110055	0.0580046791925	0.402955296186	0.411388455539	0.0788627145511	0.260522927602	300.0	0.425088667736	0.431296437257	0.0183415893532	0.484718698826	0.493293744174	0.0299917818821	0.0779924730118	300.0	0.219302098549	0.202958485764	0.0646750878665	0.247133906405	0.225266422777	0.0921433958011	0.11924611089	4.50047876231	0.317768512028	0.317723366759	0.0639634706538	0.356040135373	0.35106922	0.0841211034473	0.334465319627	42.463692242
