FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Cuellar_85_H1hesc_protection_mean	Cuellar_85_H1hesc_protection_median	Cuellar_85_H1hesc_protection_std	Cuellar_85_GM12878_protection_mean	Cuellar_85_GM12878_protection_median	Cuellar_85_GM12878_protection_std	Cuellar_85_protection_ks_stat	Cuellar_85_protection_ks_pvalue	Cuellar_85_H1hesc_tc_mean	Cuellar_85_H1hesc_tc_median	Cuellar_85_H1hesc_tc_std	Cuellar_85_GM12878_tc_mean	Cuellar_85_GM12878_tc_median	Cuellar_85_GM12878_tc_std	Cuellar_85_tc_ks_stat	Cuellar_85_tc_ks_pvalue	Cuellar_85_H1hesc_fos_mean	Cuellar_85_H1hesc_fos_median	Cuellar_85_H1hesc_fos_std	Cuellar_85_GM12878_fos_mean	Cuellar_85_GM12878_fos_median	Cuellar_85_GM12878_fos_std	Cuellar_85_fos_ks_stat	Cuellar_85_fos_ks_pvalue	Cuellar_85_H1hesc_flr_mean	Cuellar_85_H1hesc_flr_median	Cuellar_85_H1hesc_flr_std	Cuellar_85_GM12878_flr_mean	Cuellar_85_GM12878_flr_median	Cuellar_85_GM12878_flr_std	Cuellar_85_flr_ks_stat	Cuellar_85_flr_ks_pvalue
E2F3	-0.9704539	7.6233014444	6.6528475444	0.0586365615189	0.0500705508266	0.0289991377932	0.0734804096258	0.0643638318809	0.03358546016	0.0367967233444	-300.0	0.404831563588	0.410098428139	0.0372770088045	0.536394428678	0.539017984346	0.0472332816019	0.00121621480609	-300.0	0.473637547638	0.468793747601	0.0389704154859	0.464927659734	0.460720380586	0.0296992686251	-0.00380462724936	-1.49731771899	0.312039876506	0.311532916538	0.0338072429537	0.306514859934	0.305617664152	0.0263198333107	-0.101633185005	-300.0
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.0449556774269	0.0342286079367	0.0326860618066	0.0322385673097	0.0242995058307	0.0260973280475	-0.00267923353283	-300.0	0.531086790624	0.539123230568	0.031109106437	0.418173587401	0.426895551507	0.0265700779113	-0.0324180473097	-300.0	0.521411033858	0.516544222378	0.0429263131101	0.515241430563	0.514128776111	0.021053902478	-0.0134038800705	-1.10271774932	0.301096719211	0.300622550639	0.0271362200742	0.295391015615	0.295350562353	0.0209035122876	-0.118648627792	-87.3703118485
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.0375666221462	0.0289602499511	0.0246318787209	0.0459567092934	0.0348600819139	0.0288564830742	0.0820780616337	-300.0	0.594990407784	0.602194411052	0.0332115350588	0.459960042658	0.468379895022	0.024590380255	-0.0462508697429	-300.0	0.32574145062	0.328327006502	0.0320846936042	0.335876591289	0.331347242821	0.0439968952032	0.0228194247996	-1.93397963368	0.302705504711	0.307129457985	0.0239691743843	0.306801732982	0.307161892213	0.0313753510103	0.0156580165721	-6.78883768856
GABPA	-0.7648685556	8.661842	7.8969734444	0.109017246209	0.0910509298426	0.0559298435582	0.078200471405	0.0655443693226	0.0364576378393	-0.0372982827315	-300.0	0.277476392321	0.27792010263	0.0422725239594	0.372432470489	0.37619967923	0.0478444389427	0.262061897836	-300.0	0.455467824983	0.450440322039	0.0275453597447	0.45637348602	0.452028578141	0.0473862332444	0.0350737100737	-0.0127911736402	0.306352823753	0.305641844803	0.0393425741708	0.301825731358	0.301375315468	0.0333969969773	-0.0373893348152	-63.6203083406
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0560456843555	0.0485463545424	0.0242969119632	0.0711291394433	0.0632038578204	0.030669115079	0.0329832819026	-300.0	0.573997218382	0.575245633753	0.0459338823099	0.424753610357	0.425842174028	0.0392219505234	-0.00447366976454	-300.0	0.321984611606	0.325760491018	0.0451464493203	0.33012515403	0.328443072014	0.0511846966934	0.113079342166	-0.262129109806	0.314205165595	0.313586159353	0.0351285242062	0.309899503559	0.309322501451	0.0299324754803	-0.0505088071312	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.0657021028039	0.0513531353394	0.0504286407898	0.0825735155433	0.0695032878621	0.0609405141618	0.141838732444	-190.470780679	0.364635411707	0.372672216989	0.0249334888021	0.453137771992	0.459479409419	0.0315142146986	0.0025747082418	-300.0	0.510093009552	0.496684380932	0.0612436907121	0.511716124723	0.50265955317	0.076874904334	0.0561649696244	-0.224569072437	0.31242394258	0.309798988065	0.0426388249929	0.302622704094	0.303410707344	0.0244640260128	-0.162287850467	-38.1784711499
REST	-0.6212560778	8.5147308333	7.8934747556	0.0782959487754	0.0654964469932	0.0335478329957	0.059857242909	0.0540928668953	0.0221706962382	-0.131683752461	-300.0	0.320125714767	0.332841831744	0.037482161851	0.392878560606	0.402777785886	0.0468480933724	0.219093598992	-300.0	0.355840874133	0.350417281802	0.040272301536	0.356708344333	0.352195414288	0.0435132381032	0.0865676573715	-0.236109832189	0.290483238162	0.290376984297	0.0304020914306	0.287471825349	0.286913005458	0.0240335199718	-0.0296896350395	-68.2801987181
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0558917565665	0.0458804554205	0.0296250652462	0.0704493147227	0.0612895203093	0.0333074250166	0.0127627376986	-300.0	0.555008444988	0.5613045814	0.0395442671483	0.4185314723	0.423239071154	0.0331341462992	-0.0155335017902	-300.0	0.452924144354	0.446827316472	0.0310393759057	0.456832904045	0.450497687969	0.0394641440151	0.0429554712741	-1.02840772453	0.294320251858	0.294123579814	0.0241468721435	0.290783647316	0.29059408929	0.0230534677671	-0.0523004949339	-161.20253437
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.0293401590882	0.0251280645668	0.0207677689888	0.0344515621381	0.027776555578	0.0294924300503	0.0539697642273	-229.925269653	0.272851135862	0.28135988212	0.0246430419294	0.323526382568	0.328209215286	0.0319124854473	0.18247978953	-300.0	0.51303933689	0.496477791171	0.0841448366004	0.490998320127	0.482590868034	0.0709748896425	-0.1281886388	-1.1453240347	0.291038476089	0.291199750131	0.0240788448794	0.289082380052	0.288677076121	0.0214291993392	-0.0171240362933	-5.82784413434
TP53	-0.5304638611	9.9692148611	9.438751	0.0592020779254	0.0456842936454	0.0330236637476	0.0448983273442	0.0364604107774	0.0204842791627	-0.0772860333294	-300.0	0.386661142555	0.397316975682	0.0280465275967	0.48872513613	0.49725173504	0.0369588271998	0.0113135961913	-300.0	0.669765073093	0.660586517923	0.0956192070959	0.663683008138	0.65831927213	0.0698843424411	-0.00333102012491	-0.496883630241	0.296070728592	0.295653418515	0.0261280153097	0.29311585762	0.292691875393	0.0246390514873	-0.031191906109	-23.5084830292
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0528442200263	0.0457433273156	0.0236672096705	0.0698367588208	0.061132003006	0.0341622021236	0.0874811501991	-300.0	0.41618628437	0.416287928679	0.0403470703939	0.564748167638	0.563818990242	0.0460913816049	0.0205067931025	-300.0	0.511733474118	0.511060048185	0.0294395798186	0.51974138108	0.515750120551	0.0395637848763	0.01593185149	-2.03368409793	0.3156752236	0.313501399669	0.0413461384836	0.312422807627	0.309780921127	0.031928477253	-0.0363161090461	-211.083012833
HLTF	-0.5141725	8.3729281667	7.8587556667	0.0697738828937	0.0570803757124	0.0329174257398	0.0536704823256	0.0451569524072	0.0203458397049	-0.0652180902215	-300.0	0.40396576544	0.414057426933	0.0372300641907	0.518448571358	0.529000628083	0.0467135165007	0.0505749879475	-300.0	0.459720981897	0.457479231591	0.058420788873	0.453984479442	0.448518175956	0.0302592473969	-0.0103892934141	-0.905702547707	0.307337057226	0.306865743082	0.0250533159728	0.303430602337	0.302960401884	0.0231620578654	-0.0764263926654	-111.16560155
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.042323492233	0.0315564391329	0.0334128783734	0.0568985947798	0.0434034584278	0.0395512152333	0.0391591540294	-299.999999996	0.5151814745	0.523306826011	0.0376132561126	0.409390874058	0.419594833584	0.0268387774025	-0.0045390777113	-300.0	0.319362863423	0.311319154589	0.0305144049052	0.323665567874	0.315572233658	0.0365901667445	0.0169959473151	-0.393359739388	0.304159067141	0.304125393067	0.0222771429055	0.300753753424	0.299959416157	0.021437025351	-0.0737639800162	-29.4877008977
MAFB	-0.3975071222	5.0393535	4.6418463778	0.0841903083276	0.0689446508043	0.0457922491425	0.0622626616485	0.0495621589377	0.0322469684819	-0.0424467095932	-300.0	0.560853597572	0.570056626438	0.040890571975	0.430045532456	0.440109940774	0.0316681402374	-0.0148442748628	-300.0	0.404067461818	0.400915157687	0.0485462320787	0.404740304873	0.40298516587	0.0559230806647	0.113528591353	-0.0807728990234	0.324096144836	0.324190334968	0.0256208183813	0.321108397421	0.321500543723	0.0219286337431	-0.0255365909226	-35.4755551424
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0690906726083	0.0592975139458	0.0328074002768	0.0909045842087	0.0767787644218	0.046391269241	0.0745245195143	-300.0	0.413056470314	0.41813803228	0.0349171143338	0.545379260682	0.54806953304	0.045808550231	0.0122995201135	-300.0	0.465887340388	0.461853995553	0.0306726904731	0.470369809874	0.468212208268	0.0362351747012	0.0232172470978	-0.150654107756	0.342549822748	0.342481769453	0.0346835607808	0.340266295122	0.339514569518	0.0227584924499	-0.0226756223286	-60.1289475436
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0406238996685	0.0335567594089	0.0214000276768	0.0537490072833	0.0425799073311	0.0319167683945	0.0402494899244	-300.0	0.546290016084	0.555728880447	0.0423394632793	0.41951506216	0.43103245906	0.0292318874999	-0.00370970629961	-300.0	0.433063050917	0.431021793646	0.0359120110276	0.441332243825	0.435434055822	0.0484702231674	0.00664877757901	-1.3579619414	0.304374275324	0.303851144741	0.027489152763	0.299002871611	0.299874032451	0.0262026755165	-0.0696661094923	-53.9765529801
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0478278990542	0.0410834576881	0.0222538999716	0.0588558682913	0.0498202836566	0.0297904728017	0.107775580605	-300.0	0.611269189529	0.61978298784	0.0465662398496	0.46490196041	0.475738114361	0.036089972478	-0.019180505509	-300.0	0.659278346246	0.655822369808	0.029811582078	0.660448388018	0.655909994268	0.0484143086215	0.0870781322238	-0.18566552038	0.270002257331	0.269312937363	0.0244787330507	0.271643284507	0.270892353551	0.0252778884032	0.0326484181683	-20.8997280066
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0648385245731	0.0500488839837	0.035871717103	0.047271336795	0.0372777676126	0.0248200971652	-0.027055766009	-300.0	0.404431553056	0.411978855684	0.0329795708471	0.517146828848	0.525555269128	0.0386418679947	0.0153653806388	-300.0	0.443502124154	0.439755892081	0.0655161052414	0.440052739047	0.432240244394	0.0487448494689	-0.0127800829876	-1.66168925051	0.31913401703	0.318948763564	0.0216894260728	0.316528017666	0.316050178022	0.0203454359402	-0.0380039490279	-101.012757612
MECOM	-0.3505778778	2.913285	2.5627071222	0.0444665472821	0.0319756489993	0.0304117213307	0.0512484951947	0.0378693211156	0.0315911670656	0.0218502691924	-300.0	0.307113366254	0.317520746429	0.025241882673	0.369156346319	0.375491431131	0.0383223471297	0.113683277213	-300.0	0.298281778018	0.289877293682	0.0236679462764	0.298579328139	0.300090665874	0.0556695200494	0.0514492753623	-0.165996460849	0.300397385152	0.299373901071	0.0288773915102	0.296135590415	0.295545151589	0.0263311615816	-0.045249681291	-15.5938327972
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0564677157767	0.0433249845228	0.0336733186087	0.045548591389	0.0348820527339	0.0300773432434	-0.0629786777002	-300.0	0.371470077271	0.381614875991	0.0274768479841	0.466545329377	0.474939213136	0.0364651488015	0.0312320212724	-300.0	0.24457325752	0.23737674147	0.0377847380403	0.230854189792	0.235235525149	0.0344094637952	-0.0453264933484	-1.33551185487	0.313518606714	0.312751889709	0.0291864141492	0.310186625235	0.31017290913	0.022503483514	-0.0134779727667	-20.3398462762
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.0918482088875	0.0708385172337	0.060348059173	0.125377612617	0.0932839059978	0.0882911276513	0.0517725145107	-76.3655470925	0.324272292253	0.340824960889	0.0381187148388	0.39274536993	0.402793058689	0.0512748708517	0.302594901537	-300.0	0.242613189334	0.228983234877	0.0754592694079	0.198713381344	0.19764828343	0.0609388303669	-0.269483568075	-0.380691224028	0.306789454049	0.306105912881	0.0279441220652	0.3074817278	0.307037098792	0.0452623370654	0.0173400673401	-2.09504875585
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0659940284871	0.0512868093314	0.0365989845998	0.0475583345357	0.0373455098198	0.024892443821	-0.0592448574997	-300.0	0.404638557663	0.412521503402	0.0331912158935	0.517393494128	0.525988318858	0.0390221778529	0.0178636840314	-300.0	0.26204615761	0.257899409638	0.0267194440421	0.263099805444	0.261852631793	0.0381918622125	0.0305794933884	-1.11757874902	0.296689056981	0.29654702203	0.0210645453561	0.294224876615	0.293758488398	0.0198557513431	-0.0238154687445	-90.6479131231
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.0777335784626	0.0700045027277	0.0299593906393	0.0930249514252	0.0809987050533	0.0399628175736	0.0532738133779	-300.0	0.531993500852	0.538822836076	0.0348026006195	0.412448655608	0.420287167693	0.0240210591187	-0.014150055099	-300.0	0.704245702647	0.703523241358	0.0287211048477	0.707835033479	0.704004232098	0.0400542506319	0.0389391199518	-0.378493591008	0.270572352782	0.270755752643	0.0219202491012	0.267064147235	0.267468538029	0.0214795607191	-0.0360433511975	-27.7409641071
CTCF	-0.2180552611	8.924475	8.7064197389	0.0478437078487	0.0403728162578	0.0295580047589	0.0650141539957	0.0566401488291	0.0344099780255	0.0692090264175	-300.0	0.574218560646	0.580151506973	0.0456203467064	0.438826402853	0.445679023588	0.0349967623007	-0.00150221406646	-300.0	0.371926118098	0.374147581139	0.0269458114139	0.378471947439	0.375744748898	0.0275528013133	0.055701754386	-1.38071585926	0.328512055222	0.328222792795	0.0285897553837	0.325536215746	0.325475185773	0.0258374304465	-0.00593670688139	-168.537320944
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0575408431295	0.0503593277591	0.0253955667249	0.0673774167845	0.0552243787546	0.036444156005	0.12212106812	-294.798092659	0.612810304843	0.622310738767	0.0376186407491	0.470523111265	0.4816328355	0.0291975271533	-0.0197339539556	-300.0	0.637269249978	0.631794401967	0.0243266175964	0.640357152601	0.635994059572	0.0323854758887	0.040713053479	-0.723658975511	0.237000108502	0.237025644648	0.0282213164241	0.235089160733	0.234740647461	0.0258515024879	-0.00266011953429	-17.7992191878
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0339169861916	0.0281268855798	0.0200103381337	0.047767919722	0.0368902576626	0.0306378443236	0.024655182467	-300.0	0.615234934841	0.621087652299	0.028373865807	0.464414919435	0.468591522551	0.0218545015454	-0.0230087460731	-300.0	0.566437115471	0.566502676406	0.0310319747344	0.573211223816	0.567982752494	0.0367522267647	0.0498386696451	-0.684679853006	0.257931216587	0.257395586025	0.0204012004605	0.257954545004	0.257831213669	0.0284865541572	0.0638352172461	-2.78795689892
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.0505622626141	0.0437208406349	0.0265643076081	0.0671453053231	0.0572144434287	0.0335067565324	0.0198922192713	-300.0	0.563153199935	0.571933256025	0.0409371832869	0.425579305297	0.432094068858	0.0318173211437	-0.00791560370857	-300.0	0.516619534046	0.513793377799	0.0332792333079	0.51829706797	0.516746012173	0.0411115514091	0.0391812865497	-0.53055029301	0.283275045994	0.283564679354	0.0240640595444	0.285483036822	0.285496198127	0.0280916994429	0.00920327190412	-13.9559025782
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.109240755642	0.0893365510754	0.0523214441261	0.129213159008	0.104313469722	0.0656368396453	0.0655914494195	-234.578274709	0.373901686878	0.382968560802	0.023716269662	0.462669972128	0.468270535662	0.0314419572109	0.0216256940787	-300.0	0.425781487696	0.418289404888	0.0344430130136	0.41705238562	0.412287666078	0.0302129460039	-0.0355178096083	-0.802951103213	0.289745889338	0.289760346672	0.0280167600465	0.291516226401	0.290459743987	0.0347579314468	0.0441577738755	-1.30170173341
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.119430180459	0.103118692595	0.0449674430137	0.0974311292472	0.0840016289107	0.0333098577762	-0.0580691769855	-300.0	0.415173471809	0.422593754737	0.027478932438	0.542743212764	0.551087795279	0.0391934335027	0.00267877443286	-300.0	0.489988462144	0.486452812155	0.0222061408399	0.492921736058	0.489128039324	0.0346459359126	0.0821264894592	-0.413245948194	0.299704340173	0.299676730077	0.0219397831644	0.301028340663	0.301309432175	0.0235242123537	0.0355026136264	-13.8138243038
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.0751777593718	0.0573614757737	0.0554086049611	0.0925004292797	0.065951861593	0.0734995834491	0.0998232005085	-97.6748266837	0.599769520884	0.604845420396	0.028493162461	0.469150522945	0.477168042993	0.0203492249866	-0.022355463066	-300.0	0.148238107904	0.146526199061	0.0335541355884	0.150239013883	0.149074037084	0.0419254701528	0.0163548163548	-0.105065466377	0.339435307914	0.33733771458	0.0313540552142	0.33436039328	0.334129256927	0.0186722560313	-0.0705348643189	-13.7248861524
USF1	-0.1057473167	7.4895785833	7.3838312667	0.0440714272764	0.0351711727783	0.0228062487643	0.0596750457069	0.0471552928948	0.03477234447	0.0277674327925	-300.0	0.318226384276	0.328928212144	0.0432973382385	0.405326854694	0.416560923518	0.0526448735715	0.290889402264	-300.0	0.502138417202	0.497943165263	0.0257810736519	0.505844515759	0.503559169035	0.0448667629342	0.035482514542	-0.589779953687	0.320314485066	0.319477312157	0.0289998473183	0.322919646954	0.320849658787	0.0413955512819	0.0360374671491	-8.85045325987
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0538943341005	0.045750771698	0.0300531473109	0.0688466538425	0.0598939218724	0.0348186527751	0.10764071551	-300.0	0.421259366854	0.426977207212	0.0368531723156	0.551193690436	0.553503966817	0.0476315105203	0.023035558999	-300.0	0.463403679082	0.463593469833	0.039532768376	0.470862118727	0.465920658353	0.0399794410749	0.0776555617745	-0.452209754954	0.318238485013	0.317805199518	0.0222573462683	0.319844842224	0.319462058606	0.0293962599494	0.0251886648433	-42.1274964059
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.0821100982085	0.0703381614864	0.0524192820904	0.061383013843	0.0549763204199	0.0417448418201	-0.0954799589364	-300.0	0.377864114327	0.386757162863	0.0254998051119	0.470011791387	0.477381001021	0.0319037808778	0.0262234261241	-300.0	0.158012360601	0.154919799629	0.0348179302275	0.153834997937	0.146603591094	0.0286744023473	-0.00437665782493	-0.437427890945	0.278858326448	0.279034487144	0.0293336902701	0.279346482147	0.27910050466	0.0349652770724	0.0582317524753	-0.906892610537
ZNF143	-0.0648688222	6.154257	6.0893881778	0.0536645953016	0.0471027117361	0.0227730202165	0.064147695197	0.0539246861687	0.0352143693836	0.108639685537	-287.71442732	0.602969243506	0.609722679254	0.0336069412613	0.470838797737	0.4793830325	0.0254894705723	-0.0171630851904	-300.0	0.472305395089	0.471331694409	0.0273360840876	0.469672277394	0.466678334801	0.0116917749319	-0.0121212121212	-0.757904883641	0.293734861743	0.293432316074	0.020218572679	0.294530175924	0.294639563015	0.0207472366045	0.0417262262163	-4.63661800104
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.0493141589536	0.0407550982234	0.0301404672853	0.067592914944	0.052690271364	0.041376828534	0.0446380390421	-300.0	0.384593672433	0.390319279878	0.0244806496951	0.505632595789	0.512429780427	0.0345491207992	0.00155384087252	-300.0	0.19466495817	0.189861265475	0.0418564015892	0.187882093437	0.182095413533	0.0352635996988	-0.0723226328568	-1.11502969835	0.28824162103	0.28778151857	0.0213321069589	0.284542248537	0.284779537571	0.0161094311502	-0.0389501130565	-29.872053452
