FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	PIQ_95_H1hesc_protection_mean	PIQ_95_H1hesc_protection_median	PIQ_95_H1hesc_protection_std	PIQ_95_GM12878_protection_mean	PIQ_95_GM12878_protection_median	PIQ_95_GM12878_protection_std	PIQ_95_protection_ks_stat	PIQ_95_protection_ks_pvalue	PIQ_95_H1hesc_tc_mean	PIQ_95_H1hesc_tc_median	PIQ_95_H1hesc_tc_std	PIQ_95_GM12878_tc_mean	PIQ_95_GM12878_tc_median	PIQ_95_GM12878_tc_std	PIQ_95_tc_ks_stat	PIQ_95_tc_ks_pvalue	PIQ_95_H1hesc_fos_mean	PIQ_95_H1hesc_fos_median	PIQ_95_H1hesc_fos_std	PIQ_95_GM12878_fos_mean	PIQ_95_GM12878_fos_median	PIQ_95_GM12878_fos_std	PIQ_95_fos_ks_stat	PIQ_95_fos_ks_pvalue	PIQ_95_H1hesc_flr_mean	PIQ_95_H1hesc_flr_median	PIQ_95_H1hesc_flr_std	PIQ_95_GM12878_flr_mean	PIQ_95_GM12878_flr_median	PIQ_95_GM12878_flr_std	PIQ_95_flr_ks_stat	PIQ_95_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.367375305309	0.390088700347	0.137046760136	0.334941313096	0.365252603163	0.10505681587	-0.0283050847458	-2.45015935997	0.557815037235	0.564660148889	0.0288445072834	0.402326669444	0.409113069929	0.0229697569308	-0.147827739763	-300.0	0.440650348543	0.442341180265	0.0239960064928	0.400575160962	0.402020853488	0.0157030718663	-0.670978094926	-300.0	0.323408208062	0.323222893596	0.0209783390277	0.289916067433	0.292671276852	0.0176823235066	-0.70945627896	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.385643545666	0.410758300205	0.152451563454	0.370200482651	0.387463916131	0.104499647027	-0.0574193548387	-4.2255930939	0.427014184645	0.435277439633	0.0429109901707	0.321628063103	0.334839017053	0.0332911113272	-0.0732927411652	-300.0	0.479497485661	0.475087144476	0.0442780245729	0.447629679102	0.442435877411	0.0314795019372	-0.388620971939	-300.0	0.34124237199	0.340051361445	0.0272730505029	0.307798732789	0.307203996068	0.023002386698	-0.671317858593	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.442859042022	0.468774181978	0.178420015735	0.408418262236	0.457128157407	0.147764748492	-0.0466666666667	-5.10763297803	0.604051247298	0.608518900381	0.0271405507147	0.444271480386	0.450167947441	0.0216075091589	-0.148807441565	-300.0	0.560221135205	0.561319931006	0.0262825160694	0.522444223665	0.523838045633	0.0161962697149	-0.608660014501	-300.0	0.339119620255	0.338295889104	0.024392024422	0.318581284821	0.316323979067	0.0192625095195	-0.583743312691	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.392936622744	0.423003684383	0.119977748755	0.368656799247	0.394203394421	0.0978383159038	-0.0155072463768	-11.8118341394	0.56066778409	0.567079347718	0.0271910075331	0.428904403662	0.435952092287	0.025550740706	-0.1433437426	-300.0	0.46967784526	0.468528926862	0.0257936731242	0.442773099997	0.441522402477	0.0182885305963	-0.455533193496	-300.0	0.319397670137	0.321702872152	0.0192950167001	0.307801721075	0.305442755182	0.0190838903103	-0.412065750388	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.366545308921	0.395770521078	0.123710291876	0.411238317181	0.441941839642	0.148804372058	0.0452538151153	-2.23485167846	0.570333586088	0.577027670164	0.0272966487435	0.430228069822	0.436191049673	0.0203422364953	-0.109200203115	-300.0	0.472579611568	0.474592186728	0.0298235192078	0.452153262709	0.453374842944	0.0197112023704	-0.378713272489	-300.0	0.283528416783	0.28508640421	0.0281227668918	0.277824517467	0.273911430322	0.0255635327789	-0.323001204708	-300.0
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.393004993977	0.41964499215	0.13030256393	0.367839191514	0.396178519934	0.0947465023128	-0.0674793359352	-15.6071427445	0.624952504083	0.629817997241	0.0219868924299	0.468655246603	0.473134606925	0.0170933648862	-0.104896345535	-300.0	0.483180989914	0.4848119135	0.0141891341368	0.462086495305	0.463424027337	0.010655671998	-0.605351492463	-300.0	0.395579769375	0.397273744845	0.0213888178682	0.382454135873	0.382227345494	0.0202223238427	-0.395441853646	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.386718843652	0.412430884677	0.134927342737	0.419798072927	0.453135531174	0.161044339498	0.0135170658718	-2.32018245048	0.449172858206	0.456397309246	0.026659945404	0.353723385057	0.358945361904	0.0205508144673	-0.0789740385074	-300.0	0.482531877906	0.485114491642	0.0239914350542	0.46077271352	0.463464576764	0.0166258836156	-0.460476556189	-300.0	0.32646584698	0.326835915102	0.0240358612415	0.312774153068	0.313319619817	0.0177677127154	-0.437671252522	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.414680842767	0.445222334294	0.110206360488	0.381063780248	0.402485370251	0.0828723638094	-0.0308368642712	-23.1992055479	0.62579537507	0.632075226665	0.0258243499119	0.479489223472	0.486052138405	0.0230796664182	-0.0995207604923	-300.0	0.641954642152	0.641660287443	0.0249895042436	0.617481025592	0.616227184282	0.0188449546428	-0.440248377905	-300.0	0.311701409284	0.313464033724	0.0258571879738	0.302733428927	0.301552200772	0.0228391062538	-0.302933175597	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.383215598306	0.408386883811	0.153501086713	0.332405842259	0.350763124163	0.107615489609	-0.0472477615578	-10.5209431007	0.572445083034	0.576712233847	0.0267589603473	0.440310303806	0.446394471031	0.0230661347621	-0.0897451840539	-300.0	0.535568789648	0.5348819719	0.0202801833435	0.51498479273	0.514645608411	0.0129456497952	-0.492036253715	-300.0	0.34173685401	0.342098005236	0.0244318361728	0.329170394924	0.32897247279	0.0200734571519	-0.444493740315	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.31611707646	0.357587877543	0.128035693452	0.289902475251	0.322810899893	0.0961404339623	-0.0410931460219	-12.2166282266	0.583312244473	0.588174141885	0.0251402891014	0.453174831439	0.459016084315	0.0227374729943	-0.0796560734939	-300.0	0.581179834161	0.583860875529	0.0360100089845	0.560965549554	0.563042583202	0.0246044259985	-0.269760607819	-300.0	0.339198662556	0.339951677982	0.0207475603355	0.330116383274	0.328642777391	0.0181832775689	-0.397103169621	-300.0
