FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Boyle_H1hesc_protection_mean	Boyle_H1hesc_protection_median	Boyle_H1hesc_protection_std	Boyle_GM12878_protection_mean	Boyle_GM12878_protection_median	Boyle_GM12878_protection_std	Boyle_protection_ks_stat	Boyle_protection_ks_pvalue	Boyle_H1hesc_tc_mean	Boyle_H1hesc_tc_median	Boyle_H1hesc_tc_std	Boyle_GM12878_tc_mean	Boyle_GM12878_tc_median	Boyle_GM12878_tc_std	Boyle_tc_ks_stat	Boyle_tc_ks_pvalue	Boyle_H1hesc_fos_mean	Boyle_H1hesc_fos_median	Boyle_H1hesc_fos_std	Boyle_GM12878_fos_mean	Boyle_GM12878_fos_median	Boyle_GM12878_fos_std	Boyle_fos_ks_stat	Boyle_fos_ks_pvalue	Boyle_H1hesc_flr_mean	Boyle_H1hesc_flr_median	Boyle_H1hesc_flr_std	Boyle_GM12878_flr_mean	Boyle_GM12878_flr_median	Boyle_GM12878_flr_std	Boyle_flr_ks_stat	Boyle_flr_ks_pvalue
PAX2	0.2255426222	5.2315701111	5.4571127333	0.0273776195152	0.0173804512452	0.0299625985595	0.224028890326	0.0509564999065	0.348109246179	0.0919553852783	0.939277516982	0.46420428078	0.467143982599	0.0505243671451	0.355424688458	0.36302600256	0.0357677369042	-0.09252260269	282.804315485	0.420333439541	0.42963532781	0.0504372415764	0.42669975135	0.439422304355	0.0914818397978	0.169458128079	0.60069288767	0.497619630235	0.492343120926	0.0618144122308	0.518471324652	0.508640916644	0.0858574483454	0.092774566474	0.200697916476
FOSL1	0.2495109	5.9053088889	6.1548197889	0.0114638271832	0.00643173405407	0.0123074465016	0.117182749738	0.0277770804556	0.245031219727	0.0905953658369	2.48881526639	0.412972607202	0.41919699382	0.0349404704353	0.32555268808	0.328357669935	0.0310559366909	-0.0952581123766	300.0	0.518463648404	0.50702932544	0.0888198741124	0.548667606375	0.534756443841	0.112851482216	0.0495482834772	0.63388460981	0.569487934236	0.567322060972	0.152729156873	0.529756222811	0.566419187741	0.0726007616161	-0.0316542490012	0.0694049193807
PAX6	0.2689653	3.2277611111	3.4967264111	0.00976695745941	0.00458761276536	0.0137602597832	0.19870488393	0.052450248036	0.29671886734	0.16008619875	2.79051516508	0.461735587401	0.469221646272	0.0382100344736	0.363599607758	0.369643732957	0.0314419411027	-0.0258570911124	272.079227293	0.567854771922	0.564507385201	0.0935482149796	0.621650352282	0.610767735007	0.112656835513	0.171428571429	1.40500149991	0.609006103278	0.608906104555	0.0191559446642	0.613316327037	0.619371162232	0.0770551955221	0.13842676311	0.70837650937
NR2F1	0.2710186722	5.3702576667	5.6412763389	0.157589452209	0.00606866804301	0.277171090027	0.0106011515066	0.00361480518038	0.0126124693059	-0.0240473261083	1.3952476142	0.426285818813	0.435495435452	0.027772961621	0.552025299141	0.557581870532	0.0499564376046	0.0339702337331	300.0	0.400540015131	0.397932386634	0.0384748718562	0.391221933633	0.390549911916	0.0367664814391	-0.00149191877331	0.373506046857	0.60607265056	0.610281147908	0.0195404029536	0.606130215613	0.611406527272	0.0611391946148	0.0221698113208	0.302828975838
FOXC1	0.2817084333	6.6542359444	6.9359443778	0.182660141901	0.106525107391	0.191738473122	0.506644654285	0.598999059345	0.399093938343	0.203421209106	1.09001538529	0.363348502149	0.368857504684	0.0441581523836	0.295545231552	0.30071206433	0.0306850122947	-0.204001170217	71.4073712524	0.254930999673	0.240500943088	0.0353355872728	0.258858422125	0.257012799274	0.0931509342293	0.0428571428571	0.0430159740306	0.354341415642	0.357254234931	0.0156047858266	0.365709378655	0.368067802088	0.113385913301	0.307627118644	0.512181993992
SREBF2	0.2865639111	9.1103612778	9.3969251889	0.0111079737296	0.00608944411727	0.0141413231806	0.0906897988666	0.00831265878421	0.186782664846	0.0336013172665	4.60006182269	0.416555625359	0.423230307281	0.0294822118073	0.539420729188	0.54587434233	0.0404880403791	0.02159425186	300.0	0.700063967475	0.697198287593	0.0282120459798	0.697036267186	0.695939994543	0.024328967376	-0.0770626520281	0.242853371274	0.551334373942	0.549530725257	0.0133560447497	0.552702187884	0.552787174048	0.0455111880842	0.0201103458491	0.734128914098
THAP1	0.3018008222	5.8000158333	6.1018166556	0.0101478949695	0.00602659410487	0.0129553422896	0.0990904113441	0.0260007243003	0.186036005179	0.0953417977688	6.79980819194	0.429660983004	0.435106812427	0.0278697275933	0.555195746992	0.560352459585	0.0357262321925	0.0371283444676	300.0	0.430241823545	0.422874861072	0.0528106348902	0.41708297838	0.413750604549	0.0381542575745	-0.0100173335259	1.05954046579	0.196333864175	0.196260689396	0.00374948334891	0.19642348229	0.196431862475	0.0149381857744	0.00217923995611	1.2016981048
SOX17	0.3243661	6.3657267222	6.6900928222	0.0105965825215	0.0061407822761	0.0129847825612	0.11469427449	0.0105225892548	0.23106979963	0.0512546378409	3.0293955789	0.478772775184	0.48436748703	0.0414070342756	0.371885513554	0.377981950321	0.0303013195388	-0.0144004178467	300.0	0.219471920992	0.218613726611	0.0360427331547	0.235626710318	0.230048112628	0.045664660319	0.130909090909	2.10784890011	0.687190366983	0.686508383117	0.055703088339	0.68533050295	0.68493579075	0.0225379190314	-0.0266578249337	0.111661541823
HOXA5	0.3250339778	3.5496091111	3.8746430889	0.012016641313	0.00693413852735	0.0156689663663	0.100889509108	0.0252711047853	0.203963004853	0.0752692834019	4.59734381016	0.434817229282	0.440649877507	0.0290268910118	0.557930562435	0.563485869167	0.0380096539649	0.0352511856653	300.0	0.552031239923	0.547951589878	0.0622122662972	0.564919307859	0.564020980927	0.065806154271	0.0184866415636	1.0693561299	0.147483601674	0.146859978211	0.00516952152465	0.149062721668	0.147798637648	0.0411816735183	0.108792589103	2.1809600993
ZNF263	0.3269097889	6.3759042222	6.7028140111	0.0404721707041	0.00689565346716	0.11504268294	0.0105217545803	0.00678984656336	0.0110138742306	-0.164149943542	3.58036821625	0.453737755354	0.46055680406	0.0272480335162	0.585200750196	0.5899075544	0.0369639484039	0.0440917685905	300.0	0.562016262032	0.562162343036	0.0252240106724	0.561076769671	0.560155730886	0.0228282022243	-0.0899089495892	1.26010561515	0.271363882606	0.267458507847	0.052572626828	0.267845613747	0.267430074334	0.0316934944405	-0.0553833969791	3.07411476537
KLF1	0.3295018	5.8667564444	6.1962582444	0.0104209178431	0.0064563664604	0.0134362034851	0.0844140800632	0.00782735502712	0.179925883304	0.0052981164418	5.09383113897	0.473369401111	0.479888291256	0.0459732047	0.372800752859	0.380437494889	0.0307900681299	-0.0292496636006	300.0	0.245183646505	0.236667839622	0.0324497540844	0.236796295957	0.234582339608	0.0268425383425	-0.017037037037	1.23453723227	0.639217101664	0.640559700663	0.0636887177775	0.636219814874	0.63598737026	0.023061008529	-0.0212917110196	0.548927941812
BRCA1	0.3420935222	6.5185210556	6.8606145778	0.0104340068984	0.00658256612497	0.0132220705944	0.168292938846	0.0384207945846	0.27449034653	0.157364026208	3.20644542624	0.445584119778	0.453691998616	0.0320560404447	0.580292333741	0.586941801407	0.0439655976024	0.0441420604202	300.0	0.590393734607	0.589127920545	0.10170778171	0.681737385583	0.630730202451	0.132045220902	0.10737704918	1.05401749344	0.391540270925	0.390500645242	0.035255560557	0.426579243502	0.390869627405	0.151609710323	0.0210733396286	0.183269715891
FOXL1	0.3485975222	6.5360874444	6.8846849667	0.00935493134627	0.00588372674051	0.0116458736601	0.113923808033	0.012168416035	0.241654604509	0.0747804292458	2.87962352987	0.469839951383	0.478034460614	0.0496592159036	0.37339499854	0.382854465433	0.0366379397831	-0.0390121392326	234.804585996	0.860215186629	0.858750722067	0.0220252221946	0.8724367812	0.863325370599	0.0293314567949	0.0484541877459	0.857440289974	0.319560335601	0.249681093369	0.272560483481	0.550834632458	0.621183220631	0.348407030491	0.382323232323	1.97729350338
NKX2-5	0.3610327444	5.8370343889	6.1980671333	0.0114080948409	0.00687349780494	0.0149409578211	0.141911152058	0.0626500399594	0.226638792898	0.191377515528	6.77105389803	0.398843153576	0.406234922368	0.031279178985	0.512349944889	0.519001301836	0.0415965312053	0.0047188322331	300.0	0.442034641611	0.437331457034	0.0556777232341	0.462423552078	0.45068985224	0.0670837720958	0.0121128925983	0.84116658736	0.387190641598	0.389107709192	0.0230960483342	0.389871205947	0.394563785566	0.0648840349226	0.0150853889943	0.431265494391
PAX4	0.36501635	4.8246142222	5.1896305722	0.0506393385181	0.00534244609208	0.153799150274	0.00906040138392	0.00290017495674	0.0112355853855	-0.118281376964	2.41546005961	0.437623174848	0.444442228989	0.0260826435824	0.55819819917	0.56404010531	0.0365706005381	0.0402167400387	300.0	0.645981229742	0.64102111984	0.0333598225619	0.642415625051	0.640334812362	0.0267950981612	-0.0829394039267	0.483977718295	0.562702763079	0.441668309598	0.0929258285633	0.605088696457	0.537299786578	0.381062611745	0.366666666667	0.946551261368
FOXQ1	0.3700839444	6.1010293889	6.4711133333	0.00994233008229	0.00338122424432	0.0132262859358	0.0953885688549	0.00571634424267	0.212776214183	0.00506673847581	2.80615178323	0.349829805128	0.357836173089	0.0414908241879	0.290608422678	0.299073527539	0.0328513165202	-0.211408128714	300.0	0.75789237293	0.755843477679	0.0278488223379	0.76692664025	0.760719378225	0.0296087286078	0.0382975983517	1.21469538512	0.523229366388	0.527873177828	0.0683137116155	0.546880443549	0.534420678485	0.0739816309102	0.104015636105	1.59317468784
RXRA	0.3769536278	6.7146771111	7.0916307389	0.0609132316613	0.0121498738457	0.15092947877	0.0101524440099	0.00589285348245	0.0129285373643	-0.00882159073962	4.94122480486	0.450399568208	0.457487989661	0.0280365180024	0.580979166473	0.5866896534	0.0372645846887	0.03987676107	300.0	0.470352108931	0.468181146676	0.0505227901166	0.465705723391	0.462092328612	0.0438543052988	-0.0510231485536	0.78700155014	0.208405872531	0.207872293292	0.0192696074229	0.207590194056	0.207342426219	0.00855983612785	-0.0376633293738	0.455621219897
FOXA1	0.3781183444	5.2266942778	5.6048126222	0.00948390946316	0.00545286297817	0.0119003546989	0.105445179563	0.0137642265262	0.211095157201	0.0652533743049	4.74442438463	0.475903912358	0.482682366393	0.0428239197161	0.377352638742	0.385901605398	0.0279910028507	-0.00546144539181	300.0	0.499991026312	0.497411679211	0.0348545643307	0.513550224128	0.5070306101	0.0378862711326	0.119186286658	2.89447757956	0.251761782283	0.239816000713	0.111756316804	0.237626507272	0.238246386774	0.0214230766439	-0.0236509801043	0.416484819728
EN1	0.3989146722	5.5023358333	5.9012505056	0.0751442948551	0.00614475446792	0.209139764958	0.0110106523315	0.00371592752562	0.0150055038531	-0.0601534817474	1.33523568261	0.376901671846	0.384465546898	0.0469701766052	0.302969448504	0.312599719847	0.0354931313357	-0.197460499048	260.278960132	0.313601260747	0.307719292804	0.0352691764194	0.320313429452	0.318302522529	0.0598805719028	0.0114285714286	0.667501629928	0.412163201071	0.409573522681	0.0476734979523	0.410158199066	0.409141130954	0.0166153740733	-0.0301242236025	0.0597466215661
FEV	0.4266916111	6.4151153333	6.8418069444	0.0933272453749	0.00729067085626	0.218675847916	0.00937177104056	0.00641783935957	0.0100126781814	-0.0247135002426	2.23976889855	0.4437999343	0.450457063346	0.0464907554211	0.345690255586	0.352811722716	0.0354807947903	-0.121428573807	300.0	0.326025656693	0.32120069153	0.037997909314	0.342142907539	0.329553838987	0.038198964583	0.0435798754461	1.27489679298	0.174410836159	0.175925776073	0.0161347059426	0.17395924196	0.175165672998	0.00840373584332	-0.0231428571429	0.260559237841
TBP	0.4329950722	7.1221270833	7.5551221556	0.0102425800827	0.00557671924788	0.0139294235078	0.174288739517	0.0137017293831	0.312200489441	0.117286266256	1.75187594344	0.476074356577	0.484852183472	0.0515866742243	0.376939573744	0.388831312243	0.0354302041495	-0.0554170122459	288.310366006	0.521693095923	0.508657839109	0.0890152327125	0.543121566394	0.533061135606	0.0912799304639	0.181118881119	1.16467888893	0.649812622549	0.649322420427	0.011273251361	0.656158863718	0.653386469248	0.0559143314824	0.121806853583	0.497427591193
GATA2	0.4460161667	4.9865788333	5.432595	0.0992672787823	0.00597668424627	0.2333896764	0.0102617523704	0.00389394618365	0.0137276943301	-0.0571751552324	1.21876050946	0.465814170881	0.472411078348	0.0394367061076	0.371665488791	0.379039353283	0.0276585452444	-0.00514645848984	300.0	0.157220228102	0.156331690341	0.0317388149588	0.161521351188	0.161193854531	0.0330761753848	0.0786784573815	1.24728543064	0.388996168178	0.388136200812	0.0470674176367	0.416282992289	0.38875401216	0.132974152264	0.000579150579151	0.176908530372
FOXO3	0.4784891278	5.4082502222	5.88673935	0.0613487855201	0.00658039963328	0.191186990095	0.0102392992974	0.00383499808161	0.0115492496511	-0.0814483852014	1.3334768316	0.388879336442	0.395793253465	0.0281753940906	0.492094388676	0.498500554305	0.0413697436273	0.0113688416572	300.0	0.296509370686	0.29298191412	0.0488839040953	0.289470619873	0.286515108379	0.0349435077962	-0.0389294403893	0.378273563813	0.338229358889	0.328520428893	0.0678961052731	0.326106092404	0.327158532635	0.0519357524532	-0.0029028049576	0.343545325631
MAFF	0.5215329556	5.2145415	5.7360744556	0.00989907236497	0.00574955358797	0.0125185831016	0.116654365807	0.00860347147001	0.223129762766	0.0905668755064	4.32010970691	0.391273039157	0.396476453672	0.0281486722353	0.497138972327	0.503524961859	0.037705819984	0.0216868542639	300.0	0.804108021347	0.803315880838	0.0179169673163	0.811229945184	0.809293353885	0.024056241223	0.068896713615	1.58408020834	0.69484901086	0.700592539347	0.122668512357	0.683658258328	0.69754178626	0.0601251788826	-0.0558554928821	0.0312048970977
NFE2L2	0.5312259889	7.5595246111	8.0907506	0.084412831786	0.00614244100443	0.226288644607	0.0101897997042	0.0027849965801	0.0118121592279	-0.0250699330043	1.59010874977	0.407762594776	0.414409394664	0.0384397368138	0.325065581335	0.329165628236	0.0330221051425	-0.121669527937	300.0	0.371883283457	0.370372616575	0.0554564879154	0.358330500739	0.36783492881	0.054293369115	-0.0476607703753	0.187675146112	0.431143662196	0.430673066608	0.095775525551	0.414071169216	0.429257829371	0.0480443302204	-0.022904091214	0.0549911367311
CDX2	0.5515238333	5.6034792778	6.1550031111	0.0903418330565	0.00569490458634	0.213894847803	0.00979234734263	0.00417261203154	0.0133802300426	-0.0581523637287	1.66611500955	0.487736267502	0.496128244072	0.0414118237828	0.388399051197	0.39650952594	0.0298678504885	-0.00528756738857	300.0	0.264170244854	0.262971755153	0.0253105313228	0.27190063606	0.26393251862	0.0255311502403	0.0137560252132	0.921437584986	0.609060457601	0.60837778943	0.024393741329	0.610879328639	0.611610279607	0.0518624978396	0.0253274973614	0.69551504116
MAX	0.6273268722	6.1784626111	6.8057894833	0.0688387167659	0.0065025859063	0.171500499769	0.0104678800763	0.00416120218112	0.0122890015605	-0.0556188377152	3.27045249192	0.461121205672	0.469750558414	0.0431181062647	0.36891057463	0.377137122163	0.0316012645077	-0.0326318515095	300.0	0.356305368794	0.355106778136	0.026849691317	0.364586916896	0.357509742988	0.0297812853297	0.0399409376154	2.50168546982	0.257804700994	0.257601862671	0.0171818706986	0.256556890774	0.256164921652	0.0126795040535	-0.00903538515041	0.898963603185
RREB1	0.6412792222	7.0157968333	7.6570760556	0.0113804604853	0.00651496106537	0.0150133652957	0.137752028199	0.0092899837388	0.279598311403	0.0381505349351	1.47942359589	0.426293255097	0.43470420648	0.0264744194213	0.549567499583	0.554374266739	0.0460609899291	0.0545929555148	300.0	0.786338489086	0.7803772738	0.0631066315232	0.782485651306	0.778921907109	0.0369685562523	-0.103205128205	0.000573078035312	0.496978039232	0.500723742689	0.0431396777568	0.513126246856	0.510563101855	0.0728510812088	0.124708171206	0.998899635512
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.122430169146	0.00619394885362	0.264318870725	0.00986177310297	0.00556573529243	0.0130030687663	-0.0124377198735	1.11166429045	0.392468686924	0.40033682448	0.0314389249983	0.506882737616	0.512107972979	0.0430868649263	0.00836667232017	300.0	0.324541037972	0.311928980554	0.1090088291	0.320077803508	0.310402480121	0.0477153461216	-0.00192307692308	0.271947545656	0.331573815871	0.329543151273	0.0155561168961	0.334632791944	0.333528903554	0.0688166085416	0.140189125296	1.46141490224
STAT3	0.6779155667	10.0107785	10.6886940667	0.00890423117539	0.00491286920567	0.0111632973977	0.1501173559	0.0274370940708	0.259891172823	0.132533470976	3.16232171676	0.460027002517	0.467360660889	0.0441897285288	0.366823129094	0.375773884244	0.0313245033251	-0.0290512592445	300.0	0.166652499664	0.164493069985	0.0304411677213	0.161445036779	0.157992616094	0.0259134022784	-0.0335458022218	0.176707769803	0.553884254931	0.554293788472	0.0129841993838	0.559220636968	0.557286549259	0.0676240554818	0.135714285714	0.960996299711
RFX5	0.6927126611	7.3384705	8.0311831611	0.0107280618602	0.00654038329215	0.0117349660351	0.102809586791	0.0101089897227	0.198545820016	0.0811779196603	5.64480448356	0.425168640211	0.432175101928	0.0306919561633	0.548760903444	0.554201010066	0.0408806929332	0.0401544009071	300.0	0.631604744726	0.614728966361	0.0731543084361	0.607918035643	0.603039988712	0.0628150029023	-0.020418204182	0.866980249855	0.166231553534	0.164807473794	0.020181938707	0.163663723272	0.16407297422	0.00675038495029	-0.00734265734266	0.48113556493
ELK1	0.6936597444	7.0989505	7.7926102444	0.0116176600822	0.00675564436053	0.0139039910546	0.245135561725	0.0800946986534	0.346115532923	0.413136703934	3.78009011358	0.444612250982	0.449113013748	0.0423202267009	0.339331295866	0.341044331457	0.0348010662732	-0.0745708236347	300.0	0.3527713183	0.349562797973	0.0998312297873	0.442491544685	0.382739786215	0.153098802406	0.24152360515	1.16320504978	0.474757394953	0.474885084989	0.064764452263	0.513491637022	0.48055795867	0.150690494426	0.0211456859972	0.097072915748
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.0102948909827	0.00645729045598	0.0118375932671	0.360762038491	0.192436806475	0.413139766292	0.426589488333	1.96432155967	0.403464621653	0.408904527684	0.0312281159739	0.526711754966	0.531675926545	0.0422690277256	0.0255634688584	300.0	0.197350391117	0.198626222024	0.042162130615	0.230887494489	0.222881883296	0.0482590414449	0.288636363636	0.661114928196	0.503195110451	0.506482701657	0.0165695596145	0.505928188711	0.508499605568	0.0764100301571	0.0741379310345	0.173463924015
GATA4	0.7095617	5.2971232222	6.0066849222	0.0108160254396	0.00627762105091	0.0134907686976	0.168779343053	0.0506461241796	0.275788371651	0.185097176586	3.17622272675	0.463704814494	0.469671559544	0.0392591451687	0.371461796411	0.378563725407	0.0266496022808	-0.00672476958333	300.0	0.152282916457	0.15107163498	0.0252332715193	0.162110464041	0.151954846735	0.0297994775459	0.00703933747412	0.283607101498	0.491031920595	0.49058179319	0.0124822964321	0.492233721147	0.491602993492	0.0635459781807	0.0731075697211	0.403432299856
JUN	0.8366651556	5.9365860556	6.7732512111	0.00980840237493	0.00556429981098	0.0126561621327	0.124794275732	0.00593619955308	0.234237794892	0.104095707058	3.5789901492	0.442430560846	0.448776690037	0.0475187895003	0.350611305242	0.358751461604	0.0387376710482	-0.146238657814	300.0	0.621078037673	0.618738399392	0.0582165426456	0.636018909968	0.636556655824	0.0653509879182	0.137565632458	2.17321825329	0.54404561318	0.547477755488	0.0424773514136	0.547495003719	0.553896902083	0.04331270318	0.0956734663819	1.54650630611
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.00980275739596	0.00574178669832	0.0121174214679	0.124442295932	0.0289430637596	0.221233206096	0.136071677676	4.70385787886	0.377846707743	0.386199969296	0.0439692083491	0.313372731726	0.322329222364	0.0337382932812	-0.185473636685	300.0	0.469381924532	0.467794224295	0.0331834481054	0.480500889746	0.480846424687	0.0347433677547	0.177198395557	3.14399048046	0.674864738472	0.674379122561	0.0216455374268	0.682418471976	0.680107066722	0.0544657230867	0.0890857729841	1.7284761381
ESR2	0.9447617111	2.7405983333	3.6853600444	0.00977613479614	0.00560032194118	0.0125114524556	0.112058333254	0.0219637105386	0.212331073915	0.105923790897	4.67421134445	0.454662238485	0.460507744758	0.0283414842722	0.58464493081	0.589969289991	0.0374170803094	0.0627362296837	300.0	0.493438294613	0.49129659536	0.0489816211096	0.514990674024	0.504413157672	0.0569489796241	0.00383353221957	0.868182513811	0.51354957281	0.509465358368	0.0150275685773	0.515794457325	0.51323998294	0.0424465676258	0.0404161412358	1.32434826994
SP2	1.0204727111	5.1814583333	6.2019310444	0.0100470111292	0.00557248637813	0.0128912441584	0.0716187903085	0.00946637200752	0.166445836576	0.0306908328689	6.05236655536	0.41340905464	0.419726765393	0.0277188504035	0.523228811935	0.529744908362	0.0349510812067	0.0487698331341	300.0	0.717031136642	0.715334165798	0.0200793650879	0.726870813022	0.724178122004	0.0215476087518	0.206267398393	8.64239324564	0.585746525052	0.586329402729	0.0162701505257	0.59173193509	0.592148163729	0.0476223408491	0.124387746744	5.17880222644
SOX9	1.0532260889	6.5152251667	7.5684512556	0.0104039634523	0.00460590149095	0.0128495168457	0.163788393725	0.00677608888166	0.288078051649	0.110995978334	2.20046801385	0.412993789484	0.420547577217	0.0294452323921	0.519988893549	0.52572486181	0.0427467877437	0.0340417295286	300.0	0.52797811964	0.526041182928	0.0542653650794	0.57129040055	0.56506749374	0.0602378125162	0.2515	2.56922519376	0.428964891942	0.432209773552	0.0498364090438	0.434920575972	0.434636351829	0.0819556308799	0.0538917089679	0.343702706453
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0632479616056	0.00635415368836	0.151841505108	0.0103109331663	0.0061820035969	0.0127673813617	-0.0434490230345	4.08692147573	0.447251715811	0.454484229003	0.0298155413713	0.574239794896	0.57896386569	0.0403719346537	0.0613363748696	300.0	0.564120112389	0.562435184764	0.0323269502414	0.574723469684	0.568830638021	0.0346819274539	0.0953867890289	5.14810927294	0.247324007059	0.246853287963	0.00737817494147	0.249561034862	0.249967948244	0.0235198964974	0.134360230116	7.05015088444
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0109658559261	0.00611414288668	0.013489333562	0.126622738236	0.00775564157372	0.254891981221	0.0384387595837	1.7828634146	0.494778595162	0.504264268237	0.0521319045398	0.384199657028	0.397938804635	0.0349346653161	-0.0204881406926	300.0	0.415453578063	0.408152081548	0.0547574047815	0.441920885474	0.431000653289	0.0553900129642	0.17	2.10977464172	0.563553576071	0.565172841794	0.0283669670189	0.576220778954	0.567623900641	0.0716170562609	0.0425249169435	0.349046690832
GATA3	1.1874563444	4.4545267778	5.6419831222	0.0373500772453	0.0205396559557	0.048260583639	0.240002601993	0.0453740471234	0.346482734274	0.0565339001604	1.13470101675	0.372142366413	0.378897994004	0.0262986679492	0.463003093224	0.469077275375	0.0398713615798	0.00997791073653	300.0	0.156854509222	0.15743524957	0.0302246760571	0.160283051969	0.161670632021	0.0328959094666	0.0486602357985	0.380429871859	0.222105449268	0.2207658915	0.0212233891593	0.252152299189	0.225087068925	0.0894690888743	0.204472140762	0.960182678273
KLF5	1.2952409722	4.5370098889	5.8322508611	0.0639157748253	0.00694218270724	0.150295067684	0.0111111190785	0.0061365101192	0.0127721862451	-0.008549576828	5.15310053005	0.428821168699	0.433975298248	0.0318621974826	0.554412076883	0.557940188319	0.0423040710857	0.0485641952483	300.0	0.511930210024	0.510046583967	0.0332400305516	0.519152109862	0.521882361463	0.0349380462723	0.0716297021092	4.39038564788	0.280602722697	0.280002932183	0.00532094143097	0.283629171964	0.284192647721	0.0221821611996	0.266191245066	17.4309782338
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0583790423673	0.00585918739852	0.149804518371	0.0100851651662	0.00514115232448	0.0125731318173	-0.0381946053372	4.10077326011	0.403967774984	0.411186185857	0.0333012051862	0.514450086084	0.519465909253	0.0425388200371	0.00939785079932	300.0	0.576344370009	0.574791035276	0.029108024603	0.589101639548	0.58285145177	0.0357000154089	0.0974104953956	5.31893820281	0.190351175682	0.19047824116	0.00715639961273	0.193579973589	0.192941326074	0.0160666801952	0.136442125816	7.25883897621
T	1.4805750889	5.3688017222	6.8493768111	0.00984471726574	0.0057679855879	0.0116535811956	0.160280388862	0.0589668378421	0.269783008482	0.266170653055	4.41189953794	0.423662495354	0.431209633236	0.0415536335997	0.34245288999	0.349712570116	0.0326571182357	-0.0778991996246	300.0	0.490558221516	0.485267018399	0.051786951941	0.521606803826	0.517547606909	0.0582031304171	0.202434077079	2.1272469052	0.738132831806	0.739176994283	0.0172023800389	0.7429039192	0.742716714772	0.0517286427738	0.0248362322114	0.212471484076
RELA	1.5992390944	7.24568025	8.8449193444	0.0102059185369	0.00599102025262	0.0110717754071	0.137469021436	0.012157845661	0.240126095327	0.177234938043	4.78625354914	0.472012245136	0.477532411875	0.0267747280767	0.604925304179	0.609316216896	0.0377311635465	0.100803416909	300.0	0.232962528634	0.232013076652	0.0549118208766	0.257871904195	0.247764339673	0.06082822491	0.07953308759	1.5196309711	0.424089568945	0.426788203521	0.022021828481	0.427882122823	0.433951234382	0.0361489612665	0.0572975140337	1.21503738998
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.0104412418541	0.0062543815154	0.0123768242984	0.0977049468457	0.0136944128897	0.192987191083	0.112089949633	6.05745232674	0.370173800253	0.374606363942	0.0296932426812	0.464545198355	0.470795039766	0.0374804178788	0.00888516454773	300.0	0.535688443661	0.534269445552	0.0486722100922	0.568872632465	0.558727827012	0.0502209495543	0.180249656194	5.39882274687	0.135448794574	0.135034825627	0.00993809115658	0.137018752149	0.137314374501	0.0155598391381	0.0534374404875	1.72985238509
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.0100828846777	0.00598634831761	0.0139609911128	0.135184174473	0.0172736040528	0.254801505169	0.136232481112	2.86515026422	0.390598678313	0.400648977523	0.0287581877576	0.483080851061	0.490337516247	0.044951062084	0.0183261977844	300.0	0.491215090725	0.48364482959	0.066761459394	0.523363111849	0.510677763069	0.0669497207176	0.112691131498	1.40857850645	0.55320860405	0.552121939492	0.0568342814502	0.559990283566	0.557543551523	0.0635749492584	0.101227208976	0.926492017835
ELK4	1.6884735111	6.6488153889	8.3372889	0.010368232438	0.00634643880494	0.0136294136496	0.271887017703	0.105060858159	0.344250702521	0.373332538632	3.40003573779	0.435451849287	0.439792202156	0.0425603181998	0.341919584059	0.34566473962	0.0352016966523	-0.100755472453	300.0	0.278313367215	0.273661854459	0.063137808184	0.333280474647	0.318602319027	0.0769958715864	0.231633407243	1.28186352178	0.432140315135	0.429745074782	0.0227516916839	0.433605907357	0.443834254974	0.0489711780179	0.215431178991	1.28783928368
MYB	2.0312446444	6.4129717222	8.4442163667	0.0100068347155	0.00608544168123	0.0111785498132	0.113324992537	0.0196662251844	0.23097394302	0.106532034525	2.84998773708	0.399070795955	0.406197945388	0.0311936779673	0.497342798559	0.503900933184	0.0393557984687	0.0467561821179	300.0	0.823072962996	0.817288282508	0.0376620355081	0.841602058733	0.84073719643	0.0552649484064	0.220990990991	3.55913573883	0.111092511198	0.110560075324	0.00653307713305	0.112316089148	0.114146854408	0.0196917567981	0.203571077709	2.59170063712
MYC	2.1820286333	7.7905577222	9.9725863556	0.0101920832589	0.00585734081727	0.0134919043694	0.124190424678	0.0108317966131	0.248926621983	0.105445534115	2.5544352497	0.350231716983	0.358757225027	0.0455334051179	0.289373596001	0.296555497612	0.037617650549	-0.27353396403	284.387290722	0.592815968981	0.588664893212	0.0628536710008	0.626723921003	0.604270590659	0.0629792747545	0.196826506361	2.92018155567	0.388967041783	0.389795984648	0.0196146444282	0.396910858455	0.399648524954	0.044420690946	0.109803921569	1.788399681
