FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	FLR_99_H1hesc_protection_mean	FLR_99_H1hesc_protection_median	FLR_99_H1hesc_protection_std	FLR_99_GM12878_protection_mean	FLR_99_GM12878_protection_median	FLR_99_GM12878_protection_std	FLR_99_protection_ks_stat	FLR_99_protection_ks_pvalue	FLR_99_H1hesc_tc_mean	FLR_99_H1hesc_tc_median	FLR_99_H1hesc_tc_std	FLR_99_GM12878_tc_mean	FLR_99_GM12878_tc_median	FLR_99_GM12878_tc_std	FLR_99_tc_ks_stat	FLR_99_tc_ks_pvalue	FLR_99_H1hesc_fos_mean	FLR_99_H1hesc_fos_median	FLR_99_H1hesc_fos_std	FLR_99_GM12878_fos_mean	FLR_99_GM12878_fos_median	FLR_99_GM12878_fos_std	FLR_99_fos_ks_stat	FLR_99_fos_ks_pvalue	FLR_99_H1hesc_flr_mean	FLR_99_H1hesc_flr_median	FLR_99_H1hesc_flr_std	FLR_99_GM12878_flr_mean	FLR_99_GM12878_flr_median	FLR_99_GM12878_flr_std	FLR_99_flr_ks_stat	FLR_99_flr_ks_pvalue
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.191740020571	0.163392843182	0.0770743218916	0.22247714388	0.181982045216	0.0933731320723	0.0405697060385	-181.653679308	0.487435635707	0.49526653412	0.0292473616546	0.399077807652	0.404352549859	0.0179015085748	-0.375511780027	-40.0803088517	0.40517931393	0.405455616914	0.0280290197701	0.394014216181	0.393225655082	0.0199148889436	-0.23525039559	-240.726753355	0.313511157679	0.313527954153	0.0246982567168	0.304967660394	0.303817962196	0.015663205156	-0.363825855973	-300.0
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.252369857712	0.246290366481	0.0518427926638	0.203978951843	0.200766500381	0.0346373810719	-0.35355831249	-300.0	0.494732641199	0.500615797905	0.0327406129888	0.405007619606	0.405358916886	0.00954805159216	-0.41155127125	-14.0753242361	0.326457483437	0.32524002138	0.0430634250373	0.320660486137	0.316263563829	0.0282517189651	-0.11133748219	-21.3888539991	0.288125655674	0.287416390029	0.019583219529	0.279631274722	0.278956903901	0.018056741721	-0.366647160406	-300.0
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.323119679996	0.322703150114	0.055739082264	0.291793349734	0.290399619832	0.0403567873784	-0.176924055943	-300.0	0.324095375168	0.330176775299	0.043983801801	0.280703862268	0.292654001155	0.0298320566872	-0.111317729531	-10.8478574857	0.430614774877	0.43085347746	0.0256940707098	0.419029065631	0.41830515926	0.0194651613874	-0.237921171025	-141.733621669	0.32043612947	0.319253633531	0.0222725477659	0.310937742872	0.310041303259	0.0155038764123	-0.42791127314	-300.0
E2F3	-0.9704539	7.6233014444	6.6528475444	0.246049931834	0.236230877682	0.059977785869	0.285047617751	0.271626698069	0.0693160468888	0.0967896543709	-300.0	0.358657570552	0.366956742993	0.0321606115546	0.327112178874	0.327471371854	0.0162826838505	-0.0810278395876	-20.5899836097	0.467739101311	0.46637352188	0.032695055379	0.460922652265	0.458438185992	0.0255276016155	-0.0740242110586	-246.057994563	0.308960883752	0.308456268369	0.0313498770387	0.303334640267	0.302893459519	0.0222447544068	-0.136765458711	-300.0
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.224722009573	0.211244419797	0.0574735215298	0.260153874064	0.243947485868	0.0711075312927	0.00596048494116	-300.0	0.343446854004	0.35206956338	0.0353027841647	0.311936321724	0.317555149211	0.0247629255638	-0.118040512692	-16.3308016232	0.394040792235	0.39409423011	0.0253869130288	0.385766370398	0.3869725487	0.0210435667412	-0.123230541502	-114.398838957	0.341809181009	0.341432424446	0.0155419012269	0.335904515755	0.33591339008	0.0147020526166	-0.290171554075	-300.0
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.276254063218	0.264983504629	0.0623061555114	0.311491425351	0.293580891592	0.0861426743155	0.0455736440121	-300.0	0.499863642258	0.506793810027	0.0657059528144	0.403921908023	0.415664213248	0.0295626830611	-0.329837729924	-63.4842115443	0.455876177908	0.456214183691	0.0213270426607	0.447839051359	0.4487547079	0.0172480654628	-0.190035976311	-252.231310678	0.366661839357	0.367695332175	0.0147414893502	0.361266238877	0.361735002586	0.0105764522731	-0.336316485919	-300.0
GABPA	-0.7648685556	8.661842	7.8969734444	0.350826427979	0.343542295238	0.0773467900234	0.29018679497	0.284920399383	0.0548563531103	-0.0185894397646	-300.0	0.335640315673	0.344838822656	0.0333668716015	0.310167092802	0.308171688375	0.0184395508254	-0.0251813423338	-2.88039921264	0.471278585446	0.464398174646	0.0462853889274	0.463694745831	0.460697445145	0.0325930210605	-0.00110463371162	-39.6507947357	0.306568149167	0.306565074515	0.0345628786591	0.302182052777	0.301782478413	0.0235156859806	-0.0935411512622	-300.0
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.356781293926	0.349323058194	0.0583490065587	0.403452682928	0.394436598061	0.0730337816998	0.096486958924	-300.0	0.357293898343	0.366019439026	0.0462632459649	0.313946920746	0.328978289323	0.0315295746833	-0.131079880668	-41.3955953026	0.464347312581	0.45825058016	0.0293794439939	0.465023854625	0.462355559332	0.0391786759437	0.00781103180472	-131.200216427	0.341900235041	0.341651800705	0.0300545138314	0.337218202512	0.336896652062	0.0223113497336	-0.10691478592	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.176102159702	0.168324815168	0.0533915569875	0.213028256471	0.202408013446	0.0672154082901	0.058640430791	-300.0	0.446016430498	0.452822252201	0.031634355973	0.37360990911	0.376787998928	0.0191064683313	-0.286902482742	-20.2700677474	0.53272864354	0.533498203929	0.0346289490162	0.522516679079	0.524795108912	0.0268828399979	-0.128511276495	-59.4064050678	0.327922063302	0.327718627157	0.0161947248512	0.321767072899	0.322437439377	0.0158242256264	-0.328040797108	-300.0
REST	-0.6212560778	8.5147308333	7.8934747556	0.243146056072	0.235187395335	0.0874085653173	0.317919203457	0.309948934161	0.112239727508	0.0792331748701	-280.776976807	0.336607387492	0.344706600101	0.032492564202	0.308515307058	0.31419013167	0.0268719207309	-0.00548185499651	-16.0213703495	0.649969098869	0.649824283345	0.0336942656924	0.644699927273	0.643480324004	0.0278161501565	-0.0398280510121	-70.7241336196	0.331768393623	0.331957592125	0.0237041415982	0.327731879486	0.327720934889	0.0171880483178	-0.112635162055	-300.0
ERG	-0.5708799333	3.9203937778	3.3495138444	0.25066623345	0.240719866254	0.0702534685484	0.304141661368	0.290679692961	0.0904152595876	0.118081461051	-300.0	0.406602573553	0.413546370528	0.0303077710457	0.349699400117	0.355653268389	0.0213461531484	-0.239686228609	-40.336342654	0.506442176656	0.50592687363	0.0306041506682	0.504872706148	0.50323922453	0.0226805138151	-0.0092072498116	-101.63238483	0.308959753082	0.308825013021	0.0222520819295	0.305264396662	0.305186021757	0.0155608551804	-0.13032811695	-300.0
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.218254394393	0.193171196127	0.0721445385399	0.176933229874	0.155931474934	0.0551728714767	-0.247862768361	-300.0	0.312576001314	0.319612264834	0.0324090331249	0.286530432267	0.291135201378	0.0258208393731	-0.0215628114752	-5.3789840165	0.467964143325	0.467135655387	0.0473306083842	0.460425555678	0.461668692439	0.0343951459409	-0.0665472700349	-19.7257982859	0.291964845831	0.292108503735	0.0129533077767	0.287419232059	0.288010189273	0.0106698916218	-0.226579094663	-300.0
TP53	-0.5304638611	9.9692148611	9.438751	0.351632565658	0.369012153282	0.0759974726317	0.285853522052	0.303042995392	0.0613407243808	-0.18514377794	-300.0	0.444184542466	0.450918431108	0.0341474631719	0.369307427051	0.379074158261	0.0300488399655	-0.265913676309	-15.1591937151	0.550207830244	0.551663733241	0.0409759646188	0.54540648711	0.545312475128	0.0319791359042	-0.0304914431977	-20.3313150133	0.28275754752	0.282270488446	0.0281389264615	0.279733527592	0.279151157598	0.0154355254982	-0.0894594392121	-179.171224604
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.276175079826	0.268303462073	0.0535857321765	0.320321963449	0.309898132191	0.0661809679179	0.0788303907395	-300.0	0.356110850539	0.365362142835	0.0328331736795	0.325888160363	0.333224804598	0.0288199863875	-0.0129809706006	-28.210639023	0.45401910452	0.448041505782	0.0327059483914	0.457351460112	0.449572821613	0.0451390039562	0.0415455060665	-39.3771327922	0.331480268693	0.330946382194	0.0361745044258	0.328380101707	0.327275394083	0.0246959602855	-0.0525635866728	-300.0
HLTF	-0.5141725	8.3729281667	7.8587556667	0.278259694871	0.282991070373	0.0659101817725	0.229277137566	0.234227783955	0.0535474988096	-0.000657919399696	-300.0	0.338733136386	0.345796689071	0.0285464832993	0.313326780323	0.316173376225	0.0179346184482	-0.0386871556068	-11.9142953995	0.482684749839	0.481030807545	0.042511714726	0.478196612952	0.475212720112	0.0317315121006	-0.016049647546	-40.5145021547	0.310450816954	0.310203727809	0.0246642031463	0.307021924301	0.306610402497	0.0168668725407	-0.0903733393148	-300.0
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.351268940553	0.347808581349	0.0528479285553	0.316463268208	0.311541321461	0.0455613734927	-0.215881214892	-300.0	0.315820499567	0.323786527842	0.0351134704847	0.293046132632	0.295849571176	0.0160486579375	-0.0387666310237	-8.94531919325	0.627197264419	0.626410839449	0.028607328537	0.620473531893	0.620722728497	0.0247361780688	-0.0579504961058	-27.448787349	0.303632904952	0.303412062974	0.0185465697941	0.30084812049	0.300259304604	0.0133507104976	-0.105957655686	-184.747480431
MAFB	-0.3975071222	5.0393535	4.6418463778	0.311338111981	0.318715959443	0.0724586396607	0.242955776778	0.248956278044	0.054298843719	-0.154009659035	-300.0	0.329864877444	0.336898094012	0.0292655046319	0.302357770003	0.307650886093	0.0190860465341	-0.0206480326567	-19.1791245547	0.484135289488	0.484581470503	0.0303051023322	0.489859426709	0.486719187739	0.0383704126373	0.0148804473007	-12.6348730077	0.324677041927	0.324987143515	0.0264467716807	0.32124043125	0.321828411701	0.0176691533868	-0.0847934175557	-298.677045181
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.223499670806	0.214647146966	0.0513446758018	0.264912179865	0.252291251374	0.0626442233305	0.0471805420671	-300.0	0.310964667297	0.307641820199	0.0149705871472	0.328285217644	0.337759491625	0.0335837102142	0.0233311694075	-4.83686799443	0.500581299468	0.49690568942	0.0314874944143	0.502057602448	0.50031637087	0.0439084167462	0.0253720704002	-23.7908137457	0.34074547608	0.339799124181	0.0201883374288	0.342348045691	0.34240656229	0.0315119061666	0.0111519279354	-179.548828043
GFI1B	-0.3699532556	5.525732	5.1557787444	0.378371949191	0.364922184934	0.0633663789502	0.334821063744	0.325234091766	0.0472600855397	-0.117142291426	-300.0	0.304201976957	0.305660613849	0.0263384027538	0.32799865377	0.335704638058	0.0318033076673	0.0485980025956	-15.0171609519	0.456990353451	0.457292179218	0.0284090987643	0.459421198644	0.457542672256	0.0413574924355	0.0239084720035	-13.0720051955	0.34974857753	0.349021702578	0.0258969841379	0.343705196181	0.344669483922	0.0156790529893	-0.183247703929	-300.0
INSM1	-0.3575675111	6.7003285	6.3427609889	0.382119852447	0.375486244133	0.0565658686025	0.425553984025	0.415641153568	0.0697748349735	0.0714608719188	-300.0	0.33996437371	0.347777512977	0.0310241087615	0.317139520099	0.319358516034	0.018486742945	-0.00441664112071	-14.8271133353	0.490778563436	0.487920973719	0.0313157274449	0.492506714843	0.491204315586	0.0400306701146	0.0220151419653	-28.2102517378	0.29714095518	0.296921693685	0.0228664878645	0.295046476227	0.294514867456	0.0186887261915	-0.0169739822143	-300.0
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.26463434911	0.256143162536	0.0640175021169	0.215523947584	0.208307305223	0.0528724343158	-0.015079230804	-300.0	0.339997977713	0.3479165685	0.0311591134051	0.311937685912	0.316966035356	0.0215914971489	-0.0501212678475	-20.1524836809	0.490590106927	0.491093992801	0.0310685910625	0.487801849065	0.487257361432	0.0256317685457	-0.00280436418233	-47.6163552859	0.318936334844	0.318708095911	0.0199432889253	0.31631382421	0.315978154672	0.0139600710541	-0.0669301699357	-300.0
MECOM	-0.3505778778	2.913285	2.5627071222	0.360196042704	0.367497991114	0.0625589431174	0.316011609689	0.324989121317	0.0465276716228	-0.108850214682	-300.0	0.301492332557	0.300239990174	0.0157205212239	0.318434561259	0.323838448206	0.0301220596293	0.0904765179883	-5.74405035084	0.458226841618	0.458118072635	0.0329842495946	0.459884127885	0.461333189975	0.0388376859045	0.0262616035736	-6.80079254578	0.299273008227	0.298509464854	0.0182727745063	0.296912548286	0.296371362416	0.0176919572879	-0.0770034161145	-211.254717082
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.2925940272	0.290704443909	0.04965188292	0.331532025622	0.326876936971	0.0632747035992	0.025471918876	-300.0	0.451356034425	0.458859099253	0.0384111073023	0.383421819635	0.392342168596	0.0315302576538	-0.286149431532	-22.873456873	0.571375784721	0.572233696556	0.0336670725836	0.566066855987	0.567251073373	0.0284718400395	-0.0275024833811	-49.7037940531	0.313845994946	0.313709879912	0.0171030634557	0.31103239652	0.310978306903	0.0135911076435	-0.122741969864	-300.0
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.241316449328	0.230611757473	0.0585969713581	0.191933613805	0.185902875847	0.0454949885166	-0.342980042956	-300.0	0.284794751243	0.290918726078	0.0332796636572	0.274754621274	0.276255556454	0.00470735131759	-0.0812329733224	-1.28535702838	0.448846566552	0.447537275736	0.0462374142747	0.451965064764	0.447564860455	0.0655701468464	0.0284598916365	-1.41818080288	0.307063087792	0.308026180699	0.0359015278113	0.304427010178	0.304719525157	0.0217750158077	-0.0227096091709	-21.4496789513
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.242700914788	0.234430717775	0.061164968524	0.297685129858	0.287846584399	0.0738982226104	0.00477574869113	-300.0	0.451155755693	0.458622881611	0.0287265363555	0.386310968675	0.390501917051	0.0204844135724	-0.256765907945	-39.2390318431	0.485856731063	0.485206041938	0.0255885759281	0.48827328533	0.488982768955	0.0308811159692	0.00430474748032	-46.4070785982	0.306620406562	0.306544680572	0.0207544264649	0.304040794765	0.303948792822	0.0142434620471	-0.0578370134541	-300.0
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.360858680484	0.368007147842	0.054099960436	0.413973073505	0.420781768554	0.068648409418	0.00484858271671	-300.0	0.483469006429	0.491699464296	0.0338839796386	0.399161109389	0.407143273987	0.0335873691758	-0.2790986568	-21.7575548092	0.391709595355	0.391975605293	0.0231338310493	0.393012584193	0.392702054698	0.02890026942	0.0349940672409	-8.30257738975	0.270865526148	0.270336452032	0.0190903030386	0.266096041699	0.266894376723	0.0153087441124	-0.136637699239	-300.0
CTCF	-0.2180552611	8.924475	8.7064197389	0.279446312963	0.269005285215	0.082234528085	0.337064261275	0.325174999533	0.102059569577	0.145985951006	-300.0	0.422335561285	0.429576304012	0.0291810330369	0.364147010981	0.368954266426	0.0195308963406	-0.211025173557	-58.4452846753	0.510370786179	0.509665778843	0.0220046196086	0.513254129073	0.512924745709	0.0269245239102	0.00164352011618	-112.081138928	0.328955716736	0.328426758827	0.0239651801904	0.325900308938	0.32607381551	0.0172150852125	-0.055923685613	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.310445424676	0.296078646253	0.0646391572983	0.261069953704	0.251861809042	0.0504484885609	-0.138277831417	-300.0	0.397620060397	0.40645313797	0.0323912316467	0.354155300624	0.356268564016	0.0219467955249	-0.108337507166	-22.4762431982	0.488278063885	0.488336095162	0.0269708517259	0.489420343102	0.488481132298	0.0343330280461	0.0482242954645	-4.23686906814	0.308375757119	0.308193613957	0.0260031203499	0.306325702367	0.306084968353	0.0163997939169	-0.0467092877776	-171.920409911
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.274856060162	0.260693359028	0.0682172414513	0.209108699271	0.20161690136	0.0490371820171	-0.190978722	-300.0	0.343199093182	0.351040973275	0.034564329143	0.310433974751	0.321321150681	0.032231728383	-0.000388452113428	-17.8284220509	0.406043921141	0.405491027027	0.0375954140183	0.39992730001	0.400879627307	0.0309525806308	-0.0207563472071	-38.0547740124	0.26208018127	0.261809613601	0.0152972601661	0.262367006638	0.262961108777	0.0173730938394	0.0494030304668	-88.699274336
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.27794546618	0.254286715639	0.0874584196861	0.214683647961	0.194691130829	0.0608136159395	-0.00501465738479	-300.0	0.281237151213	0.294508188499	0.0326676449498	0.309729881151	0.317487623669	0.0515673788399	0.0457919657959	-11.2506397535	0.485037740312	0.484330141139	0.0207420350778	0.48716331935	0.485768386244	0.0294565129762	0.00056833750991	-25.7115855838	0.290334474715	0.290538021046	0.0254922421607	0.288452279452	0.28855981655	0.0152981012382	-0.0359056167489	-226.534747406
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.258637861683	0.250345878752	0.0579888164125	0.200821289226	0.191857283908	0.045720525266	-0.15923308741	-300.0	0.302231138074	0.303463095009	0.0154301027899	0.318756542915	0.324074412771	0.0295700846055	0.0940090283335	-5.75745587073	0.418853549764	0.419325942579	0.0233946820297	0.419822962037	0.420427469385	0.0290880694636	0.0426761967807	-2.7747881567	0.295892600659	0.296167657224	0.0221645686077	0.294539672468	0.29437114741	0.0138901971117	-0.0429814647989	-87.2824519781
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.327239501577	0.322375581017	0.0624736911463	0.381205888266	0.368101755638	0.08481418733	0.0676067562231	-300.0	0.361250398932	0.369123929199	0.0308706610047	0.3307899458	0.332493072883	0.0158912637664	-0.0601203745321	-25.2090703472	0.476376431645	0.476772047548	0.0259501832443	0.479084808396	0.477612682131	0.0311141501996	0.0225593270574	-20.1096456662	0.279531831234	0.279632768059	0.0169445282031	0.281121561786	0.281395524857	0.0235693088365	0.0119038169627	-168.628767768
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.185300200729	0.162028687061	0.0813168093546	0.139400136136	0.120361522728	0.0627161965777	-0.322315326475	-300.0	0.276357403228	0.279559283196	0.0134628975094	0.27963232437	0.286092943919	0.0276913494412	0.195539005385	-1.93706040826	0.398442745334	0.397646461355	0.0322858149698	0.395530091521	0.395112072042	0.0181740972789	-0.0450945328925	-10.2915033084	0.334457666021	0.334085656336	0.0173449574251	0.336671241049	0.335789528288	0.0185906157963	0.00261538239719	-30.4538322257
USF1	-0.1057473167	7.4895785833	7.3838312667	0.287295659052	0.28381586116	0.055076039816	0.239823423717	0.237314930959	0.0432119906578	-0.0916998374896	-300.0	0.404705283461	0.41143740995	0.0293235077724	0.357283040037	0.359418594543	0.017105276926	-0.151568720115	-20.6150815535	0.419705694521	0.417377505386	0.0354035294667	0.424148029925	0.420011233718	0.0457483869105	0.0253545963204	-10.4839512117	0.336703750084	0.336089094068	0.0377554645608	0.335181666477	0.3342691183	0.0213403736327	-0.016225843609	-136.501278607
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.232600906142	0.220144933551	0.0626756683296	0.273271372535	0.256845211107	0.0730444717925	0.11452297699	-300.0	0.325349953118	0.329781160796	0.0325897243916	0.35598867289	0.365008577924	0.0353455722192	0.0332208589094	-18.6067309484	0.556514916449	0.554394453414	0.0284750313356	0.558745120861	0.557294802868	0.0360180314548	0.0268528448462	-43.3011340044	0.318261980735	0.31806325659	0.0196981713349	0.320384755026	0.31985807414	0.0279738793256	0.0120690490249	-300.0
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.290972974906	0.289817501511	0.0480115230653	0.328280470361	0.323006002081	0.0590700308991	0.0873099318527	-300.0	0.452899661233	0.458718442718	0.031648475002	0.388294710465	0.387230561606	0.014255231956	-0.257249512361	-14.110061555	0.615612866472	0.618392999419	0.0279488886698	0.620111055955	0.621479436369	0.0345831583484	0.00625963333466	-13.2330282023	0.285157743646	0.285653836366	0.016937863971	0.283772538711	0.284051743356	0.0143905685643	-0.0310857637221	-172.566633216
ZNF143	-0.0648688222	6.154257	6.0893881778	0.300279941762	0.284819027472	0.0675857650833	0.251854979865	0.238695333704	0.0557892052617	-0.139617439427	-300.0	0.481996997001	0.488159678249	0.031039254027	0.40898153362	0.411577202589	0.0162362465472	-0.297096612453	-20.6949897117	0.479251774011	0.47942285605	0.0261295793741	0.479417307954	0.480340375702	0.0300047373623	0.0569525473913	-2.65926840714	0.314481224369	0.314607847391	0.0160720409608	0.315745296284	0.316135388041	0.0204225656455	0.0283021893289	-55.5402539831
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.278654932956	0.263417855241	0.0679283871829	0.213151976389	0.204159776628	0.0478485664782	-0.206931498119	-300.0	0.351719086838	0.358767810961	0.0423573652174	0.30279020826	0.315218683054	0.0319041193152	-0.125945619758	-11.1242866445	0.540857088787	0.54014724847	0.040550043194	0.531027262032	0.534007282296	0.0313334169634	-0.0645798373461	-54.1931244823	0.287370958228	0.286499649458	0.0150741802232	0.28472076701	0.285035450684	0.0136855756217	-0.040940470532	-240.098127434
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.356544597056	0.363494981845	0.0684418729321	0.293827991092	0.299031346544	0.0552233782648	-0.083929389139	-300.0	0.346354870532	0.35532553324	0.0374272372796	0.295760198092	0.310820818526	0.0336306798337	-0.0827488311223	-19.0823467408	0.665789661368	0.665882416308	0.0240628604124	0.665909423298	0.666975409512	0.0269581144627	0.0520252341225	-6.61713683575	0.322851102548	0.322566176379	0.0241872678384	0.321007763453	0.32102417226	0.015469216752	-0.018137896788	-228.616666654
