FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	HINTBCN_H1hesc_protection_mean	HINTBCN_H1hesc_protection_median	HINTBCN_H1hesc_protection_std	HINTBCN_GM12878_protection_mean	HINTBCN_GM12878_protection_median	HINTBCN_GM12878_protection_std	HINTBCN_protection_ks_stat	HINTBCN_protection_ks_pvalue	HINTBCN_H1hesc_tc_mean	HINTBCN_H1hesc_tc_median	HINTBCN_H1hesc_tc_std	HINTBCN_GM12878_tc_mean	HINTBCN_GM12878_tc_median	HINTBCN_GM12878_tc_std	HINTBCN_tc_ks_stat	HINTBCN_tc_ks_pvalue	HINTBCN_H1hesc_fos_mean	HINTBCN_H1hesc_fos_median	HINTBCN_H1hesc_fos_std	HINTBCN_GM12878_fos_mean	HINTBCN_GM12878_fos_median	HINTBCN_GM12878_fos_std	HINTBCN_fos_ks_stat	HINTBCN_fos_ks_pvalue	HINTBCN_H1hesc_flr_mean	HINTBCN_H1hesc_flr_median	HINTBCN_H1hesc_flr_std	HINTBCN_GM12878_flr_mean	HINTBCN_GM12878_flr_median	HINTBCN_GM12878_flr_std	HINTBCN_flr_ks_stat	HINTBCN_flr_ks_pvalue
RREB1	0.6412792222	7.0157968333	7.6570760556	0.0280796639793	0.0139985555678	0.0279019964195	0.126393538619	0.0195308309318	0.257582358973	0.0256120189571	1.44218886729	0.465409164731	0.471474076528	0.0226747694048	0.578324444211	0.582724041453	0.0282623901279	0.0156447811604	300.0	0.590887306691	0.592638003046	0.026361210728	0.595949342357	0.595540910691	0.0320630014307	0.037744524668	49.2887876973	0.279906744164	0.280466751971	0.0126908976371	0.282305709824	0.282258306599	0.0156333317272	0.0213153804286	117.383488038
NHLH1	0.6426864444	3.9965029444	4.6391893889	0.10863217034	0.0196063908398	0.247908953032	0.0269144175131	0.0115403389677	0.0266863055305	-0.0309751692662	0.974918671985	0.444138881291	0.451623713578	0.0246355004965	0.547859137767	0.553406747631	0.0295454636793	0.000137121191039	300.0	0.496094761607	0.49458839508	0.0300286390381	0.501091433719	0.497367042734	0.034728774708	0.00222235748625	30.1697714252	0.334496166901	0.334003017546	0.0153994508315	0.335674697286	0.335576758722	0.0175005207069	0.013944605985	230.017058525
STAT3	0.6779155667	10.0107785	10.6886940667	0.0246066917372	0.00507080497731	0.0236866464169	0.103464193261	0.0167331887868	0.220918247884	0.0746111864433	3.17002565534	0.424015046854	0.42805559686	0.0175873511138	0.521350045057	0.528228933118	0.025658010123	0.0145836247846	300.0	0.383101638282	0.381667813933	0.018908273667	0.386358966845	0.384017365569	0.0261365746232	0.0515260920289	62.0057560075	0.281094443486	0.281346914292	0.0117974781174	0.283194520247	0.282949808593	0.0134263134143	0.11258769121	300.0
RFX5	0.6927126611	7.3384705	8.0311831611	0.0263075843297	0.014390901654	0.0247121016073	0.103204018902	0.0190801344435	0.19623152415	0.0402306714896	4.08773919088	0.469141273412	0.476161214536	0.0232552905953	0.580847043617	0.586347889597	0.0277274877406	0.014028575181	300.0	0.471253248446	0.470752713964	0.0182462510344	0.475221676295	0.473010468881	0.0230225293119	0.0324711287762	117.342945676	0.304876913816	0.30477872329	0.0157711411056	0.306422538116	0.306409157112	0.0173819709425	0.0117375685624	300.0
ELK1	0.6936597444	7.0989505	7.7926102444	0.0301275064839	0.0202014852739	0.0307648394234	0.221483114954	0.0787754440283	0.333159164062	0.246976427743	2.23785596407	0.575864463215	0.584555711564	0.039467968318	0.457413896252	0.470258193069	0.0303827434426	-0.00520632933139	300.0	0.443045947318	0.439342477564	0.0314869703508	0.460109830007	0.45030003745	0.0473430364042	0.0816218076283	109.629833805	0.318009272322	0.317799389272	0.0222669554133	0.320096785925	0.319762929942	0.0260744263791	0.0194630535073	180.560174559
ZBTB33	0.7090530222	7.0321475	7.7412005222	0.0285506324216	0.0197188495819	0.0322707367592	0.24118324481	0.0484725307271	0.37734397704	0.151134942878	0.888506761388	0.574668578506	0.580073351424	0.0388471798046	0.462474552189	0.473550115258	0.0301266546668	-0.0050019164751	300.0	0.469812338083	0.463973891047	0.0376353085117	0.463440680437	0.461425555605	0.0252181997668	-0.0223289023859	14.1489486968	0.315588856964	0.315081372551	0.0325215916523	0.313610819175	0.313298551843	0.0240882305942	-0.0271173257811	69.5706840328
GATA4	0.7095617	5.2971232222	6.0066849222	0.027311834033	0.00773562064498	0.026559057215	0.133296505399	0.0203383540933	0.250693247085	0.0571041905722	1.97715775005	0.426342450148	0.429636936328	0.0162229547367	0.522738597325	0.529433993181	0.023461376111	0.0188584110723	300.0	0.395103353662	0.394851680092	0.0206798637216	0.398169176739	0.397160105797	0.0255768604901	0.0493521151038	70.1603681461	0.305097545472	0.305154362778	0.00896105845228	0.307175685033	0.306976235941	0.011033909332	0.14701509438	300.0
JUN	0.8366651556	5.9365860556	6.7732512111	0.116832883427	0.0182607198234	0.225205497648	0.0270838121971	0.0134608599032	0.0278378200792	-0.0150454179129	1.63923148743	0.491631778734	0.497586581824	0.0335012422309	0.401162043019	0.409939172909	0.0275962444115	-0.0279993982659	300.0	0.411360428227	0.408330993791	0.0286692630666	0.419372719171	0.413309306985	0.0417332506444	0.0539146840711	66.4191762522	0.319213671183	0.318786650002	0.018248598682	0.321771563759	0.321439131802	0.0229811245095	0.113282364808	300.0
FOXF2	0.8380813111	5.0133983333	5.8514796444	0.0280200351574	0.010814721736	0.02792099048	0.113745230718	0.0192817754678	0.211995379098	0.0421389371155	2.87769427179	0.396295581257	0.401170027897	0.0195182628088	0.484170470479	0.491421466163	0.0262827675354	0.0083434243647	300.0	0.413203106945	0.414367021924	0.0158124710175	0.415424804204	0.417164635143	0.0200675856718	0.0618425432792	89.8272799248	0.308930102684	0.309533691137	0.0109180187178	0.311233211177	0.311572666087	0.0143207935525	0.120410165625	300.0
ESR2	0.9447617111	2.7405983333	3.6853600444	0.0280714696411	0.00883749164074	0.0279296264386	0.0933928647306	0.0194604025828	0.191639007794	0.000124378435018	2.849335767	0.492759101323	0.497670006423	0.0202244533565	0.610464229582	0.614706227002	0.0229688603253	0.0314583581612	300.0	0.558410813248	0.559550208342	0.0217546139725	0.566868775234	0.565515012903	0.0244131879265	0.143286284211	300.0	0.304960220749	0.304669403261	0.0141349277084	0.30723644348	0.307246915336	0.014309983742	0.0847452521582	300.0
SP2	1.0204727111	5.1814583333	6.2019310444	0.0650273863002	0.0180515557961	0.15658909887	0.0255766205647	0.00991628908947	0.024811071927	-0.0227735230666	4.25506759767	0.461170293545	0.46715478603	0.0180564596445	0.585131597173	0.59047927756	0.0251631168604	0.0345370613162	300.0	0.494823881042	0.495834009555	0.0210732337058	0.503624453575	0.501487394419	0.0274866085026	0.13012424948	300.0	0.320223984866	0.320183918673	0.0163057415267	0.323214711731	0.323410611087	0.0164272923742	0.129607533425	300.0
SOX9	1.0532260889	6.5152251667	7.5684512556	0.025521700937	0.00992096684933	0.0217864944332	0.149975017751	0.0205196333084	0.274896192566	0.0390186417914	1.40891212604	0.439264481789	0.444328985762	0.0208667706886	0.541386676083	0.545674876463	0.0255388163055	0.0253874151075	300.0	0.523734171987	0.52324115243	0.0196567042893	0.526664814312	0.527775978385	0.0226835875941	0.0806618412044	64.2809868252	0.316820501955	0.315821156629	0.0151977641652	0.317602790504	0.318232434506	0.015566697488	0.055877122564	184.664466163
NR4A2	1.1062009889	3.9887769444	5.0949779333	0.0562471026656	0.0188868731444	0.137064218374	0.0261832408361	0.00815423606801	0.0260682985859	-0.000811025437315	6.21028391589	0.495420537401	0.502606496031	0.0245007930562	0.610623520292	0.617619614547	0.0275729823652	0.0321389395904	300.0	0.497053402281	0.496034377001	0.0223850436317	0.504012405903	0.501569613435	0.0263084350807	0.117386127801	300.0	0.329769880303	0.329744614818	0.0164398142546	0.3334464575	0.333434971234	0.0167883997825	0.178706144661	300.0
GFI1	1.1850335889	4.7750645556	5.9600981444	0.0281779758426	0.00793725337626	0.0255403348679	0.107524077309	0.0211036450258	0.23677665162	0.062206982352	2.22505427709	0.445090654078	0.452020903457	0.0222712252955	0.552424679053	0.557344296563	0.0296200556145	0.0257158058078	300.0	0.394516490426	0.394003816835	0.0193546564797	0.402925458164	0.400381772998	0.0294245558155	0.157348351454	226.431177956	0.34404447053	0.344321704402	0.0160848320701	0.348344587899	0.348382244385	0.0222394934685	0.237241081389	300.0
GATA3	1.1874563444	4.4545267778	5.6419831222	0.0952446283092	0.0184041417975	0.0881599200991	0.176105342738	0.0667801265631	0.313115704543	0.153220089105	3.0689445601	0.427712366903	0.435358392103	0.026927565735	0.362224345942	0.366153028547	0.0179278620085	-0.00524610164673	300.0	0.414843828043	0.415227303808	0.021230382716	0.420432144999	0.420420364586	0.0266555864564	0.119357080353	136.093655959	0.322128079243	0.322300118245	0.00844128361396	0.326578104556	0.326394856408	0.00897496007109	0.347136523078	300.0
KLF5	1.2952409722	4.5370098889	5.8322508611	0.0251264338672	0.00444639774935	0.025680368657	0.0516830576432	0.0177924789824	0.134186394188	0.1252418876	13.4516124304	0.486039111686	0.495527615391	0.028307703798	0.596676910978	0.605388126034	0.0316422698908	0.0272900359146	300.0	0.486563792419	0.483359251344	0.0237850384987	0.495765343085	0.489759011045	0.0310032829201	0.130232536359	300.0	0.327889554141	0.327602831333	0.0203289094929	0.332531382113	0.332263041915	0.0208190200268	0.255025977669	300.0
ZFX	1.2958401833	6.8428931111	8.1387332944	0.0252711205167	0.00606866305392	0.0254352062479	0.051570548368	0.0181572716308	0.137068976343	0.0583004357106	8.82192167308	0.450328701115	0.458985083112	0.028016289639	0.541990611468	0.550284846471	0.0314840325111	0.00142097090051	300.0	0.455107437357	0.454344823484	0.0233194418475	0.464267010967	0.46169374061	0.0279287830217	0.168710343631	300.0	0.319678980522	0.319464484034	0.0178091118252	0.324110325967	0.323944402192	0.0185617833799	0.224583377279	300.0
T	1.4805750889	5.3688017222	6.8493768111	0.0280946398751	0.0195457461979	0.0279243980557	0.15938569007	0.0443570156783	0.259769608474	0.162539109693	2.8714180113	0.452632556122	0.45673887828	0.0305802586254	0.378859610506	0.386004734997	0.0247549522941	-0.0267051086068	300.0	0.533775700788	0.533532146999	0.0254544981197	0.545682065933	0.54349287486	0.0321300055272	0.150286187983	130.929574657	0.275597383937	0.275494094872	0.0132466543038	0.280094317164	0.280005423393	0.0172129242371	0.202371756751	300.0
RELA	1.5992390944	7.24568025	8.8449193444	0.0268107657039	0.0142542518532	0.0261553663754	0.131498930835	0.0188371007277	0.234982304517	0.0510921556952	2.27742964205	0.508185318623	0.514118930463	0.0205290558844	0.634951123716	0.639148732223	0.0244234591333	0.0574932015829	300.0	0.520709004421	0.520607448585	0.0239535643964	0.534942910989	0.532784155176	0.0290426271804	0.219524268259	300.0	0.309208166059	0.309207716908	0.0124398139669	0.314672911201	0.314712182953	0.0129847322391	0.289780797047	300.0
RUNX1	1.6125710889	4.7534962778	6.3660673667	0.0271802062677	0.0147439726757	0.0278364348799	0.0965028209911	0.0176387469422	0.188863517341	0.0213216805516	3.25159554	0.444313962425	0.450856464857	0.0200288260945	0.546935893578	0.54993179266	0.0269158624129	0.0480111868945	300.0	0.554099084149	0.5542181329	0.0219126162603	0.568004965477	0.566281405254	0.0283043260471	0.232410172386	300.0	0.316021443783	0.316305931333	0.0122617069641	0.322191914012	0.322140246296	0.0134018481288	0.326844727885	300.0
HNF4G	1.6185950111	2.9244216111	4.5430166222	0.0247961309551	0.0159689643993	0.0235594933361	0.129175668155	0.0175612575631	0.246585212064	0.0651791576022	1.83742824979	0.425920339381	0.430589693852	0.0186926337545	0.520453948109	0.527008247698	0.0258264992783	0.0464834342706	300.0	0.337133454394	0.338908712467	0.0170977012572	0.344431527678	0.345196564273	0.0241032234822	0.170628892768	150.209676134	0.32017646337	0.319694956812	0.0112350934502	0.32616780801	0.325770167904	0.0158594985744	0.351468836554	300.0
ELK4	1.6884735111	6.6488153889	8.3372889	0.0281945300244	0.0122093974137	0.0301942833105	0.189710410443	0.0190068743779	0.311996352524	0.134938862833	1.62632188821	0.482153438999	0.491230029526	0.0403582581173	0.395715497145	0.408513219086	0.0321757466552	-0.0628759302549	300.0	0.48697142265	0.48421563509	0.0276819424523	0.505958768535	0.498818062461	0.0410725582814	0.192258141546	300.0	0.312095704293	0.311716998607	0.0168990412249	0.317865417357	0.317775966124	0.0220283144085	0.291635023273	300.0
MYB	2.0312446444	6.4129717222	8.4442163667	0.0269694601776	0.00746283231255	0.0246174237274	0.104102945078	0.0200517757333	0.212514238603	0.0708942028857	2.5121970227	0.458004043989	0.463822051987	0.0201833361191	0.560961779354	0.564258596591	0.0260346675404	0.06425856753	300.0	0.478824353218	0.478788550263	0.0163269205136	0.490545051724	0.489910405732	0.0197948690217	0.303398404165	300.0	0.299833444995	0.300302258574	0.0114546182798	0.307620196481	0.307673540824	0.0134949262928	0.415427626726	300.0
MYC	2.1820286333	7.7905577222	9.9725863556	0.0274297471468	0.00884951231983	0.027630633881	0.0920085618887	0.019129013512	0.214275392383	0.0444895506228	2.1525930742	0.398235572091	0.402970927561	0.0319224635913	0.348652302748	0.355853421552	0.0261084602379	-0.136065698542	300.0	0.48965726096	0.488636567163	0.0269178361992	0.503905537582	0.501240452959	0.0311264979088	0.228229727741	300.0	0.297269526282	0.297252277775	0.0121721516853	0.305131320885	0.305218158872	0.0131889596756	0.469331428175	300.0
STAT4	2.5085851167	2.786079	5.2946641167	0.101906152243	0.0179933240978	0.218724452712	0.0252089885183	0.0149419493487	0.024318193765	-0.00387710598788	1.05585714146	0.486703153741	0.491689687651	0.0169723699494	0.599430136562	0.603942495103	0.0247047350389	0.0900813143592	300.0	0.601504628578	0.600890889034	0.0199127705108	0.620792863245	0.619306268687	0.0263765130363	0.377030614897	300.0	0.303674490249	0.30354270224	0.015063892273	0.313666253054	0.313204637682	0.0170158411621	0.492805480593	300.0
STAT1	2.6158571444	8.6787737222	11.2946308667	0.0266077247657	0.0109043619337	0.0259661836051	0.0833230756023	0.018945614713	0.186213845522	0.0243429986109	1.66643847648	0.482898401938	0.488913442643	0.019341594821	0.59218749743	0.5958186242	0.02701349869	0.0913998834403	300.0	0.379299042553	0.378500381909	0.0175950839419	0.392632034564	0.39061029875	0.0244751629772	0.296128997741	300.0	0.330286288159	0.330384490698	0.0117625059032	0.340591305482	0.340806691614	0.0158739246327	0.553254651044	300.0
ETS1	2.6438298111	6.8488314444	9.4926612556	0.0266127153535	0.00804319372399	0.027310500437	0.0729219038442	0.0182376402042	0.170138383494	0.029267402178	3.43613827212	0.424239060456	0.43208194192	0.0240209971729	0.510127657497	0.515081502293	0.030251633303	0.0473456170795	300.0	0.505871207333	0.505204931462	0.0195769192598	0.525585115342	0.522895604261	0.0272628227395	0.377866180104	300.0	0.319549065897	0.319479994687	0.0134002942047	0.33004715098	0.330036685142	0.0146582731379	0.519321301154	300.0
NFATC2	2.9514250556	4.9454028889	7.8968279444	0.0264627744212	0.0168947046551	0.0244348819122	0.123180703926	0.020231493288	0.231314725469	0.169426859307	3.35328253428	0.444473212906	0.449389973508	0.0196695346888	0.530638552837	0.533999987287	0.0261888672892	0.0877719380888	300.0	0.498966768108	0.499999442598	0.0186708963204	0.518797878891	0.518738421478	0.0234178216155	0.451637920416	300.0	0.308576392318	0.308730682074	0.0133505224248	0.320455177104	0.320268824886	0.0174699888735	0.57018568983	300.0
SPI1	2.9806269778	4.6750755556	7.6557025333	0.0242917505083	0.0049474303825	0.0246198289899	0.0469281720432	0.0168640482508	0.12710774598	0.138891083121	13.5929586142	0.499632888646	0.509329757969	0.0275366946297	0.600819668369	0.609264535348	0.0317669313803	0.082526543155	300.0	0.480157466892	0.477421142271	0.0228476572618	0.500370152648	0.495040333718	0.0304927892919	0.382610667893	300.0	0.325772250828	0.325638712768	0.0201005563539	0.338287278291	0.338057565252	0.0214835225451	0.54420927236	300.0
HNF1B	3.0437089389	3.1828106667	6.2265196056	0.022976092338	0.00780338368353	0.0211556228826	0.103575491076	0.0170285254208	0.243944266305	0.137845378915	2.08263852001	0.358713133304	0.363890747723	0.0189014220697	0.419483282025	0.425963383868	0.0268633110463	0.014272241001	300.0	0.470584913876	0.470737750486	0.0284570990419	0.486766476673	0.489003070249	0.035677932184	0.278651448824	225.7861055	0.265683360278	0.265593362683	0.0148089888567	0.275863840905	0.275863044664	0.017215656239	0.509110455219	300.0
IRF1	3.1644379333	5.100647	8.2650849333	0.0241656495404	0.00447679399615	0.0229785064428	0.0415753026415	0.0173265108902	0.122654393201	0.232509996288	22.675552064	0.480947800158	0.486619223182	0.0167699132182	0.59357868	0.598705278492	0.0247391597275	0.113491048522	300.0	0.649271666025	0.649351109213	0.0125946207205	0.677051853308	0.675766279219	0.0169751546476	0.687849725781	300.0	0.321484225341	0.344701848273	0.1702530593	0.367912628862	0.421662248424	0.172602713519	0.0396693976018	300.0
EGR2	3.4025694222	4.5985511111	8.0011205333	0.0244460599336	0.00563217010521	0.026183336566	0.0629896804549	0.0159981698653	0.154423242977	0.125858375026	7.32886390637	0.502094221817	0.510477825353	0.0260739487224	0.601019363811	0.60878092439	0.0296207718305	0.10004388738	300.0	0.406451288118	0.40346592916	0.025860119398	0.426499930118	0.420882295385	0.0325862759652	0.355946467118	300.0	0.322014590193	0.3221452116	0.0184355930755	0.336402233253	0.336281802394	0.01854152263	0.579589447982	300.0
REL	3.5512753333	4.7665549444	8.3178302778	0.0247723020399	0.018407634921	0.023161688022	0.220356499586	0.0837309211083	0.281588252544	0.350798982061	4.25938026032	0.485847985977	0.492766239213	0.0222171077796	0.586331689234	0.590869827756	0.027809888384	0.115217928693	300.0	0.649532715669	0.649565605101	0.0200979256452	0.683780434789	0.681595723372	0.0262347069361	0.600918817432	300.0	0.334978059637	0.334698137927	0.0126550642876	0.35010994834	0.350079778078	0.0158890203621	0.628785196103	300.0
ELF1	3.5549874333	6.3416162222	9.8966036556	0.02606865899	0.00865163342116	0.0266759301656	0.0859767269172	0.0184354387949	0.204661677372	0.0991410789933	2.79252258762	0.424885019987	0.43396843244	0.0252583023932	0.506993275551	0.512709542874	0.0331186247516	0.0596681962911	300.0	0.50001211164	0.498611691001	0.0222099619701	0.528461885462	0.523991096446	0.0330049002379	0.467022638095	300.0	0.319901043338	0.319699442673	0.0145167516417	0.334287867131	0.334328401005	0.0171918608651	0.606039484413	300.0
NFKB1	3.7315569444	5.5893885	9.3209454444	0.0245356054677	0.0120560741236	0.023436699982	0.124084955485	0.0183499670051	0.233288608888	0.132760174169	2.17504827745	0.515880565094	0.521712025646	0.0196101253234	0.625574082139	0.629401904579	0.0244901398752	0.134157900066	300.0	0.513298554584	0.513655807649	0.0237679172487	0.543244169795	0.54122378202	0.0288283132412	0.48311212817	300.0	0.324753771247	0.324886380094	0.0117999571024	0.340464036912	0.340552819828	0.0138726509563	0.643790729152	300.0
PRDM1	3.8644370167	3.7260415556	7.5904785722	0.0263776572634	0.0179691478999	0.0270135421055	0.146035377143	0.0400009222601	0.278911222468	0.197654483364	1.52405386712	0.427664511559	0.438051430352	0.028871594876	0.499732435396	0.507344541087	0.0367408870716	0.0160614651671	300.0	0.513063864018	0.51065449724	0.0271457796581	0.541415064867	0.535727926195	0.0378508999219	0.426642938867	300.0	0.272959079615	0.273062576115	0.0180337846313	0.288143519093	0.287417346224	0.0261841148801	0.572510779002	300.0
NR3C1	4.0846352944	5.5904311944	9.6750664889	0.0261139893493	0.0186445106752	0.027260051666	0.115978858863	0.0322311332486	0.224643116452	0.178257713249	2.52269118493	0.457861444025	0.46326110783	0.0194130868928	0.541789464428	0.544757121161	0.0257206446349	0.125729147278	300.0	0.517433947495	0.519077828139	0.0243929679038	0.54816195616	0.547030032054	0.0318400003616	0.466758583471	300.0	0.286460270485	0.286294021056	0.0133709513719	0.30142318308	0.301514025382	0.0142999933253	0.627877668358	300.0
TP63	4.3175586167	2.9397125556	7.2572711722	0.0269578113803	0.00873992253399	0.026838386624	0.0791545923866	0.0179954081883	0.182504854046	0.116038044112	3.00534188365	0.442046789204	0.449676014441	0.0244502051036	0.518355898969	0.523327947614	0.0309265772931	0.0853284276841	300.0	0.435198629933	0.433954038771	0.0264210070731	0.463069761298	0.459091481661	0.0345177266939	0.455645724017	300.0	0.322152940068	0.321819878917	0.0157752554348	0.340877182434	0.340462727536	0.0220189438534	0.70093289628	300.0
EBF1	4.8253935556	3.7254591667	8.5508527222	0.02646286434	0.00664457153815	0.0267027429954	0.054018875764	0.0185098738816	0.152069961508	0.20186881744	8.54111245766	0.498944999574	0.504411986817	0.0201690830931	0.584593710637	0.58926719476	0.0243087811619	0.128354699023	300.0	0.510839552778	0.510004791352	0.0189864745553	0.544012027398	0.542425588843	0.0229520484424	0.618218250379	300.0	0.293329614048	0.293414484082	0.013627236055	0.312284042132	0.312355518687	0.0137401605568	0.709443375251	300.0
ZEB1	4.8690177778	2.5856321389	7.4546499167	0.0259247023772	0.0181853561172	0.0238736654683	0.0786115884384	0.0225022240427	0.196496995346	0.0766862910008	1.36990035348	0.462839160585	0.46935394446	0.0214599969379	0.542696438326	0.546917651548	0.0281065303447	0.10633096092	300.0	0.469740874402	0.47028204368	0.0176897061414	0.503751599448	0.502581101344	0.0228572728388	0.641487853205	300.0	0.287106843143	0.287060718406	0.0113379002111	0.306007998517	0.305875867857	0.0142191278895	0.701396470409	300.0
BHLHE40	4.9141532	4.6152053333	9.5293585333	0.0254154840331	0.00854943957503	0.0256414468582	0.103245260881	0.0175883779299	0.209592330314	0.152012513034	3.04271474592	0.478405882765	0.484975236962	0.0219998575066	0.559485556118	0.564007167189	0.0282056486481	0.108622532303	300.0	0.370123262248	0.369407166137	0.025268131177	0.397046049876	0.393788680416	0.0327531638726	0.442487854947	300.0	0.285706508736	0.285710872951	0.014484611038	0.304736021087	0.304565792022	0.0240756088611	0.695343792856	300.0
PAX5	5.3379033444	4.4629486667	9.8008520111	0.0247338309356	0.00379060735448	0.0245263339418	0.0443691993956	0.0178573428635	0.143239963408	0.369772928531	20.9551270724	0.473196206043	0.481148598548	0.0343097125977	0.419856085732	0.428951843923	0.0292977885499	-0.0820488836583	300.0	0.425899729209	0.424927320151	0.0241169852824	0.460073438294	0.456967714714	0.0303783657102	0.570395029747	300.0	0.297132560666	0.296697292151	0.0170946837658	0.317458727079	0.317896148274	0.0174060905227	0.665133887414	300.0
FLII	5.4612429111	3.0720662778	8.5333091889	0.0551984652263	0.0428685899777	0.0486731840446	0.160241814171	0.10418945807	0.240137110524	0.191339840284	2.41545657931	0.414883908107	0.421446167605	0.017690439102	0.484435897717	0.492629601636	0.029693584013	0.0904780203071	300.0	0.435341141285	0.436500325024	0.0216468551132	0.473898403512	0.472319543715	0.0296988561279	0.574566040274	300.0	0.267118005159	0.267356008856	0.00941057362233	0.287043026848	0.287127583084	0.0102384537963	0.734155116283	300.0
MEF2C	7.1839349944	3.3851671667	10.5691021611	0.0245158072746	0.00481530791071	0.0220608149078	0.050849528652	0.018274074687	0.147031109985	0.310924429901	17.761522554	0.439064502801	0.444363358057	0.018199017065	0.499156487232	0.505016719673	0.0269272186144	0.075491089658	300.0	0.370651211139	0.371091871092	0.0154866823989	0.407153834777	0.408201058201	0.0222856881221	0.689915377178	300.0	0.316683507452	0.317174696714	0.011217346276	0.349209120492	0.348892166385	0.0144407411586	0.791298483631	300.0
