FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Dnase2Tf_H1hesc_protection_mean	Dnase2Tf_H1hesc_protection_median	Dnase2Tf_H1hesc_protection_std	Dnase2Tf_GM12878_protection_mean	Dnase2Tf_GM12878_protection_median	Dnase2Tf_GM12878_protection_std	Dnase2Tf_protection_ks_stat	Dnase2Tf_protection_ks_pvalue	Dnase2Tf_H1hesc_tc_mean	Dnase2Tf_H1hesc_tc_median	Dnase2Tf_H1hesc_tc_std	Dnase2Tf_GM12878_tc_mean	Dnase2Tf_GM12878_tc_median	Dnase2Tf_GM12878_tc_std	Dnase2Tf_tc_ks_stat	Dnase2Tf_tc_ks_pvalue	Dnase2Tf_H1hesc_fos_mean	Dnase2Tf_H1hesc_fos_median	Dnase2Tf_H1hesc_fos_std	Dnase2Tf_GM12878_fos_mean	Dnase2Tf_GM12878_fos_median	Dnase2Tf_GM12878_fos_std	Dnase2Tf_fos_ks_stat	Dnase2Tf_fos_ks_pvalue	Dnase2Tf_H1hesc_flr_mean	Dnase2Tf_H1hesc_flr_median	Dnase2Tf_H1hesc_flr_std	Dnase2Tf_GM12878_flr_mean	Dnase2Tf_GM12878_flr_median	Dnase2Tf_GM12878_flr_std	Dnase2Tf_flr_ks_stat	Dnase2Tf_flr_ks_pvalue
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.0504902818081	0.0377059019372	0.07030401766	0.031118685969	0.0284886855054	0.020284855242	-0.0846200832358	-35.8338144589	0.366972438327	0.372139079917	0.0346327825613	0.29929187135	0.303667588265	0.0339820618361	-0.0891145512493	-300.0	0.385934499821	0.386746409511	0.0215818621583	0.383334602674	0.383987048219	0.0140074974616	-0.0781556651212	-300.0	0.270269824848	0.270333568769	0.0134456108256	0.267906981166	0.268185298902	0.0112174877356	-0.0798713209602	-300.0
CTCF	-0.2180552611	8.924475	8.7064197389	0.0441886458293	0.0380399666722	0.0348031470276	0.0323738500112	0.0289292213282	0.0201616594946	-0.029801808139	-238.077160938	0.506203291822	0.510201064585	0.0343138107862	0.393028627519	0.398284635854	0.0290745144294	-0.318325461267	-300.0	0.551370867276	0.550178152166	0.0194250335201	0.547167023231	0.546350830827	0.0173699559713	-0.0252009754587	-300.0	0.328521622869	0.328358042424	0.0171412189929	0.32590749278	0.325984436387	0.0146159890461	-0.0814777319004	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0726970559815	0.0616002328857	0.0515842254965	0.0960296043636	0.0791043712984	0.06559972478	0.049732883799	-27.8650800569	0.367430908326	0.373567834326	0.0418549908884	0.292961774499	0.299892358789	0.0369663276407	-0.0608996749453	-300.0	0.468623845206	0.469557035892	0.0237489009702	0.466387610819	0.46645641137	0.0181300813392	-0.0187712591669	-300.0	0.308156841255	0.308193613957	0.0149235037839	0.306170629992	0.306117033872	0.0129969101615	-0.0797812182345	-300.0
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0705637372006	0.0600206896921	0.0552076775518	0.0850012217334	0.0773327320857	0.0715886010846	0.00145711089881	-29.9345519033	0.413527500099	0.418086771788	0.031249123751	0.325729178957	0.329445817664	0.0308115366612	-0.222855723336	-300.0	0.55714854197	0.558263180317	0.0257370504041	0.556468704753	0.554773999788	0.0155709005648	-0.0640434804412	-300.0	0.262852462024	0.263456231875	0.0123673998927	0.261901256858	0.261809613601	0.0117951830941	-0.0274446595766	-300.0
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.108887787521	0.0897711537491	0.0846932413577	0.0761858255816	0.0673797969706	0.0609320712235	-0.0308586187455	-50.9871658363	0.495454317623	0.500881410934	0.0306331815229	0.387666267814	0.392295499987	0.0300033144594	-0.303828235831	-300.0	0.552811054273	0.552875026453	0.0240298573234	0.551723932753	0.549810485916	0.014393389169	-0.0450008772998	-300.0	0.290390552026	0.290538021046	0.0165715599458	0.288532557104	0.288646677909	0.0134771891705	-0.0393641919406	-300.0
HOXA9	-0.1122669556	3.0796356111	2.9673686556	0.126486131204	0.107590971497	0.0729483197332	0.0889704471339	0.0808474346017	0.0431220299097	-0.0634617115153	-19.3911662133	0.380236110865	0.387512851134	0.040224973449	0.308800996808	0.316793020601	0.0365522286751	-0.0932509437241	-119.679821336	0.371826890203	0.373156842242	0.0211275890185	0.368760365563	0.371102725146	0.0126844524836	-0.10151211077	-300.0	0.296204911963	0.296167657224	0.0148781110511	0.295595444779	0.295049071694	0.0114495610845	-0.0177341749205	-130.783304673
RUNX2	-0.1093715111	4.7753810556	4.6660095444	0.0458123223999	0.039706335599	0.025369172846	0.056974852553	0.0504153720782	0.0333549661969	0.0251295120724	-56.9313827807	0.258030455346	0.263116678536	0.0371521960361	0.315110115167	0.321495256113	0.037967826346	0.0467511705051	-300.0	0.578997281903	0.578358998152	0.017406190245	0.580070586365	0.581537060748	0.0238849436952	0.0131153127142	-300.0	0.301472312546	0.301837651001	0.0152960216216	0.299973982037	0.30003525337	0.0142682536726	-0.00810508995248	-300.0
NR2E3	-0.1069478444	4.0700125556	3.9630647111	0.144201763522	0.115258195152	0.0964961237034	0.09154705735	0.078679579209	0.0471097216021	-0.126181675712	-14.1893962413	0.341454179294	0.345334998248	0.0474294327366	0.273798985322	0.281425396153	0.0321195081945	-0.044262116492	-84.5968169256	0.555099110138	0.55511722628	0.0173201753159	0.550668740466	0.552102025056	0.0109907102349	-0.151137366585	-300.0	0.314865182231	0.314131680416	0.0138575158092	0.312688976957	0.31252570398	0.0105615266648	-0.0652766446728	-171.193951319
USF1	-0.1057473167	7.4895785833	7.3838312667	0.0954649454269	0.087490408348	0.0495642518365	0.123819930714	0.11613903889	0.0616817380998	0.0564757396732	-43.1727391839	0.361985459171	0.367166395803	0.0462776172178	0.285218398955	0.294317158879	0.0390013809839	-0.00638910356963	-300.0	0.475145750461	0.474264756108	0.0234650999621	0.474314031059	0.471696537206	0.01656315295	-0.0215986962422	-300.0	0.336371488066	0.336052462215	0.0220711381849	0.334564758675	0.3342691183	0.0163899322033	-0.0361054610602	-300.0
E2F6	-0.0751500222	5.2749288889	5.1997788667	0.0620957874623	0.0534593288788	0.0370731828373	0.0466460151348	0.0411155553275	0.0250618153794	-0.0030826674387	-205.393602781	0.484361292604	0.488035231791	0.0383370528324	0.375541564332	0.381831332931	0.0308135978733	-0.279353716919	-300.0	0.549413814403	0.546964698209	0.0209774189914	0.5532200896	0.5500908236	0.0228066133721	0.0143758657305	-300.0	0.334788374226	0.334599162759	0.0167585804008	0.332918105975	0.332879424682	0.0166619479767	-0.0320746730568	-300.0
FOXD1	-0.0730727611	4.8520043333	4.7789315722	0.184068719278	0.157943832453	0.0985300501145	0.129859703237	0.120617757901	0.0530253307907	-0.117539079116	-28.3812797282	0.2776704495	0.281938681862	0.0357941667372	0.334751767887	0.339817539915	0.0384368315214	0.0450417961687	-105.327972747	0.504097552846	0.506060628722	0.0257340403431	0.499470642519	0.502783574584	0.0149781558674	-0.120576338825	-300.0	0.285197844009	0.285653836366	0.0145826850846	0.283807249066	0.284050779394	0.0132533902102	-0.0525055634296	-253.403763553
ZNF143	-0.0648688222	6.154257	6.0893881778	0.0528735439435	0.0404271676883	0.0615148536037	0.0360890892848	0.0310144101379	0.0210866213489	-0.111189544621	-46.4908761705	0.267548207325	0.273770443783	0.0338565784446	0.32676139622	0.332419074455	0.0399242509622	0.0122742310975	-223.905014552	0.58378470504	0.5850706861	0.0200884751497	0.580856975475	0.582231024631	0.0149308429355	-0.025452863865	-300.0	0.338106558053	0.338214381954	0.0138772991132	0.336420841797	0.336400926728	0.0126478760989	-0.031893432544	-264.646701951
ATOH1	-0.0642417944	4.6970676111	4.6328258167	0.0348110570621	0.030152305656	0.035066166634	0.0446901549619	0.0396467321485	0.0430270432898	0.0346861507043	-18.2912031601	0.415296836469	0.420405622739	0.0316146159652	0.325236443159	0.329240393268	0.0313499363667	-0.236705501608	-300.0	0.665977697675	0.666783867333	0.0206641849625	0.665213768133	0.663553353762	0.0101949734396	-0.111356723749	-300.0	0.287038351056	0.286496927393	0.0106683006647	0.284891746911	0.285093076306	0.0106296024621	-0.0840317956046	-300.0
HNF4A	-0.0595492111	4.6226812222	4.5631320111	0.101629662917	0.0862708947539	0.068424174399	0.0744015981894	0.0663016421144	0.0362085474542	-0.00270715792189	-55.3779295928	0.258011897584	0.265913124285	0.0347844031513	0.31735020031	0.323235712824	0.0424276532649	0.0391467749912	-300.0	0.553717295288	0.554666749917	0.0146570610616	0.555594066671	0.557331030326	0.0174673300191	0.0257551367566	-300.0	0.322810641195	0.322566176379	0.0150708133907	0.32101510397	0.32102417226	0.0137120961221	-0.00999490347847	-300.0
NRF1	-0.0572260667	6.468081	6.4108549333	0.0424481126582	0.0371534622832	0.0471631510967	0.0298019731179	0.0279849758013	0.0204913182554	-0.0354483893751	-41.447529266	0.260987832576	0.265853561732	0.0370234386547	0.312781225851	0.319158729964	0.0404101421848	0.0859814464523	-163.161932744	0.495723824044	0.496967180294	0.0263380591562	0.492998418975	0.494423463712	0.0142829891788	-0.106459980135	-300.0	0.342206968294	0.342273259869	0.0157149898804	0.340585694165	0.340647975962	0.0119139341793	-0.0588989251304	-300.0
NR2C2	-0.0475113889	7.6477857778	7.6002743889	0.0908394823753	0.0793423016677	0.0450395447396	0.118511509141	0.102904983549	0.0570897869543	0.0203002044494	-127.221163184	0.399656000182	0.404478116922	0.0429798115512	0.31510380482	0.322140276683	0.0344665643664	-0.120717300908	-300.0	0.491953587584	0.491476395657	0.0191239709812	0.494319363483	0.493755060004	0.0207281757577	0.0464539946157	-300.0	0.316167417155	0.316276161224	0.0163049171931	0.314744677058	0.314755335522	0.0149214940806	-0.00114904882683	-300.0
NFYA	-0.0402215444	8.3467323333	8.3065107889	0.0675647952452	0.064789798839	0.0393773546906	0.0885923488115	0.0847561617075	0.0406719242635	0.097281588586	-79.209678977	0.492550428488	0.494392421873	0.0515162387442	0.359896091187	0.363111882469	0.0365385904958	-0.248968688307	-300.0	0.45549067919	0.450764239787	0.0201644884687	0.455873532683	0.452808560827	0.0303954246794	0.0183954570135	-300.0	0.33994020029	0.337989515447	0.0330302712289	0.340306721481	0.339423022687	0.0504106081585	0.0310716480021	-99.6650966952
CREB1	-0.0344421889	9.2302054444	9.1957632556	0.110222700068	0.0884045246392	0.0712454555565	0.142815153354	0.120461171321	0.0886595232381	0.0294190778147	-13.5617471149	0.372553174984	0.37721372863	0.0441180206665	0.295034295513	0.300547532826	0.036109148089	-0.0535730171238	-114.130037709	0.404329667396	0.403276463356	0.0275878265757	0.404766541096	0.405073085557	0.0333258468617	0.126835764317	-18.4397404577	0.256597072694	0.256284661726	0.0167442466384	0.254786106019	0.254938248516	0.0159017388262	-0.00688656855329	-63.873676441
HLF	-0.0325434111	3.2289502222	3.1964068111	0.0283529260075	0.0258469364004	0.0156642459876	0.0425995382815	0.0341418096402	0.0687888446175	0.0523731217404	-14.0279748227	0.250479521812	0.258415853756	0.0405816015901	0.313288143229	0.317737907275	0.0477569903145	0.0728692579381	-70.0323484728	0.323174898377	0.321643350695	0.035663050496	0.321740299516	0.320225161416	0.0204166711784	-0.0374825469401	-175.324057854	0.27680105165	0.27674867008	0.0195673224037	0.275743629192	0.275528430346	0.0170105884458	-0.0474072499848	-81.8471646992
PPARG	-0.0284577778	2.7755172778	2.7470595	0.0890892834965	0.0755617151094	0.0622867840134	0.0671799973122	0.0551130313619	0.0616616045271	-0.0454521934055	-38.2383030246	0.42263955985	0.427515338368	0.0367734949657	0.334125719948	0.338729382345	0.0303838357574	-0.22388487159	-300.0	0.584966560381	0.585158787507	0.0209410450396	0.586012963378	0.587717134263	0.0255306883969	0.0604345511978	-249.132815408	0.258318398453	0.258286323154	0.0134885819557	0.259214306802	0.259390080666	0.0154799554649	0.0540245046844	-82.8984151068
FOXA2	-0.0203151889	5.80296	5.7826448111	0.0473906845622	0.0357401734339	0.0618976955384	0.030167698245	0.027267746737	0.0135447909156	-0.0698344355068	-36.988126072	0.253628205379	0.259540601753	0.0365599791118	0.301688231034	0.306751382983	0.0379854208354	0.096779170226	-134.126491532	0.4947234666	0.496000850976	0.0173572527626	0.491445325303	0.493134898202	0.0103111797119	-0.128622284189	-300.0	0.33833566664	0.337895912827	0.0129724578855	0.336885589486	0.33649927336	0.0112095555822	-0.0643878663038	-300.0
HSF1	0.0113552056	6.99869	7.0100452056	0.0639379156889	0.0576822669518	0.037492309604	0.0916028315242	0.0778807397876	0.057487891383	0.0869984909794	68.4337180651	0.302945819288	0.309438053145	0.0325204821873	0.381335815381	0.386324214261	0.0374852769261	0.13962561261	300.0	0.487725530401	0.487780976804	0.0238189009465	0.485760955989	0.485924745266	0.0187882913004	-0.0254686093853	300.0	0.322673669258	0.322899763219	0.0139270289018	0.321572098998	0.321604797227	0.0135049945291	-0.0248413314012	175.366812392
TFAP2A	0.02361145	3.46334025	3.4869517	0.0831776470968	0.0697611813539	0.0504904705206	0.063443490304	0.053687907239	0.0378627187277	-0.0540090949467	97.646860112	0.330117311624	0.338324217726	0.0335744969051	0.41734498922	0.42237335213	0.0421554406541	0.172043271746	300.0	0.492628063079	0.492382928125	0.0140440570921	0.491326064119	0.490592212211	0.0131430347788	-0.0673446102315	300.0	0.302156475272	0.302060152493	0.0154652794341	0.301108804684	0.30103443968	0.0149189945096	-0.0349110367507	300.0
YY1	0.0336983778	9.2155432222	9.2492416	0.0599310902516	0.0542407520801	0.0315164474982	0.0796437842905	0.0702788681158	0.0474474210238	0.00695313630218	87.8768530115	0.283064093866	0.288396870541	0.0356442041813	0.352532930211	0.354510364397	0.0422310050998	0.00333821353841	300.0	0.517152083856	0.517579332799	0.0272366130497	0.516079861047	0.515768821936	0.020187735738	-0.00147625842007	300.0	0.348258022676	0.348425668173	0.017969655934	0.34723963142	0.347206862828	0.0166437210424	-0.00975016279692	171.714948037
ESR1	0.0364005167	3.9774695556	4.0138700722	0.030686685462	0.0264474016954	0.0175937362236	0.044545052109	0.035189344201	0.0509230854496	0.103459898082	62.3672732778	0.307598993276	0.314668374805	0.0401963014372	0.25837046368	0.265086191146	0.0382505672931	-0.108191651473	128.259567877	0.465516964675	0.46762942493	0.00953723728143	0.468913735357	0.470126199545	0.0155868538888	0.147193654612	300.0	0.334958882303	0.334902879966	0.0116851961966	0.335909250671	0.336065953687	0.0117668261437	0.0478730272057	300.0
FOXP2	0.0823085278	2.351259	2.4335675278	0.118768699792	0.106169459079	0.0579923547631	0.164725563847	0.142300745784	0.0940883037111	0.0712623978437	53.8988778638	0.338592281388	0.343719362238	0.0369661599979	0.279841752053	0.285560439084	0.0360994128385	-0.0180901185214	218.860963956	0.51143065512	0.513892421337	0.0129007838668	0.514938242845	0.516789358672	0.021554697405	0.101335549005	300.0	0.32567099872	0.325441042429	0.0122391125311	0.326637577665	0.326322635241	0.0122860908447	0.000245085559169	276.647727599
FOXI1	0.0879529222	4.8473536111	4.9353065333	0.0295758303772	0.0265358125094	0.0161165195031	0.0438322017495	0.0350963503848	0.0524738498252	0.117374309452	50.6863802955	0.305515047195	0.310597229477	0.0353308090456	0.371301248809	0.376652697138	0.0358429416542	0.0596340336836	197.436658513	0.480080118288	0.48163291715	0.0107195624709	0.482937541904	0.484374155359	0.0171909237639	0.110570664116	300.0	0.314808927874	0.315463380612	0.0133206329469	0.314732217794	0.314595497164	0.0114742221161	-0.0130286886328	195.069964231
GATA1	0.0912818111	5.2011149444	5.2923967556	0.0282030256324	0.0268251176226	0.0125204467589	0.0463442990489	0.0354384921194	0.0681589833969	0.0805690331061	23.9103742019	0.276854200602	0.281824178744	0.0347169551773	0.33786906391	0.342980809206	0.0376398366697	0.0184987769872	132.290513452	0.461044713896	0.462358810956	0.0135791106109	0.462794744709	0.46361302003	0.0234275075733	0.115168550106	300.0	0.301921542693	0.301985710217	0.00937027873083	0.301455464851	0.301280318376	0.00876303065324	-0.00245055560544	225.265531262
NKX3-2	0.1107807556	5.7578586667	5.8686394222	0.0970741878076	0.0853948300604	0.064527480116	0.127900002167	0.110147012357	0.0759532841242	0.0373964123979	23.3740636073	0.34218020628	0.34671793603	0.041938365716	0.2797863275	0.287138399418	0.0371717680176	-0.0261086086609	132.88584335	0.538536194719	0.539169332752	0.0231525112827	0.53744256077	0.537855532741	0.0162843824131	-0.0297246044428	207.227930173	0.330929423084	0.330372665335	0.0147204898803	0.329917915132	0.329629049232	0.0130280500968	-0.04294409573	54.4692678269
SOX10	0.1169655111	5.24596	5.3629255111	0.0714907745676	0.0626934379289	0.0396505669648	0.0960120942219	0.0832630395203	0.0467884253528	0.0171650428971	82.6765160408	0.331680209515	0.336433612665	0.0425819062115	0.271955904868	0.278313322778	0.0360772768004	-0.0684735825809	300.0	0.522121798773	0.520554767173	0.0232946638443	0.518950761036	0.519330679326	0.0207084823668	-0.0562010900314	300.0	0.331645198213	0.331621342021	0.014628155048	0.330862203515	0.330848069168	0.013719707907	-0.0561673112107	152.130273789
MYOG	0.1172990389	5.0492238889	5.1665229278	0.0887231469614	0.0840363739072	0.0413030032597	0.0670316401479	0.0641587498316	0.0410791633366	-0.120468414082	69.2096359807	0.359054647973	0.361118160311	0.0360554628168	0.491618331015	0.492908526652	0.0516387795565	0.252190890677	300.0	0.478308294806	0.473405780133	0.0307950135944	0.476571191925	0.472877818694	0.0199379166014	-0.0557792611331	204.369031913	0.35106301285	0.35004596886	0.0531160805548	0.350823302236	0.349083431803	0.0319372961729	-0.0500838782673	68.4528392327
SRF	0.1628057278	8.3513662778	8.5141720056	0.0303945425619	0.0299116175391	0.0162515506623	0.0458576690577	0.039317300244	0.0566670213007	0.102174010861	44.2503662293	0.353062632114	0.360560172508	0.0381568594508	0.288676544368	0.294423951403	0.0380790030548	-0.00416384711591	196.427880809	0.45882469772	0.459743879965	0.0212191852858	0.458126987783	0.45895323219	0.0139084866298	-0.00618706731477	300.0	0.313292534095	0.312587690924	0.0176183797041	0.312224370172	0.312049306049	0.014164601061	-0.0454440964528	78.7389729684
LHX3	0.1647734778	5.8396682778	6.0044417556	0.124916583232	0.109207021676	0.0702322630976	0.165382054645	0.14111036747	0.0905425660597	0.105634204825	24.4305189848	0.294913131784	0.305510308784	0.04179454158	0.252009895169	0.258037637232	0.0394104590247	-0.141784788581	43.0674944299	0.460039771043	0.463122851682	0.0143358165961	0.464639391832	0.466724893056	0.0253395069223	0.0971238542978	300.0	0.293255903244	0.293342031827	0.0116209144151	0.293632324547	0.294156600858	0.0144435216698	0.0236959881538	216.938746301
E2F4	0.1745461	8.0240553333	8.1986014333	0.103459948411	0.0905949253446	0.0521309485285	0.081636015696	0.0702305257241	0.0439334374742	-0.0279883887334	177.285819461	0.368103278945	0.373547149464	0.031474009727	0.475571321947	0.478887934958	0.0406626649873	0.251229506185	300.0	0.479392862387	0.476833050967	0.0233751157323	0.476926775699	0.473667592173	0.0215950144127	-0.0924652719496	293.63196788	0.338620605513	0.33854900873	0.0222166000858	0.338327090624	0.338084946171	0.018930605497	-0.0614618597125	142.570314514
