FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_GM12878	Centipede_80_H1hesc_protection_mean	Centipede_80_H1hesc_protection_median	Centipede_80_H1hesc_protection_std	Centipede_80_GM12878_protection_mean	Centipede_80_GM12878_protection_median	Centipede_80_GM12878_protection_std	Centipede_80_protection_ks_stat	Centipede_80_protection_ks_pvalue	Centipede_80_H1hesc_tc_mean	Centipede_80_H1hesc_tc_median	Centipede_80_H1hesc_tc_std	Centipede_80_GM12878_tc_mean	Centipede_80_GM12878_tc_median	Centipede_80_GM12878_tc_std	Centipede_80_tc_ks_stat	Centipede_80_tc_ks_pvalue	Centipede_80_H1hesc_fos_mean	Centipede_80_H1hesc_fos_median	Centipede_80_H1hesc_fos_std	Centipede_80_GM12878_fos_mean	Centipede_80_GM12878_fos_median	Centipede_80_GM12878_fos_std	Centipede_80_fos_ks_stat	Centipede_80_fos_ks_pvalue	Centipede_80_H1hesc_flr_mean	Centipede_80_H1hesc_flr_median	Centipede_80_H1hesc_flr_std	Centipede_80_GM12878_flr_mean	Centipede_80_GM12878_flr_median	Centipede_80_GM12878_flr_std	Centipede_80_flr_ks_stat	Centipede_80_flr_ks_pvalue
PBX1	-6.6090431889	10.0427314444	3.4336882556	0.0566486390181	0.049754389378	0.0201828820371	0.0676892830737	0.0552826548644	0.032728447758	0.0546775468636	-70.602021407	0.480184880393	0.489829962447	0.0741186209958	0.327847005474	0.343623338714	0.0499325409145	-0.154758800522	-91.0229698592	0.230206366335	0.226719827004	0.0372211664217	0.223251216496	0.217867279362	0.0269709012568	-0.0284500356338	-47.7151631737	0.318841879762	0.316847294589	0.0231487007965	0.287123894141	0.28727319715	0.017282620951	-0.700865800866	-300.0
MYCN	-5.9884396833	9.2460594444	3.2576197611	0.0947985205506	0.0696706067075	0.0609045074656	0.0714061706373	0.0559044112312	0.0410895945944	-0.0354194919969	-163.821640641	0.431867110333	0.433963358517	0.0468084580063	0.299762612818	0.307127486749	0.0330864451139	-0.16515661492	-239.18119405	0.320830407675	0.317046281223	0.0315548477154	0.306069353238	0.300593979288	0.0237418974345	-0.180339371302	-182.987460391	0.336035156573	0.334155007229	0.0325372994122	0.307932796099	0.306773763883	0.0240700392678	-0.567537313564	-300.0
TCF7L2	-4.6467866111	8.5839345	3.9371478889	0.0925398331911	0.0729907619138	0.0498186951688	0.0723557580585	0.0597734234218	0.0374663497886	-0.0989751882658	-300.0	0.516941572946	0.524644491121	0.0776358047959	0.356996575867	0.377356396579	0.0488721579012	-0.163361897736	-167.633101496	0.403742300583	0.401377084215	0.0298314696964	0.388070419433	0.384204483166	0.0191262695869	-0.250082124631	-300.0	0.332983632568	0.331485514199	0.0241210503045	0.310412525797	0.309730762793	0.0214129989907	-0.572746390675	-300.0
TCF7L1	-4.0784858	9.0248868889	4.9464010889	0.0695170523226	0.0558270912616	0.0354133962821	0.0883020432136	0.0688677538197	0.0498999902214	0.0113566659549	-300.0	0.493378287542	0.498052908249	0.042046071441	0.354953138284	0.361454426789	0.0356840301333	-0.17201365659	-300.0	0.197122971244	0.194738916525	0.0216895060052	0.193252649972	0.18974447968	0.0160585808098	-0.00582377392185	-257.16022251	0.34370819577	0.343879618459	0.0220602485175	0.323722301628	0.323639537476	0.0179357897862	-0.531459779076	-300.0
AR	-2.9986960778	6.4303512778	3.4316552	0.0507275143359	0.0392778698015	0.0322506349894	0.0415695587794	0.0334362908986	0.0216005581669	-0.0493723203824	-185.403880675	0.486621667084	0.491820916457	0.0764546719908	0.33859998635	0.35935654925	0.0360314666981	-0.130869270046	-104.180108307	0.351024798365	0.348440478171	0.0380672024748	0.34661285484	0.341771696869	0.0179446200049	-0.0399520581511	-46.8926853874	0.314297747563	0.312736617326	0.027766265257	0.297315133986	0.297574773743	0.0174490781816	-0.51560419972	-300.0
FOXP1	-2.8214203	6.9324866111	4.1110663111	0.037743963323	0.0283457665136	0.0198123489725	0.0347002998007	0.0283246323626	0.0192053091732	-0.100361994268	-300.0	0.572681926236	0.578220368411	0.0488456078577	0.421062745264	0.431344271478	0.0312671877936	-0.141294762985	-300.0	0.343685144668	0.340667694398	0.0272677902819	0.339030772613	0.33570396601	0.0196191709333	-0.00737783548647	-111.853812532	0.395360631489	0.396202312282	0.016992159798	0.3780974474	0.378791789865	0.0136063559997	-0.607430116762	-300.0
SRY	-2.7415056944	4.77859	2.0370843056	0.0864821685741	0.0724611172518	0.0509735987878	0.0706411876482	0.0606582925799	0.0446393348866	-0.120497356041	-300.0	0.458864202155	0.462968581399	0.0650127939772	0.332020910637	0.34849275741	0.0316896342742	-0.11105781758	-116.168087019	0.184532378035	0.181674344102	0.02363418312	0.196348851811	0.190872585448	0.0415608237439	0.0200635403832	-22.0456288388	0.321346386283	0.32077052742	0.0179179379011	0.307579857744	0.307627962892	0.0156553983491	-0.575140478547	-300.0
TFAP2C	-2.7044155444	5.9932067222	3.2887911778	0.095553903078	0.087393449524	0.0224902013377	0.110546115435	0.0989202926969	0.035424478825	0.0425330825766	-300.0	0.547243392839	0.551147738954	0.044837984982	0.39787040522	0.405520877891	0.0321097078391	-0.130056823854	-300.0	0.286053001459	0.283682962717	0.0217676186497	0.281217689252	0.277337997915	0.0151254457062	-0.0590047243472	-300.0	0.308508509564	0.308407934232	0.0294050188587	0.295743286901	0.295593392408	0.0224288998147	-0.343803613098	-300.0
BCL6	-2.5050076889	5.507985	3.0029773111	0.0825693586005	0.069188434105	0.0341280769702	0.0678497311579	0.0607802179976	0.0226369654614	-0.0990649462779	-300.0	0.481071141643	0.483918647584	0.0630315149473	0.348430958546	0.360691054041	0.0292686344033	-0.111211133357	-240.399326929	0.326047723905	0.322196447523	0.0261961521555	0.328560151741	0.322688776247	0.0410055726502	0.0981671682928	-22.3943419074	0.336725063833	0.335885560041	0.0238942567309	0.323421688127	0.323177892479	0.0227373555241	-0.402180302752	-300.0
NR5A2	-2.2446374333	5.4651116667	3.2204742333	0.0736017206512	0.0623922529001	0.0356423883721	0.0565568447314	0.0486782341185	0.0216974685102	-0.075818273816	-300.0	0.46106094358	0.465971104072	0.0523617557735	0.342400409575	0.351273359493	0.0361887819184	-0.0769864037487	-256.88272464	0.269421855173	0.266130168176	0.0245782457593	0.270788405457	0.266247327468	0.0340652942421	0.100870666502	-24.2324770846	0.334314402917	0.334108660345	0.0240349651885	0.322922929565	0.32262656996	0.0192271095592	-0.347734564079	-300.0
ZNF354C	-2.0658905111	4.5824435	2.5165529889	0.0359216811004	0.0280571183862	0.0342824586773	0.0454371423609	0.0317878412681	0.0441843019003	0.146976520705	-102.262987136	0.513386386916	0.517183968685	0.076365223918	0.374054499796	0.394470234233	0.0366576635496	-0.073024643876	-190.649974204	0.361408894277	0.357084700251	0.0176456494061	0.3623068179	0.360245177878	0.0343945988276	0.0517428206795	-35.1201574986	0.313687015644	0.313527954153	0.0287078934907	0.305288672923	0.303922012258	0.0195918770378	-0.294064396347	-300.0
NFIL3	-1.9969227889	5.4661834444	3.4692606556	0.0517836724771	0.0391361475245	0.0443978114806	0.0388783999371	0.0285654401136	0.0334526722616	-0.0264909248623	-129.101645147	0.277225256939	0.291944833551	0.0421714813499	0.359562736076	0.368018987775	0.0679326569378	0.225744326234	-22.9601179807	0.186755853643	0.181835460712	0.0277136629682	0.198213318925	0.190817130518	0.045619614794	0.0346649634189	-10.7017861549	0.288326582989	0.287416390029	0.0236306288775	0.280083264125	0.27928421217	0.0220562574276	-0.290198734468	-229.088572695
FOXH1	-1.9547421	7.0327085556	5.0779664556	0.0503018467107	0.0457216274853	0.0222480625707	0.0587550980228	0.0518690343698	0.0290851433388	0.0394864714165	-193.926905916	0.532657677297	0.539168528655	0.0746611113643	0.380372853332	0.398430434429	0.0370726413012	-0.103686907847	-102.068252886	0.349267967337	0.345000921135	0.0185479871418	0.350097783593	0.34786152914	0.0339437269922	0.0474483353674	-20.1011520923	0.320846461219	0.319253633531	0.0262458514112	0.311298211969	0.310139924738	0.0188521483693	-0.38418724041	-300.0
E2F3	-0.9704539	7.6233014444	6.6528475444	0.0578480271426	0.0496368309446	0.0276022553862	0.0740783890962	0.0651571315012	0.0334481145589	0.00772107341142	-300.0	0.516213085506	0.519637164557	0.0462366699994	0.381679788555	0.389648194691	0.0333361842443	-0.0495884734131	-300.0	0.338567663632	0.334010445459	0.026878245597	0.344473297634	0.338067726219	0.0381303630493	0.103119160469	-83.9095168163	0.309216699913	0.308619563707	0.0352994453416	0.303469952325	0.30286159351	0.0250898274949	-0.0893067797413	-300.0
SOX3	-0.8926029722	7.0991445556	6.2065415833	0.0474500624631	0.0364137852205	0.0344869927107	0.0328579488759	0.0234753234219	0.0258772161831	-0.0231633256474	-300.0	0.497061560517	0.500494805443	0.0496734000017	0.375239777329	0.384209405517	0.0308210977236	-0.0527591319827	-207.405524696	0.262175550847	0.258397960375	0.0278428056929	0.272536304107	0.267721030589	0.0391106325234	0.0377804479585	-44.6941659618	0.341884608298	0.341432424446	0.017409189428	0.335899007087	0.33591339008	0.0167863828611	-0.268705206666	-300.0
FOXD3	-0.8880820389	6.6675806667	5.7794986278	0.0374572120319	0.0281343072933	0.0240778734472	0.048059910071	0.0359029079452	0.029885530647	0.0434449297775	-300.0	0.357538128973	0.374847495164	0.0368042337207	0.471523038745	0.476155336096	0.0713836908202	0.00639310490332	-226.485127793	0.396427524513	0.39429786268	0.0194803417956	0.400834800588	0.396843118786	0.0291909448531	0.108646662175	-8.74046808396	0.366545949578	0.367695332175	0.0159900766665	0.36125118628	0.361774362154	0.0114854159895	-0.320536407901	-300.0
GABPA	-0.7648685556	8.661842	7.8969734444	0.110203764836	0.092171857447	0.0567625376541	0.077904605217	0.0659844907663	0.0361271418219	-0.0475543375288	-300.0	0.306352945646	0.310927797518	0.0333130978577	0.41256362694	0.415329034313	0.03914366253	0.0226855637237	-300.0	0.241260784164	0.235154360893	0.0324125720462	0.255352188936	0.245689715148	0.0467108022819	0.0439540622302	-102.724744638	0.306596345828	0.306565074515	0.0372323979694	0.302246160134	0.301673550117	0.0266219306128	-0.0499158059528	-222.719293031
EGR1	-0.7124214333	8.4510034444	7.7385820111	0.0554595810864	0.048281600006	0.0233342781275	0.0711309167147	0.0633581583183	0.0304369705706	0.0266262988609	-300.0	0.554124698825	0.557528327493	0.0413766587678	0.410393806861	0.417008896549	0.0305802294842	-0.0567739873324	-300.0	0.35535112529	0.350371125928	0.0260951798182	0.365209816383	0.357147920446	0.0380413640518	0.0608063822493	-300.0	0.342055534819	0.341693423803	0.0329977999916	0.337298133266	0.336843687321	0.025528765912	-0.0606399864065	-300.0
SOX5	-0.6926883222	3.8766035556	3.1839152333	0.0669185695393	0.0520084136889	0.0508469280266	0.0886488696886	0.0750529123414	0.0642947174102	0.0799550840086	-224.112183979	0.331916805736	0.353280953647	0.0355662094751	0.450358456563	0.45458226466	0.0743756950728	0.00155608906433	-80.2594322254	0.254591955221	0.249339318829	0.040432124249	0.239328693723	0.236273949394	0.0232656056373	-0.0619673459935	-41.1663544135	0.328133048293	0.327718627157	0.019044280657	0.32157854886	0.322398768493	0.0190390014175	-0.304318151102	-300.0
REST	-0.6212560778	8.5147308333	7.8934747556	0.0834153911091	0.0699372709987	0.0355085153599	0.0636234628156	0.0574943865863	0.0222662728795	-0.137531070651	-300.0	0.310213208412	0.319215925707	0.0353441410765	0.404801673115	0.409843844512	0.0476865169741	0.0874002363676	-300.0	0.205451770338	0.201924675623	0.0221782615187	0.214120828815	0.208235059125	0.0342063793532	0.0562835701614	-90.2364367984	0.331752144165	0.331957592125	0.026955467256	0.327741321699	0.327645760414	0.0196980918168	-0.0752256309461	-300.0
ERG	-0.5708799333	3.9203937778	3.3495138444	0.0879043353486	0.0763670372154	0.0416128997561	0.0681941153542	0.0563931456589	0.0346103859051	-0.0140028840587	-300.0	0.337736980011	0.34392390952	0.0312996228214	0.449881444711	0.452427566745	0.0429871913823	0.000678651137893	-300.0	0.320932822661	0.318044023785	0.0197118003199	0.326603146428	0.323073858459	0.0265290733301	0.0700359204372	-126.726040474	0.309036435305	0.308825013021	0.0248633499867	0.305283884325	0.305186021757	0.0180100124481	-0.108131880282	-300.0
NKX3-1	-0.5650047333	5.3454291667	4.7804244333	0.0309832487847	0.0274782299215	0.0207545012479	0.0378358532741	0.0319722661817	0.0318172958845	0.0849994813045	-128.309305772	0.292859395976	0.310097780083	0.0406335130694	0.394880720692	0.399073276087	0.0684315277329	0.0860765020584	-34.697725386	0.177301575578	0.175349050386	0.0326780855834	0.168610624158	0.166220964837	0.0200439863019	-0.0165501630269	-23.2698383777	0.292003210873	0.292108503735	0.0152342457575	0.287145947531	0.287918124232	0.0131079936647	-0.203208550952	-184.297573171
TP53	-0.5304638611	9.9692148611	9.438751	0.0631368482305	0.0492945297362	0.0348617881778	0.0467951425461	0.0385702567056	0.0209166226723	-0.0858636543888	-300.0	0.340117676115	0.349820530553	0.0387814819114	0.439696856653	0.446443330345	0.0502410495204	0.0687742718754	-98.4058917362	0.274803042887	0.270820575164	0.0282892910891	0.286286556864	0.278471106587	0.0424048555542	0.0536152899758	-26.2303721693	0.283035338166	0.282270488446	0.0323310432932	0.279867802989	0.279103967349	0.0191453269873	-0.0559838688204	-88.4502094117
KLF4	-0.5264230167	4.3891591111	3.8627360944	0.0652352332183	0.0566642290789	0.0282604168507	0.0871856788912	0.0764360185412	0.0424595540356	0.0862093409323	-300.0	0.548372754257	0.551210751017	0.0410182922707	0.405311858195	0.411353467409	0.0301963667159	-0.0514382161252	-300.0	0.402164437243	0.39677136351	0.0250317727081	0.412858264389	0.404064334275	0.0371928168371	0.046239533096	-300.0	0.331540947958	0.33079710651	0.0394177304275	0.328616051207	0.327093103891	0.0280903614321	-0.0033371173578	-300.0
HLTF	-0.5141725	8.3729281667	7.8587556667	0.0741316508653	0.0611218072926	0.0346883773196	0.0561795451718	0.0477352142347	0.0201735305605	-0.0715037127358	-300.0	0.546656299302	0.552171954785	0.0449865260578	0.407972401271	0.415398179864	0.0355729467279	-0.0317412702646	-300.0	0.349429131744	0.344839522628	0.0276056859332	0.36092120304	0.352803246674	0.0412477280087	0.0556202714021	-65.1394983825	0.3105414134	0.310203727809	0.0278668997773	0.30713287518	0.306607058145	0.0193032717766	-0.058898494174	-276.006939929
CEBPB	-0.5116559222	6.3966905556	5.8850346333	0.0397347320862	0.0293111556241	0.0337271991973	0.0571491061844	0.0433832707728	0.0395262730708	0.0119676139237	-270.326201376	0.33039416822	0.348214980474	0.0416877827635	0.446899412672	0.4555081623	0.0690511636166	0.0416730572559	-91.9179456741	0.278681078552	0.2760274916	0.0224999594027	0.288756508213	0.283828811251	0.0361357534202	0.0288670748901	-28.4095601629	0.303782007317	0.303412062974	0.0218075794054	0.301052998656	0.300405397225	0.0155369421863	-0.0788224692323	-102.269798233
MAFB	-0.3975071222	5.0393535	4.6418463778	0.0847211834774	0.0695405819616	0.0466159783373	0.0616581720881	0.0495621589377	0.0316968712625	-0.0419943135366	-300.0	0.49363887691	0.497581429747	0.0642830882432	0.365257894576	0.379159360428	0.0390810746353	-0.0104638638181	-198.018773857	0.377989525017	0.371329301592	0.0400235847997	0.364873063325	0.3611943554	0.0254075479436	-0.00626705674647	-87.3193373686	0.324574263242	0.324952539838	0.0301312215233	0.321023623346	0.321639603912	0.0221038837647	-0.0497920567995	-148.129508967
E2F1	-0.3927608556	7.4081001111	7.0153392556	0.0689710141381	0.0591667380801	0.0330863016985	0.0930343192519	0.0794901273211	0.0470493313916	0.0404362826363	-300.0	0.527150072955	0.530936986215	0.0477597387603	0.391433134001	0.399690853154	0.0317937743197	-0.0347453504066	-300.0	0.407662067985	0.404190572085	0.0230381192266	0.416373547555	0.409827926619	0.0355554846737	0.0542670568853	-104.581466315	0.34106861974	0.339965936761	0.0227688590786	0.34224825137	0.342327399294	0.0357281922514	0.0510858154631	-69.4526600654
GFI1B	-0.3699532556	5.525732	5.1557787444	0.0428766697912	0.0358185367083	0.022542479982	0.0574504737319	0.0455140825695	0.0344717600904	0.0596706213233	-300.0	0.34116669344	0.355721093636	0.0387442737038	0.469144063091	0.473896417437	0.0663666033284	0.0126296605449	-218.790707165	0.421078420331	0.418246689963	0.0185254416267	0.426547277656	0.422882385114	0.0303286501535	0.0662698926184	-35.3076024021	0.35008920966	0.349122753526	0.0298866864296	0.343354739538	0.344398928839	0.0192321339763	-0.156752209905	-300.0
INSM1	-0.3575675111	6.7003285	6.3427609889	0.0470617742404	0.0405649403178	0.0207210769117	0.0590185230448	0.0499935819924	0.0302783250457	0.0970619304321	-300.0	0.581069962222	0.584692567301	0.0494312817848	0.431526614107	0.439915128507	0.0310275635345	-0.0499049481486	-300.0	0.253216735053	0.248452098103	0.0294530825946	0.265942599831	0.257011950088	0.044902624579	0.0465567981306	-115.364078293	0.29519834244	0.294569087744	0.0214731619053	0.297250568744	0.297006511667	0.0258928841444	0.00804797374053	-191.978209313
TCF12	-0.3528880278	8.6383393611	8.2854513333	0.0695845630967	0.0537998068863	0.0384749769962	0.0501456872401	0.0398758416944	0.0263801920225	-0.0331815654074	-300.0	0.504519560212	0.508676213229	0.0478892473478	0.379960142213	0.388539958644	0.0333660383007	-0.0247649096509	-300.0	0.288487803359	0.285137522682	0.0234166748798	0.295707601629	0.291267564769	0.0313735141981	0.0627529535467	-83.7946312669	0.319012239671	0.318708095911	0.0223967833034	0.316426166981	0.316014792617	0.0163929486471	-0.0420407252729	-300.0
MECOM	-0.3505778778	2.913285	2.5627071222	0.0550008897119	0.0405194492776	0.0341849560394	0.0453651774197	0.033229667793	0.029955052984	-0.0130562496928	-300.0	0.294094509682	0.308525772179	0.0353404479959	0.388825319148	0.393296505189	0.0608223145548	0.133805850255	-67.1709070334	0.252244791808	0.248093970788	0.0372674825573	0.241797538787	0.239441106359	0.0196980175155	-0.00493979291409	-34.5380601581	0.299508489109	0.298509464854	0.0213898285567	0.297195619538	0.296404308653	0.0207503699294	-0.0710941542616	-139.239730349
FOXO1	-0.3458356944	8.8310241667	8.4851884722	0.0666016722661	0.0522665444564	0.0391470573826	0.0522532428798	0.0420549776532	0.0329924077905	-0.107648264446	-300.0	0.340423177986	0.350369123088	0.0316864716554	0.446911642483	0.450192116781	0.053472777347	0.0461299700855	-225.40584545	0.310946533206	0.308048501276	0.0291463324417	0.301548399814	0.299104023732	0.0186369201458	-0.0120636038397	-77.7838760822	0.313944867974	0.313709879912	0.0187580884214	0.311011623089	0.3109523429	0.0156712308053	-0.119808945636	-300.0
HINFP	-0.3446163778	7.6395064444	7.2948900667	0.0918686436949	0.0723769647945	0.0591264744326	0.128586148948	0.0992686797539	0.0889852938811	0.0826772820741	-50.6524706221	0.241142230547	0.243897053393	0.0366251746016	0.322610781919	0.327067353461	0.0436703979431	0.207385262247	-38.6610107285	0.32502097346	0.318232537896	0.0432532015798	0.350170132093	0.33865797661	0.0701200612834	0.00342251188247	-17.1678091506	0.304572763101	0.304775653831	0.0252359000139	0.30655387517	0.307595932882	0.0409485919832	0.0142418353915	-9.69997817873
MEIS1	-0.3283718889	2.8871627778	2.5587908889	0.0707715418818	0.0550800322098	0.0393703057891	0.0502917550562	0.0397299966894	0.0263934153014	-0.0675639548926	-300.0	0.503687816565	0.507838502104	0.0515361653106	0.37877421061	0.38820257432	0.0337292885865	-0.025346664964	-300.0	0.288476200938	0.284963153722	0.0233787216345	0.296289702923	0.291567577014	0.0312885511379	0.0552628728302	-111.268542796	0.30664806207	0.306544680572	0.0233403683865	0.304065643769	0.303948792822	0.0166419981238	-0.0380786734899	-300.0
MAFK	-0.2310576111	6.9924892222	6.7614316111	0.0753827152046	0.0676459525871	0.0297146346981	0.0942657553262	0.0810665810632	0.0424825864859	0.0458276173736	-300.0	0.495605872956	0.501071110179	0.0687993354395	0.368689461798	0.38157046368	0.03773457559	-0.00303424254561	-148.987096716	0.290164923502	0.287115741636	0.0228815394684	0.298955198044	0.295572433155	0.0306525574969	0.01998099311	-51.3459072518	0.271070497879	0.270333568769	0.0238077643791	0.265538127318	0.266516096793	0.0188960648198	-0.112471797187	-202.224908522
CTCF	-0.2180552611	8.924475	8.7064197389	0.0466632245795	0.0395104606759	0.0284699435464	0.0653346648406	0.0568451919573	0.0344915905238	0.0424294042282	-300.0	0.547543071902	0.550641750394	0.0473956751078	0.411241857335	0.419518822801	0.0296539045205	-0.0315853029451	-300.0	0.329362189556	0.325615056726	0.022444841042	0.337069302958	0.332394664195	0.030997255391	0.0567250403673	-223.325455573	0.329240406096	0.328572762198	0.0274913700657	0.325925864605	0.32607381551	0.0199990015702	-0.0416859987588	-300.0
SREBF1	-0.1923034944	7.1390808056	6.9467773111	0.0606489265147	0.053110620455	0.0272033843929	0.0711033885012	0.0580325696621	0.0392587760579	0.160099299679	-161.8534411	0.506328920695	0.50926908716	0.0565190026321	0.375260000001	0.386034388087	0.0344609579715	-0.0238732878418	-188.790567064	0.42537074923	0.421810476422	0.0235360494193	0.434990084766	0.429435699009	0.0397060263231	0.0444005410258	-41.0768952317	0.308448081947	0.308193613957	0.0298821303137	0.306390107676	0.306106398115	0.0203610831586	-0.0288779846342	-96.088074915
FOSL2	-0.1665596	5.7409766111	5.5744170111	0.0522924902075	0.0398247357181	0.0335154932338	0.0347358376647	0.0284443844588	0.0201750603061	-0.0174622343653	-300.0	0.567307103758	0.573058030645	0.0392038725437	0.425038068681	0.429612894194	0.0386078829209	-0.035151471528	-213.369989423	0.247020724568	0.243526693831	0.0298118316837	0.236718326909	0.233369000203	0.0243795610448	-0.0025507673395	-85.9316022067	0.262058520224	0.261809613601	0.0183812576336	0.262163613563	0.26289519175	0.0207611268136	0.0668838408011	-40.2978093547
ELF5	-0.1150496167	3.2673951111	3.1523454944	0.0715468185561	0.0609092621801	0.0356701867925	0.0527184754442	0.0464663436604	0.0255476406894	-0.00948289139717	-300.0	0.506100338108	0.509367958045	0.0564984494305	0.374133102975	0.38507722634	0.036159199884	-0.0126848963405	-257.079968069	0.28882250058	0.284754376093	0.0352253901457	0.278250730327	0.275319755966	0.0214348708533	-0.0183402219738	-99.5180372219	0.290272737565	0.290538021046	0.028222054642	0.288380004028	0.288497004532	0.0181654383802	-0.035923311543	-160.938541782
