88	4	asc
0.99203076898	0.989130419004	0.990510357174	0.98790329418
0.842608151545	0.835388232745	0.836043991063	0.829109980461
0.999775802706	0.999108015053	0.999686724317	0.999062575066
0.812367873358	0.805860009777	0.806340166601	0.800069277032
0.930543973152	0.922745337002	0.923804630074	0.916593147239
0.96092865686	0.953463029714	0.954775205812	0.947574879005
0.998430801413	0.995415927619	0.996803541092	0.994264131508
0.991957940751	0.985876526055	0.988779432979	0.983431837035
0.992712771126	0.98988942604	0.991224282769	0.988649070112
0.953422203965	0.947152970087	0.948668359434	0.942808767106
0.726180780408	0.718624731553	0.718741483636	0.711383229248
0.964467053212	0.959282374414	0.960866353316	0.956046466687
0.990153758922	0.986954260634	0.988486219148	0.985609834843
0.930097473562	0.922079489759	0.92965650391	0.922414267071
0.97748198678	0.973076544388	0.97499734744	0.970961148065
0.904845153658	0.896767401031	0.897574436425	0.890051326161
0.807551871118	0.799413039032	0.79962966542	0.791763899623
0.910178616278	0.903877096	0.904797390495	0.89881680735
0.983188040595	0.977940504349	0.9800382064	0.975297839707
0.978758401944	0.974474851545	0.975871680858	0.971957113484
0.974481987478	0.968028416467	0.970198781799	0.964162023043
0.987544605512	0.981646728697	0.98399121904	0.978292101334
0.975578696572	0.968246330027	0.971208275149	0.964732219241
0.87144884217	0.864614239581	0.865337221666	0.858786833925
0.959300767325	0.952991393432	0.954299801399	0.94835312183
0.87865195121	0.87171700839	0.872160203293	0.865464195691
0.976250640219	0.971923159778	0.973214976577	0.969194172613
0.95353695222	0.949320220831	0.950368471338	0.946417346373
0.97463011144	0.97022105368	0.971775291962	0.967746518569
0.995386156993	0.993873727261	0.994757058741	0.993374196465
0.97942843039	0.975483207367	0.977100366162	0.97350333851
0.999177807454	0.998500339654	0.99907855474	0.998490015684
0.936440464284	0.930995453143	0.932709336555	0.927691116811
0.952142940703	0.947169801109	0.948515782866	0.943837860529
0.996147515407	0.994049258662	0.995463402362	0.993578514428
0.87681162888	0.869888288115	0.870414223335	0.863729928096
0.966899091686	0.960204663268	0.962790820088	0.956853414006
0.987482225454	0.981584827273	0.984045487429	0.97854269994
0.990780870547	0.984073646002	0.984450233721	0.978406838717
0.990604514949	0.986143579939	0.988647822805	0.984507754286
0.984179005857	0.979675919474	0.98155294515	0.977385793999
0.984035446422	0.980656547204	0.982301604598	0.979203121772
0.938464819295	0.931159873418	0.932507697461	0.925425802897
0.981132747596	0.976299132633	0.978300725699	0.973832438191
0.97948654481	0.974852761444	0.976643557464	0.972352422749
0.97292180048	0.969186359976	0.970645342765	0.967171085803
0.997259161832	0.992513374651	0.995690727474	0.991342916765
0.999297358235	0.998019337666	0.999063837435	0.997813560616
0.996530946549	0.993281966653	0.995359245014	0.992390760137
0.986439574153	0.982626001152	0.984520355453	0.981028865222
0.985344398412	0.981277724338	0.983415425416	0.97958374473
0.997474669238	0.996472467169	0.997176895981	0.996251227111
0.992205269111	0.990117846348	0.991271732644	0.989367362875
0.938029199613	0.932517376888	0.93381103115	0.928620951071
0.994508386176	0.992212525622	0.993528896193	0.991446304287
0.975145558002	0.970514822987	0.97217255696	0.967891035034
0.777292280302	0.769900666631	0.770039067417	0.762818537085
0.797909663592	0.790955412512	0.791247883206	0.784474478002
0.991437431027	0.98888197621	0.990258435228	0.987916003852
0.980862412209	0.978326919191	0.979412626998	0.97707358622
0.999383227634	0.998232929296	0.999126544452	0.9980409361
0.993225620655	0.989627882332	0.991689566117	0.988487683018
0.954284609916	0.950850900684	0.952141656316	0.948971576603
0.855837759017	0.850225280085	0.851151326533	0.845792769297
0.976884211735	0.972822771915	0.974483129934	0.970710938335
0.98276908893	0.976184039293	0.980058759623	0.974081841366
0.886509926812	0.879952456672	0.880897640611	0.874614845719
0.98871690915	0.981513673245	0.985316450414	0.979478432573
0.873478371681	0.866336042876	0.867220933573	0.860461856687
0.931496334913	0.926940653503	0.928128832177	0.923855388212
0.993729300831	0.991379550075	0.992591067807	0.990428469405
0.99311748934	0.987066424076	0.990706946941	0.985768600785
0.995621050925	0.992266485411	0.994669182985	0.991295209527
0.996827740621	0.993372798914	0.995435135092	0.991811720001
0.954622823774	0.950139113876	0.951433773716	0.947234207274
0.9816522386	0.979134655765	0.980288524129	0.977956669731
0.971192589962	0.967330265331	0.96870009917	0.965105211555
0.976344823996	0.972875299942	0.97449119976	0.971366450505
0.981589427991	0.977715733242	0.979397537192	0.975836518366
0.991387034619	0.989401152471	0.990502421721	0.988603016317
0.984831595741	0.981443575111	0.98296690353	0.979824655587
0.966356629386	0.961619594492	0.962959370125	0.95852124551
0.99660039059	0.994673488047	0.9958994173	0.994167831542
0.989462839095	0.987913698916	0.988602387681	0.98716122723
0.895831116411	0.888853855282	0.890825756695	0.884233638625
0.992321034551	0.989148929345	0.990900262855	0.987990585349
0.984765995637	0.981921512498	0.983183537129	0.980540737549
0.88945402942	0.882516841751	0.883635508156	0.877096068306
