FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.701877346163	0.407291600416	0.0363330408378	0.0	0.843817409048	0.845345728109	0.84538261322
ATF3	0.73426467604	0.738874139443	0.0957450963284	0.0430891572873	0.937029419952	0.964317142181	0.956226966974
BHLHE40	0.814807372927	0.650315591734	0.0737379838867	0.0280743488117	0.907180821584	0.916091354863	0.918193381395
BRCA1	0.705661980171	0.704978662873	0.0	0.0	0.83413940256	0.845471787577	0.839687055477
CEBPB	0.728847716327	0.272117824347	0.0570573227277	0.012089857652	0.647502898478	0.649589034844	0.649870149931
CTCF	0.373634485619	0.228693667222	0.241880175391	0.361620759866	0.527568662183	0.534001831202	0.55288582775
ELF1	0.850900588737	0.587841652155	0.0445116932481	0.0429679100972	0.859263626567	0.866671135229	0.874498920993
GABP	0.83201304335	0.772007139833	0.0576006212623	0.181875615172	0.90242554081	0.911367861987	0.915881485273
JUN	0.572427748325	0.107565579069	0.0409023613824	0.0646919120573	0.279611257241	0.282181459654	0.28197030229
JUND	0.902020172131	0.379784213532	0.0647454777949	0.0217515838554	0.802560752723	0.806071145779	0.820601016009
MAFF	0.923040692107	0.0298868355819	0.00775528402885	0.0599752459998	0.104662662413	0.104894203832	0.104906585613
MAFK	0.942258142007	0.0176372526953	0.00615324370752	0.0465091153992	0.0710903701929	0.0713290153942	0.0712916658633
MAX	0.909570607615	0.481704181787	0.0405855472569	0.00206840193022	0.796417337333	0.808733753677	0.801183478576
MYC	0.902963093214	0.678258451151	0.035020052445	0.00467750108487	0.922213816668	0.936027737008	0.929509609355
NRF1	0.43861896977	0.846506597722	0.490997547387	0.629559212332	0.852749403623	0.912367077861	0.906534138329
RAD21	0.375313356768	0.237148452157	0.252941610078	0.359043896003	0.542777908395	0.550085012539	0.569077103721
REST	0.775954408113	0.196362877483	0.100366159318	0.654422553186	0.373711059702	0.374397677267	0.41451429474
RXRA	0.886339371967	0.600744864502	0.106719616	0.0300835534355	0.904124679609	0.907229223291	0.918793543027
SP1	0.506962415352	0.74635499876	0.285122228848	0.116749647622	0.950870187164	0.958235143202	0.961816257518
SP2	0.384355501841	0.632111048461	0.198839618855	0.169381223994	0.822369467716	0.822758547503	0.82751002367
SRF	0.599988381037	0.246983796237	0.0255193373888	0.0544649620628	0.564998404326	0.567728288156	0.566506213641
USF1	0.732592437693	0.192687490671	0.0301803037326	0.0327623877601	0.433145655378	0.437640070962	0.435376577695
USF2	0.636234630972	0.348594792708	0.0543926144713	0.0229508735558	0.566054577906	0.572791892577	0.581962189384
YY1	0.921427040771	0.608412239606	0.0372192835844	0.0867413303673	0.840862816178	0.8475950053	0.844013834595
