FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ARID3A	0.701877346163	0.318903519878	0.0317015911201	0.0	0.791043091078	0.793381499536	0.793439003545
ATF3	0.73426467604	0.588851288567	0.0792675284488	0.023974887019	0.890827970605	0.938136666364	0.924110737989
BHLHE40	0.814807372927	0.368720864047	0.0401929127412	0.0113257475679	0.762259191549	0.795627338782	0.780598846354
BRCA1	0.705661980171	0.645655270655	0.0	0.0	0.78433048433	0.801353276353	0.792663817664
CEBPB	0.728847716327	0.223098116177	0.0484892551602	0.00889183287901	0.597408968019	0.600362930054	0.600758413647
CTCF	0.373634485619	0.0570344418416	0.163110093023	0.230580423896	0.422848330253	0.440773973892	0.456653833991
ELF1	0.850900588737	0.339920025934	0.0205391832537	0.0159441155852	0.708391463206	0.7368014958	0.72204278439
GABP	0.83201304335	0.536269128115	0.0243719221281	0.0674384777538	0.832049086138	0.859265448901	0.855746927277
JUN	0.572427748325	0.084329624614	0.0342162544063	0.0490629630999	0.247958160135	0.251756041091	0.251452642421
JUND	0.902020172131	0.175340058764	0.035604401075	0.0103412601849	0.626106547836	0.637331689093	0.629937193673
MAFF	0.923040692107	0.0229968631269	0.00615886579695	0.0478262436035	0.0882380486556	0.08860532623	0.0886122025836
MAFK	0.942258142007	0.01333758917	0.0047554780735	0.0370752501658	0.0582465010644	0.0586183791686	0.058556952436
MAX	0.909570607615	0.414498377866	0.0345112638533	0.00165349013524	0.743092726473	0.761226617552	0.750107414333
MYC	0.902963093214	0.457887065171	0.0206054867672	0.00232805101294	0.808164326105	0.845367435377	0.824264843994
NRF1	0.43861896977	0.696227208271	0.356060843234	0.493455130449	0.701434723193	0.823248427088	0.81149357595
RAD21	0.375313356768	0.0587629692344	0.170808779676	0.223116780378	0.436894824466	0.456608352577	0.472618186348
REST	0.775954408113	0.0807898490458	0.052515151291	0.585722986932	0.299638517587	0.30147070844	0.325488653629
RXRA	0.886339371967	0.210142694266	0.0463621532678	0.00693802208043	0.733153019024	0.747987072806	0.74173801421
SP1	0.506962415352	0.515550430822	0.183933708585	0.066001328609	0.89507165017	0.912989948332	0.918023288502
SP2	0.384355501841	0.488649052151	0.125406832871	0.101877900232	0.779766338288	0.782426924511	0.782291635279
SRF	0.599988381037	0.203667873746	0.0212946904459	0.0460413095274	0.514240551566	0.518243389002	0.51645300502
USF1	0.732592437693	0.163331888483	0.0244968096982	0.0265346214865	0.386955838186	0.393448828597	0.390173128876
USF2	0.636234630972	0.252060418197	0.0314034216097	0.0113767442865	0.470778718624	0.488537607465	0.48111753143
YY1	0.921427040771	0.557711905402	0.0317897407917	0.0713389735956	0.806325266767	0.815830212759	0.810774166907
