FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
ATF3	0.708001126681	0.970028990712	0.674799813744	0.629131975356	0.991855857179	0.993553237196	0.993477062448
CEBPB	0.797313303732	0.471177540966	0.195308720409	0.208028837782	0.590867238643	0.625219580233	0.612815217363
CTCF	0.307857401676	0.630058717028	0.542784638198	0.469390373967	0.825220057434	0.836909933663	0.830635129602
E2F6	0.75974721118	0.790200905202	0.260202625592	0.163641164392	0.91686496764	0.932324400456	0.9276466914
EGR1	0.589907143569	0.563160983956	0.248652211987	0.182182620098	0.746697507037	0.777727955308	0.765612058842
ELF1	0.451732801329	0.762588453055	0.110223226786	0.217162271472	0.867982851601	0.878741014216	0.874301838596
ETS1	0.741140241619	0.93578970874	0.0645079782375	0.12047776321	0.983852017401	0.98841173087	0.9876159886
FOS	0.813434556814	0.899260305767	0.297052369996	0.10159702793	0.974215530144	0.9824124334	0.980692287523
FOSL1	0.820990733128	0.832136478815	0.252811112895	0.130203004496	0.940770676133	0.956800615285	0.952295771204
GABP	0.501515517965	0.780241017573	0.171601216441	0.248813927789	0.891690561388	0.903689369677	0.900269786706
GATA1	0.286378844901	0.951948615663	0.371023519459	0.108045907871	0.979889360913	0.983956753167	0.983263258115
GATA2	0.353671397066	0.895081929942	0.38990116467	0.0745508598858	0.94783654087	0.953159485492	0.951400024783
IRF1	0.88351372027	0.617317401722	0.189711237291	0.404981428301	0.747310273806	0.779604278709	0.768858355759
JUN	0.639736811	0.931202574627	0.511342839619	0.127591671389	0.983295047837	0.987211037473	0.986317438366
JUND	0.800851548532	0.80481819487	0.281713287291	0.13413925556	0.920049381267	0.938574947773	0.93297282698
MAX	0.833882366455	0.872401742762	0.238317913405	0.0581513213356	0.947733662946	0.957869257177	0.954564933728
MEF2A	0.628077659486	0.903890923818	0.202500271103	0.357364652927	0.953183011375	0.957694525103	0.956102166485
MYC	0.719320467948	0.957127463035	0.241751626103	0.0804744100542	0.990001462977	0.992194688395	0.99169127936
NFE2	0.516392377121	0.872348975882	0.520207512414	0.63611224389	0.963951897779	0.972210189478	0.969872674687
NRF1	0.0716841487793	0.751593156559	0.511289270051	0.435844799319	0.912236415108	0.717608394603	0.757865202412
PU1	0.484821088307	0.590839477468	0.111375972242	0.361589759126	0.728085645034	0.745883854368	0.738125403732
REST	0.892604542152	0.379942707425	0.250594155022	0.62302801007	0.519904389916	0.567224664977	0.551264659742
SIX5	0.860544873258	0.866550896227	0.225070470313	0.411617076619	0.939815597394	0.951541145146	0.947941351725
SP1	0.616626462115	0.900090545324	0.525211841155	0.24192368619	0.968225557425	0.973574706661	0.972207949196
SP2	0.52729910738	0.876425696996	0.414389032925	0.271899965688	0.958905140003	0.965605437387	0.963698824413
SRF	0.798682081359	0.747804402663	0.113311157578	0.309186953324	0.848331225531	0.866439922442	0.860426114466
STAT1	0.88937809234	0.894784822114	0.14085477969	0.146846871425	0.945958883829	0.95347065522	0.950729800033
TAL1	0.434047420819	0.866987805305	0.121560156516	0.243057576547	0.954727161564	0.960870097905	0.958552477527
USF1	0.475686665311	0.654882654198	0.265173447548	0.269357417009	0.779639828867	0.795681496295	0.788661710928
USF2	0.266383809419	0.878947457852	0.414272953585	0.293562808976	0.953218555974	0.956432953393	0.954681354232
YY1	0.921995229724	0.883890703906	0.280473893773	0.541752515775	0.931799162972	0.940938509411	0.937868397014
ZBTB33	0.296810180202	0.573409982631	0.349371068607	0.238177961428	0.719614523418	0.73439653152	0.72739514659
ZBTB7A	0.785072235819	0.776892693019	0.238534553568	0.0254316093442	0.8858406082	0.902135833611	0.896570981285
ZNF263	0.907998758355	0.483747012368	0.112765711623	0.258814144583	0.602391604395	0.629864138853	0.620788465891
AR_R1881	0.500630034346	0.209612585034	0.0933589306644	0.179778692768	0.304987820147	0.325839544488	0.316568609958
GR_withDEX	0.946715395192	0.632081203782	0.170290877253	0.344539084703	0.749661558705	0.781046255779	0.770405693048
