FACTOR	PEARSON	TC	FOS	PWM	HMMD	HMMD_BC	HMMD_BCN
BRCA1	0.524652670838	0.993864729593	0.492567226025	0.495758344201	0.99731248377	0.997770573752	0.997600539199
CEBPB	0.780834642694	0.883669293775	0.572907351021	0.625390005618	0.905177928971	0.912781659256	0.909906348602
CTCF	0.208417231085	0.919517320801	0.611652290321	0.838789063996	0.943496851972	0.945083665505	0.944328205664
E2F4	0.589728584283	0.961525437015	0.515187121482	0.620514543764	0.982162032158	0.989135996299	0.987141892459
E2F6	0.703452160018	0.989462767197	0.489987313381	0.664473579185	0.997929482277	0.998221363576	0.998156974557
ELK1	0.354484864291	0.988478735479	0.599641629338	0.60793475916	0.997212692586	0.998246621602	0.998133787308
FOS	0.449782798962	0.977081077236	0.702873174777	0.627630733828	0.991922172704	0.993209967479	0.992777634614
GABP	0.405741792188	0.981932478572	0.620857204119	0.710700008568	0.990765745791	0.991650447491	0.991450441789
JUN	0.54198796637	0.957745980715	0.617561257459	0.63229190337	0.971546608061	0.973705115823	0.97283385479
JUND	0.485269302511	0.928012470472	0.64650637772	0.698701926956	0.948231433648	0.951405586616	0.950054333727
MAFK	0.690486258961	0.737313120082	0.534550949144	0.74825707647	0.765020946331	0.775234656547	0.771198335223
MAX	0.497657931919	0.986420161935	0.488973945256	0.493664519429	0.992361639804	0.993077953623	0.992782666374
MYC	0.466348528368	0.99419408659	0.520843685858	0.537002978286	0.99761162787	0.997805089352	0.99773807368
NFYA	0.801940692214	0.974452659241	0.53179356081	0.65861608445	0.981140117034	0.982654142156	0.982122317576
NFYB	0.876793366748	0.874370977594	0.490054493244	0.709978995087	0.889799909469	0.895977827042	0.89371533426
NRF1	-0.0235383217217	0.968461932024	0.808268374759	0.852618228398	0.958816697284	0.98713822705	0.987280878475
RAD21	0.201093133584	0.918350466851	0.635541753506	0.847982455143	0.94089473492	0.943245046078	0.942550256817
REST	0.410442566066	0.786083365525	0.560471989757	0.873581263141	0.817692983427	0.823184199858	0.820532731362
STAT1	0.753382738153	0.849727944456	0.546276496321	0.731398370278	0.871881309413	0.87985182494	0.87680544208
USF2	0.305731279981	0.95013013459	0.576670144482	0.748380995293	0.964205412684	0.965323794696	0.964652583221
ZNF143	0.693382266987	0.98739641749	0.609153401888	0.756325952968	0.993197817299	0.994207198764	0.993888231952
