ER_0min_F	ER_0min_R	ER_10min_F	ER_10min_R	ER_160min_F	ER_160min_R	ER_2min_F	ER_2min_R	ER_40min_F	ER_40min_R	ER_5min_F	ER_5min_R
-0.115136707401	-0.0724617309099	-0.0180881944049	-0.0139306027235	-0.0261990865483	-0.00995623054977	-0.0179427021611	-0.0185766908808	-0.0199131464294	-0.0112001220027	-0.021005588592	-0.0155496353574
-0.0658680179952	-0.0542475247178	-0.0184645241054	-0.0206948007721	-0.0187645371492	-0.0215191149869	-0.0184927895188	-0.0285409316682	-0.0164073854936	-0.0172234577166	-0.017449299436	-0.0276727051854
-0.116625862327	-0.0398884611272	-0.015003720327	-0.0173435435652	-0.0288468973953	-0.0249377005112	-0.025863088876	-0.0240221322619	-0.0149409138981	-0.0142814904302	-0.02503387522	-0.0254874374386
-0.0661965344785	-0.0330520147368	-0.0138875461001	-0.0181967677002	-0.0215181474828	-0.0272309327268	-0.0216236186533	-0.0305697531355	-0.014132271637	-0.0189114964565	-0.0144262432107	-0.024800269152
-0.0589056592922	-0.0760418128013	-0.0149747189153	-0.021837695752	-0.0165252746615	-0.0220357118161	-0.024302486927	-0.0285242877697	-0.0164637452842	-0.0199882640107	-0.0192036755492	-0.0246681733556
-0.104170155277	-0.114071546403	-0.0184347783493	-0.0215313102859	-0.023602121838	-0.023036545926	-0.0318942887703	-0.0275252181742	-0.0168396564348	-0.0194817933914	-0.0273505228654	-0.0236977028615
-0.0521054149786	-0.0720294787745	-0.0184701345945	-0.0233371594814	-0.0272849567216	-0.0327081393343	-0.0299689843532	-0.0316272346414	-0.0188652463301	-0.0200057956766	-0.0250552908069	-0.0309047185859
-0.0703040807668	-0.0125548063364	-0.0116298239165	-0.019625262755	-0.0107770911193	-0.0291793229585	-0.0136797478853	-0.0302884320706	-0.0107249280731	-0.0197916258097	-0.0160850880894	-0.0248795223668
-0.011950202967	-0.0801816232915	-0.0154252955653	-0.0207380331899	-0.0202339181614	-0.0404850100833	-0.0272004420308	-0.0361961721047	-0.0129131901476	-0.0184921771898	-0.0168155028652	-0.0240423515946
-0.109652924046	-0.0337690467992	-0.0181314700832	-0.0232134100791	-0.022012404691	-0.0404079410293	-0.0212867007748	-0.0333598062034	-0.0183189400155	-0.02167445785	-0.0206008522554	-0.03102829261
-0.0877839427767	-0.0737797667961	-0.0265659584402	-0.0255388114646	-0.0341504168761	-0.0313690615808	-0.0401292232911	-0.0400817001368	-0.0233156902414	-0.0229216607963	-0.0321209078609	-0.0359225829649
-0.0571323620091	-0.0764820436407	-0.0215192540426	-0.025844422584	-0.0255279721038	-0.0320176313957	-0.0397282141638	-0.0339688475831	-0.0202065633267	-0.0237284909826	-0.02847637937	-0.0337317637041
-0.0472377731089	-0.071868095194	-0.025611635888	-0.0168359206291	-0.0361680314535	-0.0274169095116	-0.0447650347869	-0.0357235928145	-0.0234404432331	-0.0170815765929	-0.0320837359659	-0.0298647930541
-0.106144240153	-0.0470723639732	-0.0319535721416	-0.0152468672376	-0.0443427597558	-0.0255686417556	-0.059559111719	-0.032163747795	-0.0280660338003	-0.0154268455328	-0.0470177782958	-0.019680549182
-0.0830998362933	-0.0938674810319	-0.0281206891739	-0.00928606292424	-0.039675421213	-0.0148923367459	-0.0360979113013	-0.00997915940519	-0.0253682572917	-0.0100623331261	-0.034088032578	-0.0157024987625
-0.0373544312244	-0.138276868496	-0.0140543439572	-0.0357755258437	-0.0142451623484	-0.0540052334779	-0.00887389090187	-0.0476562865359	-0.0126674210658	-0.0339311968468	-0.0148234415213	-0.0476965164346
