DU_H1hesc	DU_H7hesc	DU_HeLaS3	DU_HepG2	DU_Huvec	DU_K562	DU_Mcf7	DU_NakedK562	DU_NakedMcf7	UW_H7hesc	UW_HepG2	UW_Huvec	UW_IMR90	UW_K562	UW_LnCaP	UW_m3134_with_DEX	UW_m3134_wo_DEX
3.74837375781	2.88954935937	3.79611972656	3.63401467188	4.11280347656	3.63383828125	3.245971875	5.53764923437	5.18392557031	9.11413146875	4.1378405	5.05839335156	6.00768288281	4.61952141406	3.41850877344	6.98741140625	6.55342838281
2.65179542188	1.91328136719	2.70314082813	2.62953395312	2.72887316406	2.31266344531	2.39285377344	2.98189823437	3.15292667969	4.98772270313	2.47459249219	2.71107859375	3.11643889063	2.78045964063	2.26899503125	3.93727589063	3.8174018125
2.09210875781	1.60720378125	2.22586567188	2.100216875	2.21717078906	1.95989755469	2.06413049219	2.34131958594	2.53460492969	3.899943375	1.93585985156	2.08986920313	2.29174060938	2.08648504687	1.92554623438	3.00992649219	2.95704209375
1.76842741406	1.44350171875	1.839079125	1.74027073437	1.87567492969	1.70253767187	1.85955896875	1.92955889063	2.17599032031	3.11102528906	1.61937992188	1.67397774219	1.82032182031	1.71617925781	1.68626261719	2.45587179687	2.40915161719
1.52671857813	1.32839223438	1.58670224219	1.5158260625	1.63622717187	1.49215889063	1.70428246094	1.65619709375	1.90647927344	2.61757219531	1.35614559375	1.39225299219	1.5107319375	1.45863001563	1.4978656875	2.00338448438	2.00082603125
1.33437692969	1.20803891406	1.43527263281	1.35077689062	1.44776803906	1.3067614375	1.55290453906	1.45144671094	1.693109	2.28781846875	1.16744057813	1.20128219531	1.27649145312	1.23889878906	1.32913990625	1.74056664062	1.72621441406
1.17600430469	1.10663777344	1.31061823437	1.2326975	1.32289457031	1.16788424219	1.43241195313	1.28301594531	1.52993801562	2.01199269531	1.016696375	1.04407274219	1.09031329687	1.06428395313	1.21260732031	1.5087666875	1.49739207031
1.0605735	1.03348867969	1.189220625	1.13451177344	1.22831421875	1.06454111719	1.33884284375	1.16221805469	1.3825088125	1.77715445313	0.911353320313	0.913374265625	0.9478975625	0.926704109375	1.10969173438	1.30692479687	1.31204551563
0.966144	0.977040867187	1.10629672656	1.05686659375	1.13939746875	0.990757195313	1.256649625	1.04954217188	1.25332270313	1.5820961875	0.803679492188	0.813080710938	0.840309335938	0.82195009375	1.03374267188	1.15385614062	1.14811494531
0.880557648437	0.921445976563	1.0319905625	0.983639820313	1.051881375	0.930246609375	1.17974492188	0.95462559375	1.14609627344	1.4107334375	0.717618710937	0.725214039063	0.748233445312	0.731565070312	0.964903796875	1.02998022656	1.01069979688
0.797131414063	0.875727296875	0.955035546875	0.915015960937	0.985114234375	0.87060309375	1.10954749219	0.876997609375	1.06265527344	1.25853963281	0.64478140625	0.65560371875	0.672512570313	0.647261625	0.905445476563	0.905215375	0.902077671875
0.73568128125	0.834792445313	0.893951109375	0.844597679687	0.925018265625	0.814452835937	1.04519596875	0.813318695313	0.990444757813	1.12071652344	0.58580796875	0.591276617187	0.61016575	0.582494671875	0.849954195313	0.808076351562	0.80802315625
0.678704695312	0.79744646875	0.836205578125	0.785290304687	0.867052984375	0.765185335937	0.985622734375	0.75782165625	0.91468471875	1.00565482031	0.533541210937	0.524565695313	0.546824375	0.522044898437	0.7968175625	0.726562796875	0.730452375
0.621030515625	0.764493953125	0.780510101562	0.732380015625	0.812366492187	0.716172226562	0.925594179687	0.703741835938	0.838744578125	0.899045328125	0.484586523438	0.474689	0.489663398438	0.467008414062	0.746335703125	0.6543870625	0.651898898437
0.571082101562	0.730513117187	0.728769890625	0.684233960938	0.760034375	0.667135710937	0.877572109375	0.650264664063	0.775296617188	0.81359296875	0.4440074375	0.427185929687	0.439963234375	0.424672164063	0.701365640625	0.58904853125	0.591306320313
0.530614390625	0.694829804687	0.683934257812	0.642408398437	0.70970703125	0.6187515625	0.828222585937	0.599752148437	0.716358929687	0.729145078125	0.410161867187	0.388600679688	0.400342039063	0.381369453125	0.656474984375	0.535048523437	0.53794596875
0.491998921875	0.663429476563	0.640793828125	0.599052429688	0.665331078125	0.5742830625	0.777842671875	0.554906171875	0.657853570312	0.6659404375	0.372125101562	0.35472134375	0.368467578125	0.345055875	0.612846710938	0.48810521875	0.493067554687
0.458199921875	0.633382859375	0.602156914063	0.559388820312	0.620054304688	0.534663914062	0.737724960937	0.513272632812	0.603715648438	0.603351804687	0.337776609375	0.320319203125	0.331978695313	0.312708289063	0.575356007813	0.441233179687	0.447272789063
0.427910507812	0.604225171875	0.565692117187	0.525498023438	0.580050375	0.502031828125	0.70147840625	0.472905039063	0.554017765625	0.547882132813	0.307046789062	0.290695429687	0.298099429687	0.279819953125	0.540084828125	0.396571023438	0.407535867187
0.398420382813	0.577958757813	0.531386992188	0.489176570312	0.541962570313	0.471688921875	0.663886570312	0.434172320313	0.515439453125	0.490584617188	0.280254429687	0.263446609375	0.2655985625	0.249695804687	0.504342929687	0.360333203125	0.37018284375
0.37277471875	0.550187992187	0.496598367188	0.45185353125	0.504789421875	0.440673171875	0.626195859375	0.398633953125	0.473756210937	0.435778398437	0.253180773437	0.237345265625	0.240431773438	0.223779515625	0.4736503125	0.325894921875	0.339446640625
0.34586284375	0.526529804688	0.462459734375	0.417943117187	0.47061290625	0.40673615625	0.593081796875	0.36102328125	0.431088164063	0.38613903125	0.226936898438	0.2137320625	0.215326359375	0.198320859375	0.442817023438	0.295231703125	0.30474715625
0.321150007812	0.500740695313	0.431204523437	0.388528632812	0.4393958125	0.375173359375	0.560978796875	0.329740460938	0.388915085937	0.345086585937	0.205643953125	0.193525523437	0.19251078125	0.174722789063	0.413513351562	0.267353703125	0.277989382812
0.295562328125	0.473180117188	0.403129375	0.359264203125	0.40996784375	0.34879346875	0.52357309375	0.3014499375	0.347184382812	0.303701609375	0.186858796875	0.174803921875	0.171581601562	0.155411804687	0.381544476562	0.241010046875	0.252944460937
0.271671265625	0.443137960937	0.375020359375	0.33201503125	0.38188703125	0.319897539063	0.491110726562	0.272972859375	0.311756296875	0.268754953125	0.1656253125	0.155746632812	0.15090715625	0.138558101562	0.349108007813	0.218016851563	0.23056871875
0.2497174375	0.417095382813	0.343849117187	0.304087414063	0.352614570312	0.288538625	0.45092309375	0.24156853125	0.27958003125	0.236537921875	0.1459990625	0.134577203125	0.129601882812	0.122410210937	0.318794835937	0.194201945313	0.20429028125
0.229057828125	0.389306625	0.314297351563	0.278347992188	0.32244746875	0.259936085938	0.410488851562	0.214026742188	0.252948507813	0.202652046875	0.128578953125	0.11529284375	0.109706960938	0.104968164063	0.285814757813	0.168332835938	0.177889476563
0.207417648438	0.361555445313	0.281843835938	0.248598265625	0.293855476563	0.231278984375	0.368604742188	0.189909570312	0.225735757812	0.166622664062	0.11167246875	0.0983198359375	0.0940028828125	0.088436203125	0.251089953125	0.141828921875	0.150241125
0.182578	0.334985671875	0.245235554687	0.217049046875	0.265160710937	0.206053945312	0.321861039063	0.164238023437	0.194265171875	0.132846664063	0.095571984375	0.083632390625	0.077621921875	0.0734938203125	0.21967571875	0.119221953125	0.125930039062
0.155024382813	0.303499039063	0.206219335937	0.180856296875	0.231278710937	0.178801140625	0.26927378125	0.137962109375	0.166237429687	0.103169226562	0.079014125	0.0686789609375	0.061332953125	0.0598103984375	0.187277796875	0.098142484375	0.106647351562
0.1226701875	0.25699253125	0.160642617188	0.139958039063	0.183408882813	0.143535117187	0.211990484375	0.112166648437	0.13687528125	0.0761611015625	0.06192409375	0.0513481875	0.042346640625	0.0460444296875	0.141080109375	0.077975265625	0.0847800859375
0.082421671875	0.1836234375	0.0990370859375	0.0859224140625	0.111014539062	0.0878494921875	0.130802617187	0.075694109375	0.0986435703125	0.041871625	0.037342734375	0.031034640625	0.0224849296875	0.030443875	0.079284734375	0.050321515625	0.056225125
