DU_H1hesc	DU_H7hesc	DU_HeLaS3	DU_HepG2	DU_Huvec	DU_K562	DU_Mcf7	DU_NakedK562	DU_NakedMcf7	UW_H7hesc	UW_HepG2	UW_Huvec	UW_IMR90	UW_K562	UW_LnCaP	UW_m3134_with_DEX	UW_m3134_wo_DEX
0.73828125	0.833333333333	0.65625	0.677083333333	0.641927083333	0.798177083333	0.62890625	0.436197916667	0.49609375	0.479166666667	0.580729166667	0.505208333333	0.373697916667	0.561197916667	0.786458333333	0.522135416667	0.5234375
0.70703125	0.759114583333	0.68359375	0.686197916667	0.661458333333	0.71484375	0.596354166667	0.427083333333	0.506510416667	0.483072916667	0.610677083333	0.515625	0.377604166667	0.540364583333	0.70703125	0.540364583333	0.54296875
0.68359375	0.705729166667	0.649739583333	0.671875	0.64453125	0.680989583333	0.602864583333	0.458333333333	0.475260416667	0.520833333333	0.579427083333	0.544270833333	0.380208333333	0.549479166667	0.678385416667	0.51171875	0.514322916667
0.690104166667	0.665364583333	0.639322916667	0.639322916667	0.584635416667	0.661458333333	0.588541666667	0.458333333333	0.489583333333	0.526041666667	0.58984375	0.529947916667	0.420572916667	0.576822916667	0.66796875	0.546875	0.537760416667
0.6328125	0.65625	0.6171875	0.625	0.55078125	0.653645833333	0.572916666667	0.481770833333	0.506510416667	0.524739583333	0.58203125	0.545572916667	0.416666666667	0.569010416667	0.6484375	0.553385416667	0.549479166667
0.63671875	0.670572916667	0.606770833333	0.600260416667	0.57421875	0.61328125	0.555989583333	0.470052083333	0.5	0.557291666667	0.56640625	0.536458333333	0.427083333333	0.53515625	0.602864583333	0.529947916667	0.48828125
0.608072916667	0.602864583333	0.6015625	0.611979166667	0.565104166667	0.609375	0.559895833333	0.481770833333	0.51953125	0.502604166667	0.5625	0.546875	0.470052083333	0.541666666667	0.596354166667	0.526041666667	0.546875
0.600260416667	0.59375	0.576822916667	0.576822916667	0.533854166667	0.600260416667	0.591145833333	0.49609375	0.537760416667	0.514322916667	0.541666666667	0.536458333333	0.42578125	0.56640625	0.595052083333	0.526041666667	0.522135416667
0.591145833333	0.59765625	0.595052083333	0.5625	0.565104166667	0.579427083333	0.569010416667	0.484375	0.479166666667	0.513020833333	0.53515625	0.524739583333	0.473958333333	0.524739583333	0.58203125	0.528645833333	0.514322916667
0.563802083333	0.580729166667	0.55859375	0.5625	0.541666666667	0.572916666667	0.544270833333	0.483072916667	0.53125	0.540364583333	0.526041666667	0.515625	0.484375	0.486979166667	0.5546875	0.501302083333	0.5
0.58984375	0.552083333333	0.55078125	0.555989583333	0.53125	0.55078125	0.55859375	0.4921875	0.497395833333	0.510416666667	0.545572916667	0.497395833333	0.484375	0.520833333333	0.532552083333	0.50390625	0.501302083333
0.555989583333	0.557291666667	0.5546875	0.563802083333	0.5390625	0.544270833333	0.545572916667	0.483072916667	0.515625	0.502604166667	0.536458333333	0.513020833333	0.479166666667	0.549479166667	0.55078125	0.497395833333	0.5
0.5390625	0.552083333333	0.549479166667	0.5390625	0.536458333333	0.549479166667	0.548177083333	0.55078125	0.497395833333	0.5	0.532552083333	0.552083333333	0.505208333333	0.505208333333	0.524739583333	0.51171875	0.513020833333
0.51953125	0.51953125	0.532552083333	0.513020833333	0.5078125	0.53125	0.51171875	0.51953125	0.516927083333	0.53515625	0.5234375	0.526041666667	0.505208333333	0.515625	0.526041666667	0.514322916667	0.520833333333
0.522135416667	0.484375	0.513020833333	0.545572916667	0.522135416667	0.490885416667	0.5234375	0.467447916667	0.509114583333	0.528645833333	0.513020833333	0.501302083333	0.510416666667	0.518229166667	0.5234375	0.5234375	0.494791666667
0.52734375	0.5	0.524739583333	0.526041666667	0.513020833333	0.518229166667	0.515625	0.489583333333	0.520833333333	0.498697916667	0.522135416667	0.486979166667	0.501302083333	0.501302083333	0.501302083333	0.48828125	0.524739583333
0.522135416667	0.494791666667	0.51953125	0.537760416667	0.481770833333	0.490885416667	0.514322916667	0.513020833333	0.505208333333	0.514322916667	0.505208333333	0.510416666667	0.509114583333	0.524739583333	0.479166666667	0.528645833333	0.506510416667
0.471354166667	0.473958333333	0.484375	0.479166666667	0.470052083333	0.4765625	0.509114583333	0.513020833333	0.4921875	0.490885416667	0.501302083333	0.5	0.484375	0.497395833333	0.484375	0.481770833333	0.49609375
0.485677083333	0.485677083333	0.50390625	0.48828125	0.506510416667	0.4765625	0.489583333333	0.5	0.505208333333	0.522135416667	0.489583333333	0.51171875	0.515625	0.470052083333	0.47265625	0.5078125	0.490885416667
0.4609375	0.454427083333	0.4765625	0.502604166667	0.498697916667	0.4609375	0.434895833333	0.555989583333	0.506510416667	0.502604166667	0.53125	0.506510416667	0.5546875	0.501302083333	0.45703125	0.49609375	0.50390625
0.44921875	0.475260416667	0.493489583333	0.471354166667	0.427083333333	0.447916666667	0.493489583333	0.54296875	0.536458333333	0.5390625	0.50390625	0.494791666667	0.540364583333	0.50390625	0.4296875	0.510416666667	0.522135416667
0.440104166667	0.444010416667	0.471354166667	0.434895833333	0.5078125	0.471354166667	0.473958333333	0.5234375	0.506510416667	0.479166666667	0.48046875	0.53515625	0.537760416667	0.51171875	0.459635416667	0.494791666667	0.516927083333
0.407552083333	0.40625	0.424479166667	0.427083333333	0.46484375	0.44140625	0.463541666667	0.515625	0.5078125	0.532552083333	0.45703125	0.4921875	0.501302083333	0.470052083333	0.4375	0.498697916667	0.489583333333
0.423177083333	0.43359375	0.44921875	0.4296875	0.42578125	0.416666666667	0.4609375	0.51953125	0.524739583333	0.485677083333	0.473958333333	0.473958333333	0.557291666667	0.4921875	0.41796875	0.520833333333	0.5078125
0.3984375	0.416666666667	0.416666666667	0.43359375	0.423177083333	0.40625	0.440104166667	0.50390625	0.497395833333	0.509114583333	0.481770833333	0.477864583333	0.555989583333	0.46875	0.40625	0.506510416667	0.513020833333
0.393229166667	0.373697916667	0.399739583333	0.403645833333	0.444010416667	0.368489583333	0.458333333333	0.546875	0.459635416667	0.485677083333	0.4375	0.49609375	0.60546875	0.4453125	0.375	0.470052083333	0.481770833333
0.365885416667	0.36328125	0.37890625	0.395833333333	0.438802083333	0.365885416667	0.440104166667	0.526041666667	0.502604166667	0.438802083333	0.428385416667	0.471354166667	0.567708333333	0.436197916667	0.365885416667	0.451822916667	0.44921875
0.345052083333	0.338541666667	0.360677083333	0.369791666667	0.427083333333	0.3515625	0.4375	0.514322916667	0.481770833333	0.463541666667	0.404947916667	0.466145833333	0.557291666667	0.444010416667	0.361979166667	0.43359375	0.444010416667
0.358072916667	0.322916666667	0.368489583333	0.350260416667	0.420572916667	0.354166666667	0.388020833333	0.515625	0.4765625	0.427083333333	0.403645833333	0.463541666667	0.557291666667	0.471354166667	0.34765625	0.475260416667	0.47265625
0.311197916667	0.287760416667	0.32421875	0.330729166667	0.404947916667	0.3125	0.364583333333	0.522135416667	0.47265625	0.498697916667	0.420572916667	0.442708333333	0.578125	0.4296875	0.34375	0.4765625	0.486979166667
0.256510416667	0.24609375	0.286458333333	0.26953125	0.359375	0.28125	0.354166666667	0.50390625	0.45703125	0.466145833333	0.360677083333	0.38671875	0.580729166667	0.388020833333	0.34375	0.43359375	0.42578125
0.205729166667	0.15234375	0.231770833333	0.21875	0.286458333333	0.208333333333	0.264322916667	0.50390625	0.46875	0.407552083333	0.272135416667	0.393229166667	0.561197916667	0.3828125	0.239583333333	0.388020833333	0.3984375
