88	15	asc
0.850598949	0.8000451259	0.7373178226	0.7316165095	0.7021546179	0.6775396766	0.6750206692	0.6806343796	0.5364911177	0.5356882416	0.411887373	0.4059639826	0.3760543319	0.0281066986	0.0765562538
0.3470680944	0.2636085358	0.2009857832	0.2495067377	0.1660737805	0.1506389357	0.1541999288	0.1481450191	0.0896499767	0.0891702078	0.0619663566	0.0553075738	0.0671582076	0.0108509509	0.0121194949
0.2587412879	0.1573917043	0.130370826	0.1503703019	0.0933330847	0.0998314858	0.097470744	0.1013743993	0.0440457275	0.0440125723	0.0223607942	0.0226701718	0.0298851466	5.12393410751e-05	0.0003126344
0.4081913036	0.3378554565	0.2876463151	0.2725312548	0.2542196831	0.2417134427	0.2433594467	0.1916468238	0.1425504607	0.1619180944	0.1234714266	0.1129940499	0.0878033831	0.0235254762	0.025920979
0.7391207767	0.7113333315	0.6280323371	0.5882558136	0.5902751357	0.5696422325	0.578916659	0.676822147	0.6083916842	0.5554492441	0.4792830672	0.4276051242	0.2139820931	0.4938817323	0.2474590456
0.5872183077	0.4604386974	0.3344693434	0.3047157965	0.2522105584	0.2548662183	0.264778403	0.2609292457	0.1635313995	0.1548337106	0.100593985	0.1014693373	0.1687959691	0.0265729777	0.0106017336
0.3923625231	0.2694395865	0.1788719743	0.211062486	0.1429820201	0.1477013453	0.173919608	0.1500033441	0.0698568512	0.0619843716	0.0362676243	0.0371023961	0.036586491	0.0003741402	0.0006471937
0.8825196224	0.8233809086	0.7262851998	0.687061481	0.6597504893	0.6346215529	0.6406783007	0.6501254769	0.4956003477	0.5053356773	0.3415534554	0.3425996904	0.58601911	0.0776687651	0.0508039961
0.7040226976	0.6039509569	0.525368951	0.5268463199	0.4849142847	0.4353990403	0.4431728029	0.4320710247	0.2638042845	0.2279839299	0.1755375552	0.1624631438	0.2375299603	0.0023803926	0.050991642
0.687640031	0.6033824163	0.5022494203	0.4697950311	0.4421859402	0.4227313311	0.4301026044	0.3914330667	0.2899867478	0.2671005621	0.2463689292	0.2094698739	0.1813653005	0.024313133	0.029230207
0.2140268974	0.1552081275	0.1158583994	0.1064133332	0.0939006816	0.0863853085	0.0880285949	0.0679546627	0.0442049796	0.046707046	0.066470977	0.0333938917	0.036120906	0.0720148254	0.0127362714
0.6446989729	0.5668166198	0.4794646956	0.4601689816	0.4214336454	0.3943256962	0.3994773422	0.3540190114	0.2372201256	0.2213878614	0.158653798	0.1638526718	0.1586712862	0.0051741112	0.0185137464
0.7553558665	0.6972822484	0.6056077532	0.6079662252	0.5473307339	0.5052956517	0.5190701412	0.5127837334	0.3437796403	0.2955148924	0.2253168252	0.2276246686	0.2807978975	0.0029968732	0.010585977
0.6750254903	0.59934042	0.5461467562	0.5064310493	0.5524891448	0.5087715671	0.5204663985	0.4573289992	0.396147092	0.4236213194	0.3342375911	0.3301561469	0.3104296723	0.360624838	0.3302967523
0.5704662292	0.4606824314	0.3658190611	0.3580683192	0.308346889	0.2778147965	0.2837257105	0.0831261109	0.1416199507	0.0831261109	0.1266603351	0.0831261109	0.1111776667	0.030157318	0.0239742836
