TCH_DU_AUC_ALL	HINT_H13_DU_AUC_ALL	HINT_D13_DU_AUC_ALL	HINT_BC_D13_DU_AUC_ALL	TCH_DU_AUC_10	HINT_H13_DU_AUC_10	HINT_D13_DU_AUC_10	HINT_BC_D13_DU_AUC_10	TCH_DU_AUC_1	HINT_H13_DU_AUC_1	HINT_D13_DU_AUC_1	HINT_BC_D13_DU_AUC_1	TCH_DU_AUPR_ALL	HINT_H13_DU_AUPR_ALL	HINT_D13_DU_AUPR_ALL	HINT_BC_D13_DU_AUPR_ALL
0.883307442743	0.879149914426	0.996428352369	0.996841340209	0.625011657341	0.470116354115	0.981907849325	0.983452010307	0.201998329363	0.355891272853	0.943318584453	0.95237904646	0.0078519663069	0.0292397822666	0.543044337389	0.519623228718
0.88069897122	0.876590502639	0.984326790151	0.986326325834	0.595043455538	0.49372261663	0.91295978839	0.926396453971	0.178799739313	0.421717856421	0.804043707148	0.839564653915	0.281944818273	0.450474739576	0.861606660904	0.885337893674
0.98941926198	0.978815940731	0.999333940224	0.999442236416	0.94073331022	0.900910083072	0.99473616483	0.995279428293	0.593692608611	0.862492043577	0.979852623034	0.985285257662	0.0630619915093	0.324324483609	0.708448647773	0.755439639263
0.866409703905	0.846406723213	0.945018028847	0.947527642133	0.524055824435	0.376992653873	0.803197054227	0.813501708476	0.0824128850571	0.301680456545	0.671471416835	0.708016891915	0.0450168033317	0.130000524537	0.508544308156	0.547812056316
0.850822288389	0.83901041131	0.960905128128	0.964097507941	0.527079826727	0.370288666914	0.823297205033	0.840209499936	0.164544712889	0.2973920309	0.68722261275	0.727472303031	0.183357412758	0.285715157311	0.720468408925	0.753908836397
0.948461781831	0.944938545864	0.997330166188	0.997569669695	0.713933862912	0.626266230055	0.985755654559	0.98741027875	0.0977614002732	0.528572995362	0.93131270333	0.942573124904	0.072251370042	0.28467001871	0.84705720328	0.861189664187
0.735028109247	0.747996418384	0.894157662921	0.904400096794	0.302019905358	0.262239654755	0.59061490601	0.62809881187	0.0904810563152	0.167851524755	0.445846825818	0.490512483369	0.108970439429	0.174616247829	0.50158422943	0.545726894978
0.704914627637	0.70300767321	0.971354609683	0.974776072289	0.204891772215	0.23325993248	0.829586562163	0.860227121844	0.0154899922901	0.134035370728	0.625526002611	0.709058140266	0.18548971449	0.268112690225	0.848805063127	0.880021005046
0.816478174143	0.818362326364	0.989608102908	0.991774991398	0.389615022852	0.43734021766	0.913724802867	0.933815273697	0.0420862277422	0.301725170126	0.768054209409	0.774197143793	0.105019277767	0.279330210254	0.803549913241	0.828233887063
0.918455031634	0.937252452778	0.986979928602	0.991607101932	0.345141550452	0.603975675156	0.891483557825	0.92138279468	0.0203045150231	0.181022050585	0.762023926234	0.811430117111	0.111180292946	0.263811369979	0.796887076517	0.84093527849
0.956878104118	0.938725884797	0.992735978351	0.994388908652	0.734597151537	0.702389498519	0.95069726592	0.964852164086	0.129619655297	0.573946534713	0.794814746548	0.879499556522	0.0992306845362	0.345581216867	0.693117614325	0.765737432037
0.837979529642	0.847037898191	0.988510015095	0.990782522507	0.456760105671	0.37516516763	0.926240690974	0.943168930961	0.0708607017913	0.271413028106	0.791493331354	0.836059306415	0.166584992562	0.295158246181	0.863167307007	0.889990832735
0.926486142125	0.914769474951	0.987518296597	0.98898025341	0.660264879509	0.459917278518	0.941209640285	0.948559841121	0.122947002745	0.353994418843	0.851303080475	0.877442474612	0.0784063497916	0.188982035444	0.754553739963	0.785467919578
0.847344257644	0.854399065731	0.947948480179	0.956059356763	0.408818856274	0.524401632807	0.746384301245	0.804054070112	0.0410788674348	0.276749649384	0.566357525241	0.604578406981	0.20455428853	0.410084650672	0.70009780042	0.753889602696
0.849048994344	0.852257847258	0.986241160065	0.988409279963	0.466790829917	0.376511500551	0.914627285805	0.929975310291	0.0605946850585	0.272802241252	0.775726512943	0.816808847148	0.158220583439	0.284555405199	0.841580657703	0.867628189706
0.852825054534	0.853677817517	0.984931111116	0.987291241289	0.481024376173	0.356297325368	0.908871056702	0.924988995688	0.0710882941344	0.260801016749	0.773452581719	0.813801784724	0.227805497294	0.323809312597	0.868275842016	0.890223028684
0.899788559079	0.894148239244	0.977971754189	0.978696705678	0.624043873121	0.506180329049	0.904706535328	0.909881908529	0.167852042164	0.428274476211	0.80137224111	0.824630592631	0.240439118954	0.425001068828	0.839025698181	0.8545846781
0.962860663523	0.975151954538	0.997158151224	0.99823812044	0.651729545517	0.850039407828	0.974581297845	0.985158444672	0.0592270401544	0.479254521683	0.886585934496	0.899493760389	0.187877348408	0.541245558523	0.887541211514	0.911449800433
0.981244016115	0.974881572115	0.999395491588	0.999487811369	0.844600141873	0.814632470835	0.995209084754	0.996058675116	0.244048455379	0.729599333187	0.960013562093	0.967332547418	0.0593384410141	0.303761967706	0.783270517858	0.802385164926
0.909149824244	0.911188312203	0.997976314094	0.998459005819	0.588325146827	0.504116941386	0.981887243462	0.986529299864	0.076100177925	0.392138628907	0.893387371518	0.915057655663	0.113431333629	0.298883174374	0.87826552043	0.893497333198
0.86870756498	0.876972038951	0.990223923618	0.991371197149	0.524096647196	0.42381203676	0.948542848527	0.957236024901	0.0910300577791	0.319071180094	0.837766384649	0.871961945553	0.224864776483	0.36655027893	0.903797939871	0.920142889051
0.941509539507	0.942563416923	0.986909518569	0.989452835724	0.656175264838	0.754350892669	0.929357474735	0.950504739375	0.0785811642147	0.559261225393	0.821412217448	0.86557828661	0.369623552166	0.680611490225	0.901163450406	0.93026276272
0.961319258104	0.952245698189	0.997826745899	0.998099349747	0.774159225827	0.622491585033	0.989095468681	0.990539053351	0.162805303696	0.520740877043	0.956701287184	0.962003105172	0.0581291959032	0.220155981929	0.870857199655	0.868606601401
0.937003927722	0.927057584295	0.993767952334	0.994668763181	0.697309959829	0.515501469326	0.970116719566	0.976378634619	0.145131301296	0.404258758301	0.90605351556	0.925372932783	0.0971186531898	0.241597956808	0.851985352832	0.869430642297
0.88585139939	0.862139671792	0.948503863175	0.955081266548	0.593713615126	0.405464008731	0.798221987227	0.82642759815	0.190641316497	0.332862548603	0.666242801213	0.708930480278	0.0471799267467	0.132960249608	0.451331938321	0.489311918086
0.919730359664	0.909683520878	0.996549366887	0.997038101093	0.672711678133	0.526344264328	0.974489505049	0.979813773665	0.226964301096	0.458037801892	0.913215884404	0.93111616154	0.0915517767155	0.288471608574	0.836264223962	0.857076240328
0.830286735266	0.842931531452	0.981550021629	0.984137809551	0.447262441195	0.353527353174	0.896896140821	0.913556225082	0.0759542477392	0.251237054749	0.76318082273	0.805192531845	0.265965415168	0.359837349514	0.879099011642	0.899110722565
0.679830671056	0.692870598508	0.797779089989	0.807146071459	0.235120370111	0.195199757834	0.431091664547	0.452149860644	0.0410608436585	0.118372941236	0.324716689151	0.351159058425	0.0549655089618	0.0983359670057	0.33491995786	0.363108180739
0.696251316789	0.708055062215	0.816715101762	0.824737193418	0.265948441782	0.208885047093	0.484716762039	0.503114737023	0.0494217548437	0.130610781505	0.379714876802	0.406084389455	0.0451486615397	0.0866903664353	0.360874173353	0.389049788779
0.911093131989	0.894897395415	0.993575175337	0.994163830708	0.652941391466	0.40002367925	0.962667977417	0.967211633353	0.251493436667	0.327268309978	0.887679931072	0.912935998635	0.160725949179	0.259681257763	0.848394833996	0.874364202769
0.902636207618	0.888097620294	0.983892216625	0.985715242871	0.636723826969	0.433603832146	0.935816281329	0.944119380798	0.216569967751	0.359483256093	0.877150378444	0.894277909702	0.0256514962251	0.0792838978656	0.634613310004	0.643576832532
0.963683780005	0.941989070486	0.999409222741	0.999592547699	0.814262320776	0.592654489011	0.994391582253	0.996194554483	0.325019724322	0.545751711586	0.949912307197	0.967394692362	0.125162068323	0.352295452775	0.857065203692	0.882388029403
