TCH_DU_AUC_ALL	HINT_H13_DU_AUC_ALL	HINT_D13_DU_AUC_ALL	HINT_BC_D13_DU_AUC_ALL	TCH_DU_AUC_10	HINT_H13_DU_AUC_10	HINT_D13_DU_AUC_10	HINT_BC_D13_DU_AUC_10	TCH_DU_AUC_1	HINT_H13_DU_AUC_1	HINT_D13_DU_AUC_1	HINT_BC_D13_DU_AUC_1	TCH_DU_AUPR_ALL	HINT_H13_DU_AUPR_ALL	HINT_D13_DU_AUPR_ALL	HINT_BC_D13_DU_AUPR_ALL
0.878798431864	0.889478948297	0.994789136669	0.995535210411	0.636925573178	0.621558453108	0.964149607188	0.969509313439	0.333132527678	0.486592678432	0.898860071319	0.912587328816	0.136206156163	0.376054331899	0.83379578086	0.850598948968
0.697111091629	0.72655970589	0.860056854068	0.870095769056	0.24242372021	0.279102549564	0.576866970683	0.612816474075	0.0588238805645	0.145685190649	0.420115260877	0.465231242752	0.022462579107	0.0671582076038	0.303824243968	0.347068094396
0.984903715269	0.97854592041	0.999737969413	0.999815637761	0.896372808071	0.841368404196	0.997379694131	0.998156377612	0.563728080711	0.647309632477	0.973796941308	0.981563776123	0.00460652357062	0.0298851465761	0.194232122997	0.258741287898
0.692654029892	0.71044591997	0.82832822806	0.837653363115	0.246711827687	0.254197578281	0.533574518516	0.56174306747	0.0902773114322	0.126866530927	0.414822332399	0.452642917308	0.0424500106544	0.087803383054	0.370572309996	0.408191303642
0.618530615716	0.646823231504	0.947442830755	0.948591091189	0.133085251482	0.186365001251	0.675834394647	0.67803004763	0.00685322828962	0.0957889374487	0.486602386217	0.485196355712	0.131651031656	0.213982093064	0.737364653894	0.739120776673
0.897754808984	0.918009453453	0.971927462879	0.975486708887	0.398182175133	0.589873219354	0.811265856684	0.834694828486	0.0250943815779	0.249318828763	0.609805774615	0.668458205632	0.0527951714518	0.168795969129	0.522654590265	0.587218307658
0.890904413819	0.9354994178	0.999483706734	0.999572573286	0.590569224729	0.751791012992	0.994837067345	0.995725732862	0.156053471804	0.576052496187	0.948370673448	0.957257328621	0.00355036926026	0.036586491006	0.347574780235	0.39236252309
0.958322891827	0.965041772394	0.996356643757	0.996600379289	0.706803096576	0.768232600704	0.970489364877	0.972179799861	0.0875815263984	0.572626730585	0.830787227292	0.862012220505	0.234172165421	0.586019109959	0.859520117163	0.882519622391
0.9086649154	0.924137413084	0.995608366399	0.996644315796	0.680835166067	0.705738854204	0.966565206844	0.974681749357	0.347372920608	0.520831791656	0.897376498148	0.917823476438	0.0525426562481	0.237529960261	0.671134989764	0.704022697562
0.777773583365	0.809320256111	0.964253345587	0.969357738648	0.352871413632	0.401815850802	0.817098800996	0.8474423513	0.091199462437	0.223555920005	0.648291486728	0.699356507302	0.0705570182764	0.181365300547	0.641470837178	0.687640031012
0.615285897681	0.645270574739	0.746685225575	0.759607007857	0.149156710346	0.193672823242	0.377930568888	0.408230828069	0.0313285644484	0.0829187431229	0.263929331279	0.29953634924	0.0153925165433	0.036120905999	0.182867140576	0.214026897442
0.823334672363	0.842451144672	0.972524497317	0.974564934465	0.474484418392	0.473513492713	0.870555776077	0.883777156998	0.220867698758	0.233603507297	0.734824547029	0.761607562653	0.0833231203554	0.158671286182	0.617008657982	0.644698972901
0.887985433638	0.90035194453	0.993337697191	0.993686087404	0.65417839578	0.641472061824	0.963368163591	0.966242540815	0.326949616536	0.43932429749	0.887471709768	0.897556753391	0.0966562974531	0.280797897454	0.738201663769	0.755355866546
0.851893244552	0.8738757045	0.949526202486	0.944111114874	0.192096832979	0.341884532112	0.675233708771	0.664815250745	0.0189252534371	0.117067491188	0.444399725515	0.457760205156	0.182494539257	0.310429672264	0.677103221653	0.67502549034
0.902992697469	0.92667239639	0.989356476445	0.990798591032	0.592340505377	0.666975819683	0.939869453848	0.948642616969	0.0851026272055	0.499336469672	0.836818448327	0.868672673731	0.00938367440925	0.0642483732958	0.365773616593	0.415309424714
0.862591356203	0.900050893677	0.982514775786	0.985058021142	0.501584871588	0.6186957669	0.919196194913	0.934971950991	0.110523063687	0.380526243955	0.816308137386	0.84982823882	0.0188297542198	0.11117766673	0.532856952545	0.570466229184
0.601576778117	0.6270035322	0.923869018383	0.92522081649	0.108642589913	0.157867273278	0.604900974663	0.605887215677	0.00429242350781	0.0747431714706	0.423104893783	0.424715526613	0.11834736546	0.182419997336	0.672397584034	0.674379626643
0.60324887017	0.625566748185	0.829355487717	0.836062494784	0.138478952763	0.164700906755	0.425263954493	0.445837614965	0.0173784471398	0.0876349377418	0.285456202908	0.298282475962	0.0195105400022	0.043171453499	0.236572609362	0.259565569895
0.755890592231	0.777884564386	0.923932618073	0.928831466115	0.347170726764	0.382159934545	0.69359465582	0.712409488895	0.0505013330748	0.255421519126	0.562565745958	0.588876409757	0.00761002911393	0.0363785761821	0.258282257354	0.29218484852
0.819801344472	0.838036820194	0.98859007824	0.990274388703	0.399114767445	0.418618851622	0.927622971041	0.940445006761	0.0962537003409	0.283895516986	0.79903316572	0.831314176246	0.00279718822647	0.016992258999	0.164570260284	0.202021040732
0.860234863076	0.864025904718	0.984945266686	0.987215023142	0.57527705814	0.556162234298	0.902369470863	0.917681264849	0.228946741045	0.440012489916	0.794228595386	0.819859932416	0.0449575021778	0.195314802442	0.589867178724	0.625542742989
0.906487478512	0.933426918478	0.983482478191	0.984657792213	0.471145329148	0.645931921059	0.881749113701	0.887281779163	0.0267205584072	0.327772396628	0.706360601076	0.745494263163	0.0343239791148	0.145023624206	0.527853301208	0.584669420032
0.921440970161	0.950628771852	0.993233152732	0.993644430612	0.501712896276	0.706938249318	0.947716981816	0.9504529705	0.038207727916	0.35347265552	0.805641804804	0.838496715506	0.0103558820739	0.05269685488	0.364360999639	0.421020933153
0.891309043169	0.924990017816	0.982120030273	0.983284775412	0.349254593785	0.572420629567	0.880600381602	0.899158802731	0.0247288046421	0.224388891405	0.678484089948	0.709449508866	0.0301560411797	0.103229581896	0.502219880415	0.55660499036
0.681395210944	0.723657501574	0.887193825519	0.895688750688	0.24928430323	0.31546717943	0.615481875683	0.647658687707	0.0675426442642	0.165991097819	0.465216192411	0.510570864459	0.0223377510195	0.078215823205	0.368345098529	0.411502381961
0.956279414619	0.968969649736	0.989251097003	0.990569307947	0.830552323691	0.858573212769	0.969584326279	0.976659014792	0.583882310977	0.661587879352	0.946985856423	0.959462609447	0.0777955203482	0.351189565422	0.802546551906	0.825016182597
0.839654374755	0.866737754794	0.971626250176	0.97579828302	0.408213900913	0.462465860003	0.811843391503	0.839812597833	0.0324126103451	0.304034596297	0.637463318446	0.662331671669	0.0189034228851	0.0867300153005	0.411457054484	0.444937996583
