Boyle_AUC_ALL	Neph_AUC_ALL	Cuellar_AUC_ALL	Centipede_AUC_ALL	DNase2TF_AUC_ALL	FLR_AUC_ALL	PIQ_AUC_ALL	Wellington_AUC_ALL	Boyle_AUC_10	Neph_AUC_10	Cuellar_AUC_10	Centipede_AUC_10	DNase2TF_AUC_10	FLR_AUC_10	PIQ_AUC_10	Wellington_AUC_10	Boyle_AUPR_ALL	Neph_AUPR_ALL	Cuellar_AUPR_ALL	Centipede_AUPR_ALL	DNase2TF_AUPR_ALL	FLR_AUPR_ALL	PIQ_AUPR_ALL	Wellington_AUPR_ALL
0.994677558675	0.994711135342	0.991480509416	0.992312602726	0.995386156993	0.99381130367	0.994869676489	0.994757058741	0.969258165612	0.969594813834	0.940107062557	0.9507864005	0.97511336615	0.960596336831	0.971179343753	0.970053166275	0.348106263199	0.398390643334	0.104361151524	0.183366906901	0.43902405959	0.180827127774	0.436242320615	0.35814711884
0.977044765149	0.977576754451	0.956442633268	0.972355205979	0.97942843039	0.974791487477	0.893842836294	0.977100366162	0.863362542996	0.868593667396	0.679962492819	0.833529004927	0.881736409477	0.840955308929	0.788452269677	0.864891803485	0.765518547845	0.787595321615	0.501061201834	0.675846469093	0.811243390008	0.658284815131	0.724528358763	0.779975167674
0.998984889629	0.998977941502	0.995352212646	0.998493551589	0.999177807454	0.998338990333	0.999141742676	0.99907855474	0.992662494652	0.992592649611	0.966062840034	0.987748459457	0.994230006546	0.986204374754	0.994230370322	0.993598490963	0.474993669756	0.467538349139	0.152308029924	0.264430400012	0.598010944187	0.257329637996	0.581684627316	0.522759298928
0.932494814418	0.933163885055	0.895288854541	0.926425338475	0.936440464284	0.929940656508	0.945808455814	0.932709336555	0.743678251459	0.749970587012	0.526234881172	0.726372388554	0.765827771335	0.71570853484	0.752101134428	0.745792803591	0.320151671625	0.344369674474	0.106841642335	0.191421165535	0.4023140789	0.17092797236	0.42161513241	0.362611537011
0.94837222422	0.948532960814	0.936998421514	0.9135217658	0.952142940703	0.946019731773	0.948686856826	0.948515782866	0.754129820962	0.755418599209	0.659676827833	0.595251119733	0.776996705967	0.73089486358	0.757198091846	0.755544199665	0.598693337627	0.60333886459	0.400301209963	0.453667306257	0.65331311948	0.467924092087	0.631959016248	0.612441888756
0.995307080726	0.99583346162	0.978969356752	0.993585484428	0.996147515407	0.992866573847	0.995644131818	0.995463402362	0.967811746533	0.973065102707	0.806702299863	0.950188092309	0.975525218976	0.943484451342	0.971160056352	0.969375080066	0.699810495147	0.739030651319	0.358641241036	0.539651885652	0.77652225182	0.487248639606	0.783308077064	0.741244050272
0.870367884368	0.870386014066	0.870446666346	0.86667363086	0.87681162888	0.869074210845	0.870519680127	0.870414223335	0.494538059741	0.494887582236	0.452782687298	0.471694113228	0.522019376744	0.481615993442	0.496313287021	0.495331886579	0.362856316483	0.367352781913	0.238503484838	0.282632629673	0.410378541515	0.271378036394	0.384904375938	0.372279177036
0.962475005918	0.962906871854	0.951452461547	0.957302101363	0.966899091686	0.960572346248	0.962268868525	0.962790820088	0.774573700382	0.778378515573	0.692462680367	0.767933099378	0.808297239363	0.755067188966	0.778738061832	0.777565962585	0.779993359644	0.783351420465	0.613594470022	0.707177562381	0.81990132413	0.714388690791	0.791062305045	0.786875013413
0.984204675085	0.982452994037	0.967277054699	0.981127446882	0.987482225454	0.980666302819	0.983425284852	0.984045487429	0.867204064344	0.849798469476	0.751644988895	0.84349905407	0.897408136196	0.831445435449	0.869750981816	0.865664638996	0.640994821403	0.582108622899	0.337087226468	0.484350797435	0.712078497144	0.473910368554	0.676078919874	0.639936885439
0.984024678015	0.987856596453	0.967750236703	0.957524044436	0.990780870547	0.977219074149	0.987881068179	0.984450233721	0.848684566705	0.8868867021	0.745387480354	0.586763806367	0.915345638082	0.782082847809	0.887167903532	0.852868250663	0.550016849509	0.648775031021	0.318188626205	0.323110341239	0.708047577651	0.438961546146	0.672234612735	0.5765659046
0.988382467665	0.988465395298	0.968617242974	0.985109718814	0.990604514949	0.983731144337	0.989005089521	0.988647822805	0.917211974688	0.91802857448	0.800537548332	0.889331250943	0.936686758027	0.870323843914	0.923421421519	0.91984875436	0.479448559244	0.491903322533	0.184410528072	0.310804206024	0.598509742289	0.2792634927	0.583065831081	0.516246872883
0.981391118551	0.981696504803	0.96188571216	0.978422505697	0.984179005857	0.977679542901	0.981786241744	0.98155294515	0.870456492483	0.873194383943	0.754938891829	0.850750203118	0.893763667031	0.833261033758	0.874388275684	0.872062987534	0.749408222505	0.75751825867	0.522455431852	0.651210413663	0.803220104351	0.59525177159	0.779150443553	0.756037883162
0.982141932251	0.982609459639	0.956282860718	0.978281196038	0.984035446422	0.979042932576	0.982495955303	0.982301604598	0.904140269779	0.908299207564	0.673770642307	0.878368700673	0.918476840415	0.873373872028	0.907678820203	0.905735313158	0.597251819007	0.631549954502	0.257804018378	0.442404448743	0.680869196021	0.394099279066	0.675203153593	0.6332388632
0.932444992595	0.933443795718	0.903190049371	0.920833868069	0.938464819295	0.927386332119	0.933009645194	0.932507697461	0.658936904154	0.667624345717	0.545108832362	0.641177459557	0.701550183087	0.608965045131	0.664256248858	0.659276174705	0.536163784784	0.556685197457	0.322280657075	0.443162531793	0.607373293588	0.42696000214	0.564908100088	0.536406465366
0.978110118304	0.978617046523	0.953465648564	0.974592757219	0.981132747596	0.973834522052	0.978546510264	0.978300725699	0.853756297887	0.858214220834	0.727936265957	0.832266703086	0.878168569023	0.811146905428	0.858103766941	0.855645921286	0.70779112863	0.72753861462	0.455895951451	0.600156089591	0.772159597864	0.549985744512	0.74644219825	0.720777430678
