Boyle_AUC_ALL	Neph_AUC_ALL	Cuellar_AUC_ALL	Centipede_AUC_ALL	DNase2TF_AUC_ALL	FLR_AUC_ALL	PIQ_AUC_ALL	Wellington_AUC_ALL	Boyle_AUC_10	Neph_AUC_10	Cuellar_AUC_10	Centipede_AUC_10	DNase2TF_AUC_10	FLR_AUC_10	PIQ_AUC_10	Wellington_AUC_10	Boyle_AUPR_ALL	Neph_AUPR_ALL	Cuellar_AUPR_ALL	Centipede_AUPR_ALL	DNase2TF_AUPR_ALL	FLR_AUPR_ALL	PIQ_AUPR_ALL	Wellington_AUPR_ALL
0.990374668455	0.990385242139	0.983413147734	0.989018306989	0.99203076898	0.989060362661	0.990648664075	0.990510357174	0.928425734494	0.9285248958	0.86656219402	0.914858745751	0.942599139401	0.915276101019	0.93115911516	0.929776046158	0.675020669243	0.677539676602	0.411887373018	0.536491117733	0.737317822626	0.535688241554	0.731616509487	0.702154617937
0.8359635765	0.835930638631	0.817925628108	0.83370667721	0.842608151545	0.834787339175	0.902973346345	0.836043991063	0.475044122398	0.474648547473	0.349552425154	0.456697718386	0.504877581622	0.463242723757	0.561108678231	0.475791643885	0.154199928778	0.150638935747	0.0619663565726	0.089649976652	0.2009857832	0.0891702078335	0.249506737705	0.166073780544
0.999596044519	0.999571422852	0.996517935783	0.999152253984	0.999775802706	0.998971895268	0.99978601169	0.999686724317	0.995960445192	0.995714228521	0.965179357835	0.991522539835	0.997758027064	0.989718952678	0.997860116903	0.996867243174	0.0974707440499	0.0998314858083	0.0223607941946	0.0440457274801	0.130370825984	0.0440125722636	0.150370301941	0.0933330847406
0.806266888461	0.806265411399	0.802181876407	0.797607391265	0.812367873358	0.80528047498	0.80747830187	0.806340166601	0.457971182553	0.457953847024	0.420110702821	0.399907871544	0.480356545418	0.448104727149	0.459661324167	0.458745586338	0.243359446656	0.241713442702	0.123471426588	0.14255046069	0.287646315136	0.161918094425	0.272531254789	0.254219683116
0.923436141482	0.922989242959	0.929576020215	0.938240443501	0.930543973152	0.923545953768	0.923151988759	0.923804630074	0.526893063665	0.521800340808	0.501826663534	0.629689589574	0.570920262546	0.527098050973	0.529314423284	0.529802311897	0.578916658964	0.569642232547	0.479283067156	0.608391684176	0.628032337051	0.555449244051	0.588255813634	0.590275135663
0.954170215017	0.952972471831	0.935216676609	0.941042207541	0.96092865686	0.95268462488	0.955550565001	0.954775205812	0.677952995019	0.666777882505	0.559897734748	0.649670631231	0.733428210381	0.662870502156	0.691494019655	0.683775411863	0.264778402991	0.254866218307	0.10059398503	0.163531399512	0.334469343399	0.154833710639	0.304715796522	0.252210558379
0.996708389682	0.996663528405	0.982147340495	0.994241897975	0.998430801413	0.995713478514	0.996933608385	0.996803541092	0.967083896817	0.966635284047	0.85984096987	0.942418979751	0.984308014126	0.957134785138	0.969336083849	0.968035410922	0.173919607954	0.147701345324	0.0362676242989	0.0698568511928	0.178871974335	0.0619843715663	0.211062485965	0.142982020098
0.988486970006	0.987615438026	0.973267997809	0.984442970861	0.991957940751	0.986129712095	0.989062050282	0.988779432979	0.894131646574	0.885450327452	0.766414431738	0.863742642973	0.92805482838	0.870572901873	0.899895578754	0.897069405723	0.640678300725	0.634621552891	0.341553455369	0.495600347706	0.72628519975	0.505335677296	0.687061480987	0.659750489271
0.991097122586	0.991067958923	0.980047684463	0.98907804542	0.992712771126	0.988181166642	0.991369255937	0.991224282769	0.928147471821	0.927852062658	0.826723440426	0.908330205721	0.942263505208	0.899089844345	0.930865032793	0.92941530112	0.443172802885	0.435399040313	0.175537555212	0.263804284511	0.525368950958	0.227983929944	0.526846319886	0.484914284671
0.9485255568	0.948503048533	0.943243447603	0.941939208222	0.953422203965	0.944934027567	0.94886077899	0.948668359434	0.710964705818	0.71069290611	0.650502404908	0.654884667344	0.745309222324	0.675765541296	0.714027214776	0.71234652753	0.430102604413	0.422731331104	0.246368929163	0.289986747846	0.502249420258	0.267100562119	0.469795031079	0.442185940195
0.718666591933	0.718662943549	0.766694637954	0.710359827601	0.726180780408	0.717231994218	0.719968876838	0.718741483636	0.302997699536	0.302963161712	0.216970305912	0.260178056321	0.324356931686	0.288909877499	0.30424174679	0.303565243501	0.0880285948669	0.0863853085265	0.0664709770264	0.0442049795823	0.115858399361	0.0467070459616	0.106413333163	0.093900681592
0.960719565775	0.960698862397	0.937275880078	0.952336388333	0.964467053212	0.957460208165	0.961072036288	0.960866353316	0.787451881463	0.787231293325	0.650515273435	0.712268565016	0.815203081541	0.755188604545	0.79063978673	0.788911946946	0.399477342177	0.394325696185	0.158653797961	0.237220125628	0.479464695622	0.221387861439	0.460168981611	0.421433645373
0.98834322738	0.988280552372	0.976986293095	0.983357702321	0.990153758922	0.985272430015	0.988688978634	0.988486219148	0.921722326469	0.921090512695	0.84683192307	0.864635819366	0.937311996477	0.891133976969	0.924909061674	0.92314808933	0.519070141239	0.505295651724	0.225316825194	0.343779640292	0.605607753199	0.295514892428	0.607966225184	0.547330733884
0.929762971063	0.928110979591	0.909126303899	0.908768421737	0.930097473562	0.919349275815	0.923526710149	0.92965650391	0.555363996699	0.547256210575	0.418914703151	0.42803876923	0.561598966676	0.491124299579	0.523075843113	0.575615672008	0.520466398513	0.5087715671	0.334237591071	0.396147091982	0.54614675616	0.423621319369	0.506431049329	0.552489144778
0.981704731425	0.981653149036	0.965333948043	0.97531112323	0.98456058766	0.977404432655	0.982183448198	0.981960311046	0.879037416967	0.878500238986	0.734956358227	0.823391974388	0.903267793331	0.83633465558	0.883703067651	0.881570677608	0.165998081016	0.165831142007	0.03847254283	0.0785121251052	0.21188547854	0.0665720950049	0.223312482512	0.176741388996
0.974824156126	0.974814903398	0.9717715593	0.9724005629	0.97748198678	NA	0.975238665048	0.97499734744	0.863326610712	0.863232661852	0.810391350242	0.839116156015	0.883855539538	NA	0.867172303923	0.865065206375	0.283725710466	0.277814796483	0.126660335077	0.141619950749	0.365819061082	NA	0.358068319215	0.308346888966
0.897143901242	0.896743852479	0.910407529242	0.915629372628	0.904845153658	0.898347989143	0.896949141838	0.897574436425	0.457931816951	0.45313389938	0.433834238901	0.570912891885	0.500219023764	0.468247382989	0.460234560585	0.46123815403	0.50649961601	0.498305410609	0.421458085988	0.541383380524	0.556853776218	0.48895118717	0.516599776886	0.520378538022
0.799564453076	0.799612951202	0.881289027932	0.778317761765	0.807551871118	NA	0.866690722589	0.79962966542	0.32588808999	0.326025666306	0.372394334676	0.215182725495	0.352972266803	NA	0.443380887938	0.326170803827	0.115274012649	0.112080448404	0.0748438990394	0.0556394975031	0.143022632701	NA	0.21451593836	0.126537064216
0.904688201491	0.904682689512	0.924416558425	0.888244755704	0.910178616278	0.901912546635	0.904971576791	0.904797390495	0.604027216856	0.603870262125	0.599860299274	0.499473856899	0.631541364814	0.57715462085	0.606361484982	0.605010009689	0.116780060232	0.119427946722	0.0349781287929	0.0552579445966	0.147256011205	0.0508570628925	0.156700995412	0.127312764629
0.980124593157	0.979926733922	0.956497733399	0.969332235766	0.983188040595	0.977679357221	0.980244189546	0.9800382064	0.858314178832	0.856328259453	0.659876507076	0.762153438182	0.884490155238	0.833854492435	0.859502815691	0.857442984226	0.0643451206774	0.0597440256259	0.0123523049287	0.0257025982613	0.0931086694296	0.0252981607062	0.088936541397	0.0665985460265
0.975788520458	0.975662368296	0.960647192413	0.966629003424	0.978758401944	0.973525831368	0.806678563283	0.975871680858	0.835507729391	0.834228218661	0.700378909534	0.756095974205	0.857804049244	0.813007497734	0.460431538388	0.836321198397	0.369492366967	0.359427759707	0.123257229981	0.207852069801	0.434486001543	0.199632133186	0.216744576436	0.401123940676
0.969853632036	0.969268816854	0.953285180521	0.957259887315	0.974481987478	0.967433770503	0.970486049068	0.970198781799	0.775019165281	0.768995220422	0.659498572258	0.727455044496	0.812558277818	0.750580910581	0.781078820742	0.77822116954	0.268824297463	0.275398623361	0.0923088620963	0.158988057682	0.361902395055	0.150062098817	0.337293417483	0.286174106563
0.982666988992	0.983531328936	0.967474142924	0.959873916283	0.987544605512	0.975770062858	0.98452057245	0.98399121904	0.849216047379	0.858261742262	0.747325440346	0.624296905246	0.895680379732	0.780382805937	0.867874930924	0.862581442781	0.144023524137	0.158408345346	0.0414938185162	0.0430460277408	0.198245099652	0.0685243817435	0.209686328582	0.147959791553
0.966280558098	0.967859245509	0.940582279842	0.937334152098	0.975578696572	0.965023736428	0.901926504051	0.971208275149	0.731082274776	0.74928413149	0.820325183951	0.862254520272	0.819608473668	0.718834493967	0.751251280538	0.779927539088	0.227550423458	0.233502706099	0.0779123285442	0.0804751229144	0.312850284923	0.133877081628	0.28935086277	0.256181318379
0.865247104184	0.865246712262	0.940089691383	0.859208271089	0.87144884217	0.863154837799	0.865602050557	0.865337221666	0.520802377705	0.520782742083	0.705933978765	0.47609977642	0.549449435073	0.499824963484	0.522823740312	0.521723110905	0.22128710876	0.21851063445	0.180568519184	0.133562403558	0.269299179512	0.125873593645	0.254984098467	0.230843531099
0.986634710928	0.986628553915	0.982966878816	0.985875410488	0.987338955427	0.984434701349	0.986826966633	0.986693174912	0.95607191095	0.956008576207	0.924321173165	0.948633809851	0.960504679635	0.934136957037	0.957437870635	0.956644581188	0.661665525478	0.644741207041	0.354741858704	0.483938808628	0.69126000617	0.458770085418	0.706963271186	0.669775821392
0.954237645947	0.95401984006	0.934105138021	0.929895955046	0.959300767325	0.950847492351	0.954472357315	0.954299801399	0.689670123334	0.68735507434	0.588908053201	0.545518160927	0.725334531883	0.656397529172	0.691801214289	0.690133824089	0.208884339106	0.200355605775	0.0646849215274	0.106212799556	0.260073424901	0.098836422343	0.255255655906	0.210225399993
0.872068770496	0.872080138519	0.880641038641	0.871087983211	0.87865195121	0.870914268954	0.872437895674	0.872160203293	0.493479715671	0.493511626998	0.505644555711	0.483628288314	0.524664836851	0.481916099466	0.495181031257	0.494302056023	0.439616209021	0.438950950708	0.372969431607	0.39163286938	0.480951039639	0.378666142011	0.452218623204	0.444680595904
0.973092677138	0.973075588181	0.970702611742	0.971481212497	0.976250640219	0.970715226982	0.973359796605	0.973214976577	0.826658646826	0.826466243453	0.787500472775	0.810580992863	0.85079697293	0.803071574116	0.829279895982	0.827860194166	0.619246509175	0.615786616353	0.419097777122	0.505744822093	0.673747733024	0.457355962866	0.653699742101	0.63155933205
0.950264165079	0.950251199594	0.961208937721	0.94885957913	0.95353695222	0.948373216777	0.950589646246	0.950368471338	0.7824592957	0.782318279851	0.786660018612	0.768617304183	0.802234728974	0.763569099586	0.784706155483	0.783489100681	0.560732106173	0.556532063354	0.377002546635	0.444513154946	0.615046742625	0.397375671627	0.600145955211	0.576617300408
0.971683612474	0.971593561354	0.949006929911	0.963285846247	0.97463011144	0.970123977376	0.812060209257	0.971775291962	0.837060133069	0.836141887719	0.644111480762	0.76435634419	0.858870898047	0.821445136476	0.480206410001	0.83795889769	0.499327953331	0.487150172629	0.198009152462	0.3205220669	0.561105277585	0.344195782009	0.30551135331	0.517638677601
