UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
0.786938397406	0.649374710514	0.658274231678	0.597990543735
0.942102825382	0.888837424734	0.742789598109	0.533806146572
0.835572024085	0.778601204261	0.697872340426	0.532624113475
0.768874478925	0.825382121352	0.726595744681	0.545508274232
1.01018990273	0.832329782307	0.7231678487	0.586406619385
0.735525706346	0.894395553497	0.712174940898	0.577541371158
1.00880037054	0.805928670681	0.752009456265	0.554609929078
0.936544696619	0.706345530338	0.676241134752	0.572222222222
1.00370541918	0.85456229736	0.680496453901	0.601418439716
0.841593330245	0.795275590551	0.704728132388	0.575413711584
0.661417322835	0.708661417323	0.677659574468	0.547399527187
0.863825845299	0.793422880963	0.667494089835	0.616784869976
0.961556276054	1.05511811024	0.758392434988	0.567139479905
0.993052339046	0.92728114868	0.776595744681	0.773286052009
0.961093098657	0.723946271422	0.774704491726	0.673758865248
1.04214914312	1.6512274201	0.858274231678	0.574468085106
1.05974988421	0.892079666512	0.775295508274	1.76903073286
1.19962945808	0.517832329782	0.493853427896	1.4451536643
1.22464103752	1.83418249189	0.573640661939	0.458037825059
0.738304770727	1.76655859194	0.182505910165	0.436052009456
0.818434460398	0.264474293654	0.610638297872	0.229196217494
0.0754979157017	1.33256137101	0.287706855792	0.398226950355
0.931449745252	0.231125521075	0.443971631206	0.70390070922
0.408059286707	0.734136174155	0.497044917258	0.657328605201
1.69291338583	0.504400185271	0.691134751773	0.411111111111
0.499305233905	1.76285317277	0.451182033097	0.6731678487
0.762853172765	0.445113478462	0.63061465721	0.512529550827
0.318666049097	0.766095414544	0.650472813239	0.416548463357
1.24363131079	0.143121815655	0.38865248227	0.298345153664
0.314034275127	0.77119036591	0.228368794326	0.574231678487
1.77072718851	0.529874942103	0.429669030733	0.178250591017
2.25196850394	0.896711440482	0.483096926714	0.501891252955
0.527095877721	0.874942102825	1.5073286052	0.516784869976
0.999073645206	0.982862436313	1.74799054374	0.709101654846
1.1968503937	0.803612783696	0.565839243499	0.821631205674
0.64242704956	0.830940250116	0.689834515366	0.809929078014
0.772579898101	0.747568318666	0.697399527187	0.740898345154
0.654469661881	0.868457619268	0.60780141844	0.69231678487
0.923112552107	0.754979157017	0.6036643026	0.668203309693
0.830013895322	0.77721167207	0.622340425532	0.67695035461
0.674849467346	0.77721167207	0.552009456265	0.676359338061
0.718851320056	0.976841130153	0.606855791962	0.667966903073
0.867531264474	0.794812413154	0.564066193853	0.697044917258
0.743399722094	0.693839740621	0.574704491726	0.771985815603
0.817971283001	0.952292728115	0.573995271868	0.705200945626
0.886058360352	0.752663270032	0.595862884161	0.700709219858
0.810097267253	0.875868457619	0.545744680851	0.759101654846
0.711903659101	0.931912922649	0.599527186761	0.686643026005
0.744789254284	0.905974988421	0.539007092199	0.648581560284
0.658638258453	0.736915238536	0.554137115839	0.663947990544
