GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
0.193420912101	0.171526220229	0.1	0.25
0.198013457225	0.227811598847	0.1	0.4
0.182633771227	0.186585496102	0.1875	0.2375
0.177079995728	0.211363879099	0.0625	1.75
0.171419416854	0.289009932714	0.375	0.3375
0.16127309623	0.210189041974	0.0375	0.5375
0.173769091103	0.193314108726	0.15	0.4375
0.187226316352	0.207839367724	0.2125	0.4625
0.267756061092	0.230802093346	0.0625	0.5375
0.169283349354	0.24116202072	0.05	0.15
0.164690804229	0.260386628217	0.0375	1.5
0.245754565844	0.234647014846	0.075	0.4375
0.223432660472	0.273843853466	0.2125	0.0375
0.162447933355	0.190750827726	0.0375	0.1875
0.224500694222	0.199081490975	0.35	0.2125
0.252483178468	0.218092491723	0.1125	0.2125
0.251308341344	0.224393890847	0.2125	1.125
0.318380860835	0.749439282281	0.0125	0.4625
0.218626508598	0.274591477091	0.1125	0.4
0.180818113852	0.165758837979	0.0625	0.1375
0.0859767168643	0.219267328848	0.1875	0.375
0.127523229734	0.12399871836	0.0875	0.2875
0.183381394852	0.149097511481	0.025	0.5875
0.0954822172381	0.329808821959	0.0875	1.2625
1.05115881662	0.133931432233	0.0375	0.325
0.0783936772402	0.116842892235	0.025	0.0375
0.141728078607	0.807753925024	0.05	0.375
0.329595215209	0.102851650112	0.0375	0.0625
0.195770586351	0.16020506248	0.1	0.05
0.100608779237	0.138417173983	0.1375	0.075
0.221082986222	0.087899177614	0.0125	0.1375
0.181779344227	0.161593506355	0.0375	0.15
0.28185410659	0.216276834348	0.175	0.0375
0.681405532415	0.237423902595	0.0375	0.25
0.24393890847	0.24244366122	0.075	0.175
0.218840115348	0.242336857845	0.05	0.4375
0.174089501228	0.208586991349	0.1875	0.0375
0.191498451351	0.16105948948	0.0625	0.4875
0.208800598099	0.15999145573	0.575	0.0625
0.174943928228	0.169924169604	0.175	0.1625
0.164477197479	0.171419416854	0.175	0.025
0.253017195343	0.169496956104	0.3375	0.15
0.205489693474	0.190216810851	0.35	0.2625
0.167040478479	0.187012709602	0.4375	0.1375
0.23603545872	0.181886147602	1.5125	0.0875
0.207625760974	0.217878884973	0.525	0.2375
0.227384385347	0.205810103599	0.4375	0.125
0.2032468226	0.187333119727	0.2375	0.175
0.176652782228	0.189255580476	0.2	0.1375
0.197799850475	0.176866388978	0.2625	0.0625
