UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
-0.0190124246935	-0.00797075025411	-0.0343804801517	-0.0368952538052
-0.0255716317588	0.0312138708676	0.00637860669072	-0.0471575194988
0.0154570715879	0.0135250792769	0.00466221224327	-0.0405115257128
-0.0290411659868	-0.0188636185599	-0.0101547530793	-0.0344540804724
-0.0416519070685	0.0064169606941	-0.0340978696771	-0.0456980087781
0.00569352295544	-0.00693791542321	-0.0257451179107	-0.0413856640292
0.0133687156542	0.0338005910349	-0.0464024405524	-0.0329087477389
-0.00757550174109	0.0165366647691	-0.0640609253799	-0.0382665938636
-0.0581979770399	0.00887867146526	-0.0232158698231	-0.0292078722411
-0.0231282908384	0.0144420724865	0.00930770237875	-0.0292870952411
-0.0580421311139	0.0305841435889	-0.0848871834295	-0.0349123818164
-0.0890485413122	-0.00701941131031	-0.0365465791033	-0.048229425753
-0.0676790270828	0.00241991568956	-0.0473331237761	-0.0491314663883
0.00680683821433	0.0188978984585	-0.00417518199902	-0.0779630817048
0.0286650523509	0.00500050947103	-0.031221430778	-0.142360706576
0.0494533691571	-0.035930115832	-0.0855301085648	-0.159404354249
-0.0253579995028	-0.0332208486388	-0.173609490728	-0.355340690496
-0.092521446853	-0.0850875869205	-0.0868760796714	-0.364600484628
-0.171475776243	-0.334513525308	-0.155295158969	0.0188528713931
-0.011545540759	-0.431687224141	0.0189533971766	-0.00383549030185
-0.1373596429	0.0445860500786	-0.202879168604	0.206764801626
0.202986201169	-0.27744559691	-0.0289621876171	0.0787410169224
-0.176247131677	0.0630510336278	-0.0245401089001	-0.0125649674335
-0.017621381094	-0.161339271972	0.0974973346928	-0.0390808815846
-0.397121207573	-0.209608610328	0.0586646776477	0.0625918969793
-0.224348446332	-0.333142296804	0.0692404405141	0.0532791493113
-0.136023834943	-0.0356501892918	-0.0287934653218	0.0912598574913
0.0624449976857	-0.245395609043	-0.0264862526024	-0.0127432340405
-0.234017646862	0.192400144153	0.0792654497565	-0.081849695958
0.0676466731747	-0.120672474143	0.190836219119	-0.189218149476
-0.475107793658	-0.00901893160355	0.00995745387772	0.0296794933214
-0.320978410428	-0.194038193838	-0.00362708744453	-0.129295803996
-0.0291925701826	-0.0896043235305	-0.353101491756	-0.07609313371
-0.0741613745537	-0.0227276560964	-0.385485855549	-0.168332105666
-0.0321429811229	0.027739799014	-0.145007787278	-0.0802775651336
-0.0305741977306	0.053726087958	-0.144928011168	-0.0332111751122
-0.013100787447	-0.028296659665	-0.0731305922622	0.0105827068431
-0.0456618035819	-0.073688004807	-0.0377856746501	-0.0338387027841
-0.00144590036162	-0.118551629511	-0.0486054436183	-0.0412949057599
0.0024350777703	-0.092333830452	-0.0347205565732	-0.0881428242122
0.00354390599863	-0.048209489462	-0.0286675831213	0.00459854851449
0.00551420614062	-0.0867753913092	-0.0357395801033	-0.0286709412847
0.0253414326102	-0.0107203700445	-0.043040033337	-0.0438474584026
0.00111980831157	0.00787866543008	-0.0453522922672	-0.0657320589338
-0.0106052643595	-0.0542033411758	-0.0449408825762	-0.0348315908528
-0.0453720898091	-0.0608262885584	-0.0538590477926	-0.0633741592014
-0.0147336993912	-0.0336416282942	-0.0412972960196	-0.01834791711
-0.00368748018004	0.00953173514359	-0.0602236372725	0.00249490611673
-0.0031046210884	-0.0295100560498	-0.0456960097278	-0.00794181367126
-0.00187999659083	-0.0345387812805	-0.0538369137271	-0.0452008428058
