ARID3A_F	ARID3A_R	ATF3_F	ATF3_R	BHLHE40_F	BHLHE40_R	BRCA1_F	BRCA1_R	CEBPB_F	CEBPB_R	CTCF_F	CTCF_R	ELF1_F	ELF1_R	GABP_F	GABP_R	JUN_F	JUN_R	JUND_F	JUND_R	MAFF_F	MAFF_R	MAFK_F	MAFK_R	MAX_F	MAX_R	MYC_F	MYC_R	NRF1_F	NRF1_R	P300_F	P300_R	RAD21_F	RAD21_R	REST_F	REST_R	RXRA_F	RXRA_R	SP1_F	SP1_R	SP2_F	SP2_R	SRF_F	SRF_R	TBP_F	TBP_R	USF1_F	USF1_R	USF2_F	USF2_R	YY1_F	YY1_R
0.0846687078212	0.123944297011	0.549033892321	0.570187840136	0.33212385482	0.361094172958	0.372562072975	0.323420001543	0.0773409875943	0.0899367197381	0.182275130197	0.170632108345	0.286367579754	0.30447893904	0.479622456752	0.489693678849	0.0654290905516	0.0712438350181	0.111599224848	0.133646530506	0.0173077980907	0.0190823500074	0.0134721090804	0.0143469715942	0.219655276942	0.245425210826	0.316837858826	0.319186006669	0.779580476706	0.768009469999	0.190864026425	0.221075570166	0.188848732753	0.175366141905	0.138955823427	0.12979321009	0.175308188189	0.170765132821	0.451672388786	0.467550297676	0.478350528188	0.535532382316	0.0778311096898	0.0941331309625	0.279375518989	0.325520035272	0.115642120796	0.128891954964	0.202779688846	0.223786080587	0.257581656129	0.26147847605
0.0861823008225	0.115268032813	0.574064633485	0.551867091643	0.341972720776	0.363903801082	0.462776681018	0.505477043366	0.0745245812331	0.0885953393469	0.183317431216	0.169520244372	0.284457941139	0.305167922185	0.481534079649	0.488338871723	0.0633953319569	0.0708588409155	0.113945846664	0.13353291009	0.0176922376227	0.0191358679524	0.0131681708429	0.0144457862686	0.223918618326	0.236091669506	0.316134963341	0.327710051011	0.793385704639	0.750982724687	0.19475673282	0.222483921697	0.189689758323	0.174779735537	0.141416196027	0.130184509006	0.175352478007	0.173850163874	0.480231121468	0.445836126134	0.481052180955	0.499657195605	0.0788801486953	0.0951010329343	0.271102963924	0.310307592388	0.117985806847	0.12765694569	0.203240282573	0.221772924895	0.268044842696	0.267444802878
0.0855050579085	0.108707514262	0.588541942048	0.499500218208	0.335340306752	0.366742939196	0.220082724017	0.660412072825	0.0736171087054	0.0878822749167	0.188573141093	0.154297094794	0.283823270374	0.301959344009	0.4710847158	0.485619628695	0.0653120683991	0.0661066962623	0.11147379599	0.132934449561	0.018142479025	0.0192291366576	0.0134456718115	0.0144514213423	0.222536532134	0.236375986447	0.31258913453	0.317627489052	0.795405891586	0.749271231555	0.208027223883	0.223096391991	0.195186811018	0.15829974299	0.142066333878	0.131425749541	0.169862868782	0.17666965264	0.477299522874	0.461462102553	0.483672388478	0.502998239617	0.0806766415711	0.0953033981331	0.303289376021	0.330499917483	0.119182883815	0.124734193293	0.20598137257	0.214473772224	0.262418740148	0.255416533526
0.0816575967189	0.109859498298	0.61485754263	0.483919610504	0.329066009377	0.352076513506	0.456290967761	0.357012834707	0.0749344062659	0.085278970287	0.178646296831	0.163220120371	0.285899954071	0.302493600798	0.48126170409	0.47061201696	0.0662010614206	0.0661648989887	0.110669807456	0.132849534857	0.0178163600226	0.0190790721628	0.0136895387302	0.0143430093496	0.220841580065	0.235991658861	0.313965803552	0.32512948564	0.767761299512	0.736857839578	0.199101250716	0.243525351436	0.184179116661	0.167845703166	0.141193552735	0.130401998929	0.168139427682	0.174772426256	0.472331056277	0.457643915241	0.510786681398	0.488391967559	0.0802148644723	0.0943252556493	0.291969912425	0.309668348646	0.118769357144	0.126810107449	0.202889933634	0.212941418997	0.251578687578	0.25604854821
0.0896046333422	0.109195097662	0.581027303676	0.531824213903	0.336565001684	0.349226168951	0.34231963857	0.457563987245	0.0756188558899	0.0851863422987	0.1643547586	0.155677070027	0.282387644273	0.303537398804	0.470737640327	0.472883728143	0.0631615240353	0.0666946259665	0.112242412389	0.131964664758	0.0181555435832	0.0188315586039	0.0131098861236	0.0144109707008	0.223236283469	0.240443109277	0.312540163338	0.320458321272	0.788029203856	0.706467831431	0.214854388946	0.223289103066	0.16861861436	0.15847366818	0.14109530539	0.130531064858	0.174678240698	0.172766003885	0.486578585044	0.452757174578	0.476881232356	0.500198791592	0.0795240313321	0.0927179596241	0.316759066623	0.301603679404	0.11748130315	0.126557388931	0.197886131061	0.21963625951	0.258452270583	0.25951234236
0.0894064529398	0.11517444657	0.485521832929	0.551350433774	0.335008137905	0.348714653113	0.296647837668	0.339456290957	0.0751514129412	0.084457499227	0.165174444332	0.141740965444	0.290515899956	0.299745918735	0.475311520826	0.470972668584	0.0653808953499	0.0643768531944	0.1159031535	0.132252945045	0.0177040666881	0.0191270647623	0.0133753583165	0.0145888389692	0.225553426359	0.231673446879	0.303850116744	0.314848246159	0.793845096	0.725403855083	0.207692540642	0.221160225963	0.170041768289	0.144466346067	0.139652408458	0.131631400634	0.174571068899	0.174024520799	0.466061121936	0.448341292305	0.468283819634	0.472716678646	0.0791546851916	0.0928673781217	0.293126546528	0.313222542601	0.118352162229	0.121841704558	0.202979048241	0.206322834719	0.260932526689	0.261055915409
0.0867703141995	0.10243332065	0.557492137338	0.486877749514	0.318573326303	0.360404379807	0.364911610001	0.47319050565	0.0747135309245	0.0902425250152	0.162350397229	0.136600130357	0.293929170646	0.300444884078	0.470515434834	0.471654577784	0.0644928839868	0.0662344619362	0.117230113105	0.13252800293	0.0182383319142	0.0188199082671	0.01349748926	0.0144127451156	0.229277093157	0.239647190195	0.313883270068	0.319687160782	0.763238299676	0.740264160646	0.19311582662	0.226965108307	0.167098460122	0.138895911304	0.144450541646	0.127823421129	0.176494037736	0.168433953501	0.478671120908	0.447503162656	0.499061629102	0.461300817031	0.0792118223001	0.0922150543005	0.280974874995	0.332061772869	0.116317757789	0.124869337048	0.201332140325	0.212066153088	0.253696953191	0.259026536364
0.0877597767284	0.103824067801	0.604860332755	0.545622398409	0.324152198311	0.341809097157	0.252365162304	0.294493112328	0.0735470050828	0.0863806811158	0.161278812013	0.141506357854	0.293888827653	0.305399310617	0.466396709599	0.464267645616	0.0641472469197	0.0659123025356	0.114156957186	0.132146723252	0.018191227212	0.019209413647	0.01359708015	0.0145784300447	0.217911787401	0.239688779581	0.303802030692	0.329684591587	0.772517209861	0.718000792787	0.223672199056	0.227666141663	0.166237593766	0.144795399715	0.136915677783	0.130817082136	0.177457732502	0.173860116688	0.4663171737	0.448250758874	0.477050580995	0.496334485659	0.0774208877207	0.0903516856453	0.306638172069	0.280989449828	0.113375770203	0.122907585703	0.192041564057	0.210170096328	0.261910568579	0.247875826955
0.0903057371607	0.10343714827	0.552073984614	0.555357265958	0.32742761846	0.34314288233	0.347049595493	0.374733922932	0.0797087461206	0.0809535610914	0.166086453379	0.147021852863	0.291429505783	0.300924640227	0.483914414272	0.472456109534	0.0655310021727	0.0629778963374	0.116821791748	0.127452914545	0.0179249730698	0.0188510823226	0.0136400476242	0.0140751648737	0.223772178312	0.232078002253	0.322727597646	0.314402952114	0.758607258846	0.689462517537	0.197043111849	0.222205584564	0.169924299668	0.151613696894	0.131585086555	0.127120825582	0.168646341186	0.173934574619	0.459720535765	0.432843069536	0.474992820147	0.468077301024	0.0780337642763	0.0933785359451	0.295726791053	0.30169634008	0.12193989478	0.12468490224	0.208476408743	0.209009290632	0.251217797374	0.251753006017
0.0852504553899	0.0955324787044	0.605982599118	0.45761495118	0.313224403065	0.34496422904	0.354758632828	0.526525543688	0.0751063207265	0.0894732758925	0.172856746686	0.146298573433	0.287630722374	0.302085798083	0.488419003404	0.483674598909	0.0673809733614	0.0657915527933	0.115810434075	0.131745455486	0.0175648830547	0.0184986471745	0.0133757621795	0.0145737533548	0.238508054434	0.233390140946	0.304663495233	0.332429650936	0.732478754666	0.692610369107	0.21479069869	0.233050892806	0.178399294399	0.148922147423	0.140729708458	0.121290678959	0.177431039975	0.171322630884	0.463112036335	0.434061292455	0.486102449418	0.501937961889	0.0754939474197	0.0936051627789	0.274443676504	0.299275099161	0.129019088229	0.126475628151	0.218978204121	0.215516280563	0.245304397691	0.244603472789
