LAB	CELL	FACTOR	BIAS_PEARSON	PWM_AUC_ALL	TC_AUC_ALL	FOS_AUC_ALL	HINT_AUC_ALL	HINT_BC_AUC_ALL	HINT_BCN_AUC_ALL	PWM_AUC_10	TC_AUC_10	FOS_AUC_10	HINT_AUC_10	HINT_BC_AUC_10	HINT_BCN_AUC_10	NUMBER_MOTIFS	NUMBER_PEAKS	NUMBER_PEAKS_with_MOTIFS	PERC_PEAKS_MOTIFS	TC_AVG_CHIP_UNCORRECTED	FOS_AVG_CHIP_UNCORRECTED	PROTECT_AVG_CHIP_UNCORRECTED	TC_AVG_CHIP_CORRECTED	FOS_AVG_CHIP_CORRECTED	PROTECT_AVG_CHIP_CORRECTED	TC_AVG_DNASE_UNCORRECTED	FOS_AVG_DNASE_UNCORRECTED	PROTECT_AVG_DNASE_UNCORRECTED	TC_AVG_DNASE_CORRECTED	FOS_AVG_DNASE_CORRECTED	PROTECT_AVG_DNASE_CORRECTED	MDC_UNCORRECTED	MDC_CORRECTED	NORM_TC_AVG_CHIP_UNCORRECTED	NORM_TC_AVG_CHIP_CORRECTED	NORM_TC_AVG_DNASE_UNCORRECTED	NORM_TC_AVG_DNASE_CORRECTED	FOS_AVG_CHIP_UNCORRECTED_GAP5	FOS_AVG_CHIP_CORRECTED_GAP5	FOS_AVG_DNASE_UNCORRECTED_GAP5	FOS_AVG_DNASE_CORRECTED_GAP5	FOS_AVG_CHIP_UNCORRECTED_GAP10	FOS_AVG_CHIP_CORRECTED_GAP10	FOS_AVG_DNASE_UNCORRECTED_GAP10	FOS_AVG_DNASE_CORRECTED_GAP10	TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED	PROTECT_AVG_FP_UNCORRECTED	NORM_TC_AVG_FP_UNCORRECTED	FOS_AVG_FP_UNCORRECTED_GAP5	FOS_AVG_FP_UNCORRECTED_GAP10	TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED	PROTECT_AVG_FP_CORRECTED	NORM_TC_AVG_FP_CORRECTED	FOS_AVG_FP_CORRECTED_GAP5	FOS_AVG_FP_CORRECTED_GAP10
UW	K562	ARID3A	0.804489951189	0.470470112324	0.993124048953	0.327511623008	0.996637516799	0.996926568873	0.996826901095	0.0131558916663	0.954155190768	0.165983693383	0.985418718428	0.986580111807	0.98620230053	2112327	9026	606	6.713938	364.849230769	-1.45042453151	0.0152451668785	-34.732674772	-0.831409705104	-0.462228696017	103.759822296	-1.48444647151	-0.00499909411856	-14.5694566196	-0.815720903554	-0.267106542795	0.235572594893	0.754478056306	2.02726881374	-0.192990590208	0.576536920242	-0.0809545492965	-1.45461793514	-0.836794340537	-1.47496765697	-0.816854065294	-1.46446210336	-0.83523044975	-1.49369853384	-0.814317755461	219.304804805	-1.47853496267	0.0209946178162	1.21855756841	-1.45348609252	-1.49633437965	-26.4946180192	-0.840428871081	-0.213057736236	-0.147216187709	-0.83443253073	-0.83413546362
UW	K562	ATF1	0.572760525111	0.715285601817	0.978580609586	0.76283298698	0.988706682253	0.990074896647	0.989594042052	0.267371509538	0.850124406626	0.455120853454	0.937651828974	0.947664479296	0.944353902424	246442	14864	2609	17.552476	477.573446874	-1.3032828094	0.776928304718	-40.2981526929	-1.30387880214	1.41549139242	294.635319364	-1.46000649313	0.565972458626	-28.0154227075	-1.3383820505	0.955571523436	-0.699346823866	-0.685523155915	2.65361599661	-0.223914925169	1.63712828204	-0.155666472529	-1.28364991721	-1.29384708821	-1.44561016507	-1.3306804638	-1.31382732273	-1.31280256204	-1.48293298574	-1.3451538726	490.907646048	-1.4025261753	0.64989409634	2.72770689186	-1.38303286119	-1.42491605596	-42.869068872	-1.30363495286	1.28319527343	-0.238200108618	-1.28973144583	-1.30719254667
UW	K562	ATF3	0.708001126681	0.935450442276	0.99617255721	0.829817005333	0.998499641204	0.998733120081	0.998699943686	0.629131975356	0.970028990712	0.674799813744	0.991855857179	0.993553237196	0.993477062448	496476	1233	165	13.381995	963.292418773	-1.07569626709	1.06224097001	-73.2993230926	-0.760442424467	2.17844559061	296.784662184	-1.2973282616	0.423160130701	-28.286315127	-0.869792074017	0.826592223999	-0.601920236675	-0.575497413968	5.3524922472	-0.407284486966	1.64907101153	-0.157171674425	-0.980863047956	-0.726813619185	-1.26990660598	-0.858040661314	-0.949874014093	-0.718985118151	-1.27341862857	-0.858413687914	494.179649758	-1.19670496095	0.600873452148	2.74588763755	-1.15537465991	-1.16901945631	-43.316255037	-0.833879875188	1.31976184693	-0.24068487901	-0.81477506693	-0.817165824676
UW	K562	BACH1	0.550693934733	0.653738402297	0.940574078093	0.803810522007	0.958120415544	0.961354624226	0.960139065624	0.12592811154	0.696819003677	0.506878541554	0.824596933921	0.844614656815	0.837758336563	614421	3806	1980	52.023121	381.654608096	-1.21255109031	0.899873413436	-32.3511664511	-1.28283398574	1.55286266172	182.24060034	-1.55328295374	0.339951657673	-20.800271325	-1.37941800915	0.603121580621	-0.739440266366	-0.675666971844	2.12064715878	-0.17975784325	1.01261193531	-0.115575799038	-1.19177269979	-1.28007873069	-1.56686339364	-1.3756209632	-1.22505589775	-1.29443305702	-1.60689628413	-1.38474850042	305.373777165	-1.49913288289	0.396384317854	1.69679605374	-1.50783579453	-1.55900336498	-30.8899529465	-1.35572295758	0.819483106631	-0.171638674239	-1.34691403277	-1.35858012946
UW	K562	BHLHE40	0.352206872029	0.64557434016	0.931357267605	0.542492282219	0.948727921825	0.950420842481	0.949495501282	0.190189279535	0.685494788321	0.244893951867	0.797597063208	0.805799432002	0.801420898851	572185	22497	5958	26.483531	211.392419314	-1.56528650068	0.130202550086	-20.9738817615	-1.12696544294	0.486000583459	198.275108612	-1.55666151498	0.0462689729455	-21.3854780379	-1.05487185887	0.415097619477	-0.277727696388	-0.771104266949	1.17459274406	-0.116540457845	1.10170698012	-0.118827474576	-1.57662295023	-1.12535036166	-1.57257922436	-1.05354802844	-1.59939388927	-1.1312625474	-1.60436727646	-1.05782446858	362.028440833	-1.49386499197	0.123050819649	2.01159521767	-1.50125347832	-1.54454911243	-34.2645898233	-1.03751892776	0.658745080013	-0.190389696637	-1.03032124181	-1.03716053285
UW	K562	CCNT2	0.37293172437	0.74135340872	0.994181181964	0.490724575524	0.998468485067	0.998830341801	0.998767029329	0.269249662205	0.94439838567	0.130717042951	0.986503191667	0.990067090408	0.989463370009	708983	20057	2284	11.387545	820.786756011	-1.99389300943	0.00106737320041	-61.0121011906	-1.72475966204	0.644192387714	211.785030392	-2.17067609178	-0.160373708673	-23.3442718921	-1.82249319306	0.0703202686704	0.133435188906	-0.357270085405	4.56066575688	-0.339011075187	1.17677427036	-0.129711427064	-1.94144592797	-1.69020192539	-2.16019533789	-1.80644393962	-1.98150596735	-1.69523899053	-2.21860910598	-1.80742310832	366.21022821	-2.17487308025	-0.218254675047	2.03483113657	-2.1507015705	-2.21986134403	-35.9107724006	-1.81681029076	0.115857319146	-0.199536638221	-1.78847413397	-1.79003954039
UW	K562	CEBPB	0.797313303732	0.703369221968	0.860190967111	0.536109605197	0.885739474252	0.895321911685	0.891768204286	0.208028837782	0.471177540966	0.195308720409	0.590867238643	0.625219580233	0.612815217363	1342548	38715	24789	64.029446	61.7675744142	-1.7130873682	0.166843318068	-7.78423920979	-1.34837273522	0.105336977372	137.124287072	-1.51755600217	0.20327568402	-17.3443582878	-1.12310303731	0.13733405722	-0.0648815319745	-0.395667869254	0.343208829155	-0.0432527851448	0.761925111372	-0.0963731692048	-1.69783211691	-1.34535976422	-1.51182704306	-1.116739308	-1.71067464938	-1.34629144329	-1.54697253249	-1.11846962532	289.527673138	-1.50150367607	0.252587661126	1.60874786889	-1.47866672549	-1.52312517422	-29.9941587751	-1.12900246361	0.280802735285	-0.166661233055	-1.11370968681	-1.11642525824
UW	K562	CTCF	0.307857401676	0.829693489191	0.944827983964	0.800847461704	0.968578940613	0.970161886205	0.969273873106	0.469390373967	0.630058717028	0.542784638198	0.825220057434	0.836909933663	0.830635129602	565933	54387	41122	75.60998	128.782156298	-1.40453544318	0.850096373593	-18.6751290382	-1.64302778516	1.08984459907	162.307280059	-1.4391413365	0.802213704148	-22.8694998746	-1.60544365012	1.16924252852	-0.482045907291	-0.65665039076	0.715572426121	-0.10376753875	0.901853311884	-0.127073377088	-1.42384805521	-1.63968821714	-1.46170811488	-1.60106577681	-1.38669845262	-1.63588566317	-1.43026388334	-1.5956493774	229.725181001	-1.38808792268	0.86503105147	1.27645793358	-1.41143433895	-1.37522940761	-29.9261452153	-1.57283093031	1.37941155678	-0.166283318681	-1.56253172338	-1.55369694298
UW	K562	CTCFL	0.271118596715	0.815073075055	0.945716487811	0.816963545947	0.969380874114	0.971173387458	0.970151228593	0.411951393452	0.612620353299	0.507707338932	0.811549375731	0.826792973502	0.81854003726	565933	11533	8878	76.979103	226.681500443	-1.30729477036	1.01879714114	-28.5744310276	-1.56885060399	1.4741428849	162.307280059	-1.4391413365	0.802213704148	-22.8694998746	-1.60544365012	1.16924252852	-0.573451587537	-0.562927986081	1.25954585551	-0.158772577841	0.901853311884	-0.127073377088	-1.33007108476	-1.56266356655	-1.46170811488	-1.60106577681	-1.31413439129	-1.56731069278	-1.43026388334	-1.5956493774	229.725181001	-1.38808792268	0.86503105147	1.27645793358	-1.41143433895	-1.37522940761	-29.9261452153	-1.57283093031	1.37941155678	-0.166283318681	-1.56253172338	-1.55369694298
UW	K562	E2F4	0.542605229396	0.570974394154	0.974290326276	0.581241432212	0.99101714669	0.993453806952	0.992712144528	0.0862835323004	0.758253641852	0.196560449296	0.916811759999	0.939780065854	0.932929305387	173646	8181	2809	34.335656	666.25455088	-1.35768678993	0.245399655305	-53.3859928006	-1.01698333614	0.494982993392	405.936916511	-1.34722032273	0.313085350087	-36.4402055194	-1.00630105344	0.60021729522	-0.43666837526	-0.865729663324	3.70201430921	-0.296636937036	2.25557074481	-0.202478410219	-1.36783827243	-1.02204722203	-1.34753071551	-1.00762185964	-1.3985240529	-1.02852870891	-1.37021679053	-1.01174035195	563.056820432	-1.31714228275	0.348938689964	3.12860062777	-1.31298341337	-1.33866272901	-47.9787080774	-0.985478780736	0.776993232657	-0.266591595668	-0.984223265901	-0.990000064629
