UW_Motif_0458_F	UW_Motif_0458_R	UW_Motif_0500_F	UW_Motif_0500_R
0.756993153449	0.737060283127	0.642112303333	0.585217116018
0.928470741006	0.71902574996	0.699604883312	0.539709777193
0.871819974873	0.780239496294	0.671073005961	0.560818331303
0.903379247387	0.879777655023	0.684937967309	0.563268248673
0.955844524044	0.742256610571	0.678459279977	0.580604855965
0.826999825224	0.802758724989	0.6525701462	0.56683586409
0.860275747292	0.766816963872	0.665007859557	0.556221525227
0.945160390668	0.760585237588	0.634009292117	0.582479042179
0.976576395554	0.843480755973	0.656231362966	0.579100206987
0.891781043423	0.793799759101	0.681706286065	0.593480455874
0.771907316385	0.807328488953	0.662214744986	0.563243973226
0.92659376615	0.826360162555	0.656982659996	0.577837954163
0.97010135761	0.925733027193	0.686513595823	0.590417207461
0.932335800672	0.814480069562	0.674413971465	0.670206896673
0.850078876604	0.784742989415	0.672306952201	0.672120963563
0.853056838909	0.959005150098	0.696901368607	0.501230794294
0.795224683936	0.929787124566	0.723217137935	1.4692945673
1.04410936966	0.62973368998	0.535187201036	1.10771579115
1.0496019146	1.75353362119	0.650670308671	0.397749146092
0.783100832656	1.58703530157	0.207437011272	0.446269799321
0.971697742303	0.196624922201	0.673603482511	0.27121409602
0.0989922421092	0.97382764287	0.333516616246	0.522175276793
0.844350592885	0.261961394706	0.637511941678	0.80295087362
0.382352666747	0.946049025984	0.556194256628	0.708028467288
1.79599882991	0.622669360927	0.753828577059	0.421817795954
0.632268263811	1.79536038879	0.472604525501	0.73643532577
0.964740353068	0.469300961674	0.684561940769	0.585112471968
0.282421779453	0.74674719553	0.769862859779	0.592588355015
0.913700834649	0.14028568013	0.526609816023	0.352597859337
0.266902573728	0.881272136245	0.273150866918	0.611905393186
1.51856105146	0.619067625156	0.425504901968	0.210351876584
1.98570254159	1.00751352043	0.409579735601	0.607690448186
0.622361663986	0.837157103106	1.1466181124	0.548157099781
1.04625431054	0.881831666015	1.46268494586	0.67355734611
0.873168443201	0.790514889314	0.486409221703	0.686045276109
0.783810526926	0.763901103678	0.668098405218	0.683554012057
0.80806355996	0.801766196131	0.642141319144	0.637692100186
0.760957311791	0.90849150025	0.601829602627	0.651535600032
0.887544417176	0.826361474456	0.586793614536	0.64361866499
0.884944675286	0.815143674939	0.617339206649	0.667418593111
0.733676300615	0.916627115472	0.582483025109	0.649658639931
0.844126176373	0.836036046681	0.611743470092	0.624415485611
0.805833583589	0.828386432442	0.582799521581	0.661993014822
0.736421524031	0.774531649797	0.602063594508	0.699818564949
0.821933517519	0.877218868627	0.592247036739	0.655613495408
0.873245025662	0.774594572459	0.593967618022	0.667110403249
0.830486914682	0.90180724447	0.553233363607	0.683848464089
0.741199812744	0.983402385951	0.602585002202	0.655082679242
0.751886266852	0.873666856923	0.565873292081	0.615362435655
0.716583582233	0.831438001888	0.571825483011	0.643710002974
