GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
0.0201858378725	0.0186905906227	0.0375	0.0625
0.0212538716223	0.0206130513724	0.025	0.0
0.0220014952472	0.0199722311225	0.0375	0.025
0.0171953433729	0.0190110007476	0.0625	0.025
0.0179429669978	0.0189041973726	0.0	0.025
0.0173021467478	0.0200790344975	0.025	0.0
0.0191178041226	0.0189041973726	0.025	0.05
0.0195450176226	0.0197586243725	0.0125	0.0375
0.0212538716223	0.0224287087472	0.025	0.0
0.0228559222471	0.0213606749973	0.0125	0.0
0.0202926412475	0.0200790344975	0.0125	0.05
0.0199722311225	0.0189041973726	0.0	0.05
0.0217878884973	0.0212538716223	0.0125	0.0
0.0224287087472	0.0203994446225	0.025	0.05
0.0189041973726	0.0218946918723	0.0375	0.0375
0.0196518209975	0.0209334614974	0.0125	0.0125
0.0211470682474	0.0187973939977	0.0375	0.0
0.0211470682474	0.0190110007476	0.0125	0.0125
0.0191178041226	0.0217878884973	0.0125	0.0125
0.0210402648724	0.0197586243725	0.025	0.0125
0.0209334614974	0.0207198547474	0.025	0.0
0.0197586243725	0.0186905906227	0.025	0.0
0.0194382142476	0.0265940403717	0.0125	0.0
0.0228559222471	0.023603545872	0.0125	0.0125
0.0170885399979	0.0183701804977	0.0375	0.0
0.0215742817473	0.0224287087472	0.05	0.0125
0.0180497703727	0.0225355121222	0.0125	0.0
0.0220014952472	0.0232831357471	0.0125	0.0125
0.0217878884973	0.0218946918723	0.0	0.05
0.0218946918723	0.0224287087472	0.0375	0.0375
0.0218946918723	0.0214674783723	0.0125	0.025
0.0212538716223	0.0193314108726	0.05	0.025
0.0193314108726	0.0193314108726	0.0	0.0
0.0198654277475	0.0212538716223	0.025	0.0
0.0202926412475	0.0202926412475	0.0125	0.0375
0.0186905906227	0.0214674783723	0.025	0.0375
0.0220014952472	0.0213606749973	0.0	0.0625
0.0233899391221	0.0226423154972	0.0	0.025
0.0231763323721	0.0218946918723	0.0125	0.025
0.0207198547474	0.0191178041226	0.0125	0.0375
0.0175157534978	0.0217878884973	0.0	0.0375
0.0191178041226	0.0231763323721	0.0375	0.0125
0.0189041973726	0.0214674783723	0.0125	0.0
0.0206130513724	0.0198654277475	0.0	0.0375
0.0203994446225	0.0210402648724	0.0	0.0125
0.0203994446225	0.0210402648724	0.05	0.025
0.0195450176226	0.0209334614974	0.05	0.0
0.0213606749973	0.0205062479974	0.0125	0.0
0.0247783829969	0.0228559222471	0.0125	0.025
0.0211470682474	0.0179429669978	0.0125	0.025
