GR_withDEX_F	GR_withDEX_R	GR_woDEX_F	GR_woDEX_R
-0.00572634686363	-0.0063331265559	0.0059615420075	0.0176483193906
-0.00445647507076	-0.00473038376957	-0.00543199892792	-0.0214238400357
-0.00412942081412	-0.00504877520749	0.00295000961887	-0.00326585512775
-0.00785499568412	-0.00666675885009	0.0228583044944	0.00229841856841
-0.00678443109797	-0.00653497795474	-0.0258652434473	0.000615601288938
-0.00768890703152	-0.00486191211456	-0.00498539274716	-0.015321553256
-0.00652139870807	-0.00694979826452	-0.0108782094938	0.00981846847621
-0.00627524364447	-0.00622452565961	-0.0135405335035	-0.00880897306691
-0.00506682589253	-0.00368568094615	-0.000837160788079	-0.0199340736512
-0.00358298482059	-0.00448975355953	-0.0168606061276	-0.0157640674408
-0.00510181499051	-0.00590742575266	-0.00798952691609	0.0165798336245
-0.00579991507442	-0.00612806112569	-0.0139396415433	0.0159499448896
-0.00482210044355	-0.00457853060459	-0.0154571508663	-0.0208655564916
-0.00417866077502	-0.00652734386481	5.81752467493e-05	0.0176846104713
-0.00706837027994	-0.00332299733099	0.00202643360183	0.0055188498868
-0.00575690454588	-0.00449756097012	-0.0166960902901	-0.00964296526584
-0.00380249832522	-0.00605082921376	0.00355233901192	-0.0122191266654
-0.0086432092652	-0.0289439328996	-0.010144341691	-0.0379758889864
-0.00544058370475	-0.00466410627622	-0.017434237902	-0.0122064228265
-0.00303682716413	-0.002217598744	-0.00028188847209	-0.00676420990659
0.00286155244991	-0.0077368194937	0.00230255868101	-0.0186726242385
0.0044861501927	-0.00180328953095	0.00655886771157	-0.0118605478403
0.000207164583669	-0.00330282099169	-0.00450934796591	-0.0148069442457
0.0096785466013	-0.0125210435062	-0.00588149129643	-0.0108869591841
-0.0364580445954	-0.00147445769853	-0.0164262802793	-0.0114530992187
0.00540676261909	0.00725731948467	0.0186610939658	0.00276734129627
-0.00436480010629	-0.0291697426934	-0.0018885068714	-0.0378974675007
-0.0113954360302	0.0108838433261	-0.0068435403401	-0.00142519969362
-0.00254862450681	0.00164341184736	-0.0182804423265	0.0113971171495
-0.000474276442511	0.00542909094272	0.0138898254609	0.00827839416335
-0.00499556138949	0.0042627110116	-0.00654289994745	0.00370815800886
0.0015073872843	-0.00462584792952	0.0182663971045	-0.00149353390478
-0.00501523790525	-0.00617976670754	-0.0384906800788	-0.0169145916246
-0.0252179001166	-0.00866494648543	-0.0171672115243	-0.0195054695407
-0.00386470305406	-0.00578622375456	-0.00779673727555	0.00796153177115
-0.00588669337934	-0.00428653971046	-0.0015277888641	0.00657878745426
-0.00407808731196	-0.00614659741211	-0.027364185686	0.0230527853633
-0.00493901012177	-0.00382728485889	-0.0135106921932	-0.00650557389343
-0.00384306718328	-0.00498512393244	-0.00719599407608	-0.00203610409499
-0.00493270111927	-0.00661431624613	-0.011795077465	0.0101961466326
-0.00779917520947	-0.00584380916047	-0.0159664385484	0.0107674704283
-0.00579011732741	-0.00343528603729	0.00844580331841	-0.00709876357222
-0.00582150510791	-0.00484151011188	-0.0100465982824	-0.0159134335815
-0.0062975842803	-0.0069005989502	-0.0154194299605	0.00864974366528
-0.00568151645498	-0.00548281064407	-0.0171423204704	-0.0183333285826
-0.00641632077469	-0.00596688060857	0.0196644080172	-0.00184343124471
-0.00604068050216	-0.0052804793107	0.0206923592446	-0.0226311930536
-0.00524213827416	-0.00600088119747	-0.00785201126978	-0.0244571450298
-0.00228862564951	-0.0052916294759	-0.0163839508808	0.000758493660683
-0.00485507104403	-0.00719325248163	-0.00599001153561	-0.00599033878635
