BinDNase_80_AUC_1	BinDNase_85_AUC_1	BinDNase_90_AUC_1	BinDNase_95_AUC_1	BinDNase_99_AUC_1	BinDNase_rank_AUC_1	Boyle_AUC_1	Centipede_80_AUC_1	Centipede_85_AUC_1	Centipede_90_AUC_1	Centipede_95_AUC_1	Centipede_99_AUC_1	Cuellar_80_AUC_1	Cuellar_85_AUC_1	Cuellar_90_AUC_1	Cuellar_95_AUC_1	Cuellar_99_AUC_1	DNase2TF_TC_AUC_1	DNase2TF_rank_AUC_1	FLR_80_AUC_1	FLR_85_AUC_1	FLR_90_AUC_1	FLR_95_AUC_1	FLR_99_AUC_1	FS_AUC_1	HINTBCN_AUC_1	HINTBC_AUC_1	HINT_AUC_1	Neph_AUC_1	PIQ_80_AUC_1	PIQ_85_AUC_1	PIQ_90_AUC_1	PIQ_95_AUC_1	PIQ_99_AUC_1	PWM_AUC_1	Protection_AUC_1	TC_AUC_1	Wellington_TC_AUC_1	Wellington_rank_AUC_1	BinDNase_80_AUC_10	BinDNase_85_AUC_10	BinDNase_90_AUC_10	BinDNase_95_AUC_10	BinDNase_99_AUC_10	BinDNase_rank_AUC_10	Centipede_80_AUC_10	Centipede_85_AUC_10	Centipede_95_AUC_10	Centipede_99_AUC_10	Cuellar_80_AUC_10	Cuellar_85_AUC_10	Cuellar_95_AUC_10	Cuellar_99_AUC_10	DNase2TF_rank_AUC_10	FLR_80_AUC_10	FLR_85_AUC_10	FLR_95_AUC_10	FLR_99_AUC_10	PIQ_80_AUC_10	PIQ_85_AUC_10	PIQ_95_AUC_10	PIQ_99_AUC_10	Protection_AUC_10	Wellington_rank_AUC_10	BinDNase_80_AUC_ALL	BinDNase_85_AUC_ALL	BinDNase_90_AUC_ALL	BinDNase_95_AUC_ALL	BinDNase_99_AUC_ALL	BinDNase_rank_AUC_ALL	Centipede_80_AUC_ALL	Centipede_85_AUC_ALL	Centipede_95_AUC_ALL	Centipede_99_AUC_ALL	Cuellar_80_AUC_ALL	Cuellar_85_AUC_ALL	Cuellar_95_AUC_ALL	Cuellar_99_AUC_ALL	DNase2TF_rank_AUC_ALL	FLR_80_AUC_ALL	FLR_85_AUC_ALL	FLR_95_AUC_ALL	FLR_99_AUC_ALL	PIQ_80_AUC_ALL	PIQ_85_AUC_ALL	PIQ_95_AUC_ALL	PIQ_99_AUC_ALL	Protection_AUC_ALL	Wellington_rank_AUC_ALL	BinDNase_80_AUPR_ALL	BinDNase_85_AUPR_ALL	BinDNase_90_AUPR_ALL	BinDNase_95_AUPR_ALL	BinDNase_99_AUPR_ALL	BinDNase_rank_AUPR_ALL	Centipede_80_AUPR_ALL	Centipede_85_AUPR_ALL	Centipede_95_AUPR_ALL	Centipede_99_AUPR_ALL	Cuellar_80_AUPR_ALL	Cuellar_85_AUPR_ALL	Cuellar_95_AUPR_ALL	Cuellar_99_AUPR_ALL	DNase2TF_rank_AUPR_ALL	FLR_80_AUPR_ALL	FLR_85_AUPR_ALL	FLR_95_AUPR_ALL	FLR_99_AUPR_ALL	PIQ_80_AUPR_ALL	PIQ_85_AUPR_ALL	PIQ_95_AUPR_ALL	PIQ_99_AUPR_ALL	Protection_AUPR_ALL	Wellington_rank_AUPR_ALL
0.780748943541	0.787158725963	0.723543368882	0.723543368882	0.757093641548	0.757127748518	0.77655255697	0.565045051148	0.666511232348	0.666511232348	0.666511232348	0.666511232348	0.570547703266	0.570547703266	0.570547703266	0.570547703266	0.570547703266	0.830043610626	0.665167904243	0.667539489476	0.667539489476	0.667539489476	0.667539489476	0.667539489476	0.159894297166	0.872331950266	0.875643844248	0.859976438989	0.776567164901	0.669015256722	0.748918182637	0.803442567617	0.783231258724	0.752727570188	0.0832925937265	0.563985276461	0.564751087781	0.789611877595	0.668848331354	0.930815283428	0.929413690993	0.927676736026	0.929925313845	0.926407182552	0.920349217181	0.873526889514	0.91243399131	0.91330782024	0.910497188856	0.86656219402	0.86656219402	0.86656219402	0.86656219402	0.915731575535	0.904514831628	0.910964334023	0.913738629975	0.910964334023	0.91109334939	0.919752099351	0.92318340696	0.913005045033	0.78795215242	0.906106622729	0.990662963369	0.990473801513	0.990420507281	0.990716225169	0.990173150669	0.989440814397	0.98430986495	0.988700308147	0.988812920781	0.988455611565	0.983413147734	0.983413147734	0.983413147734	0.983413147734	0.989130419004	0.987715084389	0.988502679183	0.988856331316	0.988502679183	0.988515580719	0.989381455715	0.989724586476	0.98856410573	0.899669332406	0.98790329418	0.680634379646	0.699879762304	0.607692202966	0.608581448772	0.648404454304	0.668174089791	0.405524925415	0.535819823465	0.536078707159	0.535189655612	0.411887373018	0.411887373018	0.411887373018	0.411887373018	0.51442223327	0.531434771544	0.534414011542	0.535282439939	0.534414011542	0.536006546979	0.643265975091	0.719388197539	0.698761190832	0.414013073156	0.536358825123
0.252221526553	0.257524968555	0.216228713392	0.216228713392	0.237801049011	0.241057093937	0.266768551077	0.117473962372	0.177871366559	0.177871366559	0.177871366559	0.177871366559	0.140413101154	0.140413101154	0.140413101154	0.140413101154	0.140413101154	0.318696155889	0.17809320169	0.17704893648	0.17704893648	0.17704893648	0.17704893648	0.17704893648	0.0325339251136	0.37831996238	0.386398753187	0.353594417812	0.264670557938	0.22036222005	0.290585513457	0.344972393251	0.317727300938	0.2814649439	0.0189779016314	0.100450133061	0.11733245954	0.275408308487	0.179075041964	0.472418487117	0.466960355343	0.476863200241	0.484144400367	0.464987963389	0.450173766851	0.388009004997	0.449233449842	0.451862182143	0.443490719435	0.349552425154	0.349552425154	0.349552425154	0.349552425154	0.465554915281	0.437136210478	0.451379515019	0.458747549616	0.451379515019	0.533234879563	0.541127115011	0.543841293759	0.524347268349	0.291921414425	0.440494344348	0.83602916693	0.834736181531	0.837577195421	0.839399329865	0.834540496313	0.831168494092	0.81903629022	0.831832671852	0.832473199948	0.830501902626	0.817925628108	0.817925628108	0.817925628108	0.817925628108	0.835388232745	0.828390504761	0.831723082158	0.833591278168	0.831723082158	0.8986201748	0.899409466343	0.8996809137	0.896124282426	0.65668902191	0.829109980461	0.14814501914	0.158438896367	0.1166501875	0.118273853196	0.130995903049	0.140042040556	0.0540449861859	0.0884373275969	0.0888897867539	0.0873627243562	0.0619663565726	0.0619663565726	0.0619663565726	0.0619663565726	0.0900703498794	0.0842717119291	0.0872458871946	0.0884947103851	0.0872458871946	0.126451652817	0.179946404065	0.234063724084	0.212467481714	0.0370552601742	0.087910160411
0.965990071263	0.971635038834	0.943430218592	0.943430218592	0.957542637521	0.965990071263	0.959604451918	0.842753623188	0.915225398351	0.915225398351	0.915225398351	0.915225398351	0.0	0.0	0.794451116983	0.794451116983	0.794451116983	0.977580270638	0.910801505325	0.897189526784	0.897189526784	0.897189526784	0.897189526784	0.897189526784	0.0314316598607	0.981583793738	0.975818720474	0.978681239491	0.957142285211	0.914885098887	0.957362478982	0.978601169029	0.978601169029	0.975878773321	0.0	0.529898310513	0.842553447033	0.96867243174	0.906257506606	0.996599007126	0.997163503883	0.994343021859	0.994343021859	0.995754263752	0.996599007126	0.983061093763	0.991522539835	0.991522539835	0.991522539835	0.0457342461366	0.0457342461366	0.965179357835	0.965179357835	0.991080150532	0.989718952678	0.989718952678	0.989718952678	0.989718952678	0.991488509889	0.995736247898	0.997860116903	0.997587877332	0.707232364481	0.990625750661	0.999659900713	0.999716350388	0.999434302186	0.999434302186	0.999575426375	0.999659900713	0.998306109376	0.999152253984	0.999152253984	0.999152253984	0.172659940748	0.172659940748	0.996517935783	0.996517935783	0.999108015053	0.998971895268	0.998971895268	0.998971895268	0.998971895268	0.999148850989	0.99957362479	0.99978601169	0.999758787733	0.839547601884	0.999062575066	0.101374399348	0.118654980578	0.0643203402937	0.0643203402937	0.0832775573456	0.101374399348	0.0226918565396	0.0440457274801	0.0440457274801	0.0440457274801	2.76645183079e-05	2.76645183079e-05	0.0223607941946	0.0223607941946	0.0370542105231	0.0440125722636	0.0440125722636	0.0440125722636	0.0440125722636	0.043992674337	0.0831352988076	0.150370301941	0.149971987428	0.0157932791734	0.0342010993303
0.218605167668	0.221453383959	0.205446140294	0.205446140294	0.213560456567	0.216306660101	0.298738680998	0.156932203081	0.190174653588	0.190174653588	0.190174653588	0.190174653588	0.175985954583	0.175985954583	0.175985954583	0.175985954583	0.175985954583	0.33988510224	0.223676358849	0.220522065314	0.220522065314	0.220522065314	0.220522065314	0.220522065314	0.0616240846067	0.381346555955	0.388771301582	0.366660738091	0.298565325716	0.22374156371	0.27534569769	0.315640097139	0.29565658751	0.270698377088	0.0496357907559	0.0996724076568	0.16653685136	0.306482718852	0.223730176525	0.409086588971	0.403321563215	0.416918739001	0.425355363433	0.402532270476	0.387960447666	0.338421119457	0.391112477685	0.394063624109	0.385263309259	0.420110702821	0.420110702821	0.420110702821	0.420110702821	0.450017064352	0.429231433999	0.439502121263	0.444817239042	0.439502121263	0.439840645026	0.445652491881	0.447683580863	0.434274888055	0.259378936305	0.431817829939	0.799360540766	0.797950911191	0.801305023451	0.803392633313	0.797869615874	0.794345073015	0.78289900478	0.795434998518	0.796151832981	0.794069013533	0.802181876407	0.802181876407	0.802181876407	0.802181876407	0.805860009777	0.799410865373	0.802463615909	0.804160610367	0.802463615909	0.803259168677	0.803840353362	0.80404346226	0.800428583801	0.58636347599	0.800069277032	0.191646823763	0.198420231968	0.168622379771	0.171443407791	0.179102291102	0.18626794175	0.0983185167732	0.140639496729	0.141255018684	0.139505682027	0.123471426588	0.123471426588	0.123471426588	0.123471426588	0.168661888513	0.156895068613	0.160000824088	0.161235460645	0.160000824088	0.166662242863	0.217789980333	0.260654032359	0.244372564043	0.0587160557358	0.165530516627
0.294252497244	0.29489345837	0.218970165904	0.218970165904	0.261143544001	0.247100078959	0.246166139271	0.0864447338813	0.155548718765	0.155548718765	0.155548718765	0.155548718765	0.0827924953216	0.0827924953216	0.0829534409796	0.0829534409796	0.0829534409796	0.307296264995	0.14012464631	0.196507480128	0.196507480128	0.196507480128	0.196507480128	0.196507480128	0.0876625871377	0.447733392402	0.450622147223	0.398746921416	0.229226143521	0.141209175943	0.205543671097	0.25997877207	0.229265371736	0.191835729155	0.204554658693	0.10712098473	0.0809018263775	0.262191608346	0.170334320646	0.657492552062	0.650249001613	0.65914931205	0.66648052979	0.646874010176	0.625285751046	0.532866319307	0.621431625761	0.624479051594	0.614564110687	0.500568927311	0.500568927311	0.501826663534	0.501826663534	0.516468491424	0.492543036653	0.510888442287	0.520869835512	0.510888442287	0.496089444012	0.50352971483	0.505901884894	0.48054190159	0.432494308497	0.483670005589	0.941446689978	0.940296408368	0.942239061897	0.943583080948	0.939958902274	0.93670515121	0.92392154881	0.936763310609	0.937287117898	0.935632970833	0.927683544389	0.927683544389	0.929576020215	0.929576020215	0.922745337002	0.917195556537	0.920513718926	0.922367813244	0.920513718926	0.918414502563	0.919158529644	0.919395746651	0.915370913395	0.797998168064	0.916593147239	0.676822147014	0.673619258982	0.657692792396	0.664025081931	0.657936155901	0.639928652775	0.492451018175	0.601670260463	0.60420672924	0.595768431085	0.477790372737	0.477790372737	0.479283067156	0.479283067156	0.528500125056	0.530915410576	0.54452028115	0.551364473122	0.54452028115	0.514247094223	0.546921650113	0.563642144988	0.534056867446	0.414093457017	0.519590716364
0.34094381057	0.346050956532	0.261303379928	0.261303379928	0.307331210186	0.297878028229	0.343045585476	0.10411275188	0.188368496715	0.188368496715	0.188368496715	0.188368496715	0.101834668474	0.101834668474	0.103163731669	0.103163731669	0.103163731669	0.414981771993	0.174253274706	0.151866141408	0.151866141408	0.151866141408	0.151866141408	0.151866141408	0.0163466435351	0.534620619753	0.548829019366	0.490738522306	0.32950517506	0.187901574649	0.282582769017	0.362564945147	0.316436418139	0.259069554335	0.0415498772283	0.092410211957	0.10383944133	0.312840154214	0.154948778175	0.676751014594	0.670333282517	0.678078529901	0.686267525566	0.666461307883	0.646552507129	0.552252773668	0.640847023067	0.643966400063	0.634138122382	0.553182310776	0.553182310776	0.559897734748	0.559897734748	0.669371489738	0.619883770909	0.644342774474	0.65597899389	0.644342774474	0.650818464459	0.661751453657	0.665136818569	0.63512053269	0.458669312866	0.623678130572	0.944115308986	0.943108491316	0.944791042764	0.946148703776	0.942721285144	0.939809321256	0.927488958903	0.939608525672	0.940104763615	0.938567871281	0.924977054705	0.924977054705	0.935216676609	0.935216676609	0.953463029714	0.947058452963	0.950187928698	0.951742246758	0.950187928698	0.950836869916	0.951930168836	0.952268705327	0.948581436627	0.765142328967	0.947574879005	0.260929245676	0.272427266247	0.211301134665	0.215162083903	0.231828058872	0.233456397389	0.0981251200748	0.160595954113	0.161666447805	0.158214262014	0.0983706122873	0.0983706122873	0.10059398503	0.10059398503	0.160745613873	0.138817969548	0.148951697347	0.152772642226	0.148951697347	0.162495592795	0.219464341395	0.27399678774	0.234968185238	0.0728170539955	0.141399660632
0.784708805654	0.788297257286	0.734088660728	0.734088660728	0.762102461422	0.768080150556	0.776914837381	0.581830534054	0.683506236219	0.683506236219	0.683506236219	0.683506236219	0.581621432972	0.581621432972	0.581621432972	0.581621432972	0.581621432972	0.850490586729	0.677898295014	0.695109414605	0.695109414605	0.695109414605	0.695109414605	0.695109414605	0.0408991465894	0.912260893364	0.913502096659	0.916629883911	0.773560660055	0.683230288118	0.753765922867	0.798579579113	0.786653304922	0.761199705657	0.0153434465271	0.396210664908	0.581497143695	0.785572849843	0.680238785438	0.956995910032	0.954833603239	0.95571292031	0.959491945081	0.952214123652	0.945060760449	0.896243626627	0.938639954981	0.939899629904	0.936120605134	0.85984096987	0.85984096987	0.85984096987	0.85984096987	0.954159276185	0.945317223235	0.952915932884	0.956200728974	0.952915932884	0.949474240588	0.956982844735	0.96027158294	0.948942167597	0.68551861872	0.942641315078	0.995699591003	0.995483360324	0.995571292031	0.995949194508	0.995221412365	0.994506076045	0.989624362663	0.993863995498	0.99398996299	0.993612060513	0.982147340495	0.982147340495	0.982147340495	0.982147340495	0.995415927619	0.994531722324	0.995291593288	0.995620072897	0.995291593288	0.994947424059	0.995698284473	0.996027158294	0.99489421676	0.800697745476	0.994264131508	0.150003344066	0.171502082184	0.0993136490169	0.0994443764273	0.125872600202	0.149228981975	0.0370040484203	0.0697870587398	0.0698087957735	0.0697474762429	0.0362676242989	0.0362676242989	0.0362676242989	0.0362676242989	0.0551141991218	0.061554973544	0.0618219941921	0.0619494681476	0.0618219941921	0.0699889785592	0.125614916126	0.209993892819	0.207801890535	0.0159814996157	0.0555263445746
0.553573629529	0.564623569804	0.44203041134	0.44203041134	0.507434640574	0.498889841773	0.538162218725	0.203038692575	0.335172359339	0.335172359339	0.335172359339	0.335172359339	0.200313929763	0.200313929763	0.204955648474	0.204955648474	0.204955648474	0.657524021525	0.321093581436	0.348359387039	0.348359387039	0.348359387039	0.348359387039	0.348359387039	0.0395497458288	0.780459223805	0.782500633652	0.735595628545	0.548879660307	0.334395150624	0.474490690174	0.58780718649	0.526457536739	0.444606177456	0.0543000032689	0.215164308041	0.202467717908	0.561595047563	0.333064588154	0.896576274373	0.892991240786	0.890730502725	0.894823830403	0.887272347863	0.872722703144	0.775552555082	0.858876447803	0.860706143272	0.854439347239	0.740995905411	0.740995905411	0.766414431738	0.766414431738	0.867951254229	0.84361083158	0.860016161593	0.866979872274	0.860016161593	0.857669118542	0.873604911934	0.87880159659	0.851821233796	0.703760270563	0.844422343375	0.987789916215	0.987367830642	0.987300801423	0.987805418461	0.98679594135	0.985182110393	0.974987628443	0.983861067073	0.984075738676	0.983353774802	0.94334551238	0.94334551238	0.973267997809	0.973267997809	0.985876526055	0.983340630545	0.985029356868	0.985752526638	0.985029356868	0.984794723062	0.986388302401	0.986907970867	0.984161763527	0.90942122115	0.983431837035	0.650125476897	0.661246185813	0.58090234944	0.585331645165	0.612263650385	0.609477160486	0.342848335215	0.491673996727	0.493198436925	0.487755742086	0.325505325274	0.325505325274	0.341553455369	0.341553455369	0.475893287021	0.482472711359	0.497441180386	0.502830100196	0.497441180386	0.487141798209	0.58548834563	0.645988580056	0.588372514494	0.31856818983	0.475893223035
0.764063137044	0.767172128018	0.705662644079	0.705662644079	0.739462361497	0.729289664404	0.78356866184	0.557415072279	0.655066636311	0.655066636311	0.655066636311	0.655066636311	0.595651228287	0.595651228287	0.595651228287	0.595651228287	0.595651228287	0.826769127306	0.667390854754	0.561162621306	0.561162621306	0.561162621306	0.561162621306	0.561162621306	0.227497798015	0.869495625073	0.873390641062	0.854412864649	0.780553327745	0.668630034826	0.754104181059	0.810456187002	0.788710951705	0.757321987649	0.01563463344	0.502965899175	0.558009761128	0.795958870265	0.669973939518	0.924855027812	0.922743265073	0.922213493238	0.925081196242	0.919972288421	0.911666680614	0.862590769665	0.90526964774	0.906342174812	0.902929879296	0.826723440426	0.826723440426	0.826723440426	0.826723440426	0.915862918899	0.885674929415	0.893717444485	0.897115240234	0.893717444485	0.910283115301	0.91942012389	0.922880800955	0.912814006785	0.7245814048	0.905559371152	0.990771266118	0.990519351356	0.990568208146	0.990916073931	0.99024225369	0.989306490845	0.984018663157	0.988709562971	0.988838216246	0.988432810713	0.980047684463	0.980047684463	0.980047684463	0.980047684463	0.98988942604	0.986621768083	0.987539288022	0.987942992239	0.987539288022	0.989208107272	0.990121808131	0.990467875837	0.989352114033	0.860734003406	0.988649070112	0.432071024741	0.463481550362	0.336500820477	0.336898604748	0.389136209955	0.424881620008	0.160793746022	0.263534538279	0.263634220071	0.263295791847	0.175537555212	0.175537555212	0.175537555212	0.175537555212	0.258799784567	0.22616035111	0.227485653649	0.227819125512	0.227485653649	0.26655947218	0.393107008428	0.519224364418	0.507368752513	0.147360448253	0.278412158643
0.403269561574	0.41222958427	0.353037696578	0.353037696578	0.383684984113	0.388701480921	0.434770624311	0.209488507429	0.298146688381	0.298146688381	0.298146688381	0.298146688381	0.233084630013	0.233084630013	0.24043491957	0.24043491957	0.24043491957	0.512581492783	0.299070860352	0.224174566098	0.224174566098	0.224174566098	0.224174566098	0.224174566098	0.0483274764766	0.595869072709	0.606862062851	0.569674291421	0.43241814685	0.300268453381	0.392277804651	0.46500696576	0.426186642803	0.375822967653	0.0263969404114	0.165911549996	0.209225917672	0.448200093295	0.299855869695	0.673403103435	0.667205834141	0.679110845694	0.689840964065	0.664351374125	0.646978114446	0.568223180927	0.644363823488	0.647863449556	0.637409459591	0.628980967967	0.628980967967	0.650502404908	0.650502404908	0.69568984306	0.642382770767	0.66158215349	0.670550603187	0.66158215349	0.680822748695	0.691206127751	0.694597011566	0.671997529339	0.410535342122	0.668063379745	0.94411877834	0.943172297902	0.945168742735	0.946708299554	0.942886715004	0.940308017252	0.929665848859	0.940387728558	0.940905170907	0.939351169739	0.920072081824	0.920072081824	0.943243447603	0.943243447603	0.947152970087	0.939981920505	0.942725327653	0.944100642171	0.942725327653	0.944752817691	0.945791155597	0.946130243978	0.94304840846	0.701032455734	0.942808767106	0.39143306668	0.404308484709	0.343187021795	0.34907804437	0.365904802476	0.376441697333	0.197968353378	0.286260828299	0.287440361677	0.284053464637	0.234237118968	0.234237118968	0.246368929163	0.246368929163	0.306180681064	0.250988384849	0.261371640582	0.265154701294	0.261371640582	0.306421987286	0.385272116331	0.44185934903	0.405517828224	0.127964762118	0.296647124874
