MINSUM_TC_AVG_CHIP_CORRECTED	MINSUM_FOS_AVG_CHIP_CORRECTED	MINSUM_PROT_AVG_CHIP_CORRECTED	MINSUM_TC_AVG_DNASE_CORRECTED	MINSUM_FOS_AVG_DNASE_CORRECTED	MINSUM_PROT_AVG_DNASE_CORRECTED	MINSUM_TC_AVG_FP_CORRECTED	MINSUM_FOS_AVG_FP_CORRECTED	MINSUM_PROT_AVG_FP_CORRECTED
14.7838678647	-0.618264947022	-2.48350779466	14.8368390866	-0.61410988339	-1.54719930266	14.8104098419	-0.615472858541	-0.875405092432
14.412866042	-0.773277975084	9.20892577927	14.7185518582	-0.793529241561	3.30485832243	14.6475307411	-0.787243326802	5.5624663828
14.6310623909	-0.99121801059	2.44207315723	14.7922559232	-1.00134952284	0.579030117416	14.7303281068	-1.00011934699	1.45686920398
14.480801638	-0.627387566505	-4.22053330793	14.8126052786	-0.611302746941	-1.04742298381	14.7867074447	-0.611407494001	-0.135707726166
14.8364641589	-1.00491505077	0.416932779752	14.8124547964	-1.0063786757	0.298156153901	14.7679489306	-1.00707126164	1.01983447943
14.8588548488	-1.78312859738	2.4033413052	14.7897062369	-1.77805517773	3.13281565139	14.7417346085	-1.7729336509	3.91072277112
14.6717669238	-1.20115488669	-0.321722243471	14.7571550874	-1.20309533154	-0.321516740178	14.6970694203	-1.20249317672	0.156600533263
14.5359372197	-0.991495895254	1.84913152699	14.6533846505	-0.993454130185	1.55852661907	14.5929662072	-0.991614878241	2.545291166
14.8725253599	-1.19764839558	1.17015518149	14.7812424352	-1.19987602438	1.13725208749	14.726726088	-1.19800311125	2.10418252446
14.8052344839	-1.00747416286	0.135517643205	14.8201185805	-1.00641508514	0.149054517162	14.7829016873	-1.00746865857	0.659918849144
14.9340263098	-1.8007254103	-0.00189319361761	14.8338371777	-1.80521211141	-0.626329321552	14.7951509519	-1.80768565466	-0.891304083452
14.9399878665	-1.40220908782	0.0164291571112	14.833980285	-1.40579440935	-0.583112469595	14.7954936185	-1.40743533548	-0.619540012276
14.7088197715	-1.00449804087	-0.0494399640835	14.823764891	-1.00563822133	-0.16980830915	14.7732178869	-1.00671155169	0.283311706879
14.6320967518	-1.00344084638	0.0504108079219	14.8172491396	-1.00348551028	0.122626003435	14.7597657124	-1.00336743001	0.728221948812
14.3058291128	-0.887061667258	20.5587352393	14.5640124571	-0.94420861253	11.0182334193	14.5126172798	-0.938223303878	12.4195370764
14.697161359	-1.402027983	0.359931332833	14.7913801114	-1.40572399945	-0.282764092515	14.7258292663	-1.40757738223	0.0012177262779
14.855920558	-1.78251254452	2.48794381032	14.7897062369	-1.77805517773	3.13281565139	14.7417346085	-1.7729336509	3.91072277112
14.8742723785	-2.00092120106	-0.060911027439	14.8106864975	-2.00146670504	-0.0881871305553	14.7429552557	-2.00431822025	-0.380665034098
14.7234543002	-1.00263854236	0.724639165376	14.8099577111	-1.00373394365	0.337640722832	14.7662960012	-1.00336366503	1.00915465739
14.4692195888	-0.94953865339	9.63257635752	14.6733900744	-0.980544034904	4.22952505075	14.5986287448	-0.974930253386	5.71116389215
14.5188390004	-1.34394183953	8.9554460932	14.6663176319	-1.37290525548	4.83587899251	14.5924960274	-1.36867596993	5.93003336201
14.8212139783	-1.81402922281	-1.52498452807	14.8132841594	-1.81407833183	-1.53122241893	14.7678975428	-1.81712248663	-1.78478911422
14.5337339075	-1.41161780952	0.617851271483	14.8014849715	-1.41441072684	-1.3996243224	14.748433414	-1.41661067603	-1.19228089667
14.8456496858	-1.00101913813	0.654762866429	14.770128735	-1.00100803142	0.89485070794	14.7046944074	-0.999897055431	1.94051689663
14.7747575864	-0.995742648329	1.68836117981	14.7795845057	-1.00058280178	0.93482877473	14.7127690913	-0.999619455345	1.92348988402
14.6576207917	-1.20290313608	0.276945429908	14.7763831424	-1.20314401175	0.0999991782395	14.705046981	-1.20153767769	0.993000536327
