,LAB,CELL,FACTOR,PWM_REPOSITORY,PWM_ID,CHIPSEQ_LAB,CHIPSEQ_ID,NUMBER_MOTIFS,NUMBER_PEAKS,NUMBER_PEAKS_with_MOTIFS,PERC_PEAKS_MOTIFS,BIAS_PEARSON,MOTIF_CG_CONTENT,MINSUM_PROT_AVG_FP_CORRECTED,BinDNase_80_AUC_1,BinDNase_85_AUC_1,BinDNase_90_AUC_1,BinDNase_95_AUC_1,BinDNase_99_AUC_1,BinDNase_rank_AUC_1,Boyle_AUC_1,Centipede_80_AUC_1,Centipede_85_AUC_1,Centipede_90_AUC_1,Centipede_95_AUC_1,Centipede_99_AUC_1,Cuellar_80_AUC_1,Cuellar_85_AUC_1,Cuellar_90_AUC_1,Cuellar_95_AUC_1,Cuellar_99_AUC_1,DNase2TF_TC_AUC_1,DNase2TF_rank_AUC_1,FLR_80_AUC_1,FLR_85_AUC_1,FLR_90_AUC_1,FLR_95_AUC_1,FLR_99_AUC_1,FS_AUC_1,HINTBCN_AUC_1,HINTBC_AUC_1,HINT_AUC_1,Neph_AUC_1,PIQ_80_AUC_1,PIQ_85_AUC_1,PIQ_90_AUC_1,PIQ_95_AUC_1,PIQ_99_AUC_1,PWM_AUC_1,Protection_AUC_1,TC_AUC_1,Wellington_TC_AUC_1,Wellington_rank_AUC_1,TCH_DU_AUC_1,HINT_H13_DU_AUC_1,HINT_D13_DU_AUC_1,HINT_BC_D13_DU_AUC_1,ATAC_TC_50_AUC_1,scATAC_TC_50_AUC_1,ATAC_HINT_twoside_1_AUC_1,sc_ATAC_HINT_twoside_1_AUC_1,ATAC_HINT_twoside_1_SHIFT_AUC_1,ATAC_HINT_twoside_1_SHIFT_BC_AUC_1,sc_ATAC_HINT_twoside_1_SHIFT_AUC_1,sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_1,PWM_AUC_10,TC_AUC_10,FOS_AUC_10,HINT_AUC_10,HINT_BC_AUC_10,HINT_BCN_AUC_10,Boyle_AUC_10,Neph_AUC_10,Cuellar_AUC_10,Centipede_AUC_10,DNase2TF_AUC_10,FLR_AUC_10,PIQ_AUC_10,Wellington_AUC_10,BinDNase_80_AUC_10,BinDNase_85_AUC_10,BinDNase_90_AUC_10,BinDNase_95_AUC_10,BinDNase_99_AUC_10,BinDNase_rank_AUC_10,Centipede_80_AUC_10,Centipede_85_AUC_10,Centipede_95_AUC_10,Centipede_99_AUC_10,Cuellar_80_AUC_10,Cuellar_85_AUC_10,Cuellar_95_AUC_10,Cuellar_99_AUC_10,DNase2TF_rank_AUC_10,FLR_80_AUC_10,FLR_85_AUC_10,FLR_95_AUC_10,FLR_99_AUC_10,PIQ_80_AUC_10,PIQ_85_AUC_10,PIQ_95_AUC_10,PIQ_99_AUC_10,Protection_AUC_10,Wellington_rank_AUC_10,TCH_DU_AUC_10,HINT_H13_DU_AUC_10,HINT_D13_DU_AUC_10,HINT_BC_D13_DU_AUC_10,ATAC_TC_50_AUC_10,scATAC_TC_50_AUC_10,ATAC_HINT_twoside_1_AUC_10,sc_ATAC_HINT_twoside_1_AUC_10,ATAC_HINT_twoside_1_SHIFT_AUC_10,ATAC_HINT_twoside_1_SHIFT_BC_AUC_10,sc_ATAC_HINT_twoside_1_SHIFT_AUC_10,sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_10,PWM_AUC_ALL,TC_AUC_ALL,FOS_AUC_ALL,HINT_AUC_ALL,HINT_BC_AUC_ALL,HINT_BCN_AUC_ALL,Boyle_AUC_ALL,Neph_AUC_ALL,Cuellar_AUC_ALL,Centipede_AUC_ALL,DNase2TF_AUC_ALL,FLR_AUC_ALL,PIQ_AUC_ALL,Wellington_AUC_ALL,BinDNase_80_AUC_ALL,BinDNase_85_AUC_ALL,BinDNase_90_AUC_ALL,BinDNase_95_AUC_ALL,BinDNase_99_AUC_ALL,BinDNase_rank_AUC_ALL,Centipede_80_AUC_ALL,Centipede_85_AUC_ALL,Centipede_95_AUC_ALL,Centipede_99_AUC_ALL,Cuellar_80_AUC_ALL,Cuellar_85_AUC_ALL,Cuellar_95_AUC_ALL,Cuellar_99_AUC_ALL,DNase2TF_rank_AUC_ALL,FLR_80_AUC_ALL,FLR_85_AUC_ALL,FLR_95_AUC_ALL,FLR_99_AUC_ALL,PIQ_80_AUC_ALL,PIQ_85_AUC_ALL,PIQ_95_AUC_ALL,PIQ_99_AUC_ALL,Protection_AUC_ALL,Wellington_rank_AUC_ALL,TCH_DU_AUC_ALL,HINT_H13_DU_AUC_ALL,HINT_D13_DU_AUC_ALL,HINT_BC_D13_DU_AUC_ALL,ATAC_TC_50_AUC_ALL,scATAC_TC_50_AUC_ALL,ATAC_HINT_twoside_1_AUC_ALL,sc_ATAC_HINT_twoside_1_AUC_ALL,ATAC_HINT_twoside_1_SHIFT_AUC_ALL,ATAC_HINT_twoside_1_SHIFT_BC_AUC_ALL,sc_ATAC_HINT_twoside_1_SHIFT_AUC_ALL,sc_ATAC_HINT_twoside_1_SHIFT_BC_AUC_ALL,PWM_AUPR_ALL,TC_AUPR_ALL,FOS_AUPR_ALL,HINT_AUPR_ALL,HINT_BC_AUPR_ALL,HINT_BCN_AUPR_ALL,Boyle_AUPR_ALL,Neph_AUPR_ALL,Cuellar_AUPR_ALL,Centipede_AUPR_ALL,DNase2TF_AUPR_ALL,FLR_AUPR_ALL,PIQ_AUPR_ALL,Wellington_AUPR_ALL,BinDNase_80_AUPR_ALL,BinDNase_85_AUPR_ALL,BinDNase_90_AUPR_ALL,BinDNase_95_AUPR_ALL,BinDNase_99_AUPR_ALL,BinDNase_rank_AUPR_ALL,Centipede_80_AUPR_ALL,Centipede_85_AUPR_ALL,Centipede_95_AUPR_ALL,Centipede_99_AUPR_ALL,Cuellar_80_AUPR_ALL,Cuellar_85_AUPR_ALL,Cuellar_95_AUPR_ALL,Cuellar_99_AUPR_ALL,DNase2TF_rank_AUPR_ALL,FLR_80_AUPR_ALL,FLR_85_AUPR_ALL,FLR_95_AUPR_ALL,FLR_99_AUPR_ALL,PIQ_80_AUPR_ALL,PIQ_85_AUPR_ALL,PIQ_95_AUPR_ALL,PIQ_99_AUPR_ALL,Protection_AUPR_ALL,Wellington_rank_AUPR_ALL,TCH_DU_AUPR_ALL,HINT_H13_DU_AUPR_ALL,HINT_D13_DU_AUPR_ALL,HINT_BC_D13_DU_AUPR_ALL,ATAC_TC_50_AUPR_ALL,scATAC_TC_50_AUPR_ALL,ATAC_HINT_twoside_1_AUPR_ALL,sc_ATAC_HINT_twoside_1_AUPR_ALL,ATAC_HINT_twoside_1_SHIFT_AUPR_ALL,ATAC_HINT_twoside_1_SHIFT_BC_AUPR_ALL,sc_ATAC_HINT_twoside_1_SHIFT_AUPR_ALL,sc_ATAC_HINT_twoside_1_SHIFT_BC_AUPR_ALL
1,DU,H1hesc,ATF3,Jaspar,MA0093.2,Myers,wgEncodeEH001566,691899,4804,1777,36.990008,0.6046454002,0.5777007697,1.0857078415,0.7807489435,0.787158726,0.7235433689,0.7235433689,0.7570936415,0.7571277485,0.776552557,0.5650450511,0.6665112323,0.6665112323,0.6665112323,0.6665112323,0.5705477033,0.5705477033,0.5705477033,0.5705477033,0.5705477033,0.8300436106,0.6651679042,0.6675394895,0.6675394895,0.6675394895,0.6675394895,0.6675394895,0.1598942972,0.8723319503,0.8756438442,0.859976439,0.7765671649,0.6690152567,0.7489181826,0.8034425676,0.7832312587,0.7527275702,0.0832925937,0.5639852765,0.5647510878,0.7896118776,0.6688483314,0.3331325277,0.4865926784,0.8988600713,0.9125873288,NA,NA,NA,NA,NA,NA,NA,NA,0.3257559958,0.8746019496,0.4292457953,0.9519322265,0.9599930714,0.9570256133,0.9284257345,0.9285248958,0.866562194,0.9148587458,0.9425991394,0.915276101,0.9311591152,0.9297760462,0.9308152834,0.929413691,0.927676736,0.9299253138,0.9264071826,0.9203492172,0.8735268895,0.9124339913,0.9133078202,0.9104971889,0.866562194,0.866562194,0.866562194,0.866562194,0.9157315755,0.9045148316,0.910964334,0.91373863,0.910964334,0.9110933494,0.9197520994,0.923183407,0.913005045,0.7879521524,0.9061066227,0.6369255732,0.6215584531,0.9641496072,0.9695093134,NA,NA,NA,NA,NA,NA,NA,NA,0.8235048186,0.9844177853,0.6767452341,0.993189333,0.994279136,0.9938738955,0.9903746685,0.9903852421,0.9834131477,0.989018307,0.992030769,0.9890603627,0.9906486641,0.9905103572,0.9906629634,0.9904738015,0.9904205073,0.9907162252,0.9901731507,0.9894408144,0.984309865,0.9887003081,0.9888129208,0.9884556116,0.9834131477,0.9834131477,0.9834131477,0.9834131477,0.989130419,0.9877150844,0.9885026792,0.9888563313,0.9885026792,0.9885155807,0.9893814557,0.9897245865,0.9885641057,0.8996693324,0.9879032942,0.8787984319,0.8894789483,0.9947891367,0.9955352104,NA,NA,NA,NA,NA,NA,NA,NA,0.0281066986,0.4059639826,0.0765562538,0.777820162,0.8000451259,0.7967493719,0.6750206692,0.6775396766,0.411887373,0.5364911177,0.7373178226,0.5356882416,0.7316165095,0.7021546179,0.6806343796,0.6998797623,0.607692203,0.6085814488,0.6484044543,0.6681740898,0.4055249254,0.5358198235,0.5360787072,0.5351896556,0.411887373,0.411887373,0.411887373,0.411887373,0.5144222333,0.5314347715,0.5344140115,0.5352824399,0.5344140115,0.536006547,0.6432659751,0.7193881975,0.6987611908,0.4140130732,0.5363588251,0.1362061562,0.3760543319,0.8337957809,0.850598949,NA,NA,NA,NA,NA,NA,NA,NA
2,DU,H1hesc,BACH1,Transfac,M00495,Snyder,wgEncodeEH002842,614421,11457,2941,25.669896,0.7869306724,0.4617283951,-0.7947128324,0.2522215266,0.2575249686,0.2162287134,0.2162287134,0.237801049,0.2410570939,0.2667685511,0.1174739624,0.1778713666,0.1778713666,0.1778713666,0.1778713666,0.1404131012,0.1404131012,0.1404131012,0.1404131012,0.1404131012,0.3186961559,0.1780932017,0.1770489365,0.1770489365,0.1770489365,0.1770489365,0.1770489365,0.0325339251,0.3783199624,0.3863987532,0.3535944178,0.2646705579,0.2203622201,0.2905855135,0.3449723933,0.3177273009,0.2814649439,0.0189779016,0.1004501331,0.1173324595,0.2754083085,0.179075042,0.0588238806,0.1456851906,0.4201152609,0.4652312428,NA,NA,NA,NA,NA,NA,NA,NA,0.1244203059,0.3968517658,0.1648426343,0.5304861866,0.5717019606,0.5569810594,0.4750441224,0.4746485475,0.3495524252,0.4566977184,0.5048775816,0.4632427238,0.5611086782,0.4757916439,0.4724184871,0.4669603553,0.4768632002,0.4841444004,0.4649879634,0.4501737669,0.388009005,0.4492334498,0.4518621821,0.4434907194,0.3495524252,0.3495524252,0.3495524252,0.3495524252,0.4655549153,0.4371362105,0.451379515,0.4587475496,0.451379515,0.5332348796,0.541127115,0.5438412938,0.5243472683,0.2919214144,0.4404943443,0.2424237202,0.2791025496,0.5768669707,0.6128164741,NA,NA,NA,NA,NA,NA,NA,NA,0.646285282,0.8204029854,0.5106865297,0.848677788,0.859413995,0.8554329656,0.8359635765,0.8359306386,0.8179256281,0.8337066772,0.8426081515,0.8347873392,0.9029733463,0.8360439911,0.8360291669,0.8347361815,0.8375771954,0.8393993299,0.8345404963,0.8311684941,0.8190362902,0.8318326719,0.8324731999,0.8305019026,0.8179256281,0.8179256281,0.8179256281,0.8179256281,0.8353882327,0.8283905048,0.8317230822,0.8335912782,0.8317230822,0.8986201748,0.8994094663,0.8996809137,0.8961242824,0.6566890219,0.8291099805,0.6971110916,0.7265597059,0.8600568541,0.8700957691,NA,NA,NA,NA,NA,NA,NA,NA,0.0108509509,0.0553075738,0.0121194949,0.2433870859,0.2636085358,0.2581727065,0.1541999288,0.1506389357,0.0619663566,0.0896499767,0.2009857832,0.0891702078,0.2495067377,0.1660737805,0.1481450191,0.1584388964,0.1166501875,0.1182738532,0.130995903,0.1400420406,0.0540449862,0.0884373276,0.0888897868,0.0873627244,0.0619663566,0.0619663566,0.0619663566,0.0619663566,0.0900703499,0.0842717119,0.0872458872,0.0884947104,0.0872458872,0.1264516528,0.1799464041,0.2340637241,0.2124674817,0.0370552602,0.0879101604,0.0224625791,0.0671582076,0.303824244,0.3470680944,NA,NA,NA,NA,NA,NA,NA,NA
3,DU,H1hesc,BRCA1,Jaspar,MA0133.1,Snyder,wgEncodeEH002801,333055,2025,15,0.740741,0.4941342602,0.5282392027,-0.8406040556,0.9659900713,0.9716350388,0.9434302186,0.9434302186,0.9575426375,0.9659900713,0.9596044519,0.8427536232,0.9152253984,0.9152253984,0.9152253984,0.9152253984,0,0,0.794451117,0.794451117,0.794451117,0.9775802706,0.9108015053,0.8971895268,0.8971895268,0.8971895268,0.8971895268,0.8971895268,0.0314316599,0.9815837937,0.9758187205,0.9786812395,0.9571422852,0.9148850989,0.957362479,0.978601169,0.978601169,0.9758787733,0,0.5298983105,0.842553447,0.9686724317,0.9062575066,0.5637280807,0.6473096325,0.9737969413,0.9815637761,NA,NA,NA,NA,NA,NA,NA,NA,0.0099487549,0.9829910321,0.3453919449,0.9978681239,0.997581872,0.9984366242,0.9959604452,0.9957142285,0.9651793578,0.9915225398,0.9977580271,0.9897189527,0.9978601169,0.9968672432,0.9965990071,0.9971635039,0.9943430219,0.9943430219,0.9957542638,0.9965990071,0.9830610938,0.9915225398,0.9915225398,0.9915225398,0.0457342461,0.0457342461,0.9651793578,0.9651793578,0.9910801505,0.9897189527,0.9897189527,0.9897189527,0.9897189527,0.9914885099,0.9957362479,0.9978601169,0.9975878773,0.7072323645,0.9906257507,0.8963728081,0.8413684042,0.9973796941,0.9981563776,NA,NA,NA,NA,NA,NA,NA,NA,0.5263692049,0.9982991032,0.5762667147,0.9997868124,0.9997581872,0.9998436624,0.9995960445,0.9995714229,0.9965179358,0.999152254,0.9997758027,0.9989718953,0.9997860117,0.9996867243,0.9996599007,0.9997163504,0.9994343022,0.9994343022,0.9995754264,0.9996599007,0.9983061094,0.999152254,0.999152254,0.999152254,0.1726599407,0.1726599407,0.9965179358,0.9965179358,0.9991080151,0.9989718953,0.9989718953,0.9989718953,0.9989718953,0.999148851,0.9995736248,0.9997860117,0.9997587877,0.8395476019,0.9990625751,0.9849037153,0.9785459204,0.9997379694,0.9998156378,NA,NA,NA,NA,NA,NA,NA,NA,5.12393410751E-005,0.0226701718,0.0003126344,0.1499478236,0.1573917043,0.2144802434,0.097470744,0.0998314858,0.0223607942,0.0440457275,0.130370826,0.0440125723,0.1503703019,0.0933330847,0.1013743993,0.1186549806,0.0643203403,0.0643203403,0.0832775573,0.1013743993,0.0226918565,0.0440457275,0.0440457275,0.0440457275,2.76645183079E-005,2.76645183079E-005,0.0223607942,0.0223607942,0.0370542105,0.0440125723,0.0440125723,0.0440125723,0.0440125723,0.0439926743,0.0831352988,0.1503703019,0.1499719874,0.0157932792,0.0342010993,0.0046065236,0.0298851466,0.194232123,0.2587412879,NA,NA,NA,NA,NA,NA,NA,NA
4,DU,H1hesc,CEBPB,Jaspar,MA0466.1,Snyder,wgEncodeEH002825,1342548,15557,9720,62.479913,0.7708301531,0.3543703869,-0.3055890626,0.2186051677,0.221453384,0.2054461403,0.2054461403,0.2135604566,0.2163066601,0.298738681,0.1569322031,0.1901746536,0.1901746536,0.1901746536,0.1901746536,0.1759859546,0.1759859546,0.1759859546,0.1759859546,0.1759859546,0.3398851022,0.2236763588,0.2205220653,0.2205220653,0.2205220653,0.2205220653,0.2205220653,0.0616240846,0.381346556,0.3887713016,0.3666607381,0.2985653257,0.2237415637,0.2753456977,0.3156400971,0.2956565875,0.2706983771,0.0496357908,0.0996724077,0.1665368514,0.3064827189,0.2237301765,0.0902773114,0.1268665309,0.4148223324,0.4526429173,NA,NA,NA,NA,NA,NA,NA,NA,0.1616147899,0.3983837434,0.1907170797,0.4995634239,0.5303334582,0.5189843488,0.4579711826,0.457953847,0.4201107028,0.3999078715,0.4803565454,0.4481047271,0.4596613242,0.4587455863,0.409086589,0.4033215632,0.416918739,0.4253553634,0.4025322705,0.3879604477,0.3384211195,0.3911124777,0.3940636241,0.3852633093,0.4201107028,0.4201107028,0.4201107028,0.4201107028,0.4500170644,0.429231434,0.4395021213,0.444817239,0.4395021213,0.439840645,0.4456524919,0.4476835809,0.4342748881,0.2593789363,0.4318178299,0.2467118277,0.2541975783,0.5335745185,0.5617430675,NA,NA,NA,NA,NA,NA,NA,NA,0.635231299,0.7921968533,0.5023667868,0.8179347221,0.8278799716,0.8241800247,0.8062668885,0.8062654114,0.8021818764,0.7976073913,0.8123678734,0.805280475,0.8074783019,0.8063401666,0.7993605408,0.7979509112,0.8013050235,0.8033926333,0.7978696159,0.794345073,0.7828990048,0.7954349985,0.796151833,0.7940690135,0.8021818764,0.8021818764,0.8021818764,0.8021818764,0.8058600098,0.7994108654,0.8024636159,0.8041606104,0.8024636159,0.8032591687,0.8038403534,0.8040434623,0.8004285838,0.586363476,0.800069277,0.6926540299,0.71044592,0.8283282281,0.8376533631,NA,NA,NA,NA,NA,NA,NA,NA,0.0235254762,0.1129940499,0.025920979,0.3204850484,0.3378554565,0.3321272549,0.2433594467,0.2417134427,0.1234714266,0.1425504607,0.2876463151,0.1619180944,0.2725312548,0.2542196831,0.1916468238,0.198420232,0.1686223798,0.1714434078,0.1791022911,0.1862679418,0.0983185168,0.1406394967,0.1412550187,0.139505682,0.1234714266,0.1234714266,0.1234714266,0.1234714266,0.1686618885,0.1568950686,0.1600008241,0.1612354606,0.1600008241,0.1666622429,0.2177899803,0.2606540324,0.244372564,0.0587160557,0.1655305166,0.0424500107,0.0878033831,0.37057231,0.4081913036,NA,NA,NA,NA,NA,NA,NA,NA
5,DU,H1hesc,CTCF,Jaspar,MA0139.1,Myers,wgEncodeEH001649,565933,54070,41994,77.665989,0.3225171636,0.6448295783,2.3965973551,0.2942524972,0.2948934584,0.2189701659,0.2189701659,0.261143544,0.247100079,0.2461661393,0.0864447339,0.1555487188,0.1555487188,0.1555487188,0.1555487188,0.0827924953,0.0827924953,0.082953441,0.082953441,0.082953441,0.307296265,0.1401246463,0.1965074801,0.1965074801,0.1965074801,0.1965074801,0.1965074801,0.0876625871,0.4477333924,0.4506221472,0.3987469214,0.2292261435,0.1412091759,0.2055436711,0.2599787721,0.2292653717,0.1918357292,0.2045546587,0.1071209847,0.0809018264,0.2621916083,0.1703343206,0.0068532283,0.0957889374,0.4866023862,0.4851963557,NA,NA,NA,NA,NA,NA,NA,NA,0.4673642767,0.4215603105,0.250668181,0.6251957865,0.6509491216,0.6436808317,0.5268930637,0.5218003408,0.5018266635,0.6296895896,0.5709202625,0.527098051,0.5293144233,0.5298023119,0.6574925521,0.6502490016,0.6591493121,0.6664805298,0.6468740102,0.625285751,0.5328663193,0.6214316258,0.6244790516,0.6145641107,0.5005689273,0.5005689273,0.5018266635,0.5018266635,0.5164684914,0.4925430367,0.5108884423,0.5208698355,0.5108884423,0.496089444,0.5035297148,0.5059018849,0.4805419016,0.4324943085,0.4836700056,0.1330852515,0.1863650013,0.6758343946,0.6780300476,NA,NA,NA,NA,NA,NA,NA,NA,0.8287225368,0.906876001,0.5981579174,0.9383628324,0.9421194604,0.9406909351,0.9234361415,0.922989243,0.9295760202,0.9382404435,0.9305439732,0.9235459538,0.9231519888,0.9238046301,0.94144669,0.9402964084,0.9422390619,0.9435830809,0.9399589023,0.9367051512,0.9239215488,0.9367633106,0.9372871179,0.9356329708,0.9276835444,0.9276835444,0.9295760202,0.9295760202,0.922745337,0.9171955565,0.9205137189,0.9223678132,0.9205137189,0.9184145026,0.9191585296,0.9193957467,0.9153709134,0.7979981681,0.9165931472,0.6185306157,0.6468232315,0.9474428308,0.9485910912,NA,NA,NA,NA,NA,NA,NA,NA,0.4938817323,0.4276051242,0.2474590456,0.6833112725,0.7113333315,0.7060022953,0.578916659,0.5696422325,0.4792830672,0.6083916842,0.6280323371,0.5554492441,0.5882558136,0.5902751357,0.676822147,0.673619259,0.6576927924,0.6640250819,0.6579361559,0.6399286528,0.4924510182,0.6016702605,0.6042067292,0.5957684311,0.4777903727,0.4777903727,0.4792830672,0.4792830672,0.5285001251,0.5309154106,0.5445202812,0.5513644731,0.5445202812,0.5142470942,0.5469216501,0.563642145,0.5340568674,0.414093457,0.5195907164,0.1316510317,0.2139820931,0.7373646539,0.7391207767,NA,NA,NA,NA,NA,NA,NA,NA
6,DU,H1hesc,EGR1,Jaspar,MA0162.2,Myers,wgEncodeEH001538,1060314,8743,5225,59.762095,0.7492824095,0.7851722771,1.9877053767,0.3409438106,0.3460509565,0.2613033799,0.2613033799,0.3073312102,0.2978780282,0.3430455855,0.1041127519,0.1883684967,0.1883684967,0.1883684967,0.1883684967,0.1018346685,0.1018346685,0.1031637317,0.1031637317,0.1031637317,0.414981772,0.1742532747,0.1518661414,0.1518661414,0.1518661414,0.1518661414,0.1518661414,0.0163466435,0.5346206198,0.5488290194,0.4907385223,0.3295051751,0.1879015746,0.282582769,0.3625649451,0.3164364181,0.2590695543,0.0415498772,0.092410212,0.1038394413,0.3128401542,0.1549487782,0.0250943816,0.2493188288,0.6098057746,0.6684582056,NA,NA,NA,NA,NA,NA,NA,NA,0.225317536,0.5618807118,0.1093338003,0.7705417718,0.8366744745,0.813570968,0.677952995,0.6667778825,0.5598977347,0.6496706312,0.7334282104,0.6628705022,0.6914940197,0.6837754119,0.6767510146,0.6703332825,0.6780785299,0.6862675256,0.6664613079,0.6465525071,0.5522527737,0.6408470231,0.6439664001,0.6341381224,0.5531823108,0.5531823108,0.5598977347,0.5598977347,0.6693714897,0.6198837709,0.6443427745,0.6559789939,0.6443427745,0.6508184645,0.6617514537,0.6651368186,0.6351205327,0.4586693129,0.6236781306,0.3981821751,0.5898732194,0.8112658567,0.8346948285,NA,NA,NA,NA,NA,NA,NA,NA,0.7193187375,0.9397495536,0.4831533505,0.9661112028,0.974260259,0.9713602685,0.954170215,0.9529724718,0.9352166766,0.9410422075,0.9609286569,0.9526846249,0.955550565,0.9547752058,0.944115309,0.9431084913,0.9447910428,0.9461487038,0.9427212851,0.9398093213,0.9274889589,0.9396085257,0.9401047636,0.9385678713,0.9249770547,0.9249770547,0.9352166766,0.9352166766,0.9534630297,0.947058453,0.9501879287,0.9517422468,0.9501879287,0.9508368699,0.9519301688,0.9522687053,0.9485814366,0.765142329,0.947574879,0.897754809,0.9180094535,0.9719274629,0.9754867089,NA,NA,NA,NA,NA,NA,NA,NA,0.0265729777,0.1014693373,0.0106017336,0.4109423406,0.4604386974,0.4418733077,0.264778403,0.2548662183,0.100593985,0.1635313995,0.3344693434,0.1548337106,0.3047157965,0.2522105584,0.2609292457,0.2724272662,0.2113011347,0.2151620839,0.2318280589,0.2334563974,0.0981251201,0.1605959541,0.1616664478,0.158214262,0.0983706123,0.0983706123,0.100593985,0.100593985,0.1607456139,0.1388179695,0.1489516973,0.1527726422,0.1489516973,0.1624955928,0.2194643414,0.2739967877,0.2349681852,0.072817054,0.1413996606,0.0527951715,0.1687959691,0.5226545903,0.5872183077,NA,NA,NA,NA,NA,NA,NA,NA
7,DU,H1hesc,FOSL1,Jaspar,MA0477.1,Myers,wgEncodeEH001660,699220,1111,61,5.490549,0.6824799586,0.4771002897,-0.5740943132,0.7847088057,0.7882972573,0.7340886607,0.7340886607,0.7621024614,0.7680801506,0.7769148374,0.5818305341,0.6835062362,0.6835062362,0.6835062362,0.6835062362,0.581621433,0.581621433,0.581621433,0.581621433,0.581621433,0.8504905867,0.677898295,0.6951094146,0.6951094146,0.6951094146,0.6951094146,0.6951094146,0.0408991466,0.9122608934,0.9135020967,0.9166298839,0.7735606601,0.6832302881,0.7537659229,0.7985795791,0.7866533049,0.7611997057,0.0153434465,0.3962106649,0.5814971437,0.7855728498,0.6802387854,0.1560534718,0.5760524962,0.9483706734,0.9572573286,NA,NA,NA,NA,NA,NA,NA,NA,0.151191897,0.9094758449,0.2208954863,0.9916629884,0.9913502097,0.9914029214,0.9670838968,0.966635284,0.8598409699,0.9424189798,0.9843080141,0.9571347851,0.9693360838,0.9680354109,0.95699591,0.9548336032,0.9557129203,0.9594919451,0.9522141237,0.9450607604,0.8962436266,0.938639955,0.9398996299,0.9361206051,0.8598409699,0.8598409699,0.8598409699,0.8598409699,0.9541592762,0.9453172232,0.9529159329,0.956200729,0.9529159329,0.9494742406,0.9569828447,0.9602715829,0.9489421676,0.6855186187,0.9426413151,0.5905692247,0.751791013,0.9948370673,0.9957257329,NA,NA,NA,NA,NA,NA,NA,NA,0.6514223362,0.9909475845,0.5396501548,0.9991662988,0.999135021,0.9991402921,0.9967083897,0.9966635284,0.9821473405,0.994241898,0.9984308014,0.9957134785,0.9969336084,0.9968035411,0.995699591,0.9954833603,0.995571292,0.9959491945,0.9952214124,0.994506076,0.9896243627,0.9938639955,0.993989963,0.9936120605,0.9821473405,0.9821473405,0.9821473405,0.9821473405,0.9954159276,0.9945317223,0.9952915933,0.9956200729,0.9952915933,0.9949474241,0.9956982845,0.9960271583,0.9948942168,0.8006977455,0.9942641315,0.8909044138,0.9354994178,0.9994837067,0.9995725733,NA,NA,NA,NA,NA,NA,NA,NA,0.0003741402,0.0371023961,0.0006471937,0.2634360229,0.2694395865,0.2672245952,0.173919608,0.1477013453,0.0362676243,0.0698568512,0.1788719743,0.0619843716,0.211062486,0.1429820201,0.1500033441,0.1715020822,0.099313649,0.0994443764,0.1258726002,0.149228982,0.0370040484,0.0697870587,0.0698087958,0.0697474762,0.0362676243,0.0362676243,0.0362676243,0.0362676243,0.0551141991,0.0615549735,0.0618219942,0.0619494681,0.0618219942,0.0699889786,0.1256149161,0.2099938928,0.2078018905,0.0159814996,0.0555263446,0.0035503693,0.036586491,0.3475747802,0.3923625231,NA,NA,NA,NA,NA,NA,NA,NA
