FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Cuellar_99_H1hesc_protection_mean	Cuellar_99_H1hesc_protection_median	Cuellar_99_H1hesc_protection_std	Cuellar_99_K562_protection_mean	Cuellar_99_K562_protection_median	Cuellar_99_K562_protection_std	Cuellar_99_protection_ks_stat	Cuellar_99_protection_ks_pvalue	Cuellar_99_H1hesc_tc_mean	Cuellar_99_H1hesc_tc_median	Cuellar_99_H1hesc_tc_std	Cuellar_99_K562_tc_mean	Cuellar_99_K562_tc_median	Cuellar_99_K562_tc_std	Cuellar_99_tc_ks_stat	Cuellar_99_tc_ks_pvalue	Cuellar_99_H1hesc_fos_mean	Cuellar_99_H1hesc_fos_median	Cuellar_99_H1hesc_fos_std	Cuellar_99_K562_fos_mean	Cuellar_99_K562_fos_median	Cuellar_99_K562_fos_std	Cuellar_99_fos_ks_stat	Cuellar_99_fos_ks_pvalue	Cuellar_99_H1hesc_flr_mean	Cuellar_99_H1hesc_flr_median	Cuellar_99_H1hesc_flr_std	Cuellar_99_K562_flr_mean	Cuellar_99_K562_flr_median	Cuellar_99_K562_flr_std	Cuellar_99_flr_ks_stat	Cuellar_99_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.0195106220355	0.0166197828035	0.0135949050307	0.0105941782251	0.00964944118635	0.00766497999364	-0.0169957273548	-300.0	0.612288774782	0.626971378471	0.0638213902046	0.554660065669	0.563136764965	0.0328313461131	-0.213431321336	-300.0	0.581047831365	0.581508629539	0.0878800276663	0.552028958532	0.551183874101	0.0599414419029	-0.0348247975806	-17.7292431877	0.341164912887	0.351644092546	0.102275283268	0.330715921105	0.339135672736	0.0759957921901	-0.0709221685898	-15.5254403641
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.0142932442185	0.0124807514553	0.00805254802131	0.0230759424335	0.0188942213693	0.0134748027541	0.0505839341429	-300.0	0.632100202756	0.644807528011	0.0297810835045	0.669750193152	0.675632243831	0.0564480453485	0.129419380588	-300.0	0.461117753845	0.46221677086	0.0587764970215	0.476862894877	0.472740736555	0.0906835338201	0.048766926733	-9.32776609303	0.357931440573	0.3598188381	0.071093938372	0.370020254655	0.368380115468	0.120224631686	0.00477128311843	-8.51331993967
FLII	-1.1177311693	8.8445722222	7.7268410529	0.0192147111408	0.0147566169092	0.0137475980533	0.00878812480127	0.00747427832271	0.00549779780895	-0.0522912851895	-300.0	0.634265959425	0.645788848284	0.0541176292361	0.598799755284	0.605844582334	0.0291627182172	-0.0485488826743	-300.0	0.488212924929	0.485469093547	0.0926966903309	0.450104479913	0.450233022616	0.0516030583673	-0.118090872713	-23.3926999155	0.280824381431	0.261432539364	0.0640168562392	0.28631407905	0.30133592391	0.0841117467301	0.0425885337515	-3.62386971058
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.0555801921468	0.0464117061618	0.0192508360776	0.0886554169555	0.0791145507705	0.0493336220652	0.11651277815	-300.0	0.722410074781	0.729532079085	0.0542617461516	0.645559510704	0.659279621183	0.0259511781552	-0.269434224753	-300.0	0.421966740806	0.421530909569	0.0424035147357	0.435200362525	0.431855127753	0.0692717280057	0.0163162271323	-4.10031998992	0.350852850609	0.350153679015	0.0756398646538	0.359720171186	0.352995157138	0.124544246767	0.0107108549472	-2.19202222929
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.00580264763876	0.00356955479393	0.0112030289579	0.0136068447386	0.0103325409187	0.0220742572331	0.0957212385796	-300.0	0.600480003731	0.616672429131	0.079596596617	0.551178668541	0.557059266707	0.0364869211666	-0.0429564005744	-167.54919387	0.468208100478	0.464481299703	0.0572157807504	0.47317126119	0.474825674376	0.0965217165837	0.0787553836688	-1.12545589822	0.31086614855	0.291812145742	0.161477575114	0.271022186113	0.284752554261	0.0857238809154	-0.0653856567503	-5.38563550508
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.00710019593791	0.00610426544137	0.00454094225308	0.0101522816332	0.00855776648295	0.00721720429451	0.210610570534	-300.0	0.746292953549	0.751076142757	0.0659745619484	0.623036955968	0.638663812587	0.0306990208383	-0.36239061398	-300.0	0.439442631321	0.436502616002	0.0488276263817	0.460306942743	0.45040753126	0.0981125034701	0.0168997618732	-111.439141047	0.34041870716	0.352129549787	0.0680976785398	0.369199263653	0.357798062615	0.150874128004	0.0473311176719	-41.8236849914
REST	-0.9317503519	8.5147308333	7.5829804815	0.0420217506111	0.0379785405547	0.0161778934995	0.0621218038973	0.0536297893225	0.0272179103938	0.188077069685	-300.0	0.61516800463	0.62052409425	0.0318107481521	0.620497628006	0.635053974746	0.0637559390624	0.21376887119	-300.0	0.650819857357	0.650873485716	0.0511464561682	0.656590813265	0.655288882836	0.0891020865344	0.0745931401761	-11.1734841906	0.310173786865	0.326310208505	0.0617706930253	0.343890250832	0.330873409415	0.131672763116	0.00800330841255	-13.8538622676
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0342223639786	0.0289576928266	0.017110335283	0.0568190376151	0.0459872524599	0.0299765609003	0.120703060132	-300.0	0.720045512698	0.725729016372	0.0619020446432	0.629432612023	0.645337636718	0.0284300951351	-0.257815339048	-300.0	0.417167454699	0.415085220953	0.0471087318868	0.421393256407	0.418363747562	0.0832559343197	0.0899622895735	-7.51686289177	0.329288074384	0.341555097848	0.068266033099	0.35899039041	0.34430873737	0.138564333754	0.00763563854705	-12.5159984768
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0111059282438	0.00962859599094	0.010631306126	0.0178224587159	0.0153082681971	0.0163615127669	0.198445782509	-300.0	0.642910686701	0.655939173023	0.0291410527076	0.657372579516	0.664059371374	0.0567247763811	0.371901910408	-45.0464723049	0.39670362258	0.396413629761	0.0660176790914	0.383992619886	0.380168415026	0.0355393110282	-0.030653561828	-15.6763590398	0.313854699545	0.318659602233	0.0656038717577	0.315226138106	0.320733124423	0.103502665392	0.0484717123591	-2.76780750625
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.00841270611838	0.00767061969901	0.00681424058264	0.0157053122116	0.0131077514694	0.0128112889125	0.228883777219	-300.0	0.637716730635	0.651863307928	0.0319891039629	0.650798994516	0.660223524055	0.0587915167447	0.374711668718	-28.9635292304	0.446025316036	0.443123815948	0.0371703167996	0.454218096132	0.450514172788	0.0572120050251	0.0322678580244	-8.84240323097	0.367184008452	0.373084639361	0.093934074401	0.333038437915	0.337943869181	0.0599831701926	-0.0689059759881	-19.7896711909
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.00613033720477	0.00504626540447	0.00897093752678	0.0138124692722	0.0113577142747	0.0158339705611	0.180730845672	-300.0	0.639670811238	0.656029394931	0.0667160337662	0.569077748236	0.577435000032	0.0339019800701	-0.226384783583	-300.0	0.341772549608	0.341891828244	0.0408047519043	0.349894334202	0.344636699683	0.0806477328345	0.0625511372934	-2.08460954293	0.354211555992	0.361203169439	0.100559208087	0.323026880789	0.339710140559	0.0541157898873	-0.164141414141	-12.0866787605
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.0158338175474	0.0123434162232	0.0157106232824	0.0293827622765	0.0212932013468	0.0246723921833	0.167008378035	-300.0	0.637511018624	0.652513263502	0.0295814960621	0.654132997084	0.662322265842	0.0606162285597	0.369383107888	-20.3698960125	0.5344409458	0.53244584653	0.078165928952	0.516739028724	0.516205897872	0.042251118908	-0.0109806361303	-4.89414859623	0.36237670477	0.358235067335	0.101119512086	0.324523514617	0.325894742585	0.0877716912673	-0.206369820656	-14.238496185
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0142135073108	0.0115917761552	0.00910278945339	0.0241670748772	0.0189076833829	0.0177237134142	0.0196595022149	-300.0	0.641992675903	0.656880508406	0.0572955724187	0.604756800945	0.612460072145	0.0281238250837	-0.0884481641401	-243.750852274	0.434765514934	0.42901118935	0.0782318926575	0.436184186665	0.43263925468	0.129343303563	0.029961169017	-1.54315283057	0.274742576028	0.294231239427	0.0607285539808	0.301014414091	0.295435470698	0.125923586993	0.0504164497657	-0.340180484905
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0176728155748	0.0149708312747	0.0103749218959	0.0265681839133	0.0219725138517	0.0162476116629	0.157381941218	-300.0	0.775098984868	0.779676681841	0.0585327861308	0.647311228059	0.662370591752	0.0268020365699	-0.422531638233	-300.0	0.50448796871	0.501561864631	0.0562525230708	0.515178393741	0.506102585916	0.103751369293	0.0856799058869	-14.1322774435	0.314854498174	0.326039869804	0.0695427540874	0.341185757934	0.331614455483	0.142166108656	0.0216316755547	-17.4548956994
ERG	-0.4811139683	3.9203937778	3.4392798095	0.00488914823913	0.0038622554411	0.0052203128346	0.00694992220843	0.00552591408861	0.00690865590757	0.286457758036	-300.0	0.630210758307	0.644428330685	0.0299430377619	0.664561618153	0.670265283316	0.0612147525797	0.251770612163	-300.0	0.511555867629	0.511142678506	0.0409767710988	0.51525996617	0.512855608057	0.0745982689569	0.0763285128716	-23.6198646819	0.313373939069	0.324500673557	0.0575035845063	0.326293095153	0.331457437202	0.11432698988	0.0486434207312	-16.1832458811
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0101013271296	0.00869437725726	0.00815678584238	0.017292777507	0.0150699615438	0.0127323002446	0.122052734046	-300.0	0.750895216796	0.756821303236	0.051029632443	0.645701257988	0.656552027242	0.0252754141572	-0.374983879608	-300.0	0.407922541966	0.405859518493	0.0687931349432	0.395445008407	0.392208160015	0.0360192963669	-0.00593327667642	-11.5295811322	0.352889984369	0.359278428465	0.0667457188588	0.353774925866	0.360264856147	0.10398587628	0.0241166864608	-4.8499907346
USF1	-0.4081315146	7.4895785833	7.0814470688	0.00994691408701	0.00810482050119	0.00794820231416	0.0189914825685	0.0155275045041	0.0149559276702	0.032101162239	-300.0	0.585354393965	0.594198040315	0.038191915874	0.613394746744	0.634995590747	0.0793948238421	0.0423977645152	-300.0	0.436399847543	0.435810277132	0.0592834364625	0.450891576756	0.444228402088	0.103690738475	0.060807038047	-8.59647462452	0.365743464957	0.37051806384	0.0639150491822	0.395089754543	0.374306142245	0.171025292194	0.0386383980373	-6.570827774
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.00783698384582	0.00694406084478	0.00429912963289	0.0109558193824	0.00945999221792	0.00672381500863	0.234114369833	-300.0	0.742214830882	0.746427646735	0.0662955432563	0.625999411551	0.640793678397	0.0300487501544	-0.306439669511	-300.0	0.496931546788	0.488962667973	0.0898805821228	0.475868301375	0.473624509256	0.0443103655268	-0.00161499785282	-236.504687921	0.385339611984	0.371216235456	0.148477625762	0.350627773603	0.358749606239	0.0618901242261	-0.0108765572787	-194.755535573
CTCF	-0.3682107037	8.924475	8.5562642963	0.00633376752024	0.00519504357593	0.00491615283062	0.00873023077017	0.00695795856691	0.00738318098755	0.355762782747	-300.0	0.727146033169	0.732407052561	0.0580824719762	0.63736199171	0.65093067014	0.0276204827277	-0.244958306001	-300.0	0.468999229959	0.468055073417	0.0425886483102	0.474574968704	0.472230000065	0.0778890905802	0.0615721183054	-49.9070223933	0.36202331749	0.358324396198	0.114576656846	0.332906308571	0.334298251024	0.0604914446487	-0.0431320169758	-183.030632989
MAFB	-0.3502367328	5.0393535	4.6891167672	0.0100125036903	0.00879064018522	0.00876521465341	0.0177471687222	0.0147052885797	0.0144748244375	0.145775537095	-300.0	0.643902494419	0.659766014941	0.0291668766782	0.703296185236	0.708968423906	0.0614824679779	0.00866231827908	-300.0	0.54999051016	0.533672028358	0.119237473576	0.488968817096	0.48718505591	0.0609089279418	-0.15395100069	-40.0585557864	0.366573111105	0.354052307775	0.13169051499	0.337764291089	0.346364131492	0.0734023464992	-0.0163810174755	-9.82177221536
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0211203194403	0.0184334577311	0.0110291460589	0.0309242339123	0.0262620409641	0.0187667931875	0.268881918456	-300.0	0.717232793715	0.720892427915	0.067343243079	0.618069616558	0.63208551931	0.0299390737034	-0.216986132684	-300.0	0.528634539688	0.524943484197	0.0956264060873	0.509779696964	0.507453900062	0.0462559611073	-0.0136953588996	-70.6628898077	0.367589392869	0.348242364015	0.152604330696	0.309253621187	0.30316425979	0.0585406836044	-0.131241460076	-120.790219954
STAT4	-0.3171848783	2.786079	2.4688941217	0.0199550395082	0.0169548403193	0.0132583167065	0.00878692783474	0.00727944053294	0.00873312157081	-0.0337204174363	-300.0	0.711208198663	0.718141677855	0.0540648870777	0.652588970633	0.665397596883	0.0280258441821	-0.0481221969081	-300.0	0.615263831601	0.614743427726	0.0504896301206	0.61969555353	0.619924692069	0.0892012359036	0.0511945020181	-3.84885672406	0.319665184126	0.322752408566	0.0981884727121	0.3206026516	0.322834339917	0.104539746583	0.0467949796209	-2.09794968844
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0112862064082	0.0104602022186	0.00740478391938	0.0200050389959	0.0180063836298	0.0137319898544	0.0794839761719	-300.0	0.657746800813	0.668279154415	0.0267278685661	0.705847384416	0.713318435518	0.0504338896874	0.0239873334538	-300.0	0.424403769105	0.419218282458	0.0819106125009	0.392682821843	0.393243739371	0.048983635657	-0.0840143347219	-19.9333350435	0.294147085316	0.295223031962	0.110972418951	0.264041783485	0.279508280552	0.0707269605409	-0.0485277908991	-9.46512585383
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.108426129799	0.100772030142	0.0460136019268	0.198648199428	0.177312087567	0.0835712946795	0.0472568280655	-300.0	0.591964518631	0.615951340394	0.0398335119901	0.685659342081	0.691985837733	0.0958064945063	0.0891240442245	-300.0	0.534474949676	0.525205987364	0.112357913395	0.47830121538	0.477117877614	0.0487947889246	-0.162225108005	-119.370797519	0.457853298772	0.384756542121	0.22538964028	0.368204341023	0.368684716482	0.0877367026909	-0.0633339143597	-36.9181425469
GABPA	-0.261986254	8.661842	8.399855746	0.0378459249263	0.0341983250161	0.0143195968318	0.0521430456373	0.045383807722	0.0234331170948	0.201767498354	-300.0	0.605166454703	0.615197539563	0.0343980660308	0.64775061988	0.652597552389	0.0730066608994	0.206968856	-300.0	0.502016490671	0.496205277878	0.0923143004678	0.471633597246	0.470720019746	0.0466809066428	-0.0605667737233	-75.049621555	0.33231891464	0.33044267279	0.150886005346	0.306525283045	0.293387308121	0.0683357822369	-0.0102967883862	-28.4919319065
YY1	-0.2405441005	9.2155432222	8.9749991217	0.00993349989958	0.00838698645018	0.0118147054229	0.0171261821424	0.0143229730004	0.0181300265042	0.134098517281	-300.0	0.744428856618	0.74953967244	0.0566308610877	0.637753630188	0.649000399268	0.0281313684098	-0.323640352446	-300.0	0.476761713624	0.475217490665	0.0498570096597	0.479711370539	0.480535305831	0.086739572237	0.0452090261792	-9.07143760591	0.418239501286	0.396237116571	0.126630255398	0.381557899736	0.384825741829	0.0628855370293	-0.0817697850121	-20.4245941529
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0236204773657	0.0210981080007	0.00962632670462	0.0319894134785	0.0277741689575	0.0155915216979	0.306624667015	-300.0	0.72202692953	0.727109818503	0.0785877251733	0.610420384087	0.627686701078	0.0338544810317	-0.160043085611	-300.0	0.498986936217	0.489154676044	0.094714746154	0.468980961617	0.466250349985	0.0445497989835	-0.0393656286384	-300.0	0.338354006789	0.338471972109	0.0657744552126	0.363262342702	0.343573742239	0.16962618492	0.0267429133874	-92.0334316291
SRF	-0.2054848492	8.3513662778	8.1458814286	0.00735836118849	0.00613119736007	0.00944347394453	0.0173940038774	0.0159055210176	0.0145278049576	0.022840692769	-300.0	0.753294988899	0.761509995463	0.0531112536678	0.654540020774	0.666868864169	0.028046093315	-0.323932040368	-300.0	0.486742000305	0.48701742825	0.045120429769	0.493262063675	0.492609058979	0.087643728954	0.0429398106375	-4.92730812237	0.341810631336	0.347748007943	0.0904028194179	0.355141871508	0.351847183743	0.112404454958	0.0405002710389	-2.54367790185
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0805195797449	0.07284079063	0.0251796852626	0.121908969667	0.0968420609058	0.0770532893413	0.240796090591	-300.0	0.627563245065	0.640889360885	0.0280328819823	0.653582030885	0.661918276543	0.0571597380395	0.284977956097	-105.366535897	0.439127793139	0.429475204641	0.095289848688	0.397507905458	0.397038454138	0.0501686766613	-0.138749119836	-17.2440214938	0.304194784778	0.317586038773	0.0862229985466	0.327857014157	0.321610332331	0.124657731612	0.0384016651688	-1.55726212617
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0130342716142	0.0105177862823	0.0125960224159	0.0234649787221	0.0187886296799	0.0189536124291	0.140731529343	-300.0	0.721810171226	0.727220358151	0.0532407550639	0.649814316389	0.662713283085	0.0270959300564	-0.15769544332	-300.0	0.525830027049	0.527702551987	0.0606679716966	0.532980954073	0.532997069536	0.103984200087	0.0711430382859	-7.22734844072	0.341526603185	0.352906667008	0.0689448314755	0.347717577618	0.353351615002	0.123021469832	0.0113831370314	-8.23713148651
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.0643804871853	0.0599753448387	0.0203166097248	0.0920674985487	0.082069361553	0.0348659656068	0.160917869285	-300.0	0.710925056715	0.717336631821	0.0576370774204	0.648763339692	0.663771163158	0.0268894923559	-0.056561841731	-300.0	0.487801648193	0.485011990585	0.0567160920071	0.495201651092	0.494902642426	0.0872066245892	0.0343316339928	-6.3776209392	0.327035264557	0.340848960221	0.0583255171055	0.355473824776	0.343913793397	0.120398887156	0.0403323049897	-2.53277552918
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.00668425717131	0.00502664274055	0.00858472411619	0.014356876023	0.0118389757215	0.0154682621747	0.189565299243	-300.0	0.639664071782	0.655945247913	0.0676690854975	0.566471652991	0.574568089019	0.0329115169944	-0.221473655011	-300.0	0.421532933579	0.418405199535	0.0435104870824	0.430031828171	0.424320124194	0.085300540571	0.0489265836205	-2.25021480887	0.314893057035	0.329374953604	0.104769343862	0.313306990633	0.328945600615	0.0594525134012	-0.0348852643742	-3.55959600248
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.00941672333714	0.00805568374184	0.0058990463895	0.0192986488851	0.0152444507379	0.0130971437853	0.00525531208614	-300.0	0.733769158074	0.739894411839	0.0455488066519	0.655177869246	0.664783162425	0.0260318680495	-0.267228903087	-300.0	0.43925396464	0.436954294282	0.102778916065	0.393873266031	0.393856785135	0.0561696035226	-0.116678507292	-29.0732626974	0.274026591668	0.284187146492	0.0776697133545	0.276982065043	0.292485046045	0.0930902666668	0.0699917123486	-1.97128378163
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.0536379006112	0.0495285213624	0.0145147532375	0.0738183104676	0.0659230721349	0.0239101431595	0.0572735746406	-300.0	0.645251653825	0.657156777058	0.0279850000833	0.6995887838	0.7046056464	0.0542509945142	0.0349013219593	-300.0	0.486873711486	0.488878128945	0.0494094617757	0.491555100091	0.49075623713	0.0746230310952	0.104314622053	-7.41907408429	0.325673984332	0.312636530575	0.0582172316337	0.327664737533	0.345077459917	0.10567181721	0.0264631455212	-15.031804163
SOX10	-0.1468324868	5.24596	5.0991275132	0.0156902904537	0.0129314098647	0.00819850405985	0.024970484996	0.0198467715146	0.0134081590919	0.128758742781	-300.0	0.640029978399	0.653326518795	0.0284558395372	0.696051667235	0.700638179556	0.0593364292867	0.0551919806176	-300.0	0.51795626581	0.519384205166	0.0462894046423	0.519592253317	0.519403500642	0.0839914599388	0.0802569558542	-9.45855260213	0.353711144761	0.364628305317	0.0640648326623	0.368781981955	0.367864823067	0.131929598407	0.00717635786418	-14.6194446607
FOXP2	-0.1347974762	2.351259	2.2164615238	0.00816891987205	0.00779301974195	0.00684302384457	0.0160758903026	0.0134938486902	0.0126956101525	0.0343487685772	-300.0	0.630495070469	0.646338293784	0.0657803126465	0.545897572731	0.554996621824	0.0333026977709	-0.248918603969	-300.0	0.534839471511	0.534517524994	0.0487234234088	0.54438985545	0.544901058477	0.0835899613076	0.0515846027344	-7.07267350058	0.344758897393	0.356719712444	0.0654461129198	0.348056273511	0.358239965206	0.102104901919	0.0847836934878	-1.11584202263
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0168241175848	0.0156444495169	0.0052327224152	0.0266146803165	0.0229177834784	0.013587114409	0.0215094332618	-300.0	0.623960377883	0.631484503444	0.0282427592973	0.64511445547	0.656737758548	0.0539975579236	0.0700384829668	-300.0	0.576255649311	0.573016270115	0.109561230465	0.525199489908	0.524177998902	0.0567543456716	-0.164281091576	-26.1826625981	0.299401142624	0.312998101192	0.0713535127848	0.304945165754	0.320129029233	0.0921352063298	0.0380050979841	-2.50850372008
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.0122184856511	0.0111034645416	0.00707667068389	0.0201364564335	0.0170303606087	0.0118807372968	0.129048291082	-300.0	0.730850630276	0.73632111611	0.0508579117371	0.652113323888	0.664999567326	0.0257077446089	-0.248271974144	-300.0	0.557224164125	0.556929670721	0.0496774637092	0.563195234592	0.560799842172	0.07030029174	0.0729464947807	-3.70479831389	0.281415247736	0.295122732376	0.0697081352781	0.298997554119	0.30032210379	0.104898975508	0.0121762958624	-4.77664785481
