FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Cuellar_90_H1hesc_protection_mean	Cuellar_90_H1hesc_protection_median	Cuellar_90_H1hesc_protection_std	Cuellar_90_K562_protection_mean	Cuellar_90_K562_protection_median	Cuellar_90_K562_protection_std	Cuellar_90_protection_ks_stat	Cuellar_90_protection_ks_pvalue	Cuellar_90_H1hesc_tc_mean	Cuellar_90_H1hesc_tc_median	Cuellar_90_H1hesc_tc_std	Cuellar_90_K562_tc_mean	Cuellar_90_K562_tc_median	Cuellar_90_K562_tc_std	Cuellar_90_tc_ks_stat	Cuellar_90_tc_ks_pvalue	Cuellar_90_H1hesc_fos_mean	Cuellar_90_H1hesc_fos_median	Cuellar_90_H1hesc_fos_std	Cuellar_90_K562_fos_mean	Cuellar_90_K562_fos_median	Cuellar_90_K562_fos_std	Cuellar_90_fos_ks_stat	Cuellar_90_fos_ks_pvalue	Cuellar_90_H1hesc_flr_mean	Cuellar_90_H1hesc_flr_median	Cuellar_90_H1hesc_flr_std	Cuellar_90_K562_flr_mean	Cuellar_90_K562_flr_median	Cuellar_90_K562_flr_std	Cuellar_90_flr_ks_stat	Cuellar_90_flr_ks_pvalue
MYCN	-5.5083089259	9.2460594444	3.7377505185	0.175510307516	0.162020561486	0.0468182271224	0.217198630378	0.189996045868	0.0803082079518	0.0336324183725	-299.999999999	0.598640865578	0.600745723427	0.0732836506239	0.518892215956	0.53406619544	0.0332223370449	-0.163044850302	-106.524942645	0.607756171493	0.605361466621	0.0613529267104	0.565237488886	0.560820938545	0.0365129528527	-0.302116864213	-247.118053996	0.338655311697	0.337258074327	0.147795110381	0.328196149401	0.306394665371	0.0358047696379	-0.200104206319	-101.449400433
PBX1	-5.4704016931	10.0427314444	4.5723297513	0.17748347354	0.143810323534	0.0839314251571	0.105960927575	0.0887649303271	0.0465716730567	-0.129694164489	-300.0	0.64497304613	0.654614961404	0.0706096554746	0.552088112101	0.565865636756	0.0499161465084	-0.333131868132	-66.3255254824	0.415493905316	0.41492094841	0.0522914420541	0.375725346363	0.376745459912	0.0316406380173	-0.331204561654	-147.730943159	0.268932025072	0.266830521981	0.118408923157	0.257372405101	0.247667998214	0.0317824965529	-0.141827311914	-16.628702792
TCF7L1	-3.9938700212	9.0248868889	5.0310168677	0.155699451318	0.132580601648	0.0627839283854	0.113841933559	0.101234213123	0.0350637226518	-0.0693866388799	-300.0	0.658000972449	0.662692524721	0.0630145962028	0.555444299584	0.567791654839	0.0358132783799	-0.394565322651	-300.0	0.497425837983	0.497742500682	0.0509431049267	0.464884379219	0.464275117263	0.0286324241464	-0.261021745174	-300.0	0.344637853924	0.344799870683	0.103792308416	0.327890601297	0.319247493522	0.0281150403529	-0.243325349962	-300.0
TP53	-3.9536696865	9.9692148611	6.0155451746	0.26187403661	0.227875929444	0.102437841295	0.170336966615	0.158094975971	0.0535151315486	-0.197025588821	-300.0	0.572332473574	0.591214037366	0.0398560555268	0.614658369556	0.621591777379	0.0808609579466	0.102318500558	-14.9207480388	0.565501540697	0.566626875436	0.085002839979	0.530580371178	0.52852275186	0.0403946436431	-0.19890144523	-102.506801205	0.282169624319	0.276911540704	0.146061400043	0.277104744411	0.261121934323	0.0338388760951	-0.0862167033449	-25.6886282133
ETS1	-3.5009108624	6.8488314444	3.347920582	0.0836569983707	0.0736906562206	0.0367747553066	0.115785236504	0.0974988641928	0.0499915435353	0.062622273504	-300.0	0.620970324528	0.624265051309	0.0663348655756	0.549910556642	0.561412128109	0.0328712516431	-0.138366448832	-300.0	0.532892378863	0.532008339985	0.059351877134	0.508406258546	0.505939784891	0.0304455095919	-0.171363944958	-300.0	0.325680626686	0.325256771876	0.117473420677	0.315664471835	0.306496782	0.0309787151579	-0.130192456474	-219.45152985
TCF7L2	-3.3969730503	8.5839345	5.1869614497	0.194004914818	0.163319290222	0.0824355545627	0.131358066334	0.114592199849	0.0465218928627	-0.100540736913	-300.0	0.676120199406	0.683781335551	0.0639529548304	0.580552015007	0.592969860011	0.048607066423	-0.396270633438	-150.766637371	0.499242757237	0.4989929542	0.0464093967221	0.466900808984	0.467607102418	0.0251994344013	-0.2996841095	-241.196176621	0.282207062126	0.280280485054	0.130758485154	0.275707761817	0.265328063799	0.0393819640107	-0.105079435282	-21.9678291229
AR	-2.8208135212	6.4303512778	3.6095377566	0.139934037931	0.117677849698	0.057603361213	0.096535171471	0.0829750811612	0.0383277577258	-0.108321499228	-300.0	0.648039139042	0.653241147883	0.0631363609016	0.573580517295	0.586483440361	0.0360505901641	-0.153782207725	-47.9777479485	0.533069320759	0.534594879377	0.0629930339644	0.511115404771	0.509356733067	0.0336826927534	-0.140921846141	-62.7441412428	0.319315052888	0.312015749824	0.130965350006	0.310819619031	0.303070337593	0.0352278440287	-0.0649775784753	-10.9363401177
SRY	-2.631585418	4.77859	2.147004582	0.0755550042213	0.0655298011501	0.0387182119612	0.116162128006	0.0968701782525	0.0693636004393	0.201614438651	-137.949306455	0.577066767697	0.589169349373	0.0317083084029	0.620023370319	0.6241301682	0.062265641272	0.0810763105033	-21.1682558193	0.470136544369	0.470021788878	0.0553026870132	0.44172283592	0.441658732493	0.0305905269824	-0.218483220701	-125.395955381	0.290967838717	0.280917087949	0.170237742762	0.282067312538	0.272002182792	0.0503184217009	-0.0223019624864	-6.18462346252
TFAP2C	-2.4588811349	5.9932067222	3.5343255873	0.164512885341	0.146458334873	0.0605382960709	0.114787868148	0.10474790702	0.0352796936351	-0.0629809396198	-300.0	0.70750499007	0.711406622534	0.0625401916053	0.571772311825	0.584719695857	0.0320873905184	-0.470596774423	-300.0	0.434512423638	0.433296575834	0.0601144206031	0.422362887163	0.420828360966	0.0330934774594	-0.0147783783089	-253.630307921	0.300997093207	0.291297893858	0.13418644007	0.29176094752	0.283814364964	0.03145682141	-0.0292752784113	-132.738581087
ZNF354C	-2.2219494577	4.5824435	2.3604940423	0.102759693443	0.08773380328	0.0573331608355	0.159424885455	0.131943189722	0.0980122460077	0.120822803874	-300.0	0.610624586307	0.627330452617	0.0367135607281	0.674472562356	0.678275934841	0.0718203280936	0.00842975987473	-56.4905650343	0.406382946364	0.406581624052	0.0513493121385	0.39348758702	0.391871251085	0.0252103077183	-0.0904689515449	-97.3671590122	0.309366872521	0.298806121864	0.135121955666	0.298579288043	0.28930071945	0.0265447319957	-0.0576527711404	-28.6938802877
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.169201867839	0.14612009114	0.0861298958009	0.0993114487805	0.0893684186671	0.0446232015346	-0.033134111968	-300.0	0.573868124322	0.586485918498	0.0321041933303	0.613077359648	0.616401080326	0.0655274677152	0.14010007293	-34.735713761	0.579454432247	0.580123672993	0.0654169721078	0.551527661101	0.553022267859	0.036035080466	-0.149666084436	-174.605773816	0.319228806326	0.318600690648	0.102306942109	0.305032513891	0.304052070303	0.0334140890347	-0.0810790356373	-26.7889116015
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.189270801635	0.159055752564	0.0828813326253	0.115094407505	0.101491700433	0.0427027311122	-0.0665602564292	-300.0	0.566386730295	0.580219199322	0.0361530575837	0.620701268566	0.625606581915	0.0655501449468	0.0390724880649	-78.6526556425	0.474557363023	0.475538019019	0.0661588715606	0.461139518889	0.462352100027	0.0377564769923	-4.15388458375e-05	-64.8542577812	0.328675296074	0.321882268511	0.122116140582	0.322753693484	0.312513455544	0.036411626548	-0.0324447236486	-35.7383826506
FLII	-1.1177311693	8.8445722222	7.7268410529	0.170450517386	0.149267407445	0.0739934903404	0.0959062098158	0.0843456751493	0.0422977190173	-0.0865509330585	-300.0	0.543208099433	0.549003145035	0.0361316194541	0.561637594337	0.568700371446	0.0580615367733	0.212176818856	-20.2032819991	0.474466831147	0.46992646984	0.0757511226113	0.454554748805	0.456193173542	0.034349339426	-0.0755122630517	-87.2328333493	0.276863833012	0.275330308147	0.0239394629211	0.277860742421	0.277976184918	0.0766038651111	0.0143303475348	-32.4365540794
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.149929208199	0.118691437049	0.0822133426399	0.0833675994943	0.0654144419974	0.0448570541337	-0.0552019097723	-300.0	0.687227334325	0.693687716008	0.0690330839287	0.590714264588	0.608038300679	0.0367852681153	-0.279021699872	-80.6612576416	0.427778471974	0.427634259428	0.0495298897437	0.417268248511	0.416661152654	0.0243744978746	-0.0557917525746	-40.7566073303	0.340420466418	0.316588961281	0.154046585041	0.317901217094	0.313796989208	0.0279096017326	-0.023479597111	-8.39256251815
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0977177139891	0.0648321076693	0.0694909414859	0.188334882668	0.13705317937	0.13172303349	0.0716643365418	-139.153006532	0.579298092747	0.601438284535	0.0931620746925	0.508635964548	0.512599305849	0.0437353154167	-0.085236023657	-34.2707681793	0.462318710793	0.464133894094	0.042453496919	0.466891496971	0.465579254529	0.0792231974012	0.0685015984715	-5.21304140283	0.282593357156	0.267516836385	0.137064698396	0.266057488642	0.265477641702	0.0414682997583	-0.0316754531668	-12.472381786
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0762324808721	0.0668986987841	0.0337406607693	0.11900440555	0.101024540159	0.0579773623554	0.12525559747	-300.0	0.712118843185	0.71538693871	0.0675698640375	0.564871442032	0.576249527523	0.0305243255202	-0.413071258005	-300.0	0.42661290206	0.422762824215	0.0375528746749	0.44225280816	0.430484456117	0.0798155411231	0.0310066886269	-239.35873274	0.320857196273	0.316597262718	0.0401541538544	0.340525172845	0.320559075785	0.157897629972	0.00857699177361	-199.728766431
REST	-0.9317503519	8.5147308333	7.5829804815	0.210861979127	0.20182057161	0.0663683405693	0.140441052719	0.141010836906	0.033073780552	-0.0780428507613	-300.0	0.557600491914	0.568228963768	0.0353377291713	0.563187707089	0.574082678824	0.0731918123236	0.31766903675	-28.1267826847	0.647163822662	0.64629730653	0.0344478715167	0.651026522349	0.650894159497	0.0671338373932	0.060475343298	-48.0435449346	0.300063987982	0.29080044449	0.125821851066	0.290918024311	0.28638568789	0.0305785878023	-0.00585154458696	-54.3245796822
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0554731672896	0.04776710773	0.0242151833693	0.0956108763121	0.07921477935	0.0471655919244	0.000748797733774	-300.0	0.682469846058	0.687183564652	0.0695406079399	0.571507861214	0.587318570823	0.033419972561	-0.305782700077	-300.0	0.450643200057	0.448400010395	0.0298656163392	0.45088371885	0.449958366378	0.0595364151003	0.0756086845901	-32.0896606856	0.307512799863	0.306388235741	0.0336379778064	0.327224135598	0.307449220812	0.145194270374	0.00846556451618	-40.3501611781
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0755921202037	0.0638829237091	0.0374775734069	0.115620534803	0.0942862242625	0.0623032682719	0.145848719222	-300.0	0.654210762508	0.65763545311	0.0658498381167	0.586360583583	0.601219017019	0.0307443034196	-0.0410796060996	-93.2156156772	0.393451173621	0.393747170368	0.0488081360707	0.381621482646	0.382302781953	0.0253429593059	-0.0385700177496	-71.7490863581	0.270932085907	0.27099374149	0.109852489667	0.270710437805	0.261960278752	0.0298414521394	-0.0581090368719	-24.2942598354
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.111932449389	0.101692475939	0.039929595919	0.176768667054	0.154372150569	0.0744850737259	0.00266095238428	-300.0	0.602792699649	0.617882224174	0.0366351510728	0.627405763718	0.632016779791	0.0655175756019	0.326349518704	-12.6314752001	0.453558123045	0.453660620979	0.0407499537836	0.444292947008	0.444487273842	0.0219300573307	-0.0614415075869	-99.9806138904	0.379943447406	0.359347188692	0.143892498936	0.35569791438	0.35929700563	0.0352931607458	-0.00704815416487	-9.80967687816
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.187724421022	0.161611223034	0.0752143478266	0.124453788655	0.112230098233	0.0370731961795	-0.0673065792451	-300.0	0.578683915152	0.595043979097	0.0327952645577	0.615809611747	0.618318906915	0.071234529971	0.207331767524	-12.6353703418	0.340441830001	0.339910099177	0.0258377207179	0.342084945385	0.341620054136	0.0578437692806	0.0564101636349	-10.9920251517	0.318823135594	0.316741244749	0.11327931297	0.299354613448	0.3039750708	0.0357394777195	-0.094233163554	-11.2866848032
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.128993967213	0.104424333442	0.0629525253855	0.188458715451	0.144928724001	0.102143057457	0.0661569695497	-261.452603389	0.587960683992	0.604107844056	0.0320942058126	0.64686668343	0.652812702486	0.0696074140043	0.0468686417851	-26.6890853692	0.528768630279	0.52878290042	0.0568409729415	0.516655065932	0.518026344684	0.0305195705006	-0.026549775789	-25.6460260598	0.297190684923	0.295742594109	0.123615304688	0.282774390568	0.277969581465	0.0389498506236	-0.142526539278	-14.6121080992
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0880639163075	0.062600038749	0.0508230630057	0.145642304039	0.0997157674263	0.0934722604414	0.0855078499649	-183.765351363	0.551684174601	0.555864427602	0.0405142804197	0.567553910609	0.583718903649	0.0746953813997	0.190840827245	-6.95428886128	0.416749178531	0.41556862991	0.0443459024587	0.424290494808	0.422695063994	0.0911319430919	0.00185533515732	-13.3905279418	0.304922140962	0.299340547307	0.125175030161	0.288955926324	0.289951954008	0.028065100407	-0.0636416944697	-6.15809270959
