FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	Cuellar_85_H1hesc_protection_mean	Cuellar_85_H1hesc_protection_median	Cuellar_85_H1hesc_protection_std	Cuellar_85_K562_protection_mean	Cuellar_85_K562_protection_median	Cuellar_85_K562_protection_std	Cuellar_85_protection_ks_stat	Cuellar_85_protection_ks_pvalue	Cuellar_85_H1hesc_tc_mean	Cuellar_85_H1hesc_tc_median	Cuellar_85_H1hesc_tc_std	Cuellar_85_K562_tc_mean	Cuellar_85_K562_tc_median	Cuellar_85_K562_tc_std	Cuellar_85_tc_ks_stat	Cuellar_85_tc_ks_pvalue	Cuellar_85_H1hesc_fos_mean	Cuellar_85_H1hesc_fos_median	Cuellar_85_H1hesc_fos_std	Cuellar_85_K562_fos_mean	Cuellar_85_K562_fos_median	Cuellar_85_K562_fos_std	Cuellar_85_fos_ks_stat	Cuellar_85_fos_ks_pvalue	Cuellar_85_H1hesc_flr_mean	Cuellar_85_H1hesc_flr_median	Cuellar_85_H1hesc_flr_std	Cuellar_85_K562_flr_mean	Cuellar_85_K562_flr_median	Cuellar_85_K562_flr_std	Cuellar_85_flr_ks_stat	Cuellar_85_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.167408988903	0.143737109669	0.0859111039232	0.0959576266507	0.0875170954932	0.0427281694369	-0.0437914374529	-300.0	0.673538132882	0.683132824616	0.0461039357282	0.651275983354	0.657318215035	0.0202895910847	-0.00308089521207	-300.0	0.0896336973731	0.0662736059417	0.0742734749763	0.0398937826166	0.0302468078122	0.0328318039509	-0.0290337979567	-300.0	0.24744565244	0.232646065393	0.127376086267	0.246235110976	0.224960714181	0.0910864568694	-0.10117675702	-2.83774000272
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.188079783145	0.158510191829	0.0857525402027	0.112899153613	0.0996463967888	0.0447047290977	-0.0574871658073	-300.0	0.744751084055	0.749015374723	0.0412846950118	0.678152155502	0.687256349622	0.0213179794809	-0.212831803282	-300.0	0.123675426516	0.0959246036204	0.09485372135	0.0602962567117	0.0495695453236	0.0418325138367	-0.0847436197347	-300.0	0.346232089259	0.334934614997	0.153734604321	0.339014551471	0.322102678844	0.0775411178851	-0.219300342772	-10.7640702273
FLII	-1.1177311693	8.8445722222	7.7268410529	0.211362075788	0.187119442703	0.0909393582141	0.116913220864	0.102800610834	0.0485647685686	-0.0720882783281	-300.0	0.665016637124	0.673580002555	0.0184885487882	0.671700951675	0.682815191115	0.0541433784716	0.165831673924	-300.0	0.195040865433	0.173374949127	0.0959550930589	0.0459244664094	0.0382393081158	0.0288139902117	-0.363177930851	-300.0	0.522053954708	0.522291529398	0.128629192247	0.516910572088	0.51355375335	0.0615535693514	-0.0936993414387	-3.65150542734
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.15081706776	0.119826464453	0.0844976702687	0.0808368697733	0.06376810537	0.0429017030354	-0.050980722808	-248.571981461	0.750497762609	0.755018572126	0.0402793568092	0.691827511312	0.699897157344	0.0167861355501	-0.210551502429	-300.0	0.0901694366042	0.0661811999404	0.0787548633952	0.0371451145298	0.0286983940339	0.0302943752437	-0.111485408716	-300.0	0.35434608595	0.318176921891	0.177667495217	0.334398138183	0.31543521341	0.0976301994789	-0.0571460877431	-0.998704406317
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0990782312734	0.0674524405737	0.0731086373618	0.186697072525	0.133301723731	0.136233157028	0.105268197012	-72.0669093113	0.661328275227	0.682648378963	0.067779740155	0.57578065344	0.585041901423	0.0325738509411	-0.10917562451	-300.0	0.0405737374044	0.0312271495557	0.0325664154422	0.0651777261988	0.0436831142765	0.0653692256614	0.29689211345	-58.628691357	0.258946190668	0.164787511868	0.25085218144	0.156293191373	0.142815339843	0.0584846043458	-0.169347319347	-2.12158322556
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0757451490574	0.0671809717747	0.0328685960668	0.119492988999	0.102088222958	0.0590573420442	0.143246159286	-300.0	0.77680765992	0.784792015788	0.0558918512038	0.673330276393	0.691166321186	0.0268224003875	-0.222487687437	-300.0	0.118537550596	0.112581669862	0.0784016998017	0.271525769597	0.258607344211	0.176076643613	0.0474374448355	-300.0	0.31658178197	0.312045490988	0.0719962685802	0.360386884891	0.314335894362	0.201699380883	0.0397733626427	-5.6928256868
REST	-0.9317503519	8.5147308333	7.5829804815	0.266419502248	0.253525758572	0.08617709465	0.176041049341	0.176200806575	0.041313355189	-0.0709367507718	-300.0	0.671000527642	0.685128640586	0.0545369417326	0.614273297975	0.621271802318	0.0277343174222	-0.0640714945719	-300.0	0.163702649321	0.127151694483	0.124927396635	0.0753742205558	0.0674582675486	0.0517505901658	-0.00786936448795	-300.0	0.266675918429	0.263087188396	0.0398185864155	0.27676684106	0.26384142178	0.128799651188	0.015970666554	-2.0664000905
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0638739583441	0.0566099858016	0.024648947351	0.103626348427	0.0876985169667	0.0488327066768	0.0237581720476	-300.0	0.744318669545	0.749867317516	0.0487224605752	0.682564534626	0.695099433923	0.0234573775478	-0.0956906506492	-300.0	0.162744790474	0.124982426585	0.121831429456	0.0739279566739	0.0628517429006	0.0505957745675	-0.0236368790445	-300.0	0.260358182169	0.262046706315	0.0446325680899	0.274743094633	0.26262746071	0.122160857517	0.00766507358416	-2.11521933833
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0739008325016	0.0627602333184	0.0359144867461	0.114544850227	0.0929941335613	0.0635060182405	0.15292334231	-238.162284179	0.69079320304	0.699375006467	0.0215128353087	0.704121123231	0.708272977042	0.0421240790552	0.457484917981	-300.0	0.0408041757275	0.0324199545481	0.0337059507506	0.0809691956434	0.0573812380675	0.0815450348537	0.0851361550706	-300.0	0.212644585778	0.200900440146	0.0853021811753	0.20549345875	0.194514796264	0.0622417557618	-0.0653933703229	-2.13306569486
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.113157251911	0.103069846739	0.0401326166969	0.179537077624	0.156104060121	0.0777058452813	0.0101954138008	-300.0	0.668886652137	0.674827137792	0.0183014698677	0.693808062988	0.702620689834	0.0413510314696	0.00846930069311	-300.0	0.0330273568832	0.0239524816347	0.0303766861377	0.0683912971343	0.0485632728785	0.0624082627424	0.0657742523907	-300.0	0.335373361766	0.308803757889	0.147183296526	0.299102441363	0.304171321733	0.0388029637218	-0.093545669026	-2.94001241572
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.185337045466	0.159052596239	0.0740966669376	0.12231180592	0.11081145935	0.0372175911117	-0.0646576861053	-239.780366769	0.684902236967	0.691537880097	0.0189246226948	0.69259969555	0.702339430593	0.044933105324	0.179051713473	-300.0	0.0882219367242	0.0603392860096	0.0822664402419	0.0322047657209	0.0225830910229	0.0295817256727	-0.0851292289865	-300.0	0.292311417137	0.259213494859	0.196911153616	0.270470010063	0.252424767396	0.0422011852042	-0.129411764706	-1.50477718168
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.127241624793	0.102901911086	0.0615192713088	0.188983864037	0.144928724001	0.106006253203	0.0757550406132	-137.453515204	0.692461116393	0.701493159369	0.0210410298231	0.703883355049	0.708207366341	0.0438133194948	0.455317875431	-300.0	0.0355600562129	0.0256502786728	0.0329042370688	0.068117147368	0.050616767248	0.0632891168706	0.0715223825492	-300.0	0.327561859562	0.309249671199	0.144114106582	0.306885241763	0.300228340074	0.105256639819	-0.154812834225	-1.42201834666
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.135263402693	0.0968569661455	0.0798261472129	0.222224004738	0.15670854823	0.136490438317	0.0917814028968	-89.1015782173	0.691521395781	0.701066291593	0.0446765560457	0.626174593478	0.633650436283	0.0177159789611	-0.16914538238	-300.0	0.0632410162791	0.0441095572347	0.0695453303588	0.0218120968567	0.0141353171582	0.026015558026	-0.0795798731707	-300.0	0.164061038115	0.133414076287	0.151393200352	0.126336624985	0.130146318993	0.0358286725611	-0.0313186813187	-0.212873646378
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0768844191665	0.0681009391932	0.0296781985706	0.116428568837	0.0989216694141	0.0544454687776	0.142965910025	-300.0	0.793910950305	0.799817077008	0.0435317646957	0.687631125195	0.698874687723	0.022172057382	-0.248189454812	-300.0	0.0849017276425	0.0664874987005	0.0637497646951	0.18802607803	0.131870380897	0.149426481887	0.0460126042066	-300.0	0.24250512008	0.233071605995	0.0789599664764	0.250997995036	0.233891421925	0.144748705838	0.0385633331187	-1.77231256737
