FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	TC_H1hesc_protection_mean	TC_H1hesc_protection_median	TC_H1hesc_protection_std	TC_K562_protection_mean	TC_K562_protection_median	TC_K562_protection_std	TC_protection_ks_stat	TC_protection_ks_pvalue	TC_H1hesc_tc_mean	TC_H1hesc_tc_median	TC_H1hesc_tc_std	TC_K562_tc_mean	TC_K562_tc_median	TC_K562_tc_std	TC_tc_ks_stat	TC_tc_ks_pvalue	TC_H1hesc_fos_mean	TC_H1hesc_fos_median	TC_H1hesc_fos_std	TC_K562_fos_mean	TC_K562_fos_median	TC_K562_fos_std	TC_fos_ks_stat	TC_fos_ks_pvalue	TC_H1hesc_flr_mean	TC_H1hesc_flr_median	TC_H1hesc_flr_std	TC_K562_flr_mean	TC_K562_flr_median	TC_K562_flr_std	TC_flr_ks_stat	TC_flr_ks_pvalue
FOXO1	-2.201485627	8.8310241667	6.6295385397	0.162869094815	0.140676392886	0.0825062469991	0.0982124751822	0.0868101055136	0.0476754424642	-0.0269441123808	-300.0	0.616460688333	0.630286605076	0.061873493901	0.565004894708	0.573753442605	0.0317354475041	-0.194773931307	-300.0	0.32911125941	0.315037271348	0.141155713655	0.326869580481	0.314901192059	0.0647555109474	-0.0681487876826	-3.5070861802	0.318064185028	0.317706469493	0.0435715439866	0.306410961878	0.306167864307	0.0227393977994	-0.329186249645	-300.0
NR5A2	-2.0764958254	5.4651116667	3.3886158413	0.166632624552	0.139591171476	0.071999192163	0.102634586357	0.0890465997831	0.0397202276541	-0.0655288176715	-300.0	0.636162756571	0.648158727383	0.0290991883144	0.676882409962	0.682892293001	0.0551584791212	0.0828172332758	-300.0	0.440179666835	0.413341185963	0.146803766969	0.426108715009	0.406772915785	0.0601203280373	-0.0421522415004	-4.84809359075	0.312243095614	0.311893090566	0.0553802626479	0.303703076451	0.301528357409	0.0223564981422	-0.254771740588	-300.0
FLII	-1.1177311693	8.8445722222	7.7268410529	0.171163899658	0.148875114654	0.0752624802557	0.0979983028762	0.0863627993556	0.0437347001747	-0.0730368667251	-300.0	0.63390849217	0.644595148146	0.0533920651831	0.597752966118	0.605500854589	0.0290091662246	-0.0546691425003	-300.0	0.187256306259	0.167084518603	0.120256464051	0.161858930472	0.155065499881	0.0455317538142	-0.0217932752179	-2.12707935829	0.279562191824	0.279493816149	0.0527127246833	0.277124498072	0.275661644083	0.0179639588383	-0.0893480225939	-158.503022137
FOXH1	-1.0990882063	7.0327085556	5.9336203492	0.114932858049	0.0912825059331	0.062822118306	0.0640129367242	0.0497209643253	0.037910409152	-0.0711816670709	-300.0	0.724471746039	0.732379420255	0.0550191225373	0.649036674584	0.662454105603	0.0260039906885	-0.257184059486	-300.0	0.33819276185	0.317226395513	0.178934148459	0.311151720138	0.297016030457	0.0607045432285	-0.0518427518428	-1.71209714306	0.316879838817	0.316557954676	0.0541287322974	0.315287266486	0.311801143652	0.0206190161113	-0.116997418407	-100.677430091
CREB1	-1.0226017196	9.2302054444	8.2076037249	0.0946226271266	0.061237656921	0.0704451699925	0.181991091684	0.132712101006	0.125649462571	0.0387174365297	-231.280022398	0.60881746037	0.628520263973	0.077030168321	0.557839249638	0.562970533168	0.0354468498936	-0.0754483015857	-199.213854472	0.4339607861	0.381706477552	0.216446413966	0.414301229123	0.367797745682	0.103139396354	-0.0700603968939	-1.27102313975	0.264755465467	0.264304248309	0.0582357881543	0.263853095741	0.260366364505	0.0236213105174	-0.0895866056643	-66.0109684207
EGR2	-0.9853411587	4.5985511111	3.6132099524	0.0771497603781	0.0670013435079	0.0348155471233	0.118606653161	0.100024171812	0.0573028032842	0.120031214403	-300.0	0.748439841279	0.753579279673	0.0646447055847	0.629935095245	0.645690426192	0.0302004499035	-0.359521070561	-300.0	0.467882346606	0.414492194365	0.166941496839	0.39424266813	0.37246209625	0.0682673632777	-0.0560587035465	-33.2114580053	0.331120659222	0.326895426286	0.0455116940603	0.34704232595	0.331168914752	0.137946726806	0.0139655968867	-85.2201985785
REST	-0.9317503519	8.5147308333	7.5829804815	0.210485650141	0.202656613746	0.0646661043198	0.142138044222	0.142440127863	0.0341871296851	-0.0705483422676	-300.0	0.631308299706	0.644805143725	0.0299942825572	0.650647069406	0.656351248337	0.0603995439117	0.324656097963	-211.549643682	0.458125280091	0.448171898841	0.0493167563714	0.47719073765	0.451066358825	0.127994293331	0.0156579876474	-4.65308371048	0.294950291546	0.292400561089	0.0264695276542	0.298915665757	0.295133224388	0.0802608577737	0.0350864487892	-29.4465509546
RFX5	-0.9070030291	7.3384705	6.4314674709	0.0986466554105	0.0823077954927	0.0454332443	0.0589110980013	0.0505800717578	0.0245431751883	-0.0202615124153	-300.0	0.72245164843	0.728265866068	0.0608789486463	0.636970680214	0.652397775749	0.0281652223503	-0.234793602951	-300.0	0.489155141165	0.442604661003	0.158717249477	0.439436143095	0.428259353832	0.0625763020298	-0.00860435281673	-5.44462762998	0.307924845929	0.304541482821	0.0269137620671	0.3134697022	0.307605236788	0.0898146535822	0.0150222445592	-39.4402113806
SOX3	-0.8815224709	7.0991445556	6.2176220847	0.0765025122271	0.0640669713142	0.0389340854086	0.116565940861	0.0936674766027	0.0629522637292	0.136085367022	-300.0	0.639209742567	0.651007621738	0.0288674799601	0.656861834638	0.664286784765	0.0558309839532	0.347333548329	-53.4061721104	0.316961411926	0.277645992492	0.161611997484	0.291158725805	0.267827984026	0.0608264600201	-0.0863650743436	-4.28292424373	0.285346041543	0.284665498465	0.0452988754511	0.281596566357	0.280713535509	0.0214486065779	-0.0475193467217	-75.923015825
FOXD3	-0.6445018836	6.6675806667	6.0230787831	0.113651289927	0.102511842352	0.0409078605584	0.178097396022	0.155389243801	0.0747463077305	0.0135157256589	-300.0	0.632954065855	0.647750429917	0.0321859734085	0.651977746424	0.662191402549	0.0604660004651	0.358470697449	-29.3817602611	0.364563936498	0.319004125909	0.161612390384	0.317099577657	0.307751241778	0.0459503272122	-0.0275772074815	-2.18246459294	0.338743759356	0.339010702019	0.0196910087131	0.340832000872	0.34035245313	0.0476792349215	0.0712832481599	-16.1215763184
HNF4G	-0.6026098016	2.9244216111	2.3218118095	0.189685816408	0.163334379854	0.0750790324539	0.126532962575	0.112650435679	0.0390580716203	-0.0699163261224	-300.0	0.634041535638	0.650633499164	0.0669481319395	0.568066255964	0.577889535901	0.0342753585327	-0.207377710122	-300.0	0.231919732476	0.168907139167	0.191159758229	0.180555764897	0.164608947492	0.0773948114102	-0.00484848484848	-0.764810828617	0.315899912301	0.315329191176	0.041611023657	0.309696212437	0.311163441264	0.0166164703748	-0.102227205879	-83.1248075316
SOX9	-0.5931329762	6.5152251667	5.9220921905	0.130819752212	0.104078328361	0.0655703296882	0.188963749165	0.144859939605	0.101142817943	0.0497994962274	-300.0	0.637594133082	0.651799645073	0.0305577990787	0.655241682496	0.66409344708	0.05995439551	0.362405463342	-18.6493180335	0.346408348859	0.274119459665	0.225963081468	0.287463540286	0.264651219986	0.0699312187274	-0.103220035778	-1.6908064824	0.308757752748	0.307428662641	0.0359086142913	0.303643119393	0.303963226421	0.0234552812248	-0.0603312842354	-57.1987577992
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.0854380004121	0.0619532300568	0.0494475992351	0.140351850237	0.0966623301474	0.0883788707606	0.082157912208	-279.126370559	0.642905390293	0.657382373574	0.0594970461811	0.604898785368	0.613356236647	0.0284730263118	-0.0890420666148	-188.843152988	0.276654847988	0.229503713571	0.199921959168	0.236988173566	0.224108470298	0.0587698109927	-0.0392857142857	-0.579565201483	0.247574519929	0.246826875253	0.0129228374166	0.249117994863	0.247682528315	0.0454402553858	0.076039448994	-6.44409855097
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0778160789408	0.068367206131	0.0312810351279	0.115390747084	0.0979122646242	0.0517029663078	0.10616817324	-300.0	0.78191534578	0.786958069641	0.0554265502686	0.649095914296	0.663089070282	0.0259798932445	-0.438552560593	-300.0	0.528018505929	0.508137122449	0.0583782320116	0.577625518901	0.524525595768	0.143762152969	0.0082993785241	-6.72841756928	0.297873778622	0.295312482408	0.0323903084299	0.305876936572	0.296357161175	0.0982986830557	0.0521033891951	-23.5533980039
ERG	-0.4811139683	3.9203937778	3.4392798095	0.0746336014815	0.0647173388829	0.0386004976768	0.113977032299	0.0939958025702	0.0537559140846	0.138648926336	-300.0	0.630981024038	0.644988725372	0.0296597178663	0.664716499275	0.670734646508	0.0600082434685	0.252208078276	-300.0	0.484968205782	0.477762948116	0.0460170994807	0.514578122102	0.484356444612	0.133750900326	0.0310676676576	-5.3151139844	0.294277184342	0.292614472522	0.0268885446026	0.298630497431	0.293738770106	0.0813609047972	0.026551029212	-59.13503176
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.121558096149	0.109536710969	0.0468602910328	0.187897488649	0.163460544667	0.080131572752	0.000173048801351	-300.0	0.750548283669	0.756862542215	0.0505340905945	0.648448696338	0.659872426916	0.0253306809809	-0.369401319362	-300.0	0.452179503965	0.432511281104	0.133996781984	0.427007414713	0.413068435336	0.0553738557107	-0.00936162462435	-2.60188596253	0.32949585481	0.328610503477	0.0256563536815	0.331138362888	0.329729576365	0.0636410824229	0.0116587266707	-38.1906890616
USF1	-0.4081315146	7.4895785833	7.0814470688	0.12666646089	0.108079924719	0.0500790040015	0.196481718389	0.159306848748	0.0932934887798	0.0185153026277	-300.0	0.61272228461	0.635240763648	0.079347567007	0.571395724926	0.58056109163	0.0384388255216	-0.0262454479787	-300.0	0.475743542569	0.407569754164	0.177015014587	0.387400812989	0.368257410126	0.0626583859199	-0.10816659256	-7.46976898505	0.351885854989	0.336356121668	0.122877057068	0.338355366412	0.335966873346	0.0288788852387	-0.0144618985863	-56.2710801704
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.0997057911382	0.0911877692861	0.0340645771017	0.141492229028	0.124673061199	0.0568291074256	0.151985705413	-300.0	0.743306190198	0.747831455715	0.0650325168198	0.630887948475	0.645911701076	0.0295457055778	-0.307134866625	-300.0	0.457373125951	0.408772281844	0.158938186463	0.390264668077	0.371688109365	0.0652512950605	-0.0418795237461	-50.3097247291	0.317492436294	0.315087098684	0.0471433383509	0.339574042909	0.315432123244	0.149252448554	0.0286322020785	-102.770142164
CTCF	-0.3682107037	8.924475	8.5562642963	0.0850397747934	0.0761239564396	0.0382794033726	0.131055375929	0.115890179113	0.061351545316	0.14723686638	-300.0	0.728631971251	0.73416768819	0.0568553320113	0.643225164052	0.656749932785	0.0272010690647	-0.232045222691	-300.0	0.431738865652	0.419452249339	0.0552647680188	0.455911683715	0.426920029826	0.128222889039	0.0589574639432	-7.02411308681	0.328852281342	0.327339289142	0.0369670865425	0.335049538388	0.327740421422	0.0909017652684	0.0419869893692	-83.9613561851
MAFB	-0.3502367328	5.0393535	4.6891167672	0.175787027921	0.150534681025	0.0727875558992	0.104704650877	0.0909858667381	0.0404313160301	-0.0312649037159	-300.0	0.724380277537	0.730046355661	0.0573586868457	0.644442168091	0.659277950184	0.0277058539367	-0.21266182624	-300.0	0.563577705324	0.503850692614	0.1668324041	0.478223855742	0.460335630127	0.061277737524	-0.161649470162	-9.59045425792	0.32995775625	0.323774435551	0.0806519982022	0.323162299344	0.323212323936	0.0188857853622	-0.0374716834461	-69.0070020555
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0864514322173	0.0781087041799	0.0318725599184	0.131374642758	0.116394960127	0.0542483496116	0.112735836992	-300.0	0.720981112456	0.72509115835	0.0672063117636	0.628844471727	0.643306908358	0.0295664007128	-0.1735253731	-300.0	0.516318719288	0.458221492617	0.189511373179	0.433055066306	0.415934488466	0.0707142738382	-0.0511578823943	-13.2818800201	0.335385095544	0.318894135848	0.133456925184	0.319102711474	0.318711372723	0.0347626740404	-0.0160626068031	-58.4531290035
STAT4	-0.3171848783	2.786079	2.4688941217	0.200820758119	0.180958324113	0.0590188073819	0.146544337044	0.13643292099	0.0377341333663	-0.0469771801479	-300.0	0.710781668408	0.717189977813	0.0530630357557	0.653719146607	0.665760314405	0.0267942104299	-0.0391037861386	-300.0	0.353475564671	0.339215350462	0.121366429475	0.332254875734	0.330284459249	0.0559295398403	-0.0176821983274	-2.04850290216	0.307132596794	0.307588470008	0.0294910614334	0.30861068834	0.308340710408	0.0527651350198	0.0351252693461	-22.245898919
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.18801779152	0.163800948422	0.0899014509099	0.0908858398896	0.0785188117526	0.0474217341239	-0.105207028992	-300.0	0.647746111912	0.65835371564	0.0273724444021	0.688670695233	0.696488826552	0.0512137969122	0.111212734933	-300.0	0.21423541936	0.173974519209	0.145116634277	0.176546347947	0.168233641143	0.0648957646915	-0.0289819376026	-2.21183781409	0.273813971957	0.270372783427	0.0602348170523	0.269809643145	0.269553657891	0.0201595170061	-0.0225684246219	-52.9172557584
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.139591718831	0.129250303561	0.0588404960177	0.0785916041574	0.0735554656874	0.0304787308738	-0.0240537851391	-300.0	0.597860804628	0.623854820948	0.0398642514568	0.686833577855	0.693541166901	0.0957290893733	0.111285582207	-300.0	0.530725708616	0.5238523616	0.168799326648	0.405458018843	0.392086208454	0.067773876002	-0.249312131499	-49.229980615	0.381554500646	0.34072786306	0.186573439587	0.339776746758	0.338474886512	0.0482065186671	-0.0477168497781	-78.0259129478
GABPA	-0.261986254	8.661842	8.399855746	0.12585407012	0.108439339822	0.0550870105097	0.0766018171504	0.0668286307766	0.0306775041985	-0.00470799388791	-300.0	0.619777153938	0.630870150892	0.0319937898137	0.695571731654	0.700563387819	0.0688111406027	0.00692593084395	-300.0	0.547952783409	0.508830616842	0.160323060791	0.496683515295	0.482614876823	0.067206868851	-0.0217384292856	-7.54936659401	0.31466955919	0.303771622387	0.11390321689	0.304394387193	0.30360566283	0.0329577206359	-0.00622735698937	-67.9760584026
YY1	-0.2405441005	9.2155432222	8.9749991217	0.0791828379221	0.0684944711213	0.0277204544779	0.112148321694	0.0936234625776	0.0444787520354	0.025982341847	-300.0	0.73567085436	0.741425301812	0.0564508739903	0.636127350227	0.647491307915	0.0282502795599	-0.28189374295	-300.0	0.456646292835	0.421970372382	0.154894287827	0.417200446351	0.404663151782	0.0551008780937	-0.0223300532635	-4.33353159141	0.347879983454	0.347762835039	0.0286374529648	0.353809718498	0.347868043321	0.0918487004668	0.0087360773359	-30.9960931618
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.0904664941053	0.0811088789592	0.0317371410512	0.126587272458	0.109345649047	0.0539807022495	0.184879435298	-300.0	0.724191368364	0.729745309633	0.0740917149679	0.622061099435	0.63986804237	0.0329662563281	-0.147329525791	-300.0	0.50679307598	0.471395894695	0.170381802905	0.414495883131	0.400274037836	0.0722060408744	-0.122208527899	-80.9060180042	0.32445054643	0.318830721955	0.0481170433935	0.351380688535	0.319767286722	0.164583025787	0.0252679405891	-88.1375938552
SRF	-0.2054848492	8.3513662778	8.1458814286	0.0967417665921	0.0862254580143	0.0459342316751	0.0533880156034	0.0500434974874	0.0281019121701	-0.0614167630293	-300.0	0.743997659822	0.752768657744	0.0545820805154	0.651405122566	0.663926916262	0.0282813017536	-0.287283591651	-300.0	0.364502520684	0.355832339429	0.0636184930209	0.405408742225	0.361020215012	0.152511320657	0.0202519379845	-1.02411173648	0.313389012663	0.312352888737	0.0246578381935	0.315181911441	0.312576427193	0.0621228162639	0.0161543755536	-28.2102335565
STAT3	-0.2035441402	10.0107785	9.8072343598	0.134408863108	0.123715991678	0.0724927344542	0.0646994336041	0.0622957944163	0.0306614669665	-0.00995066525616	-300.0	0.623653136253	0.637105731095	0.0289186181828	0.638167217591	0.646920797464	0.0592137691607	0.33850900605	-62.6153820281	0.298950718064	0.246155333616	0.182949553628	0.237979481263	0.222027602652	0.0703538737833	-0.087037037037	-3.70664552654	0.289962751931	0.282333721421	0.0894024218886	0.281878627609	0.281724166666	0.0208976118986	-0.102183223147	-111.613916859
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0682843980849	0.0590772226357	0.0344214661537	0.10519435364	0.0918938115336	0.0488134274442	0.0416783861861	-300.0	0.719691997905	0.725068192884	0.053210560643	0.64569952053	0.659031264247	0.0267143504533	-0.183996777517	-300.0	0.353939844871	0.309237765994	0.173042158443	0.310362656749	0.296074408161	0.0705842163147	-0.0309502465262	-4.19302034608	0.27908946237	0.278787099256	0.0262548547995	0.28249159067	0.278822317783	0.0726691719325	0.0598963691751	-15.2340200304
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.157936569189	0.136729563437	0.0466618632536	0.225206104806	0.197946324258	0.0853572069488	0.0582941030832	-300.0	0.71323439946	0.71933365289	0.0565310820833	0.652686778057	0.666422511386	0.0258770977056	-0.062458368378	-300.0	0.320044628239	0.305645595115	0.0584372768535	0.379555244527	0.317862231939	0.181231537888	0.00747663551402	-1.46904583353	0.305257180573	0.305154990882	0.019056847232	0.30890428671	0.305788525096	0.0526515665244	0.0473413283299	-15.4475001761
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.210045738466	0.176368967182	0.0865302953475	0.143367728823	0.12706532696	0.0479519667841	-0.0264266293552	-300.0	0.636486483837	0.653587209119	0.0688651160453	0.567718346171	0.577540931149	0.0335390527012	-0.203844558833	-300.0	0.247522790212	0.177134554898	0.196295707872	0.16646641059	0.152222181472	0.0661980387519	-0.075	-1.36847924238	0.289049430956	0.289016944223	0.0155027442695	0.291795769547	0.289620823204	0.0450451746009	0.056874832152	-11.0313601181
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.16759973592	0.146473891595	0.0759197573497	0.0951099064126	0.0823318523842	0.043390376739	-0.0410017088922	-300.0	0.734665578025	0.740710431442	0.0450797615418	0.656203419265	0.66529732849	0.0251271253917	-0.268214660857	-300.0	0.226680226526	0.204477885446	0.0810444372719	0.239670637887	0.218100384453	0.134186500655	0.0559158500132	-1.08692336678	0.264609608776	0.262852014667	0.0571563130299	0.262269569821	0.261948872865	0.0229856020948	-0.0415475252126	-98.1559572814
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.109846072742	0.099038972923	0.0342207596136	0.154163925471	0.131915236195	0.0599264235562	0.00527270364614	-300.0	0.708184883611	0.713737384701	0.0525778419408	0.649422271298	0.661170679501	0.0271690264676	-0.0322458091156	-300.0	0.320394888961	0.314501338249	0.0485948810419	0.351891723634	0.32125870277	0.137480286418	0.0156786252782	-4.0206147124	0.317376184765	0.317212976546	0.021025294891	0.321157592296	0.317701684874	0.0626035091356	0.046642656721	-31.818799467
SOX10	-0.1468324868	5.24596	5.0991275132	0.215785513591	0.19023535434	0.0777776940128	0.149571676086	0.133195116069	0.0474413706309	-0.0112717673052	-300.0	0.639808804657	0.653897829051	0.0280129640228	0.697848951933	0.702739455774	0.0581430686427	0.0239180416406	-300.0	0.405863892853	0.39820039045	0.0509658450106	0.439007850724	0.403271119572	0.139254060876	0.0281061716333	-3.64351373363	0.300775599212	0.299892873643	0.0318130270944	0.306302403774	0.300976801219	0.0846564439579	0.0470357433015	-22.619944764
FOXP2	-0.1347974762	2.351259	2.2164615238	0.115612543847	0.103840900438	0.0442031098943	0.184709431452	0.161870068824	0.0823251260432	0.0156599476615	-300.0	0.630259229961	0.645083267577	0.064366139994	0.555539153314	0.565470667768	0.0325341314234	-0.232973753517	-300.0	0.237038040961	0.2145230808	0.124019997171	0.219187354274	0.207606984095	0.0593089563318	-0.0101097319662	-1.79537139537	0.325884424359	0.325706434295	0.019741111635	0.326260881929	0.325766799485	0.0455087249498	0.0563614636266	-22.6712568967
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.164111978829	0.143962334032	0.0731492610202	0.091103446369	0.0786857133747	0.0423439637817	-0.0363777461133	-300.0	0.643049220693	0.653000726858	0.026629889439	0.669558057493	0.676716558401	0.0495539137526	0.251353929645	-140.402306764	0.231584698801	0.1984301012	0.15065183594	0.190544912763	0.181474852656	0.0489080782911	-0.0603677221655	-2.2787219279	0.287434173382	0.28608988432	0.0535192530575	0.286500156595	0.286063022596	0.0157143327618	-0.0378010834898	-70.0410045477
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.238301027074	0.226695267942	0.0729927273139	0.165217928061	0.161738639314	0.0391313114018	-0.00134674602652	-300.0	0.732597413691	0.738284435781	0.0507107114024	0.65769585578	0.669978330512	0.025826800873	-0.227583117111	-300.0	0.330642742432	0.311427150353	0.0946686865161	0.358351955009	0.31176740475	0.175223867832	0.0592074592075	-0.933219287247	0.258389357832	0.25854437955	0.0199636295767	0.260848163644	0.259313832145	0.0524188075716	0.0453915238958	-20.4327864227
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0550532149131	0.0464294270677	0.0369105135276	0.096921381242	0.0821167718399	0.0708104273819	0.255116319185	-300.0	0.633437452824	0.646043579463	0.0272622437978	0.643169489537	0.651548820997	0.0580399038671	0.301097387167	-61.1844937385	0.354485443021	0.325502586103	0.132387116592	0.301356855676	0.295416596986	0.0328263401921	-0.167075664622	-3.79778873491	0.327400744629	0.324958711512	0.0657637220888	0.323302933451	0.323459449167	0.0140254383609	-0.0953575964613	-122.629284807
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.122108853801	0.104938779999	0.0463254400141	0.191414740548	0.156687328902	0.0801527663078	0.0608912062684	300.0	0.70905865513	0.715596770956	0.0535258904998	0.656690526365	0.668424422888	0.02545919317	-0.0165319087035	254.122955179	0.249874365186	0.178901799698	0.206680620438	0.192768175763	0.172976501672	0.0706138619049	-0.0210070810386	0.428502743824	0.288662854843	0.289056051487	0.0350258023706	0.287734502292	0.287839854751	0.0173396918682	-0.0584904766035	9.33463379331
SOX17	0.009083373	6.3657267222	6.3748100952	0.105160956921	0.0909124861408	0.0572714742534	0.0672754075632	0.0594909798966	0.038316943625	-0.224974390351	300.0	0.631729183543	0.646320649903	0.0640096924841	0.617454751603	0.623857279406	0.0312299234047	-0.152508781273	300.0	0.347936829304	0.336736123156	0.0685141589419	0.390281971083	0.355076044465	0.165876652472	0.0156732262256	3.36098720331	0.285217391498	0.2802261688	0.076324405143	0.278464324696	0.278597282816	0.0254599001547	-0.0056385289154	37.5714676223
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.179022012805	0.153794894847	0.0639304556935	0.134719597165	0.117531035723	0.0377707992442	-0.0470030334621	300.0	0.697757158092	0.704133045797	0.0572512995373	0.650369030813	0.66355360647	0.0273350232212	-0.102185242398	300.0	0.367696178915	0.315393289274	0.184291018783	0.320366732941	0.31100283684	0.0526449994624	-0.0219111969112	1.93172146039	0.292601826635	0.289712515131	0.0557518509042	0.288108976592	0.288077049503	0.0225573800757	-0.0377453236052	20.4175894309
HLF	0.0136273545	3.2289502222	3.2425775767	0.124788079066	0.106432360915	0.0558654918245	0.199274487928	0.168108380274	0.0868035254384	0.0556603481183	300.0	0.648310347415	0.656734008968	0.0733807918229	0.626652003654	0.645531005016	0.0355091210494	-0.366541824975	14.4456937894	0.271015504857	0.238838078695	0.0866843364284	0.376973418842	0.265140705218	0.256216104458	0.102972802024	2.0503410227	0.275393148155	0.275451966585	0.0209566692906	0.285742717762	0.27748842879	0.0818141826499	0.0110399224146	24.174773724
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.163028018578	0.151289198817	0.0401926331811	0.231630558591	0.204959747287	0.0772921671047	0.0746431508674	300.0	0.561599861878	0.571734386348	0.0325335602146	0.632573561987	0.644924581886	0.0624201409996	0.230575498458	300.0	0.311863543964	0.251613284948	0.149670719968	0.316664346898	0.261582530028	0.205433298976	0.0245639534884	0.559335745752	0.254663364976	0.25509423778	0.0174411634666	0.260046243999	0.258194180585	0.0419415710793	0.0227062298358	38.89987037
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.103895697658	0.0687721649263	0.0668491177409	0.0609100202443	0.0414161899668	0.0414919664592	-0.0528529182873	238.751236786	0.65542524561	0.667666920642	0.0247642043581	0.709134803986	0.714263757967	0.0527411870011	0.00705390140138	134.400813727	0.310727449735	0.301522982061	0.0559105249144	0.37410183626	0.322343777246	0.246690023088	0.0900432900433	1.1423387595	0.337712960568	0.33582869913	0.0431958126337	0.335349753821	0.334596029537	0.0192777730877	-0.0610076435536	8.23088267495
PAX2	0.0664314656	5.2315701111	5.2980015767	0.165296390258	0.134573522891	0.0957509956627	0.104988146379	0.0884091443034	0.0546571410763	-0.189016580572	203.53150375	0.608663678058	0.629123172909	0.0876182038001	0.589087314717	0.59565339698	0.0386594460324	-0.129692895275	172.981521742	0.328193102673	0.307323806379	0.104550650207	0.480309575722	0.404754773494	0.264341518236	0.154452054795	3.59946969351	0.308247405206	0.298282559422	0.0983024294824	0.296519144971	0.296121305978	0.0312850230786	-0.0132755018985	22.0281283674
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0785513957584	0.0744982706636	0.0253013336853	0.11940632652	0.11278398789	0.0429761829795	0.0284391934026	300.0	0.625940252627	0.644729060202	0.0756008808768	0.613276368821	0.619705249664	0.0344698972802	-0.160975075357	300.0	0.387900524895	0.368551535834	0.07510875159	0.449363850265	0.392111777643	0.180829072549	0.00392107892108	4.60147214317	0.295758640627	0.287925959046	0.0976781703887	0.287075272045	0.286462575948	0.0322166254505	-0.0314585729526	25.4509575098
RXRA	0.0741517989	6.7146771111	6.7888289101	0.213331546409	0.187086949146	0.066715422842	0.160779253703	0.145706365787	0.0390747375806	-0.050884398808	300.0	0.653915617789	0.666017683097	0.0252795167955	0.740159246673	0.745889019053	0.0519268066645	0.293727817954	300.0	0.393891012172	0.382751209951	0.0518524408197	0.437487462534	0.39506168339	0.145117539538	0.00694980694981	4.81644452038	0.30967713034	0.305939059503	0.0687211221522	0.304375395076	0.304328730454	0.0249731262881	-0.0356893166506	25.5903286112
HINFP	0.0912427619	7.6395064444	7.7307492063	0.206628123604	0.156732200813	0.115432006746	0.124253532311	0.0935670114206	0.0672239158876	-0.0568429770478	154.306086399	0.527829641963	0.532943895398	0.0362767606763	0.596301417929	0.616810188324	0.0837538070491	0.077762170734	207.48200254	0.349285803	0.336587827762	0.0623653205021	0.450159515673	0.375533591342	0.242640791941	0.105316091954	1.94454847197	0.30625927383	0.306561675131	0.0186357564433	0.311187146314	0.308752916783	0.0593851137791	0.028354978355	31.8437697322
MYOG	0.0953743757	5.0492238889	5.1445982646	0.186553538835	0.179453468366	0.0434335366363	0.274871423588	0.26156534397	0.0848939416689	0.0133556419382	300.0	0.681967988738	0.688031559688	0.0970234866113	0.594175083756	0.618103484617	0.0396435567317	-0.11232194108	300.0	0.34831141387	0.33018493559	0.0734721902895	0.488278492243	0.482293805296	0.182918609524	0.268481422444	55.8080004146	0.350714426498	0.348996907963	0.0461309436528	0.399879664289	0.353992011549	0.19366080978	0.0789325429934	108.307301334
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.141558000137	0.109941908138	0.0714941578731	0.0909021719637	0.0742573243276	0.0391533859761	-0.033628235635	300.0	0.560528770301	0.5685680824	0.0325103217087	0.634550539858	0.649362001638	0.0665228546245	0.217959214252	300.0	0.228970090246	0.210895019267	0.0741912114623	0.314354360676	0.22680768904	0.24773176938	0.0256302521008	1.29711956695	0.268494967901	0.26676757105	0.0414923117452	0.265606069844	0.264780686576	0.0231799120397	-0.0382068420848	15.158981994
EBF1	0.114694918	3.7254591667	3.8401540847	0.202908204465	0.185542778397	0.0610936245012	0.151135017071	0.141383508588	0.0338077375986	-0.0222857204192	300.0	0.657182300584	0.669686215286	0.0257835040306	0.729398959791	0.734898001613	0.0520359403971	0.190621706356	300.0	0.410393595683	0.372572568124	0.149896361082	0.38439430486	0.370466090738	0.0567745208733	-0.0740541233808	2.49335743673	0.284972886601	0.282080341012	0.0703368013791	0.280193640767	0.280334005374	0.0293299249526	-0.0623477429575	21.2919452501
