FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINTBC_H1hesc_protection_mean	HINTBC_H1hesc_protection_median	HINTBC_H1hesc_protection_std	HINTBC_K562_protection_mean	HINTBC_K562_protection_median	HINTBC_K562_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_H1hesc_tc_mean	HINTBC_H1hesc_tc_median	HINTBC_H1hesc_tc_std	HINTBC_K562_tc_mean	HINTBC_K562_tc_median	HINTBC_K562_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_H1hesc_fos_mean	HINTBC_H1hesc_fos_median	HINTBC_H1hesc_fos_std	HINTBC_K562_fos_mean	HINTBC_K562_fos_median	HINTBC_K562_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_H1hesc_flr_mean	HINTBC_H1hesc_flr_median	HINTBC_H1hesc_flr_std	HINTBC_K562_flr_mean	HINTBC_K562_flr_median	HINTBC_K562_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
SRF	-0.2054848492	8.3513662778	8.1458814286	0.063761121278	0.0475136315555	0.0595331211241	0.117479020674	0.0883583067365	0.108719939474	0.011198324311	-101.838384737	0.562460544779	0.561030377804	0.0451291150929	0.559828385213	0.560734859719	0.0168313811624	-0.00658212102967	-108.199414172	0.562460544779	0.561030377804	0.0451291150929	0.559828385213	0.560734859719	0.0168313811624	-0.00658212102967	-108.199414172	0.258588390857	0.258559518135	0.00229264826975	0.258606348304	0.258565899692	0.00341925603717	0.0949842727378	-6.87220522503
STAT3	-0.2035441402	10.0107785	9.8072343598	0.0658383310487	0.0480790585558	0.063840644023	0.121897934767	0.0898889248078	0.112348582049	0.00904709008253	-121.22310325	0.472323233016	0.459792044964	0.0757612530324	0.437667469136	0.438047337736	0.0187146215781	-0.265177339515	-300.0	0.472323233016	0.459792044964	0.0757612530324	0.437667469136	0.438047337736	0.0187146215781	-0.265177339515	-300.0	0.22128633021	0.221414699744	0.00357964405466	0.221699278628	0.221643222052	0.00372388342974	0.0263722932934	-18.8686417185
HOXA5	-0.2024921587	3.5496091111	3.3471169524	0.0940358552086	0.0700681234791	0.0872485832272	0.0446030342058	0.033584257792	0.0436239983971	-0.0396152163278	-300.0	0.511751684407	0.513053005392	0.0275989214702	0.515824194719	0.513592332816	0.0604809973735	0.00985542886184	-130.415325944	0.511751684407	0.513053005392	0.0275989214702	0.515824194719	0.513592332816	0.0604809973735	0.00985542886184	-130.415325944	0.240326648815	0.240158741191	0.00252223461614	0.240461109876	0.240399364606	0.00345426800869	0.113914392163	-7.54777721518
SREBF2	-0.1732940608	9.1103612778	8.9370672169	0.131456037825	0.103520654994	0.111231159228	0.0630291708592	0.0465856625443	0.0617656881267	-0.0472299406471	-209.290976258	0.520507216861	0.521917616045	0.021831107908	0.522610860886	0.522938671277	0.0470488582723	0.0125097611428	-83.5996956083	0.520507216861	0.521917616045	0.021831107908	0.522610860886	0.522938671277	0.0470488582723	0.0125097611428	-83.5996956083	0.245232248119	0.245154527266	0.00241950761466	0.246319976001	0.24554231028	0.0258047366331	0.0761505158697	-11.9284731449
HOXA9	-0.1727359074	3.0796356111	2.9068997037	0.161043859446	0.125183988477	0.135926770318	0.0866548712388	0.0629843859436	0.0790651292606	-0.011157672549	-59.2681507226	0.469866419829	0.472312718153	0.049967371586	0.469648667059	0.46945998078	0.0200069835573	-0.00339326464651	-56.0558748001	0.469866419829	0.472312718153	0.049967371586	0.469648667059	0.46945998078	0.0200069835573	-0.00339326464651	-56.0558748001	0.295503737645	0.295587404007	0.00339422662887	0.295037070262	0.295117595841	0.002602520221	-0.0107251858615	-18.1127261368
FOSL2	-0.1563748122	5.7409766111	5.5846017989	0.127223868288	0.0943498024385	0.112243897075	0.0631580532636	0.0478069481537	0.0580011795137	-0.0238399319177	-250.004816948	0.543186480826	0.536098285337	0.065779548071	0.525209956235	0.52861518246	0.024859332682	-0.132473876293	-300.0	0.543186480826	0.536098285337	0.065779548071	0.525209956235	0.52861518246	0.024859332682	-0.132473876293	-300.0	0.262289171393	0.262385051523	0.00235744023083	0.26264731004	0.262795430174	0.00346544722867	0.0348501596659	-21.9107505226
TCF12	-0.1484424405	8.6383393611	8.4898969206	0.124733698416	0.0962538982383	0.107723249886	0.0620801008392	0.0464356167519	0.0576668229928	-0.0347878411294	-300.0	0.430610674081	0.429560309872	0.0258031253813	0.43196351016	0.430433866865	0.0558998085161	0.0262456496335	-181.267567219	0.430610674081	0.429560309872	0.0258031253813	0.43196351016	0.430433866865	0.0558998085161	0.0262456496335	-181.267567219	0.271335387642	0.271479379618	0.00226810612601	0.271992404106	0.271995675498	0.00374176700582	0.0255437372047	-28.9937647088
SOX10	-0.1468324868	5.24596	5.0991275132	0.113777594264	0.0862235746477	0.101485318882	0.0536816921745	0.039645377294	0.0523269507178	-0.0464044726217	-300.0	0.473591979824	0.471199019248	0.0240205274831	0.474231305227	0.472046497768	0.0493390098542	0.05147241544	-103.86230901	0.473591979824	0.471199019248	0.0240205274831	0.474231305227	0.472046497768	0.0493390098542	0.05147241544	-103.86230901	0.223284319937	0.223379472673	0.00277073507913	0.223715107661	0.223682647077	0.00360093566501	0.0833677227199	-13.1879917401
FOXP2	-0.1347974762	2.351259	2.2164615238	0.142608192631	0.115462467717	0.117714511075	0.0761187946645	0.0578307074958	0.0666650975379	-0.00178294646813	-128.620390842	0.459676846601	0.462238116746	0.0392599282447	0.454204385362	0.45790939295	0.0168546957669	-0.0381989371927	-300.0	0.459676846601	0.462238116746	0.0392599282447	0.454204385362	0.45790939295	0.0168546957669	-0.0381989371927	-300.0	0.326092716656	0.32611533175	0.00408012457036	0.325516233926	0.325489727406	0.00230276308863	-0.0126086956522	-30.3530368712
ATOH1	-0.1075542619	4.6970676111	4.5895133492	0.0726731089748	0.0548217596922	0.0638148537577	0.0368221726097	0.0276606426822	0.0347023742656	-0.0181764149223	-159.67552842	0.497678911012	0.490981443087	0.0591287180268	0.4814336078	0.484793863592	0.0206969550243	-0.151714233627	-300.0	0.497678911012	0.490981443087	0.0591287180268	0.4814336078	0.484793863592	0.0206969550243	-0.151714233627	-300.0	0.285502036052	0.285406552926	0.00230537471757	0.28592939323	0.286063747649	0.00308129303755	0.0176606832658	-16.7190877824
PPARG	-0.1072274577	2.7755172778	2.6682898201	0.112031492328	0.0810642381039	0.10783293685	0.0550666952844	0.0410545786255	0.0547718565103	-0.0152454681473	-242.435824371	0.468080210601	0.466992930723	0.0515862075473	0.462302076277	0.465552098137	0.0224048297298	-0.0410390938322	-197.517185433	0.468080210601	0.466992930723	0.0515862075473	0.462302076277	0.465552098137	0.0224048297298	-0.0410390938322	-197.517185433	0.222271843656	0.222483093099	0.00545902652793	0.221560689748	0.221634739174	0.00308417224702	-0.00590246531989	-27.0436043461
GATA3	-0.0812258624	4.4545267778	4.3733009153	0.0953026199171	0.0717064851912	0.0803584607192	0.163651143131	0.123877860151	0.137746920155	0.0267963645278	-73.9399288121	0.400423754345	0.389168905255	0.0696354878887	0.368788066096	0.370986243587	0.0185999029427	-0.247789533599	-300.0	0.400423754345	0.389168905255	0.0696354878887	0.368788066096	0.370986243587	0.0185999029427	-0.247789533599	-300.0	0.530287940311	0.530344135784	0.00533322722591	0.528630012703	0.528669972445	0.00410508804153	-0.0790732647323	-37.8019453495
NR2F1	0.0013346402	5.3702576667	5.3715923069	0.130149458763	0.099303581243	0.118599565296	0.0675616293151	0.0505100798609	0.0636735806556	-0.00515152796827	77.4082635191	0.35616444462	0.356972963671	0.0491525362964	0.352893141065	0.354861525266	0.0214023804048	-0.00521356775452	40.2718678837	0.35616444462	0.356972963671	0.0491525362964	0.352893141065	0.354861525266	0.0214023804048	-0.00521356775452	40.2718678837	0.260583341834	0.260771682028	0.00278500504996	0.261917172422	0.262013207795	0.00378518665224	0.0972011325172	37.3084632678
SOX17	0.009083373	6.3657267222	6.3748100952	0.0723143963797	0.0548813618153	0.0621477235229	0.138651950236	0.108730909621	0.117692119621	0.0141544842994	299.999999969	0.591928387121	0.591155648566	0.0212228848207	0.600809655905	0.597830307551	0.0486042983292	0.0539591944452	300.0	0.591928387121	0.591155648566	0.0212228848207	0.600809655905	0.597830307551	0.0486042983292	0.0539591944452	300.0	0.252270757363	0.252196660722	0.0027021214678	0.253746878071	0.253714182285	0.00549148557735	0.111945651032	47.6972617305
NKX2-5	0.0132755053	5.8370343889	5.8503098942	0.0731015386024	0.0537943283499	0.0704510365705	0.149584859304	0.11432991226	0.131138615266	0.0337137956156	257.998979217	0.556275260446	0.557491774002	0.0214425124847	0.559404838142	0.560133656976	0.0480179244055	0.00326204315172	112.569692991	0.556275260446	0.557491774002	0.0214425124847	0.559404838142	0.560133656976	0.0480179244055	0.00326204315172	112.569692991	0.259713740461	0.259620445567	0.00251176687243	0.260889849688	0.260913024419	0.0036808295445	0.0605718703189	37.733117662
HLF	0.0136273545	3.2289502222	3.2425775767	0.0894298555933	0.068975022969	0.0769651739835	0.172847144891	0.129688907194	0.147945518461	0.0156749538154	43.4629954649	0.41145169434	0.408584403461	0.0301265485243	0.43098276594	0.411838228595	0.0882538558488	0.0352917311842	35.5578229984	0.41145169434	0.408584403461	0.0301265485243	0.43098276594	0.411838228595	0.0882538558488	0.0352917311842	35.5578229984	0.275388545467	0.275451966585	0.00275017412586	0.276720938477	0.276825133841	0.00392210456261	0.147795948319	42.5021371995
HNF1A	0.0615635265	4.7222006111	4.7837641376	0.139447773842	0.109102052417	0.116839187154	0.0768161233651	0.0566608030167	0.0710608158564	-0.00826154705607	47.0305683105	0.470755263566	0.472310720986	0.0144096114791	0.473070996163	0.475391252201	0.0411441416658	0.0399019157055	128.75923958	0.470755263566	0.472310720986	0.0144096114791	0.473070996163	0.475391252201	0.0411441416658	0.0399019157055	128.75923958	0.230185131554	0.230424391377	0.00305168767701	0.232084597844	0.232027237889	0.00387127665198	0.169386464263	42.5333575882
NR2E3	0.0628757619	4.0700125556	4.1328883175	0.0835883006948	0.0646579453995	0.0716750537974	0.167825817803	0.134438663996	0.12949285415	0.0507190370083	52.826903438	0.380423781502	0.380007164143	0.0391883950931	0.37941870308	0.379585061673	0.0141437452577	-0.0101205497008	23.1351019963	0.380423781502	0.380007164143	0.0391883950931	0.37941870308	0.379585061673	0.0141437452577	-0.0101205497008	23.1351019963	0.395267633279	0.395257376885	0.00960261994621	0.397283720276	0.397245272615	0.0110505140951	0.0113447374673	19.1769503088
PAX2	0.0664314656	5.2315701111	5.2980015767	0.0617149857205	0.0463285929468	0.0557091682835	0.119227097487	0.089021797964	0.110726573137	0.0026648519534	89.138612166	0.448247183365	0.44402415207	0.0327932064363	0.474315042328	0.457420113401	0.0850751299422	0.074404361071	76.7812144174	0.448247183365	0.44402415207	0.0327932064363	0.474315042328	0.457420113401	0.0850751299422	0.074404361071	76.7812144174	0.264522121552	0.264710626485	0.00199069251545	0.266236761987	0.266343605126	0.00447602967102	0.178081775247	98.4705913681
PAX5	0.0677025556	4.4629486667	4.5306512222	0.0564547756258	0.042446976807	0.0547766443928	0.113146282952	0.0849156967471	0.103083263366	0.0156358042	300.0	0.470127980845	0.465135021777	0.0501665729201	0.462625723621	0.461109317506	0.0228617580789	-0.00136615846129	134.901073737	0.470127980845	0.465135021777	0.0501665729201	0.462625723621	0.461109317506	0.0228617580789	-0.00136615846129	134.901073737	0.25871799727	0.258574719103	0.00236873349371	0.260110854435	0.260118893806	0.00364312149294	0.118544240941	55.9473877872
RXRA	0.0741517989	6.7146771111	6.7888289101	0.0598992392756	0.0446593080199	0.0579607492612	0.124744099848	0.0963401469888	0.110259417105	0.0342448771536	300.0	0.586423805593	0.588173353807	0.0243486716494	0.592809352672	0.592731827885	0.0519752281436	0.0215505289601	219.601023674	0.586423805593	0.588173353807	0.0243486716494	0.592809352672	0.592731827885	0.0519752281436	0.0215505289601	219.601023674	0.277433688263	0.277444911476	0.00256102227887	0.278731356774	0.278837984907	0.00452111183561	0.0765165737293	49.4690310816
HINFP	0.0912427619	7.6395064444	7.7307492063	0.146200251133	0.111352452812	0.131909471956	0.0800785044331	0.0591259080925	0.0746177174273	-0.0124095007724	42.7437061735	0.401970296217	0.398120323873	0.0386404227265	0.42037417841	0.413612204533	0.0884765869358	0.0550284823936	31.4422051375	0.401970296217	0.398120323873	0.0386404227265	0.42037417841	0.413612204533	0.0884765869358	0.0550284823936	31.4422051375	0.276234077627	0.276211889201	0.00505714989069	0.274380167412	0.274578796185	0.00483782375854	-0.0179673002485	48.8235301009
MYOG	0.0953743757	5.0492238889	5.1445982646	0.0581195784674	0.046431462675	0.0547293926952	0.118476012948	0.0988096026689	0.0948441888926	0.120777750907	300.0	0.465871592066	0.46230937418	0.0334464158335	0.509223781325	0.493996776143	0.085213907689	0.182724856415	300.0	0.465871592066	0.46230937418	0.0334464158335	0.509223781325	0.493996776143	0.085213907689	0.182724856415	300.0	0.320125389498	0.320158142296	0.00241726987715	0.322433785719	0.322404747063	0.00585043746672	0.167069871495	80.3501196038
NKX3-2	0.1025526878	5.7578586667	5.8604113545	0.0657259038443	0.0500017066716	0.0596680626594	0.131249812639	0.102503710219	0.112661685294	0.0288234869236	104.081838087	0.428591395478	0.428908619543	0.0185462142402	0.434073274233	0.432376219321	0.0432157544051	0.036620888451	78.3379359587	0.428591395478	0.428908619543	0.0185462142402	0.434073274233	0.432376219321	0.0432157544051	0.036620888451	78.3379359587	0.477676507909	0.47773365712	0.00532500365225	0.480901227632	0.480890667816	0.00676251919733	0.134461044573	43.3943915017
EBF1	0.114694918	3.7254591667	3.8401540847	0.0420266099231	0.0307925521733	0.042837917698	0.0869490085281	0.0637871694992	0.0832532858742	0.0124423383403	300.0	0.548223342633	0.545663960196	0.0208486889848	0.554027647364	0.552428169105	0.0449356908359	0.0200458902788	300.0	0.548223342633	0.545663960196	0.0208486889848	0.554027647364	0.552428169105	0.0449356908359	0.0200458902788	300.0	0.267982008086	0.2681440024	0.00269363357392	0.269796539783	0.269931295309	0.00317346948464	0.156931871111	105.963402345
HNF1B	0.1372934497	3.1828106667	3.3201041164	0.0780839797836	0.0563817555351	0.0780245490865	0.143550632157	0.112779522457	0.125301248258	0.00995667360354	42.5593012167	0.43895646515	0.44018182889	0.0154836739391	0.441567455462	0.443670682281	0.0423660146535	0.0579365505391	93.1613171197	0.43895646515	0.44018182889	0.0154836739391	0.441567455462	0.443670682281	0.0423660146535	0.0579365505391	93.1613171197	0.285536760683	0.285678694722	0.00247011065475	0.287654189782	0.287522605269	0.00344571054855	0.252402542044	52.7876155775
ESR1	0.1494903069	3.9774695556	4.1269598624	0.0627197074184	0.0497821594004	0.0525340485334	0.116790378709	0.0945967959973	0.0865221404524	0.0563416567787	127.007803746	0.295979073752	0.29854789035	0.0084148999182	0.298602563651	0.300225737633	0.0265020585417	0.0668665287583	300.0	0.295979073752	0.29854789035	0.0084148999182	0.298602563651	0.300225737633	0.0265020585417	0.0668665287583	300.0	0.334228056773	0.334236690341	0.00286482930872	0.336623978707	0.336732143311	0.00396924391787	0.303358604848	117.270327122
NR2C2	0.1552944868	7.6477857778	7.8030802646	0.0538500915047	0.0408069115919	0.0509781970591	0.109643502694	0.081537057315	0.10012515691	0.0218944989033	300.0	0.480026515045	0.479616875214	0.0246304888537	0.491189282235	0.486580583548	0.0542835233019	0.0436041122303	300.0	0.480026515045	0.479616875214	0.0246304888537	0.491189282235	0.486580583548	0.0542835233019	0.0436041122303	300.0	0.250438801989	0.250493585601	0.00235877400968	0.252407436252	0.252320909508	0.00375928739435	0.17169922113	101.598770549
FOXC1	0.183250754	6.6542359444	6.8374866984	0.0974715091685	0.0734849603718	0.080019043095	0.189051153244	0.146293037682	0.164485785058	0.00336679686957	25.2337921698	0.488500152971	0.491157304542	0.0369098122738	0.490608035101	0.494439030773	0.0783906664054	0.00162004662005	15.8284895961	0.488500152971	0.491157304542	0.0369098122738	0.490608035101	0.494439030773	0.0783906664054	0.00162004662005	15.8284895961	0.746528796813	0.746628449515	0.00744037070136	0.752239540084	0.751752161441	0.0104425024068	0.193487568173	62.3951040091
NRF1	0.2133622169	6.468081	6.6814432169	0.098638814396	0.0764580135858	0.0832705341389	0.185484142837	0.146086726716	0.152899370683	0.0126413731734	106.734247048	0.447199825398	0.449407397784	0.0194338387067	0.448837595885	0.450689148481	0.0482978796764	0.016823609163	111.945379126	0.447199825398	0.449407397784	0.0194338387067	0.448837595885	0.450689148481	0.0482978796764	0.016823609163	111.945379126	0.572761679839	0.573004075614	0.00480165291788	0.578549603778	0.578183846361	0.00679783682828	0.344358579188	106.727266538
HNF4A	0.2292460529	4.6226812222	4.8519272751	0.0458021057212	0.0344299139391	0.0435045397316	0.0971950551998	0.0748266891165	0.0849963635039	0.0489695497018	300.0	0.606947894426	0.61035043005	0.0173790442781	0.614698117706	0.614932863619	0.0384486284448	0.106000532769	300.0	0.606947894426	0.61035043005	0.0173790442781	0.614698117706	0.614932863619	0.0384486284448	0.106000532769	300.0	0.240225109889	0.24020011347	0.00297481317721	0.242484713255	0.242472484388	0.00391612509185	0.202722213128	98.8537046389
LHX3	0.2294760397	5.8396682778	6.0691443175	0.16919754321	0.133553591581	0.143354503606	0.098786115729	0.0750052564455	0.0943451254489	-0.0144494258419	36.4364110585	0.471175267434	0.472685214615	0.00853764248662	0.47131416253	0.472822508764	0.0210958593239	0.0994431581958	267.77093174	0.471175267434	0.472685214615	0.00853764248662	0.47131416253	0.472822508764	0.0210958593239	0.0994431581958	267.77093174	0.273856054227	0.274194801384	0.00315444831789	0.276220094789	0.276366956759	0.00430337179679	0.287557088948	80.9295651139
FOXL1	0.2431875291	6.5360874444	6.7792749735	0.0773922691303	0.0600171550887	0.0644927442802	0.138410392616	0.111149222082	0.115551841277	0.00539524340885	45.3750069409	0.562353458872	0.563914990618	0.0123659874192	0.562694599925	0.565204336083	0.0310073655325	0.102018136243	183.947381953	0.562353458872	0.563914990618	0.0123659874192	0.562694599925	0.565204336083	0.0310073655325	0.102018136243	183.947381953	0.278220516017	0.293686154981	0.14401248298	0.425441315914	0.525735808878	0.163084054718	0.242620967951	42.4998114528
RUNX2	0.2524618492	4.7753810556	5.0278429048	0.0569843109884	0.0425073910668	0.055012041423	0.121405427089	0.0914475515283	0.108738582528	0.0475528963646	300.0	0.614743756928	0.616012252515	0.0187325324332	0.623022736512	0.622369719514	0.0426231899019	0.0856245968166	300.0	0.614743756928	0.616012252515	0.0187325324332	0.623022736512	0.622369719514	0.0426231899019	0.0856245968166	300.0	0.267182013647	0.266963806685	0.00387098869256	0.269865375432	0.269479185621	0.00660812216334	0.225684381772	104.389133217
FOXI1	0.2527243095	4.8473536111	5.1000779206	0.070350171554	0.051585390569	0.0677158612192	0.125600325456	0.099734793212	0.106214276759	0.00727430890942	92.9611502192	0.384878686694	0.386661454538	0.0121055367283	0.386124928782	0.387917734774	0.0288056737176	0.0329034398156	213.175865309	0.384878686694	0.386661454538	0.0121055367283	0.386124928782	0.387917734774	0.0288056737176	0.0329034398156	213.175865309	0.265130379557	0.265249386911	0.00268955430778	0.267754129444	0.267715743845	0.00429665839777	0.303478674751	116.931028793
FOXA2	0.2621107354	5.80296	6.0650707354	0.13644056276	0.10756985609	0.110894304979	0.0745567878883	0.0574987652279	0.0656955737342	-0.00177538952694	97.8158701631	0.428774278417	0.430948931988	0.0119277600515	0.429234711545	0.43096529432	0.0291292593423	0.0554264710515	242.375612182	0.428774278417	0.430948931988	0.0119277600515	0.429234711545	0.43096529432	0.0291292593423	0.0554264710515	242.375612182	0.272854683027	0.272808405321	0.00245619916479	0.274964225017	0.27540754297	0.00526964150545	0.262990564552	95.8414500326
HSF1	0.2691316561	6.99869	7.2678216561	0.120053702119	0.0896690652904	0.113048089521	0.0624941857254	0.0471232249953	0.0592193294143	-0.00396595807964	211.210612338	0.50928242323	0.508807342289	0.0238175668124	0.51857352829	0.514344199488	0.0537686308233	0.0399152439148	183.684591861	0.50928242323	0.508807342289	0.0238175668124	0.51857352829	0.514344199488	0.0537686308233	0.0399152439148	183.684591861	0.276622272757	0.276560615689	0.00267887692281	0.278776115099	0.278974649158	0.00448493375431	0.186511439558	81.5242843002
E2F4	0.2733595026	8.0240553333	8.297414836	0.113651161634	0.0860009489603	0.10706439621	0.0613007783126	0.0461685308448	0.0595502822779	-0.00356066458725	300.0	0.542011955862	0.53971569505	0.0245088040568	0.55943350317	0.553979196404	0.057300047063	0.0936785016567	300.0	0.542011955862	0.53971569505	0.0245088040568	0.55943350317	0.553979196404	0.057300047063	0.0936785016567	300.0	0.290870296915	0.29091032383	0.00229450111846	0.293531177228	0.293629779598	0.00526365986824	0.273401510559	233.96173174
ZNF143	0.2803748095	6.154257	6.4346318095	0.0728889069688	0.0550581618529	0.067473030765	0.145600859345	0.114234700274	0.118713521028	0.0402168391265	170.849254682	0.525470320355	0.527259117128	0.0226993071105	0.531933557756	0.531857982602	0.0495720260825	0.0337787339089	122.293714253	0.525470320355	0.527259117128	0.0226993071105	0.531933557756	0.531857982602	0.0495720260825	0.0337787339089	122.293714253	0.237150317135	0.237063334044	0.00226033243553	0.239115137651	0.23926196888	0.00372843323087	0.245395948435	83.2317012517
FOXP1	0.2832819392	6.9324866111	7.2157685503	0.127126554503	0.0957270072079	0.112045744106	0.0723900337122	0.053015140873	0.0669478057015	-0.0236165600404	184.348312335	0.470581467899	0.472179326575	0.0104906993358	0.47189092404	0.473745740304	0.0241707270794	0.0962810526107	300.0	0.470581467899	0.472179326575	0.0104906993358	0.47189092404	0.473745740304	0.0241707270794	0.0962810526107	300.0	0.383592449091	0.383859151212	0.00312375415528	0.385915695693	0.386547398213	0.00605717310653	0.279349458772	299.901575617
FEV	0.287073381	6.4151153333	6.7021887143	0.0338266683904	0.0255013604948	0.0326300808954	0.0657159343408	0.0486539614056	0.063160769257	0.009956452101	238.765853768	0.548367576422	0.545589931396	0.0220525651258	0.564294245445	0.556356668555	0.0555855361146	0.115979355153	300.0	0.548367576422	0.545589931396	0.0220525651258	0.564294245445	0.556356668555	0.0555855361146	0.115979355153	300.0	0.279338453046	0.279324642044	0.00250191020335	0.281926383965	0.282080688575	0.00331484197115	0.318251571142	153.85389689
TFAP2A	0.3036580992	3.46334025	3.7669983492	0.0431845072809	0.0314371886875	0.0437348135876	0.0894082946682	0.0656206617377	0.0845443755604	0.0235384994809	300.0	0.643164299848	0.64352886794	0.0193347819016	0.653467030105	0.652056058887	0.0397269024437	0.101107524384	300.0	0.643164299848	0.64352886794	0.0193347819016	0.653467030105	0.652056058887	0.0397269024437	0.101107524384	300.0	0.295536223563	0.295468930192	0.00258868621311	0.29884871993	0.298656576655	0.00440633872051	0.319247626344	196.281135511
FOXQ1	0.3141935317	6.1010293889	6.4152229206	0.0795881428504	0.0613518475879	0.0696236098374	0.143967451514	0.119519492491	0.116164835599	0.0190836527893	60.6153552736	0.585664478428	0.589236975588	0.0175224535735	0.588210332489	0.590665065809	0.0418913832006	0.0392864808115	143.934623414	0.585664478428	0.589236975588	0.0175224535735	0.588210332489	0.590665065809	0.0418913832006	0.0392864808115	143.934623414	0.541298869736	0.541331033591	0.00462188403869	0.546957701318	0.547005267509	0.00684188066049	0.365656569475	103.560516509
ELF5	0.3373030741	3.2673951111	3.6046981852	0.0712452206721	0.0536531526316	0.0646506037772	0.136182265033	0.106272620543	0.119274638683	0.0202794869816	184.036174319	0.545146445005	0.545340021777	0.0177869584477	0.554960459997	0.552427771171	0.0430528699928	0.136179530119	300.0	0.545146445005	0.545340021777	0.0177869584477	0.554960459997	0.552427771171	0.0430528699928	0.136179530119	300.0	0.28365086436	0.283756971227	0.00273820021242	0.286744858684	0.286603497758	0.00366836052219	0.334349134497	131.644599767
ZNF263	0.3405215608	6.3759042222	6.7164257831	0.031455814434	0.023960778744	0.0299270069558	0.0611787086828	0.0457166516003	0.0580426313646	0.0105729642903	300.0	0.548278514616	0.547001084015	0.0194788062782	0.559469760195	0.555688398181	0.0437392433322	0.0857660008435	300.0	0.548278514616	0.547001084015	0.0194788062782	0.559469760195	0.555688398181	0.0437392433322	0.0857660008435	300.0	0.292425279989	0.292374438498	0.0026791011438	0.295572165126	0.295580305553	0.0052589021959	0.28201884037	300.0
E2F3	0.3468039153	7.6233014444	7.9701053598	0.0519908468938	0.0393174733314	0.0500950909067	0.101619995851	0.0763227784167	0.0953246055637	0.0182428269544	300.0	0.554291670024	0.552172789636	0.0234732232862	0.567663416942	0.563595405829	0.0516647971654	0.0693508688811	300.0	0.554291670024	0.552172789636	0.0234732232862	0.567663416942	0.563595405829	0.0516647971654	0.0693508688811	300.0	0.297420932724	0.297461584162	0.00246751559679	0.30082239239	0.300757520107	0.00452151787406	0.319323051871	300.0
