FACTOR	EXPR_FOLDCHANGE	EXPR_H1hesc	EXPR_K562	HINTBC_H1hesc_protection_mean	HINTBC_H1hesc_protection_median	HINTBC_H1hesc_protection_std	HINTBC_K562_protection_mean	HINTBC_K562_protection_median	HINTBC_K562_protection_std	HINTBC_protection_ks_stat	HINTBC_protection_ks_pvalue	HINTBC_H1hesc_tc_mean	HINTBC_H1hesc_tc_median	HINTBC_H1hesc_tc_std	HINTBC_K562_tc_mean	HINTBC_K562_tc_median	HINTBC_K562_tc_std	HINTBC_tc_ks_stat	HINTBC_tc_ks_pvalue	HINTBC_H1hesc_fos_mean	HINTBC_H1hesc_fos_median	HINTBC_H1hesc_fos_std	HINTBC_K562_fos_mean	HINTBC_K562_fos_median	HINTBC_K562_fos_std	HINTBC_fos_ks_stat	HINTBC_fos_ks_pvalue	HINTBC_H1hesc_flr_mean	HINTBC_H1hesc_flr_median	HINTBC_H1hesc_flr_std	HINTBC_K562_flr_mean	HINTBC_K562_flr_median	HINTBC_K562_flr_std	HINTBC_flr_ks_stat	HINTBC_flr_ks_pvalue
NKX3-1	-0.5837772725	5.3454291667	4.7616518942	0.151613821837	0.12312591696	0.118042604699	0.0847899098709	0.0675301592195	0.0723111694855	-0.02252852689	-44.5833718722	0.366221525142	0.368692501934	0.0595486467964	0.361826140359	0.363257908533	0.0233647036904	-0.0563393534851	-80.7505405202	0.366221525142	0.368692501934	0.0595486467964	0.361826140359	0.363257908533	0.0233647036904	-0.0563393534851	-80.7505405202	0.291221104602	0.291251357299	0.00308736348244	0.289581119538	0.289547057845	0.00229153721596	-0.190022457055	-62.5034582448
INSM1	-0.5296980979	6.7003285	6.1706304021	0.0706584365043	0.0525695421065	0.0643029176253	0.0359518646608	0.027168222775	0.0337706425005	-0.0283368725992	-300.0	0.606610677055	0.603976108226	0.0230911557662	0.608252258659	0.606827675398	0.0481469600228	0.0514392915906	-170.764506143	0.606610677055	0.603976108226	0.0230911557662	0.608252258659	0.606827675398	0.0481469600228	0.0514392915906	-170.764506143	0.279614689094	0.279774341859	0.00386595606606	0.278437289062	0.27844283301	0.00219629508672	-0.0625038397181	-50.05988803
ERG	-0.4811139683	3.9203937778	3.4392798095	0.123350786915	0.0942832066276	0.108327993973	0.0625805325967	0.0471878818331	0.0571628396336	-0.0369173723427	-300.0	0.551688773533	0.550915724284	0.0204093281924	0.554390678791	0.551722725891	0.0459426042647	0.00486679067398	-300.0	0.551688773533	0.550915724284	0.0204093281924	0.554390678791	0.551722725891	0.0459426042647	0.00486679067398	-300.0	0.293134648429	0.293247648402	0.00394864612829	0.292113599187	0.292075332656	0.00238853100023	-0.0599593219345	-81.8785609592
STAT1	-0.4733130873	8.6787737222	8.2054606349	0.0753627103952	0.057193347943	0.0703620021451	0.141287155013	0.105682769139	0.13059387549	0.00932375427265	-174.696090948	0.456902105127	0.455696726636	0.0152362440664	0.459722721567	0.455969578579	0.0343434706557	0.00305208505324	-123.159908835	0.456902105127	0.455696726636	0.0152362440664	0.459722721567	0.455969578579	0.0343434706557	0.00305208505324	-123.159908835	0.294005443033	0.293916967542	0.00330152973749	0.292637693101	0.292745272926	0.00225815915232	-0.127162978507	-64.6521615518
USF1	-0.4081315146	7.4895785833	7.0814470688	0.117460650257	0.0900442186495	0.10430223392	0.0599308966737	0.044952026121	0.0562085916727	-0.0317726744802	-245.061810169	0.543688409153	0.535465816326	0.0652714840763	0.533477002688	0.530794565312	0.0281826775559	-0.035836646146	-165.642378148	0.543688409153	0.535465816326	0.0652714840763	0.533477002688	0.530794565312	0.0281826775559	-0.035836646146	-165.642378148	0.292106519522	0.292282395126	0.00239356653277	0.292948889174	0.293111939095	0.00362549310545	0.020264595916	-30.1232240682
EGR1	-0.3866965344	8.4510034444	8.0643069101	0.107130090122	0.0808932490559	0.0980493333851	0.0579351996524	0.0450967947642	0.0521939777044	-0.00167173474653	-300.0	0.564119327875	0.555404338025	0.0564309879301	0.551676495377	0.548643379389	0.0251201208548	-0.018366184989	-300.0	0.564119327875	0.555404338025	0.0564309879301	0.551676495377	0.548643379389	0.0251201208548	-0.018366184989	-300.0	0.286202786162	0.286188891403	0.00248688875594	0.287026631933	0.287111478827	0.00405721123563	0.0192616768005	-58.1354275009
CTCF	-0.3682107037	8.924475	8.5562642963	0.0641399095392	0.0469518348051	0.061177724279	0.0321330358346	0.0240843549348	0.0314531955706	-0.0180223207718	-300.0	0.533772559044	0.532748941148	0.020715886724	0.537335053388	0.534018263829	0.0447957694255	0.0134113866156	-300.0	0.533772559044	0.532748941148	0.020715886724	0.537335053388	0.534018263829	0.0447957694255	0.0134113866156	-300.0	0.327027832557	0.326895786994	0.00224370206205	0.327479089828	0.32753607094	0.00365895183972	0.0461908992316	-65.8082360765
MAFB	-0.3502367328	5.0393535	4.6891167672	0.129549477654	0.094618161105	0.118118570575	0.066458774893	0.0509323454059	0.0613518356953	-0.0376849132413	-283.253262515	0.527953465434	0.511830714209	0.0765535111003	0.495249954087	0.496832839236	0.0253960903131	-0.168072156548	-300.0	0.527953465434	0.511830714209	0.0765535111003	0.495249954087	0.496832839236	0.0253960903131	-0.168072156548	-300.0	0.304458216262	0.304565773301	0.00357650008774	0.303719819257	0.30371831277	0.00198617747818	-0.0306873208028	-38.4110040697
E2F1	-0.3329436296	7.4081001111	7.0751564815	0.0647544453236	0.0487948158669	0.0606232976475	0.118718385432	0.0893106531575	0.109331987063	0.000657787345119	-300.0	0.508203504192	0.501813125784	0.0648006507731	0.495368760724	0.493094182214	0.0281611904549	-0.032131173644	-300.0	0.508203504192	0.501813125784	0.0648006507731	0.495368760724	0.493094182214	0.0281611904549	-0.032131173644	-300.0	0.297610952466	0.297678327653	0.00236212891643	0.298034714841	0.298099698112	0.00507752098712	0.0759828488696	-23.9953081676
STAT4	-0.3171848783	2.786079	2.4688941217	0.156722985125	0.120422430445	0.136929709492	0.0819728144284	0.0607111310557	0.0788240824881	-0.0139680290104	-132.62736686	0.566916922624	0.567196084879	0.0401681308074	0.566825043135	0.566078211587	0.0176577392675	-0.00319823081648	-105.780482199	0.566916922624	0.567196084879	0.0401681308074	0.566825043135	0.566078211587	0.0176577392675	-0.00319823081648	-105.780482199	0.274100243426	0.27427410392	0.00274116284251	0.274700811944	0.274556959844	0.00343263243441	0.0462533929508	-14.7435793679
MAFK	-0.2998918466	6.9924892222	6.6925973757	0.0689095949588	0.0524047430132	0.0601525855361	0.0367192497737	0.0279141214492	0.0339228657876	-0.00356312422709	-150.345535193	0.429777090193	0.424114281534	0.0449381799561	0.421155617269	0.422611933431	0.0158199665137	-0.0799577635303	-229.929830438	0.429777090193	0.424114281534	0.0449381799561	0.421155617269	0.422611933431	0.0158199665137	-0.0799577635303	-229.929830438	0.269303131441	0.269342966073	0.00258443177009	0.269522163169	0.269465738858	0.00358565700223	0.0673442401132	-11.9498210986
NFYA	-0.2796747566	8.3467323333	8.0670575767	0.117903324149	0.0975580897954	0.0971432833514	0.0598572089528	0.0467787869528	0.0564984001718	-0.102603678403	-300.0	0.515380403639	0.500012909503	0.084281450657	0.476442762167	0.472764347332	0.0323669583969	-0.157028142534	-300.0	0.515380403639	0.500012909503	0.084281450657	0.476442762167	0.472764347332	0.0323669583969	-0.157028142534	-300.0	0.338631026096	0.33870134672	0.00234251471435	0.338693209637	0.338716086751	0.00507795922488	0.0882050827399	-12.2733556942
GABPA	-0.261986254	8.661842	8.399855746	0.030627366685	0.0230709599469	0.0306699471159	0.0566212043259	0.0423254985108	0.0598426065932	0.0272838925288	-299.994879368	0.526708944985	0.515779501519	0.0777290717483	0.500430040499	0.495809031334	0.0328448462658	-0.0996213033624	-300.0	0.526708944985	0.515779501519	0.0777290717483	0.500430040499	0.495809031334	0.0328448462658	-0.0996213033624	-300.0	0.25626475547	0.256326216447	0.00256303290971	0.256401948477	0.256327391138	0.00472424293272	0.122642810315	-9.88048103635
YY1	-0.2405441005	9.2155432222	8.9749991217	0.130516696053	0.101599985202	0.111627202899	0.0706989866016	0.0541241597784	0.0629251584356	-0.0204943371765	-241.68917425	0.585082429731	0.585545531043	0.0281162643154	0.588169380592	0.585756424948	0.0618989046858	0.0221174505172	-77.3179864388	0.585082429731	0.585545531043	0.0281162643154	0.588169380592	0.585756424948	0.0618989046858	0.0221174505172	-77.3179864388	0.347798408696	0.347753640889	0.00250602330776	0.347938780901	0.347878890112	0.00355629714105	0.0573632759479	-13.2396414238
KLF4	-0.2292124233	4.3891591111	4.1599466878	0.105490188856	0.0803612105841	0.094692818585	0.0576359135803	0.0449943431501	0.0515481834726	-0.00515894940965	-300.0	0.487874081752	0.473290376288	0.0733927020609	0.467820220097	0.462159010691	0.0309579481372	-0.0324191705105	-300.0	0.487874081752	0.473290376288	0.0733927020609	0.467820220097	0.462159010691	0.0309579481372	-0.0324191705105	-300.0	0.290556303787	0.290636006723	0.00222084723608	0.290782615631	0.290940501063	0.00421554525463	0.110429900078	-16.1671475615
